,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
1412,Bamo Meite,Lorient,1.6,56,54,2,1,0,0,0,1,0,0,0,0,48,0,1
1413,Hannibal Mejbri,Manchester Utd,1.3,31,31,0,0,1,0,1,0,0,0,0,0,28,0,0
1414,Oscar Melendo,Granada,7.5,258,252,4,3,4,3,4,1,0,0,0,0,211,2,5
1415,Gonzalo Melero,Almería,6.8,260,240,18,9,0,0,1,2,0,0,0,0,216,2,3
1416,Birger Meling,Rennes,0.2,7,4,3,1,0,0,0,2,0,0,0,0,7,0,0
1417,Arthur Melo,Fiorentina,9.2,614,583,30,25,1,5,6,4,1,0,0,1,560,1,8
1418,Memphis,Atlético Madrid,1.5,33,31,2,0,0,0,1,1,0,0,0,0,24,0,2
1419,Houboulang Mendes,Almería,3.4,142,98,43,6,0,0,4,37,0,0,0,0,104,1,3
1420,Tomas Mendes,Alavés,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
1421,Brais Mendez,Real Sociedad,11.0,491,430,60,29,2,3,42,1,23,7,11,0,384,1,9
1422,Diego Mendez,Rayo Vallecano,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1423,Benjamin Mendy,Lorient,0.9,73,59,14,2,0,0,18,7,5,2,2,0,53,0,1
1424,Ferland Mendy,Real Madrid,4.5,288,244,44,5,0,2,3,39,0,0,0,0,270,0,3
1425,Formose Mendy,Lorient,6.0,290,243,47,19,0,10,4,27,0,0,0,0,223,0,5
1426,Nampalys Mendy,Lens,2.1,137,135,2,2,0,1,2,0,0,0,0,0,120,0,1
1427,Teden Mengi,Luton Town,5.7,160,157,3,2,0,4,1,1,0,0,0,0,124,0,0
1428,Chris Mepham,Bournemouth,1.9,109,105,3,2,0,0,1,1,0,0,0,0,86,1,1
1430,Jorge Mere,Cádiz,3.6,91,90,0,0,0,0,0,0,0,0,0,0,68,1,1
1431,Alex Meret,Napoli,11.0,311,238,72,23,0,0,0,0,0,0,0,0,264,1,0
1432,Mikel Merino,Real Sociedad,8.4,415,410,2,0,1,3,5,2,0,0,0,0,319,3,12
1433,Quentin Merlin,Nantes,11.1,614,491,119,10,3,5,43,93,16,6,5,0,440,4,13
1434,Junior Messias,Genoa,0.3,6,6,0,0,0,0,1,0,0,0,0,0,3,0,1
1435,Bastien Meupiyou,Nantes,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
1436,Alexander Meyer,Dortmund,0.7,28,19,9,2,0,0,0,0,0,0,0,0,26,0,0
1437,Omenuke Mfulu,Las Palmas,0.8,50,49,1,1,0,0,0,0,0,0,0,0,45,0,1
1438,Sven Michel,Augsburg,4.6,107,91,13,0,2,0,1,1,0,0,0,0,67,3,5
1439,Miguel,Alavés,0.7,15,12,3,0,0,0,0,0,0,0,0,0,7,0,1
1440,Georges Mikautadze,Metz,2.9,66,54,11,1,0,0,5,1,2,2,0,0,45,1,1
1441,Nikola Milenkovic,Fiorentina,10.3,591,581,9,9,0,8,0,0,0,0,0,0,507,1,7
1442,Lewis Miley,Newcastle Utd,0.7,42,42,0,0,0,0,0,0,0,0,0,0,37,0,0
1443,Arkadiusz Milik,Juventus,3.4,112,110,1,0,3,0,1,0,0,0,0,0,92,1,0
1444,Vanja Milinkovic-Savic,Torino,12.0,484,378,104,19,0,3,0,0,0,0,0,0,334,2,0
1445,Eder Militao,Real Madrid,0.5,32,32,0,0,0,1,0,0,0,0,0,0,31,0,0
1446,Luis Milla,Getafe,1.5,58,46,11,5,0,2,9,0,6,2,4,0,33,1,1
1447,Enzo Millot,Stuttgart,7.9,458,438,20,2,3,2,21,0,9,3,2,0,379,0,13
1448,James Milner,Brighton,3.9,255,219,33,4,2,0,9,29,0,0,0,0,213,3,6
1449,Jovan Milosevic,Stuttgart,0.3,10,9,1,0,0,0,0,1,0,0,0,0,6,0,1
1450,Marko Milovanovic,Almería,0.3,6,5,1,0,0,0,0,0,0,0,0,0,3,0,0
1451,Kim Min-jae,Bayern Munich,10.6,1117,1077,39,13,3,8,1,1,0,0,0,0,1034,1,4
1452,Yerry Mina,Fiorentina,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
1453,Takumi Minamino,Monaco,7.6,312,301,8,2,3,0,5,4,2,0,0,0,236,3,13
1454,Lucas Mincarelli,Montpellier,0.1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
1456,Tyrone Mings,Aston Villa,0.3,5,5,0,0,1,0,0,0,0,0,0,0,5,0,0
1457,Oscar Mingueza,Celta Vigo,12.2,656,530,120,19,2,1,64,93,8,0,7,0,464,6,22
1458,Ignasi Miquel,Granada,12.5,579,534,43,37,1,3,0,4,0,0,0,0,473,2,4
1459,Rafa Mir,Sevilla,2.1,46,43,2,0,0,1,2,0,0,0,0,0,31,1,2
1460,Ignacio Miramon,Lille,0.4,32,32,0,0,0,0,0,0,0,0,0,0,28,0,1
1461,Aleksei Miranchuk,Atalanta,1.8,97,94,3,0,1,2,4,0,3,1,2,0,69,0,3
1462,Juan Miranda,Betis,7.2,385,315,69,10,0,4,20,58,1,0,1,0,308,1,6
1463,Kevin Miranda,Sassuolo,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
1464,Antonio Mirante,Milan,1.0,29,24,5,1,0,0,0,0,0,0,0,0,17,0,0
1465,Fabio Miretti,Juventus,5.1,192,176,15,5,2,2,10,0,7,0,3,0,151,1,4
1466,Filippo Missori,Sassuolo,0.5,26,23,3,0,0,0,2,3,0,0,0,0,19,0,1
1467,Tyrick Mitchell,Crystal Palace,11.8,573,454,118,6,0,0,23,112,0,0,0,0,421,1,22
1468,Kaoru Mitoma,Brighton,10.9,375,367,6,1,3,0,25,4,1,0,0,0,298,2,11
1469,Aleksandar Mitrovic,Fulham,0.4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
1470,Stefan Mitrovic,Getafe,7.5,238,212,26,22,1,1,0,0,0,0,0,0,179,0,0
1471,Maximilian Mittelstadt,Stuttgart,3.2,223,200,23,3,0,0,17,20,0,0,0,0,181,0,4
1472,Henrikh Mkhitaryan,Inter,10.2,533,525,8,6,4,7,9,2,0,0,0,0,452,0,15
1473,Luka Modric,Real Madrid,4.9,436,396,39,17,3,7,23,3,17,3,10,0,375,1,7
1474,Terem Moffi,Nice,9.1,169,156,11,0,0,0,1,0,0,0,0,0,128,2,7
1475,Mostafa Mohamed,Nantes,7.6,120,106,14,0,1,0,3,1,0,0,0,0,76,0,4
1476,Kudus Mohammed,West Ham,4.1,166,162,2,1,0,0,10,0,0,0,0,0,139,2,4
1477,Dion Moise Sahi,Strasbourg,2.9,68,65,3,0,0,0,3,1,0,0,0,0,53,0,2
1478,Johan Mojica,Osasuna,6.4,391,342,48,5,0,4,47,42,1,0,0,0,282,1,18
1479,Alberto Moleiro,Las Palmas,1.6,60,56,4,0,0,0,3,1,3,0,2,0,52,0,4
1480,Nahuel Molina,Atlético Madrid,7.9,518,442,71,2,0,6,23,67,2,0,2,0,387,5,20
1482,Florent Mollet,Nantes,8.3,397,351,45,12,1,0,39,5,27,14,9,0,317,1,9
1483,Jon Moncayola,Osasuna,6.1,341,312,28,13,0,3,28,4,11,5,6,0,258,1,7
1484,Ilario Monterisi,Frosinone,8.5,569,541,27,16,0,0,0,4,0,0,0,0,478,1,7
1485,Cesar Montes,Almería,4.7,247,235,10,7,0,3,1,0,0,0,0,0,186,2,1
1486,Gonzalo Montiel,Nott'ham Forest,1.9,99,87,11,0,0,0,5,11,0,0,0,0,78,1,1
1487,Lorenzo Montipo,Hellas Verona,12.0,429,285,143,29,0,1,0,0,0,0,0,0,253,1,0
1488,Kieffer Moore,Bournemouth,1.0,32,32,0,0,0,0,2,0,0,0,0,0,21,0,3
1489,Alvaro Morata,Atlético Madrid,9.1,155,146,8,0,0,4,1,0,0,0,0,0,114,1,4
1490,Diego Moreira,Lyon,0.7,30,28,2,1,0,0,1,1,0,0,0,0,22,0,0
1491,Alberto Moreno,Villarreal,4.9,235,203,30,3,0,3,17,25,2,1,1,0,194,2,5
1492,Gerard Moreno,Villarreal,9.1,393,370,21,3,5,4,12,0,0,0,0,0,309,2,18
1493,Manu Morlanes,Mallorca,4.0,147,143,3,2,0,1,4,0,1,0,1,0,123,1,1
1494,Nikola Moro,Bologna,3.2,196,192,4,4,0,5,1,0,0,0,0,0,163,0,8
1495,Carlton Morris,Luton Town,11.2,270,261,3,0,0,2,4,2,0,0,0,0,163,6,8
1496,Cristhian Mosquera,Valencia,9.2,477,444,33,13,0,2,1,18,0,0,0,0,422,0,4
1497,Dany Mota,Monza,5.8,194,178,13,0,0,3,19,1,6,0,5,0,135,3,8
1498,Lebo Mothiba,Strasbourg,4.9,76,74,1,0,0,0,1,0,0,0,0,0,55,1,1
1499,Youssoufa Moukoko,Dortmund,1.5,28,25,3,0,0,0,4,0,0,0,0,0,24,0,1
1500,Steve Mounie,Brest,5.4,134,133,1,0,0,0,2,1,0,0,0,0,93,0,2
1501,Mason Mount,Manchester Utd,4.4,163,152,11,1,1,1,13,1,8,3,4,0,130,0,3
1502,Samuel Moutoussamy,Nantes,6.6,247,246,0,0,1,0,0,0,0,0,0,0,201,1,5
1503,Mykhailo Mudryk,Chelsea,4.1,130,112,14,2,3,1,22,2,10,3,3,0,79,4,5
1504,Francois Mughe,Marseille,1.8,41,39,2,0,0,0,7,2,0,0,0,0,26,0,5
1505,Joel Mugisha,Lorient,2.0,48,40,8,2,0,0,12,1,5,2,3,0,32,0,2
1506,Nordi Mukiele,Paris S-G,2.3,171,155,16,5,1,1,0,11,0,0,0,0,154,0,4
1508,Samuele Mulattieri,Sassuolo,1.1,27,23,4,0,0,0,0,0,0,0,0,0,21,0,0
1509,Andreas Muller,Darmstadt 98,0.2,7,7,0,0,0,0,0,0,0,0,0,0,2,0,1
1510,Jannik Muller,Darmstadt 98,4.0,205,201,4,1,0,1,1,3,0,0,0,0,166,0,1
1511,Kevin Muller,Heidenheim,11.0,480,353,126,33,0,1,0,0,0,0,0,0,362,1,0
1512,Thomas Muller,Bayern Munich,3.7,161,154,7,0,3,0,13,6,0,0,0,0,117,0,8
1513,Abdul Mumin,Rayo Vallecano,4.0,131,126,5,4,0,1,0,1,0,0,0,0,108,0,0
1514,Marshall Munetsi,Reims,9.9,197,190,5,1,0,2,9,1,0,0,0,0,135,2,7
1515,Iker Muniain,Athletic Club,3.4,187,160,27,7,0,0,19,1,16,5,9,0,148,0,3
1516,Rodrigo Muniz,Fulham,1.5,24,23,1,0,0,0,0,0,0,0,0,0,13,0,0
1517,Aihen Munoz,Real Sociedad,10.4,584,442,139,11,0,1,21,128,0,0,0,0,433,3,16
1518,Iker Munoz,Osasuna,4.7,213,203,7,6,0,5,1,1,0,0,0,0,151,3,3
1519,Javier Munoz,Las Palmas,9.0,414,400,12,2,1,0,18,1,9,4,2,0,337,2,7
1520,Luis Muriel,Atalanta,2.1,120,98,21,3,1,1,18,4,13,10,0,1,92,1,1
1521,Murillo,Nott'ham Forest,5.8,282,272,6,6,1,4,0,0,0,0,0,0,229,4,0
1522,Vedat Muriqi,Mallorca,11.7,277,266,5,0,4,2,2,0,0,0,0,0,173,6,5
1523,Jacob Murphy,Newcastle Utd,1.3,51,49,2,0,3,0,5,1,0,0,0,0,37,0,1
1524,Yunus Musah,Milan,6.8,282,265,17,0,0,2,14,17,0,0,0,0,232,0,7
1525,Jamal Musiala,Bayern Munich,5.1,174,169,1,0,5,0,3,0,0,0,0,0,143,4,7
1526,Juan Musso,Atalanta,8.0,286,226,59,12,0,1,0,0,0,0,0,0,220,1,0
1527,Yvon Mvogo,Lorient,12.0,431,327,104,33,0,1,0,0,0,0,0,0,325,0,0
1528,Junior Mwanga,Strasbourg,3.8,100,99,0,0,2,2,1,0,0,0,0,0,83,1,2
1529,Phillipp Mwene,Mainz 05,3.4,132,95,36,4,0,0,12,28,4,2,2,0,81,1,8
1530,Vitaliy Mykolenko,Everton,8.0,347,269,77,0,0,1,18,77,0,0,0,0,252,1,14
1531,Joakim Maehle,Wolfsburg,10.7,609,492,113,11,0,3,22,102,0,0,0,0,491,4,16
1532,Obite N'Dicka,Roma,8.8,598,581,16,10,0,0,3,2,0,0,0,0,534,1,5
1534,Kevin N'Doram,Metz,6.8,241,231,9,9,0,8,1,0,0,0,0,0,201,1,1
1535,Joseph N'Duquidi,Metz,4.3,108,105,3,3,1,1,0,0,0,0,0,0,85,0,0
1536,Nathan N'Goumou,M'Gladbach,5.4,150,148,2,1,0,1,6,0,0,0,0,0,115,0,3
1537,Stanley N'Soki,Hoffenheim,0.3,12,10,2,2,0,0,0,0,0,0,0,0,10,0,0
1538,Nacho,Real Madrid,4.2,262,228,33,7,0,2,2,8,0,0,0,0,245,1,2
1539,Bilal Nadir,Marseille,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
1540,Marvelous Nakamba,Luton Town,11.8,403,384,18,14,0,5,4,3,0,0,0,0,339,1,10
1541,Keito Nakamura,Reims,5.3,129,126,1,0,2,1,10,1,0,0,0,0,84,2,4
1542,Nahitan Nandez,Cagliari,7.4,285,255,29,5,2,5,49,16,7,4,3,0,177,1,10
1543,Matija Nastasic,Mallorca,8.0,298,277,18,16,0,1,0,0,0,0,0,0,239,3,1
1544,Natan,Napoli,6.0,334,324,10,10,0,3,1,0,0,0,0,0,298,0,2
1545,Roberto Navarro,Cádiz,2.1,48,41,6,1,0,0,9,0,5,5,0,0,31,1,2
1546,Jesus Navas,Sevilla,8.0,530,437,84,8,1,1,72,76,0,0,0,0,369,9,22
1547,Michel Ndary Adopo,Atalanta,0.4,28,28,0,0,0,0,0,0,0,0,0,0,23,0,0
1548,Youssouf Ndayishimiye,Nice,10.8,690,666,22,22,2,1,0,0,0,0,0,0,605,2,6
1549,Bassirou Ndiaye,Lorient,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,Iliman Ndiaye,Marseille,6.6,194,192,2,0,0,0,7,1,0,0,0,0,152,0,9
1551,Rassoul Ndiaye,Le Havre,3.7,161,160,1,1,0,1,3,0,0,0,0,0,127,0,3
1552,Cher Ndour,Paris S-G,0.3,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0
1553,Dan Ndoye,Bologna,7.1,209,197,10,0,0,1,22,2,8,5,2,0,153,2,10
1554,Loic Nego,Le Havre,7.0,273,237,34,0,0,0,20,33,1,0,0,0,200,2,7
1555,Alvaro Negredo,Cádiz,0.4,16,12,2,0,0,0,1,0,0,0,0,0,8,2,0
1556,Reiss Nelson,Arsenal,0.7,29,26,3,0,0,0,5,0,3,3,0,0,24,0,2
1557,Neto,Bournemouth,10.0,345,232,112,27,0,2,0,0,0,0,0,0,221,1,0
1558,Pedro Neto,Wolves,9.8,393,340,51,17,1,2,74,9,25,12,10,1,289,2,8
1560,Luca Netz,M'Gladbach,7.7,350,292,56,7,1,0,22,42,7,1,6,0,262,2,13
1561,Manuel Neuer,Bayern Munich,3.0,130,115,15,0,0,1,0,0,0,0,0,0,113,0,0
1562,Florian Neuhaus,M'Gladbach,5.5,216,209,6,5,3,6,4,1,0,0,0,0,182,1,3
1563,Carlos Neva,Granada,12.4,566,417,148,20,0,1,29,128,0,0,0,0,417,1,27
1564,Jessic Ngankam,Eint Frankfurt,2.3,35,33,2,0,0,0,0,0,0,0,0,0,25,0,2
1565,Cyril Ngonge,Hellas Verona,8.1,183,149,32,9,2,2,26,1,9,1,7,0,120,2,6
1566,Moussa Niakhate,Nott'ham Forest,5.0,221,196,24,3,0,2,5,21,0,0,0,0,170,1,2
1567,Shamar Nicholson,Clermont Foot,6.0,125,116,9,0,0,3,1,0,0,0,0,0,90,0,2
1568,Rasmus Nicolaisen,Toulouse,12.0,577,551,25,18,0,2,0,1,0,0,0,0,497,1,2
1569,Moritz Nicolas,M'Gladbach,9.0,361,286,72,16,0,0,0,0,0,0,0,0,273,3,0
1570,Hans Nicolussi Caviglia,Juventus,0.0,4,4,0,0,0,1,0,0,0,0,0,0,3,0,0
1571,Saul Niguez,Atlético Madrid,7.0,326,320,4,4,2,1,8,0,0,0,0,0,277,2,2
1572,Rasmus Nissen,Roma,6.0,357,278,78,1,0,1,16,77,0,0,0,0,261,1,8
1573,Justin Njinmah,Werder Bremen,2.1,38,36,1,0,1,0,0,1,0,0,0,0,23,1,0
1574,Eddie Nketiah,Arsenal,8.5,142,128,14,0,1,0,3,1,0,0,0,0,116,0,7
1575,Niels Nkounkou,Eint Frankfurt,2.4,142,110,32,2,0,1,5,30,0,0,0,0,102,0,6
1576,Felix Nmecha,Dortmund,6.7,256,250,6,6,0,3,1,0,0,0,0,0,212,0,5
1577,Arnaud Nordin,Montpellier,3.1,85,83,1,1,0,0,5,0,0,0,0,0,71,1,1
1578,Oliver Norwood,Sheffield Utd,9.8,566,508,57,35,2,4,31,0,22,2,15,2,406,1,7
1579,Randy Ntekja,Rayo Vallecano,3.3,85,80,3,0,0,1,1,1,0,0,0,0,57,2,3
1580,Ernest Nuamah,Lyon,5.2,158,158,0,0,0,0,11,0,0,0,0,0,126,0,4
1581,Alexander Nubel,Stuttgart,11.0,417,348,68,16,0,0,0,0,0,0,0,0,357,1,0
1582,Matheus Nunes,Wolves,2.0,106,97,8,4,0,0,3,2,1,1,0,0,87,1,2
1583,Matheus Nunes,Manchester City,2.2,138,132,6,4,0,0,2,0,2,1,0,0,126,0,2
1584,Darwin Nunez,Liverpool,6.7,161,156,5,1,2,0,5,1,0,0,0,0,119,0,6
1586,Unai Nunez,Celta Vigo,13.0,686,645,40,38,2,19,0,2,0,0,0,0,528,1,11
1587,Fabian Nurnberger,Darmstadt 98,8.7,485,401,83,13,1,6,42,61,9,2,6,1,389,1,5
1588,Simeon Nwankwo,Salernitana,0.4,9,8,0,0,0,0,0,0,0,0,0,0,5,1,0
1589,Gerzino Nyamsi,Strasbourg,11.0,594,559,35,27,0,3,1,0,0,0,0,0,519,0,6
1590,Orjan Nyland,Sevilla,7.0,204,134,69,17,0,1,0,0,0,0,0,0,137,1,0
1591,M'Bala Nzola,Fiorentina,7.7,137,127,10,0,0,0,2,2,0,0,0,0,119,0,2
1592,Christian Norgaard,Brentford,11.4,612,595,15,11,2,4,8,2,0,0,0,0,488,2,6
1593,Jake O'Brien,Lyon,5.0,319,307,12,8,0,2,1,4,0,0,0,0,285,0,0
1594,Dara O'Shea,Burnley,7.5,514,501,12,9,1,2,1,3,0,0,0,0,429,1,5
1595,Michael Obafemi,Burnley,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1596,Adam Obert,Cagliari,4.2,217,203,13,8,1,12,4,5,0,0,0,0,169,1,6
1597,Pedro Obiang,Sassuolo,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
1598,Jan Oblak,Atlético Madrid,12.0,320,204,115,21,1,0,0,0,0,0,0,0,248,1,0
1599,Lucas Ocampos,Sevilla,9.7,369,331,37,1,0,7,40,36,0,0,0,0,243,1,20
1600,Guillermo Ochoa,Salernitana,11.0,357,227,129,41,0,0,0,0,0,0,0,0,213,1,1
1601,Wilson Odobert,Burnley,1.8,46,46,0,0,0,0,2,0,0,0,0,0,37,0,3
1602,Alvaro Odriozola,Real Sociedad,0.5,28,22,6,0,0,0,3,6,0,0,0,0,25,0,1
1603,Tim Oermann,Bochum,0.2,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
1604,Chiedozie Ogbene,Luton Town,8.5,252,222,29,2,0,1,34,21,0,0,0,0,172,1,18
1605,Angelo Ogbonna,West Ham,1.3,17,16,1,1,0,0,0,0,0,0,0,0,14,0,1
1606,Florent Ogier,Clermont Foot,3.9,207,200,7,6,0,1,0,0,0,0,0,0,171,0,0
1607,Noah Okafor,Milan,4.2,72,67,3,0,0,1,7,1,0,0,0,0,47,2,1
1608,Caleb Okoli,Frosinone,7.6,433,397,35,15,0,1,0,1,0,0,0,0,375,1,2
1609,Masaya Okugawa,Augsburg,0.1,4,2,2,0,0,0,0,2,0,0,0,0,1,0,0
1610,Joseph Okumu,Reims,8.3,519,504,9,7,0,7,1,1,0,0,0,0,422,6,2
1612,Michael Olakigbe,Brentford,0.2,20,19,1,0,0,0,2,1,0,0,0,0,14,0,1
1613,Olasagasti,Real Sociedad,0.4,22,22,0,0,0,1,0,0,0,0,0,0,16,0,2
1614,Finn Ole Becker,Hoffenheim,2.7,146,136,9,1,0,1,5,3,5,4,0,0,115,1,3
1615,Mathias Olesen,Köln,1.2,45,44,0,0,0,0,0,0,0,0,0,0,34,1,2
1616,Michael Olise,Crystal Palace,0.3,17,11,6,3,0,0,4,1,2,1,0,1,9,0,1
1617,Mathias Olivera,Napoli,7.8,504,424,79,12,0,3,15,67,0,0,0,0,432,1,15
1618,Dani Olmo,RB Leipzig,3.1,127,125,1,0,3,1,5,1,0,0,0,0,95,1,6
1619,Robin Olsen,Aston Villa,1.0,39,37,2,0,0,0,0,0,0,0,0,0,30,0,0
1620,Warmed Omari,Rennes,9.4,593,574,18,17,0,3,0,1,0,0,0,0,526,1,8
1621,Becir Omeragic,Montpellier,6.4,291,268,23,14,0,4,1,1,0,0,0,0,249,0,1
1622,Jonas Omlin,M'Gladbach,2.0,77,60,17,7,0,0,0,0,0,0,0,0,53,0,0
1623,Samuel Omorodion,Alavés,5.3,87,77,10,0,0,0,0,2,0,0,0,0,66,0,2
1624,Samuel Omorodion,Granada,0.9,15,13,2,0,0,0,0,0,0,0,0,0,10,0,1
1625,Amadou Onana,Everton,10.2,454,446,5,4,3,7,2,1,0,0,0,0,382,3,4
1626,Andre Onana,Manchester Utd,12.0,444,376,66,19,0,3,0,0,0,0,0,0,340,2,0
1627,Ryan One,Sheffield Utd,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1628,Karim Onisiwo,Mainz 05,7.4,168,147,20,0,1,0,9,3,0,0,0,0,106,1,11
1629,Tyler Onyango,Everton,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,Frank Onyeka,Brentford,4.2,160,157,3,2,1,0,3,1,0,0,0,0,125,0,2
1631,Lois Openda,RB Leipzig,9.2,135,129,6,0,3,0,14,2,0,0,0,0,85,0,10
1632,Christopher Operi,Le Havre,7.2,396,321,72,15,0,1,26,56,1,0,1,0,283,3,14
1633,Leon Opitz,Werder Bremen,0.2,10,8,2,0,0,1,2,2,0,0,0,0,4,0,1
1634,Willi Orban,RB Leipzig,3.0,283,274,8,7,0,0,0,1,0,0,0,0,252,1,1
1635,Ivan Ordets,Bochum,8.4,301,296,2,1,0,1,1,1,0,0,0,0,229,3,3
1636,Divock Origi,Nott'ham Forest,0.7,10,9,1,1,0,0,2,0,0,0,0,0,6,0,0
1638,Gaetano Oristanio,Cagliari,5.4,104,93,11,4,0,2,14,1,2,2,0,0,76,0,4
1639,Aimar Oroz,Osasuna,11.9,468,441,24,2,1,3,4,2,0,0,0,0,381,3,16
1640,Riccardo Orsolini,Bologna,8.0,265,240,24,11,0,10,34,1,12,8,4,0,173,1,14
1641,Stefan Ortega,Manchester City,1.0,58,55,3,2,0,0,0,0,0,0,0,0,41,0,0
1642,Ben Osborn,Sheffield Utd,3.1,131,113,17,1,0,1,8,12,0,0,0,0,96,1,2
1643,Gabriel Osho,Luton Town,2.6,57,57,0,0,0,0,1,0,0,0,0,0,42,0,1
1644,Victor Osimhen,Napoli,6.9,90,78,9,0,0,0,7,0,0,0,0,0,60,3,7
1645,Milutin Osmajic,Cádiz,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
1646,Patrick Osterhage,Bochum,3.6,124,120,4,0,0,0,3,3,1,1,0,0,92,0,5
1647,William Osula,Sheffield Utd,2.6,29,29,0,0,0,0,1,0,0,0,0,0,14,0,1
1648,Dango Ouattara,Bournemouth,2.5,63,59,4,1,1,0,4,1,2,0,0,0,39,0,1
1649,Kassoum Ouattara,Monaco,0.1,8,5,3,0,0,0,2,3,0,0,0,0,6,0,1
1650,Remi Oudin,Lecce,2.8,136,114,22,9,0,2,29,4,9,4,3,0,90,0,3
1651,Alexandre Oukidja,Metz,11.2,337,181,155,43,0,3,0,0,0,0,0,0,185,1,0
1652,Azzedine Ounahi,Marseille,3.7,199,194,3,3,2,1,2,0,0,0,0,0,166,2,6
1653,Adam Ounas,Lille,1.4,49,48,1,0,2,0,2,1,0,0,0,0,39,0,1
1654,Mikel Oyarzabal,Real Sociedad,9.6,202,188,12,1,1,0,5,0,0,0,0,0,157,2,10
1655,Anthony Oyono,Frosinone,10.2,447,347,99,4,0,0,11,95,0,0,0,0,368,1,12
1656,Salih Ozcan,Dortmund,4.8,299,286,13,9,3,3,0,4,0,0,0,0,267,0,3
1657,Bertug Ozgur Yildirim,Rennes,2.5,48,46,2,0,0,0,1,0,0,0,0,0,30,0,0
1658,Cenk Ozkacar,Valencia,6.5,345,320,25,4,1,3,6,21,0,0,0,0,277,0,7
1659,David Ozoh,Crystal Palace,0.0,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
1660,Jon Pacheco,Real Sociedad,3.5,229,214,15,12,0,5,0,1,0,0,0,0,201,0,0
1661,Willian Pacho,Eint Frankfurt,11.0,744,710,31,17,0,3,1,6,0,0,0,0,617,3,6
1662,Goncalo Paciencia,Bochum,2.6,59,56,2,0,0,0,1,0,0,0,0,0,38,1,5
1664,Simone Pafundi,Udinese,0.1,6,4,2,2,0,0,1,0,0,0,0,0,5,0,0
1665,Riccardo Pagano,Roma,0.6,23,22,1,0,0,0,1,0,1,1,0,0,20,0,0
1666,Pablo Pagis,Lorient,1.8,61,58,3,0,0,1,2,0,3,1,0,0,46,0,0
1667,Exequiel Palacios,Leverkusen,9.7,973,943,28,11,3,4,2,6,1,0,0,0,894,2,10
1668,Isaac Palazon Camacho,Rayo Vallecano,10.9,423,366,53,22,1,9,49,1,29,11,10,1,289,4,8
1669,Joao Palhinha,Fulham,9.2,398,374,21,19,2,5,0,0,0,0,0,0,330,3,10
1670,Nicolas Pallois,Nantes,4.8,216,208,7,6,0,1,4,1,0,0,0,0,175,1,1
1671,Cole Palmer,Manchester City,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
1672,Cole Palmer,Chelsea,6.6,355,332,21,5,8,4,13,7,6,1,3,0,288,2,13
1673,Emerson Palmieri,West Ham,11.0,520,433,85,2,2,0,14,83,0,0,0,0,420,2,18
1674,Milos Pantovic,Union Berlin,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
1675,Matondo-Merveille Papela,Mainz 05,0.4,12,9,3,0,0,0,0,3,0,0,0,0,9,0,0
1676,Leart Paqarada,Köln,8.9,523,401,118,12,0,6,64,75,31,21,6,0,365,4,26
1677,Lucas Paqueta,West Ham,10.8,569,548,18,5,16,7,11,4,0,0,0,0,427,3,20
1678,Aitor Paredes,Athletic Club,10.8,562,537,23,19,0,3,0,1,0,0,0,0,490,2,2
1679,Kevin Paredes,Wolfsburg,3.1,123,117,6,1,0,0,1,5,0,0,0,0,103,0,1
1680,Leandro Paredes,Roma,9.1,559,503,55,30,1,8,27,4,21,14,6,0,479,1,8
1681,Daniel Parejo,Villarreal,11.6,797,707,84,54,0,2,30,1,28,12,13,0,703,6,10
1682,Fabiano Parisi,Fiorentina,8.5,555,462,93,18,1,2,23,75,0,0,0,0,456,0,15
1683,Ben Parkinson,Newcastle Utd,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
1684,Thomas Partey,Arsenal,2.8,252,235,17,7,0,1,2,10,0,0,0,0,229,0,0
