Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Álex Alegría,55,ESP,"FW,MF",Rayo Vallecano,es La Liga,25.0,1992.0,9.0,0.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.16,0.24,0.4,0.16,0.4
Alexis Alegue,56,FRA,FW,Nantes,fr Ligue 1,21.0,1996.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iván Alejo,57,ESP,MF,Getafe,es La Liga,23.0,1995.0,4.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.02,0.35,0.36,0.02,0.36
Carles Aleñá,58,ESP,MF,Barcelona,es La Liga,20.0,1998.0,17.0,6.0,637.0,7.1,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.28,0.0,0.28,0.28,0.28,1.3,1.3,0.7,2.0,0.18,0.1,0.28,0.18,0.28
Rúnar Alex Rúnarsson,59,ISL,GK,Dijon,fr Ligue 1,23.0,1995.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander,60,ARG,FW,Leganés,es La Liga,29.0,1988.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander-Arnold,61,GBR,DF,Liverpool,eng Premier League,19.0,1998.0,29.0,27.0,2462.0,27.4,1.0,12.0,1.0,0.0,0.0,3.0,0.0,0.04,0.44,0.48,0.04,0.48,1.6,1.6,6.3,7.9,0.06,0.23,0.29,0.06,0.29
Rachid Alioui,62,MAR,FW,Nîmes,fr Ligue 1,26.0,1992.0,27.0,11.0,1252.0,13.9,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,5.4,5.4,1.2,6.6,0.39,0.08,0.48,0.39,0.48
Alisson,63,BRA,GK,Liverpool,eng Premier League,25.0,1992.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Allain,64,FRA,GK,Dijon,fr Ligue 1,26.0,1991.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan,65,BRA,MF,Napoli,it Serie A,27.0,1991.0,33.0,28.0,2616.0,29.1,1.0,3.0,1.0,0.0,0.0,10.0,0.0,0.03,0.1,0.14,0.03,0.14,1.0,1.0,2.5,3.6,0.03,0.09,0.12,0.03,0.12
Dele Alli,67,GBR,MF,Tottenham,eng Premier League,22.0,1996.0,25.0,22.0,1825.0,20.3,5.0,3.0,5.0,0.0,0.0,4.0,0.0,0.25,0.15,0.39,0.25,0.39,4.8,4.8,3.1,7.9,0.23,0.15,0.39,0.23,0.39
Miguel Almirón,68,PRY,MF,Newcastle Utd,eng Premier League,24.0,1994.0,10.0,9.0,759.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.6,2.1,0.18,0.07,0.25,0.17,0.24
Júnior Alonso,69,PRY,"DF,MF",Celta Vigo,es La Liga,25.0,1993.0,9.0,6.0,536.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.06,0.03,0.09,0.06,0.09
Marcos Alonso,70,ESP,DF,Chelsea,eng Premier League,27.0,1990.0,31.0,31.0,2759.0,30.7,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.07,0.13,0.2,0.07,0.2,3.4,3.4,3.4,6.8,0.11,0.11,0.22,0.11,0.22
Mickaël Alphonse,71,GLP,DF,Dijon,fr Ligue 1,29.0,1989.0,11.0,6.0,571.0,6.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,0.3,0.3,0.4,0.7,0.05,0.07,0.11,0.05,0.11
Sergio Álvarez,72,ESP,"DF,MF",Eibar,es La Liga,26.0,1992.0,19.0,12.0,1069.0,11.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03
Yeray Álvarez,74,ESP,DF,Athletic Club,es La Liga,23.0,1995.0,30.0,30.0,2613.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.1,1.1,0.04,0.0,0.05,0.03,0.04
Bruno Alves,75,PRT,DF,Parma,it Serie A,36.0,1981.0,33.0,33.0,2922.0,32.5,4.0,1.0,4.0,0.0,0.0,9.0,1.0,0.12,0.03,0.15,0.12,0.15,2.2,2.2,1.0,3.2,0.07,0.03,0.1,0.07,0.1
Dani Alves,76,BRA,"MF,DF",Paris S-G,fr Ligue 1,35.0,1983.0,23.0,19.0,1622.0,18.0,1.0,7.0,1.0,0.0,0.0,4.0,0.0,0.06,0.39,0.44,0.06,0.44,1.8,1.8,6.4,8.2,0.1,0.36,0.46,0.1,0.46
Alfons Amade,78,DEU,MF,Hoffenheim,de Bundesliga,18.0,1999.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.59,0.0,0.59,0.59,0.59
Ibrahim Amadou,79,FRA,"MF,DF",Sevilla,es La Liga,25.0,1993.0,17.0,7.0,762.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06
Romain Amalfitano,80,FRA,"MF,FW",Dijon,fr Ligue 1,28.0,1989.0,32.0,30.0,2522.0,28.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,0.02,0.03,0.06,0.02,0.06
Daniel Amartey,81,GHA,DF,Leicester City,eng Premier League,23.0,1994.0,9.0,7.0,641.0,7.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,0.05,0.02,0.06,0.05,0.06
Jordi Amat,82,ESP,DF,Rayo Vallecano,es La Liga,26.0,1992.0,31.0,31.0,2763.0,30.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.02,0.01,0.03,0.02,0.03
Amath,83,SEN,MF,Getafe,es La Liga,22.0,1996.0,15.0,13.0,1002.0,11.1,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.09,0.18,0.27,0.09,0.27,1.2,1.2,1.5,2.7,0.11,0.14,0.25,0.11,0.25
Jordan Amavi,84,FRA,DF,Marseille,fr Ligue 1,24.0,1994.0,28.0,24.0,2177.0,24.2,0.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,0.08,0.08,0.0,0.08,0.8,0.8,2.0,2.8,0.03,0.08,0.11,0.03,0.11
Kelvin Amian,85,FRA,DF,Toulouse,fr Ligue 1,20.0,1998.0,32.0,32.0,2880.0,32.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.03,0.03,0.0,0.03,0.6,0.6,0.8,1.4,0.02,0.02,0.04,0.02,0.04
Nadiem Amiri,86,DEU,MF,Hoffenheim,de Bundesliga,21.0,1996.0,13.0,10.0,754.0,8.4,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.36,0.12,0.48,0.36,0.48,2.2,2.2,1.4,3.5,0.26,0.16,0.42,0.26,0.42
Yanis Ammour,87,FRA,MF,Montpellier,fr Ligue 1,19.0,1999.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Amos,88,GBR,MF,Tottenham,eng Premier League,21.0,1997.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joachim Andersen,89,DNK,DF,Sampdoria,it Serie A,22.0,1996.0,32.0,32.0,2880.0,32.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03,1.0,1.0,0.7,1.7,0.03,0.02,0.05,0.03,0.05
Felipe Anderson,90,BRA,"MF,FW",West Ham,eng Premier League,25.0,1993.0,36.0,36.0,3043.0,33.8,9.0,4.0,9.0,0.0,0.0,3.0,0.0,0.27,0.12,0.38,0.27,0.38,5.5,5.5,6.1,11.5,0.16,0.18,0.34,0.16,0.34
Florin Andone,91,ROU,FW,Brighton,eng Premier League,25.0,1993.0,23.0,8.0,881.0,9.8,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.31,0.0,0.31,0.31,0.31,2.5,2.5,0.1,2.6,0.25,0.01,0.26,0.25,0.26
Benjamin André,92,FRA,MF,Rennes,fr Ligue 1,27.0,1990.0,30.0,28.0,2495.0,27.7,3.0,1.0,3.0,0.0,0.0,8.0,1.0,0.11,0.04,0.14,0.11,0.14,3.0,3.0,0.8,3.9,0.11,0.03,0.14,0.11,0.14
Marco Andreolli,93,ITA,DF,Cagliari,it Serie A,32.0,1986.0,3.0,1.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Yoann Andreu,95,FRA,DF,Angers,fr Ligue 1,29.0,1989.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
José Ángel,96,ESP,DF,Eibar,es La Liga,28.0,1989.0,35.0,34.0,3028.0,33.6,1.0,1.0,1.0,0.0,0.0,10.0,0.0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,5.7,6.4,0.02,0.17,0.19,0.02,0.19
Miguel Ángel Moyá,97,ESP,GK,Real Sociedad,es La Liga,34.0,1984.0,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian Ansaldi,98,ARG,"DF,MF",Torino,it Serie A,31.0,1986.0,24.0,23.0,1807.0,20.1,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.15,0.1,0.25,0.15,0.25,1.4,1.4,2.9,4.3,0.07,0.14,0.21,0.07,0.21
Mirco Antenucci,99,ITA,FW,SPAL,it Serie A,33.0,1984.0,35.0,22.0,2133.0,23.7,5.0,0.0,4.0,1.0,2.0,0.0,0.0,0.21,0.0,0.21,0.17,0.17,6.6,5.0,1.6,6.5,0.28,0.07,0.34,0.21,0.28
Waldemar Anton,100,DEU,DF,Hannover 96,de Bundesliga,22.0,1996.0,34.0,34.0,3060.0,34.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,1.8,1.8,0.2,2.0,0.05,0.01,0.06,0.05,0.06
Luca Antonelli,101,ITA,DF,Empoli,it Serie A,31.0,1987.0,13.0,10.0,755.0,8.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,0.7,1.0,0.04,0.08,0.12,0.04,0.12
