,Player,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
760,Toti Gomes,1.8,61,70,87.1,941,308,33,33,100.0,26,29,89.7,1,4,25.0,0,0.0,0.0,0.0,0,3,0,0,1
761,Joe Gomez,4.6,298,345,86.4,5269,1354,131,142,92.3,140,154,90.9,24,33,72.7,0,0.1,0.1,-0.1,3,12,3,2,22
762,Maxi Gomez,2.6,24,55,43.6,371,54,14,29,48.3,9,14,64.3,1,7,14.3,0,0.0,0.0,0.0,1,5,1,0,2
763,Moi Gomez,3.2,164,199,82.4,3338,681,60,68,88.2,74,82,90.2,26,40,65.0,0,0.0,0.1,0.0,2,33,0,0,35
765,Sergio Gomez,0.2,13,16,81.3,223,16,6,7,85.7,6,7,85.7,1,1,100.0,1,0.2,0.1,+0.8,1,0,0,0,1
766,Unai Gomez,0.9,13,17,76.5,221,80,8,11,72.7,2,2,100.0,3,3,100.0,0,0.0,0.0,0.0,0,3,0,0,4
767,Maxime Gonalons,6.1,305,342,89.2,5626,1706,126,139,90.6,136,142,95.8,35,49,71.4,0,0.1,0.3,-0.1,4,36,3,0,41
768,Edgar Gonzalez,5.9,324,362,89.5,6366,2433,99,105,94.3,187,200,93.5,33,47,70.2,0,0.0,0.1,0.0,1,16,2,0,24
769,Giovanni Gonzalez,4.6,109,152,71.7,1837,881,60,68,88.2,34,51,66.7,12,21,57.1,0,0.1,0.2,-0.1,1,10,3,1,12
770,Hugo Gonzalez,0.2,7,8,87.5,115,40,4,4,100.0,1,1,100.0,1,1,100.0,0,0.2,0.1,-0.2,2,1,0,0,0
771,Joan Gonzalez,2.1,46,55,83.6,768,184,27,32,84.4,13,16,81.3,6,6,100.0,0,0.1,0.0,-0.1,2,4,1,0,9
772,Nicolas Gonzalez,4.8,136,184,73.9,2525,611,61,80,76.3,54,66,81.8,19,26,73.1,1,0.3,0.4,+0.7,3,13,5,0,25
773,Urko Gonzalez,1.1,41,52,78.8,648,170,23,27,85.2,17,19,89.5,1,5,20.0,0,0.0,0.0,0.0,0,3,0,0,1
774,Anthony Gordon,6.0,153,189,81.0,2104,466,96,107,89.7,36,53,67.9,9,13,69.2,2,1.7,1.2,+0.3,8,6,7,2,15
775,Leon Goretzka,4.4,244,276,88.4,3894,921,123,134,91.8,100,107,93.5,14,21,66.7,0,0.1,0.4,-0.1,2,30,5,0,25
776,Andoni Gorosabel,7.4,281,345,81.4,4043,1655,181,198,91.4,74,98,75.5,19,29,65.5,0,0.4,0.6,-0.4,2,12,10,4,26
777,Robin Gosens,4.8,163,218,74.8,2908,1090,73,88,83.0,70,89,78.7,19,32,59.4,0,0.2,0.5,-0.2,3,20,5,4,19
778,Mario Gotze,4.7,179,238,75.2,3019,898,90,105,85.7,66,85,77.6,18,29,62.1,0,0.7,0.6,-0.7,11,21,9,1,26
780,Amine Gouiri,5.6,160,198,80.8,2279,560,86,103,83.5,59,69,85.5,4,6,66.7,0,0.6,0.9,-0.6,6,9,6,0,20
781,Jeffrey Gouweleeuw,2.5,124,155,80.0,2594,957,34,34,100.0,69,78,88.5,19,38,50.0,0,0.0,0.0,0.0,0,6,1,0,7
782,Pablo Gozalbez,1.1,16,32,50.0,197,61,8,15,53.3,6,9,66.7,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,0
783,Jonathan Gradit,6.5,330,381,86.6,6216,2472,115,133,86.5,182,193,94.3,26,44,59.1,0,0.1,0.2,-0.1,4,57,2,1,63
784,Samuel Grandsir,2.1,70,89,78.7,1037,241,36,39,92.3,27,31,87.1,4,11,36.4,0,0.2,0.2,-0.2,5,4,4,1,9
785,Alberto Grassi,3.5,135,160,84.4,2388,814,56,62,90.3,61,72,84.7,13,18,72.2,0,0.0,0.1,0.0,1,20,1,0,14
788,Jack Grealish,2.2,100,115,87.0,1404,171,58,60,96.7,32,37,86.5,5,8,62.5,1,0.5,0.5,+0.5,7,1,3,0,4
789,Mason Greenwood,1.9,51,72,70.8,1019,174,23,27,85.2,19,27,70.4,9,15,60.0,1,0.3,0.3,+0.7,4,1,2,2,1
790,Michael Gregoritsch,2.0,26,47,55.3,376,74,15,26,57.7,8,14,57.1,1,3,33.3,0,0.2,0.1,-0.2,3,0,2,0,4
791,Antoine Griezmann,6.4,220,283,77.7,3493,962,116,132,87.9,65,85,76.5,21,33,63.6,0,0.9,1.0,-0.9,9,26,5,0,28
792,Vincenzo Grifo,5.1,179,263,68.1,3183,1140,91,117,77.8,56,75,74.7,25,55,45.5,3,1.5,1.1,+1.5,17,18,6,3,22
793,Florian Grillitsch,4.6,199,235,84.7,3754,1352,75,85,88.2,102,116,87.9,19,26,73.1,0,0.1,0.3,-0.1,2,25,5,0,28
794,Alex Grimaldo,5.9,297,357,83.2,4145,1138,199,210,94.8,82,101,81.2,11,26,42.3,2,0.8,0.6,+1.2,8,19,8,1,23
795,Christian Gross,3.9,151,181,83.4,2693,952,52,63,82.5,92,104,88.5,5,8,62.5,0,0.1,0.1,-0.1,3,13,0,0,17
796,Pascal Gross,4.9,375,426,88.0,6076,1888,211,223,94.6,123,134,91.8,29,47,61.7,0,1.1,1.2,-1.1,16,39,13,3,50
797,Brajan Gruda,2.4,60,95,63.2,871,270,33,41,80.5,17,31,54.8,6,14,42.9,0,0.2,0.6,-0.2,5,7,6,1,11
799,Andres Guardado,2.0,117,132,88.6,2591,762,37,38,97.4,52,57,91.2,25,30,83.3,0,0.1,0.2,-0.1,3,23,1,0,22
801,Nemanja Gudelj,5.0,220,272,80.9,4094,1364,77,87,88.5,124,143,86.7,15,29,51.7,0,0.0,0.0,0.0,0,17,0,0,16
802,Gabriel Gudmundsson,1.2,41,59,69.5,662,161,21,27,77.8,15,21,71.4,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,3
803,Marc Guehi,6.0,299,334,89.5,6303,2354,89,94,94.7,166,174,95.4,43,60,71.7,0,0.0,0.2,0.0,1,31,2,0,15
804,Matteo Guendouzi,2.0,58,69,84.1,863,162,40,42,95.2,13,15,86.7,3,6,50.0,0,0.0,0.1,0.0,0,5,2,0,4
806,Matteo Guendouzi,0.2,9,12,75.0,127,53,5,5,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
807,Javier Guerra,6.4,152,217,70.0,2426,595,74,98,75.5,61,77,79.2,12,29,41.4,1,0.5,0.6,+0.5,4,13,2,0,18
808,Raphael Guerreiro,0.5,13,21,61.9,124,29,10,12,83.3,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1
809,Axel Guessand,0.5,21,27,77.8,471,141,5,7,71.4,14,16,87.5,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,1
811,Ander Guevara,7.8,297,400,74.3,4948,1719,150,179,83.8,111,152,73.0,28,48,58.3,0,0.3,0.5,-0.3,7,37,4,1,50
812,Morgan Guilavogui,2.1,50,68,73.5,833,218,21,30,70.0,21,28,75.0,5,5,100.0,0,0.5,0.2,-0.5,5,5,3,0,10
813,Frederic Guilbert,4.3,120,178,67.4,2205,622,50,61,82.0,51,74,68.9,16,37,43.2,0,0.1,0.2,-0.1,2,11,3,2,13
814,Hugo Guillamon,0.6,27,37,73.0,461,208,12,14,85.7,14,17,82.4,1,4,25.0,0,0.2,0.1,-0.2,2,4,0,0,8
815,Bruno Guimaraes,6.8,358,420,85.2,6068,1402,175,195,89.7,148,165,89.7,29,45,64.4,1,1.1,0.9,-0.1,13,27,10,1,47
816,Serhou Guirassy,5.8,134,172,77.9,1597,236,84,95,88.4,35,45,77.8,1,2,50.0,1,2.0,1.2,-1.0,15,8,3,0,10
817,Manuel Gulde,1.1,57,64,89.1,1026,333,18,20,90.0,35,36,97.2,2,6,33.3,0,0.0,0.0,0.0,0,4,0,0,2
818,Gerard Gumbau,7.1,224,330,67.9,4445,1707,95,114,83.3,84,104,80.8,42,92,45.7,1,0.8,1.0,+0.2,11,30,6,1,31
819,Robert Gumny,0.2,7,11,63.6,149,98,3,3,100.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,1,1,0,0,0
820,Ilkay Gundogan,7.1,378,452,83.6,5602,1358,218,238,91.6,123,139,88.5,21,51,41.2,2,1.9,2.1,+0.1,17,25,10,3,29
821,Christian Gunter,1.0,34,42,81.0,559,162,16,17,94.1,15,18,83.3,3,5,60.0,0,0.6,0.4,-0.6,2,1,2,1,3
822,Jon Guridi,5.8,164,204,80.4,2753,799,79,93,84.9,66,77,85.7,13,21,61.9,2,0.7,0.6,+1.3,7,17,5,1,34
823,Gorka Guruzeta,5.7,87,139,62.6,1268,220,45,63,71.4,32,50,64.0,4,10,40.0,0,0.3,0.2,-0.3,5,8,3,0,11
824,Malo Gusto,4.6,323,376,85.9,4410,1191,202,221,91.4,104,122,85.2,9,15,60.0,2,0.6,0.4,+1.4,3,13,5,1,22
825,Miguel Gutierrez,7.0,276,320,86.3,4301,1238,153,163,93.9,100,114,87.7,17,26,65.4,1,1.9,1.4,-0.9,7,14,8,3,26
826,Albert Gudmundsson,6.9,153,207,73.9,2537,764,77,87,88.5,52,65,80.0,17,35,48.6,0,0.5,0.8,-0.5,12,10,7,4,18
827,Josko Gvardiol,4.1,295,333,88.6,4962,1257,131,141,92.9,138,153,90.2,20,28,71.4,0,0.6,0.4,-0.6,4,40,2,0,24
828,Emmanuel Gyasi,1.8,24,32,75.0,282,51,18,22,81.8,4,6,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,2
829,Norbert Gyomber,6.5,205,241,85.1,3646,1385,77,86,89.5,109,121,90.1,15,26,57.7,0,0.0,0.0,0.0,1,9,0,0,13
830,Erling Haaland,6.9,53,79,67.1,609,98,33,43,76.7,11,14,78.6,2,3,66.7,1,1.2,0.3,-0.2,8,0,4,0,4
832,Nicolas Haas,1.0,46,51,90.2,865,312,20,21,95.2,21,21,100.0,5,6,83.3,0,0.0,0.0,0.0,0,7,1,0,6
833,Janik Haberer,2.0,53,69,76.8,892,109,23,30,76.7,23,29,79.3,4,5,80.0,0,0.1,0.3,-0.1,3,2,1,1,4
834,Robin Hack,0.9,39,47,83.0,571,147,25,26,96.2,11,12,91.7,3,5,60.0,0,0.0,0.1,0.0,0,5,2,1,2
836,Munir El Haddadi,6.5,139,173,80.3,2002,386,76,86,88.4,51,61,83.6,6,13,46.2,0,0.6,0.5,-0.6,5,10,5,0,19
837,Jaouen Hadjam,0.5,18,24,75.0,302,98,10,11,90.9,5,8,62.5,2,3,66.7,0,0.0,0.0,0.0,0,1,1,1,1
838,Ianis Hagi,2.4,42,69,60.9,788,246,23,29,79.3,9,16,56.3,9,20,45.0,0,0.2,0.2,-0.2,4,4,4,1,6
839,Massadio Haidara,1.2,40,47,85.1,662,183,17,20,85.0,18,20,90.0,3,3,100.0,0,0.0,0.1,0.0,0,0,2,1,5
840,Oualid El Hajjam,0.1,15,19,78.9,226,36,7,7,100.0,4,5,80.0,2,5,40.0,0,0.3,0.1,-0.3,2,1,1,1,0
841,Achraf Hakimi,6.9,623,690,90.3,9126,2802,354,377,93.9,227,243,93.4,22,33,66.7,1,1.7,1.3,-0.7,15,63,18,4,82
843,Sebastien Haller,3.3,50,83,60.2,685,155,33,50,66.0,13,21,61.9,1,1,100.0,0,0.5,0.8,-0.5,3,5,0,0,7
844,Gustavo Hamer,5.5,146,210,69.5,2234,867,77,94,81.9,49,63,77.8,11,33,33.3,0,0.7,0.7,-0.7,11,19,8,2,20
845,Andreas Hanche-Olsen,0.7,18,26,69.2,351,98,4,6,66.7,13,15,86.7,1,5,20.0,0,0.0,0.0,0.0,0,0,0,0,0
846,Ridgeciano Haps,0.9,16,20,80.0,254,36,12,13,92.3,1,3,33.3,3,3,100.0,0,0.0,0.0,0.0,0,0,0,0,1
847,Genki Haraguchi,0.2,10,13,76.9,151,53,6,7,85.7,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,3
848,Amine Harit,2.1,75,102,73.5,1281,338,34,42,81.0,27,37,73.0,10,14,71.4,1,0.2,0.3,+0.8,5,6,4,1,16
849,Luke Harris,0.8,11,14,78.6,172,14,5,8,62.5,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1
850,Jack Harrison,0.5,10,16,62.5,196,81,6,6,100.0,1,5,20.0,3,4,75.0,0,0.2,0.1,-0.2,2,0,3,2,1
851,Abdou Harroui,2.8,78,90,86.7,1088,239,46,49,93.9,22,27,81.5,4,5,80.0,0,0.1,0.1,-0.1,3,5,2,0,8
852,Makoto Hasebe,0.3,19,20,95.0,433,224,6,6,100.0,10,10,100.0,3,4,75.0,0,0.0,0.2,0.0,0,1,1,0,1
854,Pantelis Hatzidiakos,3.4,105,130,80.8,1919,708,41,42,97.6,52,63,82.5,11,21,52.4,0,0.0,0.0,0.0,1,8,0,0,10
855,Kai Havertz,5.0,149,174,85.6,1979,429,101,113,89.4,39,46,84.8,4,5,80.0,0,0.6,0.7,-0.6,6,15,6,0,21
856,Thorgan Hazard,0.1,7,9,77.8,113,45,4,6,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2
858,Jan Paul van Hecke,3.0,253,263,96.2,4463,1696,96,100,96.0,140,140,100.0,13,17,76.5,0,0.0,0.0,0.0,0,3,0,0,11
859,Hwang Hee-chan,3.7,88,106,83.0,1199,205,56,62,90.3,27,33,81.8,3,3,100.0,0,0.4,0.9,-0.4,1,0,1,1,10
860,Silvan Hefti,1.1,20,33,60.6,282,107,13,18,72.2,5,8,62.5,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1
861,Dominique Heintz,0.2,12,16,75.0,188,44,5,6,83.3,7,8,87.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
862,Liam Henderson,0.1,2,5,40.0,40,0,1,2,50.0,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0
863,Benjamin Henrichs,5.9,253,335,75.5,4137,1544,123,140,87.9,111,140,79.3,16,39,41.0,1,0.5,0.6,+0.5,4,26,7,1,22
864,Henrique,0.1,13,16,81.3,181,80,7,7,100.0,5,7,71.4,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1
865,Luiz Henrique,1.6,25,36,69.4,430,125,13,21,61.9,10,12,83.3,2,3,66.7,1,0.3,0.3,+0.7,3,2,4,3,4
866,Matheus Henrique,6.9,229,262,87.4,4262,1450,92,104,88.5,97,103,94.2,30,39,76.9,1,0.3,0.4,+0.7,8,26,3,0,22
867,Rico Henry,4.5,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,1.0,0.8,0.0,4,10,7,2,20
869,Christophe Herelle,3.5,110,124,88.7,2350,712,24,24,100.0,69,72,95.8,17,26,65.4,0,0.0,0.0,0.0,0,7,0,0,10
870,Mario Hermoso,6.7,331,390,84.9,5915,2086,170,180,94.4,123,141,87.2,36,62,58.1,0,0.0,0.1,0.0,3,32,3,1,29
871,Javi Hernandez,7.7,205,292,70.2,3554,1609,99,120,82.5,82,110,74.5,20,48,41.7,1,0.5,0.9,+0.5,11,20,4,3,21
872,Aridane Hernandez,6.8,209,254,82.3,4330,1551,74,85,87.1,103,112,92.0,32,51,62.7,0,0.0,0.1,0.0,1,8,0,0,7
873,Lucas Hernandez,5.4,500,557,89.8,8067,2331,222,240,92.5,249,264,94.3,21,40,52.5,1,0.8,0.8,+0.2,6,59,3,1,41
874,Luis Hernandez,6.0,186,259,71.8,3854,1942,57,67,85.1,99,123,80.5,29,66,43.9,0,0.3,0.4,-0.3,5,17,1,0,24
875,Theo Hernandez,5.9,353,414,85.3,5299,1377,188,204,92.2,134,143,93.7,17,33,51.5,0,0.5,0.6,-0.5,8,22,9,2,28
876,Jorge Herrando,2.0,55,75,73.3,999,392,25,28,89.3,24,29,82.8,6,17,35.3,0,0.0,0.0,0.0,0,3,0,0,2
877,Ander Herrera,2.4,121,144,84.0,1940,519,60,64,93.8,47,54,87.0,8,15,53.3,0,0.0,0.1,0.0,1,18,2,0,14
879,Sergio Herrera,4.9,99,175,56.6,3965,3496,13,13,100.0,28,28,100.0,57,133,42.9,0,0.0,0.0,0.0,0,5,0,0,0
880,Yangel Herrera,6.1,198,222,89.2,2759,647,120,123,97.6,56,66,84.8,12,20,60.0,0,0.5,0.4,-0.5,3,20,3,1,19
881,Son Heung-min,6.1,151,186,81.2,1999,463,93,107,86.9,46,54,85.2,4,7,57.1,0,1.3,1.3,-1.3,11,7,10,0,28
882,Aaron Hickey,6.0,206,233,88.4,3240,792,111,115,96.5,82,94,87.2,10,14,71.4,0,0.1,0.1,-0.1,1,10,2,0,19
884,Isak Hien,3.9,109,129,84.5,2334,876,28,35,80.0,67,72,93.1,13,21,61.9,0,0.0,0.0,0.0,0,7,0,0,8
885,James Hill,0.2,10,11,90.9,215,81,4,4,100.0,3,4,75.0,2,2,100.0,0,0.0,0.0,0.0,0,4,0,0,3
886,Piero Hincapie,0.1,16,16,100.0,202,57,8,8,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
888,Adam Hlozek,0.5,15,22,68.2,225,32,7,7,100.0,3,8,37.5,2,2,100.0,0,0.1,0.1,-0.1,2,0,0,0,2
889,Nicolas Hofler,2.9,139,154,90.3,2347,679,61,68,89.7,63,67,94.0,8,9,88.9,0,0.0,0.1,0.0,0,17,1,0,16
890,Jonas Hofmann,5.8,291,354,82.2,4142,899,183,197,92.9,73,87,83.9,18,38,47.4,2,1.5,1.5,+0.5,12,12,10,2,20
891,Philipp Hofmann,4.2,65,106,61.3,773,104,42,62,67.7,11,28,39.3,3,3,100.0,1,0.7,0.5,+0.3,6,3,3,0,9
892,Lucas Holer,5.7,113,177,63.8,1474,308,69,104,66.3,27,40,67.5,4,5,80.0,0,0.8,0.6,-0.8,9,9,2,0,10
893,Fabian Holland,5.6,206,261,78.9,4023,1218,76,88,86.4,98,112,87.5,32,55,58.2,1,0.7,0.4,+0.3,3,26,2,2,30
894,Benedict Hollerbach,0.8,10,20,50.0,115,24,7,9,77.8,2,4,50.0,0,1,0.0,0,0.1,0.0,-0.1,1,2,0,0,1
895,Emil Holm,1.0,32,46,69.6,450,216,21,27,77.8,9,15,60.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,3
896,Martin Hongla,5.4,145,181,80.1,2772,676,50,63,79.4,74,82,90.2,18,32,56.3,0,0.0,0.0,0.0,0,15,0,0,21
897,Franck Honorat,4.7,144,223,64.6,2611,1161,72,87,82.8,48,71,67.6,21,54,38.9,1,2.1,2.0,-1.1,23,3,10,4,13
898,Mathias Honsak,2.7,56,73,76.7,950,185,26,29,89.7,22,25,88.0,6,8,75.0,0,0.1,0.1,-0.1,2,3,2,1,6
900,Fraser Hornby,1.5,21,35,60.0,271,36,17,23,73.9,3,5,60.0,1,1,100.0,0,0.3,0.2,-0.3,3,0,1,0,1
901,Lukas Hradecky,6.0,133,160,83.1,3334,2500,34,34,100.0,54,55,98.2,43,68,63.2,0,0.0,0.0,0.0,0,3,0,0,0
902,Timo Hubers,6.0,247,312,79.2,4630,1775,78,90,86.7,148,164,90.2,16,47,34.0,0,0.2,0.0,-0.2,1,11,0,0,17
903,Callum Hudson-Odoi,1.8,53,70,75.7,898,214,31,34,91.2,13,19,68.4,8,13,61.5,0,0.2,0.3,-0.2,4,5,3,0,7
904,Will Hughes,3.0,116,128,90.6,1487,406,73,78,93.6,37,39,94.9,1,3,33.3,0,0.1,0.1,-0.1,2,10,2,0,10
905,Mats Hummels,4.5,349,391,89.3,7474,2663,93,100,93.0,207,226,91.6,49,59,83.1,0,0.0,0.3,0.0,1,31,0,0,27
906,Denis Huseinbasic,2.5,62,67,92.5,916,146,34,34,100.0,24,25,96.0,2,3,66.7,1,0.1,0.0,+0.9,2,4,0,0,7
907,Elseid Hysaj,3.1,160,190,84.2,2449,1056,89,100,89.0,54,63,85.7,9,14,64.3,0,0.0,0.0,0.0,1,11,0,0,13
908,Pierre Hojbjerg,0.9,107,119,89.9,1904,657,53,59,89.8,38,40,95.0,14,16,87.5,0,0.0,0.3,0.0,0,14,1,0,10
910,Rasmus Hojlund,3.0,34,44,77.3,343,85,18,23,78.3,6,8,75.0,1,1,100.0,0,0.1,0.1,-0.1,3,1,1,0,4
911,Iago,2.1,57,75,76.0,995,358,32,36,88.9,19,25,76.0,6,11,54.5,0,0.0,0.1,0.0,0,3,3,2,7
912,Pablo Ibanez,3.0,64,94,68.1,1133,359,24,38,63.2,31,38,81.6,6,11,54.5,0,0.2,0.4,-0.2,3,7,4,0,22
914,Iglesias,4.0,67,128,52.3,1455,695,32,38,84.2,19,42,45.2,15,39,38.5,0,0.3,0.3,-0.3,5,5,5,2,7
915,Borja Iglesias,1.9,39,50,78.0,548,79,26,32,81.3,10,11,90.9,3,4,75.0,0,0.3,0.1,-0.3,5,1,3,0,5
916,Jonathan Ikone,0.6,22,26,84.6,377,103,9,10,90.0,11,12,91.7,1,2,50.0,0,0.0,0.1,0.0,0,3,1,0,4
918,Ivan Ilic,3.6,173,219,79.0,2975,920,76,85,89.4,76,90,84.4,15,28,53.6,2,0.8,0.7,+1.2,6,19,4,0,21
919,Samuel Iling-Junior,1.0,33,44,75.0,426,88,24,25,96.0,7,11,63.6,1,4,25.0,1,0.0,0.1,+1.0,1,1,1,1,2
920,Imanol,1.9,88,106,83.0,1411,371,46,49,93.9,37,42,88.1,4,9,44.4,0,0.0,0.1,0.0,0,8,2,2,4
921,Ciro Immobile,5.7,114,153,74.5,1436,242,68,88,77.3,33,43,76.7,3,5,60.0,0,0.8,0.4,-0.8,5,4,4,0,13
922,Gino Infantino,0.8,33,40,82.5,529,114,20,22,90.9,10,12,83.3,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,6
923,Danny Ings,0.4,9,16,56.3,108,19,5,7,71.4,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,1
925,Alexander Isak,4.3,51,65,78.5,709,157,31,35,88.6,16,20,80.0,2,4,50.0,0,0.1,0.1,-0.1,3,4,4,0,8
926,Gustav Isaksen,1.5,30,46,65.2,419,51,19,24,79.2,10,13,76.9,1,4,25.0,0,0.3,0.3,-0.3,1,0,0,0,0
927,Isco,6.8,350,417,83.9,5508,1705,190,208,91.3,107,117,91.5,34,57,59.6,1,2.2,2.2,-1.2,25,32,18,2,61
928,Thomas Isherwood,0.8,12,18,66.7,244,103,3,3,100.0,8,8,100.0,1,6,16.7,0,0.0,0.0,0.0,0,0,0,0,0
929,Ismaily,5.9,263,309,85.1,3825,1025,160,179,89.4,91,106,85.8,9,15,60.0,1,0.2,0.7,+0.8,1,10,9,4,25
930,Ardian Ismajli,3.1,98,130,75.4,1863,745,32,38,84.2,60,65,92.3,6,22,27.3,0,0.0,0.0,0.0,1,4,0,0,5
931,Ko Itakura,5.8,214,246,87.0,3805,1403,77,81,95.1,120,133,90.2,13,25,52.0,0,0.0,0.0,0.0,0,9,0,0,8
932,Hiroki Ito,5.8,366,430,85.1,6070,2004,177,193,91.7,157,177,88.7,27,49,55.1,2,1.2,1.1,+0.8,7,25,7,3,27
933,Junya Ito,7.0,158,255,62.0,2691,1046,80,107,74.8,59,84,70.2,15,40,37.5,2,2.2,2.1,-0.2,7,16,13,4,31
934,Alex Iwobi,1.6,27,42,64.3,545,179,13,14,92.9,7,10,70.0,7,15,46.7,0,0.2,0.4,-0.2,4,1,3,1,4
936,Alex Iwobi,0.9,50,66,75.8,817,142,23,27,85.2,19,22,86.4,5,9,55.6,0,0.1,0.1,-0.1,2,5,0,0,8
937,Armando Izzo,4.5,301,332,90.7,5512,1588,116,122,95.1,157,168,93.5,26,38,68.4,0,0.1,0.3,-0.1,1,21,2,0,19
938,Nicolas Jackson,5.7,101,127,79.5,976,253,75,85,88.2,12,16,75.0,1,1,100.0,0,0.4,0.4,-0.4,5,7,4,0,10
939,Lee Jae-sung,4.9,107,148,72.3,1375,330,64,79,81.0,32,43,74.4,3,9,33.3,0,0.1,0.1,-0.1,3,13,0,0,13
940,Paul Jaeckel,0.3,20,21,95.2,397,146,7,7,100.0,8,8,100.0,4,5,80.0,0,0.0,0.0,0.0,0,0,0,0,2
941,Filip Jagiello,0.4,15,17,88.2,287,13,5,5,100.0,9,9,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2
942,Kristijan Jakic,1.7,72,89,80.9,1216,264,37,43,86.0,31,33,93.9,4,6,66.7,0,0.2,0.1,-0.2,1,4,0,0,8
943,Ismail Jakobs,1.0,44,72,61.1,687,295,22,26,84.6,20,30,66.7,1,11,9.1,0,0.1,0.0,-0.1,2,5,0,0,5
944,Ablie Jallow,0.8,23,32,71.9,476,121,8,11,72.7,10,11,90.9,4,8,50.0,0,0.1,0.1,-0.1,3,1,1,0,2
945,Reece James,0.8,55,68,80.9,960,302,24,26,92.3,26,33,78.8,4,5,80.0,0,0.3,0.4,-0.3,2,6,4,2,7
946,Vitaly Janelt,6.2,172,218,78.9,2761,714,101,110,91.8,48,63,76.2,17,30,56.7,1,0.5,0.6,+0.5,6,21,4,0,25
947,Jakub Jankto,1.7,28,43,65.1,396,95,16,16,100.0,9,17,52.9,1,5,20.0,0,0.0,0.1,0.0,1,2,1,0,4
949,Adnan Januzaj,0.3,1,3,33.3,12,0,1,1,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
950,Luis Javier Suarez,7.7,113,146,77.4,2013,343,49,62,79.0,50,58,86.2,11,14,78.6,0,0.4,0.5,-0.4,5,10,2,1,14
951,Danley Jean-Jacques,6.1,118,156,75.6,2031,441,54,65,83.1,46,56,82.1,14,23,60.9,0,0.2,0.1,-0.2,2,7,2,0,14
952,Jefferson,1.3,39,48,81.3,596,136,25,29,86.2,10,12,83.3,4,4,100.0,0,0.1,0.1,-0.1,2,6,2,0,8
953,Fredrik Jensen,0.6,7,15,46.7,162,79,2,6,33.3,1,2,50.0,3,5,60.0,0,0.3,0.5,-0.3,2,0,0,0,1
954,Mathias Jensen,6.0,228,319,71.5,4439,1647,93,111,83.8,89,113,78.8,38,73,52.1,1,1.2,1.6,-0.2,13,21,9,0,30
955,Moritz Jenz,2.0,83,89,93.3,1721,614,14,14,100.0,59,62,95.2,9,11,81.8,0,0.0,0.0,0.0,1,2,0,0,7
956,Gabriel Jesus,2.3,55,73,75.3,694,155,35,44,79.5,15,20,75.0,1,2,50.0,0,0.2,0.2,-0.2,4,4,4,0,8
957,Juan Jesus,4.0,299,319,93.7,5315,1777,114,117,97.4,163,169,96.4,18,28,64.3,0,0.0,0.1,0.0,2,4,0,0,12
958,Raul Jimenez,5.6,84,129,65.1,1094,162,57,73,78.1,18,32,56.3,4,10,40.0,0,0.7,0.3,-0.7,4,6,2,0,5
959,Joao Pedro,3.6,116,144,80.6,1465,257,81,89,91.0,27,36,75.0,3,6,50.0,1,1.1,1.2,-0.1,10,5,7,0,15
960,Joelinton,3.2,101,116,87.1,1298,336,65,72,90.3,28,29,96.6,2,3,66.7,0,0.3,0.2,-0.3,5,7,1,0,9
962,Ryan John Giles,3.0,69,116,59.5,1221,563,33,39,84.6,27,41,65.9,8,30,26.7,0,0.2,0.4,-0.2,4,4,6,5,9
963,Brennan Johnson,0.8,14,17,82.4,252,24,6,8,75.0,7,8,87.5,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0
964,Brennan Johnson,2.6,47,61,77.0,671,143,25,29,86.2,17,22,77.3,2,2,100.0,0,0.2,0.0,-0.2,1,2,0,0,1
