,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
459,Gonzalo Castro,Stuttgart,18.8,1091,40,240,636,227,11,1091,13,6,46.2,7,53.8,430,2132,1168,24,21,4,19,21,585,37
460,Jonny Castro,Wolves,30.8,1787,88,474,742,587,51,1787,60,30,50.0,30,50.0,765,4861,2734,85,55,12,40,40,943,161
461,Lucas Castro,Cagliari,10.0,612,9,71,331,218,21,612,19,7,36.8,12,63.2,316,1599,752,22,26,3,30,21,435,61
462,Danilo Cataldi,Lazio,6.4,441,11,87,220,139,9,441,7,6,85.7,1,14.3,217,1177,579,13,8,1,7,2,273,15
463,Catena,Rayo Vallecano,2.0,131,13,66,59,6,3,131,0,0,0.0,0,0.0,65,357,247,2,0,0,3,0,81,2
464,Craig Cathcart,Watford,34.4,1648,218,811,789,52,21,1648,3,2,66.7,1,33.3,845,3347,1674,6,4,0,9,4,870,2
465,Ivan Cavaleiro,Wolves,7.7,456,3,36,163,263,34,456,26,15,57.7,11,42.3,271,1883,879,42,18,9,26,19,349,101
466,Edinson Cavani,Paris S-G,18.6,523,20,72,156,301,114,518,21,12,57.1,9,42.9,280,1250,419,16,10,11,37,12,371,122
468,Santi Cazorla,Villarreal,29.4,2038,44,344,1065,658,39,2035,72,49,68.1,23,31.9,1233,6738,3044,69,50,11,48,53,1420,117
469,Dani Ceballos,Real Madrid,13.9,1206,13,141,675,409,29,1206,32,14,43.8,18,56.3,879,4653,2097,38,46,6,23,28,944,70
470,Federico Ceccherini,Fiorentina,11.0,691,47,254,396,48,9,691,8,6,75.0,2,25.0,414,2464,1498,7,11,1,7,2,437,2
471,Petr Cech,Arsenal,6.5,294,257,293,1,0,0,294,0,0,0.0,0,0.0,146,786,529,0,0,0,0,0,132,0
472,Zan Celar,Roma,0.1,2,0,0,2,0,0,2,1,1,100.0,0,0.0,1,5,0,0,0,0,0,0,2,0
473,Zeki Celik,Lille,33.0,2058,97,529,988,559,32,2058,27,16,59.3,11,40.7,942,4716,2709,58,61,8,31,19,1068,181
474,Luca Ceppitelli,Cagliari,22.8,1450,185,738,687,33,20,1450,5,3,60.0,2,40.0,730,3591,2318,10,3,0,4,3,887,1
475,Fabio Ceravolo,Parma,13.2,395,18,51,181,169,40,393,25,14,56.0,10,40.0,226,1414,481,20,11,7,42,34,286,89
476,Alberto Cerri,Cagliari,7.4,305,4,32,137,136,42,305,10,5,50.0,5,50.0,151,624,214,7,3,2,21,16,245,45
477,Bostjan Cesar,Chievo,12.0,517,86,347,164,10,7,517,1,1,100.0,0,0.0,239,936,349,0,1,1,4,1,287,0
478,Nacer Chadli,Monaco,7.7,411,10,61,185,172,10,411,16,8,50.0,8,50.0,232,1412,683,21,24,4,17,13,255,51
479,Fouad Chafik,Dijon,20.5,1184,85,355,535,303,8,1184,32,17,53.1,15,46.9,481,2908,1723,48,41,1,19,12,580,68
480,Nathaniel Chalobah,Watford,3.0,148,12,35,83,32,3,148,2,0,0.0,2,100.0,74,213,74,0,2,0,8,3,80,8
481,Calum Chambers,Fulham,28.8,1906,147,573,1128,218,38,1906,32,22,68.8,10,31.3,739,3352,1555,20,17,2,32,26,1124,28
482,Timothy Chandler,Eint Frankfurt,0.2,5,0,1,0,4,1,5,0,0,0.0,0,0.0,4,16,11,0,1,0,0,0,5,2
483,Kwon Chang-hoon,Dijon,10.4,476,5,50,169,260,22,476,34,18,52.9,16,47.1,248,1539,595,20,17,4,23,22,314,83
484,Charles,Eibar,19.3,741,16,38,296,412,114,734,6,1,16.7,5,83.3,363,1177,399,10,14,5,35,16,527,122
485,Xavier Chavalerin,Reims,36.0,1879,64,537,1038,326,15,1879,31,23,74.2,8,25.8,849,3943,1801,25,22,3,30,17,1075,49
486,Pablo Chavarria,Reims,21.9,635,19,54,253,338,102,635,25,10,40.0,15,60.0,335,1754,614,28,12,14,65,22,454,141
487,Chechu,Rayo Vallecano,1.0,58,4,27,31,0,0,58,2,2,100.0,0,0.0,41,235,165,1,0,0,0,0,44,0
488,Pape Cheikh Diop,Lyon,5.0,264,5,43,187,37,7,264,6,4,66.7,2,33.3,182,876,302,4,6,0,6,4,211,15
489,Chema,Levante,13.9,535,100,310,214,16,2,535,2,2,100.0,0,0.0,174,756,433,3,3,1,3,1,246,0
490,Denis Cheryshev,Valencia,19.0,946,22,169,370,423,74,946,38,19,50.0,19,50.0,515,3010,1591,55,28,16,44,17,621,178
491,Raman Chibsah,Frosinone,29.1,1245,54,295,743,249,33,1245,82,52,63.4,30,36.6,746,4412,2524,45,37,1,57,52,790,58
492,Leandro Chichizola,Getafe,1.0,28,16,28,0,0,0,28,0,0,0.0,0,0.0,12,74,60,0,0,0,0,0,6,0
494,Giorgio Chiellini,Juventus,22.1,1575,163,672,838,75,21,1575,5,4,80.0,1,20.0,900,4544,2640,21,13,1,9,9,1079,6
495,Federico Chiesa,Fiorentina,33.7,1537,6,109,512,950,218,1537,180,79,43.9,101,56.1,1031,8192,4509,158,89,80,109,66,1100,357
496,Ben Chilwell,Leicester City,36.0,2708,127,663,1200,872,53,2708,85,49,57.6,36,42.4,1475,9904,5468,146,113,26,71,46,1607,215
497,Vlad Chiriches,Napoli,1.6,143,9,47,96,1,1,143,2,2,100.0,0,0.0,114,623,382,1,0,0,2,0,110,0
498,Tahith Chong,Manchester Utd,0.4,23,1,2,6,15,4,23,1,1,100.0,0,0.0,18,129,64,2,2,1,1,1,19,7
499,Hamza Choudhury,Leicester City,6.6,328,28,92,185,56,2,328,6,2,33.3,4,66.7,175,679,333,3,5,1,7,2,174,12
500,Andreas Christensen,Chelsea,6.9,517,35,230,280,9,3,517,1,1,100.0,0,0.0,304,1759,1091,3,4,0,3,0,352,1
501,Cyrus Christie,Fulham,21.6,1490,98,411,671,427,26,1490,50,27,54.0,23,46.0,660,4828,2414,70,40,11,28,29,834,138
502,Samuel Chukwueze,Villarreal,19.0,765,9,109,277,400,114,765,95,52,54.7,43,45.3,532,4110,2428,102,39,57,45,32,567,170
503,Camillo Ciano,Frosinone,27.3,1325,21,131,553,663,38,1322,49,18,36.7,31,63.3,734,3678,1653,59,48,6,69,63,850,213
504,Amato Ciciretti,Parma,1.5,83,1,15,49,24,4,83,10,7,70.0,3,30.0,54,367,123,3,5,0,4,2,60,5
505,Luca Cigarini,Cagliari,18.7,1565,62,338,987,250,3,1565,10,10,100.0,0,0.0,731,2858,1696,24,25,2,11,14,953,7
506,Per Ciljan Skjelbred,Hertha BSC,11.1,677,17,99,487,101,7,677,10,9,90.0,1,10.0,414,2021,973,14,18,2,16,11,424,14
507,Jasper Cillessen,Barcelona,3.0,119,111,119,0,0,0,119,0,0,0.0,0,0.0,67,306,191,0,0,0,0,0,59,0
508,Laurent Ciman,Dijon,8.0,652,59,338,298,21,7,652,0,0,0.0,0,0.0,403,1770,948,1,0,0,0,2,465,0
509,Daniel Ciofani,Frosinone,18.0,500,11,25,262,216,81,498,4,2,50.0,2,50.0,220,646,197,8,8,4,35,15,371,92
510,Thiago Cionek,SPAL,28.2,1988,178,926,875,206,23,1988,12,4,33.3,8,66.7,1065,5883,3751,57,40,3,21,13,1156,28
511,Ibrahima Cisse,Fulham,1.0,45,6,16,27,2,0,45,2,1,50.0,1,50.0,17,93,26,0,0,0,1,0,23,0
512,Till Cissokho,Bordeaux,0.9,42,4,26,15,1,1,42,1,1,100.0,0,0.0,21,111,71,1,0,0,0,0,29,0
513,Ciaran Clark,Newcastle Utd,9.5,426,56,222,174,32,13,426,0,0,0.0,0,0.0,146,628,276,1,4,1,2,2,202,2
514,Tom Cleverley,Watford,5.3,290,14,65,162,63,7,290,3,1,33.3,2,66.7,144,513,249,6,6,1,5,4,160,6
515,Nathaniel Clyne,Bournemouth,12.7,719,35,225,300,198,16,719,9,4,44.4,5,55.6,355,1488,724,14,12,1,8,10,359,32
516,Nathaniel Clyne,Liverpool,1.2,103,0,15,59,29,3,103,0,0,0.0,0,0.0,56,218,119,2,3,0,1,1,56,3
517,Conor Coady,Wolves,38.0,1947,269,1092,862,2,0,1947,3,3,100.0,0,0.0,1149,6124,3618,11,6,2,6,4,1267,0
518,Marcus Coco,Guingamp,20.4,884,13,120,368,412,67,884,45,21,46.7,24,53.3,483,3598,1545,63,37,13,71,48,591,186
520,Coke,Levante,20.2,1161,86,404,481,286,37,1161,30,12,40.0,18,60.0,515,2910,1475,28,21,7,25,13,639,86
521,Joel Coleman,Huddersfield,1.0,38,33,38,0,0,0,38,0,0,0.0,0,0.0,17,96,67,0,0,0,0,0,16,0
522,Seamus Coleman,Everton,28.4,1920,94,540,848,555,52,1920,44,21,47.7,23,52.3,959,4653,2309,71,48,14,43,23,1015,190
523,Alex Collado,Barcelona,0.9,42,1,5,22,16,4,42,1,0,0.0,1,100.0,31,161,53,3,1,1,1,0,33,2
524,Omar Colley,Sampdoria,19.6,1308,176,660,628,32,18,1308,5,5,100.0,0,0.0,766,3786,2033,4,5,1,5,4,837,3
525,Racine Coly,Nice,5.6,377,19,102,207,76,11,377,14,6,42.9,8,57.1,174,1118,596,13,8,2,10,8,219,27
526,Kingsley Coman,Bayern Munich,15.3,874,2,56,300,529,87,874,91,60,65.9,31,34.1,661,5079,2642,99,51,32,49,34,729,244
527,Santi Comesana,Rayo Vallecano,22.6,1300,73,401,780,129,12,1300,37,26,70.3,11,29.7,751,3516,1652,13,11,0,17,29,841,13
528,Daniel Congre,Montpellier,36.6,1878,110,803,987,99,18,1878,7,3,42.9,4,57.1,849,4497,2980,22,8,0,17,9,1118,20
529,Andrea Consigli,Sassuolo,35.7,1280,1080,1274,6,0,0,1280,0,0,0.0,0,0.0,621,3411,2194,0,0,0,2,0,476,0
530,Andrea Conti,Milan,5.6,417,16,89,217,116,8,417,7,5,71.4,2,28.6,248,1390,864,19,14,0,2,0,274,38
531,Lewis Cook,Bournemouth,8.0,480,16,105,291,91,5,480,16,10,62.5,6,37.5,328,1370,675,11,9,3,12,9,317,8
532,Steve Cook,Bournemouth,31.0,1985,242,984,865,148,33,1985,7,5,71.4,2,28.6,1068,5606,3433,25,19,2,5,0,1089,10
533,Duje Cop,Valladolid,7.6,252,6,24,96,135,40,252,7,1,14.3,6,85.7,131,628,294,16,8,7,16,6,187,57
534,Francis Coquelin,Valencia,19.6,1169,48,301,714,172,14,1169,33,27,81.8,6,18.2,623,2614,1230,18,13,1,16,26,773,19
535,Gabriele Corbo,Bologna,0.1,5,0,3,2,0,0,5,0,0,0.0,0,0.0,5,13,9,0,0,0,0,0,5,0
536,Inigo Cordoba,Athletic Club,14.7,679,14,116,255,323,35,679,63,32,50.8,31,49.2,410,2490,1100,41,30,10,45,29,455,116
537,Sergio Cordova,Augsburg,5.9,209,5,21,107,85,20,209,16,10,62.5,6,37.5,122,747,287,8,7,0,25,19,136,27
538,Benjamin Corgnet,Strasbourg,7.5,370,9,51,168,154,25,370,14,8,57.1,6,42.9,202,696,300,9,6,1,12,11,272,45
539,Ante Coric,Roma,0.3,15,0,0,7,8,0,15,0,0,0.0,0,0.0,10,63,37,1,1,0,0,0,11,1
540,Jack Cork,Burnley,36.8,1686,96,321,1110,276,35,1686,38,28,73.7,10,26.3,778,3551,1282,21,25,1,45,36,981,56
541,Andreas Cornelius,Bordeaux,8.8,342,20,36,155,154,42,342,8,5,62.5,3,37.5,178,709,214,6,7,2,29,20,266,58
542,Maxwel Cornet,Lyon,14.2,657,11,56,228,379,79,657,52,23,44.2,29,55.8,408,2782,1363,62,29,27,38,28,493,198
543,Quentin Cornette,Amiens,2.3,104,3,22,49,35,9,104,5,3,60.0,2,40.0,58,413,247,9,6,2,8,7,66,11
544,Angel Correa,Atlético Madrid,21.3,1051,25,146,437,493,100,1051,101,63,62.4,38,37.6,690,4190,2077,71,55,26,64,61,760,151
546,Joaquin Correa,Lazio,21.4,1178,14,66,472,660,129,1178,123,70,56.9,53,43.1,806,5955,3237,128,81,53,57,26,973,198
547,Danny da Costa,Eint Frankfurt,33.7,1736,98,377,771,610,57,1736,70,27,38.6,43,61.4,674,4347,2124,76,54,15,44,23,815,185
548,Diego Costa,Atlético Madrid,12.4,422,8,25,185,215,47,422,21,10,47.6,11,52.4,280,1379,419,18,10,12,40,26,362,93
549,Douglas Costa,Juventus,6.9,438,1,37,173,240,24,438,47,30,63.8,17,36.2,335,2951,1532,47,38,13,17,13,364,83
550,Filippo Costa,SPAL,6.3,332,31,113,129,94,2,332,9,7,77.8,2,22.2,136,775,416,16,9,0,9,4,148,18
551,Helder Costa,Wolves,14.9,680,6,56,268,374,32,680,61,24,39.3,37,60.7,486,3775,1719,67,47,18,48,42,530,127
552,Jaume Costa,Villarreal,16.6,1124,60,314,530,291,20,1124,14,10,71.4,4,28.6,566,2661,1635,38,28,2,8,4,681,94
553,Nuno da Costa,Strasbourg,22.8,813,9,59,375,386,89,812,70,33,47.1,37,52.9,514,2475,918,32,31,21,81,57,595,180
554,David Costas,Celta Vigo,13.0,818,87,428,358,32,6,818,3,1,33.3,2,66.7,475,2248,1136,5,7,1,3,5,552,2
555,Benoit Costil,Bordeaux,37.0,1253,1076,1244,11,0,0,1253,1,1,100.0,0,0.0,541,2691,1733,0,1,1,1,0,473,0
556,Kalifa Coulibaly,Nantes,19.5,694,20,36,313,355,111,693,34,19,55.9,15,44.1,341,1776,774,32,19,17,75,25,546,132
557,Senou Coulibaly,Dijon,4.6,251,22,108,134,11,4,251,1,1,100.0,0,0.0,133,796,371,1,3,0,6,1,147,0
558,Thibaut Courtois,Real Madrid,27.0,897,809,895,1,1,1,897,1,1,100.0,0,0.0,469,2590,1419,0,0,0,0,0,397,0
559,Philippe Coutinho,Barcelona,22.4,1719,8,105,743,887,103,1719,90,51,56.7,39,43.3,1227,7370,3465,101,92,36,42,46,1431,229
560,Nicolas Cozza,Montpellier,10.9,601,41,268,286,55,3,601,14,8,57.1,6,42.9,306,1841,1054,12,9,1,19,8,346,14
561,Alessio Cragno,Cagliari,38.0,1388,1202,1386,2,0,0,1388,0,0,0.0,0,0.0,593,3988,3052,0,1,1,2,0,456,0
562,Aaron Cresswell,West Ham,17.7,1279,71,309,642,335,29,1279,13,6,46.2,7,53.8,563,2544,1349,35,25,6,13,6,707,103
563,Domenico Criscito,Genoa,34.1,2198,182,691,987,560,19,2197,31,20,64.5,11,35.5,988,5343,3416,72,71,4,18,10,1122,67
564,Lorenzo Crisetig,Frosinone,5.6,254,14,71,167,18,2,254,1,1,100.0,0,0.0,134,599,367,7,4,1,4,1,163,0
565,Bryan Cristante,Roma,26.9,1630,61,305,937,408,41,1630,45,31,68.9,14,31.1,822,4774,2309,39,46,2,28,34,1120,47
566,Sebastian Cristoforo,Getafe,5.0,219,6,47,111,63,2,219,10,3,30.0,7,70.0,100,503,207,4,7,1,4,7,113,11
567,Enzo Crivelli,Caen,25.1,778,34,59,465,259,57,778,30,12,40.0,18,60.0,409,1898,536,17,14,4,76,41,604,123
568,Peter Crouch,Burnley,1.0,42,2,3,12,27,18,42,0,0,0.0,0,0.0,10,11,4,0,0,0,3,0,34,12
569,Alessio da Cruz,Parma,1.6,37,0,4,23,13,2,37,3,2,66.7,1,33.3,29,217,93,1,1,1,5,6,30,5
570,Juan Cuadrado,Juventus,13.6,962,14,123,448,398,44,962,32,19,59.4,13,40.6,671,3607,2231,55,47,20,22,15,745,109
572,Cucho,Huesca,23.9,934,19,76,398,478,119,932,75,37,49.3,38,50.7,581,3854,1643,63,48,28,68,49,671,166
573,Marc Cucurella,Eibar,26.2,1258,24,169,484,624,78,1258,40,17,42.5,23,57.5,612,2979,1405,40,33,10,49,25,743,200
574,Ivan Cuellar,Leganés,33.9,1135,872,1121,14,0,0,1135,0,0,0.0,0,0.0,517,4618,2963,0,0,0,1,0,373,0
575,Mickael Cuisance,M'Gladbach,3.1,212,4,29,104,81,9,212,15,12,80.0,3,20.0,118,673,349,8,9,4,15,10,146,19
576,Matheus Cunha,RB Leipzig,9.5,372,10,35,148,194,48,372,24,15,62.5,9,37.5,204,1110,540,21,14,10,28,23,267,75
577,Greg Cunningham,Cardiff City,7.0,291,23,94,137,61,5,291,1,0,0.0,1,100.0,93,445,223,4,4,0,6,1,115,9
578,Patrick Cutrone,Milan,16.2,524,18,47,215,268,73,524,16,5,31.3,11,68.8,355,1835,676,26,11,11,61,26,388,142
579,Wylan Cyprien,Nice,26.2,2225,45,381,1411,447,16,2223,30,19,63.3,11,36.7,1092,4539,2425,29,18,3,31,24,1662,44
580,Marco D'Alessandro,Udinese,16.6,892,38,238,429,247,35,892,50,32,64.0,19,38.0,458,3536,2170,74,41,16,32,15,467,78
581,Danilo D'Ambrosio,Inter,28.7,2183,71,562,1168,463,53,2183,32,13,40.6,19,59.4,1215,4992,2634,57,49,3,26,18,1499,148
582,Damien Da Silva,Rennes,31.9,1757,186,919,795,54,25,1757,10,8,80.0,2,20.0,974,5637,3407,21,16,3,8,4,1073,5
583,Kouadio-Yves Dabila,Lille,8.7,468,61,281,188,3,3,468,1,1,100.0,0,0.0,258,1190,536,1,0,0,2,1,282,0
584,Abdoulaye Dabo,Nantes,1.3,45,0,4,19,23,3,45,7,1,14.3,6,85.7,27,136,26,2,2,1,3,2,32,5
585,Bryan Dabo,Fiorentina,9.2,542,27,95,329,126,14,542,19,6,31.6,13,68.4,286,1807,987,28,17,1,15,7,339,36
586,Christoph Daferner,Freiburg,0.3,6,0,1,5,0,0,6,0,0,0.0,0,0.0,1,3,0,0,0,0,0,0,2,0
587,Colin Dagba,Paris S-G,10.2,732,25,173,353,208,28,732,16,10,62.5,6,37.5,429,1834,952,22,20,5,8,10,533,80
588,Mahmoud Dahoud,Dortmund,7.7,533,14,90,340,110,10,533,8,7,87.5,1,12.5,370,1909,902,20,20,2,12,11,395,15
589,Leon Dajaku,Stuttgart,0.3,12,0,3,6,3,2,12,1,0,0.0,1,100.0,8,29,11,0,0,0,2,1,9,0
590,Felipe dal Belo,SPAL,26.2,1494,144,684,735,84,23,1494,6,6,100.0,0,0.0,823,3446,2264,15,13,0,7,2,982,6
591,Nicola Dalmonte,Genoa,0.5,31,0,2,9,21,4,31,0,0,0.0,0,0.0,15,149,64,2,0,0,1,2,19,4
592,Diogo Dalot,Manchester Utd,11.3,700,39,165,316,221,20,700,16,11,68.8,5,31.3,309,1733,1027,42,26,13,10,4,384,82
593,Matty Daly,Huddersfield,0.8,15,2,3,7,5,1,15,1,0,0.0,1,100.0,10,50,17,1,3,0,1,0,11,2
594,Vitalie Damascan,Torino,0.0,5,0,0,4,1,0,5,1,1,100.0,0,0.0,3,10,1,0,0,0,0,0,4,0
595,Loic Damour,Cardiff City,0.3,15,0,0,9,6,0,15,0,0,0.0,0,0.0,7,46,3,0,0,0,1,0,12,0
596,Charlie Daniels,Bournemouth,17.6,1200,64,400,504,305,31,1200,21,12,57.1,9,42.9,660,3048,1750,40,32,5,12,8,680,82
598,Danilo,Manchester City,9.0,979,16,141,564,281,8,979,13,8,61.5,5,38.5,566,2155,1168,20,31,2,8,5,670,33
599,Scott Dann,Crystal Palace,7.4,354,64,188,155,11,9,354,3,3,100.0,0,0.0,131,677,510,3,0,0,1,1,161,0
600,Kevin Danso,Augsburg,13.9,798,102,431,334,38,15,798,5,2,40.0,3,60.0,384,2269,1226,6,0,0,4,5,433,2
601,Dante,Nice,35.8,2780,301,1581,1163,43,25,2780,5,4,80.0,1,20.0,1485,6386,3588,10,5,1,9,5,2015,2
602,Palko Dardai,Hertha BSC,1.3,58,1,9,28,21,6,58,0,0,0.0,0,0.0,39,181,50,3,1,1,6,4,45,12
603,Sergi Darder,Espanyol,30.1,1595,37,276,873,478,44,1595,55,33,60.0,22,40.0,990,5904,2829,53,42,10,45,23,1123,96
604,Vladimir Darida,Hertha BSC,4.2,287,7,47,190,55,9,287,7,4,57.1,3,42.9,166,876,392,7,6,2,8,4,196,12
605,Matteo Darmian,Manchester Utd,4.9,269,31,92,115,62,0,269,3,1,33.3,2,66.7,117,496,299,7,7,0,3,2,151,18
606,Alphonso Davies,Bayern Munich,0.9,50,1,11,26,14,3,50,7,3,42.9,4,57.1,33,287,97,1,2,0,1,2,34,7
607,Ben Davies,Tottenham,20.5,1564,78,422,785,363,29,1564,16,4,25.0,12,75.0,864,3809,2242,44,45,2,19,10,943,117
608,Tom Davies,Everton,10.9,646,11,99,394,157,12,646,17,13,76.5,4,23.5,395,1727,781,11,13,5,27,8,419,20
609,Steven Davis,Southampton,1.1,81,3,16,57,8,1,81,0,0,0.0,0,0.0,45,227,90,1,1,0,1,0,52,1
610,Kevin De Bruyne,Manchester City,10.8,963,7,62,421,490,41,963,27,19,70.4,8,29.6,652,3319,2002,50,41,9,23,13,727,88
611,Sebastien De Maio,Udinese,13.0,614,109,330,245,44,17,614,6,4,66.7,2,33.3,244,1316,680,9,7,0,5,1,289,3
612,Sebastien De Maio,Bologna,5.5,292,34,147,136,11,2,292,1,0,0.0,1,100.0,157,882,611,10,3,0,0,0,183,1
613,Rodrigo De Paul,Udinese,35.4,2294,19,293,1211,844,51,2288,139,81,58.3,58,41.7,1569,12097,6533,186,144,21,87,65,1617,132
614,Daniele De Rossi,Roma,14.1,1039,52,255,664,127,9,1039,3,2,66.7,1,33.3,526,2499,1414,16,19,0,4,1,766,9
615,Mattia De Sciglio,Juventus,19.4,1361,71,393,694,288,16,1361,12,7,58.3,5,41.7,717,3327,1909,40,30,3,13,10,865,91
616,Lorenzo De Silvestri,Torino,26.8,1507,75,284,727,510,67,1507,15,5,33.3,10,66.7,599,3217,1585,59,37,3,38,20,829,139
617,Lucas Deaux,Guingamp,13.2,673,17,105,414,161,24,673,14,5,35.7,9,64.3,266,1365,597,19,16,4,21,12,424,39
618,Mathieu Debuchy,Saint-Étienne,21.6,1426,69,386,643,406,36,1426,24,9,37.5,15,62.5,561,2372,1236,31,18,0,31,11,754,105
619,Troy Deeney,Watford,28.3,1165,34,108,561,502,133,1164,20,6,30.0,14,70.0,544,1821,760,23,19,12,61,35,850,161
620,Jermain Defoe,Bournemouth,0.3,5,0,0,1,4,4,5,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0
621,Steven Defour,Burnley,5.0,291,8,52,212,30,0,291,3,1,33.3,2,66.7,130,759,389,6,5,0,1,1,190,3
622,Gregoire Defrel,Sampdoria,26.0,1041,11,85,414,551,89,1041,53,28,52.8,25,47.2,704,3637,1433,44,40,15,59,51,813,246
624,Alessandro Deiola,Cagliari,5.0,237,8,50,124,64,6,237,3,0,0.0,3,100.0,131,543,273,6,6,0,7,8,144,19
625,Alessandro Deiola,Parma,6.1,255,14,73,131,54,3,255,9,2,22.2,7,77.8,125,597,258,7,5,1,7,4,133,20
626,Romain Del Castillo,Rennes,14.9,782,2,98,330,368,45,782,67,36,53.7,31,46.3,463,3109,1648,69,39,19,43,26,512,151
627,Thomas Delaney,Dortmund,25.4,1936,70,364,1311,272,44,1936,15,10,66.7,5,33.3,1045,4156,1602,21,30,3,37,14,1358,32
628,Moises Delgado,Valladolid,3.0,137,7,49,58,31,1,137,2,2,100.0,0,0.0,60,294,157,5,2,0,5,1,69,10
629,Cristian Dell'Orco,Empoli,11.5,642,59,278,321,47,7,642,4,2,50.0,2,50.0,349,2162,1415,10,7,0,11,5,408,7
630,Cristian Dell'Orco,Sassuolo,1.2,81,5,25,38,19,1,81,2,1,50.0,1,50.0,47,148,95,4,2,0,1,0,54,8
631,Andy Delort,Montpellier,34.6,1658,11,71,692,912,158,1655,94,54,57.4,40,42.6,835,4442,1918,79,34,33,126,64,1281,345
632,Fabian Delph,Manchester City,8.1,845,20,123,555,168,1,845,9,8,88.9,1,11.1,605,2399,1235,20,25,1,10,1,615,23
633,Mousa Dembele,Tottenham,5.7,357,13,67,267,26,0,357,8,7,87.5,1,12.5,222,1159,502,7,5,0,9,7,241,9
634,Moussa Dembele,Lyon,22.4,690,15,33,289,377,141,688,43,27,62.8,16,37.2,394,1978,873,44,20,29,65,41,492,164
635,Ousmane Dembele,Barcelona,18.5,1212,6,76,434,728,109,1212,111,68,61.3,43,38.7,883,6560,3681,113,109,49,39,44,1013,232
636,Jessy Deminguet,Caen,14.1,622,32,148,387,97,9,622,22,14,63.6,8,36.4,329,2284,1140,30,16,1,19,26,358,17
637,Merih Demiral,Sassuolo,14.0,870,101,419,428,28,13,870,5,4,80.0,1,20.0,508,2865,1428,3,6,1,1,1,544,3
638,Kerem Demirbay,Hoffenheim,22.4,1730,63,305,922,537,32,1730,76,58,76.3,18,23.7,1025,6464,3384,82,73,6,51,52,1121,66
639,Diego Demme,RB Leipzig,22.8,1781,24,257,1199,339,17,1781,16,8,50.0,8,50.0,867,4467,2618,52,35,2,34,18,1184,38
640,Jason Denayer,Lyon,30.6,2231,188,909,1281,56,20,2231,18,11,61.1,7,38.9,1483,8657,5927,38,18,3,10,5,1622,3
641,Leander Dendoncker,Wolves,16.3,816,45,201,433,186,33,816,12,12,100.0,0,0.0,314,1366,550,15,10,5,17,7,477,31
642,Fabio Depaoli,Chievo,27.4,1551,110,477,689,400,23,1551,29,14,48.3,15,51.7,700,3778,2210,63,47,5,37,17,798,110
643,Laurent Depoitre,Huddersfield,11.9,428,13,23,190,219,66,428,15,5,33.3,10,66.7,196,872,296,10,5,5,41,31,328,72
644,Clement Depres,Nîmes,4.9,235,6,18,92,126,35,235,3,2,66.7,1,33.3,96,401,205,9,3,5,18,9,175,31
645,Kiril Despodov,Cagliari,1.2,26,0,5,12,11,0,26,2,1,50.0,1,50.0,19,131,65,2,0,1,4,1,21,8
646,Daniele Dessena,Cagliari,3.9,224,5,30,132,65,6,224,4,0,0.0,4,100.0,112,436,229,7,5,0,12,2,155,11
647,Mattia Destro,Bologna,5.5,143,5,18,73,55,20,143,5,1,20.0,4,80.0,83,320,118,5,4,1,16,9,102,27
648,Gerard Deulofeu,Watford,23.0,1072,4,60,405,626,127,1072,89,47,52.8,42,47.2,755,5413,2665,100,70,54,67,60,777,193
650,Jacopo Dezi,Parma,1.0,56,3,13,36,7,1,56,1,0,0.0,1,100.0,24,117,52,0,0,0,1,0,36,3
651,Federico Di Francesco,Sassuolo,11.9,506,6,91,187,234,46,506,22,13,59.1,9,40.9,336,2027,1090,38,25,11,26,19,380,106
652,Antonio Di Gaudio,Parma,7.8,212,3,38,80,98,32,212,18,6,33.3,12,66.7,143,1150,597,26,16,9,29,8,150,45
653,Giovanni Di Lorenzo,Empoli,37.0,2563,140,593,1161,835,69,2563,62,28,45.2,34,54.8,1510,7345,4149,83,72,12,41,44,1728,219
654,Angel Di Maria,Paris S-G,25.8,1748,16,119,711,937,136,1747,84,41,48.8,42,50.0,1086,6038,3283,98,74,35,48,44,1342,277
655,Franco Di Santo,Rayo Vallecano,1.9,54,2,5,27,22,4,54,4,1,25.0,3,75.0,21,119,9,1,0,0,4,0,34,9
656,Franco Di Santo,Schalke 04,2.7,94,3,12,39,46,9,94,4,3,75.0,1,25.0,46,323,169,7,3,1,7,4,62,19
657,Boulaye Dia,Reims,8.3,274,10,37,123,124,43,274,32,17,53.1,15,46.9,160,1138,564,20,12,17,28,14,177,63
658,Fousseni Diabate,Leicester City,0.6,21,0,6,10,5,0,21,0,0,0.0,0,0.0,12,53,32,0,0,0,1,0,14,5
659,Moussa Diaby,Paris S-G,12.7,692,10,75,260,364,68,692,36,20,55.6,16,44.4,486,3044,1592,60,32,27,34,24,552,148
