,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
619,Isaac Cuenca,es ESP,"MF,DF",Granada,La Liga,25.0,1991.0,25.0,18.0,1746.0,19.4,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1
620,Joffrey Cuffaut,fr FRA,DF,Nancy,Ligue 1,28.0,1988.0,30.0,29.0,2568.0,28.5,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.07,0.04,0.07
621,Giuseppe Cuomo,it ITA,DF,Crotone,Serie A,18.0,1998.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Patrick Cutrone,it ITA,FW,Milan,Serie A,18.0,1998.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,21.0,1995.0,29.0,27.0,2431.0,27.0,8.0,3.0,11.0,8.0,0.0,0.0,2.0,0.0,0.3,0.11,0.41,0.3,0.41
625,Marco D'Alessandro,it ITA,"MF,FW",Atalanta,Serie A,25.0,1991.0,24.0,4.0,767.0,8.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.23,0.12,0.23
626,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,27.0,1988.0,32.0,32.0,2829.0,31.4,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19
627,Damien Da Silva,fr FRA,DF,Caen,Ligue 1,28.0,1988.0,36.0,36.0,3167.0,35.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,0.06,0.06,0.0,0.06
628,Bryan Dabo,bf BFA,"MF,DF",Saint-Étienne,Ligue 1,24.0,1992.0,14.0,8.0,643.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Mouhamadou Dabo,fr FRA,DF,Caen,Ligue 1,29.0,1986.0,2.0,2.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
630,Mahmoud Dahoud,de GER,MF,M'Gladbach,Bundesliga,20.0,1996.0,28.0,26.0,2274.0,25.3,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,0.08,0.24,0.32,0.08,0.32
631,Dario Dainelli,it ITA,DF,Chievo,Serie A,37.0,1979.0,26.0,25.0,2191.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Felipe dal Belo,br BRA,DF,Udinese,Serie A,32.0,1984.0,32.0,31.0,2813.0,31.3,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03
633,Maurice Dalé,fr FRA,FW,Nancy,Ligue 1,31.0,1985.0,25.0,16.0,1462.0,16.2,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,0.18,0.25,0.43,0.18,0.43
634,Gaël Danic,fr FRA,MF,Bastia,Ligue 1,34.0,1981.0,29.0,19.0,1843.0,20.5,4.0,3.0,7.0,4.0,0.0,0.0,8.0,2.0,0.2,0.15,0.34,0.2,0.34
635,Charlie Daniels,eng ENG,DF,Bournemouth,Premier League,29.0,1986.0,34.0,34.0,3060.0,34.0,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.12,0.09,0.21,0.12,0.21
636,Danilo,br BRA,DF,Real Madrid,La Liga,25.0,1991.0,17.0,17.0,1485.0,16.5,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.06,0.12,0.18,0.06,0.18
637,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,29.0,1987.0,23.0,19.0,1797.0,20.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.15,0.05,0.2,0.15,0.2
638,Kevin Danso,at AUT,DF,Augsburg,Bundesliga,17.0,1998.0,7.0,7.0,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Dante,br BRA,DF,Nice,Ligue 1,32.0,1983.0,33.0,33.0,2970.0,33.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09
640,Romain Danzé,fr FRA,DF,Rennes,Ligue 1,30.0,1986.0,35.0,34.0,3092.0,34.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06
641,Sergi Darder,es ESP,MF,Lyon,Ligue 1,22.0,1993.0,23.0,15.0,1414.0,15.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.06,0.13,0.19,0.06,0.19
642,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,25.0,1990.0,25.0,21.0,2041.0,22.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.09,0.09,0.18,0.09,0.18
643,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,26.0,1989.0,18.0,15.0,1333.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
644,Ben Davies,wls WAL,"DF,MF",Tottenham,Premier League,23.0,1993.0,23.0,18.0,1739.0,19.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.05,0.16,0.21,0.05,0.21
645,Curtis Davies,eng ENG,DF,Hull City,Premier League,31.0,1985.0,26.0,25.0,2135.0,23.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08
646,Tom Davies,eng ENG,MF,Everton,Premier League,18.0,1998.0,24.0,18.0,1544.0,17.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.12,0.17,0.29,0.12,0.29
647,Steven Davis,nir NIR,MF,Southampton,Premier League,31.0,1985.0,32.0,29.0,2643.0,29.4,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1
648,Craig Dawson,eng ENG,DF,West Brom,Premier League,26.0,1990.0,37.0,37.0,3276.0,36.4,4.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.11,0.0,0.11,0.11,0.11
650,Michael Dawson,eng ENG,DF,Hull City,Premier League,32.0,1983.0,22.0,19.0,1722.0,19.1,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.16,0.0,0.16,0.16,0.16
651,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,25.0,1991.0,36.0,33.0,2877.0,32.0,6.0,17.0,23.0,6.0,0.0,1.0,4.0,0.0,0.19,0.53,0.72,0.19,0.72
652,Pietro De Giorgio,it ITA,MF,Crotone,Serie A,33.0,1983.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Sebastien De Maio,fr FRA,DF,Fiorentina,Serie A,29.0,1987.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,Serie A,22.0,1994.0,34.0,32.0,2337.0,26.0,4.0,1.0,5.0,4.0,0.0,0.0,7.0,1.0,0.15,0.04,0.19,0.15,0.19
655,Nill De Pauw,cd COD,"FW,MF",Guingamp,Ligue 1,26.0,1990.0,28.0,3.0,761.0,8.5,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.47,0.24,0.71,0.47,0.71
656,Daniele De Rossi,it ITA,MF,Roma,Serie A,33.0,1983.0,31.0,27.0,2341.0,26.0,4.0,4.0,8.0,2.0,2.0,2.0,9.0,0.0,0.15,0.15,0.31,0.08,0.23
657,Morgan De Sanctis,it ITA,GK,Monaco,Ligue 1,39.0,1977.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,Mattia De Sciglio,it ITA,DF,Milan,Serie A,23.0,1992.0,25.0,23.0,2091.0,23.2,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09
659,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,28.0,1988.0,16.0,15.0,1254.0,13.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.07,0.22,0.29,0.07,0.29
660,Lucas Deaux,fr FRA,MF,Guingamp,Ligue 1,27.0,1988.0,38.0,35.0,3075.0,34.2,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.06,0.15,0.2,0.06,0.2
661,Mathieu Debuchy,fr FRA,DF,Arsenal,Premier League,31.0,1985.0,1.0,1.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Troy Deeney,eng ENG,FW,Watford,Premier League,28.0,1988.0,37.0,31.0,2944.0,32.7,10.0,4.0,14.0,7.0,3.0,3.0,7.0,0.0,0.31,0.12,0.43,0.21,0.34
663,Jermain Defoe,eng ENG,FW,Sunderland,Premier League,33.0,1982.0,37.0,37.0,3321.0,36.9,15.0,2.0,17.0,10.0,5.0,5.0,1.0,0.0,0.41,0.05,0.46,0.27,0.33
664,Steven Defour,be BEL,MF,Burnley,Premier League,28.0,1988.0,21.0,16.0,1068.0,11.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.08,0.25,0.34,0.08,0.34
665,Grégoire Defrel,mq MTQ,FW,Sassuolo,Serie A,25.0,1991.0,29.0,23.0,1954.0,21.7,12.0,2.0,14.0,11.0,1.0,1.0,1.0,0.0,0.55,0.09,0.64,0.51,0.6
666,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,20.0,1995.0,5.0,3.0,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
667,Damien Delaney,ie IRL,DF,Crystal Palace,Premier League,35.0,1981.0,30.0,21.0,2014.0,22.4,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.09,0.09,0.0,0.09
668,Thomas Delaney,dk DEN,MF,Werder Bremen,Bundesliga,24.0,1991.0,13.0,11.0,916.0,10.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.39,0.1,0.49,0.39,0.49
669,Jonathan Delaplace,fr FRA,MF,Caen,Ligue 1,30.0,1986.0,33.0,31.0,2637.0,29.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14
670,Paul Delecroix,gw GNB,GK,Lorient,Ligue 1,27.0,1988.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Cristian Dell'Orco,it ITA,DF,Sassuolo,Serie A,22.0,1994.0,9.0,9.0,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,Andy Delort,dz ALG,FW,Toulouse,Ligue 1,24.0,1991.0,15.0,15.0,1218.0,13.5,5.0,1.0,6.0,4.0,1.0,2.0,0.0,0.0,0.37,0.07,0.44,0.3,0.37
673,Fabian Delph,eng ENG,MF,Manchester City,Premier League,26.0,1989.0,7.0,2.0,224.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4
674,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,29.0,1987.0,30.0,24.0,2056.0,22.8,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.09,0.04,0.09
676,Ousmane Dembélé,fr FRA,"MF,FW",Dortmund,Bundesliga,19.0,1997.0,32.0,22.0,2036.0,22.6,6.0,11.0,17.0,6.0,0.0,0.0,7.0,0.0,0.27,0.49,0.75,0.27,0.75
677,Martín Demichelis,ar ARG,DF,Málaga,La Liga,35.0,1980.0,10.0,7.0,678.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Martín Demichelis,ar ARG,DF,Espanyol,La Liga,35.0,1980.0,2.0,1.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Kerem Demirbay,de GER,MF,Hoffenheim,Bundesliga,23.0,1993.0,28.0,27.0,2169.0,24.1,6.0,8.0,14.0,6.0,0.0,0.0,4.0,0.0,0.25,0.33,0.58,0.25,0.58
680,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,24.0,1991.0,32.0,32.0,2870.0,31.9,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.03,0.09,0.13,0.03,0.13
681,Jason Denayer,be BEL,"MF,DF",Sunderland,Premier League,21.0,1995.0,24.0,22.0,1877.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
682,Fabio Depaoli,it ITA,"MF,DF",Chievo,Serie A,19.0,1997.0,6.0,5.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
683,Quentin Depehi,fr FRA,FW,Toulouse,Ligue 1,19.0,1997.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,Mathieu Deplagne,fr FRA,DF,Montpellier,Ligue 1,24.0,1991.0,19.0,14.0,1125.0,12.5,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08
685,Mike van der Hoorn,nl NED,DF,Swansea City,Premier League,23.0,1992.0,8.0,7.0,662.0,7.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14
686,Daniele Dessena,it ITA,MF,Cagliari,Serie A,29.0,1987.0,18.0,16.0,1185.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.15,0.0,0.15,0.15,0.15
687,Mattia Destro,it ITA,FW,Bologna,Serie A,25.0,1991.0,30.0,28.0,2467.0,27.4,11.0,0.0,11.0,11.0,0.0,1.0,4.0,0.0,0.4,0.0,0.4,0.4,0.4
688,Gerard Deulofeu,es ESP,"FW,MF",Everton,Premier League,22.0,1994.0,11.0,4.0,460.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
689,Gerard Deulofeu,es ESP,"FW,MF",Milan,Serie A,22.0,1994.0,17.0,16.0,1459.0,16.2,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.25,0.19,0.43,0.25,0.43
690,Deyverson,br BRA,FW,Alavés,La Liga,25.0,1991.0,32.0,29.0,2580.0,28.7,7.0,1.0,8.0,7.0,0.0,0.0,14.0,0.0,0.24,0.03,0.28,0.24,0.28
691,Federico Di Francesco,it ITA,"FW,MF",Bologna,Serie A,22.0,1994.0,24.0,11.0,1088.0,12.1,4.0,3.0,7.0,4.0,0.0,0.0,3.0,1.0,0.33,0.25,0.58,0.33,0.58
692,Davide Di Gennaro,it ITA,"MF,FW",Cagliari,Serie A,28.0,1988.0,20.0,17.0,1434.0,15.9,2.0,5.0,7.0,2.0,0.0,0.0,5.0,2.0,0.13,0.31,0.44,0.13,0.44
693,Ángel Di María,ar ARG,FW,Paris S-G,Ligue 1,28.0,1988.0,29.0,24.0,2036.0,22.6,6.0,7.0,13.0,6.0,0.0,0.0,1.0,1.0,0.27,0.31,0.57,0.27,0.57
694,Nunzio Di Roberto,it ITA,FW,Crotone,Serie A,30.0,1985.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,Bundesliga,27.0,1989.0,12.0,3.0,323.0,3.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.56,0.56,0.0,0.56
696,Issiar Dia,sn SEN,FW,Nancy,Ligue 1,29.0,1987.0,31.0,22.0,2000.0,22.2,8.0,3.0,11.0,7.0,1.0,1.0,3.0,0.0,0.36,0.14,0.5,0.32,0.45
697,Cheick Diabaté,ml MLI,FW,Metz,Ligue 1,28.0,1988.0,14.0,12.0,1055.0,11.7,8.0,1.0,9.0,5.0,3.0,3.0,2.0,0.0,0.68,0.09,0.77,0.43,0.51
698,Abou Diaby,fr FRA,MF,Marseille,Ligue 1,30.0,1986.0,2.0,2.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
699,Fallou Diagne,sn SEN,MF,Metz,Ligue 1,26.0,1989.0,12.0,12.0,999.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
700,Fallou Diagne,sn SEN,DF,Werder Bremen,Bundesliga,26.0,1989.0,2.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,Modou Diagne,sn SEN,DF,Nancy,Ligue 1,22.0,1994.0,22.0,21.0,1846.0,20.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.05,0.0,0.05,0.05,0.05
703,Adama Diakhaby,fr FRA,MF,Rennes,Ligue 1,20.0,1996.0,25.0,3.0,728.0,8.1,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.49,0.0,0.49,0.37,0.37
704,Mouctar Diakhaby,gn GUI,DF,Lyon,Ligue 1,19.0,1996.0,22.0,22.0,1929.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05
705,Abdou Diallo,sn SEN,DF,Monaco,Ligue 1,20.0,1996.0,5.0,4.0,388.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,Habib Diallo,sn SEN,"FW,MF",Metz,Ligue 1,21.0,1995.0,19.0,7.0,832.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22
707,Mustapha Diallo,sn SEN,MF,Guingamp,Ligue 1,30.0,1986.0,26.0,22.0,1744.0,19.4,5.0,1.0,6.0,5.0,0.0,0.0,8.0,2.0,0.26,0.05,0.31,0.26,0.31
708,Sadio Diallo,gn GUI,"MF,FW",Bastia,Ligue 1,25.0,1990.0,28.0,20.0,1417.0,15.7,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.19,0.19,0.38,0.19,0.38
709,Alessandro Diamanti,it ITA,"FW,MF",Palermo,Serie A,33.0,1983.0,31.0,18.0,1698.0,18.9,1.0,5.0,6.0,1.0,0.0,0.0,8.0,1.0,0.05,0.27,0.32,0.05,0.32
710,Alou Diarra,fr FRA,MF,Nancy,Ligue 1,35.0,1981.0,18.0,16.0,1291.0,14.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.14,0.0,0.14,0.14,0.14
711,Lassana Diarra,fr FRA,MF,Marseille,Ligue 1,31.0,1985.0,11.0,8.0,729.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
712,Amadou Diawara,gn GUI,MF,Napoli,Serie A,19.0,1997.0,18.0,10.0,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
713,Marcelo Díaz,cl CHI,MF,Celta Vigo,La Liga,29.0,1986.0,26.0,17.0,1648.0,18.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.11,0.16,0.05,0.16
714,Víctor Díaz,es ESP,DF,Leganés,La Liga,28.0,1988.0,23.0,20.0,1810.0,20.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1
715,Daniel Didavi,de GER,MF,Wolfsburg,Bundesliga,26.0,1990.0,18.0,11.0,986.0,11.0,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.37,0.18,0.55,0.37,0.55
716,Thomas Didillon,fr FRA,GK,Metz,Ligue 1,20.0,1995.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Étienne Didot,fr FRA,MF,Guingamp,Ligue 1,33.0,1983.0,28.0,26.0,2139.0,23.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08
718,Famara Diedhiou,sn SEN,FW,Angers,Ligue 1,23.0,1992.0,31.0,28.0,2270.0,25.2,8.0,1.0,9.0,7.0,1.0,2.0,6.0,0.0,0.32,0.04,0.36,0.28,0.32
719,Dennis Diekmeier,de GER,DF,Hamburger SV,Bundesliga,26.0,1989.0,24.0,21.0,1780.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.05,0.05,0.0,0.05
720,Eric Dier,eng ENG,"DF,MF",Tottenham,Premier League,22.0,1994.0,36.0,34.0,3043.0,33.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.06,0.03,0.09,0.06,0.09
721,Didier Digard,fr FRA,MF,Osasuna,La Liga,30.0,1986.0,3.0,3.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Lucas Digne,fr FRA,DF,Barcelona,La Liga,23.0,1993.0,17.0,14.0,1171.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Kevin Diks,nl NED,DF,Fiorentina,Serie A,19.0,1996.0,2.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,Federico Dimarco,it ITA,DF,Empoli,Serie A,18.0,1997.0,12.0,6.0,649.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14
725,Adama Diomande,no NOR,"FW,MF",Hull City,Premier League,26.0,1990.0,22.0,13.0,1171.0,13.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.15,0.0,0.15,0.15,0.15
726,Ismaël Diomandé,ci CIV,"MF,DF",Caen,Ligue 1,23.0,1992.0,12.0,7.0,792.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
728,Lois Diony,fr FRA,FW,Dijon,Ligue 1,23.0,1992.0,35.0,31.0,2807.0,31.2,11.0,7.0,18.0,11.0,0.0,0.0,2.0,1.0,0.35,0.22,0.58,0.35,0.58
729,Issa Diop,fr FRA,DF,Toulouse,Ligue 1,19.0,1997.0,30.0,30.0,2700.0,30.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,0.07,0.03,0.1,0.07,0.1
730,Papakouli Diop,sn SEN,MF,Espanyol,La Liga,30.0,1986.0,18.0,9.0,906.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
731,Assane Dioussé,sn SEN,MF,Empoli,Serie A,18.0,1997.0,33.0,26.0,2408.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
732,Nabil Dirar,ma MAR,"MF,DF",Monaco,Ligue 1,30.0,1986.0,18.0,8.0,876.0,9.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.1,0.31,0.41,0.1,0.41
733,Koffi Djidji,ci CIV,"DF,MF",Nantes,Ligue 1,23.0,1992.0,28.0,28.0,2491.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Alexander Djiku,gh GHA,DF,Bastia,Ligue 1,21.0,1994.0,23.0,21.0,1850.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.05,0.0,0.05,0.05,0.05
735,Papy Djilobodji,sn SEN,DF,Sunderland,Premier League,27.0,1988.0,18.0,17.0,1578.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
736,Johan Djourou,ch SUI,DF,Hamburger SV,Bundesliga,29.0,1987.0,14.0,12.0,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Dodô,br BRA,DF,Sampdoria,Serie A,24.0,1992.0,7.0,4.0,409.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,23.0,1993.0,12.0,5.0,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Jaume Doménech,es ESP,GK,Valencia,La Liga,25.0,1990.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,Giulio Donati,it ITA,DF,Mainz 05,Bundesliga,26.0,1990.0,32.0,31.0,2802.0,31.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03
741,Ji Dong-won,kr KOR,"FW,MF",Augsburg,Bundesliga,25.0,1991.0,34.0,24.0,2297.0,25.5,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.12,0.08,0.2,0.12,0.2
742,Anastasios Donis,gr GRE,"FW,MF",Nice,Ligue 1,19.0,1996.0,18.0,3.0,455.0,5.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.99,0.2,1.19,0.99,1.19
743,Ryan Donk,sr SUR,"MF,DF",Betis,La Liga,30.0,1986.0,16.0,9.0,859.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1
744,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,17.0,1999.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Godfred Donsah,gh GHA,MF,Bologna,Serie A,20.0,1996.0,13.0,10.0,885.0,9.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2
746,Férébory Doré,cg CGO,FW,Angers,Ligue 1,27.0,1989.0,9.0,1.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Dória,br BRA,DF,Marseille,Ligue 1,21.0,1994.0,23.0,14.0,1372.0,15.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07
748,Gabriel Dos Santos,br BRA,DF,Lille,Ligue 1,18.0,1997.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
