,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
272,Lars Bender,DEU,"MF,DF",Leverkusen,de Bundesliga,26.0,1989.0,11.0,11.0,883.0,9.8,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.1,0.2
273,Sven Bender,DEU,"DF,MF",Dortmund,de Bundesliga,26.0,1989.0,19.0,14.0,1246.0,13.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Nicklas Bendtner,DNK,FW,Wolfsburg,de Bundesliga,27.0,1988.0,13.0,4.0,418.0,4.6,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.43,0.0,0.43,0.43,0.43
275,Nicolas Benezet,FRA,"MF,FW",Guingamp,fr Ligue 1,24.0,1991.0,19.0,14.0,1237.0,13.7,4.0,4.0,4.0,0.0,0.0,3.0,1.0,0.29,0.29,0.58,0.29,0.58
276,Pierre Bengtsson,SWE,DF,Mainz 05,de Bundesliga,27.0,1988.0,16.0,14.0,1273.0,14.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Ryan Bennett,GBR,DF,Norwich City,eng Premier League,25.0,1990.0,22.0,20.0,1837.0,20.4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Saïd Benrahma,DZA,"FW,MF",Nice,fr Ligue 1,19.0,1995.0,9.0,0.0,135.0,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.33,0.0,1.33,1.33,1.33
279,Saïd Benrahma,DZA,FW,Angers,fr Ligue 1,19.0,1995.0,12.0,1.0,304.0,3.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
280,Charlison Benschop,CUW,FW,Hannover 96,de Bundesliga,25.0,1989.0,9.0,2.0,344.0,3.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
281,Ramy Bensebaini,DZA,"DF,MF",Montpellier,fr Ligue 1,20.0,1995.0,22.0,15.0,1348.0,15.0,2.0,0.0,2.0,0.0,0.0,7.0,0.0,0.13,0.0,0.13,0.13,0.13
282,Nabil Bentaleb,DZA,MF,Tottenham,eng Premier League,20.0,1994.0,5.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Christian Benteke,BEL,FW,Liverpool,eng Premier League,24.0,1990.0,29.0,14.0,1529.0,17.0,9.0,3.0,8.0,1.0,1.0,2.0,0.0,0.53,0.18,0.71,0.47,0.65
284,Accursio Bentivegna,ITA,FW,Palermo,it Serie A,19.0,1996.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Francesco Benussi,ITA,GK,Carpi,it Serie A,33.0,1981.0,4.0,4.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Karim Benzema,FRA,FW,Real Madrid,es La Liga,27.0,1987.0,27.0,26.0,1979.0,22.0,24.0,7.0,24.0,0.0,0.0,1.0,0.0,1.09,0.32,1.41,1.09,1.41
288,Yassine Benzia,DZA,"FW,MF",Lille,fr Ligue 1,20.0,1994.0,25.0,17.0,1332.0,14.8,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.34,0.0,0.34,0.34,0.34
289,Saido Berahino,BDI,"FW,MF",West Brom,eng Premier League,21.0,1993.0,31.0,17.0,1746.0,19.4,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
290,Domenico Berardi,ITA,FW,Sassuolo,it Serie A,20.0,1994.0,29.0,26.0,2167.0,24.1,7.0,6.0,4.0,3.0,4.0,10.0,1.0,0.29,0.25,0.54,0.17,0.42
291,Yuri Berchiche,ESP,DF,Real Sociedad,es La Liga,25.0,1990.0,21.0,21.0,1847.0,20.5,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.19,0.19,0.0,0.19
292,Álex Bergantiños,ESP,MF,La Coruña,es La Liga,30.0,1985.0,22.0,20.0,1749.0,19.4,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.1,0.05,0.15,0.1,0.15
293,Markel Bergara,ESP,MF,Real Sociedad,es La Liga,29.0,1986.0,20.0,15.0,1354.0,15.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.07,0.0,0.07,0.07,0.07
294,Steven Berghuis,NLD,"FW,MF",Watford,eng Premier League,23.0,1991.0,9.0,0.0,231.0,2.6,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.78,0.78,0.0,0.78
295,Franck Béria,FRA,DF,Lille,fr Ligue 1,32.0,1983.0,2.0,1.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Robert Berić,SVN,"FW,MF",Saint-Étienne,fr Ligue 1,24.0,1991.0,10.0,7.0,671.0,7.5,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4
297,Kévin Bérigaud,FRA,"FW,MF",Montpellier,fr Ligue 1,27.0,1988.0,19.0,10.0,1031.0,11.5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.26,0.09,0.35,0.26,0.35
298,Etrit Berisha,ALB,GK,Lazio,it Serie A,26.0,1989.0,11.0,9.0,873.0,9.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,Saúl Berjón,ESP,MF,Eibar,es La Liga,29.0,1986.0,29.0,16.0,1400.0,15.6,4.0,4.0,1.0,3.0,4.0,1.0,0.0,0.26,0.26,0.51,0.06,0.32
300,Federico Bernardeschi,ITA,MF,Fiorentina,it Serie A,21.0,1994.0,33.0,25.0,2272.0,25.2,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.08,0.16,0.24,0.08,0.24
301,Paul Bernardoni,FRA,GK,Bordeaux,fr Ligue 1,18.0,1997.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,Paul Bernardoni,FRA,GK,Troyes,fr Ligue 1,18.0,1997.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,Juan Bernat,ESP,"DF,MF",Bayern Munich,de Bundesliga,22.0,1993.0,16.0,13.0,1149.0,12.8,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08
304,Andrea Bertolacci,ITA,MF,Milan,it Serie A,24.0,1991.0,27.0,21.0,1805.0,20.1,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.05,0.1,0.05,0.1
305,Davide Bertoncini,ITA,DF,Frosinone,it Serie A,24.0,1991.0,5.0,4.0,365.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Ryan Bertrand,GBR,"DF,MF",Southampton,eng Premier League,25.0,1989.0,32.0,32.0,2880.0,32.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,0.03,0.09,0.12,0.0,0.09
307,Muhamed Bešić,BIH,"MF,DF",Everton,eng Premier League,22.0,1992.0,12.0,7.0,558.0,6.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,Vincent Bessat,FRA,"FW,DF",Caen,fr Ligue 1,29.0,1985.0,35.0,32.0,2757.0,30.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.03,0.07,0.03,0.07
309,Beto,PRT,GK,Sevilla,es La Liga,33.0,1982.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,Jonathan Biabiany,FRA,"MF,FW",Inter,it Serie A,27.0,1988.0,20.0,7.0,872.0,9.7,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.1,0.21,0.31,0.1,0.31
312,Matteo Bianchetti,ITA,DF,Hellas Verona,it Serie A,22.0,1993.0,23.0,17.0,1587.0,17.6,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06
313,Raffaele Bianco,ITA,MF,Carpi,it Serie A,27.0,1987.0,26.0,21.0,1852.0,20.6,1.0,3.0,1.0,0.0,0.0,6.0,1.0,0.05,0.15,0.19,0.05,0.19
314,Ermin Bičakčić,BIH,DF,Hoffenheim,de Bundesliga,25.0,1990.0,21.0,18.0,1599.0,17.8,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
315,Henri Bienvenu,CMR,FW,Troyes,fr Ligue 1,27.0,1988.0,7.0,1.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Thievy Bifouma,COG,"FW,MF",Granada,es La Liga,23.0,1992.0,7.0,0.0,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,Thievy Bifouma,COG,"FW,MF",Reims,fr Ligue 1,23.0,1992.0,14.0,10.0,937.0,10.4,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.38,0.1,0.48,0.38,0.48
318,Pedro Bigas,ESP,DF,Las Palmas,es La Liga,24.0,1990.0,27.0,26.0,2353.0,26.1,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.11,0.0,0.11,0.11,0.11
319,Lucas Biglia,ARG,MF,Lazio,it Serie A,29.0,1986.0,27.0,26.0,2296.0,25.5,4.0,3.0,2.0,2.0,2.0,10.0,1.0,0.16,0.12,0.27,0.08,0.2
320,Davide Biondini,ITA,MF,Sassuolo,it Serie A,32.0,1983.0,22.0,12.0,1103.0,12.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Cristiano Biraghi,ITA,DF,Granada,es La Liga,22.0,1992.0,32.0,32.0,2819.0,31.3,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.03,0.03,0.0,0.03
322,Mame Biram Diouf,SEN,"FW,MF",Stoke City,eng Premier League,27.0,1987.0,26.0,12.0,1278.0,14.2,5.0,1.0,5.0,0.0,0.0,3.0,0.0,0.35,0.07,0.42,0.35,0.42
323,Valter Birsa,SVN,"MF,FW",Chievo,it Serie A,28.0,1986.0,35.0,32.0,2365.0,26.3,6.0,7.0,4.0,2.0,3.0,4.0,0.0,0.23,0.27,0.49,0.15,0.42
324,Milan Biševac,SRB,DF,Lazio,it Serie A,31.0,1983.0,11.0,11.0,907.0,10.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
325,Milan Biševac,SRB,DF,Lyon,fr Ligue 1,31.0,1983.0,6.0,6.0,456.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Luca Bittante,ITA,DF,Empoli,it Serie A,21.0,1993.0,16.0,3.0,526.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Leonardo Bittencourt,DEU,"MF,FW",Köln,de Bundesliga,21.0,1993.0,29.0,27.0,2202.0,24.5,3.0,4.0,3.0,0.0,0.0,2.0,1.0,0.12,0.16,0.29,0.12,0.29
328,André Biyogo Poko,GAB,"MF,DF",Bordeaux,fr Ligue 1,22.0,1993.0,25.0,19.0,1878.0,20.9,0.0,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.05,0.05,0.0,0.05
329,Albano Bizzarri,ARG,GK,Chievo,it Serie A,37.0,1977.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Leonardo Blanchard,ITA,DF,Frosinone,it Serie A,27.0,1988.0,28.0,27.0,2452.0,27.2,3.0,1.0,3.0,0.0,0.0,13.0,1.0,0.11,0.04,0.15,0.11,0.15
331,Rubén Blanco,ESP,GK,Celta Vigo,es La Liga,20.0,1995.0,8.0,8.0,688.0,7.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
332,Ludovic Blas,FRA,MF,Guingamp,fr Ligue 1,17.0,1997.0,14.0,6.0,639.0,7.1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.28,0.42,0.14,0.42
333,Pablo de Blasis,ARG,MF,Mainz 05,de Bundesliga,27.0,1988.0,26.0,18.0,1643.0,18.3,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.22,0.22,0.44,0.22,0.44
334,Alexis Blin,FRA,MF,Toulouse,fr Ligue 1,18.0,1996.0,24.0,15.0,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
335,Daley Blind,NLD,DF,Manchester Utd,eng Premier League,25.0,1990.0,35.0,35.0,3114.0,34.6,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.03,0.06,0.03,0.06
336,Hiram Boateng,GBR,MF,Crystal Palace,eng Premier League,19.0,1996.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Jérôme Boateng,DEU,DF,Bayern Munich,de Bundesliga,26.0,1988.0,19.0,17.0,1348.0,15.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.2,0.2,0.0,0.2
339,Kevin-Prince Boateng,GHA,MF,Milan,it Serie A,28.0,1987.0,11.0,1.0,200.0,2.2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,0.45,0.45,0.45
340,Raúl Bobadilla,PRY,"FW,MF",Augsburg,de Bundesliga,28.0,1987.0,27.0,19.0,1770.0,19.7,4.0,2.0,4.0,0.0,0.0,3.0,1.0,0.2,0.1,0.31,0.2,0.31
341,Yann Bodiger,FRA,MF,Toulouse,fr Ligue 1,20.0,1995.0,22.0,12.0,1083.0,12.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.08,0.0,0.08,0.08,0.08
342,Mathieu Bodmer,FRA,"DF,FW",Nice,fr Ligue 1,32.0,1982.0,19.0,16.0,1356.0,15.1,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.07,0.13,0.07,0.13
343,Sebastian Boenisch,POL,DF,Leverkusen,de Bundesliga,28.0,1987.0,8.0,7.0,548.0,6.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.16,0.0,0.16,0.16,0.16
344,Jeremie Boga,CIV,"MF,FW",Rennes,fr Ligue 1,18.0,1997.0,27.0,6.0,983.0,10.9,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18
345,Ádám Bogdán,HUN,GK,Liverpool,eng Premier League,27.0,1987.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,Arthur Boka,CIV,DF,Málaga,es La Liga,32.0,1983.0,14.0,12.0,1046.0,11.6,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
347,Yannick Bolasie,COD,"MF,FW",Crystal Palace,eng Premier League,26.0,1989.0,26.0,23.0,2075.0,23.1,5.0,3.0,5.0,0.0,0.0,2.0,0.0,0.22,0.13,0.35,0.22,0.35
348,Giacomo Bonaventura,ITA,"MF,FW",Milan,it Serie A,25.0,1989.0,33.0,31.0,2840.0,31.6,6.0,8.0,6.0,0.0,0.0,8.0,0.0,0.19,0.25,0.44,0.19,0.44
