,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
10,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,Bundesliga,23.0,1998.0,13.0,1.0,259.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.9,8.0,2.0,29.0,0.0,0.35,0.35,0.0,0.35,0.14,0.16,0.3,0.14,0.3
11,Mohamed Achi,fr FRA,MF,Nantes,Ligue 1,19.0,2002.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,29.0,1991.0,31.0,26.0,2260.0,25.1,1.0,3.0,4.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,2.9,4.1,73.0,131.0,153.0,0.04,0.12,0.16,0.04,0.16,0.05,0.11,0.16,0.05,0.16
13,Che Adams,sct SCO,FW,Southampton,Premier League,25.0,1996.0,30.0,23.0,2039.0,22.7,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,7.1,7.1,3.0,10.1,19.0,33.0,153.0,0.31,0.13,0.44,0.31,0.44,0.31,0.13,0.45,0.31,0.45
14,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,22.0,1999.0,24.0,12.0,1351.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.9,1.0,20.0,96.0,23.0,0.0,0.07,0.07,0.0,0.07,0.01,0.06,0.07,0.01,0.07
15,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,28.0,1993.0,13.0,2.0,331.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,9.0,9.0,26.0,0.27,0.0,0.27,0.27,0.27,0.18,0.14,0.31,0.18,0.31
16,Martin Adeline,fr FRA,"MF,FW",Reims,Ligue 1,17.0,2003.0,8.0,2.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.8,5.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21
17,Amine Adli,fr FRA,"FW,MF",Leverkusen,Bundesliga,21.0,2000.0,25.0,13.0,1256.0,14.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,4.3,4.3,2.1,6.4,51.0,56.0,105.0,0.21,0.14,0.36,0.21,0.36,0.31,0.15,0.46,0.31,0.46
18,Yacine Adli,fr FRA,"MF,FW",Bordeaux,Ligue 1,21.0,2000.0,36.0,25.0,2260.0,25.1,1.0,7.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.7,7.7,66.0,164.0,99.0,0.04,0.28,0.32,0.04,0.32,0.08,0.23,0.31,0.08,0.31
19,Michel Aebischer,ch SUI,MF,Bologna,Serie A,24.0,1997.0,12.0,4.0,443.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,2.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
20,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,Serie A,18.0,2003.0,17.0,6.0,668.0,7.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.7,1.7,0.6,2.2,19.0,7.0,77.0,0.27,0.0,0.27,0.27,0.27,0.22,0.08,0.3,0.22,0.3
21,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,25.0,1996.0,24.0,17.0,1616.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.7,0.8,15.0,57.0,40.0,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05
22,Julen Agirrezabala,es ESP,GK,Athletic Club,La Liga,20.0,2000.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Lucien Agoume,fr FRA,MF,Brest,Ligue 1,19.0,2002.0,27.0,21.0,1868.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.2,1.1,0.7,1.7,16.0,116.0,28.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.05,0.08
24,Kevin Agudelo,co COL,"MF,FW",Spezia,Serie A,22.0,1998.0,23.0,12.0,1237.0,13.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,2.6,2.6,0.9,3.5,41.0,46.0,56.0,0.22,0.07,0.29,0.22,0.29,0.19,0.06,0.25,0.19,0.25
26,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,25.0,1996.0,31.0,31.0,2735.0,30.4,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.1,2.1,0.3,2.4,11.0,101.0,1.0,0.07,0.07,0.13,0.07,0.13,0.07,0.01,0.08,0.07,0.08
27,Sergio Agüero,ar ARG,FW,Barcelona,La Liga,33.0,1988.0,4.0,2.0,151.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,4.0,3.0,13.0,0.6,0.0,0.6,0.6,0.6,0.61,0.07,0.68,0.61,0.68
28,Ruben Aguilar,fr FRA,DF,Monaco,Ligue 1,28.0,1993.0,28.0,22.0,2140.0,23.8,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.9,1.2,61.0,157.0,101.0,0.0,0.08,0.08,0.0,0.08,0.01,0.04,0.05,0.01,0.05
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,La Liga,21.0,2000.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,Bundesliga,19.0,2002.0,3.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,Ligue 1,22.0,1999.0,15.0,15.0,1350.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.9,1.3,18.0,63.0,12.0,0.0,0.07,0.07,0.0,0.07,0.03,0.06,0.09,0.03,0.09
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,27.0,1994.0,25.0,11.0,1004.0,11.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,0.8,2.7,16.0,38.0,39.0,0.09,0.09,0.18,0.09,0.18,0.17,0.08,0.24,0.17,0.24
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,25.0,1995.0,32.0,30.0,2637.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,25.0,110.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
34,Ola Aina,ng NGA,DF,Torino,Serie A,24.0,1996.0,21.0,17.0,1437.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.8,2.0,42.0,68.0,78.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12
35,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,Premier League,20.0,2001.0,23.0,20.0,1828.0,20.3,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.6,2.2,60.0,49.0,127.0,0.05,0.1,0.15,0.05,0.15,0.03,0.08,0.11,0.03,0.11
36,Kristoffer Ajer,no NOR,DF,Brentford,Premier League,23.0,1998.0,24.0,23.0,1995.0,22.2,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.7,2.5,30.0,82.0,29.0,0.05,0.14,0.18,0.05,0.18,0.04,0.08,0.11,0.04,0.11
37,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,27.0,1994.0,36.0,31.0,2738.0,30.4,12.0,8.0,20.0,9.0,3.0,3.0,5.0,1.0,10.6,8.3,7.0,15.3,21.0,69.0,217.0,0.39,0.26,0.66,0.3,0.56,0.35,0.23,0.58,0.27,0.5
38,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,26.0,1995.0,26.0,25.0,2261.0,25.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.9,1.9,0.1,2.0,18.0,115.0,8.0,0.04,0.0,0.04,0.04,0.04,0.08,0.0,0.08,0.08,0.08
39,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,28.0,1993.0,25.0,21.0,1844.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,35.0,51.0,52.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
40,Marley Aké,fr FRA,"FW,MF",Juventus,Serie A,20.0,2001.0,4.0,0.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nathan Aké,nl NED,DF,Manchester City,Premier League,26.0,1995.0,14.0,10.0,923.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.2,12.0,57.0,8.0,0.2,0.0,0.2,0.2,0.2,0.07,0.06,0.12,0.07,0.12
42,Ilias Akhomach,es ESP,FW,Barcelona,La Liga,17.0,2004.0,2.0,2.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,7.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.11,0.43,0.54,0.11,0.54
43,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,Ligue 1,19.0,2002.0,7.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.06,0.3,0.24,0.3
44,Paul Akouokou,ci CIV,MF,Betis,La Liga,23.0,1997.0,8.0,6.0,516.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.1,0.1,3.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,28.0,1992.0,10.0,4.0,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
46,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,Bundesliga,26.0,1995.0,26.0,19.0,1527.0,17.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,2.6,3.8,36.0,87.0,40.0,0.12,0.12,0.24,0.12,0.24,0.07,0.15,0.22,0.07,0.22
47,David Alaba,at AUT,DF,Real Madrid,La Liga,29.0,1992.0,30.0,30.0,2642.0,29.4,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,2.2,3.8,40.0,154.0,76.0,0.07,0.1,0.17,0.07,0.17,0.06,0.07,0.13,0.06,0.13
48,Sofiane Alakouch,ma MAR,"DF,MF",Metz,Ligue 1,23.0,1998.0,4.0,0.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
49,Tomás Alarcón,cl CHI,MF,Cádiz,La Liga,22.0,1999.0,23.0,16.0,1425.0,15.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.1,1.1,1.1,2.2,6.0,55.0,13.0,0.0,0.06,0.06,0.0,0.06,0.07,0.07,0.14,0.07,0.14
50,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,28.0,1992.0,27.0,5.0,655.0,7.3,6.0,0.0,6.0,6.0,0.0,1.0,2.0,0.0,6.0,5.2,1.0,6.2,6.0,10.0,44.0,0.82,0.0,0.82,0.82,0.82,0.82,0.14,0.96,0.71,0.85
52,Jordi Alba,es ESP,DF,Barcelona,La Liga,32.0,1989.0,30.0,30.0,2644.0,29.4,2.0,10.0,12.0,2.0,0.0,0.0,11.0,0.0,1.5,1.5,7.1,8.7,47.0,291.0,213.0,0.07,0.34,0.41,0.07,0.41,0.05,0.24,0.29,0.05,0.29
53,Josué Albert,gf GUF,DF,Clermont Foot,Ligue 1,29.0,1992.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13
54,Luis Alberto,es ESP,MF,Lazio,Serie A,28.0,1992.0,34.0,27.0,2353.0,26.1,5.0,9.0,14.0,5.0,0.0,0.0,5.0,0.0,3.3,3.3,7.8,11.1,84.0,223.0,89.0,0.19,0.34,0.54,0.19,0.54,0.12,0.3,0.42,0.12,0.42
55,Raúl Albiol,es ESP,DF,Villarreal,La Liga,35.0,1985.0,28.0,28.0,2465.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.1,0.5,11.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02
56,Marc Albrighton,eng ENG,"FW,DF",Leicester City,Premier League,31.0,1989.0,17.0,11.0,1132.0,12.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,2.0,2.5,21.0,26.0,56.0,0.08,0.16,0.24,0.08,0.24,0.04,0.16,0.2,0.04,0.2
57,Paco Alcácer,es ESP,FW,Villarreal,La Liga,27.0,1993.0,18.0,10.0,787.0,8.7,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,3.9,3.9,1.6,5.5,4.0,10.0,45.0,0.11,0.34,0.46,0.11,0.46,0.45,0.19,0.63,0.45,0.63
58,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,30.0,1991.0,25.0,17.0,1534.0,17.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.3,4.2,24.0,214.0,45.0,0.06,0.23,0.29,0.06,0.29,0.11,0.14,0.25,0.11,0.25
59,Rubén Alcaraz,es ESP,MF,Cádiz,La Liga,30.0,1991.0,14.0,12.0,1105.0,12.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,0.9,2.3,26.0,87.0,21.0,0.16,0.0,0.16,0.16,0.16,0.11,0.08,0.18,0.11,0.18
60,Omar Alderete,py PAR,DF,Valencia,La Liga,24.0,1996.0,29.0,28.0,2403.0,26.7,2.0,0.0,2.0,2.0,0.0,0.0,15.0,0.0,0.8,0.8,0.1,1.0,17.0,89.0,3.0,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04
61,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,26.0,1995.0,20.0,11.0,1065.0,11.8,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.4,1.4,1.8,3.2,63.0,25.0,88.0,0.17,0.17,0.34,0.17,0.34,0.12,0.15,0.27,0.12,0.27
62,Doğan Alemdar,tr TUR,GK,Rennes,Ligue 1,18.0,2002.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Carles Aleñá,es ESP,MF,Getafe,La Liga,23.0,1998.0,33.0,30.0,2320.0,25.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,1.8,1.8,1.3,3.1,33.0,81.0,65.0,0.04,0.08,0.12,0.04,0.12,0.07,0.05,0.12,0.07,0.12
64,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,22.0,1998.0,32.0,32.0,2853.0,31.7,2.0,12.0,14.0,2.0,0.0,0.0,2.0,0.0,2.4,2.4,12.0,14.4,53.0,267.0,201.0,0.06,0.38,0.44,0.06,0.44,0.07,0.38,0.46,0.07,0.46
65,Mohamed Ali Cho,fr FRA,FW,Angers,Ligue 1,17.0,2004.0,32.0,21.0,1837.0,20.4,4.0,1.0,5.0,4.0,0.0,0.0,6.0,2.0,6.4,6.4,2.7,9.1,60.0,22.0,150.0,0.2,0.05,0.24,0.2,0.24,0.31,0.13,0.44,0.31,0.44
66,Alisson,br BRA,GK,Liverpool,Premier League,28.0,1992.0,36.0,36.0,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
67,Allan,br BRA,MF,Everton,Premier League,30.0,1991.0,28.0,25.0,2183.0,24.3,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.2,0.2,0.8,1.1,26.0,130.0,18.0,0.0,0.08,0.08,0.0,0.08,0.01,0.03,0.04,0.01,0.04
68,Jim Allevinah,ga GAB,FW,Clermont Foot,Ligue 1,26.0,1995.0,30.0,13.0,1488.0,16.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.8,2.8,1.9,4.7,77.0,56.0,118.0,0.06,0.12,0.18,0.06,0.18,0.17,0.12,0.29,0.17,0.29
69,Dele Alli,eng ENG,MF,Tottenham,Premier League,25.0,1996.0,10.0,8.0,657.0,7.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.6,0.8,0.3,1.1,8.0,18.0,22.0,0.14,0.0,0.14,0.0,0.0,0.22,0.04,0.26,0.11,0.15
70,Dele Alli,eng ENG,"MF,FW",Everton,Premier League,25.0,1996.0,11.0,1.0,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.4,0.5,7.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12
71,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,27.0,1994.0,30.0,19.0,1716.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.7,1.7,0.9,2.6,44.0,46.0,85.0,0.05,0.0,0.05,0.05,0.05,0.09,0.05,0.14,0.09,0.14
72,Marcos Alonso,es ESP,DF,Chelsea,Premier League,30.0,1990.0,28.0,25.0,2167.0,24.1,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,2.8,2.8,4.5,7.3,51.0,93.0,192.0,0.17,0.17,0.33,0.17,0.33,0.12,0.19,0.3,0.12,0.3
73,Giorgio Altare,it ITA,DF,Cagliari,Serie A,22.0,1998.0,19.0,17.0,1466.0,16.3,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.6,1.6,13.0,71.0,10.0,0.06,0.0,0.06,0.06,0.06,0.06,0.04,0.1,0.06,0.1
74,Hugo Álvarez,es ESP,FW,Celta Vigo,La Liga,18.0,2003.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,1.39,1.39,1.39
75,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,26.0,1995.0,22.0,21.0,1860.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.1,0.6,16.0,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
76,Dani Alves,br BRA,DF,Barcelona,La Liga,38.0,1983.0,14.0,13.0,1098.0,12.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,0.3,0.3,2.3,2.5,33.0,72.0,25.0,0.08,0.25,0.33,0.08,0.33,0.02,0.19,0.21,0.02,0.21
78,Steven Alzate,co COL,MF,Brighton,Premier League,22.0,1998.0,9.0,5.0,404.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,3.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
79,Ibrahim Amadou,fr FRA,"DF,MF",Metz,Ligue 1,28.0,1993.0,10.0,10.0,812.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.5,6.0,21.0,1.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05
80,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,19.0,2001.0,3.0,1.0,79.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,4.0,6.0,0.0,1.14,1.14,0.0,1.14,0.03,0.1,0.13,0.03,0.13
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,26.0,1994.0,28.0,23.0,2123.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
82,Amath,sn SEN,"FW,MF",Mallorca,La Liga,25.0,1996.0,19.0,9.0,884.0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,0.9,2.3,18.0,19.0,58.0,0.0,0.1,0.1,0.0,0.1,0.14,0.1,0.23,0.14,0.23
83,Jordan Amavi,fr FRA,DF,Nice,Ligue 1,27.0,1994.0,8.0,4.0,413.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,13.0,28.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
84,Jordan Amavi,fr FRA,"DF,FW",Marseille,Ligue 1,27.0,1994.0,2.0,2.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
85,Wisdom Amey,it ITA,DF,Bologna,Serie A,15.0,2005.0,1.0,1.0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Kelvin Amian,fr FRA,DF,Spezia,Serie A,23.0,1998.0,32.0,31.0,2646.0,29.4,1.0,1.0,2.0,1.0,0.0,0.0,9.0,2.0,2.6,2.6,1.3,3.9,38.0,64.0,50.0,0.03,0.03,0.07,0.03,0.07,0.09,0.04,0.13,0.09,0.13
