Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Bryan Reynolds,2333,USA,DF,Roma,it Serie A,20.0,2001.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2333,USA,DF,Roma,it Serie A,20.0,2001.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nico Ribaudo,2334,ESP,"MF,FW",Espanyol,es La Liga,20.0,2001.0,31.0,7.0,1116.0,12.4,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.16,0.0,0.16,0.16,0.16,1.2,1.2,1.6,2.8,0.1,0.13,0.22,0.1,0.22,2334,ESP,"MF,FW",Espanyol,es La Liga,20.0,2001.0,12.4,2.0,20.0,4.0,20.0,1.61,0.32,0.1,0.5,21.8,0.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8
Tiago Ribeiro,2335,PRT,FW,Monaco,fr Ligue 1,19.0,2002.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2335,PRT,FW,Monaco,fr Ligue 1,19.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Franck Ribéry,2336,FRA,"MF,FW",Salernitana,it Serie A,38.0,1983.0,23.0,16.0,1421.0,15.8,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,3.8,4.7,0.06,0.24,0.3,0.06,0.3,2336,FRA,"MF,FW",Salernitana,it Serie A,38.0,1983.0,15.8,0.0,12.0,2.0,16.7,0.76,0.13,0.0,0.0,18.4,2.0,0.0,0.0,0.9,0.9,0.08,-0.9,-0.9
Samuele Ricci,2337,ITA,MF,Torino,it Serie A,19.0,2001.0,12.0,9.0,722.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.4,1.0,0.07,0.05,0.12,0.07,0.12,2337,ITA,MF,Torino,it Serie A,19.0,2001.0,8.0,0.0,4.0,1.0,25.0,0.5,0.12,0.0,0.0,16.2,0.0,0.0,0.0,0.6,0.6,0.14,-0.6,-0.6
Declan Rice,2340,GBR,MF,West Ham,eng Premier League,22.0,1999.0,36.0,35.0,3179.0,35.3,1.0,4.0,1.0,0.0,0.0,8.0,0.0,0.03,0.11,0.14,0.03,0.14,1.6,1.6,2.1,3.7,0.05,0.06,0.11,0.05,0.11,2340,GBR,MF,West Ham,eng Premier League,22.0,1999.0,35.3,1.0,26.0,8.0,30.8,0.74,0.23,0.04,0.13,22.8,1.0,0.0,0.0,1.6,1.6,0.06,-0.6,-0.6
Chris Richards,2341,USA,DF,Hoffenheim,de Bundesliga,21.0,2000.0,19.0,13.0,1304.0,14.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.07,0.14,0.07,0.14,1.4,1.4,0.5,1.9,0.1,0.03,0.13,0.1,0.13,2341,USA,DF,Hoffenheim,de Bundesliga,21.0,2000.0,14.5,1.0,9.0,1.0,11.1,0.62,0.07,0.11,1.0,8.1,0.0,0.0,0.0,1.4,1.4,0.16,-0.4,-0.4
Omar Richards,2343,GBR,DF,Bayern Munich,de Bundesliga,23.0,1998.0,12.0,5.0,438.0,4.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.08,0.04,0.11,0.08,0.11,2343,GBR,DF,Bayern Munich,de Bundesliga,23.0,1998.0,4.9,0.0,4.0,0.0,0.0,0.82,0.0,0.0,,12.8,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
Taylor Richards,2344,GBR,MF,Brighton,eng Premier League,20.0,2000.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17,2344,GBR,MF,Brighton,eng Premier League,20.0,2000.0,0.3,0.0,1.0,0.0,0.0,3.6,0.0,0.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Richarlison,2345,BRA,FW,Everton,eng Premier League,24.0,1997.0,30.0,28.0,2523.0,28.0,10.0,5.0,7.0,3.0,3.0,9.0,0.0,0.36,0.18,0.54,0.25,0.43,10.0,7.7,4.3,12.0,0.36,0.15,0.51,0.27,0.43,2345,BRA,FW,Everton,eng Premier League,24.0,1997.0,28.0,10.0,69.0,20.0,29.0,2.46,0.71,0.1,0.35,16.4,2.0,3.0,3.0,10.0,7.7,0.11,0.0,-0.7
Marco Richter,2346,DEU,"FW,MF",Hertha BSC,de Bundesliga,23.0,1997.0,30.0,19.0,1704.0,18.9,5.0,1.0,5.0,0.0,0.0,6.0,0.0,0.26,0.05,0.32,0.26,0.32,4.0,4.0,1.8,5.8,0.21,0.1,0.31,0.21,0.31,2346,DEU,"FW,MF",Hertha BSC,de Bundesliga,23.0,1997.0,18.9,5.0,44.0,17.0,38.6,2.32,0.9,0.11,0.29,20.1,3.0,0.0,0.0,4.0,4.0,0.09,1.0,1.0
Diego Rico,2347,ESP,DF,Real Sociedad,es La Liga,28.0,1993.0,21.0,19.0,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.1,1.5,0.03,0.06,0.08,0.03,0.08,2347,ESP,DF,Real Sociedad,es La Liga,28.0,1993.0,18.3,0.0,10.0,1.0,10.0,0.55,0.05,0.0,0.0,26.3,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5
Sergio Rico,2348,ESP,GK,Mallorca,es La Liga,27.0,1993.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348,ESP,GK,Mallorca,es La Liga,27.0,1993.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jaïro Riedewald,2350,NLD,MF,Crystal Palace,eng Premier League,24.0,1996.0,3.0,1.0,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09,2350,NLD,MF,Crystal Palace,eng Premier League,24.0,1996.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Manuel Riemann,2351,DEU,GK,Bochum,de Bundesliga,32.0,1988.0,31.0,31.0,2790.0,31.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.8,0.0,0.4,0.4,0.03,0.01,0.04,0.0,0.01,2351,DEU,GK,Bochum,de Bundesliga,32.0,1988.0,31.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,1.0,0.8,0.0,,-0.8,0.0
Tomás Rincón,2352,VEN,MF,Torino,it Serie A,33.0,1988.0,7.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,2352,VEN,MF,Torino,it Serie A,33.0,1988.0,1.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Luis Rioja,2354,ESP,"MF,FW",Alavés,es La Liga,27.0,1993.0,37.0,36.0,3111.0,34.6,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.03,0.09,0.12,0.03,0.12,3.8,3.8,5.2,9.0,0.11,0.15,0.26,0.11,0.26,2354,ESP,"MF,FW",Alavés,es La Liga,27.0,1993.0,34.6,1.0,44.0,16.0,36.4,1.27,0.46,0.02,0.06,18.3,0.0,0.0,0.0,3.8,3.8,0.09,-2.8,-2.8
Renaud Ripart,2355,FRA,"MF,FW",Troyes,fr Ligue 1,28.0,1993.0,28.0,22.0,1893.0,21.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.1,0.1,0.19,0.1,0.19,4.1,4.1,2.2,6.3,0.19,0.11,0.3,0.19,0.3,2355,FRA,"MF,FW",Troyes,fr Ligue 1,28.0,1993.0,21.0,2.0,41.0,13.0,31.7,1.95,0.62,0.05,0.15,16.1,0.0,0.0,0.0,4.1,4.1,0.1,-2.1,-2.1
Mihailo Ristić,2356,SRB,DF,Montpellier,fr Ligue 1,25.0,1995.0,29.0,19.0,1803.0,20.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.05,0.15,0.2,0.05,0.2,0.7,0.7,1.5,2.2,0.04,0.07,0.11,0.04,0.11,2356,SRB,DF,Montpellier,fr Ligue 1,25.0,1995.0,20.0,1.0,18.0,5.0,27.8,0.9,0.25,0.06,0.2,29.0,1.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3
Matt Ritchie,2357,SYC,DF,Newcastle Utd,eng Premier League,31.0,1989.0,18.0,14.0,1337.0,14.9,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.13,0.13,0.0,0.13,1.0,1.0,2.7,3.7,0.07,0.18,0.25,0.07,0.25,2357,SYC,DF,Newcastle Utd,eng Premier League,31.0,1989.0,14.9,0.0,10.0,1.0,10.0,0.67,0.07,0.0,0.0,22.4,1.0,0.0,0.0,1.0,1.0,0.1,-1.0,-1.0
Maxence Rivera,2358,FRA,FW,Saint-Étienne,fr Ligue 1,19.0,2002.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358,FRA,FW,Saint-Étienne,fr Ligue 1,19.0,2002.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Rober,2359,ESP,DF,Levante,es La Liga,26.0,1995.0,27.0,21.0,2010.0,22.3,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.3,1.7,0.06,0.01,0.07,0.06,0.07,2359,ESP,DF,Levante,es La Liga,26.0,1995.0,22.3,1.0,8.0,1.0,12.5,0.36,0.04,0.13,1.0,8.4,0.0,0.0,0.0,1.4,1.4,0.17,-0.4,-0.4
Sergi Roberto,2360,ESP,"MF,DF",Barcelona,es La Liga,29.0,1992.0,9.0,4.0,400.0,4.4,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.45,0.23,0.68,0.45,0.68,1.5,1.5,0.5,2.0,0.33,0.11,0.44,0.33,0.44,2360,ESP,"MF,DF",Barcelona,es La Liga,29.0,1992.0,4.4,2.0,4.0,3.0,75.0,0.9,0.68,0.5,0.67,10.1,0.0,0.0,0.0,1.5,1.5,0.37,0.5,0.5
Connor Roberts,2361,GB-WLS,DF,Burnley,eng Premier League,25.0,1995.0,21.0,19.0,1692.0,18.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.11,0.05,0.11,0.5,0.5,1.6,2.0,0.02,0.08,0.11,0.02,0.11,2361,GB-WLS,DF,Burnley,eng Premier League,25.0,1995.0,18.8,1.0,6.0,4.0,66.7,0.32,0.21,0.17,0.25,21.7,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5
Patrick Roberts,2362,GBR,MF,Troyes,fr Ligue 1,24.0,1997.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,3.0,3.0,3.0,2362,GBR,MF,Troyes,fr Ligue 1,24.0,1997.0,0.2,0.0,1.0,0.0,0.0,6.43,0.0,0.0,,8.2,0.0,0.0,0.0,0.5,0.5,0.5,-0.5,-0.5
Tyler Roberts,2363,GB-WLS,"MF,FW",Leeds United,eng Premier League,22.0,1999.0,23.0,7.0,987.0,11.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.4,3.8,0.22,0.13,0.35,0.22,0.35,2363,GB-WLS,"MF,FW",Leeds United,eng Premier League,22.0,1999.0,11.0,1.0,30.0,12.0,40.0,2.74,1.09,0.03,0.08,19.7,0.0,0.0,0.0,2.4,2.4,0.08,-1.4,-1.4
Andrew Robertson,2364,SYC,DF,Liverpool,eng Premier League,27.0,1994.0,29.0,29.0,2537.0,28.2,3.0,10.0,3.0,0.0,0.0,5.0,1.0,0.11,0.35,0.46,0.11,0.46,1.6,1.6,6.0,7.6,0.06,0.21,0.27,0.06,0.27,2364,SYC,DF,Liverpool,eng Premier League,27.0,1994.0,28.2,3.0,18.0,8.0,44.4,0.64,0.28,0.17,0.38,16.9,0.0,0.0,0.0,1.6,1.6,0.09,1.4,1.4
Marc Roca,2366,ESP,MF,Bayern Munich,de Bundesliga,24.0,1996.0,9.0,4.0,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.06,0.11,0.17,0.06,0.17,2366,ESP,MF,Bayern Munich,de Bundesliga,24.0,1996.0,4.2,0.0,5.0,0.0,0.0,1.19,0.0,0.0,,22.6,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Rubén Rochina,2367,ESP,"MF,FW",Granada,es La Liga,30.0,1991.0,15.0,8.0,743.0,8.3,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.12,0.36,0.48,0.12,0.48,0.7,0.7,1.0,1.8,0.09,0.12,0.21,0.09,0.21,2367,ESP,"MF,FW",Granada,es La Liga,30.0,1991.0,8.3,1.0,15.0,5.0,33.3,1.82,0.61,0.07,0.2,25.4,1.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3
Cimo Röcker,2368,DEU,DF,Hertha BSC,de Bundesliga,27.0,1994.0,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.45,0.45,0.0,0.45,2368,DEU,DF,Hertha BSC,de Bundesliga,27.0,1994.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Enzo Roco,2369,CHL,DF,Elche,es La Liga,28.0,1992.0,30.0,29.0,2552.0,28.4,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,2369,CHL,DF,Elche,es La Liga,28.0,1992.0,28.4,1.0,11.0,3.0,27.3,0.39,0.11,0.09,0.33,11.4,0.0,0.0,0.0,1.2,1.2,0.11,-0.2,-0.2
Stian Rode Gregersen,2370,NOR,DF,Bordeaux,fr Ligue 1,26.0,1995.0,24.0,22.0,1953.0,21.7,1.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.09,0.05,0.09,1.2,1.2,0.4,1.6,0.05,0.02,0.07,0.05,0.07,2370,NOR,DF,Bordeaux,fr Ligue 1,26.0,1995.0,21.7,1.0,6.0,1.0,16.7,0.28,0.05,0.17,1.0,8.9,0.0,0.0,0.0,1.2,1.2,0.19,-0.2,-0.2
Sebastian Rode,2371,DEU,MF,Eint Frankfurt,de Bundesliga,30.0,1990.0,17.0,10.0,759.0,8.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,0.9,0.9,1.0,1.9,0.1,0.12,0.22,0.1,0.22,2371,DEU,MF,Eint Frankfurt,de Bundesliga,30.0,1990.0,8.4,1.0,6.0,2.0,33.3,0.71,0.24,0.17,0.5,18.8,0.0,0.0,0.0,0.9,0.9,0.15,0.1,0.1
Joe Rodon,2372,GB-WLS,DF,Tottenham,eng Premier League,23.0,1997.0,3.0,0.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372,GB-WLS,DF,Tottenham,eng Premier League,23.0,1997.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Rodri,2373,ESP,MF,Manchester City,eng Premier League,25.0,1996.0,33.0,33.0,2884.0,32.0,7.0,2.0,7.0,0.0,0.0,5.0,0.0,0.22,0.06,0.28,0.22,0.28,3.0,3.0,1.9,4.9,0.09,0.06,0.15,0.09,0.15,2373,ESP,MF,Manchester City,eng Premier League,25.0,1996.0,32.0,7.0,45.0,14.0,31.1,1.4,0.44,0.16,0.5,19.7,0.0,0.0,0.0,3.0,3.0,0.07,4.0,4.0
Rodrigo,2374,ESP,"MF,FW",Leeds United,eng Premier League,30.0,1991.0,31.0,27.0,2265.0,25.2,6.0,1.0,5.0,1.0,1.0,9.0,0.0,0.24,0.04,0.28,0.2,0.24,4.6,3.8,4.3,8.1,0.18,0.17,0.35,0.15,0.32,2374,ESP,"MF,FW",Leeds United,eng Premier League,30.0,1991.0,25.2,6.0,46.0,17.0,37.0,1.83,0.68,0.11,0.29,18.9,0.0,1.0,1.0,4.6,3.8,0.08,1.4,1.2
Gerson Rodrigues,2376,LUX,"FW,MF",Troyes,fr Ligue 1,26.0,1995.0,12.0,9.0,848.0,9.4,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.11,0.11,0.21,0.11,0.21,2.7,2.7,0.6,3.3,0.29,0.06,0.35,0.29,0.35,2376,LUX,"FW,MF",Troyes,fr Ligue 1,26.0,1995.0,9.4,1.0,23.0,7.0,30.4,2.44,0.74,0.04,0.14,19.9,0.0,0.0,0.0,2.7,2.7,0.12,-1.7,-1.7
Kévin Rodrigues,2377,PRT,"DF,FW",Rayo Vallecano,es La Liga,27.0,1994.0,13.0,5.0,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,2377,PRT,"DF,FW",Rayo Vallecano,es La Liga,27.0,1994.0,4.8,0.0,4.0,0.0,0.0,0.83,0.0,0.0,,26.9,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Ángel Rodríguez,2378,ESP,"FW,MF",Mallorca,es La Liga,34.0,1987.0,29.0,19.0,1544.0,17.2,4.0,2.0,4.0,0.0,0.0,4.0,0.0,0.23,0.12,0.35,0.23,0.35,4.6,4.6,1.1,5.7,0.27,0.06,0.33,0.27,0.33,2378,ESP,"FW,MF",Mallorca,es La Liga,34.0,1987.0,17.2,4.0,29.0,11.0,37.9,1.69,0.64,0.14,0.36,13.0,0.0,0.0,0.0,4.6,4.6,0.16,-0.6,-0.6
Óscar Rodríguez Arnaiz,2379,ESP,"MF,FW",Getafe,es La Liga,23.0,1998.0,18.0,9.0,943.0,10.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,1.3,1.3,1.0,2.3,0.12,0.1,0.22,0.12,0.22,2379,ESP,"MF,FW",Getafe,es La Liga,23.0,1998.0,10.5,0.0,26.0,8.0,30.8,2.48,0.76,0.0,0.0,25.7,9.0,0.0,0.0,1.3,1.3,0.05,-1.3,-1.3
Dani Rodríguez,2381,ESP,"MF,FW",Mallorca,es La Liga,33.0,1988.0,36.0,33.0,2832.0,31.5,3.0,3.0,3.0,0.0,0.0,7.0,0.0,0.1,0.1,0.19,0.1,0.19,3.4,3.4,3.5,6.9,0.11,0.11,0.22,0.11,0.22,2381,ESP,"MF,FW",Mallorca,es La Liga,33.0,1988.0,31.5,3.0,42.0,10.0,23.8,1.33,0.32,0.07,0.3,19.8,3.0,0.0,0.0,3.4,3.4,0.08,-0.4,-0.4
Guido Rodríguez,2382,ARG,MF,Betis,es La Liga,27.0,1994.0,32.0,29.0,2529.0,28.1,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.04,0.07,0.11,0.04,0.11,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07,2382,ARG,MF,Betis,es La Liga,27.0,1994.0,28.1,1.0,21.0,8.0,38.1,0.75,0.28,0.05,0.13,21.4,0.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2
Jay Rodriguez,2383,GBR,FW,Burnley,eng Premier League,32.0,1989.0,29.0,13.0,1382.0,15.4,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.13,0.13,0.26,0.13,0.26,5.6,5.6,1.6,7.2,0.36,0.1,0.47,0.36,0.47,2383,GBR,FW,Burnley,eng Premier League,32.0,1989.0,15.4,2.0,41.0,11.0,26.8,2.67,0.72,0.05,0.18,15.1,0.0,0.0,0.0,5.6,5.6,0.14,-3.6,-3.6
Ricardo Rodríguez,2384,CHE,DF,Torino,it Serie A,28.0,1992.0,34.0,28.0,2473.0,27.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,2.1,2.5,0.02,0.08,0.09,0.02,0.09,2384,CHE,DF,Torino,it Serie A,28.0,1992.0,27.5,0.0,9.0,0.0,0.0,0.33,0.0,0.0,,26.3,3.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Rodrygo,2385,BRA,FW,Real Madrid,es La Liga,20.0,2001.0,33.0,17.0,1523.0,16.9,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.24,0.24,0.47,0.24,0.47,3.5,3.5,3.1,6.6,0.21,0.19,0.39,0.21,0.39,2385,BRA,FW,Real Madrid,es La Liga,20.0,2001.0,16.9,4.0,34.0,15.0,44.1,2.01,0.89,0.12,0.27,16.4,0.0,0.0,0.0,3.5,3.5,0.1,0.5,0.5
Mads Roerslev,2386,DNK,DF,Brentford,eng Premier League,22.0,1999.0,21.0,12.0,1240.0,13.8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.07,0.15,0.07,0.15,0.5,0.5,0.6,1.1,0.04,0.04,0.08,0.04,0.08,2386,DNK,DF,Brentford,eng Premier League,22.0,1999.0,13.8,1.0,5.0,2.0,40.0,0.36,0.15,0.2,0.5,17.4,0.0,0.0,0.0,0.5,0.5,0.11,0.5,0.5
Marko Rog,2387,HRV,MF,Cagliari,it Serie A,26.0,1995.0,8.0,2.0,311.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,0.4,0.4,0.2,0.6,0.11,0.06,0.17,0.11,0.17,2387,HRV,MF,Cagliari,it Serie A,26.0,1995.0,3.5,0.0,7.0,1.0,14.3,2.03,0.29,0.0,0.0,22.7,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
Rogério,2388,BRA,DF,Sassuolo,it Serie A,23.0,1998.0,23.0,19.0,1729.0,19.2,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05,0.6,0.6,1.9,2.5,0.03,0.1,0.13,0.03,0.13,2388,BRA,DF,Sassuolo,it Serie A,23.0,1998.0,19.2,0.0,14.0,4.0,28.6,0.73,0.21,0.0,0.0,23.4,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6
Alessio Romagnoli,2389,ITA,DF,Milan,it Serie A,26.0,1995.0,19.0,16.0,1409.0,15.7,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.1,0.9,0.05,0.01,0.06,0.05,0.06,2389,ITA,DF,Milan,it Serie A,26.0,1995.0,15.7,1.0,12.0,5.0,41.7,0.77,0.32,0.08,0.2,14.2,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2
Simone Romagnoli,2390,ITA,DF,Empoli,it Serie A,31.0,1990.0,19.0,17.0,1497.0,16.6,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,1.5,1.5,0.4,1.9,0.09,0.02,0.11,0.09,0.11,2390,ITA,DF,Empoli,it Serie A,31.0,1990.0,16.6,2.0,5.0,2.0,40.0,0.3,0.12,0.4,1.0,6.5,0.0,0.0,0.0,1.5,1.5,0.3,0.5,0.5
Leonardo Román,2392,ESP,GK,Mallorca,es La Liga,21.0,2000.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2392,ESP,GK,Mallorca,es La Liga,21.0,2000.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Cristian Romero,2393,ARG,DF,Tottenham,eng Premier League,23.0,1998.0,22.0,21.0,1844.0,20.5,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,0.3,0.9,0.03,0.02,0.04,0.03,0.04,2393,ARG,DF,Tottenham,eng Premier League,23.0,1998.0,20.5,1.0,6.0,2.0,33.3,0.29,0.1,0.17,0.5,13.9,0.0,0.0,0.0,0.6,0.6,0.09,0.4,0.4
Iván Romero,2394,ESP,FW,Sevilla,es La Liga,20.0,2001.0,5.0,2.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.32,0.0,0.32,0.32,0.32,2394,ESP,FW,Sevilla,es La Liga,20.0,2001.0,2.0,0.0,2.0,1.0,50.0,1.01,0.51,0.0,0.0,12.5,0.0,0.0,0.0,0.6,0.6,0.32,-0.6,-0.6
Luka Romero,2395,ARG,FW,Lazio,it Serie A,16.0,2004.0,8.0,0.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.09,0.11,0.02,0.11,2395,ARG,FW,Lazio,it Serie A,16.0,2004.0,0.9,0.0,1.0,1.0,100.0,1.07,1.07,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Sergio Romero,2396,ARG,GK,Venezia,it Serie A,34.0,1987.0,16.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2396,ARG,GK,Venezia,it Serie A,34.0,1987.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
