,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
41,David Alaba,AT,DF,Bayern Munich,Bundesliga,26,1992,31,29,2530,28.1,3,3,6,3,0,0,4,0,3.2,3.2,4.4,7.6,87,190,240,0.11,0.11,0.21,0.11,0.21,0.11,0.16,0.27,0.11,0.27
42,Sofiane Alakouch,MA,DF,Nîmes,Ligue 1,20,1998,25,23,1895,21.1,1,0,1,1,0,0,4,0,0.5,0.5,1.5,2.0,43,79,64,0.05,0.00,0.05,0.05,0.05,0.02,0.07,0.10,0.02,0.10
43,Lucas Alario,AR,"FW,MF",Leverkusen,Bundesliga,25,1992,27,11,1265,14.1,9,3,12,9,0,0,1,0,6.7,6.7,1.4,8.1,12,22,86,0.64,0.21,0.85,0.64,0.85,0.47,0.10,0.57,0.47,0.57
44,Jordi Alba,ES,DF,Barcelona,La Liga,29,1989,36,32,2991,33.2,2,8,10,2,0,0,6,0,1.8,1.8,6.7,8.5,63,207,372,0.06,0.24,0.30,0.06,0.30,0.05,0.20,0.25,0.05,0.25
45,Luis Alberto,ES,"MF,FW",Lazio,Serie A,25,1992,27,25,1990,22.1,4,5,9,3,1,1,5,1,4.2,3.4,5.9,9.4,100,200,132,0.18,0.23,0.41,0.14,0.36,0.19,0.27,0.46,0.16,0.42
46,Raul Albiol,ES,DF,Napoli,Serie A,32,1985,20,19,1713,19.0,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,4,81,2,0.05,0.00,0.05,0.05,0.05,0.01,0.02,0.04,0.01,0.04
47,Miiko Albornoz,CL,"DF,MF",Hannover 96,Bundesliga,27,1990,22,19,1660,18.4,1,3,4,1,0,0,3,1,0.3,0.3,1.5,1.8,34,71,75,0.05,0.16,0.22,0.05,0.22,0.02,0.08,0.10,0.02,0.10
48,Marc Albrighton,EN,"FW,MF",Leicester City,Premier League,28,1989,27,18,1625,18.1,2,2,4,2,0,0,3,0,1.2,1.2,2.9,4.1,54,64,172,0.11,0.11,0.22,0.11,0.22,0.07,0.16,0.23,0.07,0.23
49,Paco Alcacer,ES,FW,Dortmund,Bundesliga,24,1993,26,11,1211,13.5,18,0,18,17,1,1,0,0,9.5,8.8,1.6,10.4,12,17,70,1.34,0.00,1.34,1.26,1.26,0.71,0.12,0.83,0.65,0.77
50,Pedro Alcala,ES,DF,Girona,La Liga,29,1989,25,20,1868,20.8,1,1,2,1,0,0,9,0,1.0,1.0,0.6,1.6,13,47,3,0.05,0.05,0.10,0.05,0.10,0.05,0.03,0.08,0.05,0.08
52,Thiago Alcantara,ES,MF,Bayern Munich,Bundesliga,27,1991,30,26,2408,26.8,2,6,8,2,0,0,5,0,1.9,1.9,3.5,5.4,49,310,56,0.07,0.22,0.30,0.07,0.30,0.07,0.13,0.20,0.07,0.20
53,Ruben Alcaraz,ES,MF,Valladolid,La Liga,27,1991,34,34,2976,33.1,3,2,5,3,0,1,13,0,3.5,2.7,0.9,3.6,45,181,21,0.09,0.06,0.15,0.09,0.15,0.10,0.03,0.13,0.08,0.11
54,Toby Alderweireld,BE,DF,Tottenham,Premier League,29,1989,34,33,2922,32.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.8,25,161,5,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
55,Alex Alegria,ES,"FW,MF",Rayo Vallecano,La Liga,25,1992,9,0,140,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,4,5,7,0.00,0.00,0.00,0.00,0.00,0.16,0.24,0.40,0.16,0.40
56,Alexis Alegue,FR,FW,Nantes,Ligue 1,21,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
57,Ivan Alejo,ES,MF,Getafe,La Liga,23,1995,4,2,146,1.6,0,0,0,0,0,0,2,1,0.0,0.0,0.6,0.6,7,3,10,0.00,0.00,0.00,0.00,0.00,0.02,0.35,0.36,0.02,0.36
58,Carles Alena,ES,MF,Barcelona,La Liga,20,1998,17,6,637,7.1,2,0,2,2,0,0,2,0,1.3,1.3,0.7,2.0,18,65,38,0.28,0.00,0.28,0.28,0.28,0.18,0.10,0.28,0.18,0.28
59,Runar Alex Runarsson,IS,GK,Dijon,Ligue 1,23,1995,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60,Alexander,AR,FW,Leganés,La Liga,29,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,Trent Alexander-Arnold,EN,DF,Liverpool,Premier League,19,1998,29,27,2462,27.4,1,12,13,1,0,0,3,0,1.6,1.6,6.3,7.9,70,157,174,0.04,0.44,0.48,0.04,0.48,0.06,0.23,0.29,0.06,0.29
62,Rachid Alioui,MA,FW,Nîmes,Ligue 1,26,1992,27,11,1252,13.9,5,0,5,5,0,0,1,0,5.4,5.4,1.2,6.6,24,22,79,0.36,0.00,0.36,0.36,0.36,0.39,0.08,0.48,0.39,0.48
63,Alisson,BR,GK,Liverpool,Premier League,25,1992,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64,Bobby Allain,FR,GK,Dijon,Ligue 1,26,1991,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
65,Allan,BR,MF,Napoli,Serie A,27,1991,33,28,2616,29.1,1,3,4,1,0,0,10,0,1.0,1.0,2.5,3.6,49,236,45,0.03,0.10,0.14,0.03,0.14,0.03,0.09,0.12,0.03,0.12
66,Allan,BR,MF,Eint Frankfurt,Bundesliga,21,1997,4,2,176,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,4,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
67,Dele Alli,EN,MF,Tottenham,Premier League,22,1996,25,22,1825,20.3,5,3,8,5,0,0,4,0,4.8,4.8,3.1,7.9,48,111,153,0.25,0.15,0.39,0.25,0.39,0.23,0.15,0.39,0.23,0.39
68,Miguel Almiron,PY,MF,Newcastle Utd,Premier League,24,1994,10,9,759,8.4,0,0,0,0,0,0,0,0,1.5,1.5,0.6,2.1,31,25,45,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.25,0.17,0.24
69,Junior Alonso,PY,"DF,MF",Celta Vigo,La Liga,25,1993,9,6,536,6.0,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.5,6,21,19,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
70,Marcos Alonso,ES,DF,Chelsea,Premier League,27,1990,31,31,2759,30.7,2,4,6,2,0,0,6,0,3.4,3.4,3.4,6.8,102,146,230,0.07,0.13,0.20,0.07,0.20,0.11,0.11,0.22,0.11,0.22
71,Mickael Alphonse,GP,DF,Dijon,Ligue 1,29,1989,11,6,571,6.3,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,21,18,38,0.16,0.00,0.16,0.16,0.16,0.05,0.07,0.11,0.05,0.11
72,Sergio Alvarez,ES,"DF,MF",Eibar,La Liga,26,1992,19,12,1069,11.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,29,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
73,Sergio Alvarez,ES,GK,Celta Vigo,La Liga,31,1986,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74,Yeray Alvarez,ES,DF,Athletic Club,La Liga,23,1995,30,30,2613,29.0,0,0,0,0,0,0,10,0,1.3,1.0,0.1,1.1,18,93,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05,0.03,0.04
75,Bruno Alves,PT,DF,Parma,Serie A,36,1981,33,33,2922,32.5,4,1,5,4,0,0,9,1,2.2,2.2,1.0,3.2,4,72,5,0.12,0.03,0.15,0.12,0.15,0.07,0.03,0.10,0.07,0.10
76,Dani Alves,BR,"MF,DF",Paris S-G,Ligue 1,35,1983,23,19,1622,18.0,1,7,8,1,0,0,4,0,1.8,1.8,6.4,8.2,41,163,131,0.06,0.39,0.44,0.06,0.44,0.10,0.36,0.46,0.10,0.46
78,Alfons Amade,DE,MF,Hoffenheim,Bundesliga,18,1999,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.59,0.59,0.59
79,Ibrahim Amadou,FR,"MF,DF",Sevilla,La Liga,25,1993,17,7,762,8.5,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,3,25,13,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
80,Romain Amalfitano,FR,"MF,FW",Dijon,Ligue 1,28,1989,32,30,2522,28.0,0,0,0,0,0,0,3,1,0.7,0.7,0.9,1.6,44,134,62,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06
81,Daniel Amartey,GH,DF,Leicester City,Premier League,23,1994,9,7,641,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,8,34,8,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06
82,Jordi Amat,ID,DF,Rayo Vallecano,La Liga,26,1992,31,31,2763,30.7,0,0,0,0,0,0,9,0,0.5,0.5,0.4,0.9,22,95,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
83,Amath,SN,MF,Getafe,La Liga,22,1996,15,13,1002,11.1,1,2,3,1,0,0,4,0,1.2,1.2,1.5,2.7,30,30,72,0.09,0.18,0.27,0.09,0.27,0.11,0.14,0.25,0.11,0.25
84,Jordan Amavi,FR,DF,Marseille,Ligue 1,24,1994,28,24,2177,24.2,0,2,2,0,0,0,7,2,0.8,0.8,2.0,2.8,74,82,98,0.00,0.08,0.08,0.00,0.08,0.03,0.08,0.11,0.03,0.11
85,Kelvin Amian,FR,DF,Toulouse,Ligue 1,20,1998,32,32,2880,32.0,0,1,1,0,0,0,6,0,0.6,0.6,0.8,1.4,46,106,59,0.00,0.03,0.03,0.00,0.03,0.02,0.02,0.04,0.02,0.04
86,Nadiem Amiri,DE,MF,Hoffenheim,Bundesliga,21,1996,13,10,754,8.4,3,1,4,3,0,0,1,0,2.2,2.2,1.4,3.5,22,50,36,0.36,0.12,0.48,0.36,0.48,0.26,0.16,0.42,0.26,0.42
87,Yanis Ammour,FR,MF,Montpellier,Ligue 1,19,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88,Luke Amos,EN,MF,Tottenham,Premier League,21,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89,Joachim Andersen,DK,DF,Sampdoria,Serie A,22,1996,32,32,2880,32.0,0,1,1,0,0,0,7,0,1.0,1.0,0.7,1.7,25,154,3,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05
90,Felipe Anderson,BR,"MF,FW",West Ham,Premier League,25,1993,36,36,3043,33.8,9,4,13,9,0,0,3,0,5.5,5.5,6.1,11.5,201,191,253,0.27,0.12,0.38,0.27,0.38,0.16,0.18,0.34,0.16,0.34
91,Florin Andone,RO,FW,Brighton,Premier League,25,1993,23,8,881,9.8,3,0,3,3,0,0,5,0,2.5,2.5,0.1,2.6,13,4,62,0.31,0.00,0.31,0.31,0.31,0.25,0.01,0.26,0.25,0.26
92,Benjamin Andre,FR,MF,Rennes,Ligue 1,27,1990,30,28,2495,27.7,3,1,4,3,0,0,8,1,3.0,3.0,0.8,3.9,52,185,86,0.11,0.04,0.14,0.11,0.14,0.11,0.03,0.14,0.11,0.14
93,Marco Andreolli,IT,DF,Cagliari,Serie A,32,1986,3,1,106,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
94,Marco Andreolli,IT,DF,Chievo,Serie A,32,1986,8,7,646,7.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
95,Yoann Andreu,FR,DF,Angers,Ligue 1,29,1989,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,Jose Angel,ES,DF,Eibar,La Liga,28,1989,35,34,3028,33.6,1,1,2,1,0,0,10,0,0.7,0.7,5.7,6.4,78,195,75,0.03,0.03,0.06,0.03,0.06,0.02,0.17,0.19,0.02,0.19
97,Miguel Angel Moya,ES,GK,Real Sociedad,La Liga,34,1984,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Cristian Ansaldi,AR,"DF,MF",Torino,Serie A,31,1986,24,23,1807,20.1,3,2,5,3,0,0,3,0,1.4,1.4,2.9,4.3,96,93,108,0.15,0.10,0.25,0.15,0.25,0.07,0.14,0.21,0.07,0.21
99,Mirco Antenucci,IT,FW,SPAL,Serie A,33,1984,35,22,2133,23.7,5,0,5,4,1,2,0,0,6.6,5.0,1.6,6.5,41,50,172,0.21,0.00,0.21,0.17,0.17,0.28,0.07,0.34,0.21,0.28
100,Waldemar Anton,DE,DF,Hannover 96,Bundesliga,22,1996,34,34,3060,34.0,1,0,1,1,0,0,4,0,1.8,1.8,0.2,2.0,35,96,17,0.03,0.00,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06
101,Luca Antonelli,IT,DF,Empoli,Serie A,31,1987,13,10,755,8.4,0,1,1,0,0,0,1,0,0.3,0.3,0.7,1.0,26,39,28,0.00,0.12,0.12,0.00,0.12,0.04,0.08,0.12,0.04,0.12
102,Mauro Antonio Burruchaga,AR,MF,Chievo,Serie A,20,1998,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
104,Michail Antonio,JM,"MF,FW",West Ham,Premier League,28,1990,33,22,2103,23.4,6,4,10,6,0,0,3,0,7.1,7.1,4.4,11.5,87,69,204,0.26,0.17,0.43,0.26,0.43,0.30,0.19,0.49,0.30,0.49
105,Antonito,ES,"DF,MF",Valladolid,La Liga,30,1987,30,18,1863,20.7,2,1,3,2,0,0,5,0,1.0,1.0,1.9,2.9,56,71,136,0.10,0.05,0.14,0.10,0.14,0.05,0.09,0.14,0.05,0.14
106,Vitorino Antunes,PT,"DF,MF",Getafe,La Liga,31,1987,28,25,2181,24.2,1,3,4,1,0,0,5,0,1.0,1.0,3.1,4.1,45,99,54,0.04,0.12,0.17,0.04,0.17,0.04,0.13,0.17,0.04,0.17
107,Anuar,MA,"MF,FW",Valladolid,La Liga,23,1995,19,12,1081,12.0,1,0,1,1,0,0,6,0,2.7,2.7,0.1,2.7,15,35,15,0.08,0.00,0.08,0.08,0.08,0.22,0.01,0.23,0.22,0.23
108,Dennis Aogo,DE,MF,Stuttgart,Bundesliga,31,1987,15,13,1025,11.4,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.9,12,38,13,0.00,0.00,0.00,0.00,0.00,0.04,0.13,0.17,0.04,0.17
109,Houssem Aouar,DZ,MF,Lyon,Ligue 1,20,1998,37,35,3061,34.0,7,7,14,7,0,0,2,0,6.8,6.8,4.7,11.5,96,274,163,0.21,0.21,0.41,0.21,0.41,0.20,0.14,0.34,0.20,0.34
110,Emmanuel Apeh,NG,"FW,MF",Celta Vigo,La Liga,21,1996,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
