,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
735,Shane Duffy,ie IRL,DF,Brighton,Premier League,26.0,1992.0,34.3,1775.0,359.0,1039.0,635.0,110.0,74.0,1775.0,5.0,5.0,100.0,0.0,0.0,734.0,3061.0,1423.0,1.0,4.0,0.0,17.0,2.0,919.0,11.0
736,Demeaco Duhaney,eng ENG,DF,Huddersfield,Premier League,19.0,1998.0,0.5,38.0,2.0,8.0,20.0,10.0,0.0,38.0,2.0,0.0,0.0,2.0,100.0,20.0,63.0,29.0,1.0,1.0,0.0,2.0,0.0,21.0,1.0
737,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,26.0,1991.0,22.1,1173.0,114.0,514.0,502.0,164.0,6.0,1173.0,3.0,2.0,66.7,1.0,33.3,404.0,1515.0,866.0,10.0,8.0,1.0,10.0,1.0,553.0,16.0
738,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,25.0,1993.0,20.5,1040.0,26.0,196.0,582.0,278.0,26.0,1040.0,34.0,19.0,55.9,15.0,44.1,620.0,3161.0,1623.0,45.0,32.0,9.0,25.0,31.0,765.0,59.0
739,Lewis Dunk,eng ENG,DF,Brighton,Premier League,26.0,1991.0,35.0,1927.0,295.0,1034.0,839.0,74.0,44.0,1927.0,4.0,0.0,0.0,4.0,100.0,892.0,4521.0,2321.0,16.0,11.0,0.0,16.0,3.0,1056.0,6.0
740,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,25.0,1993.0,10.4,317.0,261.0,316.0,1.0,0.0,0.0,317.0,0.0,0.0,,0.0,,121.0,780.0,553.0,0.0,0.0,0.0,1.0,0.0,107.0,0.0
741,Erik Durm,de GER,DF,Huddersfield,Premier League,26.0,1992.0,22.8,1306.0,51.0,345.0,576.0,400.0,22.0,1306.0,21.0,12.0,57.1,9.0,42.9,564.0,2938.0,1359.0,42.0,26.0,8.0,33.0,14.0,636.0,106.0
742,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,Ligue 1,29.0,1989.0,21.1,1455.0,9.0,144.0,833.0,508.0,35.0,1453.0,87.0,49.0,56.3,38.0,43.7,829.0,5149.0,2654.0,60.0,63.0,14.0,45.0,40.0,1032.0,110.0
743,Riza Durmisi,dk DEN,DF,Lazio,Serie A,24.0,1994.0,3.6,190.0,10.0,39.0,66.0,87.0,13.0,190.0,1.0,1.0,100.0,0.0,0.0,100.0,617.0,389.0,16.0,6.0,7.0,6.0,0.0,121.0,25.0
744,Hugo Duro,es ESP,"MF,FW",Getafe,La Liga,18.0,1999.0,4.6,114.0,2.0,16.0,56.0,45.0,11.0,114.0,11.0,5.0,45.5,6.0,54.5,62.0,333.0,116.0,3.0,3.0,0.0,8.0,2.0,68.0,18.0
745,Raphael Dwamena,gh GHA,FW,Levante,La Liga,22.0,1995.0,2.5,71.0,3.0,6.0,25.0,41.0,8.0,71.0,6.0,2.0,33.3,4.0,66.7,40.0,284.0,128.0,7.0,2.0,0.0,6.0,2.0,54.0,17.0
746,Paulo Dybala,ar ARG,"FW,MF",Juventus,Serie A,24.0,1993.0,23.7,1571.0,4.0,110.0,812.0,674.0,69.0,1570.0,90.0,49.0,54.4,41.0,45.6,1087.0,6549.0,2603.0,69.0,57.0,16.0,71.0,43.0,1243.0,154.0
747,Edin Džeko,ba BIH,FW,Roma,Serie A,32.0,1986.0,28.7,1089.0,37.0,67.0,462.0,572.0,193.0,1089.0,69.0,34.0,49.3,35.0,50.7,586.0,3908.0,1478.0,64.0,33.0,34.0,76.0,49.0,859.0,246.0
748,Blerim Džemaili,ch SUI,MF,Bologna,Serie A,32.0,1986.0,19.4,926.0,12.0,148.0,519.0,287.0,28.0,926.0,45.0,27.0,60.0,18.0,40.0,531.0,3198.0,2013.0,55.0,54.0,6.0,23.0,19.0,591.0,69.0
749,Félix Eboa Eboa,cm CMR,DF,Guingamp,Ligue 1,21.0,1997.0,27.0,1323.0,166.0,617.0,640.0,76.0,25.0,1323.0,11.0,9.0,81.8,2.0,18.2,540.0,3219.0,1675.0,9.0,8.0,1.0,12.0,3.0,629.0,3.0
750,Dennis Eckert,de GER,FW,Celta Vigo,La Liga,21.0,1997.0,2.4,73.0,3.0,5.0,27.0,42.0,16.0,73.0,3.0,0.0,0.0,3.0,100.0,36.0,312.0,118.0,2.0,4.0,2.0,4.0,8.0,52.0,17.0
751,Bruno Ecuele Manga,ga GAB,DF,Cardiff City,Premier League,30.0,1988.0,37.5,1529.0,235.0,639.0,740.0,171.0,18.0,1529.0,14.0,10.0,71.4,4.0,28.6,549.0,2727.0,1236.0,18.0,14.0,1.0,21.0,13.0,469.0,19.0
752,Simone Edera,it ITA,MF,Torino,Serie A,21.0,1997.0,0.9,44.0,1.0,3.0,16.0,25.0,2.0,44.0,4.0,0.0,0.0,4.0,100.0,27.0,155.0,64.0,3.0,2.0,1.0,4.0,2.0,32.0,4.0
754,Simone Edera,it ITA,FW,Bologna,Serie A,21.0,1997.0,2.2,118.0,1.0,21.0,46.0,53.0,10.0,118.0,14.0,7.0,50.0,7.0,50.0,60.0,394.0,243.0,5.0,7.0,1.0,6.0,4.0,77.0,11.0
755,Ederson,br BRA,GK,Manchester City,Premier League,24.0,1993.0,38.0,1162.0,979.0,1145.0,19.0,0.0,0.0,1162.0,1.0,1.0,100.0,0.0,0.0,722.0,3390.0,2379.0,0.0,0.0,0.0,1.0,0.0,621.0,0.0
756,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,Bundesliga,20.0,1998.0,12.4,511.0,9.0,57.0,217.0,247.0,67.0,511.0,38.0,15.0,39.5,23.0,60.5,314.0,2209.0,948.0,42.0,24.0,18.0,46.0,37.0,357.0,121.0
757,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,21.0,1996.0,33.9,1998.0,68.0,400.0,1060.0,556.0,57.0,1998.0,37.0,15.0,40.5,22.0,59.5,1093.0,6037.0,3421.0,77.0,89.0,11.0,45.0,37.0,1312.0,127.0
758,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,29.0,1989.0,29.4,1978.0,108.0,450.0,1310.0,242.0,14.0,1978.0,42.0,35.0,83.3,7.0,16.7,1067.0,5945.0,2947.0,39.0,51.0,3.0,27.0,31.0,1345.0,25.0
759,Josip Elez,hr CRO,DF,Hannover 96,Bundesliga,24.0,1994.0,7.2,383.0,38.0,147.0,224.0,15.0,1.0,383.0,4.0,3.0,75.0,1.0,25.0,181.0,1188.0,819.0,14.0,3.0,0.0,2.0,4.0,213.0,0.0
760,Harvey Elliott,eng ENG,MF,Fulham,Premier League,15.0,2003.0,0.2,15.0,0.0,0.0,7.0,8.0,1.0,15.0,0.0,0.0,,0.0,,9.0,71.0,30.0,1.0,0.0,0.0,2.0,0.0,11.0,2.0
761,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,26.0,1992.0,4.2,335.0,14.0,93.0,186.0,57.0,5.0,335.0,3.0,1.0,33.3,2.0,66.7,192.0,979.0,512.0,4.0,5.0,0.0,6.0,3.0,254.0,4.0
762,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,24.0,1994.0,25.0,1541.0,167.0,746.0,659.0,149.0,31.0,1541.0,19.0,16.0,84.2,3.0,15.8,722.0,4275.0,2566.0,25.0,14.0,2.0,13.0,3.0,833.0,24.0
763,Gorka Elustondo,es ESP,"MF,DF",Rayo Vallecano,La Liga,31.0,1987.0,3.2,185.0,18.0,61.0,112.0,13.0,2.0,185.0,2.0,1.0,50.0,1.0,50.0,88.0,468.0,249.0,4.0,2.0,2.0,4.0,2.0,102.0,1.0
764,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,21.0,1996.0,29.1,2379.0,195.0,967.0,1364.0,59.0,21.0,2379.0,11.0,9.0,81.8,2.0,18.2,1455.0,10353.0,6925.0,53.0,19.0,1.0,8.0,4.0,1699.0,11.0
765,Rodrigo Ely,br BRA,DF,Alavés,La Liga,24.0,1993.0,4.8,226.0,35.0,132.0,84.0,13.0,10.0,226.0,0.0,0.0,,0.0,,68.0,303.0,164.0,0.0,0.0,0.0,3.0,0.0,83.0,2.0
766,Mohamed Elyounoussi,no NOR,MF,Southampton,Premier League,23.0,1994.0,8.8,379.0,3.0,49.0,156.0,182.0,26.0,379.0,20.0,11.0,55.0,9.0,45.0,194.0,1449.0,696.0,20.0,23.0,4.0,15.0,8.0,230.0,54.0
767,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,La Liga,26.0,1992.0,25.4,1210.0,13.0,182.0,442.0,609.0,77.0,1207.0,100.0,48.0,48.0,52.0,52.0,668.0,4990.0,2144.0,93.0,57.0,21.0,74.0,49.0,675.0,164.0
768,Breel Embolo,ch SUI,FW,Schalke 04,Bundesliga,21.0,1997.0,14.9,472.0,6.0,25.0,210.0,249.0,67.0,472.0,61.0,26.0,42.6,35.0,57.4,317.0,1853.0,810.0,31.0,22.0,17.0,56.0,36.0,357.0,111.0
769,Emerson,br BRA,"FW,DF",Betis,La Liga,19.0,1999.0,3.5,248.0,11.0,69.0,91.0,89.0,7.0,248.0,3.0,0.0,0.0,3.0,100.0,129.0,632.0,287.0,7.0,6.0,3.0,8.0,1.0,151.0,26.0
770,Youssef En-Nesyri,ma MAR,FW,Leganés,La Liga,21.0,1997.0,23.4,814.0,28.0,76.0,349.0,401.0,113.0,814.0,63.0,27.0,42.9,36.0,57.1,446.0,2531.0,902.0,38.0,22.0,28.0,60.0,54.0,616.0,143.0
771,Björn Engels,be BEL,DF,Reims,Ligue 1,23.0,1994.0,33.0,1625.0,228.0,910.0,677.0,47.0,29.0,1625.0,10.0,6.0,60.0,4.0,40.0,855.0,5075.0,3441.0,20.0,9.0,0.0,9.0,3.0,956.0,4.0
772,Sergi Enrich,es ESP,FW,Eibar,La Liga,28.0,1990.0,28.7,1207.0,13.0,47.0,493.0,670.0,164.0,1207.0,14.0,10.0,71.4,4.0,28.6,620.0,2085.0,528.0,14.0,14.0,7.0,69.0,45.0,936.0,210.0
773,Javier Eraso,es ESP,"MF,FW",Leganés,La Liga,28.0,1990.0,7.0,286.0,5.0,32.0,140.0,121.0,9.0,286.0,7.0,3.0,42.9,4.0,57.1,174.0,705.0,296.0,8.0,7.0,0.0,12.0,13.0,185.0,43.0
774,Christian Eriksen,dk DEN,MF,Tottenham,Premier League,26.0,1992.0,30.8,2305.0,17.0,234.0,1228.0,861.0,67.0,2305.0,36.0,18.0,50.0,18.0,50.0,1442.0,6502.0,3354.0,78.0,84.0,16.0,61.0,29.0,1680.0,132.0
775,Patrick Erras,de GER,MF,Nürnberg,Bundesliga,23.0,1995.0,13.6,603.0,69.0,228.0,329.0,49.0,9.0,603.0,0.0,0.0,,0.0,,199.0,976.0,369.0,3.0,3.0,0.0,6.0,3.0,304.0,3.0
776,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,25.0,1993.0,19.9,987.0,27.0,131.0,621.0,244.0,35.0,987.0,30.0,23.0,76.7,7.0,23.3,422.0,1995.0,861.0,14.0,23.0,3.0,24.0,18.0,506.0,35.0
777,Sergio Escudero,es ESP,"DF,FW",Sevilla,La Liga,28.0,1989.0,17.2,1176.0,55.0,355.0,509.0,328.0,28.0,1176.0,20.0,12.0,60.0,8.0,40.0,603.0,2909.0,1783.0,40.0,30.0,4.0,24.0,11.0,642.0,90.0
778,Bernardo Espinosa,co COL,DF,Girona,La Liga,29.0,1989.0,30.3,1748.0,279.0,1055.0,626.0,72.0,46.0,1748.0,3.0,3.0,100.0,0.0,0.0,807.0,3010.0,1310.0,0.0,3.0,0.0,10.0,3.0,1031.0,6.0
780,Michael Esser,de GER,GK,Hannover 96,Bundesliga,30.0,1987.0,32.0,1346.0,1071.0,1327.0,19.0,1.0,1.0,1346.0,0.0,0.0,,0.0,,683.0,5087.0,3061.0,0.0,0.0,0.0,0.0,0.0,563.0,0.0
781,Alexander Esswein,de GER,"MF,FW",Stuttgart,Bundesliga,28.0,1990.0,13.9,626.0,13.0,65.0,264.0,305.0,46.0,626.0,22.0,9.0,40.9,13.0,59.1,355.0,2141.0,950.0,34.0,23.0,17.0,41.0,17.0,450.0,138.0
782,Neil Etheridge,ph PHI,GK,Cardiff City,Premier League,28.0,1990.0,38.0,1326.0,1021.0,1286.0,40.0,0.0,0.0,1326.0,0.0,0.0,,0.0,,505.0,4732.0,3412.0,0.0,0.0,0.0,1.0,0.0,398.0,0.0
783,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,31.0,1987.0,22.6,1425.0,18.0,212.0,886.0,340.0,6.0,1425.0,15.0,9.0,60.0,6.0,40.0,697.0,2800.0,1183.0,14.0,17.0,2.0,10.0,23.0,891.0,22.0
784,Xabier Etxeita,es ESP,DF,Huesca,La Liga,30.0,1987.0,29.7,1228.0,185.0,649.0,499.0,87.0,43.0,1228.0,2.0,1.0,50.0,1.0,50.0,495.0,2756.0,1826.0,18.0,7.0,0.0,7.0,1.0,594.0,9.0
785,Lucas Evangelista,br BRA,"FW,MF",Nantes,Ligue 1,23.0,1995.0,8.0,420.0,8.0,49.0,199.0,178.0,18.0,420.0,21.0,10.0,47.6,11.0,52.4,258.0,1215.0,526.0,14.0,15.0,4.0,26.0,18.0,306.0,61.0
786,Jonny Evans,nir NIR,DF,Leicester City,Premier League,30.0,1988.0,22.2,1316.0,182.0,756.0,522.0,43.0,26.0,1316.0,0.0,0.0,,0.0,,703.0,3036.0,1566.0,4.0,5.0,1.0,8.0,4.0,737.0,3.0
787,Ewerton,br BRA,DF,Nürnberg,Bundesliga,29.0,1989.0,14.9,801.0,141.0,509.0,280.0,17.0,12.0,801.0,11.0,10.0,90.9,1.0,9.1,341.0,1635.0,781.0,2.0,1.0,0.0,3.0,3.0,417.0,0.0
788,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,26.0,1992.0,4.0,218.0,3.0,37.0,101.0,81.0,3.0,218.0,5.0,1.0,20.0,4.0,80.0,136.0,760.0,300.0,8.0,9.0,1.0,13.0,7.0,161.0,35.0
789,Valentin Eysseric,fr FRA,"MF,FW",Nantes,Ligue 1,26.0,1992.0,2.3,132.0,1.0,9.0,63.0,61.0,9.0,130.0,5.0,3.0,60.0,2.0,40.0,72.0,303.0,154.0,6.0,4.0,1.0,9.0,2.0,78.0,13.0
790,Marco Fabián,mx MEX,FW,Eint Frankfurt,Bundesliga,29.0,1989.0,0.7,26.0,0.0,6.0,14.0,6.0,1.0,26.0,1.0,1.0,100.0,0.0,0.0,15.0,109.0,25.0,2.0,1.0,1.0,4.0,1.0,14.0,2.0
791,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,33.0,1985.0,38.0,1336.0,1175.0,1334.0,2.0,0.0,0.0,1336.0,2.0,2.0,100.0,0.0,0.0,617.0,4750.0,3364.0,0.0,1.0,0.0,0.0,0.0,409.0,0.0
792,Fabinho,br BRA,MF,Liverpool,Premier League,24.0,1993.0,22.4,1847.0,49.0,279.0,1306.0,276.0,19.0,1847.0,16.0,10.0,62.5,6.0,37.5,1141.0,5444.0,2839.0,28.0,41.0,0.0,10.0,16.0,1334.0,19.0
793,Fábio,br BRA,"DF,FW",Nantes,Ligue 1,28.0,1990.0,14.2,787.0,34.0,203.0,373.0,222.0,9.0,787.0,14.0,8.0,57.1,6.0,42.9,348.0,2344.0,1459.0,44.0,39.0,2.0,10.0,6.0,373.0,55.0
794,Cesc Fàbregas,es ESP,MF,Chelsea,Premier League,31.0,1987.0,2.0,216.0,4.0,44.0,131.0,42.0,6.0,216.0,1.0,0.0,0.0,1.0,100.0,116.0,590.0,366.0,3.0,3.0,0.0,2.0,2.0,177.0,9.0
795,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,31.0,1987.0,10.7,840.0,18.0,129.0,521.0,195.0,13.0,840.0,4.0,3.0,75.0,1.0,25.0,440.0,1719.0,912.0,12.0,13.0,1.0,11.0,7.0,605.0,31.0
796,Fabricio,es ESP,GK,Fulham,Premier League,30.0,1987.0,2.0,75.0,71.0,75.0,0.0,0.0,0.0,75.0,0.0,0.0,,0.0,,25.0,182.0,120.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
797,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,29.0,1988.0,16.3,562.0,462.0,558.0,4.0,0.0,0.0,562.0,0.0,0.0,,0.0,,235.0,1543.0,1045.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0
798,Romain Faivre,fr FRA,MF,Monaco,Ligue 1,20.0,1998.0,1.0,51.0,0.0,2.0,35.0,14.0,3.0,51.0,3.0,1.0,33.3,2.0,66.7,36.0,256.0,127.0,5.0,1.0,1.0,1.0,1.0,41.0,9.0
799,Fayçal Fajr,ma MAR,MF,Caen,Ligue 1,29.0,1988.0,36.0,2428.0,28.0,367.0,1538.0,543.0,14.0,2427.0,47.0,29.0,61.7,18.0,38.3,1283.0,5983.0,2672.0,39.0,39.0,2.0,47.0,35.0,1574.0,59.0
800,Radamel Falcao,co COL,FW,Monaco,Ligue 1,32.0,1986.0,28.4,1031.0,30.0,70.0,527.0,435.0,132.0,1027.0,34.0,14.0,41.2,20.0,58.8,613.0,2098.0,663.0,22.0,20.0,5.0,111.0,46.0,780.0,166.0
801,Diego Falcinelli,it ITA,FW,Bologna,Serie A,27.0,1991.0,7.8,242.0,3.0,19.0,119.0,109.0,27.0,242.0,18.0,8.0,44.4,10.0,55.6,176.0,808.0,277.0,8.0,7.0,6.0,27.0,31.0,192.0,55.0
802,Simon Falette,gn GUI,DF,Eint Frankfurt,Bundesliga,26.0,1992.0,6.7,383.0,33.0,186.0,181.0,18.0,1.0,383.0,0.0,0.0,,0.0,,171.0,985.0,534.0,1.0,2.0,0.0,4.0,4.0,195.0,3.0
803,Iago Falque,es ESP,"FW,MF",Torino,Serie A,28.0,1990.0,17.9,1137.0,2.0,64.0,513.0,574.0,93.0,1137.0,41.0,18.0,43.9,23.0,56.1,739.0,5085.0,2162.0,76.0,51.0,28.0,46.0,36.0,871.0,168.0
804,Paolo Faragò,it ITA,"MF,DF",Cagliari,Serie A,25.0,1993.0,18.9,1091.0,49.0,230.0,525.0,349.0,51.0,1091.0,20.0,12.0,60.0,8.0,40.0,439.0,2338.0,1082.0,37.0,31.0,7.0,30.0,20.0,627.0,105.0
806,Mohamed Fares,dz ALG,DF,SPAL,Serie A,22.0,1996.0,32.8,1940.0,95.0,564.0,773.0,633.0,52.0,1940.0,63.0,35.0,55.6,28.0,44.4,1026.0,7258.0,4110.0,101.0,71.0,10.0,52.0,39.0,1128.0,171.0
807,Diego Farias,br BRA,FW,Empoli,Serie A,28.0,1990.0,13.3,467.0,5.0,22.0,162.0,290.0,78.0,467.0,28.0,13.0,46.4,15.0,53.6,338.0,2074.0,1237.0,50.0,26.0,30.0,29.0,19.0,378.0,107.0
808,Diego Farias,br BRA,FW,Cagliari,Serie A,28.0,1990.0,7.8,334.0,4.0,23.0,128.0,185.0,36.0,334.0,15.0,4.0,26.7,11.0,73.3,217.0,1337.0,578.0,19.0,18.0,7.0,16.0,17.0,263.0,67.0
809,Andrea Favilli,it ITA,"FW,DF",Genoa,Serie A,21.0,1997.0,1.9,68.0,2.0,4.0,17.0,47.0,13.0,68.0,4.0,2.0,50.0,2.0,50.0,40.0,312.0,173.0,7.0,1.0,3.0,6.0,1.0,51.0,21.0
810,Federico Fazio,ar ARG,DF,Roma,Serie A,31.0,1987.0,31.2,1785.0,246.0,790.0,914.0,95.0,40.0,1785.0,17.0,14.0,82.4,3.0,17.6,857.0,4142.0,2361.0,19.0,7.0,0.0,16.0,6.0,1010.0,5.0
811,Zouhair Feddal,ma MAR,DF,Betis,La Liga,29.0,1989.0,18.9,1511.0,146.0,661.0,757.0,102.0,26.0,1511.0,23.0,18.0,78.3,5.0,21.7,878.0,4573.0,2797.0,11.0,13.0,0.0,14.0,5.0,1022.0,5.0
812,Nabil Fekir,fr FRA,MF,Lyon,Ligue 1,25.0,1993.0,22.1,1426.0,7.0,91.0,668.0,677.0,120.0,1420.0,82.0,47.0,57.3,35.0,42.7,1000.0,5558.0,2505.0,62.0,53.0,26.0,53.0,44.0,1091.0,175.0
813,Yassin Fekir,fr FRA,FW,Lyon,Ligue 1,21.0,1997.0,0.1,22.0,0.0,3.0,11.0,8.0,0.0,22.0,1.0,0.0,0.0,1.0,100.0,18.0,94.0,48.0,1.0,1.0,0.0,1.0,0.0,18.0,2.0
814,Felipe,br BRA,DF,Hannover 96,Bundesliga,31.0,1987.0,12.2,664.0,103.0,346.0,294.0,25.0,13.0,664.0,3.0,2.0,66.7,1.0,33.3,302.0,1737.0,813.0,7.0,1.0,0.0,3.0,4.0,348.0,2.0
815,Luiz Felipe,it ITA,DF,Lazio,Serie A,21.0,1997.0,14.3,865.0,101.0,388.0,428.0,56.0,9.0,865.0,5.0,3.0,60.0,2.0,40.0,490.0,3350.0,1808.0,12.0,11.0,0.0,8.0,4.0,553.0,7.0
816,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,Bundesliga,20.0,1997.0,2.7,188.0,9.0,67.0,95.0,27.0,2.0,188.0,5.0,3.0,60.0,2.0,40.0,85.0,607.0,444.0,5.0,2.0,0.0,5.0,1.0,106.0,4.0
817,Marouane Fellaini,be BEL,MF,Manchester Utd,Premier League,30.0,1987.0,8.4,548.0,40.0,122.0,328.0,100.0,27.0,548.0,4.0,1.0,25.0,3.0,75.0,236.0,646.0,238.0,1.0,6.0,0.0,10.0,8.0,376.0,29.0
818,Kiko Femenía,es ESP,DF,Watford,Premier League,27.0,1991.0,22.8,1404.0,89.0,388.0,634.0,398.0,19.0,1404.0,22.0,13.0,59.1,9.0,40.9,769.0,3394.0,1737.0,41.0,32.0,1.0,20.0,11.0,774.0,84.0
819,Edimilson Fernandes,ch SUI,MF,Fiorentina,Serie A,22.0,1996.0,21.9,1112.0,49.0,198.0,702.0,223.0,23.0,1112.0,39.0,20.0,51.3,19.0,48.7,696.0,4069.0,1687.0,35.0,30.0,7.0,35.0,34.0,714.0,51.0
820,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,Bundesliga,31.0,1986.0,24.7,1089.0,51.0,283.0,723.0,95.0,7.0,1089.0,10.0,5.0,50.0,5.0,50.0,431.0,1575.0,578.0,3.0,5.0,1.0,13.0,13.0,521.0,5.0
821,Aitor Fernández,es ESP,GK,Levante,La Liga,27.0,1991.0,16.0,507.0,439.0,506.0,1.0,0.0,0.0,507.0,0.0,0.0,,0.0,,189.0,1492.0,1288.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0
822,Andrés Fernández,es ESP,GK,Villarreal,La Liga,31.0,1986.0,6.0,206.0,174.0,205.0,1.0,0.0,0.0,206.0,1.0,0.0,0.0,1.0,100.0,94.0,583.0,435.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0
823,Borja Fernández,es ESP,"MF,DF",Valladolid,La Liga,37.0,1981.0,9.3,481.0,40.0,167.0,285.0,34.0,9.0,481.0,1.0,1.0,100.0,0.0,0.0,195.0,944.0,450.0,1.0,2.0,1.0,7.0,3.0,267.0,4.0
824,Federico Fernández,ar ARG,DF,Newcastle Utd,Premier League,29.0,1989.0,16.5,812.0,122.0,439.0,352.0,27.0,18.0,812.0,0.0,0.0,,0.0,,369.0,1664.0,790.0,2.0,3.0,0.0,7.0,4.0,433.0,3.0
825,Joaquín Fernández,es ESP,"DF,MF",Valladolid,La Liga,22.0,1996.0,9.3,416.0,53.0,214.0,186.0,20.0,9.0,416.0,0.0,0.0,,0.0,,194.0,824.0,381.0,1.0,1.0,0.0,2.0,0.0,218.0,1.0
826,Fernandinho,br BRA,MF,Manchester City,Premier League,33.0,1985.0,26.4,2356.0,92.0,422.0,1570.0,386.0,24.0,2356.0,26.0,19.0,73.1,7.0,26.9,1610.0,8163.0,4720.0,58.0,66.0,2.0,25.0,13.0,1766.0,29.0
827,Juan Ferney Otero,co COL,"FW,MF",Amiens,Ligue 1,23.0,1995.0,24.2,1081.0,18.0,140.0,469.0,501.0,60.0,1081.0,78.0,37.0,47.4,40.0,51.3,666.0,4573.0,2412.0,82.0,54.0,14.0,77.0,49.0,735.0,193.0
828,Alex Ferrari,it ITA,DF,Sampdoria,Serie A,24.0,1994.0,6.0,385.0,39.0,154.0,212.0,21.0,6.0,385.0,1.0,0.0,0.0,1.0,100.0,207.0,954.0,531.0,0.0,3.0,0.0,8.0,1.0,242.0,3.0
829,David Ferreiro,es ESP,"MF,FW",Huesca,La Liga,30.0,1988.0,25.3,1280.0,13.0,177.0,485.0,634.0,64.0,1280.0,40.0,25.0,62.5,15.0,37.5,755.0,5530.0,2701.0,114.0,44.0,23.0,49.0,28.0,788.0,225.0
830,Facundo Ferreyra,ar ARG,FW,Espanyol,La Liga,27.0,1991.0,2.3,78.0,4.0,7.0,39.0,33.0,11.0,78.0,0.0,0.0,,0.0,,45.0,145.0,63.0,1.0,1.0,0.0,6.0,2.0,52.0,15.0
832,Jordan Ferri,fr FRA,MF,Nîmes,Ligue 1,26.0,1992.0,20.8,1289.0,15.0,188.0,852.0,270.0,17.0,1289.0,50.0,27.0,54.0,23.0,46.0,735.0,4914.0,2710.0,55.0,26.0,4.0,40.0,28.0,831.0,57.0
833,Jordan Ferri,fr FRA,MF,Lyon,Ligue 1,26.0,1992.0,1.3,116.0,4.0,21.0,68.0,28.0,4.0,116.0,2.0,1.0,50.0,1.0,50.0,84.0,542.0,246.0,4.0,3.0,2.0,4.0,4.0,84.0,7.0
834,Oliver Fink,de GER,MF,Düsseldorf,Bundesliga,36.0,1982.0,11.7,554.0,24.0,126.0,299.0,135.0,23.0,554.0,16.0,9.0,56.3,7.0,43.8,252.0,1114.0,488.0,15.0,8.0,6.0,29.0,23.0,333.0,33.0
835,Alfreð Finnbogason,is ISL,FW,Augsburg,Bundesliga,29.0,1989.0,14.8,475.0,15.0,31.0,236.0,211.0,77.0,471.0,24.0,12.0,50.0,12.0,50.0,260.0,1319.0,558.0,21.0,11.0,12.0,41.0,23.0,349.0,110.0
836,Roberto Firmino,br BRA,"FW,MF",Liverpool,Premier League,26.0,1991.0,29.0,1629.0,19.0,89.0,788.0,764.0,149.0,1628.0,71.0,49.0,69.0,22.0,31.0,1079.0,5225.0,2391.0,62.0,54.0,13.0,78.0,62.0,1313.0,244.0
837,Junior Firpo,es ESP,"DF,FW",Betis,La Liga,21.0,1996.0,21.5,1361.0,49.0,319.0,588.0,469.0,80.0,1361.0,45.0,31.0,68.9,14.0,31.1,717.0,3958.0,2420.0,73.0,40.0,21.0,25.0,15.0,861.0,171.0
838,Mathieu Flamini,fr FRA,MF,Getafe,La Liga,34.0,1984.0,5.0,167.0,6.0,33.0,109.0,25.0,2.0,167.0,1.0,0.0,0.0,1.0,100.0,44.0,159.0,28.0,0.0,0.0,0.0,3.0,2.0,67.0,1.0
839,Mark Flekken,nl NED,GK,Freiburg,Bundesliga,25.0,1993.0,1.0,31.0,30.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,,0.0,,21.0,118.0,39.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
840,Sergio Floccari,it ITA,FW,SPAL,Serie A,36.0,1981.0,10.8,353.0,4.0,27.0,163.0,168.0,41.0,353.0,13.0,7.0,53.8,6.0,46.2,238.0,1569.0,407.0,14.0,9.0,4.0,39.0,21.0,274.0,62.0
