,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
773,Nicolás Domínguez,ar ARG,MF,Bologna,Serie A,22.0,1998.0,13.9,716.0,679.0,33.0,29.0,1.0,3.0,11.0,3.0,0.0,0.0,0.0,0.0,614.0,4.0,7.0
774,John Donald,es ESP,"DF,MF",Elche,La Liga,19.0,2000.0,0.6,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
775,Ji Dong-won,kr KOR,FW,Mainz 05,Bundesliga,29.0,1991.0,0.7,29.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
776,Anastasios Donis,gr GRE,MF,Reims,Ligue 1,23.0,1996.0,1.1,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
777,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,21.0,1999.0,37.0,1232.0,957.0,271.0,64.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,4.0,1.0
778,Gabriel Dos Santos,br BRA,DF,Arsenal,Premier League,22.0,1997.0,22.2,1559.0,1526.0,28.0,26.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,1332.0,5.0,10.0
780,Bas Dost,nl NED,FW,Eint Frankfurt,Bundesliga,31.0,1989.0,9.1,304.0,295.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,2.0,4.0
781,Abdoulaye Doucouré,ml MLI,MF,Everton,Premier League,27.0,1993.0,27.1,1354.0,1339.0,11.0,10.0,3.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,1141.0,4.0,28.0
782,Cheick Doucouré,ml MLI,MF,Lens,Ligue 1,20.0,2000.0,29.2,1453.0,1432.0,17.0,16.0,1.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1252.0,4.0,21.0
783,Fodé Doucouré,ml MLI,DF,Reims,Ligue 1,19.0,2001.0,3.7,198.0,159.0,39.0,4.0,0.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,152.0,0.0,3.0
784,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,Ligue 1,20.0,2000.0,0.5,12.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
785,Cheick Doukouré,ci CIV,"MF,FW",Levante,La Liga,27.0,1992.0,1.1,43.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0
786,Idrissa Doumbia,ci CIV,MF,Huesca,La Liga,22.0,1998.0,8.7,415.0,412.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,3.0
787,Moussa Doumbia,ml MLI,"MF,FW",Reims,Ligue 1,25.0,1994.0,10.0,397.0,377.0,18.0,7.0,0.0,3.0,34.0,0.0,11.0,6.0,4.0,0.0,317.0,2.0,10.0
788,Souleyman Doumbia,ci CIV,DF,Angers,Ligue 1,23.0,1996.0,24.7,1272.0,1022.0,249.0,10.0,0.0,4.0,64.0,239.0,0.0,0.0,0.0,0.0,1009.0,1.0,27.0
789,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,29.0,1991.0,12.6,1076.0,994.0,82.0,27.0,1.0,16.0,12.0,54.0,0.0,0.0,0.0,0.0,952.0,0.0,8.0
790,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,22.0,1997.0,35.0,1055.0,669.0,380.0,120.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,6.0,0.0
791,Denis Drăguș,ro ROU,"FW,MF",Crotone,Serie A,21.0,1999.0,2.0,69.0,67.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0
792,Radu Drăgușin,ro ROU,DF,Juventus,Serie A,18.0,2002.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
793,Mouhamadou Drammeh,fr FRA,MF,Reims,Ligue 1,21.0,1999.0,1.9,55.0,52.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0
794,Julian Draxler,de GER,"MF,FW",Paris S-G,Ligue 1,26.0,1993.0,11.8,639.0,605.0,31.0,6.0,1.0,2.0,29.0,5.0,20.0,11.0,3.0,0.0,549.0,3.0,10.0
795,Dominick Drexler,de GER,"MF,FW",Köln,Bundesliga,30.0,1990.0,13.7,547.0,520.0,26.0,6.0,1.0,2.0,37.0,19.0,0.0,0.0,0.0,0.0,414.0,1.0,17.0
796,Matthieu Dreyer,fr FRA,GK,Lorient,Ligue 1,31.0,1989.0,15.0,358.0,211.0,146.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,1.0
797,Domingos Duarte,pt POR,DF,Granada,La Liga,25.0,1995.0,26.3,964.0,915.0,46.0,40.0,0.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,742.0,3.0,9.0
798,Léo Duarte,br BRA,DF,Milan,Serie A,24.0,1996.0,0.2,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
799,Óscar Duarte,cr CRC,DF,Levante,La Liga,31.0,1989.0,22.9,1235.0,1186.0,47.0,39.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,1028.0,2.0,2.0
800,Rubén Duarte,es ESP,DF,Alavés,La Liga,24.0,1995.0,28.3,1348.0,1029.0,315.0,55.0,1.0,11.0,110.0,240.0,20.0,7.0,10.0,2.0,938.0,4.0,29.0
801,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,25.0,1994.0,32.3,2283.0,1797.0,476.0,70.0,0.0,9.0,212.0,316.0,90.0,1.0,59.0,0.0,1785.0,10.0,45.0
802,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,31.0,1989.0,13.0,438.0,272.0,166.0,44.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,1.0
803,Ondrej Duda,sk SVK,"FW,MF",Köln,Bundesliga,25.0,1994.0,28.2,1253.0,1073.0,167.0,57.0,5.0,23.0,133.0,3.0,77.0,26.0,40.0,0.0,888.0,13.0,32.0
804,Unai Dufur,es ESP,DF,Eibar,La Liga,21.0,1999.0,0.7,48.0,33.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0
806,Haris Duljević,ba BIH,"MF,FW",Nîmes,Ligue 1,26.0,1993.0,8.6,300.0,283.0,15.0,4.0,2.0,4.0,18.0,3.0,2.0,2.0,0.0,0.0,223.0,2.0,5.0
807,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,28.0,1991.0,13.9,575.0,516.0,54.0,12.0,0.0,1.0,10.0,42.0,0.0,0.0,0.0,0.0,423.0,5.0,7.0
808,Alfred Duncan,gh GHA,MF,Fiorentina,Serie A,27.0,1993.0,1.8,90.0,84.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,1.0,1.0
809,Alfred Duncan,gh GHA,MF,Cagliari,Serie A,27.0,1993.0,11.9,598.0,584.0,13.0,10.0,1.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,482.0,1.0,10.0
810,Lewis Dunk,eng ENG,DF,Brighton,Premier League,28.0,1991.0,32.6,2240.0,2153.0,83.0,71.0,0.0,22.0,1.0,12.0,0.0,0.0,0.0,0.0,2000.0,4.0,4.0
811,Jimmy Dunne,ie IRL,DF,Burnley,Premier League,22.0,1997.0,3.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,1.0
812,Erik Durm,de GER,DF,Eint Frankfurt,Bundesliga,28.0,1992.0,16.4,732.0,576.0,155.0,3.0,1.0,3.0,48.0,152.0,0.0,0.0,0.0,0.0,504.0,1.0,18.0
813,Hugo Duro,es ESP,FW,Real Madrid,La Liga,20.0,1999.0,0.6,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
814,Jean-Kevin Duverne,fr FRA,DF,Brest,Ligue 1,23.0,1997.0,22.5,1361.0,1297.0,61.0,42.0,0.0,14.0,10.0,19.0,0.0,0.0,0.0,0.0,1135.0,3.0,10.0
815,Paulo Dybala,ar ARG,FW,Juventus,Serie A,26.0,1993.0,12.6,705.0,604.0,98.0,19.0,1.0,7.0,65.0,4.0,53.0,5.0,36.0,0.0,576.0,3.0,13.0
816,Edin Džeko,ba BIH,FW,Roma,Serie A,34.0,1986.0,20.3,512.0,464.0,42.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,338.0,6.0,23.0
817,Steeve-Mike Ebongue,fr FRA,MF,Genoa,Serie A,19.0,2001.0,0.6,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
818,Enzo Ebosse,cm CMR,DF,Angers,Ligue 1,21.0,1999.0,2.9,151.0,134.0,16.0,5.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,129.0,1.0,3.0
819,Bruno Ecuele Manga,ga GAB,DF,Dijon,Ligue 1,32.0,1988.0,38.0,1972.0,1894.0,75.0,69.0,0.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,1666.0,3.0,7.0
820,Simone Edera,it ITA,"DF,MF",Torino,Serie A,23.0,1997.0,0.6,22.0,17.0,5.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,1.0
821,Ederson,br BRA,GK,Manchester City,Premier League,26.0,1993.0,36.0,1122.0,897.0,223.0,70.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,2.0,1.0
822,Kyle Edwards,eng ENG,"MF,FW",West Brom,Premier League,22.0,1998.0,1.3,35.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0
823,John Egan,ie IRL,DF,Sheffield Utd,Premier League,27.0,1992.0,29.2,1135.0,1109.0,22.0,18.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,923.0,4.0,5.0
824,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,Bundesliga,22.0,1998.0,0.4,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
825,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,23.0,1996.0,32.7,1367.0,1331.0,33.0,20.0,5.0,10.0,17.0,11.0,1.0,0.0,0.0,0.0,1034.0,3.0,31.0
826,Lilian Egloff,de GER,MF,Stuttgart,Bundesliga,17.0,2002.0,0.2,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0
827,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,25.0,1995.0,12.6,584.0,448.0,136.0,11.0,0.0,1.0,38.0,125.0,0.0,0.0,0.0,0.0,431.0,0.0,16.0
828,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,31.0,1989.0,25.5,1049.0,990.0,59.0,57.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,878.0,0.0,9.0
829,Hugo Ekitike,fr FRA,"FW,MF",Reims,Ligue 1,18.0,2002.0,1.0,30.0,27.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
830,Anthony Elanga,se SWE,FW,Manchester Utd,Premier League,18.0,2002.0,1.7,55.0,54.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0
832,Niclas Eliasson,se SWE,"MF,FW",Nîmes,Ligue 1,24.0,1995.0,20.0,530.0,415.0,112.0,41.0,0.0,1.0,142.0,14.0,57.0,27.0,26.0,0.0,307.0,3.0,11.0
833,Elif Elmas,mk MKD,"MF,FW",Napoli,Serie A,20.0,1999.0,8.2,355.0,348.0,6.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,319.0,1.0,5.0
834,Ahmed Elmohamady,eg EGY,DF,Aston Villa,Premier League,32.0,1987.0,9.3,618.0,491.0,126.0,18.0,0.0,4.0,39.0,108.0,0.0,0.0,0.0,0.0,468.0,1.0,6.0
835,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,28.0,1992.0,17.2,1019.0,995.0,21.0,17.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,944.0,3.0,7.0
836,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,26.0,1994.0,20.9,1245.0,1191.0,53.0,37.0,2.0,12.0,5.0,16.0,0.0,0.0,0.0,0.0,1058.0,1.0,2.0
837,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,23.0,1996.0,28.2,1902.0,1857.0,44.0,38.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,1734.0,1.0,19.0
838,Rodrigo Ely,br BRA,DF,Alavés,La Liga,26.0,1993.0,5.2,165.0,152.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,0.0
839,Sepe Elye Wahi,fr FRA,FW,Montpellier,Ligue 1,17.0,2003.0,6.2,105.0,100.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,69.0,0.0,3.0
840,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,Bundesliga,23.0,1997.0,16.0,450.0,418.0,27.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,324.0,5.0,22.0
841,Emerson,br BRA,DF,Betis,La Liga,21.0,1999.0,33.2,1936.0,1573.0,357.0,46.0,0.0,4.0,90.0,311.0,0.0,0.0,0.0,0.0,1533.0,6.0,52.0
842,Renaud Emond,be BEL,"FW,MF",Nantes,Ligue 1,28.0,1991.0,3.9,86.0,77.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0
843,Alan Empereur,br BRA,DF,Hellas Verona,Serie A,26.0,1994.0,2.4,111.0,108.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3.0
844,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,23.0,1997.0,25.7,396.0,361.0,32.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,260.0,3.0,10.0
845,Keita Endo,jp JPN,"MF,FW",Union Berlin,Bundesliga,22.0,1997.0,5.1,111.0,111.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,4.0
846,Wataru Endo,jp JPN,MF,Stuttgart,Bundesliga,27.0,1993.0,32.8,1830.0,1794.0,31.0,25.0,4.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,1526.0,5.0,32.0
847,Sergi Enrich,es ESP,FW,Eibar,La Liga,30.0,1990.0,15.6,450.0,424.0,22.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,338.0,4.0,10.0
848,Christian Eriksen,dk DEN,MF,Inter,Serie A,28.0,1992.0,15.4,1061.0,942.0,113.0,36.0,0.0,9.0,103.0,1.0,75.0,26.0,37.0,0.0,863.0,6.0,13.0
849,Martin Erlic,hr CRO,DF,Spezia,Serie A,22.0,1998.0,20.0,1075.0,1011.0,62.0,57.0,0.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0,911.0,2.0,4.0
850,Patrick Erras,de GER,"FW,MF",Werder Bremen,Bundesliga,25.0,1995.0,0.3,31.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
851,Gonzalo Escalante,ar ARG,MF,Lazio,Serie A,27.0,1993.0,8.1,481.0,474.0,6.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,422.0,1.0,6.0
852,Aarón Escandell,es ESP,GK,Granada,La Liga,24.0,1995.0,5.0,159.0,97.0,61.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1.0,0.0
853,Dani Escriche,es ESP,"FW,MF",Huesca,La Liga,22.0,1998.0,9.5,271.0,263.0,7.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,194.0,1.0,10.0
854,Sergio Escudero,es ESP,DF,Sevilla,La Liga,30.0,1989.0,6.3,401.0,328.0,71.0,16.0,1.0,3.0,21.0,50.0,5.0,0.0,3.0,0.0,340.0,2.0,4.0
855,Alfonso Espino,uy URU,DF,Cádiz,La Liga,28.0,1992.0,28.9,1043.0,772.0,262.0,23.0,0.0,15.0,80.0,239.0,0.0,0.0,0.0,0.0,650.0,9.0,28.0
856,Vicente Esquerdo,es ESP,MF,Valencia,La Liga,21.0,1999.0,2.6,99.0,96.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,81.0,1.0,2.0
858,Nahuel Estévez,ar ARG,MF,Spezia,Serie A,24.0,1995.0,19.6,923.0,848.0,67.0,26.0,0.0,9.0,91.0,8.0,33.0,0.0,24.0,0.0,679.0,8.0,23.0
859,Pervis Estupiñán,ec ECU,DF,Villarreal,La Liga,22.0,1998.0,13.0,662.0,559.0,102.0,9.0,1.0,3.0,65.0,93.0,0.0,0.0,0.0,0.0,516.0,1.0,29.0
860,Yoann Etienne,fr FRA,DF,Lorient,Ligue 1,23.0,1997.0,1.0,36.0,27.0,9.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
861,Xabier Etxeita,es ESP,DF,Getafe,La Liga,32.0,1987.0,9.8,319.0,302.0,15.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,2.0,4.0
862,Jonny Evans,nir NIR,DF,Leicester City,Premier League,32.0,1988.0,27.5,1854.0,1814.0,38.0,36.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1592.0,2.0,5.0
863,Edu Expósito,es ESP,MF,Eibar,La Liga,23.0,1996.0,27.3,1162.0,1092.0,61.0,20.0,2.0,9.0,84.0,4.0,35.0,18.0,17.0,0.0,853.0,9.0,20.0
864,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,Serie A,28.0,1992.0,8.1,357.0,330.0,26.0,11.0,0.0,11.0,33.0,3.0,12.0,6.0,4.0,0.0,256.0,1.0,9.0
865,Eberechi Eze,eng ENG,MF,Crystal Palace,Premier League,22.0,1998.0,28.4,1188.0,1046.0,134.0,36.0,1.0,4.0,86.0,6.0,63.0,26.0,13.0,9.0,945.0,8.0,25.0
866,Jokin Ezkieta,es ESP,GK,Athletic Club,La Liga,23.0,1996.0,1.0,25.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
867,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,35.0,1985.0,35.0,1015.0,633.0,377.0,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,5.0,0.0
868,Fabinho,br BRA,"DF,MF",Liverpool,Premier League,26.0,1993.0,28.5,2117.0,2080.0,36.0,29.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,1910.0,1.0,5.0
869,Fábio,br BRA,DF,Nantes,Ligue 1,30.0,1990.0,16.7,881.0,688.0,191.0,13.0,1.0,2.0,32.0,177.0,1.0,1.0,0.0,0.0,675.0,2.0,14.0
870,Cesc Fàbregas,es ESP,"MF,FW",Monaco,Ligue 1,33.0,1987.0,9.7,809.0,711.0,96.0,33.0,2.0,7.0,69.0,5.0,56.0,24.0,21.0,2.0,634.0,2.0,15.0
871,Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,Ligue 1,19.0,2001.0,0.7,35.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,0.0
872,Bandiougou Fadiga,fr FRA,"MF,FW",Brest,Ligue 1,19.0,2001.0,0.5,29.0,28.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0
873,Wout Faes,be BEL,DF,Reims,Ligue 1,22.0,1998.0,32.2,1608.0,1577.0,25.0,22.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,1380.0,6.0,5.0
874,Nicolò Fagioli,it ITA,MF,Juventus,Serie A,19.0,2001.0,0.2,20.0,18.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0
875,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,31.0,1988.0,20.8,824.0,558.0,263.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,3.0,1.0
876,Romain Faivre,fr FRA,"MF,FW",Brest,Ligue 1,22.0,1998.0,32.1,1476.0,1299.0,171.0,58.0,0.0,10.0,138.0,13.0,92.0,55.0,22.0,0.0,1172.0,6.0,26.0
877,Fali,es ESP,"DF,MF",Cádiz,La Liga,26.0,1993.0,29.3,731.0,671.0,58.0,51.0,2.0,9.0,19.0,6.0,0.0,0.0,0.0,0.0,505.0,2.0,4.0
878,Iago Falque,es ESP,"MF,FW",Benevento,Serie A,30.0,1990.0,4.0,212.0,189.0,23.0,6.0,1.0,1.0,30.0,2.0,12.0,7.0,4.0,0.0,159.0,0.0,6.0
879,Andri Fannar Baldursson,is ISL,MF,Bologna,Serie A,18.0,2002.0,2.4,73.0,69.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,3.0
880,Paolo Faragò,it ITA,DF,Bologna,Serie A,27.0,1993.0,0.3,13.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0
881,Paolo Faragò,it ITA,DF,Cagliari,Serie A,27.0,1993.0,4.1,225.0,185.0,40.0,5.0,0.0,1.0,11.0,35.0,0.0,0.0,0.0,0.0,190.0,0.0,6.0
882,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,28.0,1991.0,32.1,1447.0,1163.0,274.0,30.0,0.0,6.0,62.0,244.0,0.0,0.0,0.0,0.0,1024.0,10.0,37.0
884,Mohamed Fares,dz ALG,DF,Lazio,Serie A,24.0,1996.0,12.7,540.0,468.0,70.0,6.0,0.0,1.0,60.0,64.0,0.0,0.0,0.0,0.0,412.0,2.0,18.0
885,Diego Farias,br BRA,FW,Spezia,Serie A,30.0,1990.0,16.8,654.0,637.0,13.0,4.0,1.0,7.0,21.0,5.0,4.0,0.0,1.0,0.0,530.0,4.0,14.0
886,Wuilker Faríñez,ve VEN,GK,Lens,Ligue 1,22.0,1998.0,1.2,28.0,17.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
887,Noah Fatar,fr FRA,"FW,MF",Angers,Ligue 1,18.0,2002.0,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
888,Ansu Fati,es ESP,FW,Barcelona,La Liga,17.0,2002.0,4.8,202.0,194.0,8.0,0.0,3.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,168.0,0.0,2.0
889,Julien Faussurier,fr FRA,DF,Brest,Ligue 1,33.0,1987.0,10.6,608.0,483.0,124.0,8.0,0.0,16.0,52.0,110.0,6.0,0.0,2.0,0.0,455.0,1.0,16.0
890,Andrea Favilli,it ITA,FW,Hellas Verona,Serie A,23.0,1997.0,3.8,80.0,75.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0
891,Federico Fazio,ar ARG,DF,Roma,Serie A,33.0,1987.0,4.5,317.0,307.0,10.0,9.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,272.0,0.0,3.0
892,Nabil Fekir,fr FRA,"MF,FW",Betis,La Liga,27.0,1993.0,29.1,1309.0,1150.0,152.0,41.0,4.0,11.0,115.0,11.0,83.0,27.0,30.0,2.0,1048.0,7.0,26.0
893,Felipe,br BRA,DF,Atlético Madrid,La Liga,31.0,1989.0,22.9,1054.0,1017.0,33.0,29.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,889.0,4.0,5.0
894,Luiz Felipe,it ITA,DF,Lazio,Serie A,23.0,1997.0,10.1,548.0,528.0,20.0,17.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
895,João Félix,pt POR,"FW,MF",Atlético Madrid,La Liga,20.0,1999.0,17.5,689.0,667.0,17.0,4.0,8.0,5.0,11.0,6.0,1.0,1.0,0.0,0.0,567.0,5.0,16.0
896,Ohis Felix Uduokhai,de GER,DF,Augsburg,Bundesliga,22.0,1997.0,29.0,1491.0,1408.0,79.0,58.0,0.0,15.0,5.0,21.0,0.0,0.0,0.0,0.0,1215.0,4.0,20.0
897,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,Ligue 1,27.0,1993.0,32.9,1242.0,1156.0,80.0,15.0,5.0,11.0,124.0,24.0,39.0,10.0,18.0,1.0,819.0,6.0,31.0
898,Bruno Fernandes,pt POR,MF,Manchester Utd,Premier League,25.0,1994.0,34.4,2339.0,2098.0,220.0,63.0,12.0,43.0,166.0,40.0,59.0,27.0,21.0,2.0,1734.0,21.0,68.0
899,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,Bundesliga,24.0,1996.0,9.3,362.0,319.0,41.0,9.0,0.0,7.0,26.0,19.0,13.0,6.0,7.0,0.0,266.0,2.0,8.0
900,Aitor Fernández,es ESP,GK,Levante,La Liga,29.0,1991.0,29.0,928.0,655.0,272.0,65.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,709.0,1.0,0.0
901,Álex Fernández,es ESP,MF,Cádiz,La Liga,27.0,1992.0,21.6,936.0,760.0,171.0,74.0,0.0,14.0,123.0,13.0,75.0,34.0,32.0,1.0,692.0,5.0,22.0
902,Álvaro Fernández,es ESP,GK,Huesca,La Liga,22.0,1998.0,22.0,816.0,572.0,236.0,63.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,8.0,0.0
903,Andrés Fernández,es ESP,GK,Huesca,La Liga,33.0,1986.0,16.0,574.0,400.0,167.0,47.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,7.0,1.0
904,Augusto Fernández,ar ARG,MF,Cádiz,La Liga,34.0,1986.0,4.1,119.0,117.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,3.0
905,Carlos Fernández,es ESP,FW,Sevilla,La Liga,24.0,1996.0,1.6,38.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
906,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,La Liga,24.0,1996.0,4.3,115.0,113.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,1.0,8.0
907,Federico Fernández,ar ARG,DF,Newcastle Utd,Premier League,31.0,1989.0,23.1,894.0,814.0,76.0,33.0,0.0,13.0,13.0,43.0,0.0,0.0,0.0,0.0,715.0,4.0,9.0
