,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
55,Raul Albiol,Villarreal,27.4,10,0.37,9,0,0,1,0,0,2,0.07,1,0,0,1,0,0
56,Marc Albrighton,Leicester City,12.6,19,1.51,12,4,0,0,3,0,2,0.16,2,0,0,0,0,0
57,Paco Alcacer,Villarreal,8.7,15,1.71,12,0,1,2,0,0,6,0.69,5,0,1,0,0,0
58,Thiago Alcantara,Liverpool,17.0,67,3.93,57,0,1,7,1,1,6,0.35,6,0,0,0,0,0
59,Ruben Alcaraz,Cádiz,12.3,39,3.18,28,5,1,2,3,0,1,0.08,1,0,0,0,0,0
60,Omar Alderete,Valencia,26.7,17,0.64,14,1,1,0,0,1,2,0.07,2,0,0,0,0,0
61,Ivan Alejo,Cádiz,11.8,38,3.21,33,1,3,1,0,0,4,0.34,3,0,1,0,0,0
62,Dogan Alemdar,Rennes,12.0,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0
63,Carles Alena,Getafe,25.8,64,2.48,50,2,2,4,6,0,4,0.16,4,0,0,0,0,0
64,Trent Alexander-Arnold,Liverpool,31.7,160,5.05,96,53,3,7,1,0,18,0.57,13,4,0,1,0,0
65,Mohamed Ali Cho,Angers,20.4,42,2.06,23,0,11,2,5,1,7,0.34,4,0,0,2,1,0
66,Alisson,Liverpool,36.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
67,Allan,Everton,24.3,38,1.57,35,0,1,0,1,1,7,0.29,5,0,1,0,1,0
68,Jim Allevinah,Clermont Foot,16.5,53,3.21,32,4,9,6,1,1,3,0.18,2,0,0,1,0,0
69,Dele Alli,Tottenham,7.3,7,0.96,4,0,0,0,3,0,1,0.14,0,0,0,0,1,0
70,Dele Alli,Everton,3.8,13,3.46,12,1,0,0,0,0,1,0.27,1,0,0,0,0,0
71,Miguel Almiron,Newcastle Utd,19.1,49,2.57,36,0,3,8,2,0,4,0.21,3,0,1,0,0,0
72,Marcos Alonso,Chelsea,24.1,93,3.86,66,16,3,6,2,0,10,0.42,7,2,0,1,0,0
73,Giorgio Altare,Cagliari,16.3,27,1.66,16,3,1,7,0,0,0,0.00,0,0,0,0,0,0
74,Hugo Alvarez,Celta Vigo,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Yeray Alvarez,Athletic Club,20.7,17,0.82,16,1,0,0,0,0,1,0.05,1,0,0,0,0,0
76,Dani Alves,Barcelona,12.2,34,2.79,26,7,0,0,1,0,4,0.33,4,0,0,0,0,0
78,Steven Alzate,Brighton,4.5,6,1.34,6,0,0,0,0,0,1,0.22,1,0,0,0,0,0
79,Ibrahim Amadou,Metz,9.0,9,1.00,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
80,Emmanuel Amankwaa Akurugu,Getafe,0.9,1,1.14,0,1,0,0,0,0,1,1.14,0,1,0,0,0,0
81,Daniel Amartey,Leicester City,23.6,18,0.76,18,0,0,0,0,0,1,0.04,1,0,0,0,0,0
82,Amath,Mallorca,9.8,23,2.34,11,1,2,4,4,1,3,0.31,1,0,0,2,0,0
83,Jordan Amavi,Nice,4.6,6,1.31,4,0,0,0,2,0,1,0.22,0,0,0,0,1,0
84,Jordan Amavi,Marseille,1.4,2,1.41,2,0,0,0,0,0,1,0.70,1,0,0,0,0,0
85,Wisdom Amey,Bologna,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
86,Kelvin Amian,Spezia,29.4,33,1.12,22,3,3,3,2,0,1,0.03,1,0,0,0,0,0
87,Nadiem Amiri,Genoa,7.6,30,3.96,24,4,1,0,1,0,1,0.13,1,0,0,0,0,0
88,Nadiem Amiri,Leverkusen,4.1,7,1.71,5,1,0,0,1,0,1,0.24,0,0,0,0,1,0
89,Ethan Ampadu,Venezia,25.4,45,1.77,39,4,1,0,0,1,6,0.24,5,1,0,0,0,0
90,Sofyan Amrabat,Fiorentina,10.5,18,1.72,16,0,1,0,1,0,0,0.00,0,0,0,0,0,0
91,Joachim Andersen,Crystal Palace,32.4,33,1.02,30,1,0,1,0,1,4,0.12,3,0,0,1,0,0
92,Felipe Anderson,Lazio,32.1,115,3.59,87,3,10,5,9,1,19,0.59,13,0,4,2,0,0
93,Sebastian Andersson,Köln,14.0,20,1.43,16,0,0,1,2,1,4,0.29,3,0,0,0,1,0
94,Florin Andone,Cádiz,2.0,4,2.05,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
95,Andres Andrade Cedeno,Arminia,11.6,7,0.60,6,0,0,1,0,0,1,0.09,1,0,0,0,0,0
96,Benjamin Andre,Lille,30.6,56,1.83,46,2,2,3,1,2,5,0.16,4,0,0,1,0,0
97,Fredrik Andre Bjorkan,Hertha BSC,3.9,10,2.55,8,1,0,0,1,0,0,0.00,0,0,0,0,0,0
98,Marcos Andre,Valencia,10.8,26,2.40,16,0,1,3,5,1,2,0.18,1,0,0,1,0,0
99,Robert Andrich,Leverkusen,20.2,38,1.88,27,0,2,5,3,1,6,0.30,3,0,0,3,0,0
100,Jose Angel,Osasuna,12.0,20,1.66,14,1,3,1,1,0,2,0.17,1,0,0,1,0,0
101,Angelino,RB Leipzig,25.5,83,3.25,53,22,3,4,1,0,8,0.31,5,3,0,0,0,0
102,Ebenezer Annan,Bologna,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Cristian Ansaldi,Torino,7.7,29,3.79,22,3,2,2,0,0,6,0.78,5,0,0,1,0,0
105,Janis Antiste,Spezia,8.8,14,1.58,12,0,1,1,0,0,0,0.00,0,0,0,0,0,0
106,Waldemar Anton,Stuttgart,28.8,37,1.28,31,0,1,2,2,1,2,0.07,2,0,0,0,0,0
107,Josep Antoni Gaya,Mallorca,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
108,Michail Antonio,West Ham,33.0,97,2.94,65,1,11,11,9,0,17,0.51,10,0,1,4,2,0
109,Christopher Antwi-Adjei,Bochum,12.6,26,2.25,15,1,1,3,6,0,2,0.17,1,0,0,0,1,0
110,Houssem Aouar,Lyon,27.8,101,3.63,77,3,6,9,4,2,6,0.22,5,0,0,1,0,0
111,Adil Aouchiche,Saint-Étienne,12.0,38,3.17,21,10,1,1,5,0,5,0.42,3,2,0,0,0,0
112,Dennis Appiah,Nantes,23.3,15,0.64,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0
113,Mauro Arambarri,Getafe,29.6,75,2.53,35,31,2,2,3,2,10,0.34,4,4,1,0,0,1
114,Mattia Aramu,Venezia,23.3,75,3.21,31,22,2,5,15,0,11,0.47,7,1,0,0,3,0
115,Charles Aranguiz,Leverkusen,17.5,41,2.34,35,3,1,1,1,0,6,0.34,5,0,1,0,0,0
116,Nestor Araujo,Celta Vigo,29.1,14,0.48,12,0,1,1,0,0,2,0.07,2,0,0,0,0,0
117,Ronald Araujo,Barcelona,25.2,15,0.59,12,0,0,2,1,0,0,0.00,0,0,0,0,0,0
118,Cameron Archer,Aston Villa,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
119,Alphonse Areola,West Ham,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Jesus Areso,Osasuna,2.1,4,1.91,1,2,0,0,1,0,0,0.00,0,0,0,0,0,0
121,Matias Arezo,Granada,1.8,6,3.33,5,0,0,1,0,0,1,0.56,0,0,0,1,0,0
122,Santiago Arias,Granada,4.9,9,1.84,6,1,1,0,1,0,0,0.00,0,0,0,0,0,0
123,Adam Armstrong,Southampton,15.7,36,2.29,22,0,5,6,3,0,3,0.19,2,0,0,0,1,0
124,Stuart Armstrong,Southampton,16.4,54,3.30,42,2,2,3,4,1,3,0.18,1,0,1,0,1,0
125,Marko Arnautovic,Bologna,29.9,89,2.97,71,0,7,9,2,0,7,0.23,5,0,1,1,0,0
126,Maximilian Arnold,Wolfsburg,33.3,106,3.19,56,45,2,0,3,0,4,0.12,2,1,0,0,1,0
127,Kepa Arrizabalaga,Chelsea,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
128,Tolgay Arslan,Udinese,18.4,48,2.60,30,5,1,4,7,1,8,0.43,3,0,0,2,3,0
130,Arthur,Fiorentina,8.3,17,2.05,10,0,3,1,2,1,5,0.60,3,0,1,1,0,0
131,Santiago Arzamendia,Cádiz,5.2,5,0.96,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
132,Takuma Asano,Bochum,17.9,49,2.74,35,0,4,6,3,1,7,0.39,6,0,0,0,1,0
133,Santiago Ascacibar,Hertha BSC,26.4,39,1.48,32,1,1,1,2,2,1,0.04,1,0,0,0,0,0
134,Sergio Asenjo,Villarreal,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
135,Alejandro Asensio,Rayo Vallecano,0.1,2,13.85,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
136,Marco Asensio,Real Madrid,19.2,70,3.64,42,12,5,9,2,0,6,0.31,3,0,1,2,0,0
137,Harrison Ashby,West Ham,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
138,Kristoffer Askildsen,Sampdoria,8.4,7,0.84,5,0,2,0,0,0,1,0.12,1,0,0,0,0,0
139,Fisnik Asllani,Hoffenheim,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
140,Kristjan Asllani,Empoli,15.0,30,2.00,22,3,0,3,2,0,3,0.20,3,0,0,0,0,0
141,Iago Aspas,Celta Vigo,34.3,120,3.50,90,7,6,11,6,0,15,0.44,9,0,1,5,0,0
142,Lorenz Assignon,Rennes,6.8,18,2.63,13,0,0,3,2,0,1,0.15,1,0,0,0,0,0
143,Simon Asta,Greuther Fürth,8.7,11,1.26,8,3,0,0,0,0,1,0.11,0,1,0,0,0,0
144,Youcef Atal,Nice,12.7,31,2.45,22,0,3,1,4,1,3,0.24,2,0,0,0,1,0
145,Pierre-Emerick Aubameyang,Arsenal,11.5,22,1.91,14,0,2,4,2,0,3,0.26,2,0,0,1,0,0
146,Pierre-Emerick Aubameyang,Barcelona,12.0,15,1.25,13,0,0,2,0,0,3,0.25,3,0,0,0,0,0
147,Emil Audero,Sampdoria,28.4,5,0.18,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
148,Tommaso Augello,Sampdoria,26.6,49,1.84,34,4,5,1,3,2,2,0.08,2,0,0,0,0,0
149,Jean-Kevin Augustin,Nantes,0.9,1,1.07,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
150,Ludwig Augustinsson,Sevilla,8.8,13,1.48,9,3,0,0,0,1,1,0.11,0,1,0,0,0,0
151,Serge Aurier,Villarreal,11.2,16,1.43,13,1,0,2,0,0,1,0.09,1,0,0,0,0,0
152,Ezequiel Avila,Osasuna,20.8,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0
153,Taiwo Awoniyi,Union Berlin,24.2,68,2.82,46,0,8,11,3,0,6,0.25,2,0,2,1,1,0
154,Ramzi Aya,Salernitana,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Jordan Ayew,Crystal Palace,22.4,61,2.72,41,1,2,3,13,1,6,0.27,5,0,0,0,1,0
157,Kaan Ayhan,Sassuolo,15.0,8,0.53,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
158,Luke Ayling,Leeds United,25.2,33,1.31,24,1,0,7,0,1,5,0.20,1,0,0,3,0,1
159,Karim Azamoum,Troyes,4.3,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
160,Sardar Azmoun,Leverkusen,4.0,13,3.26,12,0,0,1,0,0,1,0.25,1,0,0,0,0,0
161,Cesar Azpilicueta,Chelsea,23.0,48,2.09,43,0,2,3,0,0,8,0.35,6,0,1,1,0,0
162,Iddrisu Baba,Mallorca,21.5,26,1.21,20,0,1,4,0,1,3,0.14,1,0,0,2,0,0
163,Carlos Bacca,Granada,5.7,13,2.27,9,0,0,2,2,0,2,0.35,1,0,0,0,1,0
164,Daniel Bachmann,Watford,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
165,Loic Bade,Rennes,10.9,5,0.46,3,0,0,2,0,0,1,0.09,0,0,0,1,0,0
166,Milan Badelj,Genoa,31.6,72,2.28,64,0,1,1,2,4,2,0.06,0,0,1,0,1,0
167,Edgar Badia,Elche,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
168,Benoit Badiashile,Monaco,20.4,15,0.73,11,0,0,3,0,1,1,0.05,0,0,0,1,0,0
169,Youssouph Badji,Brest,1.5,3,1.99,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
170,Miguel Baeza,Celta Vigo,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Nicola Bagnolini,Bologna,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Issa Bah,Venezia,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
173,Stephane Bahoken,Angers,12.2,15,1.23,13,0,0,1,1,0,1,0.08,1,0,0,0,0,0
174,Leon Bailey,Aston Villa,8.5,20,2.37,15,0,1,2,2,0,1,0.12,1,0,0,0,0,0
175,Eric Bailly,Manchester Utd,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
176,Denys Bain,Brest,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
177,Stefan Bajic,Saint-Étienne,5.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
178,Nedim Bajrami,Empoli,22.8,104,4.55,66,21,8,5,1,3,7,0.31,5,1,0,1,0,0
179,Cedric Bakambu,Marseille,4.0,13,3.30,11,0,1,1,0,0,3,0.76,3,0,0,0,0,0
180,Abdoulaye Bakayoko,Saint-Étienne,3.4,3,0.88,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
182,Tiemoue Bakayoko,Milan,5.6,7,1.26,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
183,Mitchel Bakker,Leverkusen,20.2,37,1.83,34,0,1,1,1,0,6,0.30,6,0,0,0,0,0
184,Ridle Baku,Wolfsburg,27.2,82,3.02,60,4,4,7,7,0,9,0.33,5,0,0,1,3,0
185,Dilane Bakwa,Bordeaux,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
186,Tommaso Baldanzi,Empoli,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
187,Alejandro Balde,Barcelona,2.1,3,1.44,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
188,Ibrahima Balde,Lens,0.6,1,1.58,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
189,Keita Balde,Cagliari,13.7,23,1.68,14,0,1,4,3,1,2,0.15,1,0,0,0,1,0
190,Gareth Bale,Real Madrid,3.1,2,0.64,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
191,Mikel Balenziaga,Athletic Club,22.5,23,1.02,19,2,0,1,1,0,1,0.04,0,0,0,0,1,0
192,Leonardo Balerdi,Marseille,10.6,6,0.57,3,1,1,1,0,0,2,0.19,1,1,0,0,0,0
193,Ivan Balliu,Rayo Vallecano,35.0,94,2.69,68,13,6,2,3,2,5,0.14,4,0,1,0,0,0
194,Fode Ballo-Toure,Milan,5.0,13,2.62,11,0,1,0,1,0,2,0.40,2,0,0,0,0,0
195,Folarin Balogun,Arsenal,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
196,Abdoulaye Bamba,Angers,5.1,7,1.38,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
197,Jonathan Bamba,Lille,27.0,89,3.30,47,25,9,3,4,1,7,0.26,5,0,1,1,0,0
198,Patrick Bamford,Leeds United,6.2,13,2.09,9,0,1,2,1,0,3,0.48,2,0,1,0,0,0
199,Filippo Bandinelli,Empoli,21.7,58,2.67,46,4,3,3,1,1,4,0.18,4,0,0,0,0,0
200,Mattia Bani,Genoa,13.5,5,0.37,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
201,Simon Banza,Lens,1.4,4,2.90,3,0,0,0,0,1,2,1.45,1,0,0,0,0,1
202,Shandon Baptiste,Brentford,10.1,21,2.07,16,0,4,1,0,0,1,0.10,1,0,0,0,0,0
203,Antonin Barak,Hellas Verona,26.0,70,2.69,57,1,4,6,2,0,9,0.35,6,0,1,1,1,0
204,Barbero,Osasuna,0.2,1,4.29,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
205,Danilo Barbosa,Nice,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
206,Barcia,Granada,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
208,Bradley Barcola,Lyon,2.9,11,3.74,9,0,1,1,0,0,2,0.68,2,0,0,0,0,0
209,Melvin Bard,Nice,28.8,45,1.56,40,3,1,0,0,1,4,0.14,4,0,0,0,0,0
210,Enis Bardhi,Levante,18.9,83,4.39,44,23,3,8,5,0,5,0.26,2,2,1,0,0,0
211,Francesco Bardi,Bologna,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
212,Keidi Bare,Espanyol,16.5,20,1.21,18,0,1,0,1,0,2,0.12,1,0,0,0,1,0
213,Nicolo Barella,Inter,32.4,140,4.32,116,0,10,6,6,2,21,0.65,18,0,1,1,1,0
214,Kike Barja,Osasuna,9.6,21,2.18,12,0,2,2,4,1,2,0.21,0,0,0,1,1,0
215,Ross Barkley,Chelsea,2.0,18,9.00,13,3,1,1,0,0,3,1.50,3,0,0,0,0,0
216,Aymen Barkok,Eint Frankfurt,1.8,3,1.69,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
217,Ashley Barnes,Burnley,9.0,18,2.00,12,0,0,3,3,0,1,0.11,1,0,0,0,0,0
218,Harvey Barnes,Leicester City,23.3,63,2.70,48,0,7,4,3,1,13,0.56,11,0,0,2,0,0
219,Antonio Barragan,Elche,11.3,8,0.71,7,0,0,0,1,0,2,0.18,2,0,0,0,0,0
220,Leandro Barreiro Martins,Mainz 05,19.9,32,1.61,19,0,2,5,5,1,4,0.20,2,0,0,0,2,0
221,Ander Barrenetxea,Real Sociedad,6.1,14,2.31,10,0,3,0,1,0,3,0.49,2,0,1,0,0,0
222,Jacob Barrett Laursen,Arminia,18.1,22,1.21,12,9,1,0,0,0,1,0.06,1,0,0,0,0,0
223,Musa Barrow,Bologna,23.7,87,3.67,65,11,3,4,4,0,10,0.42,8,1,0,1,0,0
224,Abdourahmane Barry,Greuther Fürth,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
225,Marc Bartra,Betis,22.1,12,0.54,8,1,0,3,0,0,0,0.00,0,0,0,0,0,0
226,Daniele Baselli,Torino,1.7,2,1.23,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
227,Daniele Baselli,Cagliari,3.2,15,4.69,8,3,0,2,0,2,1,0.31,0,1,0,0,0,0
228,Toma Basic,Lazio,10.9,9,0.83,5,1,1,2,0,0,3,0.28,1,1,0,1,0,0
229,Toma Basic,Bordeaux,2.3,6,2.58,2,3,1,0,0,0,1,0.43,0,1,0,0,0,0
230,Amine Bassi,Metz,2.0,12,5.87,4,6,0,0,2,0,0,0.00,0,0,0,0,0,0
231,Alvaro Bastida,Cádiz,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
232,Alessandro Bastoni,Inter,25.7,45,1.75,39,0,2,2,0,2,5,0.19,5,0,0,0,0,0
234,Simone Bastoni,Spezia,25.4,80,3.15,49,22,3,4,1,1,5,0.20,3,1,0,1,0,0
235,Lewis Bate,Leeds United,1.6,3,1.85,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
236,Rodrigo Battaglia,Mallorca,13.1,13,0.99,10,0,1,0,2,0,0,0.00,0,0,0,0,0,0
237,Maximilian Bauer,Greuther Fürth,18.8,8,0.43,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
238,Oliver Baumann,Hoffenheim,33.0,2,0.06,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
239,Timo Baumgartl,Union Berlin,24.1,29,1.20,20,1,2,5,0,1,2,0.08,1,0,0,1,0,0
240,Julian Baumgartlinger,Leverkusen,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
241,Christoph Baumgartner,Hoffenheim,21.0,53,2.53,43,0,3,1,4,2,4,0.19,3,0,0,0,0,1
242,Jon Bautista,Real Sociedad,0.5,2,4.00,0,0,0,0,2,0,1,2.00,0,0,0,0,1,0
243,Paul Baysse,Bordeaux,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
244,Noah Joel Sarenren Bazee,Augsburg,2.7,5,1.86,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0
245,Bebe,Rayo Vallecano,9.6,39,4.05,19,6,5,5,4,0,5,0.52,1,1,2,0,1,0
246,Ihlas Bebou,Hoffenheim,23.2,57,2.45,41,2,6,6,2,0,7,0.30,4,0,1,2,0,0
