,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
381,Juan Bernat,es ESP,"DF,MF",Paris S-G,Ligue 1,28.0,1993.0,15.0,958.0,64.0,28.0,10.6,12.0,76.0,3.0,3.0,15.0,7.0,2.33,23.0,10.0,13.0,1.22,-0.28,22.2,11.7,10.5,0.99,0.02
382,Dimitry Bertaud,fr FRA,GK,Montpellier,Ligue 1,23.0,1998.0,11.0,833.0,76.0,24.4,9.3,9.0,90.0,9.0,2.0,12.0,25.0,0.82,14.0,20.0,-6.0,-0.65,-0.44,12.8,15.1,-2.4,-0.25,0.17
383,Ugo Bertelli,fr FRA,MF,Marseille,Ligue 1,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
384,Jason Berthomier,fr FRA,MF,Clermont Foot,Ligue 1,31.0,1990.0,29.0,1732.0,60.0,50.6,19.2,22.0,72.0,2.0,7.0,20.0,1.0,0.83,19.0,30.0,-11.0,-0.57,0.49,22.0,24.1,-2.1,-0.11,0.2
385,Marco Bertini,it ITA,MF,Lazio,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
386,Tommaso Bertini,it ITA,GK,Atalanta,Serie A,17.0,2004.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
387,Nicolò Bertola,it ITA,"MF,DF",Spezia,Serie A,18.0,2003.0,2.0,35.0,18.0,1.0,0.4,0.0,,0.0,2.0,18.0,28.0,1.5,0.0,1.0,-1.0,-2.57,-1.8,1.3,0.6,0.8,2.02,2.69
388,Ryan Bertrand,eng ENG,DF,Leicester City,Premier League,31.0,1989.0,4.0,337.0,84.0,9.9,3.7,4.0,84.0,3.0,0.0,,5.0,0.5,5.0,7.0,-2.0,-0.53,-0.68,5.4,6.5,-1.0,-0.27,0.03
390,Daniel Bessa,it ITA,MF,Hellas Verona,Serie A,28.0,1993.0,24.0,768.0,32.0,22.5,8.5,5.0,69.0,0.0,19.0,22.0,10.0,1.54,17.0,16.0,1.0,0.12,-0.05,10.2,12.3,-2.2,-0.25,-0.37
391,Loïc Bessile,tg TOG,DF,Bordeaux,Ligue 1,22.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
392,Beto,gw GNB,FW,Udinese,Serie A,23.0,1998.0,28.0,2173.0,78.0,63.5,24.1,24.0,86.0,17.0,4.0,28.0,0.0,1.14,37.0,40.0,-3.0,-0.12,-0.56,31.0,29.5,1.6,0.06,0.25
393,Marcus Bettinelli,eng ENG,GK,Chelsea,Premier League,29.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
394,Jordan Beyer,de GER,DF,M'Gladbach,Bundesliga,21.0,2000.0,17.0,1384.0,81.0,45.2,15.4,15.0,89.0,13.0,2.0,23.0,6.0,1.53,25.0,19.0,6.0,0.39,1.09,25.1,19.8,5.3,0.37,0.58
395,Valerio Biagini,it ITA,GK,Empoli,Serie A,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
396,Bartosz Bialek,pl POL,"FW,DF",Wolfsburg,Bundesliga,19.0,2001.0,12.0,178.0,15.0,5.8,2.0,1.0,64.0,0.0,11.0,10.0,7.0,1.58,5.0,2.0,3.0,1.52,1.95,1.2,2.8,-1.6,-0.81,-0.88
397,Alessandro Bianco,it ITA,MF,Fiorentina,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,,,,,,
398,Giulian Biancone,fr FRA,"DF,MF",Troyes,Ligue 1,21.0,2000.0,33.0,2292.0,69.0,67.0,25.5,26.0,83.0,18.0,7.0,21.0,0.0,1.03,27.0,33.0,-6.0,-0.24,0.56,27.1,33.9,-6.8,-0.27,0.1
399,José Bica,pt POR,FW,Lille,Ligue 1,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
400,Ermin Bičakčić,ba BIH,DF,Hoffenheim,Bundesliga,31.0,1990.0,1.0,5.0,5.0,0.2,0.1,0.0,,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.2,0.0,0.2,2.9,2.79
401,Mads Bidstrup,dk DEN,MF,Brentford,Premier League,20.0,2001.0,4.0,41.0,10.0,1.2,0.5,0.0,,0.0,4.0,10.0,14.0,1.75,1.0,0.0,1.0,2.2,2.43,0.4,0.5,-0.1,-0.12,-0.05
402,Mika Biereth,dk DEN,FW,Arsenal,Premier League,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
403,Pedro Bigas,es ESP,DF,Elche,La Liga,30.0,1990.0,19.0,1551.0,82.0,45.4,17.2,19.0,82.0,13.0,0.0,,5.0,1.05,18.0,26.0,-8.0,-0.46,-0.27,15.5,22.9,-7.4,-0.43,0.44
404,Matteo Bignetti,at AUT,GK,Eint Frankfurt,Bundesliga,17.0,2004.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
405,El Bilal Touré,ml MLI,FW,Reims,Ligue 1,19.0,2001.0,21.0,1194.0,57.0,34.9,13.3,15.0,71.0,2.0,6.0,22.0,0.0,1.29,17.0,14.0,3.0,0.23,0.39,12.4,16.7,-4.2,-0.32,-0.14
406,Luis Bilbao,es ESP,FW,Athletic Club,La Liga,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
407,Jean-Claude Billong,cm CMR,DF,Clermont Foot,Ligue 1,27.0,1993.0,15.0,980.0,65.0,28.7,10.9,10.0,90.0,9.0,5.0,16.0,10.0,0.4,10.0,28.0,-18.0,-1.65,-1.17,11.9,14.5,-2.6,-0.24,-0.04
408,Luis Binks,eng ENG,DF,Bologna,Serie A,19.0,2001.0,15.0,646.0,43.0,18.9,7.2,7.0,73.0,3.0,8.0,17.0,22.0,1.2,7.0,13.0,-6.0,-0.84,-0.67,8.3,10.3,-2.0,-0.28,-0.09
409,Cristiano Biraghi,it ITA,DF,Fiorentina,Serie A,28.0,1992.0,37.0,3153.0,85.0,92.2,35.0,37.0,85.0,25.0,0.0,,0.0,1.65,56.0,49.0,7.0,0.2,-0.14,57.1,39.0,18.1,0.52,0.09
410,Davide Biraschi,it ITA,DF,Genoa,Serie A,27.0,1994.0,14.0,930.0,66.0,27.2,10.3,11.0,73.0,5.0,3.0,41.0,4.0,0.71,6.0,19.0,-13.0,-1.26,-0.54,6.4,17.1,-10.7,-1.03,-0.81
411,Tom Bischof,de GER,MF,Hoffenheim,Bundesliga,16.0,2005.0,1.0,14.0,14.0,0.5,0.2,0.0,,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,-0.1,-0.39,-0.51
412,Yves Bissouma,ml MLI,MF,Brighton,Premier League,24.0,1996.0,26.0,2111.0,81.0,61.7,23.5,25.0,83.0,18.0,1.0,27.0,4.0,1.54,27.0,28.0,-1.0,-0.04,0.03,28.7,26.5,2.2,0.09,0.02
413,Nathan Bitu Mazala,fr FRA,DF,Paris S-G,Ligue 1,18.0,2002.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,-1.43,0.0,0.0,0.0,0.0,-0.97
414,Marco Bizot,nl NED,GK,Brest,Ligue 1,30.0,1991.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.26,49.0,57.0,-8.0,-0.21,,43.4,56.3,-12.8,-0.34,
416,Bjarki Bjarkason,is ISL,MF,Venezia,Serie A,21.0,2000.0,1.0,3.0,3.0,0.1,0.0,0.0,,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,-0.45,0.48
417,Adrian Blake,eng ENG,FW,Watford,Premier League,16.0,2005.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
418,Blanco,es ESP,MF,Real Madrid,La Liga,21.0,2000.0,1.0,31.0,31.0,0.9,0.3,0.0,,0.0,1.0,31.0,14.0,3.0,2.0,0.0,2.0,5.81,4.56,0.7,0.6,0.1,0.15,-0.58
419,Alejandro Blanco,es ESP,MF,Valencia,La Liga,22.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
420,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,26.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,36.0,,,,,,,,,,,
421,Ludovic Blas,fr FRA,"MF,FW",Nantes,Ligue 1,23.0,1997.0,35.0,2961.0,85.0,86.6,32.9,35.0,85.0,18.0,0.0,,0.0,1.46,48.0,41.0,7.0,0.21,0.21,39.3,44.1,-4.7,-0.14,0.33
422,Alejandro Blesa,es ESP,MF,Levante,La Liga,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,11.0,,,,,,,,,,,
423,Danny Blum,de GER,FW,Bochum,Bundesliga,30.0,1991.0,13.0,346.0,27.0,11.3,3.8,2.0,52.0,0.0,11.0,22.0,4.0,1.31,4.0,2.0,2.0,0.52,1.05,6.0,5.7,0.3,0.07,0.58
424,Myron Boadu,nl NED,FW,Monaco,Ligue 1,20.0,2001.0,31.0,960.0,31.0,28.1,10.7,7.0,62.0,0.0,24.0,22.0,1.0,1.87,18.0,16.0,2.0,0.19,-0.65,16.4,13.7,2.7,0.26,-0.34
425,Jérôme Boateng,de GER,DF,Lyon,Ligue 1,32.0,1988.0,24.0,1622.0,68.0,47.4,18.0,19.0,79.0,9.0,5.0,26.0,4.0,1.75,33.0,28.0,5.0,0.28,-0.22,33.6,29.5,4.0,0.22,-0.19
426,Kevin-Prince Boateng,gh GHA,"MF,FW",Hertha BSC,Bundesliga,34.0,1987.0,18.0,696.0,39.0,22.7,7.7,8.0,61.0,0.0,10.0,21.0,6.0,1.11,10.0,13.0,-3.0,-0.39,0.79,9.4,7.9,1.6,0.2,1.06
427,Antonin Bobichon,fr FRA,"MF,FW",Angers,Ligue 1,25.0,1995.0,4.0,38.0,10.0,1.1,0.4,0.0,,0.0,4.0,10.0,7.0,1.5,1.0,1.0,0.0,0.0,0.29,0.5,1.1,-0.6,-1.46,-1.38
428,Ben Bobzien,de GER,FW,Mainz 05,Bundesliga,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
429,Herbert Bockhorn,de GER,DF,Bochum,Bundesliga,26.0,1995.0,18.0,850.0,47.0,27.8,9.4,7.0,89.0,6.0,11.0,21.0,9.0,0.61,7.0,19.0,-12.0,-1.27,-1.19,7.5,19.8,-12.3,-1.45,-1.34
430,Pietro Boer,it ITA,GK,Roma,Serie A,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,23.0,,,,,,,,,,,
431,Jean-Paul Boëtius,nl NED,MF,Mainz 05,Bundesliga,27.0,1994.0,33.0,1800.0,55.0,58.8,20.0,19.0,78.0,7.0,14.0,23.0,0.0,1.3,31.0,34.0,-3.0,-0.15,-0.72,28.1,28.6,-0.5,-0.03,-0.53
432,Jeremie Boga,ci CIV,"FW,MF",Atalanta,Serie A,24.0,1997.0,15.0,764.0,51.0,22.3,8.5,7.0,74.0,2.0,8.0,31.0,0.0,0.87,10.0,10.0,0.0,0.0,-0.58,14.9,9.6,5.3,0.63,0.23
433,Jeremie Boga,ci CIV,"FW,MF",Sassuolo,Serie A,24.0,1997.0,12.0,670.0,56.0,19.6,7.4,8.0,74.0,2.0,4.0,20.0,0.0,1.0,8.0,11.0,-3.0,-0.4,-0.44,9.7,12.8,-3.1,-0.41,-0.16
434,Lamare Bogarde,nl NED,MF,Aston Villa,Premier League,17.0,2004.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
435,Melayro Bogarde,nl NED,DF,Hoffenheim,Bundesliga,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
436,Luka Bogdan,hr CRO,DF,Salernitana,Serie A,25.0,1996.0,6.0,399.0,67.0,11.7,4.4,4.0,90.0,4.0,2.0,20.0,8.0,0.0,1.0,17.0,-16.0,-3.61,-2.75,2.4,13.1,-10.7,-2.43,-1.89
437,Emil Bohinen,no NOR,MF,Salernitana,Serie A,22.0,1999.0,11.0,699.0,64.0,20.4,7.8,8.0,79.0,5.0,3.0,21.0,5.0,1.45,9.0,8.0,1.0,0.13,1.65,7.4,8.5,-1.2,-0.15,0.76
438,Quentin Boisgard,fr FRA,"MF,FW",Lorient,Ligue 1,24.0,1997.0,25.0,958.0,38.0,28.0,10.6,9.0,66.0,1.0,16.0,23.0,9.0,0.76,9.0,21.0,-12.0,-1.13,-0.54,11.7,13.7,-2.0,-0.19,0.08
439,Baptiste Boit,fr FRA,DF,Clermont Foot,Ligue 1,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
440,Charles Boli,fr FRA,"MF,DF",Lens,Ligue 1,22.0,1998.0,4.0,32.0,8.0,0.9,0.4,0.0,,0.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.3,0.5,-0.2,-0.58,-0.79
442,Willy Boly,ci CIV,DF,Wolves,Premier League,30.0,1991.0,10.0,900.0,90.0,26.3,10.0,10.0,90.0,10.0,0.0,,14.0,0.8,13.0,20.0,-7.0,-0.7,-0.77,9.5,18.0,-8.6,-0.86,-0.47
443,Calvin Bombo,cf CTA,MF,Troyes,Ligue 1,22.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
444,Giacomo Bonaventura,it ITA,MF,Fiorentina,Serie A,31.0,1989.0,31.0,2266.0,73.0,66.3,25.2,28.0,78.0,10.0,3.0,28.0,1.0,1.55,44.0,31.0,13.0,0.52,0.91,40.0,25.0,14.9,0.59,0.25
445,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,Serie A,24.0,1997.0,32.0,1866.0,58.0,54.6,20.7,19.0,80.0,7.0,13.0,27.0,1.0,0.91,19.0,44.0,-25.0,-1.21,-0.05,20.2,36.0,-15.8,-0.76,-0.01
446,Pépé Bonet,fr FRA,GK,Rennes,Ligue 1,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
447,Giovanni Bonfanti,it ITA,DF,Sampdoria,Serie A,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
448,Tarsis Bonga,de GER,"MF,FW",Bochum,Bundesliga,24.0,1997.0,3.0,17.0,6.0,0.6,0.2,0.0,,0.0,3.0,6.0,4.0,1.33,0.0,1.0,-1.0,-5.29,-4.91,0.2,0.9,-0.6,-3.26,-2.83
449,Kevin Bonifazi,it ITA,DF,Bologna,Serie A,25.0,1996.0,22.0,1210.0,55.0,35.4,13.4,14.0,80.0,8.0,8.0,12.0,8.0,1.41,18.0,20.0,-2.0,-0.15,0.22,15.7,17.8,-2.2,-0.16,0.07
450,Solomon Bonnah,nl NED,DF,RB Leipzig,Bundesliga,17.0,2003.0,1.0,6.0,6.0,0.2,0.1,0.0,,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,-1.03,0.9,0.0,0.9,11.02,10.32
451,Noam Bonnet,fr FRA,MF,Lyon,Ligue 1,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
452,Kayne Bonnevie,fr FRA,GK,Lyon,Ligue 1,20.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
453,Sergio Bono Juan,es ESP,DF,Elche,La Liga,21.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
454,Leonardo Bonucci,it ITA,DF,Juventus,Serie A,34.0,1987.0,24.0,2005.0,84.0,58.6,22.3,22.0,89.0,21.0,2.0,19.0,6.0,1.54,32.0,28.0,4.0,0.18,-0.84,30.5,25.4,5.1,0.23,-0.3
455,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,Bundesliga,22.0,1999.0,27.0,2007.0,74.0,65.6,22.3,23.0,85.0,18.0,4.0,14.0,5.0,0.96,30.0,37.0,-7.0,-0.31,0.03,32.3,30.1,2.2,0.1,0.25
456,Rafael Borré,co COL,FW,Eint Frankfurt,Bundesliga,25.0,1995.0,31.0,2378.0,77.0,77.7,26.4,28.0,82.0,13.0,3.0,25.0,1.0,1.32,41.0,40.0,1.0,0.04,0.7,34.8,35.6,-0.8,-0.03,0.57
457,Elia Boseggia,it ITA,GK,Hellas Verona,Serie A,17.0,2004.0,0.0,,,,,0.0,,0.0,0.0,,6.0,,,,,,,,,,,
458,David Bosilj,si SVN,FW,Hellas Verona,Serie A,19.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
459,Sven Botman,nl NED,DF,Lille,Ligue 1,21.0,2000.0,25.0,2250.0,90.0,65.8,25.0,25.0,90.0,25.0,0.0,,1.0,1.6,33.0,33.0,0.0,0.0,0.0,30.8,28.3,2.5,0.1,-0.53
460,Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,Ligue 1,26.0,1994.0,34.0,2436.0,72.0,71.2,27.1,28.0,80.0,12.0,6.0,33.0,0.0,0.85,33.0,62.0,-29.0,-1.07,-0.52,27.2,44.0,-16.8,-0.62,-0.34
461,Hicham Boudaoui,dz ALG,MF,Nice,Ligue 1,21.0,1999.0,29.0,1621.0,56.0,47.4,18.0,21.0,71.0,3.0,8.0,17.0,5.0,2.0,25.0,15.0,10.0,0.56,0.26,24.8,23.4,1.4,0.08,-0.51
462,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,Ligue 1,31.0,1990.0,30.0,2252.0,75.0,65.8,25.0,27.0,81.0,11.0,3.0,20.0,1.0,0.97,29.0,50.0,-21.0,-0.84,0.24,23.7,36.0,-12.3,-0.49,0.09
463,Sofiane Boufal,ma MAR,"FW,MF",Angers,Ligue 1,27.0,1993.0,29.0,2330.0,80.0,68.1,25.9,28.0,82.0,13.0,1.0,24.0,0.0,1.0,29.0,42.0,-13.0,-0.5,-0.67,30.7,34.2,-3.5,-0.13,-0.13
464,Farid Boulaya,dz ALG,"MF,FW",Metz,Ligue 1,28.0,1993.0,24.0,1526.0,64.0,44.6,17.0,18.0,75.0,7.0,6.0,31.0,4.0,0.83,16.0,34.0,-18.0,-1.06,-0.3,13.6,26.9,-13.4,-0.79,0.16
465,Teddy Boulhendi,fr FRA,GK,Nice,Ligue 1,20.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
466,Yassine Bounou,ma MAR,GK,Sevilla,La Liga,30.0,1991.0,31.0,2790.0,90.0,81.6,31.0,31.0,90.0,31.0,0.0,,2.0,1.77,40.0,24.0,16.0,0.52,-0.48,33.0,31.5,1.5,0.05,-0.52
468,Ismaëlben Boura,fr FRA,DF,Lens,Ligue 1,20.0,2000.0,5.0,95.0,19.0,2.8,1.1,1.0,90.0,1.0,4.0,1.0,4.0,1.8,2.0,1.0,1.0,0.95,0.6,2.5,0.7,1.8,1.68,1.53
469,Mehdi Bourabia,ma MAR,MF,Spezia,Serie A,29.0,1991.0,8.0,282.0,35.0,8.2,3.1,2.0,83.0,1.0,6.0,19.0,11.0,0.5,4.0,8.0,-4.0,-1.28,-0.53,2.9,6.0,-3.0,-0.97,-0.36
470,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,Ligue 1,27.0,1994.0,38.0,3193.0,84.0,93.4,35.5,38.0,84.0,15.0,0.0,,0.0,1.74,70.0,34.0,36.0,1.01,-1.36,56.7,37.7,19.0,0.54,0.22
471,Redwan Bourles,fr FRA,"MF,FW",Lorient,Ligue 1,18.0,2003.0,4.0,16.0,4.0,0.5,0.2,0.0,,0.0,4.0,4.0,9.0,1.0,1.0,0.0,1.0,5.63,6.39,0.6,0.6,0.0,0.08,0.32
472,Edoardo Bove,it ITA,"MF,DF",Roma,Serie A,19.0,2002.0,11.0,68.0,6.0,2.0,0.8,0.0,,0.0,11.0,6.0,21.0,2.27,4.0,0.0,4.0,5.29,4.97,1.8,0.5,1.3,1.75,1.07
473,Jamie Bowden,ie IRL,MF,Tottenham,Premier League,20.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
474,Jarrod Bowen,eng ENG,FW,West Ham,Premier League,24.0,1996.0,36.0,2983.0,83.0,87.2,33.1,34.0,87.0,22.0,2.0,18.0,0.0,1.47,57.0,46.0,11.0,0.33,0.74,47.1,44.1,3.0,0.09,1.14
475,Dedryck Boyata,be BEL,DF,Hertha BSC,Bundesliga,30.0,1990.0,23.0,1898.0,83.0,62.0,21.1,22.0,86.0,19.0,1.0,4.0,1.0,1.17,25.0,40.0,-15.0,-0.71,0.76,21.2,30.6,-9.4,-0.44,0.46
476,Lucas Boyé,ar ARG,FW,Elche,La Liga,25.0,1996.0,24.0,1713.0,71.0,50.1,19.0,22.0,75.0,9.0,2.0,30.0,0.0,1.0,20.0,25.0,-5.0,-0.26,0.11,16.1,30.0,-13.9,-0.73,-0.13
477,Julien Boyer,fr FRA,DF,Clermont Foot,Ligue 1,23.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,
478,Domagoj Bradarić,hr CRO,DF,Lille,Ligue 1,21.0,1999.0,15.0,417.0,28.0,12.2,4.6,2.0,90.0,2.0,13.0,18.0,16.0,1.4,7.0,6.0,1.0,0.22,0.25,8.1,5.2,2.9,0.62,0.38
479,Conor Bradley,nir NIR,"DF,MF",Liverpool,Premier League,18.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
480,Bilal Brahimi,dz ALG,MF,Nice,Ligue 1,21.0,2000.0,11.0,378.0,34.0,11.1,4.2,2.0,75.0,0.0,9.0,25.0,4.0,1.45,9.0,6.0,3.0,0.71,0.33,7.5,7.1,0.5,0.11,-0.27
481,Bilal Brahimi,dz ALG,FW,Angers,Ligue 1,21.0,2000.0,9.0,338.0,38.0,9.9,3.8,3.0,78.0,1.0,6.0,17.0,1.0,1.11,4.0,5.0,-1.0,-0.27,0.03,4.7,5.2,-0.4,-0.12,-0.03
482,Bilal Brahimi,dz ALG,FW,Reims,Ligue 1,21.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
483,Martin Braithwaite,dk DEN,FW,Barcelona,La Liga,30.0,1991.0,4.0,235.0,59.0,6.9,2.6,3.0,75.0,1.0,1.0,11.0,15.0,2.5,6.0,4.0,2.0,0.77,-0.03,4.0,2.4,1.6,0.62,-0.15
484,Julian Brandt,de GER,"MF,FW",Dortmund,Bundesliga,25.0,1996.0,31.0,2078.0,67.0,67.9,23.1,22.0,81.0,8.0,9.0,34.0,0.0,2.03,63.0,33.0,30.0,1.3,1.02,47.4,29.9,17.5,0.76,0.74
485,Jarrad Branthwaite,eng ENG,DF,Everton,Premier League,19.0,2002.0,6.0,388.0,65.0,11.3,4.3,4.0,72.0,3.0,2.0,51.0,20.0,0.17,6.0,14.0,-8.0,-1.86,-1.41,5.9,12.4,-6.5,-1.5,-1.27
486,Darko Brašanac,rs SRB,MF,Osasuna,La Liga,29.0,1992.0,35.0,2405.0,69.0,70.3,26.7,27.0,83.0,13.0,8.0,20.0,1.0,1.23,28.0,34.0,-6.0,-0.22,0.48,24.9,31.7,-6.8,-0.25,0.0
487,Lilian Brassier,fr FRA,DF,Brest,Ligue 1,21.0,1999.0,31.0,2263.0,73.0,66.2,25.1,23.0,90.0,23.0,8.0,24.0,6.0,1.26,34.0,41.0,-7.0,-0.28,-0.2,28.8,35.1,-6.3,-0.25,0.26
488,Brau,es ESP,DF,Granada,La Liga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
489,Claudio Bravo,cl CHI,GK,Betis,La Liga,38.0,1983.0,17.0,1456.0,86.0,42.6,16.2,17.0,86.0,16.0,0.0,,11.0,1.65,30.0,19.0,11.0,0.68,0.18,24.1,19.4,4.7,0.29,0.04
490,Iker Bravo,es ESP,FW,Leverkusen,Bundesliga,16.0,2005.0,1.0,12.0,12.0,0.4,0.1,0.0,,0.0,1.0,12.0,1.0,1.0,1.0,0.0,1.0,7.5,6.56,0.6,0.1,0.5,4.1,3.57
491,Fabian Bredlow,de GER,GK,Stuttgart,Bundesliga,26.0,1995.0,4.0,360.0,90.0,11.8,4.0,4.0,90.0,4.0,0.0,,26.0,0.5,3.0,7.0,-4.0,-1.0,-0.53,2.5,7.4,-4.8,-1.2,-1.02
492,Josip Brekalo,hr CRO,MF,Torino,Serie A,23.0,1998.0,32.0,2286.0,71.0,66.8,25.4,26.0,81.0,12.0,6.0,32.0,2.0,1.34,27.0,26.0,1.0,0.04,-0.28,30.4,28.3,2.2,0.09,-0.52
494,Josip Brekalo,hr CRO,FW,Wolfsburg,Bundesliga,23.0,1998.0,1.0,21.0,21.0,0.7,0.2,0.0,,0.0,1.0,21.0,1.0,3.0,2.0,0.0,2.0,8.57,8.96,0.7,0.1,0.5,2.29,2.29
495,Gleison Bremer,br BRA,DF,Torino,Serie A,24.0,1997.0,33.0,2890.0,88.0,84.5,32.1,33.0,88.0,29.0,0.0,,1.0,1.33,39.0,30.0,9.0,0.28,0.96,42.8,30.4,12.4,0.39,0.82
496,Diego Bri,es ESP,FW,Elche,La Liga,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
497,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,Ligue 1,35.0,1985.0,17.0,226.0,13.0,6.6,2.5,1.0,62.0,0.0,16.0,10.0,8.0,0.88,6.0,2.0,4.0,1.59,2.8,6.4,5.4,1.0,0.41,1.06
498,Yan Brice Eteki,cm CMR,MF,Granada,La Liga,23.0,1997.0,12.0,343.0,29.0,10.0,3.8,2.0,56.0,0.0,10.0,23.0,14.0,1.33,6.0,6.0,0.0,0.0,0.5,6.6,5.2,1.3,0.35,1.04
499,Alberto Brignoli,it ITA,GK,Empoli,Serie A,29.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
500,Nathan Broadhead,wls WAL,"FW,MF",Everton,Premier League,23.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
501,Brian Brobbey,nl NED,"FW,MF",RB Leipzig,Bundesliga,19.0,2002.0,9.0,131.0,15.0,4.3,1.5,1.0,42.0,0.0,8.0,11.0,5.0,0.78,4.0,3.0,1.0,0.69,-0.36,2.5,2.9,-0.4,-0.29,-1.06
502,Armando Broja,al ALB,FW,Southampton,Premier League,19.0,2001.0,32.0,1975.0,62.0,57.7,21.9,21.0,82.0,6.0,11.0,24.0,0.0,1.13,26.0,37.0,-11.0,-0.5,0.31,28.6,31.5,-3.0,-0.14,0.63
503,Dylan Bronn,tn TUN,DF,Metz,Ligue 1,26.0,1995.0,30.0,2545.0,85.0,74.4,28.3,28.0,90.0,27.0,2.0,13.0,0.0,0.8,28.0,55.0,-27.0,-0.95,-0.23,21.8,45.9,-24.1,-0.85,0.09
504,John Brooks,us USA,DF,Wolfsburg,Bundesliga,28.0,1993.0,31.0,2615.0,84.0,85.5,29.1,29.0,88.0,24.0,2.0,32.0,3.0,1.32,38.0,44.0,-6.0,-0.21,0.8,41.0,40.6,0.4,0.01,0.0
