,Player,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
1554,Thomas Lemar,16.0,4,29,8,27.6,1.81,0.50,0.14,0.50,18.6,1,0,0,3.4,3.4,0.12,+0.6,+0.6
1556,Mario Lemina,21.9,2,16,4,25.0,0.73,0.18,0.13,0.50,15.5,0,0,0,2.0,2.0,0.12,0.0,0.0
1558,Tim Lemperle,1.7,2,7,3,42.9,4.23,1.81,0.29,0.67,10.3,0,0,0,1.4,1.4,0.21,+0.6,+0.6
1561,Clement Lenglet,9.2,0,2,1,50.0,0.22,0.11,0.00,0.00,10.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2
1562,Aaron Lennon,17.2,2,12,4,33.3,0.70,0.23,0.17,0.50,20.1,0,0,0,1.1,1.1,0.09,+0.9,+0.9
1565,Leo Leroy,7.0,0,8,3,37.5,1.15,0.43,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1567,Robert Lewandowski,32.7,35,156,75,48.1,4.77,2.29,0.19,0.40,13.6,3,5,5,33.2,29.3,0.19,+1.8,+0.7
1568,Jamie Leweling,21.8,5,44,17,38.6,2.02,0.78,0.11,0.29,17.6,0,0,0,4.0,4.0,0.09,+1.0,+1.0
1572,Yanis Lhery,0.8,0,2,1,50.0,2.50,1.25,0.00,0.00,16.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
1573,Dimitri Lienard,22.7,2,23,3,13.0,1.01,0.13,0.09,0.67,21.2,4,0,0,1.4,1.4,0.06,+0.6,+0.6
1574,Philipp Lienhart,31.9,5,19,7,36.8,0.60,0.22,0.26,0.71,9.2,0,0,0,3.3,3.3,0.19,+1.7,+1.7
1575,Matthijs de Ligt,29.7,3,20,10,50.0,0.67,0.34,0.15,0.30,13.4,0,0,0,1.6,1.6,0.08,+1.4,+1.4
1576,Isaac Lihadji,2.6,1,3,2,66.7,1.13,0.76,0.33,0.50,19.0,0,0,0,0.9,0.9,0.31,+0.1,+0.1
1579,Victor Lindelof,26.2,0,3,2,66.7,0.11,0.08,0.00,0.00,8.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
1580,Jesper Lindstrom,22.0,5,54,18,33.3,2.46,0.82,0.09,0.28,17.1,3,0,0,8.0,8.0,0.15,-3.0,-3.0
1581,Karol Linetty,10.0,0,13,2,15.4,1.31,0.20,0.00,0.00,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
1582,Jesse Lingard,4.1,2,8,6,75.0,1.96,1.47,0.25,0.33,18.6,0,0,0,0.6,0.6,0.08,+1.4,+1.4
1583,Pol Lirola,19.7,1,13,2,15.4,0.66,0.10,0.08,0.50,20.9,0,0,0,1.4,1.4,0.10,-0.4,-0.4
1584,Valentino Livramento,24.5,1,12,3,25.0,0.49,0.12,0.08,0.33,15.9,0,0,0,1.4,1.4,0.12,-0.4,-0.4
1586,Dejan Ljubicic,21.9,3,29,7,24.1,1.33,0.32,0.10,0.43,20.1,0,0,0,1.8,1.8,0.06,+1.2,+1.2
1587,Javier Llabres,1.5,0,5,2,40.0,3.41,1.36,0.00,0.00,24.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1588,Diego Llorente,26.0,3,10,3,30.0,0.38,0.12,0.30,1.00,10.6,0,0,0,1.0,1.0,0.10,+2.0,+2.0
1589,Marcos Llorente,27.2,0,16,2,12.5,0.59,0.07,0.00,0.00,20.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7
1592,Giovani Lo Celso,11.0,1,18,6,33.3,1.63,0.54,0.06,0.17,18.1,1,0,0,1.1,1.1,0.06,-0.1,-0.1
1593,Julen Lobete,3.2,2,10,2,20.0,3.17,0.63,0.20,1.00,13.7,0,0,0,1.0,1.0,0.10,+1.0,+1.0
1594,Stanislav Lobotka,18.7,1,2,1,50.0,0.11,0.05,0.50,1.00,25.5,0,0,0,0.1,0.1,0.06,+0.9,+0.9
1596,Jurgen Locadia,4.9,2,17,7,41.2,3.45,1.42,0.06,0.14,19.8,0,1,1,1.7,0.9,0.06,+0.3,+0.1
1597,Manuel Locatelli,24.0,3,21,3,14.3,0.87,0.12,0.14,1.00,19.0,0,0,0,2.2,2.2,0.10,+0.8,+0.8
1598,Bradley Locko,11.2,1,7,2,28.6,0.62,0.18,0.14,0.50,24.1,0,0,0,0.2,0.2,0.03,+0.8,+0.8
1599,Renan Lodi,13.1,2,10,4,40.0,0.76,0.30,0.20,0.50,17.1,0,0,0,0.7,0.7,0.07,+1.3,+1.3
1600,Ruben Loftus-Cheek,15.5,0,19,6,31.6,1.23,0.39,0.00,0.00,18.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2
1602,Shane Long,3.4,1,9,5,55.6,2.63,1.46,0.11,0.20,11.3,0,0,0,0.9,0.9,0.10,+0.1,+0.1
1603,Sean Longstaff,16.3,1,15,2,13.3,0.92,0.12,0.07,0.50,26.0,1,0,0,0.7,0.7,0.05,+0.3,+0.3
1604,Ademola Lookman,16.1,6,26,12,46.2,1.61,0.74,0.23,0.50,15.0,0,0,0,4.5,4.5,0.17,+1.5,+1.5
1606,David Lopez,8.3,0,5,4,80.0,0.61,0.48,0.00,0.00,13.6,0,0,0,0.4,0.4,0.09,-0.4,-0.4
1609,Maxime Lopez,32.6,2,16,6,37.5,0.49,0.18,0.13,0.33,22.6,0,0,0,1.5,1.5,0.09,+0.5,+0.5
1612,Unai Lopez,12.9,0,19,7,36.8,1.47,0.54,0.00,0.00,24.6,4,0,0,1.1,1.1,0.06,-1.1,-1.1
1613,Dion Lopy,18.2,0,16,2,12.5,0.88,0.11,0.00,0.00,23.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0
1615,Anthony Losilla,32.6,2,34,9,26.5,1.04,0.28,0.06,0.22,19.3,0,0,0,2.2,2.2,0.06,-0.2,-0.2
1618,Jordan Lotomba,19.8,0,9,2,22.2,0.45,0.10,0.00,0.00,17.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8
1620,Imran Louza,15.7,0,17,4,23.5,1.08,0.25,0.00,0.00,27.5,6,0,0,1.2,1.2,0.07,-1.2,-1.2
1622,Matteo Lovato,13.8,0,6,1,16.7,0.44,0.07,0.00,0.00,14.4,0,0,0,0.5,0.5,0.08,-0.5,-0.5
1623,Eduard Lowen,15.7,2,37,13,35.1,2.35,0.83,0.03,0.08,24.8,9,1,1,2.9,2.1,0.06,-0.9,-1.1
1624,Matthew Lowton,19.7,1,10,2,20.0,0.51,0.10,0.10,0.50,21.6,0,0,0,0.7,0.7,0.07,+0.3,+0.3
1625,Anthony Lozano,18.6,7,49,20,40.8,2.64,1.08,0.14,0.35,14.5,0,0,0,5.1,5.0,0.10,+1.9,+2.0
1626,Hirving Lozano,17.9,5,50,19,38.0,2.79,1.06,0.10,0.26,16.9,0,0,0,5.9,5.7,0.11,-0.9,-0.7
1627,Jean Lucas,16.1,1,26,9,34.6,1.62,0.56,0.04,0.11,21.0,1,0,0,2.5,2.5,0.09,-1.5,-1.5
1628,Anderson Lucoqui,8.3,1,8,4,50.0,0.97,0.48,0.13,0.25,18.7,0,0,0,0.7,0.7,0.09,+0.3,+0.3
1629,Florentino Luis,11.0,0,3,1,33.3,0.27,0.09,0.00,0.00,26.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
1630,Jose Luis Gaya,20.8,2,18,9,50.0,0.87,0.43,0.11,0.22,20.3,1,0,0,1.2,1.2,0.07,+0.8,+0.8
1631,Jose Luis Morales,30.2,13,76,31,40.8,2.52,1.03,0.13,0.32,18.9,2,3,5,14.3,10.4,0.14,-1.3,-0.4
1632,Jose Luis Palomino,29.7,1,14,3,21.4,0.47,0.10,0.07,0.33,8.5,0,0,0,2.1,2.1,0.15,-1.1,-1.1
1634,Douglas Luiz,30.2,2,23,8,34.8,0.76,0.27,0.09,0.25,25.3,8,0,0,2.0,2.0,0.09,0.0,0.0
1635,Romelu Lukaku,17.7,8,42,14,33.3,2.38,0.79,0.17,0.50,13.8,1,1,1,6.6,5.8,0.14,+1.4,+1.2
1636,Castello Lukeba,23.3,2,6,3,50.0,0.26,0.13,0.33,0.67,8.3,0,0,0,1.7,1.7,0.28,+0.3,+0.3
1638,Dodi Lukebakio,2.0,1,3,1,33.3,1.53,0.51,0.00,0.00,25.6,0,1,1,1.2,0.4,0.12,-0.2,-0.4
1639,Dodi Lukebakio,9.8,1,17,7,41.2,1.73,0.71,0.06,0.14,15.4,0,0,0,2.6,2.6,0.16,-1.6,-1.6
1640,Sasa Lukic,33.1,5,29,7,24.1,0.88,0.21,0.07,0.29,24.7,4,3,3,4.7,2.3,0.08,+0.3,-0.3
1644,Sebastiano Luperto,21.8,0,9,3,33.3,0.41,0.14,0.00,0.00,14.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
1646,Lyanco,10.1,0,6,1,16.7,0.59,0.10,0.00,0.00,16.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1647,Charalambos Lykogiannis,20.2,1,22,7,31.8,1.09,0.35,0.05,0.14,22.9,6,0,0,1.1,1.1,0.05,-0.1,-0.1
1648,Yannis M'Bemba,0.1,0,2,1,50.0,36.00,18.00,0.00,0.00,10.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
1649,Alexis Mac Allister,23.6,5,57,9,15.8,2.42,0.38,0.05,0.33,22.0,4,2,3,6.3,4.0,0.07,-1.3,-1.0
1651,Darwin Machis,15.3,4,37,17,45.9,2.42,1.11,0.11,0.24,21.9,1,0,0,1.8,1.8,0.05,+2.2,+2.2
1652,Yvann Macon,17.0,0,15,4,26.7,0.88,0.24,0.00,0.00,26.5,0,0,0,0.3,0.3,0.02,-0.3,-0.3
1653,James Maddison,27.3,12,72,33,45.8,2.64,1.21,0.17,0.36,20.7,13,0,0,7.5,7.5,0.10,+4.5,+4.5
1655,Pablo Maffeo,32.7,1,29,7,24.1,0.89,0.21,0.03,0.14,20.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7
1656,Louis Mafouta,5.8,2,9,7,77.8,1.54,1.20,0.22,0.29,15.7,0,0,0,1.4,1.4,0.16,+0.6,+0.6
1657,Giulio Maggiore,31.3,2,42,8,19.0,1.34,0.26,0.05,0.25,20.9,0,0,0,4.0,4.0,0.09,-2.0,-2.0
1660,Giangiacomo Magnani,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9
1662,Hugo Magnetti,16.3,0,17,2,11.8,1.05,0.12,0.00,0.00,24.4,0,0,0,0.5,0.5,0.03,-0.5,-0.5
1664,Yohann Magnin,19.1,1,19,3,15.8,1.00,0.16,0.05,0.33,14.7,0,0,0,1.1,1.1,0.06,-0.1,-0.1
1665,Harry Maguire,27.9,1,23,10,43.5,0.82,0.36,0.04,0.10,12.8,0,0,0,1.9,1.9,0.08,-0.9,-0.9
1666,Riyad Mahrez,16.6,11,56,18,32.1,3.36,1.08,0.13,0.39,17.9,6,4,5,10.1,6.2,0.11,+0.9,+0.8
1667,Arne Maier,20.7,1,17,8,47.1,0.82,0.39,0.06,0.13,21.1,1,0,0,1.5,1.5,0.09,-0.5,-0.5
1668,Habib Maiga,14.1,2,11,5,45.5,0.78,0.36,0.18,0.40,20.4,0,0,0,0.9,0.9,0.09,+1.1,+1.1
1671,Ainsley Maitland-Niles,5.4,0,3,2,66.7,0.55,0.37,0.00,0.00,18.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
1673,Abdul Majeed Waris,3.6,2,7,3,42.9,1.93,0.83,0.29,0.67,17.8,0,0,0,1.2,1.2,0.17,+0.8,+0.8
1674,Lovro Majer,20.4,6,45,18,40.0,2.21,0.88,0.13,0.33,19.9,4,0,0,5.3,5.3,0.12,+0.7,+0.7
1675,Jean-Victor Makengo,26.1,1,32,10,31.3,1.23,0.38,0.03,0.10,21.2,0,0,0,3.0,3.0,0.09,-2.0,-2.0
1677,Nemanja Maksimovic,32.6,1,31,5,16.1,0.95,0.15,0.03,0.20,15.9,0,0,0,2.6,2.6,0.08,-1.6,-1.6
1680,Daniel Maldini,1.6,1,3,1,33.3,1.82,0.61,0.33,1.00,13.4,0,0,0,0.4,0.4,0.14,+0.6,+0.6
1681,Youssef Maleh,11.3,2,21,5,23.8,1.85,0.44,0.10,0.40,18.5,0,0,0,2.3,2.3,0.11,-0.3,-0.3
1682,Donyell Malen,18.7,5,47,21,44.7,2.51,1.12,0.11,0.24,16.5,0,0,0,4.6,4.6,0.10,+0.4,+0.4
1683,Ruslan Malinovskyi,17.7,6,57,17,29.8,3.22,0.96,0.11,0.35,22.0,7,0,0,3.3,3.3,0.06,+2.7,+2.7
1684,Hugo Mallo,20.3,1,17,2,11.8,0.84,0.10,0.06,0.50,17.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1
1686,Mickael Malsa,12.7,1,13,2,15.4,1.02,0.16,0.08,0.50,22.8,0,0,0,1.1,1.1,0.09,-0.1,-0.1
1688,Rey Manaj,19.6,5,51,14,27.5,2.60,0.71,0.06,0.21,18.4,6,2,3,7.5,5.1,0.10,-2.5,-2.1
1692,Gianluca Mancini,32.0,0,24,6,25.0,0.75,0.19,0.00,0.00,11.2,0,0,0,2.4,2.3,0.10,-2.4,-2.3
1693,Leonardo Mancuso,4.7,1,12,5,41.7,2.54,1.06,0.08,0.20,14.3,0,0,0,1.9,1.9,0.16,-0.9,-0.9
1696,Reinildo Mandava,16.9,1,6,3,50.0,0.35,0.18,0.17,0.33,14.8,0,0,0,0.5,0.5,0.08,+0.5,+0.5
1697,Aissa Mandi,15.3,1,10,3,30.0,0.65,0.20,0.10,0.33,10.1,0,0,0,2.3,2.3,0.23,-1.3,-1.3
1698,Rolando Mandragora,14.7,0,23,5,21.7,1.57,0.34,0.00,0.00,24.5,3,0,0,1.2,1.2,0.05,-1.2,-1.2
1700,Sadio Mane,31.3,16,98,37,37.8,3.13,1.18,0.16,0.43,14.2,0,0,0,17.2,17.2,0.18,-1.2,-1.2
1701,Eliaquim Mangala,13.1,1,3,1,33.3,0.23,0.08,0.33,1.00,9.9,0,0,0,0.5,0.5,0.17,+0.5,+0.5
1702,Orel Mangala,20.6,1,17,8,47.1,0.83,0.39,0.06,0.13,16.9,0,0,0,2.1,2.1,0.12,-1.1,-1.1
1703,Thomas Mangani,24.4,7,12,3,25.0,0.49,0.12,0.08,0.33,27.1,2,6,6,5.7,0.9,0.08,+1.3,+0.1
1704,Ricardo Mangas,26.1,3,17,5,29.4,0.65,0.19,0.18,0.60,13.1,0,0,0,1.7,1.7,0.10,+1.3,+1.3
1706,Javier Manquillo,14.0,1,4,2,50.0,0.29,0.14,0.25,0.50,15.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7
1708,Myziane Maolida,8.6,1,14,3,21.4,1.62,0.35,0.07,0.33,19.5,0,0,0,1.4,1.4,0.10,-0.4,-0.4
1709,Sekou Mara,10.1,6,37,16,43.2,3.68,1.59,0.14,0.31,18.5,0,1,1,5.1,4.4,0.12,+0.9,+0.6
1711,Fernando Marcal,16.1,0,11,1,9.1,0.68,0.06,0.00,0.00,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4
1712,Marcelo,5.8,0,8,3,37.5,1.37,0.51,0.00,0.00,20.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1716,Solly March,19.4,0,20,10,50.0,1.03,0.52,0.00,0.00,18.3,2,0,0,1.2,1.2,0.06,-1.2,-1.2
1717,Riccardo Marchizza,15.0,0,8,1,12.5,0.53,0.07,0.00,0.00,21.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3
1718,Gian Marco Ferrari,34.7,1,25,10,40.0,0.72,0.29,0.04,0.10,12.0,0,0,0,1.8,1.8,0.07,-0.8,-0.8
1720,Oscar de Marcos,18.7,1,3,3,100.0,0.16,0.16,0.33,0.33,16.2,0,0,0,0.3,0.3,0.09,+0.7,+0.7
1722,Jose Mari,4.3,0,4,1,25.0,0.93,0.23,0.00,0.00,14.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
1724,Pablo Mari,14.9,2,10,5,50.0,0.67,0.34,0.20,0.40,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3
1725,Jose Maria Gimenez,22.7,1,20,7,35.0,0.88,0.31,0.05,0.14,13.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7
1726,Mariano,3.8,1,14,3,21.4,3.68,0.79,0.07,0.33,13.0,0,0,0,1.8,1.8,0.13,-0.8,-0.8
1727,Razvan Marin,31.3,0,41,7,17.1,1.31,0.22,0.00,0.00,24.8,9,0,0,1.8,1.8,0.04,-1.8,-1.8
1728,Guillermo Maripan,20.4,0,7,2,28.6,0.34,0.10,0.00,0.00,10.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6
1732,Marquinhos,31.8,5,21,7,33.3,0.66,0.22,0.24,0.71,10.1,0,0,0,3.8,3.8,0.18,+1.2,+1.2
1733,Roger Marti,23.5,7,46,17,37.0,1.96,0.72,0.13,0.35,17.0,0,1,3,8.4,6.1,0.13,-1.4,-0.1
1734,Anthony Martial,2.4,1,5,2,40.0,2.12,0.85,0.20,0.50,13.0,0,0,0,0.7,0.7,0.13,+0.3,+0.3
1735,Anthony Martial,5.4,0,7,3,42.9,1.29,0.55,0.00,0.00,21.8,1,0,0,0.4,0.4,0.06,-0.4,-0.4
1737,Aaron Martin,25.5,1,18,5,27.8,0.71,0.20,0.06,0.20,21.5,5,0,0,1.0,1.0,0.05,0.0,0.0
1738,Ander Martin,1.0,0,3,2,66.7,3.07,2.05,0.00,0.00,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1739,Andres Martin,2.1,0,5,1,20.0,2.42,0.48,0.00,0.00,17.9,0,0,0,0.6,0.6,0.13,-0.6,-0.6
1743,Jonas Martin,23.4,1,21,4,19.0,0.90,0.17,0.05,0.25,20.3,0,0,0,1.2,1.2,0.06,-0.2,-0.2
1744,Gabriel Martinelli,20.7,6,51,15,29.4,2.47,0.73,0.10,0.33,14.7,0,1,1,7.3,6.6,0.13,-1.3,-1.6
1746,Inigo Martinez,26.0,3,27,8,29.6,1.04,0.31,0.11,0.38,13.4,3,0,0,2.0,2.0,0.07,+1.0,+1.0
1747,Javi Martinez,9.8,1,9,2,22.2,0.92,0.20,0.11,0.50,16.3,0,0,0,0.8,0.8,0.09,+0.2,+0.2
1749,Lautaro Martinez,25.4,21,112,47,42.0,4.42,1.85,0.16,0.38,13.8,0,3,6,20.9,16.7,0.15,+0.1,+1.3
1750,Pablo Martinez,7.3,0,11,1,9.1,1.51,0.14,0.00,0.00,23.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1751,Lucas Martinez Quarta,15.9,1,16,4,25.0,1.01,0.25,0.06,0.25,12.1,0,0,0,1.2,1.2,0.07,-0.2,-0.2
1752,Gelson Martins,21.2,4,30,11,36.7,1.42,0.52,0.13,0.36,13.5,0,0,0,5.7,5.7,0.19,-1.7,-1.7
1753,Adam Marusic,30.2,1,8,3,37.5,0.26,0.10,0.13,0.33,25.5,0,0,0,0.2,0.2,0.02,+0.8,+0.8
1754,Omar Mascarell,27.7,0,12,1,8.3,0.43,0.04,0.00,0.00,24.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5
1758,Roberto Massimo,9.7,2,20,11,55.0,2.05,1.13,0.10,0.18,18.5,0,0,0,2.2,2.2,0.11,-0.2,-0.2
1759,Arthur Masuaku,7.2,1,4,1,25.0,0.55,0.14,0.25,1.00,26.5,0,0,0,0.1,0.1,0.01,+0.9,+0.9
1760,Jaime Mata,7.5,1,10,3,30.0,1.34,0.40,0.10,0.33,15.0,0,0,0,1.3,1.3,0.13,-0.3,-0.3
1761,Juan Mata,2.6,0,5,1,20.0,1.91,0.38,0.00,0.00,16.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3
1762,Pape Matar Sarr,23.7,1,31,8,25.8,1.31,0.34,0.03,0.13,29.2,1,0,0,2.1,2.1,0.07,-1.1,-1.1
1763,Eliot Matazo,8.8,0,4,1,25.0,0.46,0.11,0.00,0.00,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
1764,Ales Mateju,8.1,0,2,2,100.0,0.25,0.25,0.00,0.00,11.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3
1765,Jean-Philippe Mateta,12.7,5,37,18,48.6,2.91,1.41,0.14,0.28,11.2,0,0,0,5.8,5.8,0.17,-0.8,-0.8
1766,Nemanja Matic,15.4,0,6,1,16.7,0.39,0.07,0.00,0.00,23.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2
1768,Joel Matip,31.0,3,35,7,20.0,1.13,0.23,0.09,0.43,9.9,0,0,0,3.4,3.4,0.10,-0.4,-0.4
1770,Azor Matusiwa,27.4,1,10,5,50.0,0.37,0.18,0.10,0.20,23.7,0,0,0,0.4,0.4,0.04,+0.6,+0.6
1771,Neal Maupay,25.3,8,59,14,23.7,2.33,0.55,0.12,0.50,16.8,0,1,2,8.7,7.1,0.12,-0.7,-0.1
1772,Stephy Mavididi,25.5,8,60,23,38.3,2.35,0.90,0.13,0.35,17.1,0,0,0,7.6,7.6,0.14,+0.4,+0.4
1773,Konstantinos Mavropanos,30.1,4,33,11,33.3,1.10,0.37,0.12,0.36,13.9,0,0,0,2.7,2.7,0.08,+1.3,+1.3
1774,Eric Maxim Choupo-Moting,4.2,4,15,8,53.3,3.58,1.91,0.27,0.50,11.8,0,0,0,2.3,2.3,0.18,+1.7,+1.7
1777,Borja Mayoral,11.6,6,16,6,37.5,1.38,0.52,0.31,0.83,16.6,0,1,1,2.6,1.8,0.11,+3.4,+3.2
1780,Pasquale Mazzocchi,14.1,0,5,2,40.0,0.35,0.14,0.00,0.00,23.6,1,0,0,0.1,0.1,0.03,-0.1,-0.1
1782,Kylian Mbappe,33.6,28,143,59,41.3,4.26,1.76,0.17,0.41,16.9,3,4,4,23.8,20.7,0.14,+4.2,+3.3
1785,Bryan Mbeumo,32.3,4,76,19,25.0,2.35,0.59,0.04,0.16,16.3,4,1,1,9.3,8.5,0.11,-5.3,-5.5
1789,Nathanael Mbuku,15.8,2,33,13,39.4,2.09,0.83,0.06,0.15,18.8,0,0,0,2.4,2.4,0.07,-0.4,-0.4
1790,James McArthur,16.0,0,9,3,33.3,0.56,0.19,0.00,0.00,20.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
1796,John McGinn,34.3,3,43,16,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,+1.5,+1.5
1797,Weston McKennie,15.2,3,23,5,21.7,1.51,0.33,0.13,0.60,16.5,0,0,0,2.1,2.1,0.09,+0.9,+0.9
1799,Kenny McLean,30.1,1,33,6,18.2,1.10,0.20,0.03,0.17,20.4,0,0,0,1.8,1.8,0.05,-0.8,-0.8
1800,Dwight McNeil,34.5,0,52,15,28.8,1.51,0.43,0.00,0.00,22.8,4,0,0,2.3,2.3,0.04,-2.3,-2.3
1801,Scott McTominay,26.5,1,27,7,25.9,1.02,0.26,0.04,0.14,20.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4
1803,Facundo Medina,28.8,1,9,2,22.2,0.31,0.07,0.11,0.50,9.9,0,0,0,1.3,1.3,0.15,-0.3,-0.3
1804,Nathan de Medina,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
1805,Ben Mee,20.4,3,19,4,21.1,0.93,0.20,0.16,0.75,8.7,0,0,0,2.3,2.3,0.12,+0.7,+0.7
1807,Hannibal Mejbri,0.8,0,1,1,100.0,1.32,1.32,0.00,0.00,22.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
1809,Filippo Melegoni,10.9,1,13,7,53.8,1.19,0.64,0.08,0.14,22.1,1,0,0,0.6,0.6,0.05,+0.4,+0.4
1811,Gonzalo Melero,18.8,7,20,9,45.0,1.06,0.48,0.25,0.56,17.1,0,2,2,4.2,2.6,0.13,+2.8,+2.4
1812,Birger Meling,20.3,0,3,1,33.3,0.15,0.05,0.00,0.00,16.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2
1814,Memphis,20.6,12,56,29,51.8,2.72,1.41,0.14,0.28,19.4,6,4,5,11.2,7.3,0.13,+0.8,+0.7
1815,Houboulang Mendes,35.8,0,21,5,23.8,0.59,0.14,0.00,0.00,19.6,0,0,0,1.0,1.0,0.05,-1.0,-1.0
1816,Nuno Mendes,18.4,0,7,1,14.3,0.38,0.05,0.00,0.00,20.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
1818,Thiago Mendes,20.7,1,16,4,25.0,0.77,0.19,0.06,0.25,25.5,4,0,0,0.7,0.7,0.04,+0.3,+0.3
1821,Brais Mendez,33.6,4,56,16,28.6,1.67,0.48,0.07,0.25,19.3,3,0,0,4.6,4.6,0.08,-0.6,-0.6
1822,Edgar Mendez,17.9,1,25,8,32.0,1.39,0.45,0.04,0.13,19.3,0,0,0,1.5,1.5,0.06,-0.5,-0.5
1823,Arial Mendy,8.8,0,10,3,30.0,1.14,0.34,0.00,0.00,21.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
1824,Batista Mendy,26.8,1,14,6,42.9,0.52,0.22,0.07,0.17,21.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2
1827,Ferland Mendy,19.3,2,12,5,41.7,0.62,0.26,0.17,0.40,19.4,0,0,0,1.0,1.0,0.09,+1.0,+1.0
1828,Nampalys Mendy,11.5,0,1,1,100.0,0.09,0.09,0.00,0.00,25.3,0,0,0,0.0,0.0,0.02,0.0,0.0
1833,Mikel Merino,32.1,3,45,15,33.3,1.40,0.47,0.07,0.20,17.3,0,0,0,4.1,4.1,0.09,-1.1,-1.1
1834,Quentin Merlin,21.4,2,11,4,36.4,0.51,0.19,0.18,0.50,23.1,1,0,0,0.4,0.4,0.03,+1.6,+1.6
1837,Dries Mertens,15.4,11,44,19,43.2,2.86,1.24,0.23,0.53,18.4,4,1,1,4.3,3.6,0.08,+6.7,+6.4
1839,Lionel Messi,23.9,6,89,29,32.6,3.72,1.21,0.07,0.21,19.1,16,0,0,10.0,10.0,0.11,-4.0,-4.0
1840,Junior Messias,15.9,5,44,17,38.6,2.77,1.07,0.11,0.29,18.0,0,0,0,3.5,3.5,0.08,+1.5,+1.5
1841,Thomas Meunier,15.6,2,18,6,33.3,1.16,0.39,0.11,0.33,14.3,0,0,0,1.0,1.0,0.06,+1.0,+1.0
1842,Mexer,13.6,1,5,1,20.0,0.37,0.07,0.20,1.00,17.2,0,0,0,0.3,0.3,0.05,+0.7,+0.7
1843,Marco Meyerhofer,25.3,1,10,2,20.0,0.39,0.08,0.10,0.50,17.2,0,0,0,1.2,1.2,0.12,-0.2,-0.2
1844,Matt Miazga,9.3,0,7,3,42.9,0.76,0.32,0.00,0.00,12.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
1846,Kingsley Michael,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,35.6,0,0,0,0.0,0.0,0.02,0.0,0.0
1847,Sven Michel,3.8,3,9,3,33.3,2.40,0.80,0.33,1.00,16.9,0,0,0,1.5,1.5,0.16,+1.5,+1.5
1849,Miguel,9.2,1,22,4,18.2,2.39,0.43,0.05,0.25,14.4,0,0,0,1.9,1.9,0.09,-0.9,-0.9
1850,Valentin Mihaila,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,20.2,0,0,0,0.0,0.0,0.04,0.0,0.0
