Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Doğan Alemdar,55,TUR,GK,Rennes,Ligue 1,20.0,2002.0,3.0,2.0,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,TUR,GK,Rennes,Ligue 1,20.0,2002.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Carles Aleñá,56,ESP,MF,Getafe,La Liga,24.0,1998.0,13.0,13.0,1022.0,11.4,2.0,2.0,2.0,0.0,0.0,6.0,0.0,0.18,0.18,0.35,0.18,0.35,0.8,0.8,0.6,1.4,0.07,0.05,0.12,0.07,0.12,56,ESP,MF,Getafe,La Liga,24.0,1998.0,11.4,2.0,13.0,5.0,38.5,1.14,0.44,0.15,0.4,24.3,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2
Trent Alexander-Arnold,57,GBR,DF,Liverpool,Premier League,24.0,1998.0,13.0,11.0,903.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,1.0,1.0,2.0,3.0,0.1,0.2,0.3,0.1,0.3,57,GBR,DF,Liverpool,Premier League,24.0,1998.0,10.0,1.0,13.0,3.0,23.1,1.3,0.3,0.08,0.33,21.6,1.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0
Alejandro Alfaro,58,ESP,MF,Elche,La Liga,20.0,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,ESP,MF,Elche,La Liga,20.0,2002.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ángel Algobia,59,ESP,MF,Getafe,La Liga,23.0,1999.0,8.0,4.0,362.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,59,ESP,MF,Getafe,La Liga,23.0,1999.0,4.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,,25.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Mohamed Ali Cho,60,FRA,FW,Real Sociedad,La Liga,18.0,2004.0,7.0,2.0,243.0,2.7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.74,0.74,0.0,0.74,0.8,0.8,1.5,2.3,0.31,0.54,0.85,0.31,0.85,60,FRA,FW,Real Sociedad,La Liga,18.0,2004.0,2.7,0.0,9.0,5.0,55.6,3.33,1.85,0.0,0.0,19.2,0.0,0.0,0.0,0.8,0.8,0.09,-0.8,-0.8
Faride Alidou,61,DEU,"DF,MF",Eint Frankfurt,Bundesliga,21.0,2001.0,8.0,0.0,122.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.07,0.2,0.27,0.07,0.27,61,DEU,"DF,MF",Eint Frankfurt,Bundesliga,21.0,2001.0,1.4,0.0,2.0,0.0,0.0,1.48,0.0,0.0,,17.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Alisson,62,BRA,GK,Liverpool,Premier League,30.0,1992.0,13.0,13.0,1170.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02,62,BRA,GK,Liverpool,Premier League,30.0,1992.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Jim Allevinah,63,GAB,"FW,MF",Clermont Foot,Ligue 1,27.0,1995.0,12.0,5.0,521.0,5.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,1.1,1.1,0.7,1.7,0.18,0.11,0.3,0.18,0.3,63,GAB,"FW,MF",Clermont Foot,Ligue 1,27.0,1995.0,5.8,1.0,12.0,3.0,25.0,2.07,0.52,0.08,0.33,15.4,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1
Dele Alli,64,GBR,MF,Everton,Premier League,26.0,1996.0,2.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,GBR,MF,Everton,Premier League,26.0,1996.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Domingos André Ribeiro Almeida,65,PRT,"MF,FW",Valencia,La Liga,22.0,2000.0,10.0,7.0,616.0,6.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.15,0.29,0.44,0.15,0.44,0.5,0.5,1.1,1.6,0.07,0.17,0.23,0.07,0.23,65,PRT,"MF,FW",Valencia,La Liga,22.0,2000.0,6.8,1.0,7.0,4.0,57.1,1.02,0.58,0.14,0.25,23.9,0.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
Miguel Almirón,66,PRY,FW,Newcastle Utd,Premier League,28.0,1994.0,14.0,14.0,1165.0,12.9,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,4.5,4.5,0.8,5.3,0.35,0.06,0.41,0.35,0.41,66,PRY,FW,Newcastle Utd,Premier League,28.0,1994.0,12.9,8.0,36.0,12.0,33.3,2.78,0.93,0.22,0.67,16.8,0.0,0.0,0.0,4.5,4.5,0.13,3.5,3.5
Marcos Alonso,67,ESP,DF,Barcelona,La Liga,31.0,1990.0,7.0,4.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,ESP,DF,Barcelona,La Liga,31.0,1990.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Mickaël Alphonse,68,GLP,DF,Ajaccio,Ligue 1,33.0,1989.0,11.0,7.0,650.0,7.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07,68,GLP,DF,Ajaccio,Ligue 1,33.0,1989.0,7.2,0.0,5.0,0.0,0.0,0.69,0.0,0.0,,19.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Gastón Álvarez,69,URY,DF,Getafe,La Liga,22.0,2000.0,7.0,4.0,429.0,4.8,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.42,0.0,0.42,0.42,0.42,0.4,0.4,0.0,0.4,0.08,0.0,0.08,0.08,0.08,69,URY,DF,Getafe,La Liga,22.0,2000.0,4.8,2.0,2.0,2.0,100.0,0.42,0.42,1.0,1.0,9.5,0.0,0.0,0.0,0.4,0.4,0.2,1.6,1.6
Julián Álvarez,70,ARG,"FW,MF",Manchester City,Premier League,22.0,2000.0,11.0,3.0,359.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.75,0.75,1.3,1.3,0.4,1.7,0.33,0.09,0.42,0.33,0.42,70,ARG,"FW,MF",Manchester City,Premier League,22.0,2000.0,4.0,3.0,10.0,5.0,50.0,2.51,1.25,0.3,0.6,14.8,0.0,0.0,0.0,1.3,1.3,0.13,1.7,1.7
Agustín Álvarez Martínez,71,URY,"FW,MF",Sassuolo,Serie A,21.0,2001.0,9.0,0.0,133.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.68,0.68,1.35,0.68,1.35,1.1,1.1,0.3,1.4,0.73,0.21,0.94,0.73,0.94,71,URY,"FW,MF",Sassuolo,Serie A,21.0,2001.0,1.5,1.0,10.0,3.0,30.0,6.77,2.03,0.1,0.33,15.6,0.0,0.0,0.0,1.1,1.1,0.11,-0.1,-0.1
Yeray Álvarez,72,ESP,DF,Athletic Club,La Liga,27.0,1995.0,12.0,12.0,1056.0,11.7,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.3,0.3,0.5,0.8,0.03,0.04,0.07,0.03,0.07,72,ESP,DF,Athletic Club,La Liga,27.0,1995.0,11.7,0.0,5.0,0.0,0.0,0.43,0.0,0.0,,19.0,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Ibrahim Amadou,73,FRA,"DF,MF",Angers,Ligue 1,29.0,1993.0,6.0,4.0,401.0,4.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03,73,FRA,"DF,MF",Angers,Ligue 1,29.0,1993.0,4.5,0.0,2.0,0.0,0.0,0.45,0.0,0.0,,24.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Daniel Amartey,74,GHA,DF,Leicester City,Premier League,27.0,1994.0,11.0,9.0,825.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.06,0.06,0.0,0.06,74,GHA,DF,Leicester City,Premier League,27.0,1994.0,9.2,0.0,2.0,1.0,50.0,0.22,0.11,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Amath,75,SEN,"MF,FW",Mallorca,La Liga,26.0,1996.0,7.0,1.0,243.0,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,0.8,0.8,0.3,1.0,0.28,0.1,0.39,0.28,0.39,75,SEN,"MF,FW",Mallorca,La Liga,26.0,1996.0,2.7,1.0,7.0,3.0,42.9,2.59,1.11,0.14,0.33,15.9,0.0,0.0,0.0,0.8,0.8,0.11,0.2,0.2
Jordan Amavi,76,FRA,DF,Getafe,La Liga,28.0,1994.0,4.0,1.0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,FRA,DF,Getafe,La Liga,28.0,1994.0,2.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kelvin Amian,78,FRA,DF,Spezia,Serie A,24.0,1998.0,7.0,3.0,329.0,3.7,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,0.27,0.0,0.27,0.3,0.3,0.9,1.1,0.08,0.23,0.31,0.08,0.31,78,FRA,DF,Spezia,Serie A,24.0,1998.0,3.7,0.0,5.0,0.0,0.0,1.37,0.0,0.0,,18.8,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3
Bruno Amione,79,ARG,DF,Hellas Verona,Serie A,20.0,2002.0,1.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,ARG,DF,Hellas Verona,Serie A,20.0,2002.0,0.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nadiem Amiri,81,DEU,"MF,FW",Leverkusen,Bundesliga,26.0,1996.0,10.0,2.0,336.0,3.7,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.27,0.27,0.54,0.27,0.54,0.4,0.4,0.5,0.8,0.1,0.13,0.23,0.1,0.23,81,DEU,"MF,FW",Leverkusen,Bundesliga,26.0,1996.0,3.7,1.0,8.0,4.0,50.0,2.14,1.07,0.13,0.25,25.5,1.0,0.0,0.0,0.4,0.4,0.05,0.6,0.6
Ethan Ampadu,82,GB-WLS,"DF,MF",Spezia,Serie A,22.0,2000.0,9.0,9.0,743.0,8.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,0.5,1.3,0.1,0.06,0.16,0.1,0.16,82,GB-WLS,"DF,MF",Spezia,Serie A,22.0,2000.0,8.3,0.0,8.0,3.0,37.5,0.97,0.36,0.0,0.0,13.6,0.0,0.0,0.0,0.8,0.8,0.11,-0.8,-0.8
Sofyan Amrabat,83,MAR,MF,Fiorentina,Serie A,26.0,1996.0,12.0,9.0,725.0,8.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.02,0.05,0.06,0.02,0.06,83,MAR,MF,Fiorentina,Serie A,26.0,1996.0,8.1,0.0,4.0,1.0,25.0,0.5,0.12,0.0,0.0,26.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Joachim Andersen,84,DNK,DF,Crystal Palace,Premier League,26.0,1996.0,12.0,12.0,1080.0,12.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,0.9,0.9,0.4,1.2,0.07,0.03,0.1,0.07,0.1,84,DNK,DF,Crystal Palace,Premier League,26.0,1996.0,12.0,1.0,8.0,4.0,50.0,0.67,0.33,0.13,0.25,8.7,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1
Elliot Anderson,85,SYC,"FW,MF",Newcastle Utd,Premier League,20.0,2002.0,7.0,0.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.42,0.45,0.86,0.42,0.86,85,SYC,"FW,MF",Newcastle Utd,Premier League,20.0,2002.0,1.1,0.0,4.0,1.0,25.0,3.5,0.87,0.0,0.0,12.0,0.0,0.0,0.0,0.5,0.5,0.12,-0.5,-0.5
Felipe Anderson,86,BRA,"FW,MF",Lazio,Serie A,29.0,1993.0,13.0,13.0,1037.0,11.5,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.26,0.17,0.43,0.26,0.43,1.7,1.7,2.9,4.6,0.15,0.25,0.39,0.15,0.39,86,BRA,"FW,MF",Lazio,Serie A,29.0,1993.0,11.5,3.0,14.0,8.0,57.1,1.22,0.69,0.21,0.38,14.3,0.0,0.0,0.0,1.7,1.7,0.12,1.3,1.3
Benjamin André,87,FRA,MF,Lille,Ligue 1,32.0,1990.0,13.0,13.0,1126.0,12.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,0.7,1.4,0.06,0.05,0.11,0.06,0.11,87,FRA,MF,Lille,Ligue 1,32.0,1990.0,12.5,1.0,10.0,2.0,20.0,0.8,0.16,0.1,0.5,12.8,0.0,0.0,0.0,0.8,0.8,0.08,0.2,0.2
Komnen Andrić,88,SRB,FW,Clermont Foot,Ligue 1,27.0,1995.0,14.0,12.0,922.0,10.2,4.0,1.0,3.0,1.0,2.0,2.0,0.0,0.39,0.1,0.49,0.29,0.39,5.0,3.5,0.4,3.9,0.49,0.04,0.53,0.34,0.38,88,SRB,FW,Clermont Foot,Ligue 1,27.0,1995.0,10.2,4.0,21.0,7.0,33.3,2.05,0.68,0.14,0.43,12.9,0.0,1.0,2.0,5.0,3.5,0.17,-1.0,-0.5
Robert Andrich,89,DEU,MF,Leverkusen,Bundesliga,28.0,1994.0,13.0,12.0,980.0,10.9,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.09,0.18,0.28,0.09,0.28,0.8,0.8,0.6,1.4,0.07,0.06,0.13,0.07,0.13,89,DEU,MF,Leverkusen,Bundesliga,28.0,1994.0,10.9,1.0,9.0,2.0,22.2,0.83,0.18,0.11,0.5,18.5,1.0,0.0,0.0,0.8,0.8,0.09,0.2,0.2
Angeliño,90,ESP,DF,Hoffenheim,Bundesliga,25.0,1997.0,13.0,12.0,1084.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,2.2,2.6,0.03,0.19,0.22,0.03,0.22,90,ESP,DF,Hoffenheim,Bundesliga,25.0,1997.0,12.0,0.0,9.0,3.0,33.3,0.75,0.25,0.0,0.0,20.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
Fabrizio Angileri,91,ARG,DF,Getafe,La Liga,28.0,1994.0,8.0,7.0,510.0,5.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,91,ARG,DF,Getafe,La Liga,28.0,1994.0,5.7,0.0,3.0,0.0,0.0,0.53,0.0,0.0,,23.6,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Jaidon Anthony,92,GBR,"FW,MF",Bournemouth,Premier League,22.0,1999.0,9.0,1.0,249.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.5,0.5,0.1,0.5,0.17,0.03,0.2,0.17,0.2,92,GBR,"FW,MF",Bournemouth,Premier League,22.0,1999.0,2.8,1.0,5.0,4.0,80.0,1.81,1.45,0.2,0.25,21.1,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5
Janis Antiste,93,FRA,FW,Sassuolo,Serie A,20.0,2002.0,2.0,0.0,52.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.73,0.0,1.73,1.73,1.73,0.2,0.2,0.0,0.2,0.31,0.0,0.31,0.31,0.31,93,FRA,FW,Sassuolo,Serie A,20.0,2002.0,0.6,1.0,1.0,1.0,100.0,1.73,1.73,1.0,1.0,17.3,0.0,0.0,0.0,0.2,0.2,0.18,0.8,0.8
Waldemar Anton,94,DEU,DF,Stuttgart,Bundesliga,26.0,1996.0,14.0,14.0,1254.0,13.9,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.6,1.2,0.05,0.04,0.09,0.05,0.09,94,DEU,DF,Stuttgart,Bundesliga,26.0,1996.0,13.9,1.0,8.0,3.0,37.5,0.57,0.22,0.13,0.33,19.9,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4
Marcos Antônio,95,BRA,MF,Lazio,Serie A,22.0,2000.0,6.0,2.0,194.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,BRA,MF,Lazio,Serie A,22.0,2000.0,2.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Michail Antonio,96,JAM,FW,West Ham,Premier League,32.0,1990.0,14.0,6.0,607.0,6.7,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.3,0.15,0.44,0.3,0.44,2.0,2.0,0.4,2.4,0.3,0.06,0.36,0.3,0.36,96,JAM,FW,West Ham,Premier League,32.0,1990.0,6.7,2.0,14.0,6.0,42.9,2.08,0.89,0.14,0.33,14.2,0.0,0.0,0.0,2.0,2.0,0.15,0.0,0.0
Antony,97,BRA,"FW,MF",Manchester Utd,Premier League,22.0,2000.0,6.0,6.0,491.0,5.5,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.55,0.0,0.55,0.55,0.55,1.6,1.6,0.4,2.0,0.3,0.07,0.37,0.3,0.37,97,BRA,"FW,MF",Manchester Utd,Premier League,22.0,2000.0,5.5,3.0,20.0,9.0,45.0,3.67,1.65,0.15,0.33,21.8,0.0,0.0,0.0,1.6,1.6,0.08,1.4,1.4
Valentin Antov,98,BGR,DF,Monza,Serie A,22.0,2000.0,4.0,1.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,98,BGR,DF,Monza,Serie A,22.0,2000.0,1.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Christopher Antwi-Adjei,99,GHA,"FW,MF",Bochum,Bundesliga,28.0,1994.0,9.0,3.0,381.0,4.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.24,0.47,0.71,0.24,0.71,0.7,0.7,0.7,1.4,0.17,0.16,0.33,0.17,0.33,99,GHA,"FW,MF",Bochum,Bundesliga,28.0,1994.0,4.2,1.0,7.0,1.0,14.3,1.65,0.24,0.14,1.0,17.8,0.0,0.0,0.0,0.7,0.7,0.11,0.3,0.3
Anuar,100,MAR,"MF,FW",Valladolid,La Liga,27.0,1995.0,3.0,3.0,210.0,2.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.43,0.0,0.43,0.43,0.43,0.3,0.3,0.4,0.8,0.15,0.19,0.34,0.15,0.34,100,MAR,"MF,FW",Valladolid,La Liga,27.0,1995.0,2.3,1.0,3.0,1.0,33.3,1.29,0.43,0.33,1.0,13.0,0.0,0.0,0.0,0.3,0.3,0.12,0.7,0.7
Houssem Aouar,101,FRA,MF,Lyon,Ligue 1,24.0,1998.0,5.0,5.0,277.0,3.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.32,0.0,0.32,0.32,0.32,0.8,0.8,0.1,0.9,0.25,0.03,0.28,0.25,0.28,101,FRA,MF,Lyon,Ligue 1,24.0,1998.0,3.1,1.0,6.0,3.0,50.0,1.95,0.97,0.17,0.33,14.1,0.0,0.0,0.0,0.8,0.8,0.13,0.2,0.2
Adil Aouchiche,102,FRA,MF,Lorient,Ligue 1,20.0,2002.0,3.0,0.0,43.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.47,0.0,0.47,0.47,0.47,102,FRA,MF,Lorient,Ligue 1,20.0,2002.0,0.5,0.0,1.0,0.0,0.0,2.09,0.0,0.0,,14.5,0.0,0.0,0.0,0.2,0.2,0.23,-0.2,-0.2
Dennis Appiah,104,FRA,"DF,MF",Nantes,Ligue 1,30.0,1992.0,14.0,9.0,786.0,8.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.05,0.02,0.06,0.05,0.06,104,FRA,"DF,MF",Nantes,Ligue 1,30.0,1992.0,8.7,0.0,5.0,1.0,20.0,0.57,0.11,0.0,0.0,19.3,0.0,0.0,0.0,0.4,0.4,0.08,-0.4,-0.4
Mauro Arambarri,105,URY,MF,Getafe,La Liga,27.0,1995.0,6.0,6.0,511.0,5.7,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,0.9,1.1,0.03,0.17,0.2,0.03,0.2,105,URY,MF,Getafe,La Liga,27.0,1995.0,5.7,0.0,5.0,0.0,0.0,0.88,0.0,0.0,,27.3,1.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Charles Aránguiz,106,CHL,MF,Leverkusen,Bundesliga,33.0,1989.0,10.0,4.0,493.0,5.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,0.3,0.3,0.2,0.5,0.06,0.04,0.1,0.06,0.1,106,CHL,MF,Leverkusen,Bundesliga,33.0,1989.0,5.5,1.0,5.0,2.0,40.0,0.91,0.37,0.2,0.5,18.5,0.0,0.0,0.0,0.3,0.3,0.06,0.7,0.7
Ronald Araújo,107,URY,DF,Barcelona,La Liga,23.0,1999.0,6.0,6.0,510.0,5.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.7,0.1,0.03,0.13,0.1,0.13,107,URY,DF,Barcelona,La Liga,23.0,1999.0,5.7,0.0,3.0,0.0,0.0,0.53,0.0,0.0,,14.0,0.0,0.0,0.0,0.6,0.6,0.19,-0.6,-0.6
Cameron Archer,108,GBR,"MF,FW",Aston Villa,Premier League,20.0,2001.0,5.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,GBR,"MF,FW",Aston Villa,Premier League,20.0,2001.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Taïryk Arconte,109,FRA,FW,Brest,Ligue 1,18.0,2003.0,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.79,0.0,0.79,0.79,0.79,109,FRA,FW,Brest,Ligue 1,18.0,2003.0,0.3,0.0,1.0,1.0,100.0,3.46,3.46,0.0,0.0,9.0,0.0,0.0,0.0,0.2,0.2,0.23,-0.2,-0.2
Alphonse Areola,110,FRA,GK,West Ham,Premier League,29.0,1993.0,2.0,0.0,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,FRA,GK,West Ham,Premier League,29.0,1993.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Joe Aribo,111,NGA,"MF,FW",Southampton,Premier League,26.0,1996.0,14.0,10.0,935.0,10.4,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,1.4,1.4,0.8,2.2,0.14,0.08,0.21,0.14,0.21,111,NGA,"MF,FW",Southampton,Premier League,26.0,1996.0,10.4,2.0,12.0,8.0,66.7,1.16,0.77,0.17,0.25,10.0,0.0,0.0,0.0,1.4,1.4,0.12,0.6,0.6
Adam Armstrong,112,GBR,FW,Southampton,Premier League,25.0,1997.0,13.0,10.0,812.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,0.9,0.9,0.7,1.6,0.1,0.07,0.18,0.1,0.18,112,GBR,FW,Southampton,Premier League,25.0,1997.0,9.0,1.0,13.0,6.0,46.2,1.44,0.67,0.08,0.17,16.6,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1
Stuart Armstrong,113,SYC,"MF,FW",Southampton,Premier League,30.0,1992.0,13.0,6.0,632.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.14,0.0,0.14,0.14,0.14,1.0,1.0,1.5,2.6,0.15,0.22,0.37,0.15,0.37,113,SYC,"MF,FW",Southampton,Premier League,30.0,1992.0,7.0,1.0,12.0,3.0,25.0,1.71,0.43,0.08,0.33,18.3,0.0,0.0,0.0,1.0,1.0,0.09,0.0,0.0
