,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
564,Alex Cordaz,it ITA,GK,Crotone,Serie A,34.0,1983.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
565,Iñigo Córdoba,es ESP,FW,Athletic Club,La Liga,20.0,1997.0,16.2,1.0,18.0,4.0,22.2,1.11,0.25,0.06,0.25,20.2,0.0,0.0,0.0,1.5,1.5,0.08,-0.5,-0.5
566,Jhon Córdoba,co COL,FW,Köln,Bundesliga,24.0,1993.0,10.6,0.0,34.0,7.0,20.6,3.2,0.66,0.0,0.0,14.0,0.0,0.0,0.0,4.0,4.0,0.12,-4.0,-4.0
567,Sergio Córdova,ve VEN,"FW,MF",Augsburg,Bundesliga,19.0,1997.0,6.5,2.0,14.0,6.0,42.9,2.15,0.92,0.14,0.33,18.2,0.0,0.0,0.0,1.6,1.6,0.11,0.4,0.4
568,Jérémy Cordoval,gp GLP,DF,Troyes,Ligue 1,27.0,1990.0,10.2,0.0,1.0,0.0,0.0,0.1,0.0,0.0,,23.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
569,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,Ligue 1,30.0,1987.0,15.3,0.0,27.0,7.0,25.9,1.77,0.46,0.0,0.0,17.5,0.0,0.0,0.0,1.8,1.8,0.07,-1.8,-1.8
570,Jack Cork,eng ENG,MF,Burnley,Premier League,28.0,1989.0,38.0,2.0,15.0,5.0,33.3,0.39,0.13,0.13,0.4,17.6,0.0,0.0,0.0,2.2,2.2,0.15,-0.2,-0.2
572,Andreas Cornelius,dk DEN,FW,Atalanta,Serie A,24.0,1993.0,10.4,3.0,32.0,11.0,34.4,3.08,1.06,0.09,0.27,12.4,0.0,0.0,0.0,3.8,3.8,0.15,-0.8,-0.8
573,Maxwel Cornet,ci CIV,FW,Lyon,Ligue 1,20.0,1996.0,14.1,4.0,31.0,12.0,38.7,2.19,0.85,0.13,0.33,16.9,1.0,0.0,0.0,3.1,3.0,0.1,0.9,1.0
574,Quentin Cornette,fr FRA,"FW,MF",Amiens,Ligue 1,23.0,1994.0,5.0,1.0,7.0,4.0,57.1,1.41,0.8,0.14,0.25,18.0,0.0,0.0,0.0,0.6,0.6,0.1,0.4,0.4
575,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,La Liga,22.0,1995.0,25.0,8.0,47.0,26.0,55.3,1.88,1.04,0.17,0.31,18.2,0.0,0.0,0.0,5.9,5.9,0.13,2.1,2.1
576,Joaquín Correa,ar ARG,FW,Sevilla,La Liga,22.0,1994.0,13.3,1.0,24.0,5.0,20.8,1.81,0.38,0.04,0.2,14.2,0.0,0.0,0.0,2.4,2.4,0.1,-1.4,-1.4
577,Andrea Cossu,it ITA,"MF,FW",Cagliari,Serie A,37.0,1980.0,2.7,0.0,2.0,1.0,50.0,0.74,0.37,0.0,0.0,20.4,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
578,Andrea Costa,it ITA,DF,Benevento,Serie A,31.0,1986.0,15.3,0.0,9.0,0.0,0.0,0.59,0.0,0.0,,8.8,0.0,0.0,0.0,1.3,1.3,0.15,-1.3,-1.3
579,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,Bundesliga,24.0,1993.0,13.4,1.0,9.0,2.0,22.2,0.67,0.15,0.11,0.5,11.4,0.0,0.0,0.0,0.8,0.8,0.09,0.2,0.2
580,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,28.0,1988.0,11.6,3.0,25.0,10.0,40.0,2.16,0.86,0.12,0.3,14.9,0.0,0.0,0.0,3.6,3.6,0.14,-0.6,-0.6
581,Douglas Costa,br BRA,"FW,MF",Juventus,Serie A,26.0,1990.0,19.9,4.0,36.0,15.0,41.7,1.81,0.75,0.11,0.27,19.7,2.0,0.0,0.0,3.0,3.0,0.08,1.0,1.0
582,Filippo Costa,it ITA,DF,SPAL,Serie A,22.0,1995.0,16.4,0.0,7.0,1.0,14.3,0.43,0.06,0.0,0.0,19.0,2.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
583,Jaume Costa,es ESP,DF,Villarreal,La Liga,29.0,1988.0,28.2,0.0,12.0,3.0,25.0,0.43,0.11,0.0,0.0,22.4,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
584,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,33.0,1983.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
585,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,Ligue 1,26.0,1991.0,19.2,5.0,31.0,9.0,29.0,1.62,0.47,0.16,0.56,14.3,0.0,0.0,0.0,4.2,4.2,0.13,0.8,0.8
586,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,30.0,1987.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
587,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,25.0,1991.0,3.8,1.0,7.0,3.0,42.9,1.85,0.79,0.14,0.33,19.0,0.0,0.0,0.0,0.3,0.3,0.04,0.7,0.7
588,Lassana Coulibaly,ml MLI,MF,Angers,Ligue 1,21.0,1996.0,9.3,1.0,16.0,4.0,25.0,1.72,0.43,0.06,0.25,18.1,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
589,Thibaut Courtois,be BEL,GK,Chelsea,Premier League,25.0,1992.0,35.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
590,Philippe Coutinho,br BRA,"MF,FW",Liverpool,Premier League,25.0,1992.0,12.3,7.0,54.0,17.0,31.5,4.38,1.38,0.13,0.41,24.0,10.0,0.0,0.0,3.5,3.5,0.07,3.5,3.5
591,Philippe Coutinho,br BRA,"MF,FW",Barcelona,La Liga,25.0,1992.0,14.4,8.0,37.0,20.0,54.1,2.57,1.39,0.22,0.4,21.2,0.0,0.0,0.0,3.6,3.6,0.1,4.4,4.4
592,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,Ligue 1,18.0,1999.0,6.4,1.0,7.0,1.0,14.3,1.09,0.16,0.14,1.0,22.6,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8
593,Alessio Cragno,it ITA,GK,Cagliari,Serie A,23.0,1994.0,28.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
594,Martin Cranie,eng ENG,DF,Huddersfield,Premier League,30.0,1986.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
595,Michele Cremonesi,it ITA,DF,SPAL,Serie A,29.0,1988.0,4.3,0.0,1.0,0.0,0.0,0.23,0.0,0.0,,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
596,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,27.0,1989.0,34.1,1.0,21.0,6.0,28.6,0.62,0.18,0.05,0.17,28.7,8.0,0.0,0.0,0.8,0.8,0.04,0.2,0.2
598,Lorenzo Crisetig,it ITA,MF,Bologna,Serie A,24.0,1993.0,6.2,0.0,1.0,1.0,100.0,0.16,0.16,0.0,0.0,45.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
599,Bryan Cristante,it ITA,MF,Atalanta,Serie A,22.0,1995.0,31.4,9.0,78.0,21.0,26.9,2.49,0.67,0.12,0.43,16.0,0.0,0.0,1.0,8.2,7.5,0.1,0.8,1.5
600,Sebastián Cristóforo,uy URU,MF,Fiorentina,Serie A,23.0,1993.0,3.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,26.3,1.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
601,Enzo Crivelli,fr FRA,FW,Angers,Ligue 1,22.0,1995.0,11.4,1.0,13.0,3.0,23.1,1.14,0.26,0.08,0.33,11.5,0.0,0.0,0.0,2.1,2.1,0.16,-1.1,-1.1
602,Enzo Crivelli,fr FRA,FW,Caen,Ligue 1,22.0,1995.0,8.1,2.0,8.0,3.0,37.5,0.99,0.37,0.25,0.67,13.0,0.0,0.0,0.0,1.6,1.6,0.2,0.4,0.4
603,Giovanni Crociata,it ITA,"MF,FW",Crotone,Serie A,19.0,1997.0,3.2,1.0,9.0,3.0,33.3,2.79,0.93,0.11,0.33,20.7,0.0,0.0,0.0,1.2,1.2,0.13,-0.2,-0.2
604,Luca Crosta,it ITA,GK,Cagliari,Serie A,19.0,1998.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
605,Peter Crouch,eng ENG,FW,Stoke City,Premier League,36.0,1981.0,17.4,5.0,23.0,9.0,39.1,1.32,0.52,0.22,0.56,13.3,0.0,0.0,0.0,4.2,4.2,0.18,0.8,0.8
606,Juan Cruz,es ESP,FW,Málaga,La Liga,17.0,2000.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
607,Juan Cuadrado,co COL,"FW,MF",Juventus,Serie A,29.0,1988.0,15.0,4.0,27.0,8.0,29.6,1.8,0.53,0.15,0.5,16.3,0.0,0.0,0.0,3.9,3.9,0.15,0.1,0.1
608,Iván Cuéllar,es ESP,GK,Leganés,La Liga,33.0,1984.0,35.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
609,Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,Bundesliga,17.0,1999.0,13.4,0.0,25.0,5.0,20.0,1.86,0.37,0.0,0.0,24.6,4.0,0.0,0.0,1.9,1.9,0.08,-1.9,-1.9
610,Josh Cullen,ie IRL,MF,West Ham,Premier League,21.0,1996.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
611,Patrick Cutrone,it ITA,FW,Milan,Serie A,19.0,1998.0,16.7,10.0,45.0,20.0,44.4,2.69,1.2,0.22,0.5,11.5,0.0,0.0,0.0,7.8,7.8,0.19,2.2,2.2
612,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,22.0,1995.0,10.6,2.0,20.0,4.0,20.0,1.89,0.38,0.1,0.5,25.6,3.0,0.0,0.0,1.2,1.2,0.06,0.8,0.8
613,Marco D'Alessandro,it ITA,"MF,FW",Benevento,Serie A,26.0,1991.0,11.6,1.0,16.0,9.0,56.3,1.38,0.78,0.06,0.11,16.4,0.0,0.0,0.0,1.9,1.9,0.12,-0.9,-0.9
614,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,28.0,1988.0,33.1,2.0,18.0,6.0,33.3,0.54,0.18,0.11,0.33,13.4,0.0,0.0,0.0,2.7,2.7,0.19,-0.7,-0.7
615,Damien Da Silva,fr FRA,DF,Caen,Ligue 1,29.0,1988.0,31.5,4.0,18.0,10.0,55.6,0.57,0.32,0.22,0.4,9.5,0.0,0.0,0.0,1.7,1.7,0.09,2.3,2.3
616,Kouadio-Yves Dabila,ci CIV,DF,Lille,Ligue 1,20.0,1997.0,10.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
617,Bryan Dabo,bf BFA,MF,Fiorentina,Serie A,25.0,1992.0,6.6,1.0,3.0,1.0,33.3,0.46,0.15,0.33,1.0,20.6,0.0,0.0,0.0,0.3,0.3,0.11,0.7,0.7
618,Bryan Dabo,bf BFA,"MF,FW",Saint-Étienne,Ligue 1,25.0,1992.0,14.3,2.0,17.0,3.0,17.6,1.19,0.21,0.06,0.33,19.3,0.0,1.0,2.0,2.6,1.0,0.06,-0.6,0.0
619,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,21.0,1996.0,12.7,0.0,26.0,6.0,23.1,2.04,0.47,0.0,0.0,22.5,0.0,0.0,0.0,2.2,2.2,0.08,-2.2,-2.2
620,Dario Dainelli,it ITA,DF,Chievo,Serie A,38.0,1979.0,16.7,0.0,3.0,1.0,33.3,0.18,0.06,0.0,0.0,7.1,0.0,0.0,0.0,0.7,0.7,0.22,-0.7,-0.7
621,Felipe dal Belo,br BRA,DF,SPAL,Serie A,33.0,1984.0,28.6,1.0,15.0,5.0,33.3,0.52,0.17,0.07,0.2,13.1,0.0,0.0,0.0,2.4,2.4,0.16,-1.4,-1.4
622,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,Premier League,30.0,1986.0,33.4,1.0,20.0,6.0,30.0,0.6,0.18,0.05,0.17,24.8,1.0,0.0,0.0,0.6,0.6,0.03,0.4,0.4
624,Danilo,br BRA,DF,Manchester City,Premier League,26.0,1991.0,15.0,3.0,19.0,7.0,36.8,1.27,0.47,0.16,0.43,23.4,1.0,0.0,0.0,1.1,1.1,0.06,1.9,1.9
625,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,30.0,1987.0,15.9,1.0,19.0,4.0,21.1,1.19,0.25,0.05,0.25,10.2,0.0,0.0,0.0,2.3,2.3,0.12,-1.3,-1.3
626,Kevin Danso,at AUT,DF,Augsburg,Bundesliga,18.0,1998.0,12.3,2.0,9.0,4.0,44.4,0.73,0.33,0.22,0.5,10.6,0.0,0.0,0.0,1.8,1.8,0.21,0.2,0.2
627,Dante,br BRA,DF,Nice,Ligue 1,33.0,1983.0,32.4,1.0,21.0,4.0,19.0,0.65,0.12,0.05,0.25,11.8,2.0,0.0,0.0,2.4,2.4,0.11,-1.4,-1.4
628,Romain Danzé,fr FRA,DF,Rennes,Ligue 1,31.0,1986.0,7.6,0.0,1.0,0.0,0.0,0.13,0.0,0.0,,20.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
629,Andrea Danzi,it ITA,MF,Hellas Verona,Serie A,18.0,1999.0,4.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
630,Stéphane Darbion,fr FRA,"FW,MF",Troyes,Ligue 1,33.0,1984.0,19.0,3.0,19.0,7.0,36.8,1.0,0.37,0.16,0.43,13.6,0.0,0.0,0.0,2.6,2.6,0.15,0.4,0.4
631,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,Bundesliga,18.0,1999.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
632,Sergi Darder,es ESP,MF,Espanyol,La Liga,23.0,1993.0,30.9,1.0,29.0,8.0,27.6,0.94,0.26,0.03,0.13,25.8,2.0,0.0,0.0,1.1,1.1,0.04,-0.1,-0.1
633,Sergi Darder,es ESP,MF,Lyon,Ligue 1,23.0,1993.0,2.3,0.0,2.0,1.0,50.0,0.86,0.43,0.0,0.0,28.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
634,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,26.0,1990.0,18.2,0.0,25.0,8.0,32.0,1.38,0.44,0.0,0.0,23.0,0.0,0.0,0.0,1.0,1.0,0.04,-1.0,-1.0
635,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,26.0,1990.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
636,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,27.0,1989.0,4.9,0.0,2.0,0.0,0.0,0.41,0.0,0.0,,31.7,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
637,Ben Davies,wls WAL,DF,Tottenham,Premier League,24.0,1993.0,25.8,2.0,18.0,6.0,33.3,0.7,0.23,0.11,0.33,21.2,0.0,0.0,0.0,1.1,1.1,0.06,0.9,0.9
638,Tom Davies,eng ENG,MF,Everton,Premier League,19.0,1998.0,21.1,2.0,21.0,3.0,14.3,0.99,0.14,0.1,0.67,21.8,0.0,0.0,0.0,1.5,1.5,0.07,0.5,0.5
639,Steven Davis,nir NIR,MF,Southampton,Premier League,32.0,1985.0,16.9,3.0,13.0,4.0,30.8,0.77,0.24,0.23,0.75,19.8,0.0,0.0,0.0,0.9,0.9,0.07,2.1,2.1
640,Salem Al-Dawsari,sa KSA,MF,Villarreal,La Liga,25.0,1991.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
641,Craig Dawson,eng ENG,DF,West Brom,Premier League,27.0,1990.0,27.9,2.0,16.0,4.0,25.0,0.57,0.14,0.13,0.5,10.1,0.0,0.0,0.0,2.3,2.3,0.15,-0.3,-0.3
642,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,26.0,1991.0,34.1,8.0,93.0,39.0,41.9,2.72,1.14,0.09,0.21,24.3,15.0,0.0,0.0,5.1,5.1,0.06,2.9,2.9
643,Sebastien De Maio,fr FRA,DF,Bologna,Serie A,30.0,1987.0,22.8,2.0,6.0,2.0,33.3,0.26,0.09,0.33,1.0,11.7,0.0,0.0,0.0,1.2,1.2,0.2,0.8,0.8
644,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,Serie A,23.0,1994.0,25.8,4.0,49.0,12.0,24.5,1.9,0.47,0.0,0.0,24.3,3.0,4.0,4.0,6.3,3.2,0.06,-2.3,-3.2
645,Daniele De Rossi,it ITA,MF,Roma,Serie A,34.0,1983.0,20.3,1.0,11.0,3.0,27.3,0.54,0.15,0.09,0.33,18.5,0.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2
646,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,24.0,1992.0,10.8,1.0,5.0,1.0,20.0,0.46,0.09,0.2,1.0,24.8,0.0,0.0,0.0,0.1,0.1,0.03,0.9,0.9
647,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,29.0,1988.0,32.8,5.0,23.0,13.0,56.5,0.7,0.4,0.22,0.38,12.6,0.0,0.0,0.0,3.1,3.1,0.14,1.9,1.9
648,Lucas Deaux,fr FRA,MF,Guingamp,Ligue 1,28.0,1988.0,21.6,2.0,18.0,9.0,50.0,0.83,0.42,0.11,0.22,17.3,3.0,0.0,0.0,2.2,2.2,0.12,-0.2,-0.2
650,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,32.0,1985.0,14.6,4.0,19.0,7.0,36.8,1.3,0.48,0.21,0.57,12.7,0.0,0.0,0.0,2.7,2.7,0.14,1.3,1.3
651,Troy Deeney,eng ENG,FW,Watford,Premier League,29.0,1988.0,20.5,5.0,31.0,10.0,32.3,1.51,0.49,0.06,0.2,17.1,0.0,3.0,5.0,6.9,2.8,0.09,-1.9,-0.8
652,Jermain Defoe,eng ENG,FW,Bournemouth,Premier League,34.0,1982.0,12.1,4.0,27.0,15.0,55.6,2.23,1.24,0.15,0.27,11.5,0.0,0.0,0.0,3.5,3.5,0.13,0.5,0.5
653,Steven Defour,be BEL,MF,Burnley,Premier League,29.0,1988.0,22.2,1.0,19.0,7.0,36.8,0.86,0.32,0.05,0.14,25.9,4.0,0.0,0.0,0.8,0.8,0.04,0.3,0.3
654,Grégoire Defrel,mq MTQ,"FW,MF",Roma,Serie A,26.0,1991.0,5.4,1.0,13.0,4.0,30.8,2.41,0.74,0.0,0.0,17.6,0.0,1.0,1.0,2.3,1.5,0.11,-1.3,-1.5
655,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,21.0,1995.0,5.0,0.0,10.0,1.0,10.0,2.0,0.2,0.0,0.0,24.2,0.0,0.0,0.0,0.9,0.9,0.09,-0.9,-0.9
656,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,27.0,1990.0,8.4,0.0,6.0,2.0,33.3,0.71,0.24,0.0,0.0,21.5,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
657,Damien Delaney,ie IRL,DF,Crystal Palace,Premier League,36.0,1981.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
658,Thomas Delaney,dk DEN,MF,Werder Bremen,Bundesliga,25.0,1991.0,31.1,3.0,56.0,13.0,23.2,1.8,0.42,0.05,0.23,18.9,5.0,0.0,0.0,3.4,3.4,0.06,-0.4,-0.4
659,Jonathan Delaplace,fr FRA,MF,Caen,Ligue 1,31.0,1986.0,6.5,0.0,9.0,1.0,11.1,1.39,0.15,0.0,0.0,23.7,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
660,Cristian Dell'Orco,it ITA,DF,Sassuolo,Serie A,23.0,1994.0,4.7,0.0,1.0,0.0,0.0,0.21,0.0,0.0,,12.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
661,Andy Delort,dz ALG,FW,Toulouse,Ligue 1,25.0,1991.0,25.9,5.0,68.0,18.0,26.5,2.62,0.69,0.06,0.22,19.0,7.0,1.0,2.0,9.0,7.4,0.11,-4.0,-3.4
662,Fabian Delph,eng ENG,DF,Manchester City,Premier League,27.0,1989.0,19.3,1.0,10.0,3.0,30.0,0.52,0.16,0.1,0.33,28.9,0.0,0.0,0.0,0.3,0.3,0.03,0.7,0.7
663,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,30.0,1987.0,20.9,0.0,11.0,3.0,27.3,0.53,0.14,0.0,0.0,24.7,0.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4
664,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,La Liga,20.0,1997.0,10.3,3.0,20.0,10.0,50.0,1.95,0.97,0.15,0.3,18.8,0.0,0.0,0.0,2.1,2.1,0.1,0.9,0.9
665,Jessy Deminguet,fr FRA,"MF,FW",Caen,Ligue 1,19.0,1998.0,5.9,1.0,7.0,5.0,71.4,1.18,0.84,0.14,0.2,20.8,0.0,0.0,0.0,0.3,0.3,0.05,0.7,0.7
666,Kerem Demirbay,de GER,MF,Hoffenheim,Bundesliga,24.0,1993.0,13.5,2.0,22.0,3.0,13.6,1.64,0.22,0.05,0.33,27.9,3.0,1.0,1.0,2.2,1.4,0.06,-0.2,-0.4
667,Ermedin Demirović,ba BIH,FW,Alavés,La Liga,19.0,1998.0,2.0,1.0,6.0,3.0,50.0,2.97,1.48,0.17,0.33,12.7,0.0,0.0,0.0,1.7,1.7,0.29,-0.7,-0.7
668,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,25.0,1991.0,25.4,0.0,11.0,3.0,27.3,0.43,0.12,0.0,0.0,21.4,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
669,Fabio Depaoli,it ITA,"DF,MF",Chievo,Serie A,20.0,1997.0,13.2,0.0,5.0,1.0,20.0,0.38,0.08,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
670,Mathieu Deplagne,fr FRA,DF,Troyes,Ligue 1,25.0,1991.0,26.8,0.0,5.0,1.0,20.0,0.19,0.04,0.0,0.0,24.4,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
671,Laurent Depoitre,be BEL,FW,Huddersfield,Premier League,28.0,1988.0,20.2,6.0,25.0,12.0,48.0,1.24,0.59,0.24,0.5,13.5,0.0,0.0,0.0,3.7,3.7,0.15,2.3,2.3
672,Mike van der Hoorn,nl NED,DF,Swansea City,Premier League,24.0,1992.0,21.6,1.0,10.0,4.0,40.0,0.46,0.19,0.1,0.25,14.3,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.0
673,Gregory van der Wiel,nl NED,DF,Cagliari,Serie A,29.0,1988.0,3.2,0.0,1.0,0.0,0.0,0.31,0.0,0.0,,26.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
674,Daniele Dessena,it ITA,"MF,DF",Cagliari,Serie A,30.0,1987.0,6.4,0.0,2.0,0.0,0.0,0.31,0.0,0.0,,18.1,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
676,Mattia Destro,it ITA,FW,Bologna,Serie A,26.0,1991.0,18.0,6.0,42.0,19.0,45.2,2.34,1.06,0.14,0.32,13.1,0.0,0.0,0.0,7.6,7.6,0.18,-1.6,-1.6
677,Gerard Deulofeu,es ESP,"FW,MF",Watford,Premier League,23.0,1994.0,4.8,1.0,8.0,4.0,50.0,1.66,0.83,0.13,0.25,20.1,2.0,0.0,0.0,0.5,0.5,0.07,0.5,0.5
678,Gerard Deulofeu,es ESP,"MF,FW",Barcelona,La Liga,23.0,1994.0,5.6,1.0,8.0,4.0,50.0,1.43,0.72,0.13,0.25,13.5,0.0,0.0,0.0,1.2,1.2,0.16,-0.2,-0.2
679,Gianluca Di Chiara,it ITA,DF,Benevento,Serie A,23.0,1993.0,11.2,0.0,5.0,0.0,0.0,0.45,0.0,0.0,,30.3,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
680,Federico Di Francesco,it ITA,"FW,DF",Bologna,Serie A,23.0,1994.0,17.7,1.0,36.0,5.0,13.9,2.04,0.28,0.03,0.2,19.3,0.0,0.0,0.0,1.7,1.7,0.05,-0.7,-0.7
681,Davide Di Gennaro,it ITA,MF,Lazio,Serie A,29.0,1988.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
682,Ángel Di María,ar ARG,FW,Paris S-G,Ligue 1,29.0,1988.0,23.5,11.0,97.0,39.0,40.2,4.14,1.66,0.11,0.28,19.7,8.0,0.0,0.0,12.1,12.1,0.12,-1.1,-1.1
683,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,Bundesliga,28.0,1989.0,18.4,3.0,30.0,14.0,46.7,1.63,0.76,0.07,0.14,17.0,0.0,1.0,1.0,3.8,3.0,0.1,-0.8,-1.0
684,Cheick Diabaté,ml MLI,FW,Benevento,Serie A,29.0,1988.0,7.4,8.0,20.0,11.0,55.0,2.71,1.49,0.4,0.73,9.5,0.0,0.0,0.0,5.0,5.0,0.25,3.0,3.0
685,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,Premier League,21.0,1995.0,6.5,0.0,6.0,2.0,33.3,0.92,0.31,0.0,0.0,18.5,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
686,Moussa Diaby,fr FRA,MF,Crotone,Serie A,18.0,1999.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
687,Fallou Diagne,sn SEN,"DF,MF",Metz,Ligue 1,27.0,1989.0,24.9,1.0,14.0,7.0,50.0,0.56,0.28,0.07,0.14,20.2,1.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2
688,Adama Diakhaby,fr FRA,FW,Monaco,Ligue 1,21.0,1996.0,9.4,2.0,12.0,4.0,33.3,1.27,0.42,0.17,0.5,16.5,0.0,0.0,0.0,2.2,2.2,0.19,-0.2,-0.2
689,Mouctar Diakhaby,gn GUI,DF,Lyon,Ligue 1,20.0,1996.0,8.1,1.0,4.0,1.0,25.0,0.49,0.12,0.25,1.0,8.4,0.0,0.0,0.0,0.5,0.5,0.13,0.5,0.5
690,Abdou Diallo,sn SEN,DF,Mainz 05,Bundesliga,21.0,1996.0,26.8,2.0,13.0,3.0,23.1,0.48,0.11,0.15,0.67,8.1,0.0,0.0,0.0,2.3,2.3,0.18,-0.3,-0.3
691,Abdoulaye Diallo,sn SEN,GK,Rennes,Ligue 1,25.0,1992.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
