,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
1381,Jonas Hupe,de GER,GK,Dortmund,Bundesliga,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1382,Jannik Huth,de GER,GK,Paderborn 07,Bundesliga,25.0,1994.0,6.0,540.0,90.0,17.6,6.0,6.0,90.0,6.0,0.0,,28.0,0.17,8.0,17.0,-9.0,-1.5,-0.5,7.3,12.4,-5.1,-0.85,-0.02
1383,Elseid Hysaj,al ALB,DF,Napoli,Serie A,25.0,1994.0,20.0,1481.0,74.0,43.3,16.5,17.0,83.0,11.0,3.0,22.0,14.0,2.0,24.0,17.0,7.0,0.43,0.24,21.3,15.7,5.6,0.34,-0.18
1384,Suk Hyun-jun,kr KOR,"FW,MF",Reims,Ligue 1,28.0,1991.0,13.0,262.0,20.0,10.4,2.9,1.0,71.0,0.0,12.0,16.0,5.0,1.31,3.0,2.0,1.0,0.34,0.18,2.9,3.6,-0.7,-0.24,-0.35
1385,Pierre Højbjerg,dk DEN,MF,Southampton,Premier League,23.0,1995.0,33.0,2752.0,83.0,80.5,30.6,30.0,90.0,29.0,3.0,18.0,1.0,1.27,39.0,51.0,-12.0,-0.39,-0.8,45.5,42.4,3.2,0.1,0.09
1386,Simone Iacoponi,it ITA,DF,Parma,Serie A,32.0,1987.0,36.0,3053.0,85.0,89.3,33.9,34.0,89.0,32.0,2.0,12.0,1.0,1.28,48.0,50.0,-2.0,-0.06,-0.3,41.6,56.9,-15.4,-0.45,-0.33
1387,Iago,br BRA,"DF,MF",Augsburg,Bundesliga,22.0,1997.0,10.0,674.0,67.0,22.0,7.5,7.0,90.0,7.0,3.0,15.0,8.0,0.8,9.0,15.0,-6.0,-0.8,-0.35,7.4,15.5,-8.1,-1.09,-0.88
1388,Robert Ibáñez,es ESP,"MF,FW",Osasuna,La Liga,26.0,1993.0,14.0,537.0,38.0,15.7,6.0,5.0,72.0,0.0,9.0,20.0,5.0,1.14,7.0,9.0,-2.0,-0.34,-0.15,7.3,7.2,0.1,0.01,0.01
1389,Roger Ibanez,br BRA,DF,Atalanta,Serie A,20.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,17.0,,,,,,,,,,,
1390,Roger Ibanez,br BRA,DF,Roma,Serie A,20.0,1998.0,9.0,614.0,68.0,18.0,6.8,7.0,82.0,4.0,2.0,19.0,5.0,2.11,15.0,8.0,7.0,1.03,0.42,14.5,9.1,5.4,0.79,0.2
1391,Jordon Ibe,eng ENG,DF,Bournemouth,Premier League,23.0,1995.0,2.0,50.0,25.0,1.5,0.6,0.0,,0.0,2.0,25.0,6.0,0.0,0.0,1.0,-1.0,-1.8,-1.16,0.7,1.2,-0.5,-0.89,-0.44
1392,Vedad Ibišević,ba BIH,FW,Hertha BSC,Bundesliga,34.0,1984.0,25.0,1257.0,50.0,41.1,14.0,15.0,74.0,3.0,10.0,15.0,9.0,1.28,25.0,22.0,3.0,0.21,0.91,18.8,23.1,-4.3,-0.31,0.05
1393,Vicente Iborra,es ESP,MF,Villarreal,La Liga,31.0,1988.0,34.0,2648.0,78.0,77.4,29.4,33.0,79.0,18.0,1.0,28.0,0.0,1.59,48.0,39.0,9.0,0.31,-0.28,49.4,34.1,15.3,0.52,0.28
1394,Didier Ibrahim Ndong,ga GAB,MF,Dijon,Ligue 1,25.0,1994.0,27.0,2386.0,88.0,94.7,26.5,27.0,88.0,24.0,0.0,,0.0,1.07,25.0,35.0,-10.0,-0.38,-0.38,28.8,37.1,-8.3,-0.31,-0.57
1395,Zlatan Ibrahimović,se SWE,FW,Milan,Serie A,37.0,1981.0,18.0,1362.0,76.0,39.8,15.1,16.0,81.0,11.0,2.0,31.0,0.0,2.11,34.0,17.0,17.0,1.12,1.12,28.4,19.9,8.6,0.57,0.17
1396,Mauro Icardi,ar ARG,FW,Paris S-G,Ligue 1,26.0,1993.0,20.0,1267.0,63.0,52.1,14.1,14.0,83.0,7.0,6.0,17.0,1.0,2.65,47.0,16.0,31.0,2.2,0.65,42.8,13.3,29.4,2.09,0.41
1397,Salvador Ichazo,uy URU,GK,Genoa,Serie A,27.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,13.0,,,,,,,,,,,
1398,Adam Idah,ie IRL,"FW,MF",Norwich City,Premier League,18.0,2001.0,12.0,228.0,19.0,6.7,2.5,1.0,64.0,0.0,11.0,15.0,5.0,0.08,0.0,9.0,-9.0,-3.55,-2.42,1.6,5.9,-4.3,-1.68,-0.97
1399,Hubert Idasiak,pl POL,GK,Napoli,Serie A,17.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1400,Odion Ighalo,ng NGA,FW,Manchester Utd,Premier League,30.0,1989.0,11.0,101.0,9.0,3.0,1.1,0.0,,0.0,11.0,9.0,2.0,2.45,3.0,0.0,3.0,2.67,1.94,4.5,1.2,3.3,2.94,2.37
1401,Borja Iglesias,es ESP,FW,Betis,La Liga,26.0,1993.0,35.0,1922.0,55.0,56.2,21.4,21.0,80.0,8.0,14.0,17.0,1.0,1.06,27.0,30.0,-3.0,-0.14,0.4,27.6,30.6,-3.0,-0.14,-0.09
1402,Igor,br BRA,DF,SPAL,Serie A,21.0,1998.0,17.0,1337.0,79.0,39.1,14.9,15.0,85.0,10.0,2.0,30.0,3.0,0.65,11.0,24.0,-13.0,-0.88,0.72,17.4,27.2,-9.8,-0.66,0.12
1404,Igor,br BRA,DF,Fiorentina,Serie A,21.0,1998.0,9.0,611.0,68.0,17.9,6.8,6.0,87.0,5.0,3.0,30.0,8.0,1.0,9.0,10.0,-1.0,-0.15,-0.28,11.0,9.2,1.8,0.26,0.16
1405,Kelechi Iheanacho,ng NGA,FW,Leicester City,Premier League,22.0,1996.0,20.0,960.0,48.0,28.1,10.7,12.0,61.0,2.0,8.0,28.0,9.0,1.3,18.0,9.0,9.0,0.84,0.22,20.7,11.0,9.7,0.91,0.65
1406,Luc Ihorst,de GER,FW,Werder Bremen,Bundesliga,19.0,2000.0,1.0,11.0,11.0,0.4,0.1,0.0,,0.0,1.0,11.0,1.0,0.0,0.0,1.0,-1.0,-8.18,-7.41,0.2,0.3,-0.1,-0.65,-0.18
1407,Jonathan Ikone,fr FRA,"MF,FW",Lille,Ligue 1,21.0,1998.0,28.0,2057.0,73.0,81.6,22.9,26.0,76.0,5.0,2.0,36.0,0.0,1.75,28.0,17.0,11.0,0.48,1.06,30.6,21.7,9.0,0.39,0.42
1408,Yun Il-lok,kr KOR,"MF,FW",Montpellier,Ligue 1,27.0,1992.0,5.0,121.0,24.0,4.8,1.3,1.0,78.0,0.0,4.0,11.0,3.0,0.8,0.0,2.0,-2.0,-1.49,-1.6,1.6,2.6,-1.0,-0.74,-0.8
1409,Josip Iličić,si SVN,"FW,MF",Atalanta,Serie A,31.0,1988.0,26.0,1663.0,64.0,48.6,18.5,21.0,74.0,7.0,5.0,23.0,1.0,2.19,51.0,24.0,27.0,1.46,0.28,43.3,19.5,23.8,1.29,0.35
1410,Asier Illarramendi,es ESP,MF,Real Sociedad,La Liga,29.0,1990.0,3.0,216.0,72.0,6.3,2.4,3.0,72.0,2.0,0.0,,1.0,1.33,2.0,3.0,-1.0,-0.42,-0.67,3.4,3.9,-0.4,-0.18,-0.36
1411,Stefan Ilsanker,at AUT,DF,RB Leipzig,Bundesliga,30.0,1989.0,6.0,418.0,70.0,13.7,4.6,5.0,83.0,4.0,1.0,5.0,12.0,3.0,15.0,5.0,10.0,2.15,0.99,12.4,4.5,8.0,1.71,0.88
1412,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,Bundesliga,30.0,1989.0,12.0,838.0,70.0,27.4,9.3,9.0,86.0,7.0,3.0,22.0,1.0,1.25,17.0,24.0,-7.0,-0.75,-0.99,15.5,14.9,0.5,0.06,-0.31
1413,Giannelli Imbula,cd COD,MF,Lecce,Serie A,26.0,1992.0,3.0,130.0,43.0,3.8,1.4,1.0,85.0,0.0,2.0,23.0,6.0,1.0,0.0,3.0,-3.0,-2.08,-1.26,1.0,4.8,-3.9,-2.69,-1.96
1414,Ciro Immobile,it ITA,FW,Lazio,Serie A,29.0,1990.0,37.0,3170.0,86.0,92.7,35.2,36.0,87.0,29.0,1.0,38.0,0.0,2.11,76.0,38.0,38.0,1.08,1.44,63.2,46.7,16.5,0.47,0.35
1415,Iñaki,es ESP,GK,Osasuna,La Liga,22.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
1416,Roberto Inglese,it ITA,FW,Parma,Serie A,27.0,1991.0,17.0,766.0,45.0,22.4,8.5,8.0,66.0,1.0,9.0,26.0,0.0,1.47,11.0,13.0,-2.0,-0.23,-0.27,11.3,10.1,1.3,0.15,0.73
1417,Danny Ings,eng ENG,FW,Southampton,Premier League,27.0,1992.0,38.0,2804.0,74.0,82.0,31.2,32.0,83.0,15.0,6.0,23.0,0.0,1.37,42.0,44.0,-2.0,-0.06,0.96,45.0,38.8,6.2,0.2,0.63
1418,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,Bundesliga,23.0,1996.0,28.0,1716.0,61.0,56.1,19.1,20.0,77.0,4.0,8.0,22.0,3.0,1.25,23.0,28.0,-5.0,-0.26,0.54,22.2,25.6,-3.5,-0.18,0.45
1419,Garissone Innocent,ht HAI,GK,Paris S-G,Ligue 1,19.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1420,Lorenzo Insigne,it ITA,"FW,MF",Napoli,Serie A,28.0,1991.0,37.0,2810.0,76.0,82.2,31.2,34.0,80.0,18.0,3.0,25.0,1.0,1.59,49.0,44.0,5.0,0.16,-0.73,50.1,39.3,10.9,0.35,-0.55
1421,Takashi Inui,jp JPN,"MF,FW",Eibar,La Liga,31.0,1988.0,29.0,1960.0,68.0,57.3,21.8,23.0,79.0,13.0,6.0,22.0,7.0,1.17,24.0,31.0,-7.0,-0.32,0.3,24.7,33.5,-8.7,-0.4,-0.26
1422,Artur Ioniță,md MDA,MF,Cagliari,Serie A,28.0,1990.0,34.0,1897.0,56.0,55.5,21.1,21.0,80.0,10.0,13.0,16.0,3.0,1.18,20.0,31.0,-11.0,-0.52,-0.94,20.6,36.4,-15.9,-0.75,-0.68
1423,Alexander Isak,se SWE,FW,Real Sociedad,La Liga,19.0,1999.0,37.0,1507.0,41.0,44.1,16.7,14.0,71.0,1.0,23.0,22.0,1.0,1.51,25.0,21.0,4.0,0.24,0.05,24.5,21.8,2.6,0.16,0.01
1424,Isco,es ESP,"FW,MF",Real Madrid,La Liga,27.0,1992.0,23.0,1181.0,51.0,34.5,13.1,15.0,71.0,1.0,8.0,15.0,7.0,2.39,15.0,8.0,7.0,0.53,-0.99,17.7,12.8,5.0,0.38,-0.81
1425,Nicolas Isimat-Mirin,fr FRA,DF,Toulouse,Ligue 1,27.0,1991.0,14.0,1260.0,90.0,50.0,14.0,14.0,90.0,14.0,0.0,,6.0,0.29,13.0,34.0,-21.0,-1.5,-0.43,15.1,25.8,-10.7,-0.76,-0.54
1426,Jakub Iskra,pl POL,DF,SPAL,Serie A,16.0,2002.0,2.0,78.0,39.0,2.3,0.9,0.0,,0.0,2.0,39.0,0.0,0.5,1.0,1.0,0.0,0.0,1.35,0.8,0.9,-0.1,-0.07,0.68
1427,Ismael,es ESP,MF,Alavés,La Liga,18.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
1428,Ismael,es ESP,MF,Betis,La Liga,18.0,2000.0,3.0,83.0,28.0,2.4,0.9,1.0,70.0,0.0,2.0,7.0,7.0,1.67,1.0,1.0,0.0,0.0,0.32,0.6,1.8,-1.2,-1.25,-1.18
1430,Gian-Luca Itter,de GER,"DF,MF",Freiburg,Bundesliga,20.0,1999.0,3.0,35.0,12.0,1.1,0.4,0.0,,0.0,3.0,12.0,14.0,1.33,0.0,0.0,0.0,0.0,-0.03,0.4,0.4,0.0,-0.05,0.48
1431,Ander Iturraspe,es ESP,MF,Espanyol,La Liga,30.0,1989.0,8.0,242.0,30.0,7.1,2.7,3.0,62.0,0.0,5.0,11.0,7.0,1.13,4.0,4.0,0.0,0.0,0.88,5.0,3.5,1.5,0.56,0.95
1432,Alex Iwobi,ng NGA,"MF,FW",Everton,Premier League,23.0,1996.0,25.0,1596.0,64.0,46.7,17.7,19.0,72.0,6.0,6.0,37.0,5.0,1.08,23.0,30.0,-7.0,-0.39,-0.15,22.4,24.8,-2.4,-0.14,-0.38
1433,Armando Izzo,it ITA,DF,Torino,Serie A,27.0,1992.0,31.0,2686.0,87.0,78.5,29.8,30.0,89.0,27.0,1.0,30.0,1.0,1.16,38.0,51.0,-13.0,-0.44,0.67,36.9,47.7,-10.7,-0.36,0.28
1434,Jacobo,es ESP,"DF,MF",Celta Vigo,La Liga,22.0,1997.0,2.0,83.0,42.0,2.4,0.9,1.0,80.0,0.0,1.0,3.0,9.0,1.0,1.0,2.0,-1.0,-1.08,-0.79,1.5,1.5,0.0,-0.02,0.14
1435,Phil Jagielka,eng ENG,DF,Sheffield Utd,Premier League,36.0,1982.0,6.0,244.0,41.0,7.1,2.7,2.0,90.0,2.0,4.0,16.0,30.0,2.17,5.0,6.0,-1.0,-0.37,-0.4,3.7,4.8,-1.2,-0.44,-0.25
1436,Filip Jagiełło,pl POL,MF,Genoa,Serie A,21.0,1997.0,11.0,553.0,50.0,16.2,6.1,6.0,74.0,1.0,5.0,22.0,24.0,1.45,7.0,13.0,-6.0,-0.98,-0.35,5.9,9.4,-3.5,-0.57,-0.33
1437,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,Premier League,25.0,1993.0,10.0,311.0,31.0,9.1,3.5,3.0,68.0,0.0,7.0,15.0,9.0,1.0,4.0,4.0,0.0,0.0,0.43,3.6,3.9,-0.2,-0.06,0.21
1438,Mato Jajalo,ba BIH,MF,Udinese,Serie A,31.0,1988.0,26.0,1649.0,63.0,48.2,18.3,19.0,79.0,10.0,7.0,20.0,2.0,1.0,14.0,27.0,-13.0,-0.71,-0.66,19.6,26.8,-7.3,-0.4,-0.17
1439,Frederik Jäkel,de GER,DF,RB Leipzig,Bundesliga,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1440,Ismail Jakobs,sn SEN,"FW,DF",Köln,Bundesliga,19.0,1999.0,20.0,1672.0,84.0,54.6,18.6,20.0,84.0,13.0,0.0,,0.0,1.4,35.0,38.0,-3.0,-0.16,0.81,27.2,28.3,-1.2,-0.06,0.15
1441,Christophe Jallet,fr FRA,DF,Amiens,Ligue 1,35.0,1983.0,12.0,855.0,71.0,33.9,9.5,10.0,83.0,8.0,2.0,14.0,10.0,0.75,9.0,15.0,-6.0,-0.63,0.07,7.2,12.5,-5.2,-0.55,-0.19
1442,Daniel James,wls WAL,FW,Manchester Utd,Premier League,21.0,1997.0,33.0,2287.0,69.0,66.9,25.4,26.0,84.0,15.0,7.0,15.0,4.0,1.67,33.0,29.0,4.0,0.16,-1.91,37.7,26.0,11.7,0.46,-0.55
1443,Matty James,eng ENG,MF,Leicester City,Premier League,28.0,1991.0,1.0,6.0,6.0,0.2,0.1,0.0,,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,-0.69,0.0,0.0,0.0,-0.52,-0.97
1444,Reece James,eng ENG,DF,Chelsea,Premier League,19.0,1999.0,24.0,1515.0,63.0,44.3,16.8,16.0,87.0,13.0,8.0,15.0,5.0,1.88,26.0,23.0,3.0,0.18,-0.39,29.4,15.7,13.7,0.81,0.02
1445,Jandrei,br BRA,GK,Genoa,Serie A,26.0,1993.0,0.0,,,,,0.0,,0.0,0.0,,19.0,,,,,,,,,,,
1446,Alexandre Jankewitz,ch SUI,MF,Southampton,Premier League,17.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
1447,Marko Janković,me MNE,"FW,DF",SPAL,Serie A,24.0,1995.0,6.0,115.0,19.0,3.4,1.3,1.0,70.0,0.0,5.0,9.0,10.0,0.0,0.0,3.0,-3.0,-2.35,-1.07,0.9,3.0,-2.1,-1.63,-0.93
1448,Jakub Jankto,cz CZE,"MF,FW",Sampdoria,Serie A,23.0,1996.0,30.0,2095.0,70.0,61.3,23.3,25.0,77.0,11.0,5.0,33.0,5.0,1.03,35.0,40.0,-5.0,-0.21,0.6,32.3,33.4,-1.1,-0.05,0.2
1449,Daryl Janmaat,nl NED,DF,Watford,Premier League,30.0,1989.0,8.0,607.0,76.0,17.7,6.7,7.0,85.0,5.0,1.0,13.0,4.0,1.0,5.0,5.0,0.0,0.0,0.9,8.4,6.7,1.7,0.25,0.6
1450,Laurent Jans,lu LUX,DF,Paderborn 07,Bundesliga,26.0,1992.0,22.0,1571.0,71.0,51.3,17.5,19.0,80.0,10.0,3.0,19.0,12.0,0.68,19.0,33.0,-14.0,-0.8,0.59,21.0,31.3,-10.2,-0.59,0.49
1451,Tony Jantschke,de GER,DF,M'Gladbach,Bundesliga,29.0,1990.0,17.0,1012.0,60.0,33.1,11.2,11.0,78.0,6.0,6.0,25.0,11.0,2.06,21.0,11.0,10.0,0.89,0.19,27.2,15.1,12.1,1.08,0.46
1452,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,La Liga,24.0,1995.0,24.0,1167.0,49.0,34.1,13.0,13.0,73.0,4.0,11.0,20.0,8.0,1.46,16.0,15.0,1.0,0.08,-0.2,16.6,12.9,3.7,0.29,0.21
1453,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,34.0,1984.0,29.0,2547.0,88.0,83.2,28.3,29.0,88.0,28.0,0.0,,2.0,1.31,39.0,46.0,-7.0,-0.25,0.45,35.7,44.5,-8.9,-0.31,0.14
1454,Jason,es ESP,MF,Getafe,La Liga,25.0,1994.0,20.0,1175.0,59.0,34.4,13.1,14.0,78.0,1.0,6.0,14.0,9.0,1.3,17.0,15.0,2.0,0.15,-0.01,13.9,12.9,1.1,0.08,0.12
1456,Dennis Jastrzembski,pl POL,"MF,FW",Paderborn 07,Bundesliga,19.0,2000.0,6.0,177.0,30.0,5.8,2.0,1.0,62.0,0.0,5.0,23.0,8.0,0.5,2.0,5.0,-3.0,-1.53,-0.46,2.1,4.1,-2.0,-0.99,-0.17
1457,Javi,es ESP,DF,Real Madrid,La Liga,21.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,
1458,Corentin Jean,fr FRA,DF,Toulouse,Ligue 1,24.0,1995.0,1.0,7.0,7.0,0.3,0.1,0.0,,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.29,0.1,0.8,-0.7,-8.78,-8.3
1459,Benjamin Jeannot,fr FRA,"MF,FW",Dijon,Ligue 1,27.0,1992.0,2.0,167.0,84.0,6.6,1.9,2.0,84.0,1.0,0.0,,0.0,0.0,1.0,3.0,-2.0,-1.08,-0.77,3.1,2.5,0.6,0.33,0.65
1460,Tin Jedvaj,hr CRO,DF,Augsburg,Bundesliga,23.0,1995.0,31.0,2638.0,85.0,86.2,29.3,30.0,87.0,25.0,1.0,21.0,1.0,1.13,42.0,48.0,-6.0,-0.2,2.35,38.6,45.4,-6.9,-0.23,1.19
1461,Tin Jedvaj,hr CRO,DF,Leverkusen,Bundesliga,23.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1462,Jemerson,br BRA,"DF,MF",Monaco,Ligue 1,26.0,1992.0,13.0,1056.0,81.0,41.9,11.7,13.0,81.0,9.0,0.0,,2.0,1.77,20.0,15.0,5.0,0.43,0.73,23.1,14.4,8.8,0.75,0.91
1463,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,Bundesliga,21.0,1997.0,10.0,457.0,46.0,14.9,5.1,5.0,76.0,1.0,5.0,15.0,6.0,1.1,13.0,12.0,1.0,0.2,0.85,10.3,9.7,0.6,0.12,0.61
1464,Lukas Jensen,dk DEN,GK,Burnley,Premier League,20.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
1465,Jesé,es ESP,FW,Paris S-G,Ligue 1,26.0,1993.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.89,0.0,0.0,0.0,0.0,-1.89
1466,Gabriel Jesus,br BRA,FW,Manchester City,Premier League,22.0,1997.0,34.0,2030.0,60.0,59.4,22.6,21.0,81.0,12.0,13.0,26.0,1.0,2.12,64.0,14.0,50.0,2.22,1.12,57.6,18.0,39.6,1.76,0.72
1467,Juan Jesus,br BRA,DF,Roma,Serie A,28.0,1991.0,4.0,139.0,35.0,4.1,1.5,1.0,65.0,0.0,3.0,25.0,20.0,1.75,4.0,4.0,0.0,0.0,-0.71,3.5,3.2,0.3,0.21,-0.44
1468,Jime,es ESP,MF,Betis,La Liga,20.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1469,Javier Jiménez García,es ESP,DF,Valencia,La Liga,22.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,6.0,,,,,,,,,,,
1470,Raúl Jiménez,mx MEX,FW,Wolves,Premier League,28.0,1991.0,38.0,3236.0,85.0,94.6,36.0,37.0,87.0,20.0,1.0,19.0,0.0,1.55,48.0,36.0,12.0,0.33,0.82,50.2,32.7,17.5,0.49,1.15
1471,Pere Joan,es ESP,GK,Mallorca,La Liga,17.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1472,João Pedro,br BRA,"FW,MF",Watford,Premier League,17.0,2001.0,3.0,25.0,8.0,0.7,0.3,0.0,,0.0,3.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.74,0.4,0.8,-0.5,-1.62,-1.39
1473,Joaquín,es ESP,"MF,FW",Betis,La Liga,38.0,1981.0,34.0,2060.0,61.0,60.2,22.9,25.0,74.0,5.0,9.0,23.0,1.0,1.09,32.0,33.0,-1.0,-0.04,0.68,33.1,28.6,4.5,0.2,0.74
1474,Bogdan Jocic,rs SRB,MF,Hellas Verona,Serie A,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
1475,Joelinton,br BRA,FW,Newcastle Utd,Premier League,22.0,1996.0,38.0,2683.0,71.0,78.5,29.8,32.0,79.0,11.0,6.0,25.0,0.0,1.16,23.0,46.0,-23.0,-0.77,-1.14,25.5,51.0,-25.4,-0.85,-0.28
1476,Jakob Johansson,se SWE,MF,Rennes,Ligue 1,29.0,1990.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
1477,Ryan John Giles,eng ENG,"DF,MF",Wolves,Premier League,19.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
1478,Tyreece John-Jules,eng ENG,FW,Arsenal,Premier League,18.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
1479,Ben Johnson,eng ENG,DF,West Ham,Premier League,19.0,2000.0,3.0,270.0,90.0,7.9,3.0,3.0,90.0,3.0,0.0,,6.0,1.67,5.0,3.0,2.0,0.67,1.1,3.2,3.1,0.1,0.04,0.48
1480,Darnell Johnson,eng ENG,DF,Leicester City,Premier League,20.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
1482,Fabian Johnson,us USA,"MF,DF",M'Gladbach,Bundesliga,31.0,1987.0,6.0,271.0,45.0,8.9,3.0,3.0,80.0,0.0,3.0,11.0,6.0,1.83,5.0,4.0,1.0,0.33,-0.47,5.4,5.3,0.1,0.02,-0.81
1483,Curtis Jones,eng ENG,MF,Liverpool,Premier League,18.0,2001.0,6.0,126.0,21.0,3.7,1.4,1.0,68.0,0.0,5.0,12.0,10.0,2.67,4.0,1.0,3.0,2.14,0.8,2.6,0.5,2.1,1.49,0.7
1484,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,27.0,1992.0,2.0,135.0,68.0,3.9,1.5,2.0,68.0,1.0,0.0,,10.0,0.5,0.0,3.0,-3.0,-2.0,-2.9,1.4,1.6,-0.2,-0.13,-0.81
1485,Frenkie de Jong,nl NED,MF,Barcelona,La Liga,22.0,1997.0,29.0,2115.0,73.0,61.8,23.5,24.0,83.0,14.0,5.0,23.0,1.0,2.1,52.0,26.0,26.0,1.11,-0.41,41.2,25.3,16.0,0.68,-0.15
1486,Luuk de Jong,nl NED,FW,Sevilla,La Liga,28.0,1990.0,35.0,2059.0,59.0,60.2,22.9,24.0,78.0,11.0,11.0,17.0,3.0,1.94,36.0,18.0,18.0,0.79,0.65,34.6,20.1,14.5,0.64,0.46
1487,Jony,es ESP,"DF,FW",Lazio,Serie A,28.0,1991.0,24.0,1177.0,49.0,34.4,13.1,14.0,68.0,4.0,10.0,22.0,12.0,2.04,21.0,15.0,6.0,0.46,-0.79,21.0,16.3,4.7,0.36,-0.13
1488,Joan Jordán,es ESP,MF,Sevilla,La Liga,25.0,1994.0,34.0,2254.0,66.0,65.9,25.0,27.0,76.0,10.0,7.0,30.0,0.0,1.85,30.0,15.0,15.0,0.6,0.21,33.9,20.6,13.3,0.53,0.23
1489,Bruno Jordão,pt POR,FW,Wolves,Premier League,20.0,1998.0,1.0,7.0,7.0,0.2,0.1,0.0,,0.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.29,0.1,0.2,-0.1,-1.17,-1.6
1490,Jorge,br BRA,DF,Monaco,Ligue 1,23.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
1491,Jorginho,it ITA,MF,Chelsea,Premier League,27.0,1991.0,31.0,2379.0,77.0,69.6,26.4,27.0,85.0,19.0,4.0,23.0,4.0,1.65,45.0,40.0,5.0,0.19,-0.68,48.0,27.0,21.0,0.79,-0.04
1492,Jesse Joronen,fi FIN,GK,Brescia,Serie A,26.0,1993.0,29.0,2610.0,90.0,76.3,29.0,29.0,90.0,29.0,0.0,,2.0,0.72,27.0,59.0,-32.0,-1.1,0.23,29.8,57.6,-27.9,-0.96,-0.59
1493,Willian José,br BRA,FW,Real Sociedad,La Liga,27.0,1991.0,37.0,2011.0,54.0,58.8,22.3,24.0,72.0,5.0,13.0,22.0,0.0,1.43,32.0,28.0,4.0,0.18,-0.08,27.4,25.1,2.3,0.1,-0.12
1494,Joselu,es ESP,FW,Alavés,La Liga,29.0,1990.0,36.0,2782.0,77.0,81.3,30.9,31.0,85.0,21.0,5.0,27.0,1.0,1.08,31.0,47.0,-16.0,-0.52,0.75,36.1,45.6,-9.5,-0.31,0.96
1495,Jota,es ESP,"FW,MF",Aston Villa,Premier League,28.0,1991.0,10.0,335.0,34.0,9.8,3.7,4.0,61.0,0.0,6.0,15.0,11.0,0.7,1.0,5.0,-4.0,-1.07,-0.43,3.2,5.7,-2.5,-0.66,-0.04
1496,Diogo Jota,pt POR,FW,Wolves,Premier League,22.0,1996.0,34.0,2284.0,67.0,66.8,25.4,27.0,78.0,6.0,7.0,26.0,0.0,1.44,26.0,28.0,-2.0,-0.08,-1.11,33.1,25.4,7.7,0.3,-0.36
