,# Pl,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90
0,30,38,3420,90,100,38.0,418,82,248,163,20,254,1.0,36,57,-21,-0.55,42.6,49.9,-7.3,-0.19
1,31,38,3420,90,100,38.0,418,81,247,170,21,168,1.16,40,58,-18,-0.47,41.6,52.3,-10.7,-0.28
2,26,34,3060,90,100,34.0,374,83,227,147,17,157,1.03,26,52,-26,-0.76,32.9,56.8,-23.9,-0.7
3,29,38,3420,90,100,38.0,418,84,301,114,19,201,1.61,55,39,16,0.42,51.8,43.0,8.8,0.23
4,24,38,3420,90,100,38.0,418,86,324,91,17,229,1.45,55,46,9,0.24,52.5,51.1,1.4,0.04
5,30,38,3420,90,100,38.0,418,80,240,176,23,253,2.05,90,47,43,1.13,74.7,41.0,33.7,0.89
6,27,38,3420,90,100,38.0,418,81,240,177,22,242,1.21,46,42,4,0.11,43.1,37.7,5.4,0.14
7,25,38,3420,90,100,38.0,418,82,272,148,23,231,2.26,67,25,42,1.11,52.8,37.1,15.7,0.41
8,25,34,3060,90,100,34.0,374,82,231,141,21,159,1.06,36,54,-18,-0.53,37.3,57.3,-20.0,-0.59
9,25,38,3420,90,100,38.0,418,82,260,158,22,260,2.08,85,38,47,1.24,73.5,40.8,32.7,0.86
10,29,34,3060,90,100,34.0,374,82,237,137,21,163,2.29,99,44,55,1.62,75.9,40.2,35.8,1.05
11,29,38,3420,90,100,38.0,418,80,238,178,24,258,0.87,40,75,-35,-0.92,40.6,64.3,-23.6,-0.62
12,25,38,3420,90,100,38.0,418,82,258,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.2,0.06
13,37,38,3420,90,100,38.0,418,81,243,172,21,275,1.08,51,65,-14,-0.37,54.6,62.6,-7.9,-0.21
14,28,38,3420,90,100,38.0,418,81,245,169,22,172,1.18,42,56,-14,-0.37,43.5,54.9,-11.4,-0.3
15,26,38,3420,90,100,38.0,418,84,269,146,17,194,1.08,50,66,-16,-0.42,50.0,58.1,-8.1,-0.21
16,27,38,3420,90,100,38.0,418,85,305,108,20,208,1.08,40,46,-6,-0.16,50.9,35.3,15.6,0.41
17,25,38,3420,90,100,38.0,418,86,339,81,19,235,1.03,33,55,-22,-0.58,39.3,54.7,-15.4,-0.4
18,34,38,3420,90,100,38.0,418,80,236,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54
19,32,38,3420,90,100,38.0,418,84,252,163,16,277,0.97,43,59,-16,-0.42,47.1,61.7,-14.6,-0.38
20,30,38,3420,90,100,38.0,418,83,280,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02
21,27,38,3420,90,100,38.0,418,84,308,108,22,208,1.76,58,36,22,0.58,62.4,30.3,32.1,0.85
22,31,38,3420,90,100,38.0,418,83,277,138,21,304,0.61,45,92,-47,-1.24,40.4,70.8,-30.5,-0.8
23,24,38,3420,90,100,38.0,418,86,321,95,17,208,1.16,41,66,-25,-0.66,34.1,58.2,-24.2,-0.64
24,33,38,3420,90,100,38.0,418,82,265,150,21,179,0.55,25,73,-48,-1.26,33.7,72.5,-38.8,-1.02
25,26,34,3060,90,100,34.0,374,83,234,139,19,163,1.88,75,46,29,0.85,66.2,41.6,24.6,0.72
26,30,38,3420,90,100,38.0,418,82,266,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01
27,25,34,3060,90,100,34.0,374,84,238,136,18,165,1.76,69,53,16,0.47,58.5,46.9,11.6,0.34
28,30,38,3420,90,100,38.0,418,82,267,152,21,298,0.95,34,55,-21,-0.55,29.9,60.9,-31.0,-0.82
29,29,38,3420,90,100,38.0,418,85,310,106,19,206,1.55,47,48,-1,-0.03,45.7,50.1,-4.5,-0.12
30,30,38,3420,90,100,38.0,418,82,256,158,19,287,1.05,47,59,-12,-0.32,44.9,61.5,-16.6,-0.44
31,24,34,3060,90,100,34.0,374,82,223,152,19,151,1.32,52,52,0,0.0,45.5,52.4,-6.9,-0.2
32,28,38,3420,90,100,38.0,418,85,306,110,19,203,0.74,27,53,-26,-0.68,40.5,52.6,-12.1,-0.32
33,34,38,3420,90,100,38.0,418,79,238,180,24,272,1.11,47,58,-11,-0.29,38.8,60.5,-21.7,-0.57
34,31,38,3420,90,100,38.0,418,83,270,141,19,228,1.0,28,43,-15,-0.39,34.4,40.3,-5.9,-0.16
35,34,38,3420,90,100,38.0,418,80,243,176,24,222,1.21,47,65,-18,-0.47,41.1,56.2,-15.0,-0.4
36,32,38,3420,90,100,38.0,418,79,250,170,26,281,1.18,46,48,-2,-0.05,45.3,49.5,-4.1,-0.11
37,32,34,3060,90,100,34.0,374,81,227,149,22,157,1.03,41,52,-11,-0.32,41.9,47.4,-5.6,-0.16
38,30,34,3060,90,100,34.0,374,83,241,130,21,166,1.26,52,54,-2,-0.06,51.9,53.1,-1.2,-0.04
39,27,38,3420,90,100,38.0,418,82,246,171,21,215,0.89,34,53,-19,-0.5,38.9,48.4,-9.5,-0.25
40,25,38,3420,90,100,38.0,418,83,257,162,19,251,2.39,89,35,54,1.42,74.2,39.8,34.3,0.9
41,30,38,3420,90,100,38.0,418,83,268,146,20,265,2.05,77,38,39,1.03,74.4,39.4,35.0,0.92
42,28,34,3060,90,100,34.0,374,82,225,148,20,157,0.97,34,60,-26,-0.76,40.5,53.6,-13.0,-0.38
43,30,38,3420,90,100,38.0,418,80,228,189,22,239,1.79,61,55,6,0.16,58.2,47.3,10.9,0.29
44,23,38,3420,90,100,38.0,418,83,312,107,25,209,1.55,62,54,8,0.21,55.6,57.9,-2.2,-0.06
45,27,38,3420,90,100,38.0,418,85,320,99,22,216,1.74,68,50,18,0.47,55.8,46.0,9.8,0.26
46,27,38,3420,90,100,38.0,418,83,249,164,18,178,1.5,55,54,1,0.03,56.4,46.8,9.6,0.25
47,29,38,3420,90,100,38.0,418,81,233,184,20,219,1.08,46,57,-11,-0.29,40.4,53.4,-13.0,-0.34
48,30,34,3060,90,100,34.0,374,83,253,123,23,174,1.53,53,39,14,0.41,46.3,39.2,7.1,0.21
49,21,38,3420,90,100,38.0,418,83,247,169,18,170,2.18,64,23,41,1.08,48.5,29.8,18.7,0.49
50,28,38,3420,90,100,38.0,418,85,314,104,19,212,1.82,68,42,26,0.68,67.5,43.0,24.5,0.65
51,27,38,3420,90,100,38.0,418,82,253,163,19,179,1.11,50,68,-18,-0.47,48.6,52.5,-4.0,-0.1
52,29,38,3420,90,100,38.0,418,81,237,175,20,161,2.0,81,43,38,1.0,81.4,41.5,39.9,1.05
53,23,34,3060,90,100,34.0,374,83,230,142,18,159,1.44,64,56,8,0.24,54.9,45.7,9.2,0.27
54,31,34,3060,90,100,34.0,374,83,223,150,18,152,1.15,39,56,-17,-0.5,49.9,52.1,-2.2,-0.06
55,24,38,3420,90,100,38.0,418,86,339,77,22,240,2.26,83,32,51,1.34,68.2,30.2,38.0,1.0
56,29,38,3420,90,100,38.0,418,86,318,99,18,219,1.95,73,44,29,0.76,60.1,41.4,18.6,0.49
57,31,38,3420,90,100,38.0,418,82,258,153,21,188,1.58,54,47,7,0.18,47.0,47.4,-0.4,-0.01
58,27,38,3420,90,100,38.0,418,83,281,133,22,205,1.24,44,48,-4,-0.11,44.1,49.2,-5.2,-0.14
59,29,38,3420,90,100,38.0,418,82,261,156,22,277,2.08,74,41,33,0.87,70.7,47.0,23.7,0.62
60,30,38,3420,90,100,38.0,418,81,235,180,21,160,2.05,76,42,34,0.89,68.7,34.6,34.1,0.9
61,25,38,3420,90,100,38.0,418,82,249,162,18,177,1.42,60,62,-2,-0.05,51.9,66.2,-14.3,-0.38
62,25,38,3420,90,100,38.0,418,83,275,139,19,202,1.05,47,55,-8,-0.21,49.0,53.6,-4.6,-0.12
