,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
32,Youssef Aït Bennasser,ma MAR,MF,Caen,Ligue 1,21.0,1996.0,22.7,1135.0,1117.0,16.0,10.0,5.0,24.0,11.0,1.0,2.0,1.0,0.0,0.0,936.0,2.0,20.0
33,Arlind Ajeti,al ALB,DF,Crotone,Serie A,23.0,1993.0,14.1,362.0,348.0,13.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,5.0
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,22.0,1995.0,10.0,618.0,584.0,34.0,14.0,0.0,8.0,1.0,20.0,0.0,0.0,0.0,0.0,527.0,0.0,3.0
35,Nathan Aké,nl NED,DF,Bournemouth,Premier League,22.0,1995.0,37.3,1609.0,1551.0,56.0,43.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,1344.0,2.0,11.0
36,Ager Aketxe,es ESP,MF,Athletic Club,La Liga,23.0,1993.0,0.4,42.0,37.0,5.0,2.0,0.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,32.0,0.0,1.0
37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,22.0,1995.0,12.2,317.0,304.0,7.0,0.0,4.0,0.0,14.0,3.0,1.0,0.0,1.0,0.0,237.0,6.0,13.0
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,22.0,1995.0,18.8,1021.0,973.0,46.0,38.0,1.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,876.0,2.0,11.0
39,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,25.0,1992.0,17.2,1338.0,1167.0,168.0,10.0,0.0,4.0,94.0,151.0,7.0,0.0,7.0,0.0,1126.0,3.0,37.0
40,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,24.0,1992.0,17.2,410.0,377.0,31.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,303.0,2.0,14.0
41,David Alba,es ESP,DF,Getafe,La Liga,18.0,1999.0,0.7,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
42,Jordi Alba,es ESP,DF,Barcelona,La Liga,28.0,1989.0,30.5,2418.0,2101.0,308.0,46.0,2.0,19.0,46.0,261.0,1.0,0.0,0.0,0.0,2074.0,9.0,55.0
43,Raúl Albentosa,es ESP,DF,La Coruña,La Liga,28.0,1988.0,19.4,775.0,738.0,34.0,33.0,1.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,607.0,3.0,8.0
44,Luis Alberto,es ESP,"FW,MF",Lazio,Serie A,24.0,1992.0,29.7,1859.0,1572.0,265.0,67.0,38.0,15.0,213.0,26.0,168.0,68.0,69.0,9.0,1362.0,22.0,44.0
45,Raúl Albiol,es ESP,DF,Napoli,Serie A,31.0,1985.0,30.5,2510.0,2458.0,48.0,47.0,0.0,63.0,3.0,1.0,0.0,0.0,0.0,0.0,2241.0,4.0,14.0
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,26.0,1990.0,7.8,423.0,324.0,97.0,7.0,0.0,1.0,23.0,90.0,0.0,0.0,0.0,0.0,325.0,2.0,13.0
47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,Premier League,27.0,1989.0,28.2,1298.0,1124.0,162.0,28.0,11.0,20.0,217.0,64.0,65.0,50.0,9.0,0.0,771.0,12.0,64.0
48,Paco Alcácer,es ESP,"MF,FW",Barcelona,La Liga,23.0,1993.0,7.7,234.0,224.0,8.0,0.0,3.0,0.0,6.0,3.0,3.0,2.0,0.0,1.0,188.0,2.0,5.0
49,Pedro Alcalá,es ESP,DF,Girona,La Liga,28.0,1989.0,7.7,295.0,279.0,13.0,13.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,208.0,3.0,3.0
50,Thiago Alcántara,es ESP,"MF,FW",Bayern Munich,Bundesliga,26.0,1991.0,13.9,1310.0,1268.0,39.0,21.0,1.0,33.0,13.0,7.0,8.0,6.0,1.0,0.0,1187.0,3.0,10.0
52,David Alcibiade,fr FRA,DF,Nantes,Ligue 1,25.0,1991.0,2.3,93.0,74.0,19.0,2.0,1.0,2.0,5.0,17.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0
53,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,28.0,1989.0,13.1,931.0,901.0,30.0,21.0,1.0,31.0,7.0,9.0,0.0,0.0,0.0,0.0,793.0,0.0,4.0
54,Steve Aldo One,cm CMR,DF,La Coruña,La Liga,22.0,1995.0,1.0,22.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
55,Álex Alegría,es ESP,FW,Levante,La Liga,24.0,1992.0,7.0,164.0,144.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,6.0
56,Iván Alejo,es ESP,"MF,FW",Eibar,La Liga,22.0,1995.0,12.2,340.0,325.0,13.0,1.0,1.0,2.0,109.0,11.0,1.0,0.0,0.0,0.0,182.0,2.0,32.0
57,Alexander,ar ARG,"MF,FW",Leganés,La Liga,28.0,1988.0,11.8,320.0,293.0,24.0,5.0,0.0,3.0,40.0,7.0,12.0,4.0,6.0,0.0,219.0,3.0,17.0
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,18.0,1998.0,17.5,1309.0,1083.0,222.0,15.0,3.0,11.0,102.0,196.0,11.0,7.0,3.0,1.0,963.0,4.0,39.0
59,Alexis,es ESP,DF,Alavés,La Liga,31.0,1985.0,24.3,743.0,573.0,162.0,65.0,0.0,7.0,6.0,97.0,0.0,0.0,0.0,0.0,544.0,8.0,5.0
60,Alisson,br BRA,GK,Roma,Serie A,24.0,1992.0,37.0,1323.0,988.0,333.0,81.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,2.0,0.0
61,Allan,br BRA,MF,Napoli,Serie A,26.0,1991.0,31.7,1826.0,1783.0,35.0,17.0,7.0,6.0,29.0,17.0,1.0,0.0,0.0,0.0,1572.0,8.0,34.0
62,Joe Allen,wls WAL,MF,Stoke City,Premier League,27.0,1990.0,34.9,1403.0,1360.0,37.0,17.0,3.0,3.0,37.0,2.0,9.0,3.0,1.0,4.0,1114.0,6.0,39.0
63,Dele Alli,eng ENG,"MF,FW",Tottenham,Premier League,21.0,1996.0,32.9,1295.0,1249.0,37.0,12.0,15.0,8.0,18.0,17.0,4.0,0.0,0.0,0.0,985.0,9.0,39.0
64,Júnior Alonso,py PAR,DF,Lille,Ligue 1,24.0,1993.0,30.9,1884.0,1798.0,82.0,53.0,2.0,19.0,7.0,29.0,0.0,0.0,0.0,0.0,1523.0,4.0,17.0
65,José Alonso Lara,es ESP,MF,Sevilla,La Liga,17.0,2000.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
66,Marcos Alonso,es ESP,"DF,MF",Chelsea,Premier League,26.0,1990.0,31.7,1721.0,1424.0,288.0,19.0,0.0,10.0,96.0,269.0,0.0,0.0,0.0,0.0,1333.0,9.0,72.0
67,Ricky Álvarez,ar ARG,MF,Sampdoria,Serie A,29.0,1988.0,3.0,179.0,162.0,16.0,3.0,0.0,0.0,21.0,2.0,10.0,6.0,2.0,0.0,134.0,1.0,5.0
68,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,30.0,1986.0,16.4,626.0,442.0,181.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,3.0,1.0
69,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,22.0,1995.0,7.5,468.0,431.0,35.0,26.0,0.0,8.0,1.0,9.0,0.0,0.0,0.0,0.0,385.0,2.0,1.0
70,Dani Alves,br BRA,DF,Paris S-G,Ligue 1,34.0,1983.0,22.9,2079.0,1861.0,210.0,32.0,18.0,43.0,99.0,172.0,6.0,0.0,5.0,0.0,1777.0,8.0,41.0
71,Ibrahim Amadou,fr FRA,"MF,DF",Lille,Ligue 1,24.0,1993.0,26.7,1581.0,1544.0,33.0,33.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,1378.0,4.0,18.0
72,Eloi Amagat,es ESP,MF,Girona,La Liga,32.0,1985.0,0.2,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
73,Morgan Amalfitano,fr FRA,"MF,FW",Rennes,Ligue 1,32.0,1985.0,8.3,277.0,261.0,15.0,5.0,3.0,0.0,19.0,8.0,1.0,1.0,0.0,0.0,221.0,1.0,5.0
74,Romain Amalfitano,fr FRA,MF,Dijon,Ligue 1,27.0,1989.0,30.0,1412.0,1379.0,25.0,16.0,8.0,26.0,20.0,6.0,2.0,0.0,1.0,0.0,1148.0,8.0,28.0
75,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,22.0,1994.0,5.4,310.0,249.0,61.0,1.0,0.0,2.0,0.0,60.0,0.0,0.0,0.0,0.0,239.0,0.0,1.0
76,Jordi Amat,id IDN,"DF,MF",Betis,La Liga,25.0,1992.0,22.7,1609.0,1542.0,64.0,56.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,0.0,1444.0,3.0,15.0
78,Amath,sn SEN,"MF,FW",Getafe,La Liga,21.0,1996.0,31.8,596.0,578.0,9.0,1.0,3.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,390.0,9.0,29.0
79,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,23.0,1994.0,24.4,1370.0,1133.0,229.0,26.0,2.0,5.0,60.0,203.0,0.0,0.0,0.0,0.0,1102.0,8.0,37.0
80,Stephan Ambrosius,gh GHA,DF,Hamburger SV,Bundesliga,18.0,1998.0,0.5,35.0,33.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0
81,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,19.0,1998.0,35.0,1303.0,977.0,321.0,40.0,1.0,8.0,43.0,281.0,0.0,0.0,0.0,0.0,1013.0,5.0,34.0
82,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,20.0,1996.0,19.4,851.0,801.0,41.0,17.0,2.0,2.0,49.0,10.0,14.0,8.0,2.0,0.0,658.0,9.0,29.0
83,Ethan Ampadu,wls WAL,DF,Chelsea,Premier League,16.0,2000.0,0.1,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
84,Nordin Amrabat,ma MAR,FW,Watford,Premier League,30.0,1987.0,2.2,78.0,75.0,2.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,44.0,1.0,5.0
85,Nordin Amrabat,ma MAR,"FW,MF",Leganés,La Liga,30.0,1987.0,18.0,481.0,450.0,24.0,0.0,5.0,3.0,61.0,13.0,2.0,1.0,0.0,0.0,296.0,7.0,23.0
86,Jon Ander Serantes,es ESP,GK,Leganés,La Liga,27.0,1989.0,1.0,33.0,18.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
87,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,21.0,1996.0,6.1,424.0,406.0,18.0,13.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,371.0,0.0,6.0
88,Felipe Anderson,br BRA,"FW,MF",Lazio,Serie A,24.0,1993.0,12.9,711.0,615.0,92.0,12.0,6.0,7.0,74.0,38.0,35.0,12.0,17.0,0.0,512.0,4.0,28.0
89,Florin Andone,ro ROU,FW,La Coruña,La Liga,24.0,1993.0,18.2,308.0,271.0,35.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,188.0,2.0,20.0
90,Nícolas Andrade,br BRA,GK,Hellas Verona,Serie A,29.0,1988.0,36.0,1444.0,909.0,528.0,129.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,7.0,0.0
91,Benjamin André,fr FRA,MF,Rennes,Ligue 1,26.0,1990.0,33.5,1900.0,1841.0,47.0,32.0,10.0,25.0,21.0,11.0,0.0,0.0,0.0,0.0,1482.0,12.0,39.0
92,Marco Andreolli,it ITA,DF,Cagliari,Serie A,31.0,1986.0,20.3,862.0,809.0,49.0,37.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,693.0,4.0,9.0
93,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,28.0,1989.0,23.0,1216.0,951.0,261.0,8.0,0.0,5.0,59.0,253.0,0.0,0.0,0.0,0.0,946.0,4.0,29.0
94,Miguel Ángel Guerrero,es ESP,FW,Leganés,La Liga,27.0,1990.0,16.0,374.0,336.0,35.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,283.0,3.0,5.0
95,José Ángel,es ESP,DF,Eibar,La Liga,27.0,1989.0,27.0,1645.0,1223.0,411.0,66.0,0.0,33.0,226.0,304.0,41.0,5.0,36.0,0.0,1003.0,11.0,57.0
96,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,33.0,1984.0,8.5,361.0,267.0,94.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0
97,Miguel Ángel Rubio,es ESP,DF,Getafe,La Liga,19.0,1998.0,0.3,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
98,Gabriele Angella,it ITA,DF,Udinese,Serie A,28.0,1989.0,9.9,503.0,472.0,30.0,18.0,0.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,411.0,1.0,2.0
99,Cristian Ansaldi,ar ARG,DF,Torino,Serie A,30.0,1986.0,20.8,1003.0,797.0,202.0,22.0,0.0,36.0,78.0,176.0,4.0,0.0,3.0,0.0,712.0,4.0,30.0
100,Luca Antei,it ITA,DF,Benevento,Serie A,25.0,1992.0,6.6,365.0,341.0,24.0,20.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,316.0,0.0,1.0
101,Mirco Antenucci,it ITA,FW,SPAL,Serie A,32.0,1984.0,28.6,637.0,605.0,27.0,2.0,1.0,6.0,33.0,4.0,0.0,0.0,0.0,0.0,476.0,5.0,20.0
102,Waldemar Anton,de GER,"DF,MF",Hannover 96,Bundesliga,21.0,1996.0,25.3,1217.0,1154.0,60.0,58.0,2.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,966.0,3.0,26.0
104,Luca Antonelli,it ITA,"DF,FW",Milan,Serie A,30.0,1987.0,1.6,94.0,86.0,8.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0
105,Michail Antonio,jm JAM,"FW,MF",West Ham,Premier League,27.0,1990.0,15.0,494.0,437.0,49.0,3.0,3.0,8.0,55.0,46.0,0.0,0.0,0.0,0.0,296.0,8.0,25.0
106,Mirko Antonucci,it ITA,FW,Roma,Serie A,18.0,1999.0,0.3,16.0,15.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
107,Vitorino Antunes,pt POR,DF,Getafe,La Liga,30.0,1987.0,31.1,1366.0,934.0,423.0,53.0,3.0,12.0,149.0,318.0,52.0,12.0,22.0,1.0,862.0,9.0,37.0
108,Dennis Aogo,de GER,"MF,DF",Stuttgart,Bundesliga,30.0,1987.0,21.7,1203.0,1002.0,198.0,51.0,0.0,10.0,104.0,97.0,50.0,19.0,29.0,0.0,971.0,3.0,18.0
109,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,19.0,1998.0,27.0,1571.0,1532.0,35.0,25.0,7.0,7.0,14.0,2.0,8.0,5.0,2.0,0.0,1331.0,4.0,28.0
110,Alberto Aquilani,it ITA,MF,Las Palmas,La Liga,33.0,1984.0,14.4,1008.0,974.0,31.0,29.0,4.0,35.0,7.0,2.0,0.0,0.0,0.0,0.0,838.0,3.0,13.0
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,21.0,1995.0,23.6,629.0,618.0,5.0,4.0,3.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,435.0,6.0,18.0
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,20.0,1997.0,2.1,123.0,102.0,21.0,1.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,0.0,105.0,0.0,2.0
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,28.0,1989.0,25.6,1759.0,1662.0,91.0,76.0,3.0,40.0,22.0,12.0,3.0,2.0,1.0,0.0,1492.0,6.0,28.0
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,21.0,1996.0,22.4,755.0,711.0,40.0,10.0,9.0,15.0,69.0,8.0,22.0,12.0,7.0,0.0,535.0,4.0,27.0
115,Sergio Araujo,ar ARG,"MF,FW",Las Palmas,La Liga,25.0,1992.0,0.4,21.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,30.0,1987.0,26.8,1559.0,1447.0,101.0,59.0,0.0,88.0,11.0,40.0,2.0,0.0,1.0,0.0,1235.0,11.0,16.0
117,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,24.0,1993.0,34.0,899.0,608.0,291.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.0,0.0,0.0
118,Scott Arfield,ca CAN,"MF,FW",Burnley,Premier League,28.0,1988.0,14.8,367.0,357.0,5.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,247.0,5.0,16.0
119,Samuel Armenteros,se SWE,FW,Benevento,Serie A,27.0,1990.0,4.8,85.0,70.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0
120,Yoël Armougom,fr FRA,"DF,MF",Caen,Ligue 1,19.0,1998.0,1.5,84.0,56.0,28.0,1.0,0.0,1.0,9.0,26.0,1.0,0.0,1.0,0.0,52.0,0.0,8.0
121,José Arnaiz,es ESP,MF,Barcelona,La Liga,22.0,1995.0,0.1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
122,Marko Arnautović,at AUT,"FW,MF",West Ham,Premier League,28.0,1989.0,25.7,757.0,722.0,34.0,11.0,9.0,2.0,61.0,11.0,3.0,1.0,2.0,0.0,505.0,1.0,39.0
123,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,23.0,1994.0,27.3,1451.0,1267.0,176.0,104.0,2.0,34.0,114.0,3.0,63.0,31.0,26.0,2.0,1144.0,8.0,29.0
124,Jann-Fiete Arp,de GER,"FW,MF",Hamburger SV,Bundesliga,17.0,2000.0,9.4,151.0,135.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,87.0,0.0,7.0
125,Alejandro Arribas,es ESP,DF,La Coruña,La Liga,28.0,1989.0,3.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,La Liga,22.0,1994.0,30.0,1056.0,748.0,301.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,7.0,2.0
127,Harry Arter,ie IRL,MF,Bournemouth,Premier League,27.0,1989.0,10.7,592.0,563.0,29.0,27.0,1.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,513.0,0.0,6.0
128,Aythami Artiles,es ESP,DF,Las Palmas,La Liga,31.0,1986.0,2.0,95.0,83.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0
130,Kwadwo Asamoah,gh GHA,DF,Juventus,Serie A,28.0,1988.0,17.4,1295.0,1147.0,144.0,18.0,0.0,14.0,31.0,126.0,0.0,0.0,0.0,0.0,1132.0,4.0,22.0
131,Takuma Asano,jp JPN,"FW,MF",Stuttgart,Bundesliga,22.0,1994.0,8.0,179.0,174.0,4.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,131.0,1.0,13.0
132,Santiago Ascacíbar,ar ARG,MF,Stuttgart,Bundesliga,20.0,1997.0,26.5,1133.0,1112.0,17.0,13.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,942.0,4.0,24.0
133,Sergio Asenjo,es ESP,GK,Villarreal,La Liga,28.0,1989.0,23.0,657.0,390.0,264.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,3.0,0.0
