,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
11,Tammy Abraham,eng ENG,FW,Chelsea,Premier League,22.0,1997.0,22.0,12.0,1040.0,11.6,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,5.9,5.9,0.7,6.6,12.0,11.0,66.0,0.52,0.09,0.61,0.52,0.61,0.51,0.06,0.57,0.51,0.57
12,Amir Abrashi,al ALB,"MF,DF",Freiburg,Bundesliga,30.0,1990.0,5.0,0.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Gennaro Acampora,it ITA,"MF,FW",Spezia,Serie A,26.0,1994.0,14.0,2.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,15.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07
14,Francesco Acerbi,it ITA,DF,Lazio,Serie A,32.0,1988.0,32.0,32.0,2813.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,1.1,1.1,1.0,2.1,41.0,141.0,46.0,0.0,0.03,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.07
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,Bundesliga,22.0,1998.0,7.0,0.0,100.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,12.0,0.9,0.0,0.9,0.9,0.9,0.13,0.0,0.13,0.13,0.13
16,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,28.0,1991.0,30.0,26.0,2330.0,25.9,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.6,3.6,65.0,114.0,133.0,0.04,0.08,0.12,0.04,0.12,0.04,0.1,0.14,0.04,0.14
17,Che Adams,sct SCO,FW,Southampton,Premier League,24.0,1996.0,36.0,30.0,2667.0,29.6,9.0,5.0,14.0,9.0,0.0,0.0,1.0,0.0,9.8,9.8,5.0,14.8,32.0,57.0,149.0,0.3,0.17,0.47,0.3,0.47,0.33,0.17,0.5,0.33,0.5
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,Bundesliga,21.0,1999.0,27.0,21.0,1850.0,20.6,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,0.9,2.2,27.0,113.0,70.0,0.05,0.05,0.1,0.05,0.1,0.07,0.04,0.11,0.07,0.11
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,27.0,1993.0,18.0,3.0,479.0,5.3,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.1,2.1,2.3,4.5,20.0,17.0,58.0,0.38,0.56,0.94,0.38,0.94,0.4,0.44,0.84,0.4,0.84
20,Tosin Adarabioyo,eng ENG,DF,Fulham,Premier League,22.0,1997.0,33.0,33.0,2953.0,32.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.3,1.4,5.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,La Liga,21.0,1999.0,3.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85
22,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,20.0,2000.0,35.0,25.0,2418.0,26.9,2.0,5.0,7.0,2.0,0.0,0.0,6.0,0.0,1.9,1.9,4.4,6.3,54.0,188.0,48.0,0.07,0.19,0.26,0.07,0.26,0.07,0.16,0.23,0.07,0.23
23,Andrea Adorante,it ITA,FW,Parma,Serie A,20.0,2000.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Adrián,es ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Martin Agirregabiria,es ESP,"DF,MF",Alavés,La Liga,24.0,1996.0,26.0,16.0,1558.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.9,11.0,39.0,36.0,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05
27,Lucien Agoume,fr FRA,MF,Spezia,Serie A,18.0,2002.0,12.0,9.0,800.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,6.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
28,Felix Agu,de GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,15.0,8.0,701.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,7.0,9.0,33.0,0.13,0.0,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14
29,Kevin Agudelo,co COL,FW,Spezia,Serie A,21.0,1998.0,29.0,14.0,1356.0,15.1,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.5,1.5,1.3,2.8,50.0,43.0,82.0,0.07,0.13,0.2,0.07,0.2,0.1,0.09,0.19,0.1,0.19
30,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,35.0,3147.0,35.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,3.2,3.2,0.7,4.0,14.0,136.0,2.0,0.09,0.03,0.11,0.09,0.11,0.09,0.02,0.11,0.09,0.11
31,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,32.0,1988.0,12.0,7.0,559.0,6.2,4.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,3.5,1.9,1.2,3.1,12.0,12.0,39.0,0.64,0.16,0.81,0.48,0.64,0.56,0.19,0.75,0.31,0.5
32,Ruben Aguilar,fr FRA,"DF,MF",Monaco,Ligue 1,27.0,1993.0,33.0,27.0,2225.0,24.7,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,4.7,5.6,74.0,101.0,231.0,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23
33,Naouirou Ahamada,fr FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,6.0,3.0,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.0,0.3,8.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09
34,Matteo Ahlinvi,bj BEN,MF,Nîmes,Ligue 1,21.0,1999.0,20.0,10.0,899.0,10.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.2,1.5,31.0,25.0,17.0,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16
35,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,27.0,26.0,2146.0,23.8,2.0,2.0,4.0,2.0,0.0,0.0,9.0,0.0,2.3,2.1,1.3,3.4,26.0,92.0,25.0,0.08,0.08,0.17,0.08,0.17,0.1,0.05,0.15,0.09,0.14
36,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,26.0,1994.0,2.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
37,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,24.0,1995.0,25.0,14.0,1289.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,0.3,1.1,11.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08
38,Ola Aina,ng NGA,DF,Fulham,Premier League,23.0,1996.0,31.0,31.0,2664.0,29.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,1.5,2.8,63.0,106.0,50.0,0.07,0.03,0.1,0.07,0.1,0.04,0.05,0.09,0.04,0.09
39,Rayan Aït Nouri,dz ALG,DF,Wolves,Premier League,19.0,2001.0,21.0,16.0,1404.0,15.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,47.0,54.0,85.0,0.06,0.06,0.13,0.06,0.13,0.04,0.04,0.08,0.04,0.08
40,Rayan Aït Nouri,dz ALG,DF,Angers,Ligue 1,19.0,2001.0,3.0,2.0,187.0,2.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,7.0,11.0,18.0,0.0,0.48,0.48,0.0,0.48,0.03,0.13,0.16,0.03,0.16
41,Semi Ajayi,ng NGA,DF,West Brom,Premier League,26.0,1993.0,33.0,31.0,2780.0,30.9,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,1.9,1.9,0.5,2.4,13.0,73.0,7.0,0.06,0.0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
42,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,26.0,1994.0,35.0,34.0,2967.0,33.0,16.0,4.0,20.0,12.0,4.0,5.0,5.0,0.0,15.7,11.8,3.9,15.7,33.0,61.0,224.0,0.49,0.12,0.61,0.36,0.49,0.48,0.12,0.6,0.36,0.48
43,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,25.0,1995.0,28.0,26.0,2350.0,26.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.7,1.7,0.3,2.0,26.0,159.0,7.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08
44,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,27.0,1993.0,13.0,10.0,865.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.3,0.3,0.2,0.5,12.0,15.0,15.0,0.1,0.0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05
45,Marley Aké,fr FRA,FW,Marseille,Ligue 1,19.0,2001.0,9.0,0.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64
46,Nathan Aké,nl NED,DF,Manchester City,Premier League,25.0,1995.0,10.0,9.0,797.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,0.0,0.3,12.0,52.0,6.0,0.11,0.0,0.11,0.11,0.11,0.03,0.0,0.03,0.03,0.03
47,Paul Akouokou,ci CIV,MF,Betis,La Liga,22.0,1997.0,10.0,4.0,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.6,0.6,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
48,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,27.0,1992.0,32.0,6.0,1056.0,11.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.2,1.2,0.8,1.9,11.0,26.0,31.0,0.0,0.09,0.09,0.0,0.09,0.1,0.06,0.16,0.1,0.16
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,16.0,14.0,1184.0,13.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,10.0,56.0,14.0,0.08,0.0,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04
50,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,28.0,1992.0,32.0,30.0,2675.0,29.7,2.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,1.2,1.2,2.1,3.3,56.0,242.0,70.0,0.07,0.13,0.2,0.07,0.2,0.04,0.07,0.11,0.04,0.11
52,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,22.0,1998.0,22.0,17.0,1505.0,16.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,1.3,1.5,35.0,65.0,47.0,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.09,0.01,0.09
53,Jony Álamo,es ESP,MF,Elche,La Liga,18.0,2001.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
54,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,25.0,12.0,1245.0,13.8,11.0,2.0,13.0,9.0,2.0,2.0,2.0,0.0,7.2,5.7,0.9,6.6,7.0,21.0,75.0,0.8,0.14,0.94,0.65,0.8,0.52,0.07,0.59,0.41,0.48
55,Jordi Alba,es ESP,"DF,FW",Barcelona,La Liga,31.0,1989.0,35.0,34.0,3025.0,33.6,3.0,5.0,8.0,3.0,0.0,0.0,9.0,0.0,1.9,1.9,7.6,9.5,48.0,197.0,354.0,0.09,0.15,0.24,0.09,0.24,0.06,0.22,0.28,0.06,0.28
56,Luis Alberto,es ESP,MF,Lazio,Serie A,27.0,1992.0,34.0,33.0,2618.0,29.1,9.0,2.0,11.0,9.0,0.0,0.0,5.0,0.0,5.1,5.0,7.9,12.9,143.0,301.0,132.0,0.31,0.07,0.38,0.31,0.38,0.18,0.27,0.45,0.17,0.44
57,Raúl Albiol,es ESP,DF,Villarreal,La Liga,34.0,1985.0,35.0,35.0,3115.0,34.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.0,1.9,19.0,136.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
58,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,30.0,1989.0,31.0,17.0,1746.0,19.4,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,3.5,4.7,46.0,84.0,139.0,0.05,0.26,0.31,0.05,0.31,0.06,0.18,0.24,0.06,0.24
59,Paco Alcácer,es ESP,FW,Villarreal,La Liga,26.0,1993.0,27.0,19.0,1544.0,17.2,6.0,4.0,10.0,5.0,1.0,2.0,0.0,0.0,9.0,7.5,2.8,10.2,12.0,13.0,77.0,0.35,0.23,0.58,0.29,0.52,0.53,0.16,0.69,0.43,0.6
60,Pedro Alcalá,es ESP,DF,Cádiz,La Liga,31.0,1989.0,13.0,8.0,909.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
61,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,29.0,1991.0,24.0,20.0,1854.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,2.3,3.5,27.0,203.0,25.0,0.05,0.0,0.05,0.05,0.05,0.06,0.11,0.17,0.06,0.17
62,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,29.0,1991.0,30.0,25.0,2165.0,24.1,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.8,1.8,0.5,2.3,25.0,107.0,21.0,0.04,0.0,0.04,0.04,0.04,0.07,0.02,0.1,0.07,0.1
63,Omar Alderete,py PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,17.0,14.0,1299.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.4,8.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
64,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,31.0,1989.0,25.0,25.0,2240.0,24.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.7,1.4,3.0,59.0,1.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06
65,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,25.0,1995.0,22.0,6.0,827.0,9.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.8,1.9,46.0,13.0,79.0,0.11,0.11,0.22,0.11,0.22,0.12,0.09,0.21,0.12,0.21
66,Carles Aleñá,es ESP,MF,Barcelona,La Liga,22.0,1998.0,2.0,0.0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
67,Carles Aleñá,es ESP,"MF,FW",Getafe,La Liga,22.0,1998.0,22.0,15.0,1366.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,2.7,4.3,20.0,77.0,51.0,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29
68,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,Premier League,25.0,1995.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,21.0,1998.0,36.0,34.0,3031.0,33.7,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,2.6,2.6,8.6,11.2,98.0,251.0,249.0,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33
70,Alfon,es ESP,MF,Celta Vigo,La Liga,21.0,1999.0,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.35,0.17,0.35
71,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,Ligue 1,16.0,2004.0,21.0,1.0,348.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9,1.9,0.1,2.0,15.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.49,0.02,0.51,0.49,0.51
72,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,Premier League,28.0,1992.0,36.0,29.0,2461.0,27.3,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,3.3,4.9,77.0,132.0,122.0,0.07,0.11,0.18,0.07,0.18,0.06,0.12,0.18,0.06,0.18
73,Rachid Alioui,ma MAR,FW,Angers,Ligue 1,28.0,1992.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Alisson,br BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,33.0,2970.0,33.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0
75,Saturnin Allagbé,bj BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Allan,br BRA,MF,Everton,Premier League,29.0,1991.0,24.0,23.0,2051.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.8,1.1,30.0,92.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
78,Dele Alli,eng ENG,MF,Tottenham,Premier League,24.0,1996.0,15.0,7.0,620.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,3.3,15.0,26.0,30.0,0.0,0.15,0.15,0.0,0.15,0.3,0.18,0.47,0.3,0.47
79,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,26.0,1994.0,34.0,28.0,2429.0,27.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,2.9,6.1,70.0,90.0,109.0,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23
80,Marcos Alonso,es ESP,DF,Chelsea,Premier League,29.0,1990.0,13.0,11.0,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.3,3.2,24.0,42.0,74.0,0.19,0.0,0.19,0.19,0.19,0.17,0.13,0.3,0.17,0.3
81,Sergio Álvarez,es ESP,"MF,DF",Eibar,La Liga,28.0,1992.0,27.0,17.0,1568.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.8,9.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
82,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,25.0,1995.0,23.0,22.0,1948.0,21.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.6,0.6,0.5,1.1,19.0,65.0,2.0,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05
83,Bruno Alves,pt POR,DF,Parma,Serie A,38.0,1981.0,19.0,18.0,1632.0,18.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.6,0.0,50.0,6.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
84,Steven Alzate,co COL,MF,Brighton,Premier League,21.0,1998.0,15.0,10.0,896.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.4,16.0,39.0,16.0,0.1,0.0,0.1,0.1,0.1,0.08,0.06,0.14,0.08,0.14
85,Ibrahim Amadou,fr FRA,MF,Angers,Ligue 1,27.0,1993.0,24.0,20.0,1504.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,1.5,0.2,1.7,14.0,63.0,14.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1
86,Romain Amalfitano,fr FRA,"FW,DF",Dijon,Ligue 1,30.0,1989.0,2.0,1.0,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
