,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
32,Albano Bizzarri,ar ARG,GK,Lazio,Serie A,34.0,1977.0,5.0,5.0,450.0,5.0,10.0,2.0,25.0,15.0,60.0,2.0,1.0,2.0,0.0,0.0,,,,,
33,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,17.0,1995.0,2.0,1.0,137.0,1.5,0.0,0.0,5.0,5.0,100.0,2.0,0.0,0.0,2.0,200.0,,,,,
34,Olivier Blondel,fr FRA,GK,Toulouse,Ligue 1,33.0,1979.0,4.0,3.0,266.0,3.0,6.0,2.03,14.0,8.0,57.1,0.0,0.0,2.0,0.0,0.0,,,,,
35,Landry Bonnefoi,fr FRA,GK,Bastia,Ligue 1,28.0,1983.0,8.0,7.0,668.0,7.4,12.0,1.62,33.0,21.0,63.6,0.0,0.0,0.0,3.0,42.9,,,,,
36,Artur Boruc,pl POL,GK,Southampton,Premier League,32.0,1980.0,20.0,20.0,1755.0,19.5,28.0,1.44,70.0,42.0,60.0,4.0,8.0,7.0,5.0,25.0,,,,,
37,Claudio Bravo,cl CHI,GK,Real Sociedad,La Liga,29.0,1983.0,31.0,31.0,2790.0,31.0,40.0,1.29,142.0,102.0,71.8,16.0,10.0,5.0,9.0,29.0,,,,,
38,Željko Brkić,rs SRB,GK,Udinese,Serie A,26.0,1986.0,31.0,31.0,2662.0,29.6,32.0,1.08,127.0,95.0,74.8,15.0,10.0,4.0,10.0,32.3,,,,,
39,Gianluigi Buffon,it ITA,GK,Juventus,Serie A,34.0,1978.0,32.0,32.0,2880.0,32.0,19.0,0.59,94.0,75.0,79.8,23.0,5.0,4.0,16.0,50.0,,,,,
40,Mark Bunn,eng ENG,GK,Norwich City,Premier League,27.0,1984.0,23.0,22.0,1853.0,20.6,33.0,1.6,89.0,56.0,62.9,5.0,7.0,9.0,4.0,18.2,,,,,
41,Willy Caballero,ar ARG,GK,Málaga,La Liga,30.0,1981.0,36.0,36.0,3190.0,35.4,43.0,1.21,150.0,107.0,71.3,16.0,8.0,11.0,12.0,33.3,,,,,
42,Juan Calatayud,es ESP,GK,Mallorca,La Liga,32.0,1979.0,3.0,3.0,270.0,3.0,7.0,2.33,17.0,10.0,58.8,0.0,1.0,2.0,0.0,0.0,,,,,
43,Lee Camp,nir NIR,GK,Norwich City,Premier League,27.0,1984.0,3.0,1.0,226.0,2.5,4.0,1.59,15.0,11.0,73.3,0.0,2.0,1.0,0.0,0.0,,,,,
44,Lionel Cappone,fr FRA,GK,Brest,Ligue 1,33.0,1979.0,1.0,0.0,14.0,0.2,1.0,6.43,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,,,,,
45,Cédric Carrasso,fr FRA,GK,Bordeaux,Ligue 1,30.0,1981.0,38.0,38.0,3420.0,38.0,34.0,0.89,132.0,98.0,74.2,13.0,16.0,9.0,17.0,44.7,,,,,
46,Kiko Casilla,es ESP,GK,Espanyol,La Liga,25.0,1986.0,21.0,20.0,1823.0,20.3,24.0,1.18,84.0,60.0,71.4,8.0,6.0,6.0,9.0,45.0,,,,,
47,Iker Casillas,es ESP,GK,Real Madrid,La Liga,31.0,1981.0,19.0,18.0,1703.0,18.9,17.0,0.9,50.0,33.0,66.0,12.0,4.0,3.0,8.0,44.4,,,,,
48,Koen Casteels,be BEL,GK,Hoffenheim,Bundesliga,20.0,1992.0,16.0,15.0,1387.0,15.4,33.0,2.14,75.0,42.0,56.0,4.0,3.0,8.0,2.0,13.3,,,,,
49,Luca Castellazzi,it ITA,GK,Inter,Serie A,37.0,1975.0,2.0,2.0,180.0,2.0,3.0,1.5,9.0,6.0,66.7,1.0,0.0,1.0,1.0,50.0,,,,,
50,Casto,es ESP,GK,Betis,La Liga,30.0,1982.0,5.0,5.0,371.0,4.1,5.0,1.21,18.0,13.0,72.2,2.0,1.0,1.0,2.0,40.0,,,,,
52,Petr Čech,cz CZE,GK,Chelsea,Premier League,30.0,1982.0,36.0,36.0,3195.0,35.5,36.0,1.01,154.0,118.0,76.6,21.0,8.0,6.0,14.0,38.9,,,,,
53,Júlio César,br BRA,GK,QPR,Premier League,32.0,1979.0,24.0,24.0,2098.0,23.3,37.0,1.59,125.0,88.0,70.4,1.0,8.0,13.0,6.0,25.0,,,,,
54,David Cobeño,es ESP,GK,Rayo Vallecano,La Liga,30.0,1982.0,8.0,8.0,695.0,7.7,13.0,1.68,36.0,23.0,63.9,4.0,0.0,4.0,1.0,12.5,,,,,
55,Jordi Codina,es ESP,GK,Getafe,La Liga,30.0,1982.0,7.0,6.0,619.0,6.9,13.0,1.89,43.0,30.0,69.8,1.0,2.0,4.0,2.0,33.3,,,,,
56,Andrea Consigli,it ITA,GK,Atalanta,Serie A,25.0,1987.0,35.0,35.0,3130.0,34.8,49.0,1.41,166.0,117.0,70.5,9.0,8.0,18.0,7.0,20.0,,,,,
57,Ferdinando Coppola,it ITA,GK,Torino,Serie A,34.0,1978.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,,,,,
58,Angelo da Costa Júnior,br BRA,GK,Sampdoria,Serie A,28.0,1983.0,4.0,4.0,360.0,4.0,7.0,1.75,25.0,18.0,72.0,1.0,2.0,1.0,0.0,0.0,,,,,
59,Benoît Costil,fr FRA,GK,Rennes,Ligue 1,25.0,1987.0,37.0,37.0,3265.0,36.3,58.0,1.6,159.0,101.0,63.5,13.0,7.0,17.0,7.0,18.9,,,,,
60,Thibaut Courtois,be BEL,GK,Atlético Madrid,La Liga,20.0,1992.0,37.0,37.0,3330.0,37.0,29.0,0.78,120.0,91.0,75.8,22.0,7.0,8.0,20.0,54.1,,,,,
61,Pierrick Cros,fr FRA,GK,Sochaux,Ligue 1,21.0,1991.0,4.0,4.0,360.0,4.0,9.0,2.25,18.0,9.0,50.0,0.0,0.0,4.0,0.0,0.0,,,,,
62,Julián Cuesta,es ESP,GK,Sevilla,La Liga,21.0,1991.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
63,Gianluca Curci,it ITA,GK,Bologna,Serie A,27.0,1985.0,14.0,14.0,1162.0,12.9,11.0,0.85,47.0,36.0,76.6,5.0,6.0,2.0,5.0,35.7,,,,,
64,Kelvin Davis,eng ENG,GK,Southampton,Premier League,35.0,1976.0,10.0,9.0,855.0,9.5,20.0,2.11,49.0,29.0,59.2,2.0,3.0,5.0,1.0,11.1,,,,,
65,Morgan De Sanctis,it ITA,GK,Napoli,Serie A,35.0,1977.0,34.0,34.0,3060.0,34.0,28.0,0.82,122.0,94.0,77.0,20.0,9.0,5.0,14.0,41.2,,,,,
66,Joris Delle,fr FRA,GK,Nice,Ligue 1,22.0,1990.0,14.0,12.0,1121.0,12.5,20.0,1.61,54.0,34.0,63.0,3.0,6.0,4.0,2.0,16.7,,,,,
67,Antonio Donnarumma,it ITA,GK,Genoa,Serie A,22.0,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,7.0,7.0,100.0,0.0,1.0,0.0,1.0,100.0,,,,,
68,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,32.0,1980.0,4.0,4.0,360.0,4.0,5.0,1.25,20.0,15.0,75.0,2.0,1.0,1.0,1.0,25.0,,,,,
69,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,32.0,1979.0,2.0,2.0,180.0,2.0,1.0,0.5,9.0,8.0,88.9,1.0,1.0,0.0,1.0,50.0,,,,,
70,Johann Durand,fr FRA,GK,Evian,Ligue 1,31.0,1981.0,2.0,1.0,122.0,1.4,3.0,2.21,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,,,,,
71,Steeve Elana,gn GUI,GK,Lille,Ligue 1,32.0,1980.0,20.0,20.0,1800.0,20.0,24.0,1.2,71.0,47.0,66.2,10.0,6.0,4.0,4.0,20.0,,,,,
72,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,26.0,1986.0,10.0,9.0,835.0,9.3,20.0,2.16,45.0,25.0,55.6,3.0,2.0,5.0,1.0,11.1,,,,,
73,Łukasz Fabiański,pl POL,GK,Arsenal,Premier League,27.0,1985.0,4.0,4.0,360.0,4.0,3.0,0.75,9.0,6.0,66.7,4.0,0.0,0.0,1.0,25.0,,,,,
74,Fabricio,es ESP,GK,Betis,La Liga,24.0,1987.0,2.0,2.0,180.0,2.0,5.0,2.5,13.0,8.0,61.5,1.0,0.0,1.0,0.0,0.0,,,,,
75,Adam Federici,au AUS,GK,Reading,Premier League,27.0,1985.0,21.0,21.0,1890.0,21.0,40.0,1.9,118.0,78.0,66.1,5.0,4.0,12.0,3.0,14.3,,,,,
76,Andrés Fernández,es ESP,GK,Osasuna,La Liga,25.0,1986.0,37.0,37.0,3330.0,37.0,46.0,1.24,150.0,104.0,69.3,10.0,9.0,18.0,12.0,32.4,,,,,
78,Raúl Fernández,es ESP,GK,Athletic Club,La Liga,24.0,1988.0,3.0,3.0,270.0,3.0,4.0,1.33,16.0,12.0,75.0,0.0,1.0,2.0,1.0,33.3,,,,,
79,Ben Foster,eng ENG,GK,West Brom,Premier League,29.0,1983.0,30.0,30.0,2700.0,30.0,46.0,1.53,139.0,93.0,66.9,11.0,6.0,13.0,7.0,23.3,,,,,
80,Leo Franco,ar ARG,GK,Zaragoza,La Liga,35.0,1977.0,4.0,4.0,347.0,3.9,9.0,2.33,15.0,6.0,40.0,0.0,2.0,2.0,1.0,25.0,,,,,
81,Sébastien Frey,fr FRA,GK,Genoa,Serie A,32.0,1980.0,36.0,36.0,3240.0,36.0,49.0,1.36,150.0,101.0,67.3,8.0,13.0,15.0,11.0,30.6,,,,,
82,Brad Friedel,us USA,GK,Tottenham,Premier League,41.0,1971.0,11.0,11.0,990.0,11.0,17.0,1.55,45.0,28.0,62.2,5.0,2.0,4.0,0.0,0.0,,,,,
83,Alberto Frison,it ITA,GK,Catania,Serie A,24.0,1988.0,4.0,4.0,360.0,4.0,7.0,1.75,27.0,20.0,74.1,1.0,2.0,1.0,1.0,25.0,,,,,
84,Paulo Gazzaniga,ar ARG,GK,Southampton,Premier League,20.0,1992.0,9.0,9.0,810.0,9.0,12.0,1.33,43.0,31.0,72.1,3.0,3.0,3.0,1.0,11.1,,,,,
85,David de Gea,es ESP,GK,Manchester Utd,Premier League,21.0,1990.0,28.0,28.0,2520.0,28.0,26.0,0.93,114.0,88.0,77.2,22.0,4.0,2.0,11.0,39.3,,,,,
86,Fabian Giefer,de GER,GK,Düsseldorf,Bundesliga,22.0,1990.0,34.0,34.0,3049.0,33.9,57.0,1.68,126.0,69.0,54.8,7.0,9.0,18.0,7.0,20.6,,,,,
87,Jean-François Gillet,be BEL,GK,Torino,Serie A,33.0,1979.0,37.0,37.0,3330.0,37.0,53.0,1.43,154.0,101.0,65.6,8.0,15.0,14.0,12.0,32.4,,,,,
88,Dani Giménez,es ESP,GK,Rayo Vallecano,La Liga,29.0,1983.0,2.0,1.0,111.0,1.2,4.0,3.24,5.0,1.0,20.0,0.0,0.0,1.0,0.0,0.0,,,,,
89,Shay Given,ie IRL,GK,Aston Villa,Premier League,36.0,1976.0,2.0,2.0,180.0,2.0,4.0,2.0,8.0,4.0,50.0,0.0,0.0,2.0,0.0,0.0,,,,,
90,Mauro Goicoechea,uy URU,GK,Roma,Serie A,24.0,1988.0,15.0,13.0,1260.0,14.0,24.0,1.71,70.0,46.0,65.7,6.0,3.0,5.0,2.0,15.4,,,,,
91,Heurelho Gomes,br BRA,GK,Hoffenheim,Bundesliga,31.0,1981.0,9.0,9.0,773.0,8.6,9.0,1.05,31.0,22.0,71.0,3.0,1.0,5.0,2.0,22.2,,,,,
92,Robert Green,eng ENG,GK,QPR,Premier League,32.0,1980.0,16.0,14.0,1322.0,14.7,23.0,1.57,67.0,44.0,65.7,3.0,5.0,8.0,1.0,7.1,,,,,
93,Damien Gregorini,fr FRA,GK,Nancy,Ligue 1,33.0,1979.0,23.0,23.0,2070.0,23.0,35.0,1.52,118.0,83.0,70.3,8.0,5.0,10.0,5.0,21.7,,,,,
94,Max Grün,de GER,GK,Greuther Fürth,Bundesliga,25.0,1987.0,17.0,17.0,1530.0,17.0,27.0,1.59,100.0,73.0,73.0,1.0,6.0,10.0,3.0,17.6,,,,,
95,Vicente Guaita,es ESP,GK,Valencia,La Liga,25.0,1987.0,14.0,14.0,1260.0,14.0,15.0,1.07,53.0,38.0,71.7,8.0,3.0,3.0,6.0,42.9,,,,,
96,Brad Guzan,us USA,GK,Aston Villa,Premier League,27.0,1984.0,36.0,36.0,3240.0,36.0,65.0,1.81,185.0,120.0,64.9,10.0,11.0,15.0,5.0,13.9,,,,,
97,Ali Al-Habsi,om OMA,GK,Wigan Athletic,Premier League,30.0,1981.0,29.0,29.0,2610.0,29.0,57.0,1.97,149.0,92.0,61.7,6.0,7.0,16.0,4.0,13.8,,,,,
98,Samir Handanović,si SVN,GK,Inter,Serie A,28.0,1984.0,35.0,35.0,3150.0,35.0,53.0,1.51,165.0,112.0,67.9,15.0,6.0,14.0,9.0,25.7,,,,,
99,Steve Harper,eng ENG,GK,Newcastle Utd,Premier League,37.0,1975.0,6.0,5.0,459.0,5.1,8.0,1.57,26.0,18.0,69.2,2.0,2.0,2.0,1.0,20.0,,,,,
100,Joe Hart,eng ENG,GK,Manchester City,Premier League,25.0,1987.0,38.0,38.0,3420.0,38.0,34.0,0.89,112.0,78.0,69.6,23.0,9.0,6.0,18.0,47.4,,,,,
101,Joan Hartock,fr FRA,GK,Brest,Ligue 1,25.0,1987.0,2.0,2.0,166.0,1.8,5.0,2.71,13.0,8.0,61.5,0.0,0.0,2.0,0.0,0.0,,,,,
102,Christofer Heimeroth,de GER,GK,M'Gladbach,Bundesliga,30.0,1981.0,1.0,0.0,14.0,0.2,2.0,12.86,3.0,1.0,33.3,0.0,0.0,0.0,0.0,,,,,,
104,Dani Hernández,ve VEN,GK,Valladolid,La Liga,26.0,1985.0,24.0,24.0,2160.0,24.0,37.0,1.54,127.0,90.0,70.9,7.0,7.0,10.0,6.0,25.0,,,,,
105,Wolfgang Hesl,de GER,GK,Greuther Fürth,Bundesliga,26.0,1986.0,17.0,17.0,1530.0,17.0,33.0,1.94,88.0,55.0,62.5,3.0,3.0,11.0,2.0,11.8,,,,,
106,Timo Hildebrand,de GER,GK,Schalke 04,Bundesliga,33.0,1979.0,21.0,21.0,1890.0,21.0,34.0,1.62,82.0,48.0,58.5,9.0,5.0,7.0,4.0,19.0,,,,,
107,Tim Howard,us USA,GK,Everton,Premier League,33.0,1979.0,36.0,36.0,3240.0,36.0,39.0,1.08,130.0,91.0,70.0,15.0,14.0,7.0,10.0,27.8,,,,,
108,Gorka Iraizoz,es ESP,GK,Athletic Club,La Liga,31.0,1981.0,35.0,35.0,3150.0,35.0,61.0,1.74,216.0,155.0,71.8,12.0,8.0,15.0,8.0,22.9,,,,,
109,Jussi Jääskeläinen,fi FIN,GK,West Ham,Premier League,37.0,1975.0,38.0,38.0,3420.0,38.0,53.0,1.39,215.0,162.0,75.3,12.0,10.0,16.0,11.0,28.9,,,,,
110,Jaime,es ESP,GK,Valladolid,La Liga,31.0,1980.0,14.0,14.0,1260.0,14.0,21.0,1.5,81.0,60.0,74.1,4.0,3.0,7.0,3.0,21.4,,,,,
111,Simon Jentzsch,de GER,GK,Augsburg,Bundesliga,36.0,1976.0,5.0,5.0,450.0,5.0,12.0,2.4,23.0,11.0,47.8,0.0,0.0,5.0,0.0,0.0,,,,,
112,Jesús,es ESP,GK,Real Madrid,La Liga,24.0,1988.0,1.0,1.0,90.0,1.0,2.0,2.0,14.0,12.0,85.7,1.0,0.0,0.0,0.0,0.0,,,,,
113,Brad Jones,au AUS,GK,Liverpool,Premier League,30.0,1982.0,7.0,7.0,630.0,7.0,9.0,1.29,31.0,22.0,71.0,3.0,3.0,1.0,2.0,28.6,,,,,
114,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,26.0,1986.0,33.0,33.0,2896.0,32.2,43.0,1.34,134.0,91.0,67.9,13.0,7.0,13.0,9.0,27.3,,,,,
115,Carlos Kameni,cm CMR,GK,Málaga,La Liga,28.0,1984.0,3.0,2.0,230.0,2.6,7.0,2.74,12.0,5.0,41.7,0.0,1.0,2.0,1.0,50.0,,,,,
116,Loris Karius,de GER,GK,Mainz 05,Bundesliga,19.0,1993.0,1.0,0.0,41.0,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,
117,Tim Krul,nl NED,GK,Newcastle Utd,Premier League,24.0,1988.0,24.0,24.0,2126.0,23.6,40.0,1.69,118.0,78.0,66.1,6.0,4.0,12.0,4.0,16.7,,,,,
118,Mickaël Landreau,fr FRA,GK,Bastia,Ligue 1,33.0,1979.0,19.0,19.0,1672.0,18.6,25.0,1.35,96.0,71.0,74.0,7.0,6.0,6.0,6.0,31.6,,,,,
119,Mickaël Landreau,fr FRA,GK,Lille,Ligue 1,33.0,1979.0,15.0,15.0,1350.0,15.0,15.0,1.0,53.0,38.0,71.7,5.0,6.0,4.0,4.0,26.7,,,,,
120,Mitchell Langerak,au AUS,GK,Dortmund,Bundesliga,23.0,1988.0,3.0,3.0,270.0,3.0,6.0,2.0,17.0,11.0,64.7,3.0,0.0,0.0,0.0,0.0,,,,,
121,Bertrand Laquait,fr FRA,GK,Evian,Ligue 1,35.0,1977.0,29.0,29.0,2501.0,27.8,36.0,1.3,121.0,85.0,70.2,8.0,8.0,13.0,8.0,27.6,,,,,
122,Ronan Le Crom,fr FRA,GK,Paris S-G,Ligue 1,38.0,1974.0,1.0,0.0,20.0,0.2,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,
123,Benjamin Lecomte,fr FRA,GK,Lorient,Ligue 1,21.0,1991.0,5.0,4.0,395.0,4.4,6.0,1.37,16.0,10.0,62.5,1.0,2.0,1.0,0.0,0.0,,,,,
124,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,20.0,1992.0,32.0,32.0,2880.0,32.0,34.0,1.06,112.0,78.0,69.6,18.0,8.0,6.0,11.0,34.4,,,,,
125,Johan Liébus,fr FRA,GK,Reims,Ligue 1,33.0,1978.0,2.0,1.0,135.0,1.5,3.0,2.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,,,,,
126,Jonathan Ligali,fr FRA,GK,Montpellier,Ligue 1,21.0,1991.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,,,,,
127,Anders Lindegaard,dk DEN,GK,Manchester Utd,Premier League,28.0,1984.0,10.0,10.0,900.0,10.0,17.0,1.7,38.0,21.0,55.3,6.0,1.0,3.0,2.0,20.0,,,,,
128,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,25.0,1986.0,27.0,27.0,2430.0,27.0,29.0,1.07,82.0,53.0,64.6,16.0,7.0,4.0,9.0,33.3,,,,,
130,Hugo Lloris,fr FRA,GK,Lyon,Ligue 1,25.0,1986.0,2.0,2.0,180.0,2.0,2.0,1.0,5.0,3.0,60.0,1.0,1.0,0.0,0.0,0.0,,,,,
131,Bogdan Lobonț,ro ROU,GK,Roma,Serie A,34.0,1978.0,5.0,5.0,405.0,4.5,2.0,0.44,15.0,13.0,86.7,4.0,0.0,1.0,2.0,40.0,,,,,
132,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,21.0,1990.0,5.0,5.0,450.0,5.0,3.0,0.6,21.0,18.0,85.7,2.0,2.0,1.0,2.0,40.0,,,,,
133,Diego López,es ESP,GK,Real Madrid,La Liga,30.0,1981.0,16.0,16.0,1440.0,16.0,20.0,1.25,75.0,55.0,73.3,11.0,2.0,3.0,2.0,12.5,,,,,
134,Diego López,es ESP,GK,Sevilla,La Liga,30.0,1981.0,8.0,8.0,663.0,7.4,11.0,1.49,27.0,16.0,59.3,3.0,2.0,2.0,1.0,12.5,,,,,
135,Cristiano Lupatelli,it ITA,GK,Fiorentina,Serie A,34.0,1978.0,1.0,0.0,18.0,0.2,1.0,5.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,,,,,
136,Germán Lux,ar ARG,GK,La Coruña,La Liga,30.0,1982.0,4.0,3.0,315.0,3.5,3.0,0.86,15.0,12.0,80.0,0.0,2.0,1.0,1.0,33.3,,,,,
137,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,27.0,1985.0,38.0,38.0,3420.0,38.0,36.0,0.95,118.0,82.0,69.5,21.0,8.0,9.0,18.0,47.4,,,,,
138,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,35.0,1977.0,12.0,12.0,1080.0,12.0,17.0,1.42,59.0,42.0,71.2,4.0,3.0,5.0,3.0,25.0,,,,,
