Player,Squad,Nation,Pos,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%,Season
Youssef Maleh,Empoli,MA,MF,Serie A,26.0,1998.0,1.0,1.0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.9,0.0,1.0,0.0,0.0,1.07,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.03,0.0,0.0,24.0,31.0,77.4,434.0,141.0,11.0,12.0,91.7,8.0,11.0,72.7,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,31.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1.0,1.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,37.0,0.0,2.0,29.0,6.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,20.0,84.0,48.0,0.0,0.0,0.0,1.0,1.0,26.0,3.0,84.0,93.3,1,84.0,0,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.1,0.11,-0.29,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,50.0,,,,,,,,,,,,,,,,2024-2025
Ruslan Malinovskyi,Genoa,UA,MF,Serie A,31.0,1993.0,1.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.8,0.0,1.0,0.0,0.0,1.29,0.0,0.0,0.0,31.1,0.0,0.0,0.0,0.01,0.0,0.0,22.0,25.0,88.0,356.0,92.0,12.0,13.0,92.3,9.0,10.0,90.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,1.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,29.0,1.0,6.0,17.0,6.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,108.0,27.0,1.0,0.0,0.0,0.0,1.0,18.0,1.0,70.0,77.8,1,70.0,0,0,0.0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.02,-1.16,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,2024-2025
Giorgi Mamardashvili,Valencia,GE,GK,La Liga,23.0,2000.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,37.0,59.5,806.0,648.0,4.0,4.0,100.0,5.0,5.0,100.0,13.0,28.0,46.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,31.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,31.0,40.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,21.0,113.0,43.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,90.0,100.0,1,90.0,1,0,0.0,0,0.0,1.0,2.0,-1.0,-1.0,0.0,1.0,3.2,-2.2,-2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,83.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2024-2025
Dennis Man,Parma,RO,FW,Serie A,25.0,1998.0,1.0,1.0,64.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,2.0,4.0,1.41,0.0,1.41,1.41,1.41,0.26,0.47,0.72,0.26,0.72,0.7,1.0,2.0,1.0,50.0,2.81,1.41,0.5,1.0,15.5,0.0,0.0,0.0,0.09,0.8,0.8,13.0,18.0,72.2,146.0,50.0,11.0,13.0,84.6,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.3,0.2,-0.3,2.0,0.0,3.0,1.0,2.0,18.0,17.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,5.63,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,23.0,1.0,5.0,5.0,13.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,6.0,0.0,0.0,0.0,1.0,1.0,14.0,4.0,64.0,71.1,1,64.0,0,0,0.0,0,1.0,1.0,0.0,1.0,1.41,4.87,1.5,0.6,0.9,1.31,1.21,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Hianga Mananga Mbock,Brest,FR,MF,Ligue 1,24.0,1999.0,1.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,0.2,0.0,1.0,1.0,100.0,4.29,4.29,0.0,0.0,36.4,0.0,0.0,0.0,0.02,0.0,0.0,14.0,17.0,82.4,232.0,77.0,8.0,9.0,88.9,6.0,7.0,85.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,13.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,14.0,66.0,19.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,21.0,23.3,0,0.0,0,1,21.0,0,0.0,0.0,0.0,0.0,0.0,5.22,0.1,0.0,0.1,0.29,1.77,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,2024-2025
Gianluca Mancini,Roma,IT,DF,Serie A,28.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.03,0.0,0.0,35.0,39.0,89.7,678.0,290.0,16.0,17.0,94.1,13.0,14.0,92.9,6.0,8.0,75.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,39.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,44.0,5.0,22.0,17.0,6.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,28.0,181.0,123.0,2.0,1.0,0.0,0.0,0.0,30.0,1.0,90.0,100.0,1,90.0,1,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,-0.03,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Steve Mandanda,Rennes,FR,GK,Ligue 1,39.0,1985.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,66.7,495.0,435.0,7.0,7.0,100.0,5.0,5.0,100.0,6.0,15.0,40.0,0.0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,27.0,17.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,27.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,47.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,90.0,100.0,1,90.0,1,0,0.0,0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,2.1,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,1.0,0.0,1.0,0.0,100.0,2024-2025
Reinildo Mandava,Atlético Madrid,MZ,DF,La Liga,30.0,1994.0,1.0,1.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,74.3,385.0,103.0,11.0,13.0,84.6,14.0,20.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.0,27.0,8.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,40.0,4.0,18.0,16.0,6.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,7.0,0.0,0.0,0.0,1.0,1.0,26.0,3.0,53.0,58.9,1,53.0,0,0,0.0,0,1.0,2.0,2.0,0.0,0.0,0.0,0.9,0.6,0.3,0.5,0.44,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,2024-2025
Aissa Mandi,Lille,DZ,DF,Ligue 1,32.0,1991.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,68.0,92.6,1299.0,369.0,26.0,26.0,100.0,23.0,24.0,95.8,12.0,15.0,80.0,0.0,0.0,0.1,0.0,0.0,5.0,2.0,2.0,7.0,68.0,66.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,72.0,3.0,13.0,40.0,19.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,47.0,187.0,120.0,1.0,3.0,0.0,1.0,0.0,62.0,5.0,72.0,80.0,1,72.0,0,0,0.0,0,3.0,1.0,0.0,1.0,1.25,-3.75,1.4,0.0,1.4,1.77,-1.04,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,2024-2025
Rolando Mandragora,Fiorentina,IT,MF,Serie A,27.0,1997.0,1.0,1.0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,0.8,0.0,3.0,2.0,66.7,3.75,2.5,0.0,0.0,28.0,0.0,0.0,0.0,0.02,-0.1,-0.1,38.0,43.0,88.4,666.0,156.0,21.0,21.0,100.0,15.0,16.0,93.8,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,43.0,41.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,1.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,1.0,9.0,27.0,12.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,32.0,199.0,144.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,72.0,80.0,1,72.0,0,0,0.0,0,1.0,0.0,1.0,-1.0,-1.25,-6.25,0.6,1.5,-0.9,-1.11,-0.77,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Orel Mangala,Lyon,BE,MF,Ligue 1,26.0,1998.0,1.0,1.0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,0.7,0.0,1.0,0.0,0.0,1.34,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.05,-0.1,-0.1,29.0,32.0,90.6,535.0,176.0,10.0,10.0,100.0,11.0,11.0,100.0,6.0,6.0,100.0,0.0,0.0,0.1,0.0,1.0,5.0,0.0,0.0,7.0,32.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,3.0,4.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,42.0,1.0,5.0,27.0,10.0,2.0,42.0,3.0,0.0,0.0,3.0,100.0,26.0,128.0,62.0,1.0,0.0,0.0,0.0,0.0,29.0,3.0,67.0,74.4,1,67.0,0,0,0.0,0,0.0,0.0,2.0,-2.0,-2.69,1.23,0.5,1.1,-0.7,-0.91,-3.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Javier Manquillo,Celta Vigo,ES,DF,La Liga,30.0,1994.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,44.0,84.1,712.0,150.0,12.0,14.0,85.7,24.0,26.0,92.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,44.0,39.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,15.0,28.0,1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,22.0,99.0,64.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,45.0,50.0,1,45.0,0,0,0.0,0,3.0,0.0,1.0,-1.0,-2.0,-6.0,0.0,0.4,-0.3,-0.67,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Filip Marchwinski,Lecce,PL,MF,Serie A,22.0,2002.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,60.0,6.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,16.7,0,0.0,0,1,15.0,0,0.0,0.0,0.0,0.0,0.0,4.8,0.4,0.0,0.4,2.69,3.43,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2024-2025
Pablo Mari,Monza,ES,DF,Serie A,30.0,1993.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,63.0,85.7,1006.0,202.0,15.0,15.0,100.0,35.0,38.0,92.1,3.0,9.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,57.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,73.0,19.0,50.0,23.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,49.0,195.0,72.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,90.0,100.0,1,90.0,1,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,-0.1,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,66.7,,,,,,,,,,,,,,,,2024-2025
Jose Maria Gimenez,Atlético Madrid,UY,DF,La Liga,29.0,1995.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,42.0,95.2,931.0,404.0,7.0,9.0,77.8,27.0,27.0,100.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,42.0,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,7.0,17.0,26.0,2.0,2.0,45.0,0.0,0.0,0.0,0.0,0.0,27.0,103.0,55.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,45.0,50.0,0,0.0,0,1,45.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.05,-0.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7,,,,,,,,,,,,,,,,2024-2025
Razvan Marin,Cagliari,RO,MF,Serie A,28.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.46,0.21,0.46,1.0,0.0,3.0,2.0,66.7,3.0,2.0,0.0,0.0,18.3,0.0,0.0,0.0,0.07,-0.2,-0.2,20.0,27.0,74.1,427.0,152.0,6.0,6.0,100.0,8.0,11.0,72.7,5.0,9.0,55.6,0.0,0.3,0.2,-0.3,2.0,1.0,0.0,0.0,3.0,27.0,22.0,5.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,20.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,37.0,2.0,10.0,16.0,12.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,16.0,60.0,19.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,90.0,100.0,1,90.0,1,0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.0,0.03,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,100.0,,,,,,,,,,,,,,,,2024-2025
