,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
551,Mamadou Diakhon,Reims,0.6,20,3,6,9,6,1,20,6,2,33.3,2,33.3,14,131,72,3,0,1,1,0,12,2
552,Bafode Diakite,Lille,7.9,622,37,195,361,70,15,622,6,3,50.0,3,50.0,455,2095,1081,8,8,1,5,4,428,9
553,Ibrahim Diakite,Reims,1.1,83,5,27,32,25,2,83,5,2,40.0,3,60.0,49,333,150,6,2,1,1,0,38,7
554,Oumar Diakite,Reims,5.1,175,7,18,73,86,27,174,25,15,60.0,10,40.0,121,773,252,8,10,7,26,5,117,25
555,Assane Diao,Betis,5.7,252,5,29,113,117,17,252,35,13,37.1,13,37.1,164,1257,421,14,16,5,33,12,183,44
556,Mouhamadou Diarra,Strasbourg,6.5,227,7,36,127,69,12,227,11,6,54.5,3,27.3,166,1119,513,13,10,3,12,10,154,19
557,Moussa Diarra,Toulouse,6.8,373,45,146,181,50,3,373,5,2,40.0,2,40.0,219,1232,613,5,6,0,9,5,199,4
558,Ruben Dias,Manchester City,9.2,907,61,302,538,69,9,907,0,0,0.0,0,0.0,660,4052,2699,17,21,0,1,1,755,6
559,Krepin Diatta,Monaco,5.4,386,6,72,195,128,6,386,22,13,59.1,8,36.4,257,1662,580,13,12,2,10,11,231,37
560,Mory Diaw,Clermont Foot,11.0,503,366,484,20,0,0,503,1,1,100.0,0,0.0,378,1989,1272,0,0,0,1,0,258,0
561,Mahamadou Diawara,Lyon,1.9,96,4,14,48,35,7,96,3,1,33.3,1,33.3,78,532,303,9,9,2,3,2,68,9
562,Brahim Diaz,Real Madrid,2.1,134,1,4,63,70,15,134,15,7,46.7,7,46.7,94,760,412,13,10,8,10,9,108,22
563,Luis Diaz,Liverpool,7.1,339,1,29,123,192,39,339,30,15,50.0,12,40.0,229,1459,775,27,20,10,17,15,266,72
564,Victor Diaz,Granada,1.8,93,8,57,35,2,1,93,1,1,100.0,0,0.0,39,148,85,0,0,0,2,0,48,0
565,Famara Diedhiou,Granada,0.6,44,4,5,14,25,7,44,3,2,66.7,1,33.3,22,131,67,3,2,1,7,0,31,12
566,Bamba Dieng,Lorient,1.4,34,3,7,22,5,3,34,2,0,0.0,2,100.0,24,153,67,2,0,0,3,3,23,4
567,Eric Dier,Tottenham,1.6,115,25,71,44,1,1,115,0,0,0.0,0,0.0,69,188,67,0,0,0,0,0,81,0
568,Guillaume Dietsch,Metz,0.8,28,19,28,0,0,0,28,0,0,0.0,0,0.0,12,72,49,0,0,0,0,0,9,0
569,Lucas Digne,Aston Villa,11.9,795,32,202,294,304,30,795,14,3,21.4,7,50.0,433,1925,960,22,11,2,11,10,469,127
570,Federico Dimarco,Inter,8.4,573,15,117,204,259,24,573,6,2,33.3,4,66.7,336,1454,856,21,19,1,10,2,383,73
572,Stole Dimitrievski,Rayo Vallecano,13.0,455,400,452,3,0,0,455,1,1,100.0,0,0.0,242,1434,905,0,0,0,0,0,166,0
573,Junior Dina Ebimbe,Eint Frankfurt,6.6,407,14,75,204,138,27,407,38,20,52.6,17,44.7,229,1404,861,27,15,8,20,11,260,36
574,Eren Dinkci,Heidenheim,10.1,390,8,53,187,165,27,390,28,12,42.9,14,50.0,231,1790,963,31,24,10,35,21,253,40
575,Sinaly Diomande,Lyon,9.0,583,74,266,291,31,6,583,4,1,25.0,1,25.0,444,2280,1216,5,8,1,5,2,385,0
576,Edan Diop,Monaco,0.5,41,2,6,18,19,2,41,0,0,0.0,0,0.0,33,112,58,3,2,0,2,0,31,8
577,Issa Diop,Fulham,7.8,677,50,284,383,12,3,677,0,0,0.0,0,0.0,477,2868,1927,9,4,0,1,3,515,0
578,Sofiane Diop,Nice,4.8,213,4,38,79,106,14,213,19,5,26.3,14,73.7,163,1201,524,18,16,5,15,7,152,35
579,Andy Diouf,Lens,7.7,454,6,55,229,178,9,454,26,14,53.8,12,46.2,341,2403,1260,29,23,2,14,16,317,31
580,Yehvann Diouf,Reims,12.0,521,410,521,1,0,0,521,1,1,100.0,0,0.0,410,1950,1079,0,0,0,0,0,290,0
581,Axel Disasi,Chelsea,10.7,1001,114,475,467,61,10,1001,7,3,42.9,3,42.9,703,2553,1424,10,4,1,3,5,803,7
582,Djene,Getafe,9.0,392,29,98,217,84,1,392,12,6,50.0,2,16.7,200,1014,462,7,9,0,9,8,200,11
583,Berat Djimsiti,Atalanta,10.8,698,77,386,292,24,8,698,1,1,100.0,0,0.0,397,1953,678,0,1,0,3,1,430,2
584,Marko Dmitrovic,Sevilla,4.0,134,112,134,0,0,0,134,1,1,100.0,0,0.0,66,267,180,0,0,0,0,0,55,0
585,Ben Doak,Liverpool,0.2,6,0,0,2,4,0,6,0,0,0.0,0,0.0,4,7,2,0,0,0,2,0,4,0
586,Ritsu Doan,Freiburg,7.3,294,9,38,128,130,21,294,34,16,47.1,16,47.1,165,971,485,18,9,4,17,9,173,46
587,Lewis Dobbin,Everton,1.3,57,0,8,17,33,5,57,10,5,50.0,5,50.0,40,338,153,5,7,4,6,2,37,6
588,Dodo,Fiorentina,3.0,210,9,43,114,54,1,210,7,2,28.6,3,42.9,142,930,497,12,6,1,4,0,147,10
589,Danilho Doekhi,Union Berlin,8.0,447,38,209,217,24,7,447,3,2,66.7,0,0.0,249,1113,720,1,7,0,6,1,295,5
590,Matt Doherty,Wolves,2.8,157,16,50,65,43,7,157,5,2,40.0,2,40.0,68,238,91,1,0,0,4,0,85,14
591,Josh Doig,Hellas Verona,6.0,273,15,73,132,72,10,273,12,4,33.3,6,50.0,128,719,270,10,7,1,11,3,152,16
592,Jeremy Doku,Manchester City,6.1,344,2,32,78,239,60,344,59,31,52.5,18,30.5,267,2526,1700,67,18,42,17,7,272,87
593,Jeremy Doku,Rennes,1.2,61,1,6,17,44,12,61,9,9,100.0,0,0.0,60,627,342,11,6,7,2,2,54,19
594,Carlos Dominguez,Celta Vigo,3.0,149,17,59,77,14,1,149,1,1,100.0,0,0.0,91,420,264,1,4,0,3,0,92,0
595,Mario Dominguez,Valencia,0.3,10,0,0,2,8,2,10,0,0,0.0,0,0.0,4,9,2,0,0,0,2,0,9,1
596,Nicolas Dominguez,Nott'ham Forest,5.9,336,15,86,168,83,15,336,2,1,50.0,1,50.0,154,618,316,3,6,1,4,4,205,18
598,Nicolas Dominguez,Bologna,1.1,103,2,23,69,12,0,103,0,0,0.0,0,0.0,39,210,116,1,2,0,1,3,79,3
599,Giulio Donati,Monza,0.1,14,0,0,4,10,1,14,0,0,0.0,0,0.0,8,26,4,0,0,0,1,0,10,2
600,Gianluigi Donnarumma,Paris S-G,12.0,422,364,419,3,0,0,422,1,1,100.0,0,0.0,309,1227,727,0,0,0,1,0,237,0
601,Patrick Dorgu,Lecce,5.6,404,28,136,175,95,8,404,13,6,46.2,6,46.2,216,1100,620,13,11,2,15,5,217,25
602,Niklas Dorsch,Augsburg,6.8,358,26,143,191,25,2,358,4,1,25.0,2,50.0,212,904,331,5,2,1,7,3,226,6
603,Gabriel Dos Santos,Arsenal,8.3,584,70,280,262,45,10,584,3,0,0.0,2,66.7,386,1500,909,4,9,1,3,0,435,4
604,Alberto Dossena,Cagliari,11.1,568,113,335,220,16,12,568,2,2,100.0,0,0.0,261,1158,649,2,2,0,4,4,264,2
605,Carlos Dotor,Celta Vigo,3.6,160,10,49,84,28,4,160,1,1,100.0,0,0.0,73,273,121,1,3,0,3,3,109,7
606,Abdoulaye Doucoure,Everton,11.5,502,12,63,236,208,46,502,25,14,56.0,10,40.0,277,1510,907,26,18,8,35,12,338,61
607,Cheick Doucoure,Crystal Palace,9.6,498,24,129,286,90,7,498,12,9,75.0,3,25.0,248,1051,524,8,8,1,16,8,285,3
608,Ckene Doucoure,Lorient,3.1,113,3,4,54,56,26,113,12,7,58.3,5,41.7,67,487,235,11,5,10,19,6,75,20
609,Desire Doue,Rennes,4.8,293,5,36,123,136,19,293,29,14,48.3,9,31.0,229,1476,734,15,15,5,16,11,220,37
610,Guela Doue,Rennes,0.5,59,6,21,15,23,5,59,1,0,0.0,0,0.0,36,193,82,2,2,1,1,1,33,4
611,Alfie Doughty,Luton Town,8.9,500,27,139,162,208,19,500,14,9,64.3,3,21.4,193,1166,545,20,7,6,8,2,209,42
612,Douglas,Nantes,6.2,378,23,94,220,69,6,378,2,0,0.0,1,50.0,250,1243,499,6,6,1,6,1,224,5
613,Ismael Doukoure,Strasbourg,10.6,466,22,128,305,38,1,466,14,11,78.6,3,21.4,338,1887,724,9,7,0,4,17,304,4
614,Kamory Doumbia,Brest,1.6,124,2,12,75,40,9,124,2,1,50.0,1,50.0,97,527,201,6,2,2,7,4,88,5
615,Anastasios Douvikas,Celta Vigo,2.2,63,3,6,29,28,8,63,6,2,33.3,4,66.7,34,208,58,2,1,1,10,2,43,12
616,Artem Dovbyk,Girona,8.1,180,7,14,56,110,63,179,7,6,85.7,1,14.3,109,389,125,3,1,2,12,16,141,35
617,Nikola Dovedan,Heidenheim,2.0,75,1,16,36,24,4,75,9,4,44.4,5,55.6,43,313,162,4,4,1,6,7,37,8
618,Damion Downs,Köln,0.3,13,0,0,10,3,1,13,2,1,50.0,1,50.0,7,21,4,0,0,0,0,0,9,1
619,Tommy Doyle,Wolves,1.9,184,9,37,111,37,2,184,0,0,0.0,0,0.0,106,505,235,4,1,1,0,2,122,5
620,Radu Dragusin,Genoa,12.0,562,109,298,223,44,11,562,0,0,0.0,0,0.0,271,1171,551,5,5,1,3,3,302,7
621,Dion Drena Beljo,Augsburg,3.5,106,2,8,50,49,15,106,9,5,55.6,3,33.3,58,470,226,9,5,4,9,2,76,14
622,Domingos Duarte,Getafe,6.0,221,32,98,114,10,3,221,2,0,0.0,1,50.0,99,564,381,2,0,0,2,1,105,0
624,Ruben Duarte,Alavés,9.1,496,31,162,215,123,4,496,5,3,60.0,1,20.0,186,861,423,9,9,1,5,2,224,27
625,Marvin Ducksch,Werder Bremen,9.4,390,11,36,182,174,26,387,13,5,38.5,8,61.5,185,717,281,5,6,1,12,4,254,46
626,Ondrej Duda,Hellas Verona,8.8,446,13,92,254,106,5,446,9,4,44.4,3,33.3,250,1351,493,10,9,1,18,6,261,16
627,Denzel Dumfries,Inter,8.7,456,13,89,185,184,43,456,16,9,56.3,6,37.5,238,1335,582,29,13,9,12,8,294,75
628,Alfred Duncan,Fiorentina,7.4,384,9,50,218,120,7,384,13,3,23.1,9,69.2,212,900,410,10,9,1,3,4,245,16
629,Lewis Dunk,Brighton,11.0,1233,142,581,607,56,22,1233,4,3,75.0,0,0.0,907,4389,2406,18,8,0,7,1,950,5
630,Jhon Duran,Aston Villa,0.8,44,1,3,22,21,7,44,1,1,100.0,0,0.0,24,133,86,4,2,4,4,3,31,4
631,Hugo Duro,Valencia,11.7,298,11,30,136,137,44,298,19,8,42.1,8,42.1,170,642,265,7,7,6,33,11,205,62
632,Jean-Kevin Duverne,Nantes,6.2,405,30,169,188,51,4,405,4,3,75.0,1,25.0,293,1519,811,5,9,0,8,6,264,11
633,Paulo Dybala,Roma,6.8,408,2,23,173,215,31,407,34,14,41.2,16,47.1,242,1659,762,31,16,11,27,15,311,52
634,Aron Donnum,Toulouse,5.6,257,7,36,111,113,11,257,18,11,61.1,7,38.9,196,1346,684,28,17,9,12,11,190,44
635,Festy Ebosele,Udinese,8.4,326,18,75,119,140,20,326,44,23,52.3,12,27.3,185,1812,965,33,17,13,25,15,176,43
636,Enzo Ebosse,Udinese,0.1,17,5,9,8,0,0,17,0,0,0.0,0,0.0,12,38,21,0,0,0,0,0,12,0
637,Tyronne Ebuehi,Empoli,8.1,434,31,167,170,101,14,434,9,4,44.4,4,44.4,219,1338,811,21,6,5,13,3,229,26
638,Ederson,Manchester City,11.0,488,347,484,4,0,0,488,0,0,0.0,0,0.0,323,1413,900,0,0,0,0,0,327,0
639,Ederson,Atalanta,11.2,769,22,181,451,148,16,769,13,8,61.5,3,23.1,524,2442,1116,16,15,3,11,17,535,20
640,Odsonne Edouard,Crystal Palace,10.5,312,11,32,115,173,55,312,26,9,34.6,14,53.8,179,1030,556,21,11,14,28,15,210,55
641,John Egan,Sheffield Utd,5.4,257,58,163,81,13,9,257,0,0,0.0,0,0.0,106,485,233,0,2,0,2,1,133,1
642,Maximilian Eggestein,Freiburg,10.5,555,29,142,321,94,5,555,10,5,50.0,4,40.0,318,1602,723,11,16,1,10,5,343,17
643,Lilian Egloff,Stuttgart,1.2,56,2,20,22,14,1,56,2,0,0.0,1,50.0,27,182,69,2,3,0,0,1,32,2
644,Hugo Ekitike,Paris S-G,0.1,11,0,0,1,10,2,11,0,0,0.0,0,0.0,11,56,6,0,0,1,2,1,11,3
645,Emmanuel Ekong,Empoli,0.1,4,0,0,3,1,1,4,3,0,0.0,2,66.7,4,36,1,0,0,0,0,0,4,1
646,Caleb Ekuban,Genoa,3.4,116,1,7,48,65,15,116,10,4,40.0,6,60.0,76,379,102,2,3,3,18,3,88,21
647,Anthony Elanga,Nott'ham Forest,7.3,300,5,52,101,152,38,300,25,11,44.0,12,48.0,174,1631,932,36,20,15,27,5,219,58
648,Simon Elisor,Metz,4.9,145,5,19,68,64,14,145,11,3,27.3,8,72.7,100,676,133,7,5,4,17,14,114,26
650,Harvey Elliott,Liverpool,2.9,198,2,13,92,97,9,198,3,1,33.3,2,66.7,118,637,287,11,11,3,3,3,152,25
651,Elif Elmas,Napoli,2.3,157,3,16,68,76,9,157,9,4,44.4,5,55.6,87,678,395,9,12,3,7,6,120,20
652,Mohamed Elneny,Arsenal,0.0,12,0,5,5,2,1,12,0,0,0.0,0,0.0,6,34,6,0,0,0,0,0,9,0
653,Aritz Elustondo,Real Sociedad,3.0,189,13,86,88,16,5,189,0,0,0.0,0,0.0,105,566,265,2,2,1,0,1,125,1
654,Nico Elvedi,M'Gladbach,7.3,563,62,267,264,33,7,563,3,2,66.7,0,0.0,324,1580,902,10,4,0,1,1,368,2
655,Adri Embarba,Almería,9.2,485,8,77,180,235,22,485,44,15,34.1,24,54.5,276,1845,893,39,23,6,24,12,301,62
656,Emanuel Emegha,Strasbourg,6.4,142,8,12,71,64,21,142,11,3,27.3,7,63.6,92,567,188,7,7,4,14,8,92,29
657,Emerson,Tottenham,3.7,390,28,116,183,93,5,390,13,6,46.2,6,46.2,248,1136,578,14,11,1,5,4,253,10
658,Youssef En-Nesyri,Sevilla,7.9,139,3,9,65,66,31,139,9,1,11.1,8,88.9,63,266,99,4,3,1,16,7,91,12
659,Wataru Endo,Liverpool,2.3,152,10,37,103,13,0,152,0,0,0.0,0,0.0,94,364,198,2,1,0,3,4,112,1
660,Arne Engels,Augsburg,4.8,238,5,58,119,61,5,238,3,2,66.7,1,33.3,115,394,157,3,3,1,3,1,122,11
661,Christian Eriksen,Manchester Utd,6.7,468,14,93,254,126,7,468,2,2,100.0,0,0.0,304,1234,652,14,11,2,2,8,334,15
662,Martin Erlic,Sassuolo,11.3,629,93,320,301,11,7,629,3,3,100.0,0,0.0,303,1504,863,7,2,1,5,0,367,1
663,Gonzalo Escalante,Cádiz,7.7,308,23,79,178,53,9,308,1,0,0.0,1,100.0,116,443,167,0,2,0,7,6,163,3
664,Alfonso Espino,Rayo Vallecano,12.5,763,43,268,341,167,11,763,23,13,56.5,10,43.5,359,1611,779,17,11,4,17,11,382,44
665,Bernardo Espinosa,Girona,0.0,11,4,8,3,0,0,11,0,0,0.0,0,0.0,5,11,5,0,0,0,0,0,6,0
666,Maxime Esteve,Montpellier,3.9,173,31,94,73,9,3,173,4,2,50.0,2,50.0,109,528,236,3,1,1,1,1,92,8
667,Oscar Estupinan,Metz,2.8,84,0,6,50,28,9,84,2,1,50.0,1,50.0,50,292,105,5,3,0,3,4,58,8
668,Pervis Estupinan,Brighton,5.5,400,17,69,206,129,24,400,10,2,20.0,6,60.0,254,1161,807,22,12,8,10,2,256,36
669,Jonny Evans,Manchester Utd,5.0,336,55,179,145,12,2,336,0,0,0.0,0,0.0,191,774,404,1,1,0,1,1,200,0
670,Eberechi Eze,Crystal Palace,8.3,444,3,40,162,251,38,443,52,31,59.6,19,36.5,275,1706,776,24,22,14,27,19,303,47
671,Abdessamad Ezzalzouli,Barcelona,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12
672,Abdessamad Ezzalzouli,Betis,3.1,162,2,15,52,96,23,162,17,7,41.2,7,41.2,109,1026,614,23,13,14,9,8,124,33
673,Giovanni Fabbian,Bologna,0.2,11,0,3,4,4,3,11,0,0,0.0,0,0.0,9,30,13,0,0,0,2,1,8,2
674,Nicolo Fagioli,Juventus,3.8,214,1,24,116,75,5,214,7,3,42.9,2,28.6,135,612,267,6,4,1,8,3,155,14
676,Romain Faivre,Lorient,11.1,551,7,99,252,214,22,551,55,26,47.3,25,45.5,451,3396,1438,44,30,5,28,12,412,53
677,Radamel Falcao,Rayo Vallecano,0.9,44,3,7,13,24,7,43,5,2,40.0,3,60.0,22,65,18,1,0,1,2,0,25,7
678,Wladimiro Falcone,Lecce,12.0,352,322,351,1,0,0,352,0,0,0.0,0,0.0,186,969,677,0,0,0,0,0,134,0
679,Fali,Cádiz,9.9,381,64,197,168,19,7,381,4,3,75.0,0,0.0,169,938,615,8,5,0,3,1,198,4
680,Davide Faraoni,Hellas Verona,6.7,386,20,94,194,102,12,386,7,3,42.9,4,57.1,190,782,400,13,8,1,14,2,211,31
681,Ansu Fati,Brighton,3.0,136,2,15,71,50,18,136,8,2,25.0,4,50.0,97,459,240,9,1,6,4,4,119,19
682,Ansu Fati,Barcelona,0.6,42,0,1,16,25,5,42,3,1,33.3,1,33.3,32,266,157,6,4,2,1,1,35,5
683,Khalil Fayad,Montpellier,4.2,141,4,33,64,44,9,141,7,3,42.9,3,42.9,101,576,246,6,3,2,5,4,89,19
684,Federico Fazio,Salernitana,3.9,215,32,117,91,7,3,215,0,0,0.0,0,0.0,118,510,266,1,0,0,3,0,117,0
685,Jacopo Fazzini,Empoli,5.3,299,13,71,136,100,13,299,12,9,75.0,3,25.0,155,935,465,7,11,2,10,9,154,17
686,Nabil Fekir,Betis,0.0,5,0,0,2,3,0,5,0,0,0.0,0,0.0,5,43,15,0,1,0,0,1,4,1
687,Luiz Felipe,Betis,4.0,209,36,134,73,4,3,209,0,0,0.0,0,0.0,106,499,145,0,0,0,1,0,129,0
688,Joao Felix,Barcelona,7.7,399,3,31,133,239,42,399,41,17,41.5,20,48.8,271,1687,1054,32,30,11,24,15,330,81
689,Ohis Felix Uduokhai,Augsburg,9.5,592,75,346,229,23,8,592,1,1,100.0,0,0.0,358,1772,970,10,5,1,3,0,368,3
690,Kiko Femenia,Villarreal,2.2,123,6,42,47,37,2,123,1,0,0.0,1,100.0,65,361,194,7,2,1,2,2,80,16
691,Evan Ferguson,Brighton,6.5,199,5,21,92,89,17,199,9,3,33.3,5,55.6,131,601,211,7,5,1,19,18,154,23
692,Lewis Ferguson,Bologna,12.0,757,21,119,440,201,35,757,10,5,50.0,5,50.0,450,1753,821,17,10,2,11,9,602,49
693,Bruno Fernandes,Manchester Utd,12.0,911,30,127,363,428,35,910,24,9,37.5,13,54.2,487,1946,1026,19,20,3,20,9,606,69
694,Edimilson Fernandes,Mainz 05,8.7,601,62,271,239,95,4,601,5,3,60.0,2,40.0,319,1904,1127,8,7,1,2,2,339,8
695,Aitor Fernandez,Osasuna,3.1,107,75,103,4,0,0,107,0,0,0.0,0,0.0,59,272,218,0,0,0,0,0,56,0
696,Alex Fernandez,Cádiz,2.4,115,4,31,57,28,0,115,0,0,0.0,0,0.0,56,245,128,2,5,0,4,2,68,7
697,Alvaro Fernandez,Granada,3.1,164,9,57,59,53,9,164,8,5,62.5,3,37.5,94,606,265,5,8,0,8,4,87,17
698,Carlos Fernandez,Real Sociedad,4.1,123,5,13,70,42,14,122,9,3,33.3,6,66.7,57,298,97,5,2,0,13,11,73,12
699,Enzo Fernandez,Chelsea,10.0,870,15,144,495,236,20,869,16,8,50.0,7,43.8,577,2534,1337,25,23,3,11,13,688,25
700,Raul Fernandez,Granada,3.0,112,88,112,0,0,0,112,0,0,0.0,0,0.0,56,347,202,0,0,0,0,0,45,0
702,Valery Fernandez,Girona,2.1,106,3,21,54,31,5,106,4,0,0.0,1,25.0,66,503,226,5,3,2,6,1,73,17
703,Fernando,Almería,2.0,88,65,86,2,0,0,88,0,0,0.0,0,0.0,43,279,189,0,0,0,0,0,34,0
704,Fernando,Sevilla,3.1,163,5,38,100,28,4,163,6,4,66.7,1,16.7,101,509,185,3,5,1,5,3,99,5
705,Andre Ferreira,Granada,10.0,382,328,382,0,0,0,382,0,0,0.0,0,0.0,205,1108,600,0,0,0,1,1,139,0
706,Joao Ferreira,Udinese,4.6,245,23,81,108,58,6,245,15,7,46.7,6,40.0,126,675,397,5,10,2,7,4,128,24
707,Jordan Ferri,Montpellier,9.7,676,25,174,393,115,8,676,10,7,70.0,3,30.0,565,2779,1251,15,16,2,21,9,515,19
708,Nacho Ferri,Eint Frankfurt,0.6,27,2,5,16,6,1,27,0,0,0.0,0,0.0,13,64,16,0,0,0,4,2,19,5
709,Seydou Fini,Genoa,0.0,2,0,0,1,1,0,2,0,0,0.0,0,0.0,2,17,2,0,0,0,0,0,2,0
710,Max Finkgrafe,Köln,0.9,50,2,6,16,30,9,50,5,3,60.0,1,20.0,32,205,113,5,3,2,3,1,28,9
711,John Fleck,Sheffield Utd,0.2,10,0,2,6,3,0,10,0,0,0.0,0,0.0,7,47,26,2,1,0,1,0,8,0
712,Mark Flekken,Brentford,10.5,512,412,494,18,0,0,512,2,1,50.0,1,50.0,316,1553,885,0,0,0,0,0,300,0
713,Alessandro Florenzi,Milan,5.2,465,20,120,246,100,6,465,5,0,0.0,4,80.0,288,1619,905,11,12,0,6,2,308,17
714,Phil Foden,Manchester City,10.2,595,8,59,217,329,52,595,43,22,51.2,18,41.9,390,2000,911,22,25,10,24,12,462,87
715,Wes Foderingham,Sheffield Utd,12.0,470,392,466,4,0,0,470,2,2,100.0,0,0.0,242,1322,847,0,0,0,0,0,154,0
716,Youssouf Fofana,Monaco,11.7,872,20,139,548,200,21,872,22,13,59.1,9,40.9,689,3780,1854,18,37,2,19,14,623,38
717,Jonas Fohrenbach,Heidenheim,9.1,523,35,177,240,111,8,523,9,1,11.1,8,88.9,246,1130,669,15,9,0,3,4,272,34
718,Thomas Foket,Reims,10.0,585,33,161,248,178,11,585,5,1,20.0,4,80.0,370,2027,1013,14,11,0,11,5,335,49
719,Michael Folorunsho,Hellas Verona,11.4,459,26,101,242,125,15,459,18,7,38.9,11,61.1,265,1696,780,21,17,1,14,12,277,34
720,Pablo Fornals,West Ham,1.9,111,3,20,47,45,14,111,8,5,62.5,3,37.5,66,308,99,2,5,2,4,2,71,12
721,Emil Forsberg,RB Leipzig,3.7,189,5,15,98,76,15,188,7,3,42.9,3,42.9,126,566,175,5,2,4,10,5,143,27
722,Philipp Forster,Bochum,1.8,113,1,13,55,46,4,113,1,0,0.0,1,100.0,50,290,136,4,3,0,4,1,64,10
723,Lyle Foster,Burnley,6.7,226,15,26,99,105,25,226,10,4,40.0,4,40.0,126,785,394,18,10,11,25,11,145,29
724,Dimitri Foulquier,Valencia,3.0,215,3,72,100,43,4,215,7,4,57.1,3,42.9,109,604,267,3,5,0,2,3,124,6
725,Juan Foyth,Villarreal,8.8,629,51,189,307,139,11,629,26,19,73.1,6,23.1,335,1812,981,14,26,1,12,4,384,24
726,Matheus Franca,Crystal Palace,0.4,24,1,3,7,14,1,24,0,0,0.0,0,0.0,12,66,29,1,1,0,0,0,12,2
728,Bartol Franjic,Darmstadt 98,3.8,214,18,79,119,18,0,214,5,4,80.0,1,20.0,113,619,313,6,5,0,4,3,132,3
729,Przemyslaw Frankowski,Lens,6.5,441,12,61,174,206,10,441,7,2,28.6,5,71.4,297,1618,714,18,15,1,8,3,284,63
730,Davide Frattesi,Inter,3.2,107,5,19,51,38,17,107,6,3,50.0,3,50.0,71,633,323,12,5,6,3,7,70,12
731,Jean Frederic N'Guessan,Metz,0.1,7,0,1,5,1,0,7,0,0,0.0,0,0.0,6,42,14,0,0,0,1,1,5,0
732,Morten Frendrup,Genoa,12.0,525,32,150,289,92,13,525,10,6,60.0,3,30.0,243,1250,473,9,3,1,15,3,259,16
733,Remo Freuler,Bologna,7.2,401,14,124,221,58,8,401,3,2,66.7,1,33.3,217,805,327,3,5,1,10,3,280,10
734,Marco Friedl,Werder Bremen,8.4,527,80,292,225,15,2,527,2,2,100.0,0,0.0,296,1265,618,0,2,0,4,0,327,2
735,Marvin Friedrich,M'Gladbach,4.2,273,44,168,86,20,8,273,1,1,100.0,0,0.0,130,568,300,1,1,1,2,0,166,2
736,Jeremie Frimpong,Leverkusen,9.8,487,8,64,157,272,72,487,38,16,42.1,19,50.0,296,2340,1487,62,27,27,19,11,337,121
737,Jorge de Frutos,Rayo Vallecano,3.2,110,2,12,44,56,10,110,8,4,50.0,2,25.0,71,410,201,7,4,1,8,4,72,25
738,Chris Fuhrich,Stuttgart,9.9,564,5,48,187,338,44,563,48,30,62.5,15,31.3,368,3195,1788,64,37,17,22,13,426,88
739,Angelo Fulgini,Lens,7.3,450,7,38,181,235,19,450,19,6,31.6,12,63.2,329,1797,743,20,24,3,18,15,311,52
740,Niclas Fullkrug,Werder Bremen,2.0,85,2,7,44,34,5,85,1,0,0.0,1,100.0,45,154,71,2,1,0,4,1,70,12
741,Niclas Fullkrug,Dortmund,6.7,193,8,13,88,92,24,193,7,2,28.6,3,42.9,100,325,122,3,2,4,15,8,151,34
742,Matteo Gabbia,Villarreal,5.3,369,56,201,159,9,2,369,0,0,0.0,0,0.0,205,963,555,1,1,0,4,0,244,0
743,Gianluca Gaetano,Napoli,0.3,25,1,2,12,11,3,25,0,0,0.0,0,0.0,15,54,18,1,0,1,2,0,17,1
744,Roberto Gagliardini,Monza,11.4,765,40,183,434,161,21,765,10,7,70.0,2,20.0,469,2570,1283,20,20,2,11,7,532,17
745,Cody Gakpo,Liverpool,5.1,213,8,34,97,88,24,213,16,8,50.0,7,43.8,149,724,292,9,5,2,16,2,160,30
746,Javi Galan,Atlético Madrid,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13
747,Inigo Ruiz de Galarreta,Athletic Club,9.3,576,15,83,344,154,3,576,15,9,60.0,5,33.3,335,1520,641,13,14,0,9,13,378,13
748,Pablo Galdames Millan,Genoa,0.1,21,0,0,17,4,0,21,0,0,0.0,0,0.0,7,43,22,0,0,0,1,0,15,1
749,Conor Gallagher,Chelsea,11.5,800,26,145,400,269,22,800,20,13,65.0,4,20.0,520,2581,1101,19,19,2,23,9,561,38
750,Antonino Gallo,Lecce,6.4,416,18,110,186,123,4,416,7,3,42.9,4,57.1,202,914,487,16,8,4,8,3,223,34
751,Cristian Gamboa,Bochum,5.6,240,14,66,125,53,0,240,7,5,71.4,1,14.3,112,436,213,4,4,0,5,1,115,6
752,Kevin Gameiro,Strasbourg,3.4,115,0,8,57,51,9,115,3,1,33.3,2,66.7,87,583,137,7,3,4,3,2,84,23
754,Idrissa Gana Gueye,Everton,7.5,375,17,71,225,85,4,375,7,6,85.7,1,14.3,240,1226,597,15,12,1,5,9,240,11
755,Ignatius Ganago,Nantes,1.4,46,1,4,17,27,6,46,1,0,0.0,1,100.0,37,302,82,6,2,2,3,2,35,15
