,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
11,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,19.0,1999.0,8.0,530.0,511.0,18.0,15.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,424.0,1.0,12.0
12,Antonio Adán,es ESP,GK,Atlético Madrid,La Liga,31.0,1987.0,1.0,24.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
13,Aday,es ESP,"DF,MF",Girona,La Liga,30.0,1987.0,7.2,320.0,247.0,71.0,13.0,0.0,6.0,50.0,49.0,9.0,3.0,1.0,0.0,227.0,2.0,6.0
14,Khaled Adénon,bj BEN,DF,Amiens,Ligue 1,33.0,1985.0,22.2,973.0,938.0,32.0,31.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,837.0,3.0,5.0
15,Claud Adjapong,it ITA,"MF,FW",Sassuolo,Serie A,20.0,1998.0,3.0,101.0,75.0,24.0,1.0,0.0,1.0,5.0,23.0,0.0,0.0,0.0,0.0,74.0,2.0,5.0
16,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,18.0,2000.0,2.4,151.0,145.0,5.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,0.0,0.0,111.0,1.0,3.0
17,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,Serie A,24.0,1993.0,1.8,117.0,89.0,26.0,4.0,0.0,1.0,14.0,16.0,6.0,0.0,6.0,0.0,77.0,2.0,6.0
18,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,37.0,1981.0,10.5,238.0,229.0,9.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,146.0,0.0,5.0
19,Luis Advíncula,pe PER,DF,Rayo Vallecano,La Liga,28.0,1990.0,26.5,1197.0,977.0,217.0,16.0,1.0,34.0,54.0,201.0,0.0,0.0,0.0,0.0,957.0,3.0,34.0
20,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,22.0,1996.0,22.6,964.0,752.0,208.0,9.0,0.0,6.0,42.0,197.0,0.0,0.0,0.0,0.0,653.0,4.0,35.0
21,Nayef Aguerd,ma MAR,DF,Dijon,Ligue 1,22.0,1996.0,11.7,604.0,561.0,40.0,18.0,0.0,8.0,3.0,22.0,0.0,0.0,0.0,0.0,465.0,3.0,8.0
22,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,30.0,1988.0,27.3,796.0,740.0,52.0,1.0,6.0,1.0,13.0,8.0,1.0,0.0,0.0,0.0,661.0,4.0,27.0
23,Ruben Aguilar,fr FRA,DF,Montpellier,Ligue 1,25.0,1993.0,28.1,1640.0,1334.0,297.0,15.0,0.0,7.0,115.0,281.0,1.0,0.0,0.0,0.0,1315.0,9.0,51.0
24,Juan Aguilera,es ESP,MF,Huesca,La Liga,32.0,1985.0,3.8,189.0,180.0,6.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,166.0,3.0,0.0
26,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,Serie A,27.0,1990.0,1.8,35.0,32.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,3.0
27,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,24.0,1994.0,11.9,549.0,537.0,12.0,9.0,4.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,463.0,0.0,8.0
28,Antonis Aidonis,de GER,DF,Stuttgart,Bundesliga,17.0,2001.0,0.9,35.0,27.0,8.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0
29,Ola Aina,ng NGA,DF,Torino,Serie A,21.0,1996.0,24.0,1178.0,919.0,257.0,18.0,2.0,7.0,63.0,238.0,1.0,0.0,0.0,0.0,861.0,2.0,44.0
30,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,Ligue 1,22.0,1996.0,10.4,656.0,643.0,11.0,5.0,3.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,572.0,2.0,11.0
31,Youssef Aït Bennasser,ma MAR,MF,Monaco,Ligue 1,22.0,1996.0,11.9,737.0,712.0,23.0,21.0,3.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,633.0,2.0,8.0
32,Rayan Aït Nouri,dz ALG,"DF,MF",Angers,Ligue 1,17.0,2001.0,0.6,35.0,33.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
33,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,24.0,1994.0,17.0,459.0,431.0,26.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,339.0,2.0,11.0
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,23.0,1995.0,24.5,1855.0,1799.0,54.0,38.0,0.0,27.0,2.0,16.0,0.0,0.0,0.0,0.0,1722.0,2.0,9.0
35,Carlos Akapo,gq EQG,DF,Huesca,La Liga,25.0,1993.0,11.4,443.0,351.0,89.0,3.0,1.0,5.0,7.0,86.0,0.0,0.0,0.0,0.0,332.0,3.0,13.0
36,Nathan Aké,nl NED,DF,Bournemouth,Premier League,23.0,1995.0,37.9,1733.0,1646.0,85.0,56.0,1.0,6.0,6.0,29.0,0.0,0.0,0.0,0.0,1491.0,2.0,14.0
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,La Liga,20.0,1997.0,2.0,84.0,73.0,9.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,64.0,2.0,2.0
38,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,23.0,1995.0,5.8,161.0,161.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,7.0
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,23.0,1995.0,5.5,269.0,255.0,14.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,228.0,0.0,5.0
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,Bundesliga,23.0,1995.0,3.5,171.0,164.0,7.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,135.0,0.0,6.0
41,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,26.0,1992.0,28.1,2153.0,1843.0,300.0,30.0,1.0,9.0,115.0,265.0,5.0,0.0,5.0,0.0,1769.0,10.0,52.0
42,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,20.0,1998.0,21.1,1096.0,838.0,254.0,5.0,2.0,2.0,40.0,249.0,0.0,0.0,0.0,0.0,832.0,4.0,32.0
43,Lucas Alario,ar ARG,"FW,MF",Leverkusen,Bundesliga,25.0,1992.0,14.1,412.0,386.0,24.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,307.0,2.0,18.0
44,Jordi Alba,es ESP,DF,Barcelona,La Liga,29.0,1989.0,33.2,2695.0,2356.0,332.0,55.0,9.0,16.0,52.0,276.0,1.0,0.0,0.0,0.0,2279.0,7.0,44.0
45,Luis Alberto,es ESP,"MF,FW",Lazio,Serie A,25.0,1992.0,22.1,1487.0,1236.0,241.0,52.0,12.0,18.0,171.0,27.0,136.0,46.0,69.0,0.0,1115.0,10.0,39.0
46,Raúl Albiol,es ESP,DF,Napoli,Serie A,32.0,1985.0,19.0,1131.0,1095.0,35.0,35.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1009.0,1.0,8.0
47,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,27.0,1990.0,18.4,966.0,756.0,203.0,13.0,0.0,3.0,57.0,188.0,2.0,0.0,2.0,0.0,715.0,7.0,31.0
48,Marc Albrighton,eng ENG,"FW,MF",Leicester City,Premier League,28.0,1989.0,18.1,776.0,732.0,33.0,5.0,9.0,9.0,125.0,19.0,8.0,3.0,3.0,1.0,448.0,11.0,54.0
49,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,24.0,1993.0,13.5,290.0,255.0,32.0,0.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,213.0,3.0,3.0
50,Pedro Alcalá,es ESP,DF,Girona,La Liga,29.0,1989.0,20.8,869.0,823.0,44.0,43.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0,0.0,686.0,2.0,8.0
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,27.0,1991.0,26.8,2587.0,2437.0,146.0,75.0,3.0,49.0,69.0,7.0,62.0,47.0,2.0,1.0,2325.0,4.0,20.0
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,27.0,1991.0,33.1,1757.0,1645.0,106.0,92.0,2.0,54.0,39.0,0.0,14.0,8.0,3.0,1.0,1438.0,6.0,29.0
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,29.0,1989.0,32.5,2382.0,2289.0,83.0,75.0,6.0,32.0,6.0,8.0,0.0,0.0,0.0,0.0,2097.0,10.0,10.0
55,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,La Liga,25.0,1992.0,1.6,32.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0
56,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,21.0,1996.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,Iván Alejo,es ESP,MF,Getafe,La Liga,23.0,1995.0,1.6,43.0,36.0,6.0,3.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0
58,Carles Aleñá,es ESP,MF,Barcelona,La Liga,20.0,1998.0,7.1,587.0,572.0,12.0,3.0,3.0,2.0,3.0,8.0,1.0,1.0,0.0,0.0,536.0,3.0,9.0
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,23.0,1995.0,25.0,871.0,573.0,295.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,3.0,5.0
60,Alexander,ar ARG,FW,Leganés,La Liga,29.0,1988.0,0.1,8.0,6.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
61,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,19.0,1998.0,27.4,2236.0,1774.0,449.0,51.0,3.0,40.0,201.0,324.0,74.0,28.0,31.0,3.0,1644.0,13.0,51.0
62,Rachid Alioui,ma MAR,FW,Nîmes,Ligue 1,26.0,1992.0,13.9,383.0,363.0,18.0,0.0,1.0,3.0,19.0,5.0,0.0,0.0,0.0,0.0,266.0,2.0,5.0
63,Alisson,br BRA,GK,Liverpool,Premier League,25.0,1992.0,38.0,1290.0,984.0,304.0,88.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1075.0,2.0,2.0
64,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,26.0,1991.0,13.0,458.0,281.0,177.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0
65,Allan,br BRA,MF,Napoli,Serie A,27.0,1991.0,29.1,2231.0,2107.0,110.0,70.0,7.0,13.0,14.0,18.0,0.0,0.0,0.0,0.0,1979.0,14.0,32.0
66,Allan,br BRA,MF,Eint Frankfurt,Bundesliga,21.0,1997.0,2.0,64.0,63.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0
67,Dele Alli,eng ENG,MF,Tottenham,Premier League,22.0,1996.0,20.3,1056.0,1005.0,43.0,13.0,18.0,4.0,10.0,10.0,3.0,0.0,0.0,0.0,836.0,8.0,33.0
68,Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,24.0,1994.0,8.4,263.0,261.0,2.0,0.0,1.0,2.0,21.0,1.0,1.0,0.0,1.0,0.0,188.0,0.0,12.0
69,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,La Liga,25.0,1993.0,6.0,319.0,278.0,39.0,4.0,0.0,3.0,12.0,35.0,0.0,0.0,0.0,0.0,233.0,2.0,8.0
70,Marcos Alonso,es ESP,DF,Chelsea,Premier League,27.0,1990.0,30.7,2255.0,1950.0,302.0,30.0,2.0,17.0,98.0,272.0,0.0,0.0,0.0,0.0,1862.0,3.0,52.0
71,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,29.0,1989.0,6.3,301.0,238.0,63.0,7.0,0.0,1.0,22.0,56.0,0.0,0.0,0.0,0.0,185.0,0.0,10.0
72,Sergio Álvarez,es ESP,"DF,MF",Eibar,La Liga,26.0,1992.0,11.9,500.0,491.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,2.0,8.0
73,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,31.0,1986.0,13.0,463.0,304.0,154.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,302.0,5.0,0.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,23.0,1995.0,29.0,1294.0,1233.0,57.0,55.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,1031.0,4.0,11.0
75,Bruno Alves,pt POR,DF,Parma,Serie A,36.0,1981.0,32.5,1245.0,1155.0,77.0,74.0,1.0,22.0,17.0,0.0,0.0,0.0,0.0,0.0,962.0,13.0,7.0
76,Dani Alves,br BRA,"MF,DF",Paris S-G,Ligue 1,35.0,1983.0,18.0,1581.0,1489.0,84.0,18.0,21.0,12.0,61.0,60.0,6.0,0.0,4.0,0.0,1316.0,8.0,37.0
78,Alfons Amade,de GER,MF,Hoffenheim,Bundesliga,18.0,1999.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,La Liga,25.0,1993.0,8.5,361.0,355.0,3.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,302.0,3.0,9.0
80,Romain Amalfitano,fr FRA,"MF,FW",Dijon,Ligue 1,28.0,1989.0,28.0,1083.0,1055.0,20.0,8.0,3.0,24.0,25.0,12.0,0.0,0.0,0.0,0.0,835.0,8.0,20.0
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,23.0,1994.0,7.1,435.0,370.0,64.0,4.0,0.0,2.0,3.0,60.0,0.0,0.0,0.0,0.0,357.0,1.0,6.0
82,Jordi Amat,id IDN,DF,Rayo Vallecano,La Liga,26.0,1992.0,30.7,1295.0,1206.0,83.0,76.0,2.0,34.0,0.0,7.0,0.0,0.0,0.0,0.0,1064.0,6.0,14.0
83,Amath,sn SEN,MF,Getafe,La Liga,22.0,1996.0,11.1,210.0,204.0,2.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,142.0,4.0,13.0
84,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,24.0,1994.0,24.2,1282.0,1029.0,250.0,18.0,1.0,2.0,82.0,232.0,0.0,0.0,0.0,0.0,961.0,3.0,38.0
85,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,20.0,1998.0,32.0,1208.0,956.0,248.0,34.0,0.0,3.0,21.0,214.0,0.0,0.0,0.0,0.0,942.0,4.0,23.0
86,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,21.0,1996.0,8.4,375.0,360.0,14.0,8.0,2.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,320.0,1.0,7.0
87,Yanis Ammour,fr FRA,MF,Montpellier,Ligue 1,19.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Luke Amos,eng ENG,MF,Tottenham,Premier League,21.0,1997.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,22.0,1996.0,32.0,2036.0,1939.0,93.0,90.0,0.0,33.0,1.0,3.0,0.0,0.0,0.0,0.0,1804.0,4.0,10.0
90,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,25.0,1993.0,33.8,1824.0,1681.0,133.0,57.0,22.0,32.0,122.0,26.0,49.0,17.0,25.0,0.0,1325.0,10.0,72.0
91,Florin Andone,ro ROU,FW,Brighton,Premier League,25.0,1993.0,9.8,170.0,164.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,8.0
92,Benjamin André,fr FRA,MF,Rennes,Ligue 1,27.0,1990.0,27.7,1505.0,1458.0,36.0,27.0,5.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,1174.0,11.0,26.0
93,Marco Andreolli,it ITA,DF,Cagliari,Serie A,32.0,1986.0,1.2,72.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0
94,Marco Andreolli,it ITA,DF,Chievo,Serie A,32.0,1986.0,7.2,250.0,245.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,1.0,1.0
95,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,29.0,1989.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,José Ángel,es ESP,DF,Eibar,La Liga,28.0,1989.0,33.6,2173.0,1640.0,521.0,63.0,2.0,43.0,260.0,413.0,45.0,2.0,41.0,2.0,1386.0,12.0,69.0
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,34.0,1984.0,11.0,363.0,257.0,104.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,2.0,0.0
98,Cristian Ansaldi,ar ARG,"DF,MF",Torino,Serie A,31.0,1986.0,20.1,888.0,671.0,210.0,32.0,3.0,25.0,147.0,152.0,25.0,7.0,3.0,1.0,574.0,7.0,29.0
99,Mirco Antenucci,it ITA,FW,SPAL,Serie A,33.0,1984.0,23.7,541.0,498.0,43.0,2.0,0.0,1.0,29.0,4.0,1.0,0.0,0.0,0.0,410.0,0.0,20.0
100,Waldemar Anton,de GER,DF,Hannover 96,Bundesliga,22.0,1996.0,34.0,1733.0,1644.0,86.0,74.0,0.0,17.0,5.0,12.0,0.0,0.0,0.0,0.0,1444.0,3.0,25.0
101,Luca Antonelli,it ITA,DF,Empoli,Serie A,31.0,1987.0,8.4,381.0,322.0,55.0,8.0,0.0,2.0,8.0,46.0,0.0,0.0,0.0,0.0,271.0,4.0,11.0
102,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,Serie A,20.0,1998.0,0.6,39.0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0
104,Michail Antonio,jm JAM,"MF,FW",West Ham,Premier League,28.0,1990.0,23.4,773.0,713.0,58.0,2.0,5.0,7.0,50.0,53.0,0.0,0.0,0.0,0.0,496.0,2.0,37.0
105,Antoñito,es ESP,"DF,MF",Valladolid,La Liga,30.0,1987.0,20.7,896.0,734.0,157.0,9.0,1.0,2.0,93.0,148.0,0.0,0.0,0.0,0.0,644.0,5.0,31.0
106,Vitorino Antunes,pt POR,"DF,MF",Getafe,La Liga,31.0,1987.0,24.2,1198.0,820.0,366.0,64.0,0.0,20.0,141.0,256.0,46.0,11.0,19.0,3.0,701.0,12.0,41.0
107,Anuar,ma MAR,"MF,FW",Valladolid,La Liga,23.0,1995.0,12.0,400.0,390.0,7.0,5.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,296.0,3.0,11.0
108,Dennis Aogo,de GER,MF,Stuttgart,Bundesliga,31.0,1987.0,11.4,580.0,522.0,55.0,20.0,0.0,9.0,52.0,8.0,27.0,11.0,16.0,0.0,474.0,3.0,8.0
109,Houssem Aouar,fr FRA,MF,Lyon,Ligue 1,20.0,1998.0,34.0,2078.0,2034.0,37.0,29.0,8.0,11.0,7.0,6.0,2.0,0.0,2.0,0.0,1793.0,7.0,43.0
110,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,La Liga,21.0,1996.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,22.0,1995.0,29.7,776.0,743.0,23.0,15.0,2.0,36.0,24.0,3.0,2.0,0.0,1.0,1.0,519.0,10.0,16.0
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,21.0,1997.0,7.0,289.0,236.0,51.0,3.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,0.0,231.0,2.0,13.0
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,29.0,1989.0,21.0,1661.0,1593.0,60.0,43.0,2.0,11.0,24.0,3.0,14.0,7.0,7.0,0.0,1457.0,8.0,25.0
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,22.0,1996.0,8.7,317.0,283.0,29.0,10.0,2.0,5.0,30.0,8.0,10.0,2.0,6.0,0.0,232.0,5.0,7.0
115,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,26.0,1991.0,29.8,1502.0,1450.0,49.0,43.0,1.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,1291.0,3.0,8.0
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,31.0,1987.0,21.7,1152.0,1077.0,71.0,47.0,1.0,42.0,8.0,24.0,0.0,0.0,0.0,0.0,863.0,4.0,14.0
117,Joaquín Ardaiz,uy URU,FW,Frosinone,Serie A,19.0,1999.0,0.2,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
118,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,25.0,1993.0,21.0,516.0,354.0,162.0,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,1.0
119,Santiago Arias,co COL,DF,Atlético Madrid,La Liga,26.0,1992.0,19.7,1015.0,832.0,182.0,9.0,0.0,2.0,51.0,173.0,0.0,0.0,0.0,0.0,787.0,1.0,25.0
120,Lorenzo Ariaudo,it ITA,DF,Frosinone,Serie A,29.0,1989.0,18.7,639.0,592.0,45.0,44.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,528.0,2.0,3.0
121,Nicolò Armini,it ITA,DF,Lazio,Serie A,17.0,2001.0,0.4,25.0,22.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
122,Yoël Armougom,fr FRA,DF,Caen,Ligue 1,20.0,1998.0,20.6,901.0,713.0,187.0,7.0,0.0,3.0,71.0,180.0,0.0,0.0,0.0,0.0,635.0,1.0,18.0
123,Stuart Armstrong,sct SCO,MF,Southampton,Premier League,26.0,1992.0,15.9,648.0,607.0,37.0,4.0,0.0,6.0,25.0,6.0,13.0,4.0,3.0,4.0,492.0,4.0,29.0
124,José Arnaiz,es ESP,"MF,FW",Leganés,La Liga,23.0,1995.0,1.3,32.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
125,Marko Arnautović,at AUT,FW,West Ham,Premier League,29.0,1989.0,22.1,667.0,617.0,48.0,1.0,6.0,1.0,18.0,7.0,0.0,0.0,0.0,0.0,490.0,2.0,21.0
126,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,24.0,1994.0,31.9,1473.0,1258.0,207.0,113.0,4.0,38.0,134.0,23.0,71.0,30.0,25.0,3.0,1111.0,8.0,20.0
127,Kepa Arrizabalaga,es ESP,GK,Chelsea,Premier League,23.0,1994.0,36.0,1161.0,863.0,296.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,2.0,1.0
128,Harry Arter,ie IRL,MF,Cardiff City,Premier League,28.0,1989.0,22.2,680.0,612.0,65.0,11.0,3.0,7.0,17.0,2.0,0.0,0.0,0.0,0.0,539.0,3.0,12.0
130,Kwadwo Asamoah,gh GHA,DF,Inter,Serie A,29.0,1988.0,29.7,2217.0,1986.0,230.0,25.0,1.0,26.0,74.0,205.0,0.0,0.0,0.0,0.0,1927.0,1.0,31.0
131,Takuma Asano,jp JPN,"MF,FW",Hannover 96,Bundesliga,23.0,1994.0,7.8,162.0,160.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,110.0,1.0,11.0
132,Santiago Ascacíbar,ar ARG,MF,Stuttgart,Bundesliga,21.0,1997.0,27.0,1111.0,1085.0,22.0,17.0,1.0,5.0,11.0,5.0,0.0,0.0,0.0,0.0,888.0,4.0,24.0
