,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
760,Kevin Danso,at AUT,DF,Augsburg,Bundesliga,17.0,1998.0,7.0,612.0,87.0,20.0,6.8,7.0,,6.0,0.0,,7.0,0.71,8.0,18.0,-10.0,-1.47,-1.25
761,Dante,br BRA,DF,Nice,Ligue 1,32.0,1983.0,33.0,2970.0,90.0,86.8,33.0,33.0,,33.0,0.0,,1.0,2.09,57.0,32.0,25.0,0.76,0.36
762,Romain Danzé,fr FRA,DF,Rennes,Ligue 1,30.0,1986.0,35.0,3092.0,88.0,90.4,34.4,34.0,,34.0,1.0,,1.0,1.31,33.0,40.0,-7.0,-0.2,-0.48
763,Palkó Dárdai,hu HUN,MF,Hertha BSC,Bundesliga,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
764,Sergi Darder,es ESP,MF,Lyon,Ligue 1,22.0,1993.0,23.0,1414.0,61.0,41.3,15.7,15.0,,7.0,8.0,,13.0,1.52,29.0,16.0,13.0,0.83,0.11
765,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,25.0,1990.0,25.0,2041.0,82.0,66.7,22.7,21.0,,15.0,4.0,,0.0,1.48,27.0,30.0,-3.0,-0.13,-0.04
766,Tendayi Darikwa,zw ZIM,"DF,MF",Burnley,Premier League,24.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,18.0,,,,,,
767,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,26.0,1989.0,18.0,1333.0,74.0,39.0,14.8,15.0,,12.0,3.0,,8.0,1.94,16.0,8.0,8.0,0.54,-0.19
768,Ben Davies,wls WAL,"DF,MF",Tottenham,Premier League,23.0,1993.0,23.0,1739.0,76.0,50.8,19.3,18.0,,17.0,5.0,,11.0,2.57,47.0,13.0,34.0,1.76,0.37
769,Curtis Davies,eng ENG,DF,Hull City,Premier League,31.0,1985.0,26.0,2135.0,82.0,62.4,23.7,25.0,,20.0,1.0,,2.0,0.73,20.0,53.0,-33.0,-1.39,-0.69
770,Tom Davies,eng ENG,MF,Everton,Premier League,18.0,1998.0,24.0,1544.0,64.0,45.1,17.2,18.0,,12.0,6.0,,2.0,1.83,29.0,17.0,12.0,0.7,0.41
771,Steven Davis,nir NIR,MF,Southampton,Premier League,31.0,1985.0,32.0,2643.0,83.0,77.3,29.4,29.0,,26.0,3.0,,2.0,1.16,32.0,37.0,-5.0,-0.17,0.06
772,Craig Dawson,eng ENG,DF,West Brom,Premier League,26.0,1990.0,37.0,3276.0,89.0,95.8,36.4,37.0,,35.0,0.0,,0.0,1.14,40.0,50.0,-10.0,-0.27,-1.52
773,Michael Dawson,eng ENG,DF,Hull City,Premier League,32.0,1983.0,22.0,1722.0,78.0,50.4,19.1,19.0,,19.0,3.0,,2.0,0.77,15.0,44.0,-29.0,-1.52,-0.77
774,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,25.0,1991.0,36.0,2877.0,80.0,84.1,32.0,33.0,,22.0,3.0,,1.0,2.08,68.0,34.0,34.0,1.06,-0.1
775,Pietro De Giorgio,it ITA,MF,Crotone,Serie A,33.0,1983.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,,1.0,0.0,0.0,1.0,-1.0,-8.18,-7.57
776,Manuel De Luca,it ITA,FW,Torino,Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,6.0,,,,,,
777,Sebastien De Maio,fr FRA,DF,Fiorentina,Serie A,29.0,1987.0,6.0,540.0,90.0,15.8,6.0,6.0,,6.0,0.0,,32.0,1.33,12.0,15.0,-3.0,-0.5,-0.78
778,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,Serie A,22.0,1994.0,34.0,2337.0,69.0,68.3,26.0,32.0,,10.0,2.0,,2.0,1.24,33.0,27.0,6.0,0.23,1.48
780,Nill De Pauw,cd COD,"FW,MF",Guingamp,Ligue 1,26.0,1990.0,28.0,761.0,27.0,22.3,8.5,3.0,,1.0,25.0,,10.0,1.11,15.0,16.0,-1.0,-0.12,0.08
781,Daniele De Rossi,it ITA,MF,Roma,Serie A,33.0,1983.0,31.0,2341.0,76.0,68.5,26.0,27.0,,18.0,4.0,,4.0,2.13,56.0,30.0,26.0,1.0,-1.17
782,Morgan De Sanctis,it ITA,GK,Monaco,Ligue 1,39.0,1977.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,33.0,3.0,4.0,1.0,3.0,3.0,1.03
783,Eros De Santis,it ITA,DF,Roma,Serie A,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
784,Julien De Sart,be BEL,MF,Middlesbrough,Premier League,21.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
785,Mattia De Sciglio,it ITA,DF,Milan,Serie A,23.0,1992.0,25.0,2091.0,84.0,61.1,23.2,23.0,,20.0,2.0,,3.0,1.64,38.0,32.0,6.0,0.26,-0.15
786,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,28.0,1988.0,16.0,1254.0,78.0,36.7,13.9,15.0,,11.0,1.0,,19.0,1.19,27.0,30.0,-3.0,-0.22,-0.55
787,Zak Dearnley,eng ENG,FW,Manchester Utd,Premier League,17.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
788,Lucas Deaux,fr FRA,MF,Guingamp,Ligue 1,27.0,1988.0,38.0,3075.0,81.0,89.9,34.2,35.0,,27.0,3.0,,0.0,1.32,38.0,47.0,-9.0,-0.26,-0.79
789,Mathieu Debuchy,fr FRA,DF,Arsenal,Premier League,31.0,1985.0,1.0,15.0,15.0,0.4,0.2,1.0,,0.0,0.0,,0.0,3.0,1.0,0.0,1.0,6.0,5.15
790,Troy Deeney,eng ENG,FW,Watford,Premier League,28.0,1988.0,37.0,2944.0,80.0,86.1,32.7,31.0,,28.0,6.0,,1.0,1.0,36.0,52.0,-16.0,-0.49,1.78
791,Jermain Defoe,eng ENG,FW,Sunderland,Premier League,33.0,1982.0,37.0,3321.0,90.0,97.1,36.9,37.0,,35.0,0.0,,0.0,0.65,28.0,63.0,-35.0,-0.95,3.6
792,Steven Defour,be BEL,MF,Burnley,Premier League,28.0,1988.0,21.0,1068.0,51.0,31.2,11.9,16.0,,0.0,5.0,,8.0,1.33,16.0,13.0,3.0,0.25,0.98
793,Grégoire Defrel,mq MTQ,FW,Sassuolo,Serie A,25.0,1991.0,29.0,1954.0,67.0,57.1,21.7,23.0,,11.0,6.0,,1.0,1.1,32.0,33.0,-1.0,-0.05,0.2
794,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,20.0,1995.0,5.0,244.0,49.0,7.1,2.7,3.0,,0.0,2.0,,11.0,2.0,5.0,3.0,2.0,0.74,1.39
795,Mattia Del Favero,it ITA,GK,Juventus,Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
796,Ferdinando Del Sole,it ITA,MF,Pescara,Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,
797,Damien Delaney,ie IRL,DF,Crystal Palace,Premier League,35.0,1981.0,30.0,2014.0,67.0,58.9,22.4,21.0,,19.0,9.0,,6.0,1.13,24.0,40.0,-16.0,-0.71,-0.91
798,Thomas Delaney,dk DEN,MF,Werder Bremen,Bundesliga,24.0,1991.0,13.0,916.0,70.0,29.9,10.2,11.0,,6.0,2.0,,0.0,1.23,21.0,23.0,-2.0,-0.2,-0.15
799,Jonathan Delaplace,fr FRA,MF,Caen,Ligue 1,30.0,1986.0,33.0,2637.0,80.0,77.1,29.3,31.0,,20.0,2.0,,1.0,1.09,28.0,43.0,-15.0,-0.51,1.1
800,Paul Delecroix,gw GNB,GK,Lorient,Ligue 1,27.0,1988.0,7.0,630.0,90.0,18.4,7.0,7.0,,7.0,0.0,,30.0,1.14,11.0,18.0,-7.0,-1.0,-0.39
801,Cristian Dell'Orco,it ITA,DF,Sassuolo,Serie A,22.0,1994.0,9.0,775.0,86.0,22.7,8.6,9.0,,8.0,0.0,,21.0,0.67,7.0,13.0,-6.0,-0.7,-0.73
802,Filippo Delli Carri,it ITA,DF,Pescara,Serie A,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,
803,Andy Delort,dz ALG,FW,Toulouse,Ligue 1,24.0,1991.0,15.0,1218.0,81.0,35.6,13.5,15.0,,6.0,0.0,,0.0,1.13,12.0,13.0,-1.0,-0.07,0.05
804,Fabian Delph,eng ENG,MF,Manchester City,Premier League,26.0,1989.0,7.0,224.0,32.0,6.5,2.5,2.0,,2.0,5.0,,6.0,2.29,6.0,4.0,2.0,0.8,-0.29
806,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,29.0,1987.0,30.0,2056.0,69.0,60.1,22.8,24.0,,8.0,6.0,,1.0,2.2,49.0,17.0,32.0,1.4,-0.45
807,Ousmane Dembélé,fr FRA,"MF,FW",Dortmund,Bundesliga,19.0,1997.0,32.0,2036.0,64.0,66.5,22.6,22.0,,8.0,10.0,,1.0,1.81,52.0,29.0,23.0,1.02,0.23
808,Martín Demichelis,ar ARG,DF,Málaga,La Liga,35.0,1980.0,10.0,678.0,68.0,19.8,7.5,7.0,90.0,7.0,3.0,16.0,7.0,0.9,7.0,10.0,-3.0,-0.4,-0.3
809,Martín Demichelis,ar ARG,DF,Espanyol,La Liga,35.0,1980.0,2.0,99.0,50.0,2.9,1.1,1.0,90.0,1.0,1.0,9.0,6.0,2.0,3.0,3.0,0.0,0.0,0.03
810,Kerem Demirbay,de GER,MF,Hoffenheim,Bundesliga,23.0,1993.0,28.0,2169.0,77.0,70.9,24.1,27.0,,13.0,1.0,,2.0,1.96,48.0,26.0,22.0,0.91,0.41
811,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,24.0,1991.0,32.0,2870.0,90.0,93.8,31.9,32.0,,30.0,0.0,,1.0,2.06,65.0,37.0,28.0,0.88,1.35
812,Jason Denayer,be BEL,"MF,DF",Sunderland,Premier League,21.0,1995.0,24.0,1877.0,78.0,54.9,20.9,22.0,,17.0,2.0,,1.0,0.92,15.0,30.0,-15.0,-0.72,0.74
813,Fabio Depaoli,it ITA,"MF,DF",Chievo,Serie A,19.0,1997.0,6.0,446.0,74.0,13.0,5.0,5.0,,3.0,1.0,,14.0,1.17,7.0,11.0,-4.0,-0.81,-0.38
814,Quentin Depehi,fr FRA,FW,Toulouse,Ligue 1,19.0,1997.0,1.0,12.0,12.0,0.4,0.1,0.0,,0.0,1.0,,1.0,0.0,1.0,0.0,1.0,7.5,7.63
815,Mathieu Deplagne,fr FRA,DF,Montpellier,Ligue 1,24.0,1991.0,19.0,1125.0,59.0,32.9,12.5,14.0,,7.0,5.0,,16.0,1.16,15.0,27.0,-12.0,-0.96,-0.72
816,Mike van der Hoorn,nl NED,DF,Swansea City,Premier League,23.0,1992.0,8.0,662.0,83.0,19.4,7.4,7.0,,7.0,1.0,,16.0,0.5,6.0,20.0,-14.0,-1.9,-1.54
817,Rémy Descamps,fr FRA,GK,Paris S-G,Ligue 1,20.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,
818,Daniele Dessena,it ITA,MF,Cagliari,Serie A,29.0,1987.0,18.0,1185.0,66.0,34.6,13.2,16.0,,5.0,2.0,,3.0,0.89,12.0,27.0,-15.0,-1.14,-0.9
819,Mattia Destro,it ITA,FW,Bologna,Serie A,25.0,1991.0,30.0,2467.0,82.0,72.1,27.4,28.0,,22.0,2.0,,2.0,1.2,31.0,38.0,-7.0,-0.26,0.78
820,Gerard Deulofeu,es ESP,"FW,MF",Everton,Premier League,22.0,1994.0,11.0,460.0,42.0,13.5,5.1,4.0,,1.0,7.0,,5.0,1.18,10.0,6.0,4.0,0.78,0.36
821,Gerard Deulofeu,es ESP,"FW,MF",Milan,Serie A,22.0,1994.0,17.0,1459.0,86.0,42.7,16.2,16.0,,12.0,1.0,,0.0,1.53,23.0,19.0,4.0,0.25,-0.12
822,Deyverson,br BRA,FW,Alavés,La Liga,25.0,1991.0,32.0,2580.0,81.0,75.4,28.7,29.0,87.0,23.0,3.0,20.0,2.0,1.38,30.0,32.0,-2.0,-0.07,-0.07
823,Federico Di Francesco,it ITA,"FW,MF",Bologna,Serie A,22.0,1994.0,24.0,1088.0,45.0,31.8,12.1,11.0,,5.0,13.0,,9.0,1.08,15.0,17.0,-2.0,-0.17,0.45
824,Davide Di Gennaro,it ITA,"MF,FW",Cagliari,Serie A,28.0,1988.0,20.0,1434.0,72.0,41.9,15.9,17.0,,9.0,3.0,,16.0,1.1,22.0,30.0,-8.0,-0.5,0.09
825,Ángel Di María,ar ARG,FW,Paris S-G,Ligue 1,28.0,1988.0,29.0,2036.0,70.0,59.5,22.6,24.0,,10.0,5.0,,1.0,2.14,44.0,18.0,26.0,1.15,-0.8
826,Nunzio Di Roberto,it ITA,FW,Crotone,Serie A,30.0,1985.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.63
827,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,Bundesliga,27.0,1989.0,12.0,323.0,27.0,10.6,3.6,3.0,,0.0,9.0,,3.0,0.92,6.0,3.0,3.0,0.84,0.77
828,Issiar Dia,sn SEN,FW,Nancy,Ligue 1,29.0,1987.0,31.0,2000.0,65.0,58.5,22.2,22.0,,8.0,9.0,,1.0,0.9,21.0,27.0,-6.0,-0.27,0.81
829,Cheick Diabaté,ml MLI,FW,Metz,Ligue 1,28.0,1988.0,14.0,1055.0,75.0,30.8,11.7,12.0,,8.0,2.0,,1.0,1.57,18.0,17.0,1.0,0.09,1.38
830,Fousseni Diabaté,ml MLI,"FW,MF",Guingamp,Ligue 1,20.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
832,Abou Diaby,fr FRA,MF,Marseille,Ligue 1,30.0,1986.0,2.0,128.0,64.0,3.7,1.4,2.0,,0.0,0.0,,0.0,0.5,0.0,2.0,-2.0,-1.41,-1.9
833,Fallou Diagne,sn SEN,MF,Metz,Ligue 1,26.0,1989.0,12.0,999.0,83.0,29.2,11.1,12.0,,8.0,0.0,,3.0,1.08,11.0,19.0,-8.0,-0.72,0.21
834,Fallou Diagne,sn SEN,DF,Werder Bremen,Bundesliga,26.0,1989.0,2.0,135.0,68.0,4.4,1.5,2.0,,1.0,0.0,,1.0,0.0,0.0,10.0,-10.0,-6.67,-6.88
835,Modou Diagne,sn SEN,DF,Nancy,Ligue 1,22.0,1994.0,22.0,1846.0,84.0,54.0,20.5,21.0,,19.0,1.0,,4.0,0.82,17.0,32.0,-15.0,-0.73,-0.27
836,Adama Diakhaby,fr FRA,MF,Rennes,Ligue 1,20.0,1996.0,25.0,728.0,29.0,21.3,8.1,3.0,,0.0,22.0,,5.0,1.08,10.0,12.0,-2.0,-0.25,-0.11
837,Mouctar Diakhaby,gn GUI,DF,Lyon,Ligue 1,19.0,1996.0,22.0,1929.0,88.0,56.4,21.4,22.0,,21.0,0.0,,4.0,1.77,46.0,28.0,18.0,0.84,0.18
838,Abdou Diallo,sn SEN,DF,Monaco,Ligue 1,20.0,1996.0,5.0,388.0,78.0,11.3,4.3,4.0,,4.0,1.0,,14.0,2.6,7.0,4.0,3.0,0.7,-1.47
839,Abdoulaye Diallo,sn SEN,GK,Rennes,Ligue 1,24.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
840,Habib Diallo,sn SEN,"FW,MF",Metz,Ligue 1,21.0,1995.0,19.0,832.0,44.0,24.3,9.2,7.0,,2.0,12.0,,0.0,1.05,10.0,19.0,-9.0,-0.97,-0.14
841,Ismael Diallo,ci CIV,DF,Bastia,Ligue 1,19.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,
842,Mustapha Diallo,sn SEN,MF,Guingamp,Ligue 1,30.0,1986.0,26.0,1744.0,67.0,51.0,19.4,22.0,,11.0,4.0,,4.0,1.46,30.0,24.0,6.0,0.31,1.01
843,Sadio Diallo,gn GUI,"MF,FW",Bastia,Ligue 1,25.0,1990.0,28.0,1417.0,51.0,41.4,15.7,20.0,,2.0,8.0,,4.0,0.82,12.0,20.0,-8.0,-0.51,0.26
844,Alessandro Diamanti,it ITA,"FW,MF",Palermo,Serie A,33.0,1983.0,31.0,1698.0,55.0,49.6,18.9,18.0,,6.0,13.0,,2.0,0.68,17.0,33.0,-16.0,-0.85,0.62
845,Alou Diarra,fr FRA,MF,Nancy,Ligue 1,35.0,1981.0,18.0,1291.0,72.0,37.7,14.3,16.0,,10.0,2.0,,8.0,1.22,12.0,15.0,-3.0,-0.21,0.64
846,Lassana Diarra,fr FRA,MF,Marseille,Ligue 1,31.0,1985.0,11.0,729.0,66.0,21.3,8.1,8.0,,7.0,3.0,,0.0,1.64,6.0,9.0,-3.0,-0.37,-1.01
847,Amadou Diawara,gn GUI,MF,Napoli,Serie A,19.0,1997.0,18.0,1046.0,58.0,30.6,11.6,10.0,,8.0,8.0,,18.0,2.33,21.0,18.0,3.0,0.26,-1.71
848,Júnior Díaz,cr CRC,"DF,MF",Darmstadt 98,Bundesliga,32.0,1983.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
849,Marcelo Díaz,cl CHI,MF,Celta Vigo,La Liga,29.0,1986.0,26.0,1648.0,63.0,48.2,18.3,17.0,85.0,13.0,9.0,23.0,3.0,1.35,25.0,36.0,-11.0,-0.6,-0.35
850,Víctor Díaz,es ESP,DF,Leganés,La Liga,28.0,1988.0,23.0,1810.0,79.0,52.9,20.1,20.0,87.0,17.0,3.0,26.0,4.0,0.78,13.0,33.0,-20.0,-0.99,-1.05
851,Daniel Didavi,de GER,MF,Wolfsburg,Bundesliga,26.0,1990.0,18.0,986.0,55.0,32.2,11.0,11.0,,0.0,7.0,,2.0,1.22,11.0,19.0,-8.0,-0.73,-0.3
852,Thomas Didillon,fr FRA,GK,Metz,Ligue 1,20.0,1995.0,32.0,2880.0,90.0,84.2,32.0,32.0,,32.0,0.0,,4.0,1.09,30.0,64.0,-34.0,-1.06,-1.23
853,Étienne Didot,fr FRA,MF,Guingamp,Ligue 1,33.0,1983.0,28.0,2139.0,76.0,62.5,23.8,26.0,,17.0,2.0,,1.0,1.36,27.0,34.0,-7.0,-0.29,-0.29
854,Famara Diedhiou,sn SEN,FW,Angers,Ligue 1,23.0,1992.0,31.0,2270.0,73.0,66.4,25.2,28.0,,11.0,3.0,,0.0,1.06,26.0,36.0,-10.0,-0.4,-0.47
855,Dennis Diekmeier,de GER,DF,Hamburger SV,Bundesliga,26.0,1989.0,24.0,1780.0,74.0,58.2,19.8,21.0,,13.0,3.0,,4.0,1.33,21.0,30.0,-9.0,-0.46,0.88
856,Eric Dier,eng ENG,"DF,MF",Tottenham,Premier League,22.0,1994.0,36.0,3043.0,85.0,89.0,33.8,34.0,,31.0,2.0,,1.0,2.31,79.0,24.0,55.0,1.63,0.43
858,Didier Digard,fr FRA,MF,Osasuna,La Liga,30.0,1986.0,3.0,192.0,64.0,5.6,2.1,3.0,64.0,1.0,0.0,,0.0,1.33,5.0,5.0,0.0,0.0,1.51
859,Lucas Digne,fr FRA,DF,Barcelona,La Liga,23.0,1993.0,17.0,1171.0,69.0,34.2,13.0,14.0,81.0,8.0,3.0,14.0,19.0,2.47,37.0,10.0,27.0,2.08,-0.01
860,Kevin Diks,nl NED,DF,Fiorentina,Serie A,19.0,1996.0,2.0,7.0,4.0,0.2,0.1,0.0,,0.0,2.0,,13.0,2.0,0.0,1.0,-1.0,-12.86,-13.04
861,Federico Dimarco,it ITA,DF,Empoli,Serie A,18.0,1997.0,12.0,649.0,54.0,19.0,7.2,6.0,,4.0,6.0,,26.0,0.33,3.0,15.0,-12.0,-1.66,-1.01
862,Adama Diomande,no NOR,"FW,MF",Hull City,Premier League,26.0,1990.0,22.0,1171.0,53.0,34.2,13.0,13.0,,7.0,9.0,,7.0,0.59,12.0,29.0,-17.0,-1.31,-0.27
863,Ismaël Diomandé,ci CIV,"MF,DF",Caen,Ligue 1,23.0,1992.0,12.0,792.0,66.0,23.2,8.8,7.0,,5.0,5.0,,9.0,1.0,8.0,14.0,-6.0,-0.68,0.11
864,Lois Diony,fr FRA,FW,Dijon,Ligue 1,23.0,1992.0,35.0,2807.0,80.0,82.1,31.2,31.0,,20.0,4.0,,0.0,1.03,42.0,48.0,-6.0,-0.19,0.69
865,Issa Diop,fr FRA,DF,Toulouse,Ligue 1,19.0,1997.0,30.0,2700.0,90.0,78.9,30.0,30.0,,30.0,0.0,,0.0,1.2,32.0,31.0,1.0,0.03,0.66
866,Papakouli Diop,sn SEN,MF,Espanyol,La Liga,30.0,1986.0,18.0,906.0,50.0,26.5,10.1,9.0,86.0,8.0,9.0,15.0,10.0,1.39,11.0,22.0,-11.0,-1.09,-1.45
867,Assane Dioussé,sn SEN,MF,Empoli,Serie A,18.0,1997.0,33.0,2408.0,73.0,70.4,26.8,26.0,,21.0,7.0,,3.0,0.85,23.0,47.0,-24.0,-0.9,-0.19
868,Nabil Dirar,ma MAR,"MF,DF",Monaco,Ligue 1,30.0,1986.0,18.0,876.0,49.0,25.6,9.7,8.0,,7.0,10.0,,2.0,2.61,25.0,10.0,15.0,1.54,-0.62
869,Koffi Djidji,ci CIV,"DF,MF",Nantes,Ligue 1,23.0,1992.0,28.0,2491.0,89.0,72.8,27.7,28.0,,25.0,0.0,,4.0,1.43,33.0,39.0,-6.0,-0.22,0.56
870,Alexander Djiku,gh GHA,DF,Bastia,Ligue 1,21.0,1994.0,23.0,1850.0,80.0,54.1,20.6,21.0,,18.0,2.0,,0.0,1.0,16.0,28.0,-12.0,-0.58,0.16
871,Papy Djilobodji,sn SEN,DF,Sunderland,Premier League,27.0,1988.0,18.0,1578.0,88.0,46.1,17.5,17.0,,16.0,1.0,,12.0,0.78,18.0,35.0,-17.0,-0.97,0.15
872,Franck Djoulou,ci CIV,FW,Udinese,Serie A,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
873,Johan Djourou,ch SUI,DF,Hamburger SV,Bundesliga,29.0,1987.0,14.0,1144.0,82.0,37.4,12.7,12.0,,12.0,2.0,,7.0,1.14,13.0,29.0,-16.0,-1.26,-0.7
874,Dodô,br BRA,DF,Sampdoria,Serie A,24.0,1992.0,7.0,409.0,58.0,12.0,4.5,4.0,,0.0,3.0,,26.0,1.0,8.0,11.0,-3.0,-0.66,-0.57
875,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,23.0,1993.0,12.0,448.0,37.0,13.1,5.0,5.0,,0.0,7.0,,4.0,0.83,5.0,8.0,-3.0,-0.6,-0.15
876,Jaume Doménech,es ESP,GK,Valencia,La Liga,25.0,1990.0,3.0,270.0,90.0,7.9,3.0,3.0,90.0,3.0,0.0,,32.0,2.0,6.0,4.0,2.0,0.67,0.98
877,Giulio Donati,it ITA,DF,Mainz 05,Bundesliga,26.0,1990.0,32.0,2802.0,88.0,91.6,31.1,31.0,,28.0,1.0,,1.0,1.13,44.0,52.0,-8.0,-0.26,0.79
878,Ji Dong-won,kr KOR,"FW,MF",Augsburg,Bundesliga,25.0,1991.0,34.0,2297.0,68.0,75.1,25.5,24.0,,20.0,10.0,,0.0,1.12,25.0,38.0,-13.0,-0.51,-0.16
879,Anastasios Donis,gr GRE,"FW,MF",Nice,Ligue 1,19.0,1996.0,18.0,455.0,25.0,13.3,5.1,3.0,,1.0,15.0,,16.0,1.83,10.0,6.0,4.0,0.79,0.09
880,Ryan Donk,sr SUR,"MF,DF",Betis,La Liga,30.0,1986.0,16.0,859.0,54.0,25.1,9.5,9.0,79.0,6.0,7.0,21.0,10.0,1.19,9.0,11.0,-2.0,-0.21,0.53
881,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,17.0,1999.0,38.0,3420.0,90.0,100.0,38.0,38.0,,38.0,0.0,,0.0,1.66,57.0,45.0,12.0,0.32,
882,Godfred Donsah,gh GHA,MF,Bologna,Serie A,20.0,1996.0,13.0,885.0,68.0,25.9,9.8,10.0,,7.0,3.0,,21.0,1.31,11.0,17.0,-6.0,-0.61,-0.18
884,Férébory Doré,cg CGO,FW,Angers,Ligue 1,27.0,1989.0,9.0,180.0,20.0,5.3,2.0,1.0,,1.0,8.0,,13.0,1.67,1.0,3.0,-2.0,-1.0,-0.81
885,Dória,br BRA,DF,Marseille,Ligue 1,21.0,1994.0,23.0,1372.0,60.0,40.1,15.2,14.0,,14.0,9.0,,12.0,1.61,16.0,14.0,2.0,0.13,-0.48
886,Josué Dorrio,es ESP,MF,Eibar,La Liga,22.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
887,Gabriel Dos Santos,br BRA,DF,Lille,Ligue 1,18.0,1997.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,,6.0,3.0,0.0,0.0,0.0,0.0,0.18
888,Jonathan dos Santos,mx MEX,MF,Villarreal,La Liga,26.0,1990.0,34.0,2214.0,65.0,64.7,24.6,22.0,87.0,17.0,12.0,24.0,0.0,1.82,32.0,23.0,9.0,0.37,-0.68
889,Mauro dos Santos,ar ARG,DF,Eibar,La Liga,27.0,1989.0,11.0,763.0,69.0,22.3,8.5,8.0,86.0,7.0,3.0,24.0,18.0,1.0,9.0,21.0,-12.0,-1.42,-1.99
890,Bas Dost,nl NED,FW,Wolfsburg,Bundesliga,27.0,1989.0,1.0,80.0,80.0,2.6,0.9,1.0,,0.0,0.0,,0.0,3.0,1.0,0.0,1.0,1.13,1.7
891,Abdoulaye Doucouré,ml MLI,MF,Watford,Premier League,23.0,1993.0,20.0,1361.0,68.0,39.8,15.1,14.0,,11.0,6.0,,4.0,0.9,11.0,32.0,-21.0,-1.39,-1.08
892,Douglas,br BRA,DF,Barcelona,La Liga,25.0,1990.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
893,Douglas,br BRA,"DF,MF",Sporting Gijón,La Liga,25.0,1990.0,21.0,1717.0,82.0,50.2,19.1,20.0,85.0,17.0,1.0,14.0,3.0,0.81,23.0,42.0,-19.0,-1.0,-0.41
894,Cheick Doukouré,ci CIV,MF,Metz,Ligue 1,23.0,1992.0,29.0,2256.0,78.0,66.0,25.1,27.0,,17.0,2.0,,1.0,1.17,27.0,47.0,-20.0,-0.8,0.21
895,Tongo Doumbia,ml MLI,MF,Toulouse,Ligue 1,26.0,1989.0,10.0,476.0,48.0,13.9,5.3,5.0,,1.0,5.0,,3.0,0.8,3.0,12.0,-9.0,-1.7,-1.85
896,Stewart Downing,eng ENG,"MF,FW",Middlesbrough,Premier League,32.0,1984.0,30.0,2214.0,74.0,64.7,24.6,24.0,,20.0,6.0,,7.0,0.8,19.0,39.0,-20.0,-0.81,-0.37
897,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,25.0,1991.0,19.0,1259.0,66.0,41.1,14.0,15.0,,12.0,4.0,,10.0,1.32,17.0,22.0,-5.0,-0.36,-0.51
898,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,18.0,1997.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,17.0,1.0,2.0,2.0,0.0,0.0,-0.16
899,Boukary Dramé,sn SEN,"MF,DF",Atalanta,Serie A,31.0,1985.0,10.0,636.0,64.0,18.6,7.1,8.0,,6.0,2.0,,6.0,1.7,7.0,7.0,0.0,0.0,-0.68
