,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
255,Tom Bischof,Hoffenheim,1.4,0,0,0,1,1,1,7,1,4,0,0,0,8,1,0,100.0
256,Yves Bissouma,Tottenham,12.6,7,1,1,19,23,0,0,20,29,0,0,0,70,4,7,36.4
257,Leonardo Bittencourt,Werder Bremen,6.7,3,0,0,17,13,0,13,7,12,0,0,0,49,4,2,66.7
258,Marco Bizot,Brest,15.0,2,0,0,0,0,0,0,0,0,0,0,0,13,2,1,66.7
260,Antonio Blanco,Alavés,10.4,0,1,0,7,16,0,6,16,19,0,0,0,79,5,7,41.7
261,Ruben Blanco,Marseille,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
262,Ludovic Blas,Rennes,9.8,0,0,0,20,21,2,19,3,5,0,0,0,51,0,9,0.0
263,Janis Blaswich,RB Leipzig,14.0,0,0,0,0,2,0,0,0,1,0,0,0,31,5,1,83.3
264,Alexis Blin,Lecce,4.5,0,0,0,6,4,0,4,6,4,0,0,0,29,8,17,32.0
265,Daley Blind,Girona,15.0,3,0,0,9,5,0,6,12,8,0,0,0,78,18,15,54.5
266,Myron Boadu,Monaco,0.7,0,0,0,3,1,1,0,0,2,0,0,0,3,1,3,25.0
267,Benicio Boaitey,Brighton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
268,Oscar Bobb,Manchester City,0.8,0,0,0,1,2,0,1,0,0,0,0,0,5,0,0,0.0
269,Jeremie Boga,Nice,9.3,1,0,0,6,10,5,36,2,4,0,0,0,38,2,2,50.0
270,Jayden Bogle,Sheffield Utd,10.5,4,0,0,15,8,3,16,15,10,0,0,0,45,12,10,54.5
271,Emil Bohinen,Salernitana,5.9,1,0,0,5,6,0,2,14,6,0,0,0,42,11,10,52.4
272,Adama Bojang,Reims,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
273,Daniel Boloca,Sassuolo,12.1,3,1,0,11,6,0,3,11,18,0,1,0,94,8,7,53.3
274,Willy Boly,Nott'ham Forest,10.0,1,0,0,13,1,1,1,19,16,0,0,0,53,39,20,66.1
275,Giacomo Bonaventura,Fiorentina,12.8,4,0,0,7,12,0,27,4,5,0,0,0,65,4,9,30.8
276,Federico Bonazzoli,Hellas Verona,6.0,2,0,0,4,12,5,5,2,0,0,0,0,17,5,7,41.7
277,Warren Bondo,Monza,1.7,0,0,0,4,3,0,1,2,3,0,0,0,14,1,1,50.0
278,Giovanni Bonfanti,Atalanta,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
279,Victor Boniface,Leverkusen,13.1,2,0,0,10,16,13,3,0,4,0,0,0,24,22,13,62.9
280,Kevin Bonifazi,Bologna,1.0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0.0
281,Leonardo Bonucci,Union Berlin,4.9,0,0,0,2,1,0,6,7,5,0,1,0,31,5,7,41.7
282,Angelo Borges,Strasbourg,7.9,0,0,0,10,20,0,29,5,7,1,0,0,52,1,3,25.0
283,Neto Borges,Clermont Foot,11.0,0,1,0,7,11,3,32,24,11,1,0,0,70,16,16,50.0
284,Yvandro Borges Sanches,M'Gladbach,0.2,0,0,0,2,1,0,3,0,0,1,0,0,2,0,0,0.0
286,Sebastiaan Bornauw,Wolfsburg,3.4,1,0,0,9,0,1,1,3,2,0,0,1,19,1,3,25.0
287,Rafael Borre,Werder Bremen,7.6,0,0,0,15,4,13,9,1,5,0,0,0,18,16,20,44.4
288,Gennaro Borrelli,Frosinone,0.3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0.0
289,Adri Bosch,Granada,0.3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0.0
290,Erik Botheim,Salernitana,3.5,1,0,0,2,11,0,1,0,0,0,0,0,7,2,17,10.5
291,Sven Botman,Newcastle Utd,5.0,1,0,0,2,2,1,0,4,5,0,0,0,31,12,6,66.7
292,Ayyoub Bouaddi,Lille,0.4,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0.0
293,Badredine Bouanani,Nice,1.6,0,0,0,3,5,1,8,3,2,0,0,0,7,0,1,0.0
294,Hicham Boudaoui,Nice,7.1,3,0,0,9,11,0,10,4,9,1,0,0,35,8,10,44.4
295,Yassine Bounou,Sevilla,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
296,Mehdi Bourabia,Frosinone,1.5,1,0,0,3,0,1,1,0,0,0,0,0,9,2,1,66.7
297,Benjamin Bourigeaud,Rennes,13.6,1,0,0,4,10,1,92,13,10,0,0,0,55,5,9,35.7
298,Bilal Boutobba,Clermont Foot,3.1,1,0,0,4,10,1,31,2,4,0,0,0,20,4,5,44.4
299,Edoardo Bove,Roma,8.2,1,0,0,18,12,0,4,5,12,0,0,0,42,12,15,44.4
300,Jarrod Bowen,West Ham,15.0,1,0,0,13,19,10,31,11,11,0,0,0,59,20,36,35.7
301,Lucas Boye,Granada,10.8,3,1,0,27,14,4,4,3,11,0,0,0,47,22,24,47.8
302,Domagoj Bradaric,Salernitana,12.5,3,0,0,8,8,0,22,15,12,0,0,0,63,14,10,58.3
303,Bilal Brahimi,Nice,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0
304,Bilal Brahimi,Brest,1.8,1,0,0,2,3,1,17,0,0,0,0,0,9,1,0,100.0
305,Juan Brandariz,Almería,12.6,2,0,0,11,4,0,2,7,11,0,1,0,48,17,16,51.5
306,Julian Brandt,Dortmund,11.5,1,0,0,4,3,1,82,5,4,0,0,0,56,5,17,22.7
307,Jarrad Branthwaite,Everton,14.0,5,0,0,17,7,1,1,25,17,0,1,0,97,41,20,67.2
308,Lilian Brassier,Brest,12.7,6,1,1,15,10,1,4,26,8,0,1,0,90,28,12,70.0
309,Claudio Bravo,Betis,7.0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,100.0
310,Tim Breithaupt,Augsburg,2.9,2,0,0,4,2,0,0,1,3,0,0,0,18,5,6,45.5
312,Josip Brekalo,Fiorentina,5.6,0,0,0,9,6,0,19,1,6,0,0,0,21,0,4,0.0
313,Gleison Bremer,Juventus,14.9,3,0,0,24,8,1,0,20,16,0,0,0,79,39,25,60.9
314,Ben Brereton,Villarreal,2.6,2,0,0,5,4,2,3,0,2,0,0,0,11,1,2,33.3
315,Marco Brescianini,Frosinone,6.4,1,0,0,12,6,2,3,3,4,0,0,0,27,8,6,57.1
316,Maximilian Breunig,Freiburg,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
317,Rhian Brewster,Sheffield Utd,1.8,0,0,0,2,1,0,0,0,1,0,0,0,3,2,5,28.6
318,Armando Broja,Chelsea,2.6,0,0,0,2,4,5,0,0,0,1,0,0,5,1,5,16.7
319,Dylan Bronn,Salernitana,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
320,Andre Brooks,Sheffield Utd,1.8,0,0,0,1,2,0,3,5,2,0,0,0,7,3,2,60.0
321,David Brooks,Bournemouth,2.6,1,0,0,6,1,0,11,2,4,0,0,0,15,1,4,20.0
322,John Brooks,Hoffenheim,10.0,3,0,0,6,6,0,1,17,6,0,0,0,59,29,13,69.0
323,Moritz Broschinski,Bochum,2.9,0,0,0,9,0,2,1,0,2,0,0,0,7,5,28,15.2
324,Jacob Brown,Luton Town,8.7,3,0,0,16,12,6,10,7,10,0,0,0,43,31,41,43.1
325,Josh Brownhill,Burnley,12.7,2,0,0,15,14,1,33,22,20,0,0,0,65,20,15,57.1
326,Alexander Brunst,Darmstadt 98,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0
327,Jacob Bruun Larsen,Burnley,3.6,0,0,0,7,3,4,8,1,2,0,0,0,14,4,7,36.4
328,Ante Budimir,Osasuna,12.5,4,0,0,18,12,14,4,3,8,2,0,0,24,72,52,58.1
329,Hugo Bueno,Wolves,4.0,0,0,0,4,4,1,15,2,7,0,0,1,20,5,9,35.7
330,Santiago Bueno,Wolves,1.0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,2,33.3
331,Marius Bulter,Hoffenheim,7.2,1,0,0,8,8,3,43,4,3,0,1,0,42,16,20,44.4
332,Facundo Buonanotte,Brighton,3.3,3,0,0,7,13,0,2,2,4,0,0,0,14,2,5,28.6
333,Alessandro Buongiorno,Torino,11.3,2,0,0,32,14,1,1,26,18,1,1,0,66,34,23,59.6
334,Jonathan Burkardt,Mainz 05,1.1,0,0,0,0,4,1,3,1,0,0,0,0,4,0,3,0.0
335,Oliver Burke,Werder Bremen,0.4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0
336,Reece Burke,Luton Town,6.6,1,0,0,6,6,0,7,7,7,0,0,0,19,23,13,63.9
338,Dan Burn,Newcastle Utd,10.5,2,0,0,12,6,2,8,10,9,0,0,0,49,24,13,64.9
339,Rares-Catalin Burnete,Lecce,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
340,Mason Burstow,Chelsea,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
341,Marnon Busch,Heidenheim,1.3,0,0,0,1,2,0,8,2,1,0,0,0,6,1,3,25.0
342,Maxime Busi,Reims,1.3,1,0,0,1,0,0,2,2,0,0,0,0,9,2,1,66.7
343,Aurelio Buta,Eint Frankfurt,9.4,3,0,0,12,9,1,28,6,13,0,0,0,41,9,12,42.9
344,Marcin Bulka,Nice,15.0,1,0,0,0,1,0,0,0,0,0,0,0,22,3,0,100.0
345,Jamie Bynoe-Gittens,Dortmund,2.9,0,0,0,2,7,0,2,2,1,0,0,0,12,1,3,25.0
346,Juan Cabal,Hellas Verona,0.3,0,0,0,1,0,0,4,0,0,0,0,0,2,1,0,100.0
347,Remy Cabella,Lille,9.5,0,0,0,7,19,1,36,3,22,0,0,0,40,4,8,33.3
348,Jovane Cabral,Salernitana,7.3,1,0,0,17,12,6,14,1,8,0,1,0,28,5,14,26.3
349,Liberato Cacace,Empoli,9.1,3,0,0,10,10,0,15,10,10,0,0,0,60,8,11,42.1
350,Anthony Caci,Mainz 05,12.8,3,0,0,12,10,0,24,15,8,0,0,0,79,18,15,54.5
351,Moises Caicedo,Chelsea,12.2,3,0,0,24,18,0,4,11,14,0,1,0,66,10,5,66.7
352,Tom Cairney,Fulham,5.4,0,0,0,7,11,0,5,2,6,1,0,0,34,2,2,50.0
353,Jens Cajuste,Napoli,3.1,4,0,0,12,3,1,1,1,10,0,1,0,13,6,9,40.0
354,Davide Calabria,Milan,11.0,3,1,1,9,6,0,19,19,13,0,0,0,47,3,8,27.3
355,Riccardo Calafiori,Bologna,10.3,1,0,0,12,7,1,4,20,11,0,2,0,77,22,11,66.7
356,Luca Caldirola,Monza,12.9,3,1,1,16,11,0,1,18,7,0,1,0,32,14,11,56.0
357,Duje Caleta-Car,Lyon,5.2,1,0,0,6,0,0,0,4,2,0,0,0,22,11,2,84.6
358,Hakan Calhanoglu,Inter,13.5,3,0,0,27,12,0,57,8,20,0,0,0,94,18,9,66.7
359,Jose Callejon,Granada,5.6,0,0,0,8,12,2,16,1,4,0,0,0,31,4,6,40.0
360,Dominic Calvert-Lewin,Everton,9.0,1,0,0,12,6,5,2,1,2,0,0,0,20,53,61,46.5
361,Lamine Camara,Metz,12.5,1,0,0,23,22,1,52,15,23,0,0,0,91,3,12,20.0
362,Mahdi Camara,Brest,10.0,4,0,0,18,13,0,19,15,16,1,0,0,42,15,15,50.0
364,Mohamed Camara,Monaco,7.3,4,0,0,16,14,0,0,8,12,0,0,0,53,3,5,37.5
365,Francesco Camarda,Milan,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
366,Eduardo Camavinga,Real Madrid,8.3,3,0,0,22,23,0,4,14,19,0,0,0,66,4,5,44.4
367,Nicolo Cambiaghi,Empoli,9.6,0,0,0,23,26,1,48,6,13,1,0,0,46,2,10,16.7
368,Andrea Cambiaso,Juventus,8.7,4,0,0,15,10,1,24,2,11,1,0,0,38,6,5,54.5
369,Axel Camblan,Brest,0.8,2,0,0,2,0,0,0,0,1,0,0,0,2,0,6,0.0
370,Sergio Camello,Rayo Vallecano,6.4,2,0,0,8,4,2,1,1,1,0,0,0,19,3,14,17.6
371,Emre Can,Dortmund,8.6,3,0,0,13,9,0,1,9,20,0,0,0,60,11,7,61.1
372,Matteo Cancellieri,Empoli,10.0,4,0,0,16,29,6,30,3,16,0,1,0,38,11,41,21.2
373,Joao Cancelo,Barcelona,12.0,3,0,0,13,14,2,38,6,25,0,0,0,79,9,15,37.5
374,Fali Cande,Metz,11.4,1,0,0,8,6,0,5,12,13,0,1,0,56,20,8,71.4
375,Antonio Candreva,Salernitana,11.8,1,0,0,1,17,13,80,5,5,0,0,0,37,0,1,0.0
376,Thomas Cannon,Everton,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
377,Sergi Canos,Valencia,3.5,0,0,0,3,6,0,4,5,3,0,0,0,22,4,2,66.7
378,Luigi Canotto,Frosinone,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
379,Etienne Capoue,Villarreal,11.0,4,0,0,10,31,2,2,14,14,1,0,0,62,18,9,66.7
380,Gianluca Caprari,Monza,2.8,0,0,0,2,3,2,6,2,1,0,0,0,11,0,4,0.0
381,Elia Caprile,Empoli,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
382,Francesco Caputo,Empoli,10.6,0,0,0,7,12,14,1,0,0,0,0,0,14,7,17,29.2
383,Maxence Caqueret,Lyon,14.7,1,0,0,18,11,0,64,27,24,0,0,0,115,5,6,45.5
384,Andrea Carboni,Monza,7.8,0,0,0,6,2,1,7,5,10,0,0,0,31,13,7,65.0
385,Valentin Carboni,Monza,1.6,1,0,0,2,4,0,4,1,2,0,0,0,13,1,1,50.0
386,Isaac Carcelen,Cádiz,13.6,1,0,0,11,19,3,20,10,13,0,0,0,58,15,20,42.9
387,Irvin Cardona,Augsburg,0.6,1,0,0,1,0,0,6,0,1,0,0,0,1,1,2,33.3
388,Marc Cardona,Las Palmas,4.1,1,0,0,8,10,10,2,1,3,1,0,0,12,4,9,30.8
390,Sergi Cardona,Las Palmas,14.3,6,0,0,23,29,1,42,27,28,0,0,0,100,27,13,67.5
391,Igor Carioca,Lorient,0.9,1,0,0,4,1,0,9,2,3,0,2,0,5,1,1,50.0
392,Carlos,Inter,5.0,1,0,0,7,2,0,18,5,8,0,0,0,28,20,6,76.9
393,Diego Carlos,Aston Villa,7.1,1,0,0,5,2,1,0,5,8,0,0,0,33,8,9,47.1
394,Carmona,Getafe,5.3,3,0,0,15,10,1,5,4,7,0,0,0,32,10,11,47.6
395,Marco Carnesecchi,Atalanta,5.0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,1,50.0
396,Yannick Carrasco,Atlético Madrid,2.5,0,0,0,2,2,1,8,1,4,0,0,0,15,0,1,0.0
397,Rasmus Carstensen,Köln,10.5,2,1,1,14,8,3,33,12,12,0,0,0,49,12,11,52.2
398,Dani Carvajal,Real Madrid,12.1,1,0,0,16,9,0,26,14,16,0,0,0,63,7,10,41.2
399,Fabio Carvalho,RB Leipzig,1.7,0,0,0,0,2,0,6,0,1,0,0,0,10,1,3,25.0
400,William Carvalho,Betis,2.2,0,0,0,2,3,0,2,2,4,0,0,0,23,4,1,80.0
401,Nicolo Casale,Lazio,7.0,0,0,0,2,0,0,0,3,3,0,0,0,37,10,10,50.0
402,Casemiro,Manchester Utd,7.2,1,0,0,11,5,2,6,5,12,0,0,0,43,13,11,54.2
403,Matty Cash,Aston Villa,12.3,4,0,0,14,14,0,12,13,18,0,0,1,61,4,9,30.8
404,Josue Casimir,Le Havre,10.1,3,0,0,11,12,1,15,5,8,0,0,0,59,8,7,53.3
405,Giuseppe Caso,Frosinone,3.7,2,0,0,4,9,1,2,0,3,0,0,0,11,0,2,0.0
406,Cristian Casseres Jr.,Toulouse,9.9,1,0,0,23,17,0,4,14,16,0,1,0,60,12,13,48.0
407,Timothy Castagne,Fulham,11.4,1,0,0,10,3,0,24,20,9,0,0,0,50,13,10,56.5
408,Koen Casteels,Wolfsburg,11.0,1,0,0,0,2,0,0,0,1,0,0,0,17,4,0,100.0
409,Valentin Castellanos,Lazio,5.5,0,0,0,14,10,5,2,1,7,0,0,0,17,17,18,48.6
410,Jean-Charles Castelletto,Nantes,13.0,4,0,0,16,8,1,6,16,11,0,2,0,79,25,14,64.1
411,Samu Castillejo,Sassuolo,3.9,0,0,0,6,10,1,20,0,8,0,0,0,24,2,7,22.2
412,Jonny Castro,Wolves,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
413,Danilo Cataldi,Lazio,7.2,3,0,0,9,4,0,22,10,1,0,0,0,61,5,1,83.3
414,Catena,Osasuna,13.9,5,1,0,22,8,1,0,9,9,0,1,0,70,28,12,70.0
416,Maximiliano Caufriez,Clermont Foot,8.9,3,1,1,17,6,0,1,8,15,0,0,0,37,5,7,41.7
417,Ivan Cavaleiro,Lille,8.1,1,0,0,9,7,2,27,5,5,0,0,0,30,14,18,43.8
418,Dani Ceballos,Real Madrid,1.5,1,0,0,4,4,0,2,0,2,0,0,0,9,0,0,0.0
419,Emil Ceide,Sassuolo,1.1,0,0,0,1,1,0,1,0,0,0,0,0,5,0,1,0.0
420,Zeki Celik,Roma,1.2,0,0,0,4,0,0,2,1,5,0,0,0,6,2,2,50.0
421,Alex Centelles,Almería,2.5,0,0,0,2,2,0,15,4,1,0,0,0,7,3,0,100.0
422,Vaclav Cerny,Wolfsburg,6.0,2,0,0,3,0,1,22,6,2,0,0,0,34,1,4,20.0
423,Michele Cerofolini,Frosinone,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
424,Franco Cervi,Celta Vigo,2.2,1,0,0,4,10,1,6,2,3,0,0,0,21,3,2,60.0
425,Julio Cesar Enciso,Brighton,0.8,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0.0
426,Julian Chabot,Köln,12.7,2,0,0,10,13,1,2,23,19,0,0,0,74,38,20,65.5
427,Fares Chaibi,Toulouse,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0
428,Fares Chaibi,Eint Frankfurt,8.5,1,0,0,7,4,3,53,2,8,0,0,0,24,4,29,12.1
429,Muhammed Cham,Clermont Foot,13.7,2,0,0,13,25,1,53,1,9,0,0,0,60,3,11,21.4
430,Brendan Chardonnet,Brest,14.0,2,0,0,17,11,0,7,15,14,0,0,0,76,30,18,62.5
431,Pep Chavarria,Rayo Vallecano,1.2,1,0,0,3,2,0,13,1,2,0,0,0,4,3,3,50.0
432,Walid Cheddira,Frosinone,8.3,0,0,0,7,11,7,2,0,1,1,0,0,9,12,25,32.4
433,Rayan Cherki,Lyon,10.2,0,0,0,6,16,0,24,3,3,0,0,0,46,1,4,20.0
434,Youssef Chermiti,Everton,0.6,1,0,0,1,1,1,0,0,0,0,0,0,4,7,8,46.7
435,Lucas Chevalier,Lille,15.0,0,0,0,1,3,0,0,0,0,0,1,0,24,0,0,0.0
436,Fabio Chiarodia,M'Gladbach,0.7,0,0,0,1,0,0,0,1,2,0,1,0,2,4,3,57.1
437,Federico Chiesa,Juventus,11.2,1,0,0,4,20,3,37,4,3,0,0,0,31,0,2,0.0
438,Ben Chilwell,Chelsea,3.7,3,0,0,6,7,1,21,3,4,0,0,0,18,7,7,50.0
439,Pedro Chirivella,Nantes,13.9,2,0,0,13,12,0,4,15,11,0,0,0,80,5,8,38.5
440,Tahith Chong,Luton Town,7.6,3,0,0,7,25,2,10,3,8,0,0,0,46,2,8,20.0
442,Joris Chotard,Montpellier,13.6,4,0,0,17,7,0,12,22,33,0,1,0,121,14,15,48.3
443,Andreas Christensen,Barcelona,10.7,1,0,0,4,3,0,0,10,6,0,0,0,54,24,9,72.7
444,Oliver Christensen,Fiorentina,2.0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0.0
445,Ryan Christie,Bournemouth,13.7,1,0,0,14,17,2,29,17,19,0,1,0,82,7,17,29.2
446,Carney Chukwuemeka,Chelsea,1.4,2,0,0,2,1,0,1,0,1,0,0,0,4,0,2,0.0
447,Samuel Chukwueze,Milan,5.6,0,0,0,5,4,2,11,4,4,0,0,0,28,5,12,29.4
448,Victor Chust,Cádiz,2.1,0,1,0,2,1,0,0,2,3,0,0,0,7,1,1,50.0
449,Pathe Ciss,Rayo Vallecano,9.1,3,0,0,13,16,1,2,17,10,0,0,0,60,24,23,51.1
450,Ibrahim Cissoko,Toulouse,1.4,1,0,0,0,2,1,6,1,1,0,0,0,4,0,2,0.0
451,Patrick Ciurria,Monza,11.9,2,0,0,18,9,4,37,6,9,0,1,0,41,4,5,44.4
452,Jordan Clark,Luton Town,0.9,1,0,0,2,1,0,0,0,0,0,0,0,4,1,0,100.0
453,Alexis Claude-Maurice,Nice,0.9,0,0,0,8,2,0,1,0,3,0,0,0,6,0,1,0.0
454,Jonathan Clauss,Marseille,12.9,1,1,0,5,7,2,88,18,15,0,0,0,69,7,12,36.8
455,Silvi Clua,Girona,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
456,Nathaniel Clyne,Crystal Palace,3.2,0,0,0,2,0,0,0,0,2,0,0,0,13,2,1,66.7
457,Marcus Coco,Nantes,8.2,1,0,0,7,14,0,18,10,13,0,0,0,40,11,12,47.8
458,Saul Coco,Las Palmas,10.4,2,0,0,10,10,0,0,10,8,0,0,0,54,24,16,60.0
459,Seamus Coleman,Everton,0.7,0,0,0,0,1,0,3,1,2,0,0,0,1,0,0,0.0
460,Maxime Colin,Metz,7.1,1,0,0,3,2,0,11,7,7,0,0,0,37,2,4,33.3
461,Nathan Collins,Brentford,11.1,2,0,0,4,4,1,1,18,7,0,0,0,64,33,18,64.7
462,Lorenzo Colombo,Monza,10.1,1,0,0,14,14,5,1,0,10,0,0,0,25,13,35,27.1
463,Andrea Colpani,Monza,12.4,0,0,0,14,19,0,53,4,3,0,0,0,34,4,9,30.8
464,Levi Colwill,Chelsea,13.3,2,0,0,16,9,4,10,17,18,0,0,0,68,34,12,73.9
465,Kingsley Coman,Bayern Munich,9.3,1,0,0,5,17,1,38,2,6,0,0,0,34,2,4,33.3
466,Eray Comert,Nantes,11.3,2,0,0,9,16,0,1,21,12,0,1,0,63,7,12,36.8
468,Santi Comesana,Villarreal,4.3,4,0,0,12,5,0,2,5,8,0,0,0,18,4,3,57.1
469,Pietro Comuzzo,Fiorentina,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
470,Andrea Consigli,Sassuolo,13.0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,0,100.0
471,Bambase Conte,Hoffenheim,0.0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0.0
472,Lewis Cook,Bournemouth,10.8,1,1,0,15,6,0,34,31,16,0,0,0,85,15,7,68.2
473,Copete,Mallorca,5.9,3,0,0,8,3,0,4,7,8,0,1,0,37,3,7,30.0
474,Diego Coppola,Hellas Verona,5.1,3,0,0,9,2,0,0,8,7,0,0,0,33,20,12,62.5
475,Francis Coquelin,Villarreal,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,100.0
476,Tommaso Corazza,Bologna,1.6,1,0,0,1,2,0,4,4,3,0,0,0,7,0,1,0.0
477,Jeppe Corfitzen,Lecce,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
478,Jack Cork,Burnley,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0.0
479,Maxwel Cornet,West Ham,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
480,Jesus Corona,Sevilla,0.2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0.0
481,Angel Correa,Atlético Madrid,5.2,0,0,0,3,8,3,12,1,4,0,0,0,17,1,5,16.7
482,Joaquin Correa,Marseille,3.8,2,0,0,6,4,0,0,1,3,0,0,0,15,2,4,33.3
483,Thierry Correia,Valencia,13.3,2,0,0,22,21,1,32,27,27,0,1,0,104,7,18,28.0
484,Oscar Cortes,Lens,0.1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0
485,Danny da Costa,Mainz 05,7.2,1,0,0,5,4,0,30,12,7,0,1,0,44,7,12,36.8
486,David Pereira da Costa,Lens,2.0,0,0,0,0,4,0,13,2,2,1,0,0,13,0,0,0.0
487,Jaume Costa,Mallorca,8.7,4,0,0,18,10,0,25,9,11,0,0,0,48,7,8,46.7
488,Logan Costa,Toulouse,14.1,3,0,0,17,4,1,4,8,15,0,0,0,77,33,14,70.2
489,Samu Costa,Mallorca,13.6,3,0,0,35,29,5,16,23,26,0,1,0,98,31,18,63.3
490,Benoit Costil,Salernitana,4.0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0.0
491,Vladimir Coufal,West Ham,16.0,3,0,0,16,16,1,49,23,26,0,0,0,76,15,23,39.5
492,Lassana Coulibaly,Salernitana,9.2,3,0,0,16,17,0,2,8,16,0,0,0,51,13,14,48.1
494,Mamadou Coulibaly,Salernitana,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
495,Philippe Coutinho,Aston Villa,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
496,Yan Couto,Girona,9.5,4,0,0,14,12,3,49,3,13,0,0,0,58,3,9,25.0
497,Nicolas Cozza,Wolfsburg,2.4,1,0,0,1,0,0,2,4,5,0,0,0,12,3,7,30.0
498,Alessio Cragno,Sassuolo,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
499,Aaron Cresswell,West Ham,1.4,1,0,0,0,2,0,3,0,0,0,0,0,6,1,1,50.0
500,Bryan Cristante,Roma,15.0,3,0,0,31,6,2,7,14,16,0,1,0,99,38,25,60.3
501,Juan Cruz Armada,Osasuna,9.1,2,0,0,11,3,1,14,4,6,0,0,0,40,4,4,50.0
502,Juan Cruz,Hellas Verona,0.9,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,33.3
503,Juan Cruz,Betis,0.8,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,100.0
504,Juan Cuadrado,Inter,1.7,1,0,0,2,6,1,11,0,3,0,0,0,9,0,0,0.0
505,Marc Cucurella,Chelsea,7.8,5,0,0,11,13,1,5,12,17,0,1,0,45,10,9,52.6
506,Jorge Cuenca,Villarreal,9.1,1,0,0,10,8,0,0,11,11,0,0,0,34,29,13,69.0
507,Josh Cullen,Burnley,9.4,5,0,0,14,23,0,4,7,11,0,0,0,65,5,8,38.5
508,Matheus Cunha,Wolves,14.8,2,0,0,15,27,3,10,8,9,0,0,0,58,9,17,34.6
509,Marvin Cuni,Frosinone,5.1,0,0,0,9,10,2,2,1,3,1,0,0,15,14,22,38.9
510,Eric Curbelo,Las Palmas,1.0,0,0,0,0,0,0,0,2,1,0,0,0,10,0,1,0.0
511,Tomas Cvancara,M'Gladbach,7.0,3,0,0,5,10,3,0,0,2,0,0,0,14,13,21,38.2
512,Danilo D'Ambrosio,Monza,8.1,3,1,1,12,6,1,4,8,17,0,0,0,40,12,9,57.1
513,Finn Dahmen,Augsburg,14.0,2,0,0,0,4,0,0,0,0,0,0,1,31,3,0,100.0
514,Mahmoud Dahoud,Brighton,5.0,1,1,0,6,2,0,3,1,4,0,0,0,26,0,5,0.0
515,Ameen Al-Dakhil,Burnley,9.5,1,0,0,6,4,0,2,8,4,0,1,1,45,11,18,37.9
