,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
718,Mouctar Diakhaby,Valencia,23.1,4,1,0,21,8,4,1,27,8,0,1,0,112,45,24,65.2
719,Abdou Diallo,Paris S-G,16.6,3,2,1,17,9,1,12,25,11,0,1,0,96,23,13,63.9
720,Amad Diallo,Manchester Utd,1.8,0,0,0,2,4,0,0,0,3,0,0,0,13,1,2,33.3
721,Amad Diallo,Atalanta,0.2,1,0,0,1,2,0,0,0,0,0,0,0,2,1,0,100.0
722,Habib Diallo,Strasbourg,25.8,2,0,0,24,25,13,17,13,6,0,0,0,74,94,101,48.2
723,Habib Diallo,Metz,1.6,0,0,0,2,2,2,0,0,1,0,0,0,4,9,14,39.1
724,Ibrahima Diallo,Southampton,11.3,3,0,0,22,11,0,7,10,16,0,1,0,71,10,17,37.0
725,Ibrahima Diallo,Brest,4.9,1,0,0,8,8,0,3,3,9,0,0,0,35,1,3,25.0
726,Amadou Diambo,Benevento,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
728,Grady Diangana,West Brom,13.7,0,0,0,11,35,4,20,16,19,0,0,0,69,22,33,40.0
729,Stephane Diarra,Lorient,2.2,1,0,0,4,3,3,14,4,0,0,0,0,14,0,3,0.0
730,Ruben Dias,Manchester City,31.6,4,0,0,21,20,1,2,35,13,0,2,1,135,61,39,61.0
731,Krepin Diatta,Monaco,4.3,3,0,0,3,8,3,12,4,3,0,0,0,16,7,5,58.3
732,Amadou Diawara,Roma,7.3,4,1,1,17,4,0,0,12,8,0,0,0,43,3,3,50.0
733,Brahim Diaz,Milan,13.6,2,0,0,14,29,0,16,2,10,1,0,0,56,4,27,12.9
734,Victor Diaz,Granada,9.2,3,0,0,10,1,0,33,16,10,0,1,0,55,17,15,53.1
735,Daniel Didavi,Stuttgart,10.8,2,0,0,16,13,4,35,3,6,0,0,0,37,11,10,52.4
736,Bamba Dieng,Marseille,1.4,0,0,0,2,2,3,1,0,3,1,0,0,3,3,6,33.3
737,Eric Dier,Tottenham,28.0,3,0,0,16,12,0,5,23,14,0,2,0,139,85,58,59.4
738,Daan Dierckx,Parma,5.2,1,0,0,5,0,1,0,13,4,0,0,0,16,4,9,30.8
739,Lucas Digne,Everton,29.8,2,1,0,33,22,4,215,31,38,0,0,0,141,92,42,68.7
740,Mitchell Dijks,Bologna,16.5,7,1,1,32,15,1,37,17,14,0,1,0,85,13,14,48.1
741,Javairo Dilrosun,Hertha BSC,5.9,0,0,0,7,11,1,9,4,3,0,0,0,28,1,6,14.3
742,Federico Dimarco,Hellas Verona,29.0,6,0,0,32,50,6,262,47,19,0,1,0,192,15,27,35.7
743,Junior Dina Ebimbe,Dijon,23.8,5,0,0,44,36,2,27,14,25,0,0,0,134,17,29,37.0
744,Tristan Dingome,Reims,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0
745,Eren Dinkci,Werder Bremen,1.2,0,1,0,1,0,1,0,2,1,0,0,0,8,3,2,60.0
746,Sinaly Diomande,Lyon,12.6,3,0,0,16,13,0,2,33,7,0,1,0,50,49,15,76.6
747,Lois Diony,Angers,19.4,2,0,0,22,35,5,38,5,10,1,0,0,34,46,77,37.4
748,Issa Diop,West Ham,15.3,3,0,0,8,8,1,0,22,14,0,0,1,58,24,18,57.1
749,Papakouli Diop,Eibar,25.8,9,2,1,41,20,2,10,39,29,0,0,0,183,86,70,55.1
750,Sofiane Diop,Monaco,22.5,4,0,0,33,56,4,39,31,34,0,0,0,148,18,32,36.0
751,Andy Diouf,Rennes,0.1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
752,Yehvann Diouf,Reims,1.5,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0.0
754,Assane Diousse,Saint-Étienne,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
755,Jonas Dirkner,Hertha BSC,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
756,Axel Disasi,Monaco,22.3,4,2,0,28,19,0,4,26,20,0,1,1,135,50,32,61.0
757,Tiago Djalo,Lille,9.7,4,1,1,15,9,1,6,9,13,0,0,0,65,10,7,58.8
758,Djene,Getafe,32.7,8,2,1,35,36,1,10,42,39,1,2,0,236,67,39,63.2
759,Moussa Djenepo,Southampton,13.8,5,0,0,29,39,3,9,10,27,1,1,0,68,11,31,26.2
760,Koffi Djidji,Crotone,16.9,4,0,0,22,2,1,5,28,28,0,0,0,85,27,22,55.1
761,Alexander Djiku,Strasbourg,28.4,8,0,0,50,36,2,8,91,41,0,2,0,152,53,36,59.6
762,Berat Djimsiti,Atalanta,29.2,8,0,0,31,26,1,9,62,29,0,0,0,192,76,31,71.0
763,Marko Dmitrovic,Eibar,34.7,0,0,0,0,4,0,0,0,3,0,0,0,59,8,0,100.0
764,Ritsu Doan,Arminia,30.8,1,0,0,30,64,5,138,31,31,1,0,0,140,18,47,27.7
765,Mihai Dobre,Dijon,5.9,0,0,0,5,6,1,4,10,5,0,0,0,32,11,10,52.4
766,Matt Doherty,Tottenham,13.8,4,1,1,20,12,0,31,23,15,0,1,0,57,49,25,66.2
767,Jeremy Doku,Rennes,25.7,1,1,0,37,69,6,57,11,25,0,0,0,140,9,14,39.1
768,Kasper Dolberg,Nice,21.4,2,0,0,21,49,5,3,6,2,0,0,0,43,21,19,52.5
769,Keagan Dolly,Montpellier,5.0,2,0,0,6,3,2,13,5,2,0,0,0,15,1,7,12.5
770,Jaume Domenech,Valencia,28.0,1,0,0,0,1,0,0,0,1,0,0,0,28,4,0,100.0
771,Carlos Dominguez,Celta Vigo,4.0,2,0,0,7,2,0,0,6,4,0,0,0,10,11,12,47.8
772,Nicolas Dominguez,Bologna,13.9,8,0,0,23,15,1,11,24,28,0,1,0,113,20,22,47.6
773,John Donald,Elche,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
774,Ji Dong-won,Mainz 05,0.7,1,0,0,3,1,0,0,2,1,0,0,0,4,4,4,50.0
775,Anastasios Donis,Reims,1.1,0,1,0,3,0,3,5,0,1,0,0,0,3,2,0,100.0
776,Gianluigi Donnarumma,Milan,37.0,1,0,0,0,2,0,0,1,0,0,0,0,60,8,1,88.9
777,Gabriel Dos Santos,Arsenal,22.2,4,1,1,23,26,0,2,26,15,0,1,0,118,57,40,58.8
778,Bas Dost,Eint Frankfurt,9.1,3,0,0,16,9,3,0,2,2,0,0,0,28,64,31,67.4
780,Abdoulaye Doucoure,Everton,27.1,6,0,0,23,12,0,9,39,32,0,0,0,186,38,19,66.7
781,Cheick Doucoure,Lens,29.2,8,0,0,45,15,0,3,52,47,0,0,0,220,25,22,53.2
782,Fode Doucoure,Reims,3.7,0,0,0,4,1,0,8,4,8,0,0,0,18,3,2,60.0
783,Mahamadou Doucoure,Nîmes,0.5,0,0,0,0,1,0,1,0,1,0,0,0,3,0,1,0.0
784,Cheick Doukoure,Levante,1.1,1,0,0,7,3,1,0,3,4,0,0,0,7,0,3,0.0
785,Idrissa Doumbia,Huesca,8.7,4,0,0,12,5,0,0,7,8,0,0,0,57,6,5,54.5
786,Moussa Doumbia,Reims,10.0,1,0,0,8,32,2,34,10,6,0,0,0,78,3,17,15.0
787,Souleyman Doumbia,Angers,24.7,8,0,0,33,16,0,64,42,33,1,1,1,139,23,21,52.3
788,Aleksandar Dragovic,Leverkusen,12.6,3,0,0,12,7,0,12,13,7,0,0,0,78,24,17,58.5
789,Bartlomiej Dragowski,Fiorentina,35.0,0,1,0,1,6,0,0,1,0,0,1,0,43,6,1,85.7
790,Denis Dragus,Crotone,2.0,1,0,0,4,4,2,2,1,1,0,0,0,10,1,4,20.0
791,Radu Dragusin,Juventus,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
792,Mouhamadou Drammeh,Reims,1.9,1,0,0,1,4,0,0,2,0,0,0,0,7,4,6,40.0
793,Julian Draxler,Paris S-G,11.8,3,0,0,8,13,4,29,14,6,0,0,0,46,4,3,57.1
794,Dominick Drexler,Köln,13.7,1,0,0,20,23,5,37,14,26,0,0,0,83,9,13,40.9
795,Matthieu Dreyer,Lorient,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0
796,Domingos Duarte,Granada,26.3,5,1,0,22,20,0,1,29,20,0,1,0,126,46,34,57.5
797,Leo Duarte,Milan,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.0
798,Oscar Duarte,Levante,22.9,2,0,0,34,6,2,1,36,13,0,1,0,111,71,47,60.2
799,Ruben Duarte,Alavés,28.3,5,1,1,41,39,0,110,66,30,0,1,0,120,45,27,62.5
800,Leo Dubois,Lyon,32.3,3,0,0,21,32,2,212,31,26,1,1,0,184,32,21,60.4
801,Martin Dubravka,Newcastle Utd,13.0,0,0,0,0,5,0,0,0,0,0,0,0,18,4,0,100.0
802,Ondrej Duda,Köln,28.2,8,1,1,54,55,5,133,19,14,0,0,0,148,33,62,34.7
803,Unai Dufur,Eibar,0.7,0,0,0,1,0,0,0,1,2,0,0,0,4,1,1,50.0
804,Haris Duljevic,Nîmes,8.6,1,0,0,9,12,1,18,8,9,0,0,0,56,11,23,32.4
806,Paul Dummett,Newcastle Utd,13.9,2,0,0,9,4,0,10,16,7,0,0,0,44,39,31,55.7
807,Alfred Duncan,Fiorentina,1.8,0,0,0,2,2,0,1,2,0,0,0,0,12,2,4,33.3
808,Alfred Duncan,Cagliari,11.9,2,0,0,16,12,0,12,16,10,0,0,0,77,8,12,40.0
809,Lewis Dunk,Brighton,32.6,5,2,0,22,20,2,1,32,15,0,0,1,223,78,37,67.8
810,Jimmy Dunne,Burnley,3.0,1,0,0,2,3,0,0,6,3,0,0,0,23,23,6,79.3
811,Erik Durm,Eint Frankfurt,16.4,1,0,0,9,14,1,48,29,13,0,0,0,98,21,19,52.5
812,Hugo Duro,Real Madrid,0.6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,16.7
813,Jean-Kevin Duverne,Brest,22.5,4,0,0,21,15,0,10,30,21,0,2,0,112,38,50,43.2
814,Paulo Dybala,Juventus,12.6,0,0,0,10,29,3,65,1,8,0,0,0,32,2,9,18.2
815,Edin Dzeko,Roma,20.3,2,0,0,25,37,10,16,1,6,1,0,0,28,82,54,60.3
816,Steeve-Mike Ebongue,Genoa,0.6,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0.0
817,Enzo Ebosse,Angers,2.9,1,0,0,3,4,0,4,2,3,0,0,0,14,2,2,50.0
818,Bruno Ecuele Manga,Dijon,38.0,3,0,0,17,26,1,2,57,38,0,1,0,257,125,65,65.8
819,Simone Edera,Torino,0.6,0,0,0,1,1,0,5,1,1,0,0,0,3,0,0,0.0
820,Ederson,Manchester City,36.0,3,0,0,1,4,0,0,0,1,0,0,0,47,6,1,85.7
821,Kyle Edwards,West Brom,1.3,0,0,0,1,1,0,1,1,2,0,0,0,7,0,0,0.0
822,John Egan,Sheffield Utd,29.2,7,1,0,29,10,0,4,41,21,0,0,0,129,80,56,58.8
823,Johannes Eggestein,Werder Bremen,0.4,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0.0
824,Maximilian Eggestein,Werder Bremen,32.7,5,0,0,31,39,1,17,43,42,0,0,0,169,36,45,44.4
825,Lilian Egloff,Stuttgart,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
826,Kingsley Ehizibue,Köln,12.6,5,0,0,19,15,2,38,18,19,0,1,0,72,19,15,55.9
827,Albin Ekdal,Sampdoria,25.5,9,0,0,49,57,0,2,49,29,0,1,0,188,34,28,54.8
828,Hugo Ekitike,Reims,1.0,1,0,0,3,1,0,0,0,1,0,0,0,1,3,4,42.9
829,Anthony Elanga,Manchester Utd,1.7,0,0,0,2,4,1,2,1,2,0,0,0,9,1,4,20.0
830,Niclas Eliasson,Nîmes,20.0,1,0,0,25,42,4,142,23,14,0,0,0,70,19,43,30.6
832,Elif Elmas,Napoli,8.2,3,0,0,10,8,1,5,2,4,0,0,0,36,2,10,16.7
833,Ahmed Elmohamady,Aston Villa,9.3,2,0,0,6,3,0,39,17,13,0,0,0,63,18,9,66.7
834,Mohamed Elneny,Arsenal,17.2,3,0,0,10,10,0,2,24,6,0,0,0,92,7,24,22.6
835,Aritz Elustondo,Real Sociedad,20.9,5,0,0,22,27,1,5,15,16,0,1,1,107,62,34,64.6
836,Nico Elvedi,M'Gladbach,28.2,1,0,0,13,14,1,0,65,35,0,0,0,179,75,58,56.4
837,Rodrigo Ely,Alavés,5.2,1,0,0,8,2,0,0,7,2,0,0,0,18,14,5,73.7
838,Breel Embolo,M'Gladbach,16.0,4,0,0,34,54,11,6,8,10,3,0,0,50,36,49,42.4
839,Emerson,Betis,33.2,9,1,0,57,73,3,90,61,52,1,1,1,165,58,35,62.4
840,Renaud Emond,Nantes,3.9,1,0,0,5,13,0,2,0,0,1,0,0,6,15,26,36.6
841,Alan Empereur,Hellas Verona,2.4,1,0,0,3,1,0,0,6,0,0,0,0,7,2,3,40.0
842,Youssef En-Nesyri,Sevilla,25.7,2,0,0,26,35,25,13,8,11,1,0,0,43,96,78,55.2
843,Keita Endo,Union Berlin,5.1,0,0,0,9,13,2,9,6,3,0,0,0,26,5,9,35.7
844,Wataru Endo,Stuttgart,32.8,5,0,0,45,52,0,2,51,44,1,0,0,249,67,47,58.8
845,Sergi Enrich,Eibar,15.6,1,0,0,31,19,8,8,6,15,1,0,0,57,87,92,48.6
846,Christian Eriksen,Inter,15.4,1,0,0,13,4,1,103,9,6,0,1,0,109,8,6,57.1
847,Martin Erlic,Spezia,20.0,6,0,0,37,12,0,2,41,14,0,0,0,100,44,36,55.0
848,Patrick Erras,Werder Bremen,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,63.6
849,Gonzalo Escalante,Lazio,8.1,5,0,0,14,8,0,4,19,13,0,0,0,67,12,18,40.0
850,Aaron Escandell,Granada,5.0,1,0,0,0,0,0,0,0,1,0,0,0,12,1,0,100.0
851,Dani Escriche,Huesca,9.5,5,1,0,19,16,6,8,8,7,1,0,0,54,17,22,43.6
852,Sergio Escudero,Sevilla,6.3,3,0,0,8,7,1,21,9,8,0,0,0,26,8,7,53.3
853,Alfonso Espino,Cádiz,28.9,6,0,0,33,21,3,80,41,48,0,0,0,178,36,37,49.3
854,Vicente Esquerdo,Valencia,2.6,1,0,0,3,0,0,3,8,4,0,0,0,22,0,3,0.0
855,Nahuel Estevez,Spezia,19.6,7,0,0,33,22,0,91,20,5,0,0,0,116,13,18,41.9
856,Pervis Estupinan,Villarreal,13.0,1,0,0,24,20,6,65,35,17,1,1,0,86,10,11,47.6
858,Yoann Etienne,Lorient,1.0,1,0,0,2,1,0,5,1,0,0,0,0,6,2,1,66.7
859,Xabier Etxeita,Getafe,9.8,3,0,0,14,2,0,0,13,4,0,0,1,47,20,22,47.6
860,Jonny Evans,Leicester City,27.5,7,0,0,18,12,1,0,46,12,0,0,1,190,92,36,71.9
861,Edu Exposito,Eibar,27.3,4,0,0,29,27,0,84,22,30,0,0,0,206,33,34,49.3
862,Valentin Eysseric,Fiorentina,8.1,2,0,0,12,11,0,33,7,8,0,0,0,40,10,9,52.6
863,Eberechi Eze,Crystal Palace,28.4,3,0,0,18,72,1,86,24,14,0,0,0,178,12,29,29.3
864,Jokin Ezkieta,Athletic Club,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
865,Lukasz Fabianski,West Ham,35.0,2,0,0,1,2,0,0,1,0,0,1,0,28,3,0,100.0
866,Fabinho,Liverpool,28.5,6,0,0,29,27,0,1,44,31,1,2,0,208,54,52,50.9
867,Fabio,Nantes,16.7,5,1,1,36,12,1,32,37,37,1,2,0,75,39,34,53.4
868,Cesc Fabregas,Monaco,9.7,2,0,0,14,12,0,69,13,12,0,0,0,54,7,7,50.0
869,Bandiougou Fadiga,Paris S-G,0.7,1,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0.0
870,Bandiougou Fadiga,Brest,0.5,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0.0
871,Wout Faes,Reims,32.2,13,2,1,23,15,0,0,68,22,0,2,0,163,57,39,59.4
872,Nicolo Fagioli,Juventus,0.2,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1,50.0
873,Ralf Fahrmann,Schalke 04,20.8,2,0,0,0,4,0,0,1,1,0,0,0,28,7,0,100.0
874,Romain Faivre,Brest,32.1,0,0,0,35,72,0,138,30,27,0,1,1,230,15,27,35.7
875,Fali,Cádiz,29.3,11,0,0,20,23,0,19,32,25,0,1,0,109,36,37,49.3
876,Iago Falque,Benevento,4.0,0,0,0,0,3,0,30,0,2,0,0,0,27,1,5,16.7
877,Andri Fannar Baldursson,Bologna,2.4,2,0,0,7,3,1,0,3,6,0,0,0,8,3,6,33.3
878,Paolo Farago,Bologna,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
879,Paolo Farago,Cagliari,4.1,2,0,0,7,1,0,11,6,9,0,0,0,19,5,1,83.3
880,Davide Faraoni,Hellas Verona,32.1,8,0,0,47,38,9,62,49,33,0,0,0,227,42,34,55.3
881,Mohamed Fares,Lazio,12.7,5,0,0,28,7,2,60,16,15,0,1,0,68,10,15,40.0
882,Diego Farias,Spezia,16.8,5,0,0,18,15,2,21,13,5,0,0,0,59,8,4,66.7
884,Wuilker Farinez,Lens,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
885,Noah Fatar,Angers,0.2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0.0
886,Ansu Fati,Barcelona,4.8,1,0,0,6,11,2,4,3,4,2,0,0,13,2,4,33.3
887,Julien Faussurier,Brest,10.6,2,0,0,12,6,1,52,9,11,0,1,0,63,8,8,50.0
888,Andrea Favilli,Hellas Verona,3.8,1,0,0,14,8,9,0,0,1,0,0,0,8,17,27,38.6
889,Federico Fazio,Roma,4.5,2,0,0,6,3,0,4,7,2,0,1,0,20,17,12,58.6
890,Nabil Fekir,Betis,29.1,5,1,0,79,93,13,115,8,23,3,0,0,103,26,61,29.9
891,Felipe,Atlético Madrid,22.9,8,0,0,29,14,0,1,36,17,0,0,1,126,75,26,74.3
892,Luiz Felipe,Lazio,10.1,5,0,0,14,8,1,2,21,20,0,0,0,58,14,16,46.7
893,Joao Felix,Atlético Madrid,17.5,6,0,0,16,48,5,11,5,4,1,0,0,63,21,31,40.4
894,Ohis Felix Uduokhai,Augsburg,29.0,5,0,0,23,25,0,5,54,24,0,1,1,143,100,51,66.2
895,Zinedine Ferhat,Nîmes,32.9,2,0,0,23,66,9,124,32,21,3,0,0,145,71,67,51.4
896,Bruno Fernandes,Manchester Utd,34.4,6,0,0,43,52,3,166,26,30,0,1,0,162,15,41,26.8
897,Edimilson Fernandes,Mainz 05,9.3,1,0,0,7,5,1,26,29,4,0,0,0,62,6,5,54.5
898,Aitor Fernandez,Levante,29.0,0,0,0,0,2,0,0,2,0,0,0,0,51,3,1,75.0
899,Alex Fernandez,Cádiz,21.6,1,0,0,11,31,0,123,22,9,0,0,0,130,21,22,48.8
900,Alvaro Fernandez,Huesca,22.0,0,0,0,0,3,0,0,2,1,0,0,0,31,5,0,100.0
901,Andres Fernandez,Huesca,16.0,0,0,0,0,4,0,0,0,0,0,0,0,18,3,1,75.0
902,Augusto Fernandez,Cádiz,4.1,1,0,0,5,2,0,1,9,3,0,0,0,20,4,3,57.1
903,Carlos Fernandez,Sevilla,1.6,0,0,0,4,7,0,0,1,0,0,0,0,7,4,8,33.3
904,Carlos Fernandez,Real Sociedad,4.3,5,0,0,18,9,0,3,0,2,0,1,0,21,13,20,39.4
905,Federico Fernandez,Newcastle Utd,23.1,4,0,0,15,15,0,13,17,22,0,1,1,91,48,29,62.3
906,Joaquin Fernandez,Valladolid,23.0,8,0,0,28,13,3,1,43,16,1,1,0,101,46,53,46.5
907,Fernandinho,Manchester City,13.2,6,0,0,22,11,0,6,23,17,0,0,0,91,30,18,62.5
908,Fernando,Sevilla,28.3,6,0,0,40,16,1,1,41,28,0,0,0,191,54,37,59.3
910,Alex Ferrari,Sampdoria,9.8,3,0,0,9,10,0,4,23,15,0,0,0,55,17,8,68.0
911,David Ferreiro,Huesca,28.1,5,0,0,52,38,15,245,25,12,0,0,0,152,9,21,30.0
912,Salvador Ferrer,Spezia,13.2,4,0,0,15,7,0,57,24,10,0,1,0,78,25,16,61.0
913,Facundo Ferreyra,Celta Vigo,3.3,5,1,1,22,6,1,1,2,3,0,0,0,5,10,13,43.5
914,Jordan Ferri,Montpellier,28.6,6,0,0,52,34,0,27,8,40,0,0,0,231,20,24,45.5
915,Marco Festa,Crotone,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
916,Fidel,Elche,26.6,8,0,0,30,42,5,165,16,30,0,0,0,137,10,22,31.3
917,Sam Field,West Brom,0.7,0,0,0,2,1,0,0,2,5,0,0,0,7,3,2,60.0
918,Alfred Finnbogason,Augsburg,6.0,0,0,0,10,5,0,4,1,1,0,0,0,18,9,18,33.3
919,Roberto Firmino,Liverpool,31.5,2,0,0,22,16,4,14,11,15,0,0,0,109,22,74,22.9
920,Junior Firpo,Barcelona,3.2,2,0,0,9,6,3,4,4,1,0,0,0,15,3,1,75.0
921,John Fleck,Sheffield Utd,28.6,4,0,0,33,28,0,96,28,33,0,0,0,156,12,20,37.5
922,Mark Flekken,Freiburg,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
923,Florian Flick,Schalke 04,4.0,1,0,0,4,2,0,1,7,7,0,0,0,26,2,7,22.2
924,Alexis Flips,Reims,0.5,0,0,0,1,1,0,5,0,0,0,0,0,3,0,0,0.0
925,Alessandro Florenzi,Paris S-G,17.1,1,0,0,10,7,2,80,17,16,0,0,0,86,13,20,39.4
926,Kingsley Fobi,Granada,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0.0
927,Phil Foden,Manchester City,18.0,0,0,0,12,34,3,74,11,11,0,0,0,72,16,26,38.1
928,Mamadou Fofana,Metz,11.9,2,0,0,12,1,0,0,18,11,0,1,0,78,11,13,45.8
929,Seko Fofana,Lens,25.7,2,0,0,21,21,1,19,34,8,1,1,0,155,22,10,68.8
930,Wesley Fofana,Leicester City,25.1,7,0,0,37,29,2,2,61,37,1,1,0,181,88,60,59.5
931,Wesley Fofana,Saint-Étienne,3.5,1,0,0,6,5,1,0,8,4,0,0,0,23,7,7,50.0
932,Youssouf Fofana,Monaco,31.9,10,1,1,47,33,0,37,34,51,0,1,0,236,19,17,52.8
933,Thomas Foket,Reims,36.9,4,0,0,33,34,4,59,69,43,1,0,1,181,28,42,40.0
934,Ramon Folch,Elche,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
936,Lamine Fomba,Nîmes,24.2,8,0,0,45,16,0,2,59,36,0,2,0,141,30,29,50.8
937,Thomas Fontaine,Lorient,3.6,0,0,0,1,3,0,0,5,2,0,1,0,12,2,5,28.6
938,Jose Fontan,Celta Vigo,7.2,3,1,1,17,3,1,9,13,9,0,0,0,29,5,6,45.5
939,Jose Fonte,Lille,35.4,7,0,0,30,13,0,12,36,29,1,1,1,199,79,28,73.8
940,Fernando Forestieri,Udinese,6.1,1,0,0,12,22,5,10,2,7,0,0,0,24,4,12,25.0
941,Pablo Fornals,West Ham,28.6,3,0,0,26,17,7,45,36,26,0,0,0,163,23,38,37.7
942,Emil Forsberg,RB Leipzig,17.1,0,0,0,15,25,7,41,11,6,2,0,0,48,8,22,26.7
943,Fraser Forster,Southampton,8.0,0,0,0,1,3,0,0,0,0,0,1,0,7,2,0,100.0
944,Philipp Forster,Stuttgart,16.8,4,0,0,25,21,4,21,15,13,0,0,0,86,4,15,21.1
945,Steven Fortes,Lens,15.9,7,1,1,26,9,0,1,27,20,0,0,1,76,36,22,62.1
946,Yassin Fortune,Angers,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
947,Timothy Fosu-Mensah,Manchester Utd,0.9,1,0,0,1,0,1,4,3,0,0,0,0,7,1,1,50.0
948,Timothy Fosu-Mensah,Leverkusen,4.5,2,0,0,5,4,0,9,7,2,0,0,0,24,8,2,80.0
949,Daam Foulon,Benevento,11.3,4,0,0,16,22,0,27,14,15,0,0,1,36,11,6,64.7
950,Dimitri Foulquier,Granada,29.6,7,0,0,30,24,3,54,26,21,0,1,1,134,20,31,39.2
951,Juan Foyth,Villarreal,13.0,6,0,0,20,14,0,1,19,22,0,1,0,64,29,19,60.4
952,Gianluca Frabotta,Juventus,7.7,5,0,0,12,2,0,32,14,4,0,0,0,43,12,14,46.2
953,Raphael Framberger,Augsburg,17.1,6,1,1,13,12,1,55,36,23,0,2,1,75,21,26,44.7
954,Tyrese Francois,Fulham,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
955,Ryan Fraser,Newcastle Utd,10.3,2,1,1,5,20,0,103,6,1,1,0,0,30,5,22,18.5
956,Fred,Manchester Utd,26.6,5,0,0,45,30,1,9,45,39,0,0,0,228,9,14,39.1
957,Ryan Fredericks,West Ham,6.3,2,0,0,11,10,1,23,11,5,0,0,0,30,6,13,31.6
958,Remo Freuler,Atalanta,30.1,5,0,0,38,31,1,19,39,39,0,0,0,258,17,24,41.5
959,Marco Friedl,Werder Bremen,30.9,6,0,0,31,30,0,27,55,34,0,0,0,166,29,25,53.7
960,Marvin Friedrich,Union Berlin,34.0,1,0,0,25,22,2,13,52,29,0,1,0,204,88,63,58.3
962,Jeremie Frimpong,Leverkusen,4.8,1,0,0,8,12,0,21,1,4,0,0,0,14,5,12,29.4
963,Jorge de Frutos,Levante,24.3,3,0,0,36,28,3,109,16,24,2,0,0,94,13,25,34.2
964,Christian Fuchs,Leicester City,7.8,4,0,0,14,5,0,11,16,7,0,1,0,42,19,13,59.4
965,Angelo Fulgini,Angers,30.3,4,0,0,29,133,3,100,15,13,0,0,0,164,20,44,31.3
966,Niclas Fullkrug,Werder Bremen,9.7,1,0,0,15,13,15,4,3,3,1,0,0,20,54,64,45.8
967,Ramiro Funes Mori,Villarreal,8.1,1,0,0,7,3,0,1,8,8,0,0,0,50,22,12,64.7
968,Darnell Furlong,West Brom,32.6,5,0,0,34,33,3,99,49,27,0,2,1,98,117,88,57.1
969,Daniel Fuzato,Roma,5.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
970,Baptiste Gabard,Saint-Étienne,1.5,1,0,0,2,3,0,0,1,3,0,0,0,3,3,4,42.9
971,Matteo Gabbia,Milan,6.2,2,0,0,5,5,0,0,3,5,0,0,0,33,17,10,63.0
972,Manolo Gabbiadini,Sampdoria,9.7,1,0,0,12,18,3,6,3,2,0,0,0,23,12,22,35.3
973,Mijat Gacinovic,Hoffenheim,9.1,5,0,0,13,7,0,27,18,10,0,0,0,61,5,11,31.3
974,Roberto Gagliardini,Inter,13.7,2,0,0,23,16,0,10,19,17,0,0,0,55,19,11,63.3
975,Riccardo Gagliolo,Parma,21.7,6,0,0,28,34,0,38,36,18,0,0,0,118,25,25,50.0
976,Adolfo Gaich,Benevento,8.5,1,0,0,24,19,3,1,2,4,0,1,0,16,14,39,26.4
977,Andrey Galabinov,Spezia,4.8,0,0,0,5,4,3,2,0,1,0,0,0,6,10,19,34.5
978,Javi Galan,Huesca,34.1,5,0,0,61,97,5,156,39,54,0,0,0,224,15,30,33.3
979,Conor Gallagher,West Brom,28.1,11,0,0,43,63,0,66,27,41,0,0,0,185,22,36,37.9
