,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
654,Ismael Doukoure,Strasbourg,9.8,380,447,85.0,6474,1557,163,183,89.1,184,206,89.3,24,39,61.5,1,0.7,0.3,+0.3,6,32,0,0,39
655,Issa Doumbia,Venezia,1.6,43,56,76.8,639,129,25,28,89.3,16,20,80.0,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5
656,Kamory Doumbia,Brest,4.5,182,224,81.3,2830,594,97,106,91.5,64,74,86.5,12,26,46.2,1,0.4,0.6,+0.6,6,12,3,0,19
657,Amidou Doumbouya,Nice,0.2,6,7,85.7,90,6,3,4,75.0,3,3,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
658,Anastasios Douvikas,Celta Vigo,6.7,69,96,71.9,974,147,35,49,71.4,27,34,79.4,2,2,100.0,0,0.2,0.2,-0.2,2,2,1,0,6
659,Artem Dovbyk,Roma,12.3,154,209,73.7,1653,180,109,139,78.4,27,34,79.4,1,1,100.0,0,0.4,0.8,-0.4,7,8,2,0,7
660,Flynn Downes,Southampton,11.7,571,622,91.8,8298,1745,337,357,94.4,195,208,93.8,19,31,61.3,0,0.9,1.1,-0.9,12,33,9,0,42
661,Tommy Doyle,Wolves,3.0,161,192,83.9,3509,1109,53,56,94.6,66,74,89.2,38,48,79.2,1,0.1,0.1,+0.9,3,24,2,0,22
662,Radu Dragusin,Tottenham,5.1,261,301,86.7,4905,1933,89,99,89.9,156,167,93.4,14,29,48.3,0,0.0,0.0,0.0,0,22,0,0,16
663,Patrick Drewes,Bochum,12.0,350,522,67.0,12328,10412,45,45,100.0,128,128,100.0,177,346,51.2,0,0.0,0.0,0.0,0,7,0,0,0
664,Tim Drexler,Hoffenheim,4.0,153,180,85.0,2669,1021,76,82,92.7,61,69,88.4,14,21,66.7,0,0.0,0.2,0.0,1,13,2,0,16
665,Domingos Duarte,Getafe,2.0,72,83,86.7,1505,536,23,24,95.8,41,45,91.1,7,13,53.8,0,0.0,0.0,0.0,0,6,0,0,6
666,Marvin Ducksch,Werder Bremen,10.9,243,388,62.6,4598,1538,87,118,73.7,90,132,68.2,45,96,46.9,5,3.7,4.4,+1.3,27,24,15,7,48
667,Ondrej Duda,Hellas Verona,7.9,313,406,77.1,5439,1607,151,173,87.3,114,139,82.0,33,69,47.8,2,1.6,1.5,+0.4,11,37,8,0,40
668,Denzel Dumfries,Inter,5.3,156,206,75.7,2553,719,80,88,90.9,64,88,72.7,12,22,54.5,0,0.8,0.5,-0.8,7,7,7,3,16
669,Alfred Duncan,Venezia,8.8,364,448,81.3,6092,1685,172,197,87.3,150,167,89.8,30,56,53.6,0,0.8,0.9,-0.8,7,34,16,3,44
670,Lewis Dunk,Brighton,8.0,616,675,91.3,10846,3785,261,269,97.0,301,318,94.7,44,73,60.3,0,0.4,0.3,-0.4,4,57,1,0,60
671,Jhon Duran,Aston Villa,3.7,59,85,69.4,842,198,32,40,80.0,21,30,70.0,3,5,60.0,0,0.1,0.2,-0.1,2,7,0,0,7
672,Pablo Duran,Celta Vigo,2.1,40,55,72.7,529,69,23,27,85.2,12,16,75.0,2,5,40.0,1,0.5,0.2,+0.5,4,0,3,2,2
673,Julien Duranville,Dortmund,0.4,6,12,50.0,86,44,5,6,83.3,1,5,20.0,0,1,0.0,0,0.3,0.5,-0.3,1,0,0,0,1
674,Hugo Duro,Valencia,9.6,117,164,71.3,1590,196,72,94,76.6,31,42,73.8,5,9,55.6,1,0.6,0.2,+0.4,7,6,1,0,11
676,Jean-Kevin Duverne,Nantes,5.5,226,286,79.0,3632,1470,114,131,87.0,94,109,86.2,16,32,50.0,0,0.1,0.1,-0.1,1,20,2,2,20
677,Paulo Dybala,Roma,6.8,281,347,81.0,4803,1022,147,166,88.6,86,103,83.5,35,55,63.6,0,1.6,2.2,-1.6,15,17,13,3,32
678,Stefan Dzodic,Montpellier,1.9,105,113,92.9,1911,709,38,40,95.0,63,66,95.5,3,6,50.0,0,0.0,0.0,0.0,0,6,0,0,6
679,Adam Dzwigala,St. Pauli,1.1,52,75,69.3,947,466,16,22,72.7,31,36,86.1,4,14,28.6,0,0.0,0.1,0.0,0,3,1,0,4
680,Aron Donnum,Toulouse,10.1,282,383,73.6,4515,1602,164,178,92.1,94,133,70.7,20,47,42.6,0,0.6,0.9,-0.6,5,17,9,1,40
681,Enzo Ebosse,Udinese,1.0,48,55,87.3,897,201,16,20,80.0,26,28,92.9,5,6,83.3,0,0.0,0.0,0.0,1,7,0,0,5
682,Ederson,Manchester City,12.0,370,426,86.9,8989,5874,71,71,100.0,215,221,97.3,83,132,62.9,1,0.4,0.0,+0.6,1,10,1,0,1
683,Ederson,Atalanta,12.8,668,766,87.2,12923,3526,239,272,87.9,343,368,93.2,80,104,76.9,1,1.2,2.0,-0.2,10,78,17,2,93
684,George Edmundson,Ipswich Town,0.0,1,2,50.0,9,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
685,Odsonne Edouard,Crystal Palace,1.3,17,28,60.7,230,46,11,16,68.8,4,7,57.1,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,4
686,Odsonne Edouard,Leicester City,0.3,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,1
687,Samuel Edozie,Southampton,0.7,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4
688,Johannes Eggestein,St. Pauli,10.8,193,264,73.1,2764,554,95,118,80.5,65,78,83.3,13,25,52.0,3,1.8,0.9,+1.2,15,10,8,2,22
689,Maximilian Eggestein,Freiburg,10.4,401,481,83.4,6166,1675,211,237,89.0,164,185,88.6,17,28,60.7,0,0.3,0.6,-0.3,5,40,3,2,41
690,Kingsley Ehizibue,Udinese,12.7,341,462,73.8,5628,2008,167,197,84.8,140,183,76.5,24,52,46.2,1,1.2,1.0,-0.2,10,13,10,8,30
691,Chidera Ejuke,Sevilla,6.0,211,265,79.6,3227,604,121,135,89.6,66,82,80.5,16,27,59.3,0,1.3,0.6,-1.3,14,11,13,2,23
692,Jeff Ekhator,Genoa,4.0,43,63,68.3,491,129,30,37,81.1,6,10,60.0,2,3,66.7,1,0.2,0.2,+0.8,5,4,3,0,8
693,Hugo Ekitike,Eint Frankfurt,8.7,158,209,75.6,2148,418,107,131,81.7,37,45,82.2,7,13,53.8,3,2.6,1.7,+0.4,15,6,12,2,12
694,Jurgen Ekkelenkamp,Udinese,4.8,153,186,82.3,2338,549,75,86,87.2,63,74,85.1,8,14,57.1,0,0.1,0.2,-0.1,1,10,5,0,26
695,Jacques Ekomie,Angers,2.5,68,103,66.0,857,417,45,51,88.2,19,32,59.4,1,7,14.3,0,0.0,0.0,0.0,0,4,0,0,6
696,Emmanuel Ekong,Empoli,1.5,18,27,66.7,271,53,10,14,71.4,8,9,88.9,0,0,0.0,0,0.1,0.1,-0.1,1,1,1,0,4
697,Caleb Ekuban,Genoa,2.3,20,25,80.0,305,66,10,12,83.3,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,2,3,0,0,3
698,Pierre Ekwah Elimby,Saint-Étienne,9.7,384,445,86.3,6930,2229,160,174,92.0,185,198,93.4,31,58,53.4,0,0.1,0.3,-0.1,5,39,5,0,41
699,Anthony Elanga,Nott'ham Forest,7.8,143,228,62.7,2181,743,79,98,80.6,36,59,61.0,16,43,37.2,2,1.1,1.3,+0.9,14,7,5,0,15
700,Mikael Ellertsson,Venezia,9.4,159,219,72.6,2234,544,95,117,81.2,55,75,73.3,4,12,33.3,1,0.6,0.9,+0.4,10,7,3,0,15
702,Harvey Elliott,Liverpool,0.1,13,15,86.7,167,13,11,11,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
703,Elif Elmas,RB Leipzig,0.5,13,16,81.3,169,66,8,9,88.9,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,1,0,2
704,Aritz Elustondo,Real Sociedad,3.1,166,199,83.4,2991,1110,63,70,90.0,88,98,89.8,12,25,48.0,0,0.1,0.1,-0.1,3,14,1,0,11
705,Nico Elvedi,Gladbach,5.5,368,407,90.4,5940,1815,171,184,92.9,178,192,92.7,13,20,65.0,0,0.1,0.1,-0.1,1,15,1,0,17
706,Adri Embarba,Rayo Vallecano,7.3,161,269,59.9,2756,780,86,107,80.4,46,70,65.7,23,65,35.4,1,1.1,0.9,-0.1,9,12,4,2,20
707,Breel Embolo,Monaco,7.5,93,127,73.2,1252,222,61,77,79.2,22,26,84.6,6,9,66.7,2,1.9,0.9,+0.1,9,4,8,0,14
708,Emanuel Emegha,Strasbourg,7.1,71,92,77.2,873,72,41,51,80.4,20,22,90.9,1,1,100.0,1,1.2,0.3,-0.2,7,1,2,0,3
709,Emerson,Milan,9.5,469,541,86.7,7524,1916,222,242,91.7,215,237,90.7,18,31,58.1,0,0.6,0.6,-0.6,9,20,10,5,36
710,Yunus Emre Konak,Brentford,0.2,12,16,75.0,201,62,7,8,87.5,3,4,75.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,2
711,Julio Enciso,Brighton,1.0,39,58,67.2,604,211,25,28,89.3,8,13,61.5,4,12,33.3,0,0.2,0.2,-0.2,4,5,2,1,5
712,Wataru Endo,Liverpool,0.3,19,20,95.0,273,58,9,9,100.0,9,10,90.0,0,0,0.0,0,0.0,0.0,0.0,1,1,0,0,3
713,Endrick,Real Madrid,0.7,21,27,77.8,388,36,8,9,88.9,10,13,76.9,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,3
714,Yannik Engelhardt,Como,4.9,250,274,91.2,3674,760,138,149,92.6,96,100,96.0,7,10,70.0,0,0.1,0.2,-0.1,4,11,1,0,16
715,Arne Engels,Augsburg,0.9,19,27,70.4,195,57,14,16,87.5,2,3,66.7,0,3,0.0,0,0.0,0.0,0.0,0,2,0,0,1
716,Christian Eriksen,Manchester Utd,5.6,285,345,82.6,4966,1561,152,160,95.0,97,118,82.2,29,56,51.8,0,1.7,1.1,-1.7,14,27,1,0,27
717,Martin Erlic,Bologna,2.5,150,163,92.0,3143,963,36,38,94.7,93,99,93.9,19,23,82.6,0,0.0,0.0,0.0,0,8,0,0,8
718,Patrick Erras,Holstein Kiel,9.2,469,510,92.0,8210,3076,160,174,92.0,280,288,97.2,20,32,62.5,0,0.1,0.2,-0.1,3,10,0,0,25
719,Alfonso Espino,Rayo Vallecano,3.4,71,121,58.7,1165,698,36,40,90.0,29,53,54.7,5,20,25.0,0,0.0,0.0,0.0,1,10,0,0,8
720,Sebastiano Esposito,Empoli,6.5,112,176,63.6,1617,657,61,88,69.3,34,45,75.6,9,19,47.4,0,0.4,0.2,-0.4,6,7,6,0,22
721,Samuel Essende,Augsburg,5.6,65,97,67.0,874,168,28,43,65.1,22,26,84.6,3,3,100.0,0,0.8,1.1,-0.8,6,4,2,1,6
722,Dario Essugo,Las Palmas,8.4,399,457,87.3,6892,1927,179,196,91.3,179,200,89.5,35,46,76.1,0,0.1,0.5,-0.1,5,36,4,0,43
723,Nahuel Estevez,Parma,3.9,116,152,76.3,1898,557,53,59,89.8,55,67,82.1,6,19,31.6,0,0.0,0.0,0.0,1,15,0,0,14
724,Pervis Estupinan,Brighton,7.8,421,510,82.5,6324,2003,253,273,92.7,132,161,82.0,25,52,48.1,0,1.1,1.1,-1.1,12,27,17,11,40
725,Evanilson,Bournemouth,9.7,83,123,67.5,1040,196,56,77,72.7,16,22,72.7,5,6,83.3,0,0.7,0.6,-0.7,8,4,1,0,5
726,Jonny Evans,Manchester Utd,3.2,174,196,88.8,2809,784,82,87,94.3,81,90,90.0,6,12,50.0,0,0.0,0.0,0.0,0,9,1,0,8
728,Eberechi Eze,Crystal Palace,9.7,301,401,75.1,5265,1422,142,170,83.5,121,144,84.0,31,56,55.4,1,1.1,1.5,-0.1,19,23,15,1,46
729,Abde Ezzalzouli,Betis,11.7,297,420,70.7,3707,1168,204,258,79.1,80,110,72.7,3,17,17.6,0,0.7,1.0,-0.7,13,25,11,1,46
730,Giovanni Fabbian,Bologna,4.3,53,73,72.6,794,123,33,39,84.6,18,23,78.3,1,5,20.0,0,0.1,0.0,-0.1,1,7,1,0,5
731,Lukasz Fabianski,West Ham,5.5,118,187,63.1,3615,2705,22,22,100.0,52,53,98.1,44,112,39.3,0,0.0,0.0,0.0,0,2,0,0,0
732,Alieu Fadera,Como,9.2,208,273,76.2,2904,573,113,124,91.1,77,104,74.0,6,13,46.2,2,1.1,0.6,+0.9,8,8,11,0,19
733,Wout Faes,Leicester City,13.0,527,616,85.6,9816,3465,210,227,92.5,264,278,95.0,52,96,54.2,0,0.0,0.2,0.0,2,44,5,0,44
734,Nicolo Fagioli,Juventus,5.4,323,366,88.3,5597,1073,140,153,91.5,154,165,93.3,23,39,59.0,0,0.1,0.5,-0.1,4,31,7,0,37
735,Romain Faivre,Brest,5.3,133,162,82.1,2047,567,82,95,86.3,41,46,89.1,8,12,66.7,1,0.5,0.9,+0.5,5,17,3,0,20
736,Wladimiro Falcone,Lecce,14.0,272,426,63.8,8242,6484,50,50,100.0,117,120,97.5,104,253,41.1,0,0.0,0.0,0.0,0,9,0,0,0
737,Davide Faraoni,Hellas Verona,0.5,15,24,62.5,284,86,6,9,66.7,7,10,70.0,2,4,50.0,0,0.0,0.0,0.0,0,3,1,1,2
738,Abdul Fatawu Issahaku,Leicester City,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,+0.4,6,7,7,2,17
739,Ansu Fati,Barcelona,1.4,53,63,84.1,607,86,40,42,95.2,10,13,76.9,1,3,33.3,0,0.1,0.2,-0.1,1,2,3,0,3
740,Khalil Fayad,Montpellier,2.8,121,141,85.8,2280,663,54,60,90.0,48,54,88.9,18,25,72.0,0,0.1,0.2,-0.1,3,12,2,0,17
741,Jacopo Fazzini,Empoli,6.1,102,137,74.5,1651,503,52,64,81.3,42,51,82.4,6,13,46.2,0,0.1,0.2,-0.1,3,10,2,0,16
742,Peter Federico,Getafe,2.6,36,55,65.5,536,193,17,23,73.9,13,19,68.4,3,4,75.0,0,0.0,0.1,0.0,1,1,3,1,5
743,Nabil Fekir,Betis,2.0,67,82,81.7,1052,381,38,43,88.4,20,23,87.0,6,10,60.0,1,0.5,0.8,+0.5,6,5,6,2,10
744,Mattia Felici,Cagliari,1.1,34,41,82.9,436,157,22,27,81.5,10,11,90.9,1,1,100.0,1,0.4,0.4,+0.6,2,3,0,0,3
745,Joao Felix,Chelsea,2.3,101,121,83.5,1530,365,59,66,89.4,34,39,87.2,6,9,66.7,0,0.1,0.1,-0.1,2,14,4,0,11
746,Kiko Femenia,Villarreal,12.3,676,758,89.2,11188,3587,351,364,96.4,274,308,89.0,43,64,67.2,1,0.5,0.9,+0.5,6,59,7,5,55
747,Evan Ferguson,Brighton,1.4,19,30,63.3,208,39,15,19,78.9,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
748,Lewis Ferguson,Bologna,0.1,10,13,76.9,186,75,6,7,85.7,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,1
749,Zinedine Ferhat,Angers,2.3,74,113,65.5,1308,467,38,47,80.9,24,39,61.5,11,21,52.4,0,0.4,0.4,-0.4,4,6,4,0,12
750,Bruno Fernandes,Manchester Utd,12.0,524,694,75.5,8644,2968,275,315,87.3,179,223,80.3,52,106,49.1,5,3.4,2.4,+1.6,27,63,20,4,91
751,Edimilson Fernandes,Brest,3.5,124,149,83.2,2248,477,53,58,91.4,52,60,86.7,15,20,75.0,0,0.3,0.2,-0.3,2,11,0,0,8
752,Mateus Fernandes,Southampton,9.9,335,414,80.9,5293,1284,175,204,85.8,115,135,85.2,26,43,60.5,1,1.1,1.0,-0.1,9,30,6,0,52
754,Alvaro Fernandez,Sevilla,4.3,111,169,65.7,2900,2040,24,24,100.0,62,63,98.4,25,82,30.5,0,0.1,0.0,-0.1,1,2,0,0,0
755,Enzo Fernandez,Chelsea,8.8,406,508,79.9,7014,1865,188,206,91.3,163,201,81.1,41,68,60.3,2,1.7,1.2,+0.3,17,47,6,1,45
756,Valery Fernandez,Mallorca,1.7,35,41,85.4,435,148,25,29,86.2,5,6,83.3,2,2,100.0,0,0.0,0.1,0.0,0,1,2,1,3
757,Matias Fernandez-Pardo,Lille,3.4,67,93,72.0,938,171,40,53,75.5,21,24,87.5,3,6,50.0,1,1.0,0.6,0.0,5,3,3,0,7
758,Jordan Ferri,Montpellier,7.2,376,425,88.5,6655,1987,166,180,92.2,161,176,91.5,39,55,70.9,0,0.3,0.5,-0.3,6,45,2,2,49
759,Karol Fila,Strasbourg,0.1,2,4,50.0,18,0,1,1,100.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
760,Kilian Fischer,Wolfsburg,9.4,310,418,74.2,5260,1795,140,171,81.9,138,183,75.4,23,40,57.5,0,0.1,0.2,-0.1,3,26,8,0,34
761,Mark Flekken,Brentford,13.0,504,657,76.7,14287,9174,64,66,97.0,280,290,96.6,160,299,53.5,0,0.0,0.0,0.0,0,16,1,0,0
762,Mateo Flores,Betis,0.3,10,12,83.3,202,44,3,4,75.0,7,8,87.5,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1
763,Phil Foden,Manchester City,7.0,302,362,83.4,4613,1105,190,211,90.0,82,92,89.1,24,42,57.1,1,2.2,2.8,-1.2,17,13,15,2,34
764,Malick Fofana,Lyon,7.8,205,274,74.8,3020,731,124,145,85.5,66,86,76.7,9,20,45.0,1,1.2,2.3,-0.2,9,12,15,8,21
765,Wesley Fofana,Chelsea,11.3,630,703,89.6,10682,2949,264,283,93.3,338,367,92.1,22,35,62.9,0,0.4,0.2,-0.4,5,44,1,0,25
766,Yahia Fofana,Angers,13.0,272,395,68.9,7756,5757,45,45,100.0,134,137,97.8,93,211,44.1,0,0.0,0.0,0.0,0,4,0,0,0
767,Youssouf Fofana,Milan,10.6,516,581,88.8,9056,2816,214,243,88.1,257,273,94.1,40,55,72.7,2,1.1,0.6,+0.9,5,55,4,0,67
768,Jonas Fohrenbach,Heidenheim,11.6,358,509,70.3,6546,2980,135,164,82.3,180,229,78.6,37,87,42.5,1,1.0,1.5,0.0,9,38,10,7,39
769,Michael Folorunsho,Napoli,0.4,8,12,66.7,121,34,3,5,60.0,4,4,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
770,Lamine Fomba,Saint-Étienne,0.8,31,39,79.5,704,247,11,14,78.6,13,15,86.7,7,10,70.0,0,0.0,0.0,0.0,0,6,0,0,6
771,Carlos Forbs,Wolves,2.3,45,71,63.4,602,206,27,38,71.1,16,22,72.7,1,4,25.0,0,0.0,0.1,0.0,1,1,3,1,7
772,Pablo Fornals,Betis,10.6,388,507,76.5,6420,2483,196,226,86.7,143,186,76.9,37,62,59.7,0,1.9,2.0,-1.9,22,48,27,8,78
773,Omari Forson,Monza,0.3,13,16,81.3,177,11,9,10,90.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1
774,Fraser Forster,Tottenham,1.0,18,22,81.8,336,194,6,6,100.0,11,12,91.7,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0
775,Hector Fort,Barcelona,3.0,198,220,90.0,2895,600,110,115,95.7,72,82,87.8,7,9,77.8,0,0.6,1.1,-0.6,4,16,1,0,14
776,Dimitri Foulquier,Valencia,7.4,234,328,71.3,3710,1300,125,141,88.7,95,133,71.4,13,33,39.4,0,0.1,0.3,-0.1,2,15,3,1,14
777,Alejandro Frances,Girona,6.2,362,423,85.6,6770,1854,148,157,94.3,169,179,94.4,42,69,60.9,0,0.0,0.3,0.0,1,34,3,1,33
778,Przemyslaw Frankowski,Lens,8.5,449,566,79.3,6834,2619,256,285,89.8,153,183,83.6,25,52,48.1,0,1.0,1.0,-1.0,10,34,13,2,46
780,Enric Franquesa,Leganés,6.8,158,225,70.2,2513,1004,71,88,80.7,69,93,74.2,11,26,42.3,0,0.1,0.1,-0.1,2,5,2,2,12
781,Ryan Fraser,Southampton,2.7,59,81,72.8,897,178,33,36,91.7,22,33,66.7,3,8,37.5,0,0.1,0.1,-0.1,2,2,0,0,4
782,Davide Frattesi,Inter,6.5,160,185,86.5,2440,459,86,92,93.5,62,71,87.3,10,13,76.9,1,0.7,0.7,+0.3,3,14,3,0,16
783,Morten Frendrup,Genoa,12.5,361,421,85.7,5532,1088,180,196,91.8,148,166,89.2,16,26,61.5,0,0.3,0.2,-0.3,5,25,3,0,33
784,Martin Frese,Hellas Verona,3.7,115,169,68.0,1871,620,60,66,90.9,44,62,71.0,8,32,25.0,0,0.1,0.0,-0.1,4,8,1,0,10
785,Remo Freuler,Bologna,12.7,698,776,89.9,11867,3233,316,336,94.0,322,345,93.3,48,69,69.6,1,0.6,0.7,+0.4,17,82,9,0,89
786,Marco Friedl,Werder Bremen,9.4,546,604,90.4,11143,3839,143,152,94.1,338,354,95.5,61,89,68.5,0,0.0,0.2,0.0,0,23,3,0,30
787,Marvin Friedrich,Gladbach,6.5,376,430,87.4,6520,2349,153,161,95.0,196,209,93.8,23,51,45.1,1,0.4,0.2,+0.6,1,14,1,0,22
788,Jeremie Frimpong,Leverkusen,9.7,250,320,78.1,3464,849,145,163,89.0,85,109,78.0,6,19,31.6,2,1.5,1.5,+0.5,13,13,8,5,17
789,Jorge de Frutos,Rayo Vallecano,10.9,207,287,72.1,2866,827,122,145,84.1,62,82,75.6,10,20,50.0,1,1.5,1.4,-0.5,12,6,17,8,21
790,Chris Fuhrich,Stuttgart,5.9,222,272,81.6,3148,889,137,144,95.1,72,92,78.3,9,19,47.4,1,1.1,1.7,-0.1,10,15,13,3,31
791,Angelo Fulgini,Lens,4.9,193,251,76.9,2881,829,116,133,87.2,50,63,79.4,17,33,51.5,1,1.5,1.3,-0.5,8,13,13,4,30
792,Niclas Fullkrug,West Ham,0.7,13,14,92.9,120,23,8,8,100.0,1,2,50.0,0,0,0.0,0,0.0,0.1,0.0,0,1,0,0,0
793,Manuel Fuster,Las Palmas,3.3,143,181,79.0,2341,518,73,79,92.4,49,64,76.6,16,24,66.7,0,0.5,0.6,-0.5,10,9,9,3,17
794,Matteo Gabbia,Milan,5.7,297,334,88.9,5866,1769,96,104,92.3,168,178,94.4,31,44,70.5,0,0.1,0.0,-0.1,1,19,0,0,22
795,Alessandro Gabrielloni,Como,1.0,19,30,63.3,318,67,8,11,72.7,11,12,91.7,0,2,0.0,0,0.2,0.1,-0.2,2,2,0,0,3
796,Gianluca Gaetano,Cagliari,4.8,85,125,68.0,1429,421,44,58,75.9,28,40,70.0,10,16,62.5,1,0.5,0.7,+0.5,9,6,8,0,15
797,Roberto Gagliardini,Monza,1.1,50,54,92.6,865,240,23,24,95.8,22,24,91.7,3,4,75.0,0,0.2,0.0,-0.2,1,6,0,0,6
798,Cody Gakpo,Liverpool,6.2,166,216,76.9,2479,578,93,106,87.7,57,77,74.0,9,18,50.0,1,1.1,0.8,-0.1,12,10,9,3,19
799,Javi Galan,Atlético Madrid,4.5,197,235,83.8,2957,729,111,120,92.5,71,86,82.6,13,22,59.1,2,1.3,0.5,+0.7,5,14,5,1,13
800,Inigo Ruiz de Galarreta,Athletic Club,7.0,322,385,83.6,6198,1786,115,129,89.1,172,189,91.0,34,57,59.6,1,1.2,1.1,-0.2,12,44,11,3,63
801,Conor Gallagher,Atlético Madrid,7.7,276,329,83.9,3742,797,179,198,90.4,79,97,81.4,8,16,50.0,0,0.1,0.4,-0.1,3,17,6,1,21
802,Antonino Gallo,Lecce,12.3,384,560,68.6,7392,3410,148,172,86.0,179,244,73.4,53,128,41.4,2,1.9,1.5,+0.1,22,41,12,8,51
803,Gauthier Gallon,Rennes,0.5,16,19,84.2,277,175,7,7,100.0,7,7,100.0,2,5,40.0,0,0.0,0.0,0.0,0,0,0,0,0
804,Cristian Gamboa,Bochum,1.3,43,68,63.2,844,327,21,22,95.5,13,25,52.0,9,20,45.0,0,0.2,0.3,-0.2,3,2,2,1,4
806,Idrissa Gana Gueye,Everton,9.9,382,449,85.1,6528,1711,189,209,90.4,156,175,89.1,33,46,71.7,0,0.6,0.7,-0.6,9,50,5,2,54
807,Ignatius Ganago,Nantes,1.6,38,50,76.0,556,125,18,23,78.3,19,22,86.4,0,2,0.0,0,0.2,0.1,-0.2,4,2,1,1,7
808,Aleix Garcia,Leverkusen,4.2,341,393,86.8,5709,1694,185,199,93.0,116,129,89.9,33,50,66.0,1,1.8,1.5,-0.8,11,34,3,1,37
809,Alvaro Garcia,Rayo Vallecano,9.0,191,292,65.4,3023,1092,99,127,78.0,69,103,67.0,14,35,40.0,0,1.2,1.4,-1.2,18,9,18,9,31
810,Eric Garcia,Barcelona,4.9,264,291,90.7,4534,1590,109,125,87.2,129,134,96.3,18,19,94.7,1,0.4,0.5,+0.6,1,33,6,0,29
811,Fran Garcia,Real Madrid,6.6,381,427,89.2,5627,1319,236,249,94.8,113,129,87.6,21,31,67.7,0,0.2,0.4,-0.2,5,23,5,3,35
812,Joan Garcia,Espanyol,14.0,305,442,69.0,8687,6622,55,55,100.0,138,141,97.9,111,243,45.7,0,0.0,0.0,0.0,0,4,1,0,1
813,Ruben Garcia,Osasuna,8.5,259,369,70.2,4615,1335,125,152,82.2,88,116,75.9,34,61,55.7,2,0.6,1.2,+1.4,11,30,4,2,36
814,Ulisses Garcia,Marseille,4.4,201,246,81.7,2984,765,111,125,88.8,72,89,80.9,10,14,71.4,1,0.7,0.6,+0.3,4,9,6,4,14
815,Alejandro Garnacho,Manchester Utd,9.2,225,286,78.7,3397,442,142,160,88.8,60,71,84.5,16,29,55.2,1,1.1,0.5,-0.1,10,7,6,1,15
816,James Garner,Everton,2.8,68,102,66.7,1083,598,31,38,81.6,31,42,73.8,5,11,45.5,0,0.0,0.1,0.0,1,6,1,1,3
817,Yarek Gasiorowski,Valencia,5.1,194,245,79.2,3766,1318,59,69,85.5,113,128,88.3,21,42,50.0,0,0.1,0.3,-0.1,2,10,2,0,11
818,Federico Gatti,Juventus,10.6,682,711,95.9,12262,3506,234,241,97.1,416,428,97.2,30,35,85.7,0,0.1,0.1,-0.1,2,19,0,0,23
819,Gavi,Barcelona,1.7,109,125,87.2,1652,358,59,66,89.4,35,40,87.5,7,10,70.0,0,0.2,0.2,-0.2,2,15,1,0,11
820,Paulo Gazzaniga,Girona,15.0,435,532,81.8,10123,6525,100,100,100.0,250,256,97.7,84,172,48.8,0,0.0,0.0,0.0,0,2,0,0,0
821,Jean-Philippe Gbamin,Nantes,2.1,80,102,78.4,1251,377,46,58,79.3,29,32,90.6,4,7,57.1,0,0.0,0.0,0.0,0,10,1,0,11
822,Yann Gboho,Toulouse,12.1,180,272,66.2,2579,866,106,135,78.5,55,77,71.4,9,16,56.3,2,2.1,2.3,-0.1,13,21,14,0,42
823,David de Gea,Fiorentina,10.0,247,321,76.9,7398,5514,38,38,100.0,109,110,99.1,100,170,58.8,1,0.3,0.0,+0.7,1,7,0,0,0
824,Viggo Gebel,RB Leipzig,0.2,3,4,75.0,43,11,2,2,100.0,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
825,Lutsharel Geertruida,RB Leipzig,7.6,447,517,86.5,7342,2604,214,237,90.3,198,223,88.8,25,39,64.1,0,0.3,0.5,-0.3,3,40,5,1,43
