Player,Squad,Nation,Pos,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%,Season
Deiver Machado,Lens,CO,DF,Ligue 1,30.0,1993.0,11.0,6.0,589.0,6.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.6,0.6,1.0,1.6,15.0,18.0,56.0,0.46,0.0,0.46,0.46,0.46,0.09,0.16,0.25,0.09,0.25,6.5,3.0,8.0,4.0,50.0,1.22,0.61,0.38,0.75,18.1,0.0,0.0,0.0,0.07,2.4,2.4,211.0,273.0,77.3,3263.0,1101.0,112.0,132.0,84.8,81.0,99.0,81.8,10.0,24.0,41.7,0.0,1.0,1.0,-1.0,8.0,17.0,8.0,4.0,18.0,273.0,219.0,53.0,3.0,0.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,211.0,1.0,9.0,15.0,2.3,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,4.0,1.0,5.0,8.0,62.5,3.0,8.0,1.0,7.0,4.0,11.0,5.0,0.0,337.0,17.0,55.0,165.0,122.0,11.0,337.0,9.0,4.0,44.4,2.0,22.2,229.0,1298.0,507.0,15.0,12.0,3.0,14.0,9.0,211.0,56.0,54.0,54.5,6,76.0,2,5,26.0,0,1.36,10.0,9.0,1.0,0.15,0.34,7.5,8.0,-0.5,-0.07,-0.88,0.0,21.0,17.0,1.0,15.0,4.0,5.0,0.0,0.0,0.0,34.0,6.0,6.0,50.0,,,,,,,,,,,,,,,,2023-2024
Darwin Machis,Cádiz,VE,MF,La Liga,30.0,1993.0,10.0,7.0,512.0,5.7,3.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,1.3,0.6,0.4,1.0,14.0,12.0,29.0,0.53,0.0,0.53,0.35,0.35,0.24,0.07,0.31,0.1,0.17,5.7,3.0,16.0,6.0,37.5,2.81,1.05,0.13,0.33,24.0,1.0,1.0,1.0,0.03,1.7,1.4,110.0,169.0,65.1,2001.0,679.0,49.0,58.0,84.5,44.0,65.0,67.7,14.0,35.0,40.0,0.0,0.4,0.8,-0.4,7.0,9.0,5.0,4.0,12.0,169.0,147.0,22.0,7.0,0.0,4.0,35.0,2.0,13.0,7.0,1.0,0.0,110.0,0.0,8.0,14.0,2.46,8.0,5.0,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,3.0,6.0,4.0,9.0,16.0,56.3,7.0,5.0,0.0,5.0,3.0,16.0,2.0,0.0,233.0,4.0,34.0,95.0,107.0,12.0,232.0,12.0,5.0,41.7,5.0,41.7,132.0,887.0,401.0,14.0,11.0,4.0,10.0,7.0,129.0,29.0,51.0,47.4,7,63.0,1,3,25.0,1,1.0,7.0,8.0,-1.0,-0.18,0.77,6.6,6.7,-0.1,-0.01,1.08,0.0,8.0,10.0,2.0,35.0,3.0,7.0,0.0,0.0,0.0,37.0,2.0,7.0,22.2,,,,,,,,,,,,,,,,2023-2024
James Maddison,Tottenham,EN,MF,Premier League,27.0,1996.0,11.0,11.0,881.0,9.8,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,2.8,2.8,2.8,5.6,29.0,97.0,70.0,0.31,0.51,0.82,0.31,0.82,0.29,0.29,0.58,0.29,0.58,9.8,3.0,28.0,15.0,53.6,2.86,1.53,0.11,0.2,19.2,1.0,0.0,0.0,0.1,0.2,0.2,433.0,553.0,78.3,7407.0,2521.0,214.0,238.0,89.9,164.0,209.0,78.5,43.0,81.0,53.1,5.0,2.8,3.2,2.2,31.0,50.0,32.0,1.0,97.0,553.0,474.0,77.0,31.0,8.0,4.0,58.0,4.0,41.0,19.0,12.0,0.0,433.0,2.0,4.0,80.0,8.17,48.0,14.0,4.0,4.0,7.0,3.0,12.0,1.23,7.0,1.0,2.0,0.0,1.0,1.0,15.0,6.0,1.0,9.0,5.0,8.0,15.0,53.3,7.0,6.0,0.0,6.0,5.0,20.0,4.0,1.0,656.0,5.0,46.0,286.0,331.0,50.0,656.0,41.0,16.0,39.0,17.0,41.5,457.0,2503.0,1097.0,29.0,22.0,14.0,13.0,15.0,518.0,70.0,80.0,81.6,11,80.0,3,0,0.0,0,2.36,22.0,8.0,14.0,1.43,3.69,17.1,12.0,5.1,0.52,2.55,0.0,9.0,30.0,1.0,58.0,5.0,6.0,0.0,0.0,0.0,23.0,1.0,5.0,16.7,,,,,,,,,,,,,,,,2023-2024
Noni Madueke,Chelsea,EN,"FW,MF",Premier League,21.0,2002.0,5.0,1.0,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,9.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.27,0.14,0.27,1.3,0.0,5.0,1.0,20.0,3.78,0.76,0.0,0.0,17.5,0.0,0.0,0.0,0.04,-0.2,-0.2,71.0,85.0,83.5,860.0,127.0,54.0,59.0,91.5,13.0,19.0,68.4,1.0,3.0,33.3,0.0,0.2,0.2,-0.2,2.0,1.0,2.0,1.0,4.0,85.0,82.0,3.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,71.0,0.0,0.0,5.0,3.78,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0,1.0,6.0,22.0,76.0,11.0,104.0,6.0,1.0,16.7,2.0,33.3,77.0,441.0,299.0,9.0,3.0,4.0,7.0,3.0,84.0,31.0,24.0,11.0,1,66.0,0,4,13.0,5,0.8,0.0,3.0,-3.0,-2.27,-3.02,2.0,1.8,0.2,0.16,-0.78,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,2023-2024
Pablo Maffeo,Mallorca,ES,DF,La Liga,26.0,1997.0,9.0,7.0,607.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.3,0.7,23.0,15.0,27.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,6.7,0.0,4.0,1.0,25.0,0.59,0.15,0.0,0.0,26.2,0.0,0.0,0.0,0.11,-0.5,-0.5,151.0,244.0,61.9,2565.0,1133.0,74.0,89.0,83.1,58.0,92.0,63.0,15.0,48.0,31.3,0.0,0.3,0.5,-0.3,4.0,11.0,3.0,3.0,15.0,244.0,193.0,50.0,1.0,1.0,1.0,28.0,48.0,1.0,0.0,0.0,0.0,151.0,1.0,6.0,13.0,1.77,7.0,1.0,2.0,1.0,1.0,1.0,2.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,16.0,10.0,8.0,6.0,2.0,12.0,20.0,60.0,8.0,5.0,1.0,4.0,4.0,20.0,7.0,0.0,296.0,16.0,76.0,123.0,104.0,13.0,296.0,15.0,6.0,40.0,5.0,33.3,158.0,1192.0,631.0,23.0,21.0,7.0,7.0,5.0,157.0,27.0,67.0,56.2,7,82.0,6,2,17.0,0,0.78,8.0,11.0,-3.0,-0.44,0.13,7.9,10.1,-2.2,-0.3,0.07,0.0,14.0,8.0,3.0,28.0,4.0,10.0,0.0,0.0,0.0,36.0,12.0,9.0,57.1,,,,,,,,,,,,,,,,2023-2024
Soungoutou Magassa,Monaco,FR,DF,Ligue 1,20.0,2003.0,10.0,10.0,848.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.5,5.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,9.4,0.0,5.0,1.0,20.0,0.53,0.11,0.0,0.0,15.5,0.0,0.0,0.0,0.09,-0.5,-0.5,517.0,598.0,86.5,9985.0,3484.0,175.0,191.0,91.6,276.0,299.0,92.3,56.0,87.0,64.4,0.0,0.1,0.1,-0.1,1.0,49.0,1.0,0.0,50.0,598.0,589.0,9.0,8.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,517.0,0.0,8.0,7.0,0.74,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,33.0,15.0,16.0,17.0,0.0,14.0,23.0,60.9,9.0,13.0,2.0,11.0,14.0,47.0,27.0,1.0,715.0,54.0,268.0,421.0,30.0,4.0,715.0,10.0,5.0,50.0,4.0,40.0,549.0,2575.0,1172.0,5.0,7.0,0.0,16.0,4.0,489.0,6.0,85.0,78.5,10,85.0,7,0,0.0,0,2.1,20.0,10.0,10.0,1.06,0.67,13.3,9.5,3.8,0.4,-0.15,0.0,19.0,7.0,1.0,1.0,14.0,15.0,0.0,0.0,0.0,69.0,13.0,14.0,48.1,,,,,,,,,,,,,,,,2023-2024
Giulio Maggiore,Salernitana,IT,MF,Serie A,25.0,1998.0,8.0,6.0,537.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.2,0.5,1.0,25.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,6.0,0.0,4.0,1.0,25.0,0.67,0.17,0.0,0.0,13.3,0.0,0.0,0.0,0.07,-0.3,-0.3,168.0,225.0,74.7,2700.0,911.0,79.0,96.0,82.3,71.0,86.0,82.6,12.0,21.0,57.1,0.0,0.2,0.1,-0.2,2.0,18.0,2.0,0.0,25.0,225.0,218.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,168.0,4.0,7.0,8.0,1.34,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,2.0,1.0,5.0,10.0,50.0,5.0,4.0,1.0,3.0,9.0,16.0,15.0,0.0,283.0,16.0,74.0,169.0,44.0,9.0,283.0,5.0,2.0,40.0,2.0,40.0,137.0,587.0,213.0,1.0,1.0,0.0,10.0,1.0,176.0,14.0,67.0,49.7,6,80.0,2,2,29.0,2,0.5,7.0,11.0,-4.0,-0.67,1.32,5.0,12.5,-7.5,-1.26,-0.33,0.0,12.0,19.0,1.0,2.0,9.0,3.0,0.0,0.0,0.0,43.0,9.0,12.0,42.9,,,,,,,,,,,,,,,,2023-2024
Matej Maglica,Darmstadt 98,HR,DF,Bundesliga,25.0,1998.0,8.0,7.0,521.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.2,0.2,0.1,0.3,4.0,25.0,1.0,0.17,0.0,0.17,0.17,0.17,0.03,0.01,0.05,0.03,0.05,5.8,1.0,4.0,1.0,25.0,0.69,0.17,0.25,1.0,20.3,0.0,0.0,0.0,0.05,0.8,0.8,241.0,315.0,76.5,4948.0,1778.0,75.0,85.0,88.2,131.0,151.0,86.8,34.0,75.0,45.3,0.0,0.1,0.1,-0.1,3.0,25.0,1.0,0.0,25.0,315.0,304.0,11.0,10.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,2.0,7.0,1.2,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,10.0,4.0,0.0,10.0,15.0,66.7,5.0,10.0,3.0,7.0,10.0,24.0,21.0,1.0,389.0,34.0,190.0,172.0,30.0,3.0,389.0,1.0,0.0,0.0,1.0,100.0,214.0,1075.0,595.0,4.0,5.0,0.0,3.0,2.0,239.0,1.0,65.0,52.6,7,71.0,3,1,22.0,0,0.88,11.0,12.0,-1.0,-0.17,3.09,9.8,9.7,0.1,0.01,2.2,0.0,10.0,1.0,1.0,3.0,10.0,9.0,0.0,1.0,0.0,36.0,15.0,5.0,75.0,,,,,,,,,,,,,,,,2023-2024
Giangiacomo Magnani,Hellas Verona,IT,DF,Serie A,28.0,1995.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.1,0.4,3.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,12.0,0.0,7.0,1.0,14.3,0.58,0.08,0.0,0.0,12.7,0.0,0.0,0.0,0.04,-0.3,-0.3,344.0,423.0,81.3,7515.0,2547.0,95.0,112.0,84.8,191.0,215.0,88.8,55.0,84.0,65.5,0.0,0.1,0.2,-0.1,4.0,28.0,1.0,1.0,36.0,423.0,401.0,21.0,20.0,0.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,344.0,1.0,4.0,10.0,0.83,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.17,1.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,8.0,5.0,0.0,7.0,13.0,53.8,6.0,17.0,9.0,8.0,20.0,33.0,45.0,0.0,536.0,62.0,257.0,257.0,24.0,9.0,536.0,6.0,3.0,50.0,2.0,33.3,278.0,1220.0,579.0,3.0,5.0,1.0,6.0,0.0,287.0,5.0,90.0,100.0,12,90.0,12,0,0.0,0,0.67,7.0,16.0,-9.0,-0.75,0.0,7.3,17.1,-9.8,-0.82,0.0,0.0,9.0,9.0,0.0,8.0,20.0,7.0,0.0,0.0,0.0,77.0,13.0,12.0,52.0,,,,,,,,,,,,,,,,2023-2024
Hugo Magnetti,Brest,FR,MF,Ligue 1,25.0,1998.0,11.0,10.0,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,10.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.17,0.05,0.17,7.8,0.0,9.0,3.0,33.3,1.15,0.38,0.0,0.0,25.5,0.0,0.0,0.0,0.04,-0.4,-0.4,254.0,294.0,86.4,3949.0,767.0,120.0,137.0,87.6,112.0,123.0,91.1,10.0,15.0,66.7,0.0,0.9,1.4,-0.9,12.0,27.0,5.0,3.0,27.0,294.0,277.0,17.0,5.0,0.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,254.0,0.0,5.0,21.0,2.68,18.0,0.0,0.0,2.0,0.0,1.0,2.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0,19.0,14.0,7.0,11.0,1.0,7.0,19.0,36.8,12.0,4.0,0.0,4.0,7.0,26.0,4.0,0.0,367.0,6.0,50.0,212.0,106.0,7.0,367.0,7.0,4.0,57.1,3.0,42.9,235.0,1240.0,449.0,10.0,9.0,2.0,12.0,6.0,206.0,16.0,64.0,71.3,10,68.0,0,1,28.0,0,1.36,9.0,10.0,-1.0,-0.13,0.19,11.3,9.1,2.2,0.28,0.53,0.0,10.0,3.0,2.0,8.0,7.0,14.0,0.0,0.0,0.0,41.0,7.0,8.0,46.7,,,,,,,,,,,,,,,,2023-2024
Yohann Magnin,Clermont Foot,FR,MF,Ligue 1,26.0,1997.0,10.0,5.0,526.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,1.9,7.0,24.0,20.0,0.17,0.0,0.17,0.17,0.17,0.23,0.1,0.33,0.23,0.33,5.8,1.0,10.0,4.0,40.0,1.71,0.68,0.1,0.25,14.3,0.0,0.0,0.0,0.14,-0.4,-0.4,236.0,282.0,83.7,4106.0,877.0,103.0,118.0,87.3,100.0,121.0,82.6,26.0,31.0,83.9,0.0,0.6,0.9,-0.6,6.0,17.0,4.0,3.0,24.0,282.0,275.0,7.0,6.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,236.0,0.0,3.0,13.0,2.23,9.0,2.0,0.0,1.0,1.0,0.0,1.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,2.0,8.0,1.0,2.0,9.0,22.2,7.0,8.0,2.0,6.0,5.0,16.0,5.0,0.0,354.0,10.0,63.0,209.0,84.0,16.0,354.0,3.0,1.0,33.3,2.0,66.7,240.0,1194.0,407.0,7.0,5.0,2.0,17.0,5.0,223.0,20.0,53.0,53.1,5,85.0,3,5,20.0,1,0.9,5.0,6.0,-1.0,-0.17,0.8,7.7,11.2,-3.6,-0.61,-0.3,0.0,7.0,7.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,35.0,14.0,13.0,51.9,,,,,,,,,,,,,,,,2023-2024
Frank Magri,Toulouse,CM,"FW,MF",Ligue 1,24.0,1999.0,11.0,6.0,585.0,6.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.2,1.2,0.2,1.4,13.0,13.0,46.0,0.46,0.0,0.46,0.46,0.46,0.19,0.03,0.22,0.19,0.22,6.5,3.0,19.0,8.0,42.1,2.92,1.23,0.16,0.38,17.2,0.0,0.0,0.0,0.07,1.8,1.8,88.0,130.0,67.7,1258.0,337.0,46.0,62.0,74.2,32.0,44.0,72.7,2.0,7.0,28.6,0.0,0.2,0.2,-0.2,3.0,8.0,4.0,0.0,13.0,130.0,124.0,5.0,0.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,88.0,1.0,7.0,12.0,1.85,8.0,0.0,3.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,1.0,4.0,7.0,57.1,3.0,3.0,1.0,2.0,0.0,6.0,7.0,0.0,207.0,7.0,22.0,82.0,109.0,24.0,207.0,15.0,8.0,53.3,7.0,46.7,157.0,983.0,369.0,13.0,8.0,4.0,23.0,9.0,148.0,46.0,53.0,54.2,6,79.0,1,5,23.0,0,1.0,6.0,7.0,-1.0,-0.15,0.21,7.2,10.9,-3.7,-0.57,0.7,0.0,21.0,7.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,27.0,11.0,31.0,26.2,,,,,,,,,,,,,,,,2023-2024
Harry Maguire,Manchester Utd,EN,DF,Premier League,30.0,1993.0,7.0,5.0,478.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,6.0,28.0,0.0,0.0,0.19,0.19,0.0,0.19,0.01,0.07,0.07,0.01,0.07,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.03,0.0,0.0,328.0,386.0,85.0,7006.0,2361.0,111.0,127.0,87.4,150.0,167.0,89.8,62.0,85.0,72.9,1.0,0.4,0.3,0.6,2.0,44.0,2.0,0.0,28.0,386.0,375.0,11.0,11.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,10.0,1.88,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,50.0,1.0,8.0,8.0,0.0,3.0,6.0,22.0,0.0,431.0,37.0,173.0,233.0,26.0,6.0,431.0,0.0,0.0,0.0,0.0,0.0,271.0,1711.0,1015.0,6.0,4.0,0.0,3.0,0.0,290.0,0.0,68.0,44.3,5,90.0,5,2,14.0,3,1.71,6.0,7.0,-1.0,-0.19,0.11,7.0,9.0,-2.0,-0.38,-0.49,0.0,7.0,5.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,28.0,22.0,6.0,78.6,,,,,,,,,,,,,,,,2023-2024
Arne Maier,Augsburg,DE,"DF,MF",Bundesliga,24.0,1999.0,3.0,0.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47.0,74.5,695.0,287.0,10.0,10.0,100.0,20.0,26.0,76.9,4.0,8.0,50.0,0.0,0.0,0.1,0.0,0.0,3.0,2.0,1.0,1.0,47.0,35.0,11.0,4.0,0.0,0.0,9.0,5.0,2.0,0.0,2.0,0.0,35.0,1.0,0.0,5.0,7.89,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,52.0,1.0,8.0,19.0,26.0,1.0,52.0,4.0,3.0,75.0,1.0,25.0,25.0,82.0,31.0,0.0,0.0,0.0,1.0,0.0,25.0,6.0,19.0,5.7,0,0.0,0,3,19.0,4,0.33,1.0,1.0,0.0,0.0,0.29,0.6,0.9,-0.3,-0.52,-0.55,0.0,2.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,2023-2024
Habib Maiga,Metz,CI,"MF,FW",Ligue 1,27.0,1996.0,5.0,0.0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.9,0.0,2.0,0.0,0.0,2.17,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.06,-0.1,-0.1,34.0,42.0,81.0,555.0,170.0,14.0,17.0,82.4,17.0,19.0,89.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,42.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,1.0,1.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,3.0,5.0,1.0,0.0,57.0,1.0,14.0,30.0,14.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,33.0,212.0,93.0,1.0,2.0,0.0,2.0,2.0,35.0,1.0,17.0,7.7,0,0.0,0,5,17.0,2,1.6,0.0,1.0,-1.0,-1.08,-0.63,0.3,1.5,-1.2,-1.34,-0.6,0.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,10.0,1.0,1.0,50.0,,,,,,,,,,,,,,,,2023-2024
Mike Maignan,Milan,FR,GK,Serie A,28.0,1995.0,9.0,9.0,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,423.0,83.2,8645.0,5916.0,76.0,76.0,100.0,182.0,183.0,99.5,92.0,157.0,58.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,423.0,348.0,71.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,4.0,1.0,4.0,0.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,439.0,329.0,437.0,3.0,0.0,0.0,439.0,0.0,0.0,0.0,0.0,0.0,291.0,1451.0,976.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,90.0,74.9,9,90.0,8,0,0.0,0,1.89,16.0,12.0,4.0,0.44,-0.22,13.3,10.3,3.0,0.33,0.23,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,66.7,12.0,1.33,31.0,19.0,67.7,5.0,2.0,2.0,2.0,22.2,2.0,2.0,0.0,0.0,0.0,2023-2024
