Player,Squad,Nation,Pos,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%,Season
Emil Forsberg,RB Leipzig,SE,"MF,FW",Bundesliga,32.0,1991.0,9.0,4.0,330.0,3.7,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.2,0.4,0.1,0.5,5.0,11.0,27.0,0.27,0.0,0.27,0.27,0.27,0.32,0.03,0.35,0.1,0.13,3.7,1.0,9.0,2.0,22.2,2.45,0.55,0.11,0.5,25.3,1.0,0.0,1.0,0.04,-0.2,0.6,111.0,142.0,78.2,1688.0,246.0,67.0,78.0,85.9,35.0,39.0,89.7,7.0,11.0,63.6,0.0,0.1,0.2,-0.1,2.0,6.0,1.0,0.0,11.0,142.0,135.0,5.0,1.0,0.0,2.0,5.0,0.0,3.0,2.0,1.0,0.0,111.0,2.0,5.0,8.0,2.18,5.0,1.0,0.0,2.0,0.0,0.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,10.0,40.0,6.0,5.0,0.0,5.0,0.0,4.0,4.0,0.0,189.0,5.0,15.0,98.0,76.0,15.0,188.0,7.0,3.0,42.9,3.0,42.9,126.0,566.0,175.0,5.0,2.0,4.0,10.0,5.0,143.0,27.0,37.0,33.3,4,64.0,0,5,15.0,2,1.89,8.0,4.0,4.0,1.09,-0.82,4.5,6.2,-1.7,-0.46,-1.4,0.0,3.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,3.0,40.0,,,,,,,,,,,,,,,,2023-2024
Philipp Forster,Bochum,DE,MF,Bundesliga,28.0,1995.0,5.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.23,0.08,0.23,1.8,0.0,1.0,0.0,0.0,0.57,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.14,-0.1,-0.1,74.0,97.0,76.3,1328.0,457.0,33.0,41.0,80.5,26.0,37.0,70.3,12.0,14.0,85.7,0.0,0.3,0.4,-0.3,5.0,6.0,4.0,3.0,13.0,97.0,84.0,13.0,5.0,0.0,0.0,16.0,0.0,8.0,3.0,4.0,0.0,74.0,0.0,2.0,11.0,6.23,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,2.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,4.0,8.0,1.0,0.0,113.0,1.0,13.0,55.0,46.0,4.0,113.0,1.0,0.0,0.0,1.0,100.0,50.0,290.0,136.0,4.0,3.0,0.0,4.0,1.0,64.0,10.0,32.0,16.1,1,66.0,0,4,23.0,3,0.6,3.0,1.0,2.0,1.13,2.86,4.0,2.6,1.5,0.83,1.61,0.0,0.0,4.0,0.0,16.0,4.0,3.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,2023-2024
Lyle Foster,Burnley,ZA,"FW,MF",Premier League,23.0,2000.0,7.0,7.0,607.0,6.7,3.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,1.6,1.6,1.2,2.7,18.0,7.0,29.0,0.44,0.3,0.74,0.44,0.74,0.23,0.17,0.4,0.23,0.4,6.7,3.0,10.0,5.0,50.0,1.48,0.74,0.3,0.6,16.2,0.0,0.0,0.0,0.16,1.4,1.4,99.0,140.0,70.7,1512.0,192.0,55.0,74.0,74.3,35.0,44.0,79.5,5.0,8.0,62.5,2.0,1.2,0.5,0.8,6.0,4.0,4.0,0.0,7.0,140.0,124.0,16.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,99.0,0.0,6.0,11.0,1.63,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,2.0,3.0,1.0,5.0,20.0,4.0,7.0,1.0,6.0,1.0,8.0,11.0,0.0,226.0,15.0,26.0,99.0,105.0,25.0,226.0,10.0,4.0,40.0,4.0,40.0,126.0,785.0,394.0,18.0,10.0,11.0,25.0,11.0,145.0,29.0,87.0,56.2,7,87.0,3,0,0.0,0,0.57,6.0,19.0,-13.0,-1.93,-0.41,5.4,13.4,-8.0,-1.18,-0.4,0.0,10.0,5.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,15.0,31.0,32.6,,,,,,,,,,,,,,,,2023-2024
Dimitri Foulquier,Valencia,FR,"DF,MF",La Liga,30.0,1993.0,9.0,1.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.07,-0.2,-0.2,146.0,181.0,80.7,2317.0,923.0,74.0,85.0,87.1,60.0,68.0,88.2,8.0,20.0,40.0,0.0,0.2,0.2,-0.2,1.0,10.0,2.0,0.0,16.0,181.0,141.0,39.0,7.0,1.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,146.0,1.0,5.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,2.0,7.0,10.0,1.0,215.0,3.0,72.0,100.0,43.0,4.0,215.0,7.0,4.0,57.1,3.0,42.9,109.0,604.0,267.0,3.0,5.0,0.0,2.0,3.0,124.0,6.0,30.0,23.0,1,90.0,1,8,22.0,0,1.56,3.0,5.0,-2.0,-0.67,-0.67,3.1,4.4,-1.3,-0.42,-0.63,0.0,10.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,19.0,1.0,2.0,33.3,,,,,,,,,,,,,,,,2023-2024
Juan Foyth,Villarreal,AR,DF,La Liga,25.0,1998.0,9.0,9.0,792.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,14.0,44.0,24.0,0.11,0.0,0.11,0.11,0.11,0.01,0.04,0.05,0.01,0.05,8.8,1.0,4.0,2.0,50.0,0.45,0.23,0.25,0.5,12.1,0.0,0.0,0.0,0.03,0.9,0.9,438.0,529.0,82.8,7201.0,2511.0,217.0,239.0,90.8,187.0,214.0,87.4,28.0,50.0,56.0,0.0,0.3,0.8,-0.3,4.0,43.0,6.0,2.0,44.0,529.0,451.0,76.0,11.0,1.0,2.0,18.0,65.0,0.0,0.0,0.0,0.0,438.0,2.0,13.0,11.0,1.25,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,14.0,8.0,0.0,9.0,22.0,40.9,13.0,12.0,3.0,9.0,9.0,31.0,29.0,0.0,629.0,51.0,189.0,307.0,139.0,11.0,629.0,26.0,19.0,73.1,6.0,23.1,335.0,1812.0,981.0,14.0,26.0,1.0,12.0,4.0,384.0,24.0,88.0,67.7,9,88.0,8,0,0.0,0,0.89,11.0,15.0,-4.0,-0.45,0.02,10.4,13.2,-2.7,-0.31,0.67,0.0,15.0,6.0,0.0,18.0,9.0,12.0,0.0,0.0,0.0,49.0,18.0,13.0,58.1,,,,,,,,,,,,,,,,2023-2024
Matheus Franca,Crystal Palace,BR,"FW,MF",Premier League,19.0,2004.0,2.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.22,0.85,1.08,0.22,1.08,0.4,0.0,2.0,0.0,0.0,5.45,0.0,0.0,0.0,21.2,0.0,0.0,0.0,0.04,-0.1,-0.1,9.0,21.0,42.9,169.0,87.0,2.0,5.0,40.0,5.0,8.0,62.5,1.0,6.0,16.7,0.0,0.3,0.1,-0.3,4.0,1.0,0.0,0.0,1.0,21.0,12.0,9.0,1.0,0.0,1.0,8.0,0.0,8.0,4.0,2.0,0.0,9.0,0.0,1.0,5.0,13.64,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,3.0,7.0,14.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,66.0,29.0,1.0,1.0,0.0,0.0,0.0,12.0,2.0,17.0,3.1,0,0.0,0,2,17.0,2,0.0,1.0,0.0,1.0,2.73,3.16,0.9,0.4,0.6,1.57,1.84,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2023-2024
Bartol Franjic,Darmstadt 98,HR,MF,Bundesliga,23.0,2000.0,7.0,3.0,340.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,177.0,90.4,2978.0,604.0,58.0,64.0,90.6,86.0,92.0,93.5,15.0,19.0,78.9,0.0,0.0,0.1,0.0,0.0,13.0,1.0,1.0,13.0,177.0,170.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1.0,4.0,1.06,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0,10.0,9.0,4.0,0.0,4.0,9.0,10.0,13.0,0.0,214.0,18.0,79.0,119.0,18.0,0.0,214.0,5.0,4.0,80.0,1.0,20.0,113.0,619.0,313.0,6.0,5.0,0.0,4.0,3.0,132.0,3.0,49.0,34.3,3,90.0,3,4,18.0,4,0.71,2.0,17.0,-15.0,-3.97,-3.56,3.7,9.7,-6.0,-1.58,-0.84,0.0,7.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,24.0,4.0,5.0,44.4,,,,,,,,,,,,,,,,2023-2024
Przemyslaw Frankowski,Lens,PL,DF,Ligue 1,28.0,1995.0,9.0,7.0,588.0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.1,1.5,18.0,37.0,63.0,0.0,0.15,0.15,0.0,0.15,0.05,0.17,0.22,0.05,0.22,6.5,0.0,6.0,1.0,16.7,0.92,0.15,0.0,0.0,23.7,1.0,0.0,0.0,0.05,-0.3,-0.3,283.0,381.0,74.3,4989.0,1534.0,130.0,156.0,83.3,117.0,150.0,78.0,28.0,44.0,63.6,1.0,1.1,1.3,-0.1,12.0,22.0,15.0,7.0,37.0,381.0,313.0,65.0,2.0,1.0,1.0,41.0,60.0,3.0,0.0,2.0,0.0,283.0,3.0,11.0,19.0,2.9,17.0,2.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4.0,5.0,4.0,7.0,16.0,43.8,9.0,9.0,0.0,9.0,5.0,18.0,8.0,0.0,441.0,12.0,61.0,174.0,206.0,10.0,441.0,7.0,2.0,28.6,5.0,71.4,297.0,1618.0,714.0,18.0,15.0,1.0,8.0,3.0,284.0,63.0,65.0,54.4,7,78.0,4,2,22.0,2,1.11,5.0,6.0,-1.0,-0.15,-0.34,9.3,7.6,1.7,0.26,-0.14,0.0,6.0,3.0,0.0,41.0,5.0,9.0,0.0,0.0,0.0,24.0,3.0,7.0,30.0,,,,,,,,,,,,,,,,2023-2024
Davide Frattesi,Inter,IT,MF,Serie A,24.0,1999.0,11.0,1.0,292.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.0,1.3,12.0,10.0,12.0,0.31,0.0,0.31,0.31,0.31,0.41,0.01,0.42,0.41,0.42,3.2,1.0,10.0,4.0,40.0,3.08,1.23,0.1,0.25,13.8,0.0,0.0,0.0,0.13,-0.3,-0.3,57.0,74.0,77.0,863.0,285.0,28.0,31.0,90.3,18.0,27.0,66.7,5.0,5.0,100.0,0.0,0.0,0.5,0.0,1.0,7.0,2.0,0.0,10.0,74.0,70.0,3.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,57.0,1.0,1.0,4.0,1.24,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,5.0,0.0,107.0,5.0,19.0,51.0,38.0,17.0,107.0,6.0,3.0,50.0,3.0,50.0,71.0,633.0,323.0,12.0,5.0,6.0,3.0,7.0,70.0,12.0,27.0,27.0,1,70.0,0,10,22.0,0,2.55,9.0,0.0,9.0,2.77,1.17,8.0,2.3,5.7,1.76,0.56,0.0,4.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,5.0,44.4,,,,,,,,,,,,,,,,2023-2024
Jean Frederic N'Guessan,Metz,CI,"FW,MF",Ligue 1,20.0,2003.0,2.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,76.0,12.0,2.0,3.0,66.7,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,14.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,0.6,0,0.0,0,2,4.0,6,1.5,0.0,2.0,-2.0,-25.71,-25.38,0.2,1.2,-1.0,-12.77,-12.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,2023-2024
Morten Frendrup,Genoa,DK,MF,Serie A,22.0,2001.0,12.0,12.0,1080.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.8,1.1,9.0,37.0,16.0,0.0,0.25,0.25,0.0,0.25,0.03,0.07,0.09,0.03,0.09,12.0,0.0,7.0,1.0,14.3,0.58,0.08,0.0,0.0,19.7,0.0,0.0,0.0,0.05,-0.3,-0.3,299.0,382.0,78.3,4613.0,1188.0,164.0,188.0,87.2,104.0,133.0,78.2,17.0,29.0,58.6,3.0,0.8,0.7,2.2,6.0,24.0,6.0,1.0,37.0,382.0,374.0,8.0,3.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,299.0,0.0,10.0,18.0,1.5,14.0,0.0,0.0,3.0,1.0,0.0,5.0,0.42,4.0,0.0,0.0,1.0,0.0,0.0,49.0,26.0,19.0,24.0,6.0,23.0,30.0,76.7,7.0,20.0,5.0,15.0,17.0,66.0,12.0,1.0,525.0,32.0,150.0,289.0,92.0,13.0,525.0,10.0,6.0,60.0,3.0,30.0,243.0,1250.0,473.0,9.0,3.0,1.0,15.0,3.0,259.0,16.0,90.0,100.0,12,90.0,12,0,0.0,0,1.17,13.0,16.0,-3.0,-0.25,0.0,9.0,11.0,-2.0,-0.17,0.0,0.0,18.0,17.0,1.0,4.0,17.0,26.0,0.0,0.0,0.0,83.0,15.0,8.0,65.2,,,,,,,,,,,,,,,,2023-2024
Remo Freuler,Bologna,CH,MF,Serie A,31.0,1992.0,8.0,8.0,649.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,3.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,7.2,0.0,4.0,1.0,25.0,0.55,0.14,0.0,0.0,15.1,0.0,0.0,0.0,0.04,-0.2,-0.2,292.0,327.0,89.3,4048.0,1085.0,168.0,182.0,92.3,107.0,112.0,95.5,4.0,12.0,33.3,0.0,0.4,0.2,-0.4,4.0,18.0,2.0,0.0,26.0,327.0,312.0,14.0,11.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,292.0,1.0,4.0,6.0,0.83,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,9.0,8.0,1.0,7.0,13.0,53.8,6.0,10.0,2.0,8.0,10.0,28.0,10.0,1.0,401.0,14.0,124.0,221.0,58.0,8.0,401.0,3.0,2.0,66.7,1.0,33.3,217.0,805.0,327.0,3.0,5.0,1.0,10.0,3.0,280.0,10.0,81.0,60.1,8,81.0,3,0,0.0,1,1.63,9.0,6.0,3.0,0.42,0.42,7.9,7.3,0.6,0.09,-0.34,0.0,9.0,5.0,0.0,2.0,10.0,11.0,0.0,0.0,0.0,24.0,2.0,8.0,20.0,,,,,,,,,,,,,,,,2023-2024
Marco Friedl,Werder Bremen,AT,DF,Bundesliga,25.0,1998.0,9.0,9.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,31.3,0.0,0.0,0.0,0.02,0.0,0.0,364.0,427.0,85.2,7659.0,2612.0,91.0,96.0,94.8,225.0,239.0,94.1,47.0,84.0,56.0,0.0,0.0,0.1,0.0,0.0,19.0,3.0,1.0,23.0,427.0,408.0,17.0,13.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,364.0,2.0,4.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,9.0,6.0,0.0,12.0,17.0,70.6,5.0,17.0,10.0,7.0,10.0,25.0,41.0,0.0,527.0,80.0,292.0,225.0,15.0,2.0,527.0,2.0,2.0,100.0,0.0,0.0,296.0,1265.0,618.0,0.0,2.0,0.0,4.0,0.0,327.0,2.0,84.0,76.5,9,84.0,7,0,0.0,0,0.89,11.0,14.0,-3.0,-0.36,0.03,9.8,15.9,-6.1,-0.72,-1.3,0.0,14.0,8.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,54.0,15.0,9.0,62.5,,,,,,,,,,,,,,,,2023-2024
Marvin Friedrich,M'Gladbach,DE,DF,Bundesliga,27.0,1995.0,7.0,4.0,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.07,0.06,0.07,4.2,0.0,6.0,1.0,16.7,1.43,0.24,0.0,0.0,14.3,0.0,0.0,0.0,0.04,-0.3,-0.3,167.0,213.0,78.4,2941.0,1104.0,67.0,72.0,93.1,91.0,105.0,86.7,9.0,33.0,27.3,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,11.0,213.0,202.0,10.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,167.0,1.0,0.0,2.0,0.48,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,7.0,1.0,1.0,6.0,6.0,100.0,0.0,10.0,7.0,3.0,3.0,12.0,26.0,0.0,273.0,44.0,168.0,86.0,20.0,8.0,273.0,1.0,1.0,100.0,0.0,0.0,130.0,568.0,300.0,1.0,1.0,1.0,2.0,0.0,166.0,2.0,54.0,38.2,4,79.0,3,3,21.0,3,0.86,3.0,14.0,-11.0,-2.62,-4.24,3.4,11.4,-8.0,-1.9,-2.96,0.0,3.0,4.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,19.0,15.0,6.0,71.4,,,,,,,,,,,,,,,,2023-2024
Jeremie Frimpong,Leverkusen,NL,DF,Bundesliga,22.0,2000.0,11.0,11.0,883.0,9.8,3.0,5.0,8.0,3.0,0.0,0.0,2.0,0.0,2.6,2.6,2.5,5.1,62.0,16.0,121.0,0.31,0.51,0.82,0.31,0.82,0.27,0.26,0.52,0.27,0.52,9.8,3.0,18.0,10.0,55.6,1.83,1.02,0.17,0.3,11.3,0.0,0.0,0.0,0.15,0.4,0.4,282.0,367.0,76.8,3860.0,740.0,186.0,210.0,88.6,80.0,108.0,74.1,9.0,18.0,50.0,5.0,2.5,2.2,2.5,16.0,11.0,9.0,1.0,16.0,367.0,328.0,39.0,1.0,4.0,0.0,26.0,38.0,0.0,0.0,0.0,0.0,282.0,0.0,20.0,25.0,2.55,16.0,0.0,7.0,1.0,1.0,0.0,5.0,0.51,4.0,0.0,1.0,0.0,0.0,0.0,10.0,7.0,8.0,1.0,1.0,5.0,10.0,50.0,5.0,16.0,0.0,16.0,1.0,11.0,5.0,0.0,487.0,8.0,64.0,157.0,272.0,72.0,487.0,38.0,16.0,42.1,19.0,50.0,296.0,2340.0,1487.0,62.0,27.0,27.0,19.0,11.0,337.0,121.0,80.0,89.2,11,80.0,1,0,0.0,0,2.82,30.0,9.0,21.0,2.14,-0.38,20.7,10.1,10.6,1.08,-0.22,0.0,11.0,12.0,5.0,26.0,1.0,7.0,0.0,0.0,0.0,36.0,4.0,5.0,44.4,,,,,,,,,,,,,,,,2023-2024
Jorge de Frutos,Rayo Vallecano,ES,"FW,MF",La Liga,26.0,1997.0,12.0,1.0,288.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.6,7.0,8.0,25.0,0.31,0.0,0.31,0.31,0.31,0.29,0.2,0.49,0.29,0.49,3.2,1.0,7.0,3.0,42.9,2.19,0.94,0.14,0.33,16.1,0.0,0.0,0.0,0.13,0.1,0.1,60.0,82.0,73.2,1132.0,330.0,30.0,36.0,83.3,23.0,28.0,82.1,7.0,12.0,58.3,0.0,0.6,0.3,-0.6,3.0,6.0,5.0,3.0,8.0,82.0,75.0,7.0,1.0,0.0,0.0,14.0,2.0,4.0,2.0,2.0,0.0,60.0,0.0,3.0,8.0,2.49,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,110.0,2.0,12.0,44.0,56.0,10.0,110.0,8.0,4.0,50.0,2.0,25.0,71.0,410.0,201.0,7.0,4.0,1.0,8.0,4.0,72.0,25.0,24.0,24.6,1,65.0,0,11,20.0,0,1.25,6.0,5.0,1.0,0.31,0.62,7.1,4.6,2.5,0.78,1.5,0.0,4.0,5.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,6.0,14.3,,,,,,,,,,,,,,,,2023-2024
