,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
0,Ismael Aaneba,fr FRA,DF,Strasbourg,Ligue 1,19.0,1999.0,2.3,3.0,0.0,0.0,6.0,0.0,0.0,11.0,8.0,6.0,0.0,0.0,0.0,18.0,1.0,5.0,16.7
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,Premier League,27.0,1990.0,35.5,3.0,0.0,0.0,12.0,14.0,10.0,42.0,40.0,24.0,0.0,0.0,0.0,216.0,10.0,12.0,45.5
2,Ignazio Abate,it ITA,DF,Milan,Serie A,31.0,1986.0,14.5,4.0,0.0,0.0,13.0,6.0,0.0,26.0,18.0,19.0,0.0,1.0,0.0,71.0,13.0,8.0,61.9
3,Issah Abbas,gh GHA,FW,Mainz 05,Bundesliga,19.0,1998.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
4,Yunis Abdelhamid,ma MAR,DF,Reims,Ligue 1,30.0,1987.0,38.0,2.0,0.0,0.0,34.0,20.0,1.0,0.0,65.0,33.0,0.0,1.0,1.0,205.0,113.0,71.0,61.4
5,Mehdi Abeid,dz ALG,MF,Dijon,Ligue 1,25.0,1992.0,22.5,6.0,0.0,0.0,57.0,28.0,1.0,24.0,29.0,33.0,0.0,0.0,0.0,145.0,17.0,26.0,39.5
6,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,Ligue 1,18.0,2000.0,0.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,66.7
7,David Abraham,ar ARG,DF,Eint Frankfurt,Bundesliga,32.0,1986.0,15.8,2.0,0.0,0.0,11.0,9.0,0.0,8.0,24.0,14.0,0.0,0.0,0.0,104.0,40.0,22.0,64.5
8,Amir Abrashi,al ALB,MF,Freiburg,Bundesliga,28.0,1990.0,8.8,5.0,0.0,0.0,19.0,16.0,0.0,2.0,14.0,11.0,0.0,0.0,0.0,61.0,5.0,4.0,55.6
9,Francesco Acerbi,it ITA,DF,Lazio,Serie A,30.0,1988.0,36.8,4.0,1.0,1.0,24.0,42.0,3.0,6.0,61.0,30.0,0.0,0.0,0.0,226.0,96.0,43.0,69.1
10,Afriyie Acquah,gh GHA,MF,Empoli,Serie A,26.0,1992.0,16.8,4.0,0.0,0.0,27.0,32.0,1.0,34.0,12.0,9.0,0.0,0.0,0.0,88.0,22.0,28.0,44.0
11,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,19.0,1999.0,8.0,0.0,0.0,0.0,13.0,11.0,0.0,2.0,16.0,17.0,0.0,0.0,0.0,60.0,17.0,14.0,54.8
12,Antonio Adán,es ESP,GK,Atlético Madrid,La Liga,31.0,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Aday,es ESP,"DF,MF",Girona,La Liga,30.0,1987.0,7.2,2.0,0.0,0.0,6.0,8.0,0.0,50.0,7.0,8.0,0.0,1.0,0.0,24.0,2.0,5.0,28.6
14,Khaled Adénon,bj BEN,DF,Amiens,Ligue 1,33.0,1985.0,22.2,7.0,1.0,1.0,32.0,20.0,2.0,0.0,31.0,22.0,0.0,0.0,1.0,107.0,51.0,58.0,46.8
15,Claud Adjapong,it ITA,"MF,FW",Sassuolo,Serie A,20.0,1998.0,3.0,1.0,0.0,0.0,3.0,6.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,12.0,2.0,4.0,33.3
16,Yacine Adli,fr FRA,MF,Bordeaux,Ligue 1,18.0,2000.0,2.4,1.0,0.0,0.0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,16.0,2.0,1.0,66.7
17,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,Serie A,24.0,1993.0,1.8,0.0,0.0,0.0,2.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0,8.0,6.0,3.0,66.7
18,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,37.0,1981.0,10.5,5.0,0.0,0.0,28.0,8.0,12.0,6.0,0.0,2.0,0.0,1.0,0.0,17.0,52.0,57.0,47.7
19,Luis Advíncula,pe PER,DF,Rayo Vallecano,La Liga,28.0,1990.0,26.5,6.0,2.0,2.0,48.0,46.0,0.0,54.0,19.0,38.0,2.0,0.0,0.0,131.0,24.0,33.0,42.1
20,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,22.0,1996.0,22.6,4.0,0.0,0.0,24.0,28.0,0.0,42.0,27.0,29.0,0.0,0.0,0.0,116.0,19.0,27.0,41.3
21,Nayef Aguerd,ma MAR,DF,Dijon,Ligue 1,22.0,1996.0,11.7,4.0,1.0,0.0,19.0,8.0,0.0,3.0,14.0,12.0,0.0,1.0,0.0,58.0,41.0,23.0,64.1
22,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,30.0,1988.0,27.3,4.0,0.0,0.0,21.0,25.0,26.0,13.0,9.0,9.0,0.0,0.0,0.0,70.0,17.0,22.0,43.6
23,Ruben Aguilar,fr FRA,DF,Montpellier,Ligue 1,25.0,1993.0,28.1,8.0,0.0,0.0,37.0,40.0,1.0,115.0,37.0,51.0,0.0,1.0,0.0,185.0,28.0,32.0,46.7
24,Juan Aguilera,es ESP,MF,Huesca,La Liga,32.0,1985.0,3.8,1.0,0.0,0.0,3.0,6.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,27.0,4.0,4.0,50.0
26,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,Serie A,27.0,1990.0,1.8,0.0,0.0,0.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,50.0
27,Jean-Eudes Aholou,ci CIV,MF,Monaco,Ligue 1,24.0,1994.0,11.9,2.0,0.0,0.0,26.0,17.0,0.0,5.0,17.0,11.0,0.0,0.0,0.0,79.0,22.0,25.0,46.8
28,Antonis Aidonis,de GER,DF,Stuttgart,Bundesliga,17.0,2001.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,33.3
29,Ola Aina,ng NGA,DF,Torino,Serie A,21.0,1996.0,24.0,5.0,1.0,0.0,31.0,38.0,4.0,63.0,39.0,36.0,0.0,0.0,0.0,167.0,41.0,29.0,58.6
30,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,Ligue 1,22.0,1996.0,10.4,0.0,0.0,0.0,10.0,10.0,0.0,4.0,19.0,13.0,0.0,0.0,0.0,74.0,7.0,10.0,41.2
31,Youssef Aït Bennasser,ma MAR,MF,Monaco,Ligue 1,22.0,1996.0,11.9,2.0,0.0,0.0,11.0,11.0,0.0,2.0,15.0,16.0,0.0,0.0,0.0,119.0,7.0,10.0,41.2
32,Rayan Aït Nouri,dz ALG,"DF,MF",Angers,Ligue 1,17.0,2001.0,0.6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0
33,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,24.0,1994.0,17.0,5.0,0.0,0.0,45.0,16.0,2.0,5.0,5.0,13.0,1.0,0.0,0.0,32.0,104.0,60.0,63.4
34,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,23.0,1995.0,24.5,1.0,0.0,0.0,13.0,17.0,0.0,2.0,27.0,19.0,0.0,0.0,0.0,121.0,44.0,37.0,54.3
35,Carlos Akapo,gq EQG,DF,Huesca,La Liga,25.0,1993.0,11.4,2.0,0.0,0.0,16.0,13.0,0.0,7.0,23.0,15.0,0.0,0.0,0.0,54.0,20.0,14.0,58.8
36,Nathan Aké,nl NED,DF,Bournemouth,Premier League,23.0,1995.0,37.9,3.0,0.0,0.0,28.0,21.0,2.0,6.0,32.0,35.0,1.0,1.0,0.0,182.0,86.0,66.0,56.6
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,La Liga,20.0,1997.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,8.0,1.0,3.0,0.0,0.0,1.0,8.0,1.0,5.0,16.7
38,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,Bundesliga,23.0,1995.0,5.8,0.0,0.0,0.0,8.0,15.0,1.0,8.0,4.0,6.0,0.0,0.0,0.0,31.0,6.0,17.0,26.1
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,23.0,1995.0,5.5,2.0,0.0,0.0,6.0,10.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,31.0,5.0,7.0,41.7
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,Bundesliga,23.0,1995.0,3.5,2.0,0.0,0.0,4.0,2.0,0.0,0.0,10.0,6.0,0.0,1.0,0.0,14.0,6.0,5.0,54.5
41,David Alaba,at AUT,DF,Bayern Munich,Bundesliga,26.0,1992.0,28.1,4.0,0.0,0.0,13.0,11.0,5.0,115.0,31.0,21.0,0.0,0.0,0.0,148.0,24.0,22.0,52.2
42,Sofiane Alakouch,ma MAR,DF,Nîmes,Ligue 1,20.0,1998.0,21.1,4.0,0.0,0.0,29.0,32.0,0.0,40.0,46.0,44.0,0.0,0.0,0.0,93.0,18.0,26.0,40.9
43,Lucas Alario,ar ARG,"FW,MF",Leverkusen,Bundesliga,25.0,1992.0,14.1,1.0,0.0,0.0,23.0,24.0,14.0,5.0,1.0,8.0,0.0,0.0,0.0,37.0,40.0,72.0,35.7
44,Jordi Alba,es ESP,DF,Barcelona,La Liga,29.0,1989.0,33.2,6.0,0.0,0.0,25.0,19.0,9.0,52.0,60.0,22.0,1.0,0.0,0.0,208.0,16.0,37.0,30.2
45,Luis Alberto,es ESP,"MF,FW",Lazio,Serie A,25.0,1992.0,22.1,5.0,1.0,0.0,23.0,24.0,3.0,171.0,10.0,22.0,0.0,0.0,0.0,117.0,14.0,21.0,40.0
46,Raúl Albiol,es ESP,DF,Napoli,Serie A,32.0,1985.0,19.0,4.0,0.0,0.0,10.0,7.0,0.0,3.0,20.0,8.0,0.0,1.0,0.0,102.0,46.0,33.0,58.2
47,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,27.0,1990.0,18.4,3.0,1.0,0.0,34.0,37.0,1.0,57.0,16.0,26.0,0.0,1.0,0.0,94.0,8.0,24.0,25.0
48,Marc Albrighton,eng ENG,"FW,MF",Leicester City,Premier League,28.0,1989.0,18.1,3.0,0.0,0.0,10.0,20.0,2.0,125.0,23.0,22.0,0.0,0.0,0.0,141.0,15.0,18.0,45.5
49,Paco Alcácer,es ESP,FW,Dortmund,Bundesliga,24.0,1993.0,13.5,0.0,0.0,0.0,5.0,7.0,9.0,3.0,6.0,1.0,0.0,0.0,0.0,26.0,12.0,33.0,26.7
50,Pedro Alcalá,es ESP,DF,Girona,La Liga,29.0,1989.0,20.8,9.0,0.0,0.0,21.0,13.0,2.0,3.0,36.0,23.0,0.0,0.0,0.0,106.0,84.0,46.0,64.6
52,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,27.0,1991.0,26.8,5.0,0.0,0.0,52.0,34.0,0.0,69.0,44.0,65.0,0.0,1.0,0.0,266.0,34.0,38.0,47.2
53,Rubén Alcaraz,es ESP,MF,Valladolid,La Liga,27.0,1991.0,33.1,13.0,0.0,0.0,69.0,109.0,1.0,39.0,38.0,54.0,0.0,0.0,0.0,268.0,49.0,66.0,42.6
54,Toby Alderweireld,be BEL,DF,Tottenham,Premier League,29.0,1989.0,32.5,3.0,0.0,0.0,10.0,1.0,1.0,6.0,24.0,23.0,0.0,0.0,1.0,193.0,54.0,47.0,53.5
55,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,La Liga,25.0,1992.0,1.6,0.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,8.0,42.9
56,Alexis Alegue,fr FRA,FW,Nantes,Ligue 1,21.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
57,Iván Alejo,es ESP,MF,Getafe,La Liga,23.0,1995.0,1.6,2.0,1.0,0.0,10.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,50.0
58,Carles Aleñá,es ESP,MF,Barcelona,La Liga,20.0,1998.0,7.1,2.0,0.0,0.0,9.0,14.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,38.0,5.0,4.0,55.6
59,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,Ligue 1,23.0,1995.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,10.0,0.0,100.0
60,Alexander,ar ARG,FW,Leganés,La Liga,29.0,1988.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
61,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,19.0,1998.0,27.4,3.0,0.0,0.0,14.0,7.0,4.0,201.0,35.0,39.0,0.0,0.0,0.0,169.0,9.0,23.0,28.1
62,Rachid Alioui,ma MAR,FW,Nîmes,Ligue 1,26.0,1992.0,13.9,1.0,0.0,0.0,11.0,11.0,5.0,19.0,10.0,5.0,0.0,0.0,0.0,40.0,42.0,67.0,38.5
63,Alisson,br BRA,GK,Liverpool,Premier League,25.0,1992.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,70.0,11.0,1.0,91.7
64,Bobby Allain,fr FRA,GK,Dijon,Ligue 1,26.0,1991.0,13.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,9.0,3.0,75.0
65,Allan,br BRA,MF,Napoli,Serie A,27.0,1991.0,29.1,10.0,0.0,0.0,50.0,62.0,0.0,14.0,36.0,70.0,0.0,0.0,0.0,275.0,13.0,16.0,44.8
66,Allan,br BRA,MF,Eint Frankfurt,Bundesliga,21.0,1997.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,3.0,25.0
67,Dele Alli,eng ENG,MF,Tottenham,Premier League,22.0,1996.0,20.3,4.0,0.0,0.0,23.0,20.0,3.0,10.0,19.0,19.0,0.0,0.0,0.0,124.0,20.0,20.0,50.0
68,Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,24.0,1994.0,8.4,0.0,0.0,0.0,6.0,17.0,4.0,21.0,8.0,12.0,0.0,0.0,0.0,61.0,1.0,9.0,10.0
69,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,La Liga,25.0,1993.0,6.0,2.0,0.0,0.0,6.0,2.0,1.0,12.0,5.0,9.0,0.0,0.0,0.0,33.0,18.0,7.0,72.0
70,Marcos Alonso,es ESP,DF,Chelsea,Premier League,27.0,1990.0,30.7,6.0,0.0,0.0,28.0,37.0,2.0,98.0,39.0,46.0,2.0,1.0,0.0,212.0,66.0,54.0,55.0
71,Mickaël Alphonse,gp GLP,DF,Dijon,Ligue 1,29.0,1989.0,6.3,0.0,0.0,0.0,9.0,10.0,0.0,22.0,9.0,5.0,0.0,0.0,0.0,27.0,14.0,3.0,82.4
72,Sergio Álvarez,es ESP,"DF,MF",Eibar,La Liga,26.0,1992.0,11.9,1.0,0.0,0.0,19.0,6.0,1.0,0.0,17.0,25.0,0.0,0.0,0.0,76.0,35.0,20.0,63.6
73,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,31.0,1986.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,4.0,0.0,100.0
74,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,23.0,1995.0,29.0,10.0,0.0,0.0,31.0,24.0,0.0,4.0,63.0,30.0,0.0,0.0,0.0,138.0,93.0,66.0,58.5
75,Bruno Alves,pt POR,DF,Parma,Serie A,36.0,1981.0,32.5,9.0,1.0,1.0,31.0,12.0,0.0,17.0,29.0,8.0,0.0,1.0,1.0,129.0,102.0,38.0,72.9
76,Dani Alves,br BRA,"MF,DF",Paris S-G,Ligue 1,35.0,1983.0,18.0,4.0,0.0,0.0,43.0,23.0,4.0,61.0,8.0,22.0,0.0,0.0,1.0,121.0,11.0,18.0,37.9
78,Alfons Amade,de GER,MF,Hoffenheim,Bundesliga,18.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
79,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,La Liga,25.0,1993.0,8.5,2.0,0.0,0.0,12.0,10.0,1.0,6.0,11.0,20.0,0.0,0.0,0.0,45.0,24.0,16.0,60.0
80,Romain Amalfitano,fr FRA,"MF,FW",Dijon,Ligue 1,28.0,1989.0,28.0,3.0,1.0,0.0,42.0,29.0,1.0,25.0,47.0,33.0,0.0,0.0,0.0,154.0,13.0,35.0,27.1
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,23.0,1994.0,7.1,2.0,0.0,0.0,6.0,1.0,1.0,3.0,17.0,12.0,0.0,1.0,0.0,58.0,14.0,9.0,60.9
82,Jordi Amat,id IDN,DF,Rayo Vallecano,La Liga,26.0,1992.0,30.7,9.0,0.0,0.0,47.0,9.0,1.0,0.0,43.0,31.0,0.0,2.0,0.0,147.0,48.0,48.0,50.0
83,Amath,sn SEN,MF,Getafe,La Liga,22.0,1996.0,11.1,4.0,0.0,0.0,27.0,21.0,3.0,11.0,10.0,13.0,0.0,0.0,0.0,55.0,12.0,22.0,35.3
84,Jordan Amavi,fr FRA,DF,Marseille,Ligue 1,24.0,1994.0,24.2,7.0,2.0,0.0,46.0,33.0,1.0,82.0,46.0,50.0,0.0,1.0,0.0,110.0,71.0,31.0,69.6
85,Kelvin Amian,fr FRA,DF,Toulouse,Ligue 1,20.0,1998.0,32.0,6.0,0.0,0.0,38.0,11.0,3.0,21.0,36.0,45.0,0.0,1.0,0.0,148.0,47.0,49.0,49.0
86,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,21.0,1996.0,8.4,1.0,0.0,0.0,14.0,14.0,0.0,11.0,7.0,9.0,0.0,0.0,0.0,44.0,3.0,8.0,27.3
87,Yanis Ammour,fr FRA,MF,Montpellier,Ligue 1,19.0,1999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88,Luke Amos,eng ENG,MF,Tottenham,Premier League,21.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
89,Joachim Andersen,dk DEN,DF,Sampdoria,Serie A,22.0,1996.0,32.0,7.0,0.0,0.0,31.0,13.0,0.0,1.0,35.0,27.0,0.0,2.0,0.0,159.0,74.0,60.0,55.2
90,Felipe Anderson,br BRA,"MF,FW",West Ham,Premier League,25.0,1993.0,33.8,3.0,0.0,0.0,27.0,52.0,5.0,122.0,41.0,49.0,0.0,1.0,0.0,227.0,9.0,26.0,25.7
91,Florin Andone,ro ROU,FW,Brighton,Premier League,25.0,1993.0,9.8,5.0,0.0,0.0,28.0,20.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,42.0,36.0,73.0,33.0
92,Benjamin André,fr FRA,MF,Rennes,Ligue 1,27.0,1990.0,27.7,8.0,1.0,1.0,59.0,48.0,5.0,13.0,54.0,60.0,1.0,0.0,0.0,218.0,141.0,98.0,59.0
93,Marco Andreolli,it ITA,DF,Cagliari,Serie A,32.0,1986.0,1.2,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,1.0,85.7
94,Marco Andreolli,it ITA,DF,Chievo,Serie A,32.0,1986.0,7.2,2.0,0.0,0.0,7.0,3.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,27.0,22.0,12.0,64.7
95,Yoann Andreu,fr FRA,DF,Angers,Ligue 1,29.0,1989.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
96,José Ángel,es ESP,DF,Eibar,La Liga,28.0,1989.0,33.6,10.0,0.0,0.0,22.0,17.0,1.0,260.0,41.0,46.0,0.0,1.0,0.0,234.0,49.0,34.0,59.0
97,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,La Liga,34.0,1984.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,4.0,0.0,100.0
98,Cristian Ansaldi,ar ARG,"DF,MF",Torino,Serie A,31.0,1986.0,20.1,3.0,0.0,0.0,22.0,32.0,2.0,147.0,15.0,26.0,0.0,0.0,0.0,114.0,3.0,16.0,15.8
99,Mirco Antenucci,it ITA,FW,SPAL,Serie A,33.0,1984.0,23.7,0.0,0.0,0.0,29.0,37.0,17.0,29.0,5.0,9.0,0.0,0.0,0.0,54.0,34.0,41.0,45.3
100,Waldemar Anton,de GER,DF,Hannover 96,Bundesliga,22.0,1996.0,34.0,4.0,0.0,0.0,25.0,19.0,0.0,5.0,69.0,32.0,0.0,1.0,1.0,215.0,83.0,73.0,53.2
101,Luca Antonelli,it ITA,DF,Empoli,Serie A,31.0,1987.0,8.4,1.0,0.0,0.0,10.0,22.0,3.0,8.0,16.0,11.0,0.0,0.0,0.0,46.0,10.0,9.0,52.6
102,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,Serie A,20.0,1998.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,50.0
104,Michail Antonio,jm JAM,"MF,FW",West Ham,Premier League,28.0,1990.0,23.4,3.0,0.0,0.0,34.0,44.0,10.0,50.0,18.0,14.0,2.0,0.0,0.0,114.0,79.0,103.0,43.4
105,Antoñito,es ESP,"DF,MF",Valladolid,La Liga,30.0,1987.0,20.7,5.0,0.0,0.0,29.0,12.0,5.0,93.0,18.0,21.0,0.0,0.0,0.0,84.0,12.0,23.0,34.3
106,Vitorino Antunes,pt POR,"DF,MF",Getafe,La Liga,31.0,1987.0,24.2,5.0,0.0,0.0,37.0,20.0,1.0,141.0,43.0,26.0,0.0,0.0,0.0,151.0,21.0,37.0,36.2
107,Anuar,ma MAR,"MF,FW",Valladolid,La Liga,23.0,1995.0,12.0,6.0,0.0,0.0,29.0,15.0,4.0,2.0,11.0,19.0,0.0,0.0,0.0,53.0,26.0,32.0,44.8
108,Dennis Aogo,de GER,MF,Stuttgart,Bundesliga,31.0,1987.0,11.4,1.0,0.0,0.0,9.0,6.0,2.0,52.0,9.0,10.0,0.0,0.0,0.0,63.0,11.0,4.0,73.3
109,Houssem Aouar,fr FRA,MF,Lyon,Ligue 1,20.0,1998.0,34.0,2.0,0.0,0.0,30.0,53.0,11.0,7.0,32.0,38.0,2.0,0.0,0.0,218.0,17.0,33.0,34.0
110,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,La Liga,21.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
111,Mauro Arambarri,uy URU,MF,Getafe,La Liga,22.0,1995.0,29.7,8.0,0.0,0.0,65.0,57.0,1.0,24.0,30.0,33.0,1.0,1.0,1.0,166.0,53.0,44.0,54.6
112,Guilherme Arana,br BRA,DF,Sevilla,La Liga,21.0,1997.0,7.0,3.0,0.0,0.0,5.0,8.0,0.0,19.0,9.0,6.0,0.0,0.0,0.0,35.0,3.0,3.0,50.0
113,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,29.0,1989.0,21.0,3.0,0.0,0.0,27.0,32.0,0.0,24.0,25.0,30.0,0.0,0.0,0.0,160.0,12.0,11.0,52.2
114,Luiz Araújo,br BRA,"FW,MF",Lille,Ligue 1,22.0,1996.0,8.7,2.0,1.0,0.0,22.0,8.0,1.0,30.0,3.0,17.0,0.0,0.0,0.0,35.0,1.0,11.0,8.3
115,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,26.0,1991.0,29.8,3.0,1.0,1.0,15.0,4.0,1.0,2.0,35.0,22.0,0.0,1.0,0.0,127.0,70.0,46.0,60.3
116,Anaitz Arbilla,es ESP,DF,Eibar,La Liga,31.0,1987.0,21.7,6.0,1.0,1.0,14.0,5.0,0.0,8.0,46.0,24.0,0.0,0.0,0.0,151.0,59.0,41.0,59.0
117,Joaquín Ardaiz,uy URU,FW,Frosinone,Serie A,19.0,1999.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
118,Alphonse Areola,fr FRA,GK,Paris S-G,Ligue 1,25.0,1993.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,2.0,1.0,66.7
119,Santiago Arias,co COL,DF,Atlético Madrid,La Liga,26.0,1992.0,19.7,4.0,0.0,0.0,21.0,32.0,2.0,51.0,34.0,32.0,0.0,0.0,0.0,99.0,41.0,34.0,54.7
120,Lorenzo Ariaudo,it ITA,DF,Frosinone,Serie A,29.0,1989.0,18.7,2.0,0.0,0.0,15.0,22.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,62.0,47.0,29.0,61.8
121,Nicolò Armini,it ITA,DF,Lazio,Serie A,17.0,2001.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
122,Yoël Armougom,fr FRA,DF,Caen,Ligue 1,20.0,1998.0,20.6,5.0,1.0,1.0,19.0,15.0,1.0,71.0,21.0,21.0,0.0,1.0,0.0,87.0,26.0,27.0,49.1
123,Stuart Armstrong,sct SCO,MF,Southampton,Premier League,26.0,1992.0,15.9,2.0,0.0,0.0,20.0,21.0,3.0,25.0,12.0,20.0,0.0,1.0,0.0,79.0,17.0,22.0,43.6
124,José Arnaiz,es ESP,"MF,FW",Leganés,La Liga,23.0,1995.0,1.3,0.0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,80.0
125,Marko Arnautović,at AUT,FW,West Ham,Premier League,29.0,1989.0,22.1,3.0,0.0,0.0,30.0,12.0,21.0,18.0,3.0,5.0,0.0,1.0,0.0,48.0,22.0,24.0,47.8
126,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,24.0,1994.0,31.9,7.0,0.0,0.0,45.0,81.0,2.0,134.0,35.0,30.0,1.0,0.0,0.0,207.0,25.0,44.0,36.2
127,Kepa Arrizabalaga,es ESP,GK,Chelsea,Premier League,23.0,1994.0,36.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,7.0,0.0,100.0
128,Harry Arter,ie IRL,MF,Cardiff City,Premier League,28.0,1989.0,22.2,10.0,0.0,0.0,25.0,14.0,2.0,17.0,21.0,37.0,0.0,0.0,0.0,128.0,6.0,14.0,30.0
130,Kwadwo Asamoah,gh GHA,DF,Inter,Serie A,29.0,1988.0,29.7,6.0,0.0,0.0,27.0,69.0,0.0,74.0,40.0,26.0,0.0,0.0,0.0,206.0,19.0,22.0,46.3
