,Unnamed: 0,Squad,Comp,# Pl,Age,Poss,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,# Pl,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Unnamed: 0,# Pl,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Unnamed: 0,# Pl,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,Unnamed: 0,# Pl,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Unnamed: 0,# Pl,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Unnamed: 0,# Pl,Poss,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Unnamed: 0,# Pl,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Unnamed: 0,# Pl,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Unnamed: 0,# Pl,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
10,10,Bayern Munich,Bundesliga,29,27.3,60.7,34,374,3060,34.0,98,75,173,89,9,10,44,3,75.9,68.1,55.2,123.3,829,2084,2.88,2.21,5.09,2.62,4.82,2.23,1.62,3.86,2.0,3.63,10,29,34.0,98,572,219,38.3,16.82,6.44,0.16,0.41,16.9,9,9,10,75.9,68.1,0.12,22.1,20.9,10,29,34.0,18358,22039,83.3,327421,111389,7794,8735,89.2,7997,9011,88.7,1993,3021,66.0,75,55.2,69.4,19.8,461,1578,464,113,2084,10,29,34.0,22039,20252,1713,477,23,160,828,727,237,108,86,0,18358,74,370,10,29,34.0,1040,30.59,823,67,59,55,27,9,171,5.03,134,8,13,8,7,1,10,29,34.0,510,316,174,231,105,224,541,41.4,317,388,75,313,399,909,398,10,10,29,60.7,34.0,25817,1855,6669,12031,7356,1178,25807,690,437,63.3,252,36.5,15272,85823,45041,829,613,216,656,349,18243,2073,10,29,34,3060,90,100,34.0,374,82,237,137,21,163,2.29,99,44,55,1.62,75.9,40.2,35.8,1.05,10,29,34.0,44,3,0,317,374,74,828,399,316,7,3,0,2050,430,409,51.3,10,2,34,34,3060,34.0,44,1.29,127,82,66.1,24,6,4,9,26.5,3,1,1,1,50.0
11,11,Benevento,Serie A,29,28.7,42.6,38,418,3420,38.0,40,26,66,35,5,7,95,5,40.6,35.0,27.6,62.6,512,1096,1.05,0.68,1.74,0.92,1.61,1.07,0.73,1.79,0.92,1.65,11,29,38.0,40,411,128,31.1,10.82,3.37,0.09,0.27,17.7,17,5,7,40.6,35.0,0.09,-0.6,0.0,11,29,38.0,11573,15318,75.6,210156,81278,4998,5811,86.0,4745,5735,82.7,1419,2776,51.1,26,27.6,24.7,-1.6,300,762,270,85,1096,11,29,38.0,15318,13338,1919,685,12,95,645,658,169,52,96,0,11573,61,296,11,29,38.0,686,18.05,486,66,36,52,36,10,66,1.74,43,8,3,5,5,2,11,29,38.0,511,288,278,179,54,243,646,37.6,403,382,123,259,383,894,746,13,11,29,42.6,38.0,19178,2349,7076,8190,4126,698,19171,452,273,60.4,179,39.6,9800,53706,27355,512,377,123,513,289,11461,1083,11,29,38,3420,90,100,38.0,418,80,238,178,24,258,0.87,40,75,-35,-0.92,40.6,64.3,-23.6,-0.62,11,29,38.0,95,5,2,496,593,61,645,383,288,7,5,6,1749,496,615,44.6,11,2,38,38,3420,38.0,75,1.97,177,107,59.9,7,12,19,7,18.4,5,4,1,0,20.0
12,12,Betis,La Liga,25,27.9,53.6,38,418,3420,38.0,50,35,85,42,8,11,93,8,49.1,40.5,33.4,73.9,694,1441,1.32,0.92,2.24,1.11,2.03,1.29,0.88,2.17,1.07,1.94,12,25,38.0,50,432,145,33.6,11.37,3.82,0.1,0.29,18.9,16,8,11,49.1,40.5,0.1,0.9,1.5,12,25,38.0,15814,19679,80.4,273398,94327,7403,8309,89.1,6096,7037,86.6,1672,3002,55.7,35,33.4,30.5,1.6,334,1048,298,80,1441,12,25,38.0,19679,17720,1894,598,18,163,586,774,184,48,82,2,15814,65,321,12,25,38.0,799,21.03,578,74,59,39,36,13,91,2.39,58,12,6,5,9,1,12,25,38.0,556,315,274,221,61,211,556,37.9,345,362,74,288,453,1009,687,11,12,25,53.6,38.0,23649,2104,6950,11175,5734,790,23638,638,420,65.8,218,34.2,13277,66819,34529,694,547,172,592,367,15683,1427,12,25,38,3420,90,100,38.0,418,82,258,155,21,276,1.61,50,50,0,0.0,49.1,46.8,2.2,0.06,12,25,38.0,93,8,4,521,483,65,586,453,315,9,10,3,1938,613,628,49.4,12,2,38,38,3420,38.0,50,1.32,136,87,69.1,17,10,11,13,34.2,10,8,2,0,20.0
13,13,Bologna,Serie A,37,27.2,50.8,38,418,3420,38.0,49,38,87,46,3,4,82,4,54.6,51.1,39.0,90.1,706,1516,1.29,1.0,2.29,1.21,2.21,1.44,1.03,2.47,1.34,2.37,13,37,38.0,49,495,175,35.4,13.03,4.61,0.09,0.26,18.5,24,3,4,54.6,51.1,0.11,-5.6,-5.1,13,37,38.0,14683,18539,79.2,256744,99247,6690,7649,87.5,5992,7098,84.4,1528,2648,57.7,38,39.0,29.3,-1.0,372,1193,262,60,1516,13,37,38.0,18539,16629,1837,533,31,105,669,697,201,134,38,0,14683,73,346,13,37,38.0,862,22.68,629,72,48,52,43,18,83,2.18,62,6,1,8,5,1,13,37,38.0,542,313,273,186,83,209,538,38.8,329,452,147,305,424,966,740,21,13,37,50.8,38.0,22798,2727,7475,10035,5490,764,22794,628,345,54.9,283,45.1,12688,68899,34588,706,473,176,598,305,14515,1495,13,37,38,3420,90,100,38.0,418,81,243,172,21,275,1.08,51,65,-14,-0.37,54.6,62.6,-7.9,-0.21,13,37,38.0,82,4,2,536,476,73,669,424,313,3,9,2,2016,564,594,48.7,13,3,38,38,3420,38.0,65,1.71,193,128,69.9,10,11,17,5,13.2,9,7,2,0,22.2
14,14,Bordeaux,Ligue 1,28,27.6,49.8,38,418,3420,38.0,41,32,73,37,4,4,78,4,43.5,40.4,31.4,71.7,644,1303,1.08,0.84,1.92,0.97,1.82,1.14,0.83,1.97,1.06,1.89,14,28,38.0,41,417,137,32.9,10.97,3.61,0.09,0.27,17.4,20,4,4,43.5,40.4,0.1,-2.5,-3.4,14,28,38.0,15862,19490,81.4,283184,102852,7065,7953,88.8,6665,7634,87.3,1694,2878,58.9,32,31.4,27.2,0.6,319,978,186,57,1303,14,28,38.0,19490,17533,1908,534,16,146,609,814,174,81,58,0,15862,49,318,14,28,38.0,740,19.47,476,82,63,45,57,17,76,2.0,45,10,6,5,9,1,14,28,38.0,567,329,294,212,61,253,623,40.6,370,383,123,260,503,1070,677,9,14,28,49.8,38.0,23564,2361,7808,11547,4454,603,23560,679,391,57.6,287,42.3,13778,70213,34273,644,459,156,614,396,15747,1291,14,28,38,3420,90,100,38.0,418,81,245,169,22,172,1.18,42,56,-14,-0.37,43.5,54.9,-11.4,-0.3,14,28,38.0,78,4,2,465,480,49,609,503,329,3,8,1,1964,570,501,53.2,14,1,38,38,3420,38.0,56,1.47,156,100,68.6,13,6,19,14,36.8,8,7,1,0,12.5
15,15,Brest,Ligue 1,26,24.9,49.3,38,418,3420,38.0,48,31,79,45,3,4,62,4,50.0,46.8,36.0,82.8,685,1438,1.26,0.82,2.08,1.18,2.0,1.32,0.95,2.26,1.23,2.18,15,26,38.0,48,445,155,34.8,11.71,4.08,0.1,0.29,17.2,26,3,4,50.0,46.8,0.11,-2.0,-1.8,15,26,38.0,15437,19407,79.5,292474,108202,6267,7228,86.7,6798,7856,86.5,2034,3384,60.1,31,36.0,36.5,-5.0,337,1178,301,123,1438,15,26,38.0,19407,17412,1936,489,19,147,720,859,181,98,40,0,15437,59,298,15,26,38.0,789,20.76,561,80,45,43,50,10,84,2.21,61,7,3,6,6,1,15,26,38.0,610,355,321,236,53,284,633,44.9,349,358,109,249,463,1073,685,12,15,26,49.3,38.0,23400,2617,8252,10194,5202,723,23396,613,383,62.5,230,37.5,13831,71207,37159,685,479,132,561,285,15317,1421,15,26,38,3420,90,100,38.0,418,84,269,146,17,194,1.08,50,66,-16,-0.42,50.0,58.1,-8.1,-0.21,15,26,38.0,62,4,1,491,434,59,720,463,355,4,11,2,1928,693,560,55.3,15,2,38,38,3420,38.0,66,1.74,180,115,68.3,11,8,19,7,18.4,11,9,1,1,10.0
16,16,Brighton,Premier League,27,25.8,51.1,38,418,3420,38.0,39,24,63,33,6,9,49,6,50.9,43.8,33.2,77.0,685,1516,1.03,0.63,1.66,0.87,1.5,1.34,0.87,2.21,1.15,2.03,16,27,38.0,39,478,134,28.0,12.58,3.53,0.07,0.25,17.4,15,6,9,50.9,43.8,0.09,-11.9,-10.8,16,27,38.0,15772,19871,79.4,283213,95248,6694,7654,87.5,6893,7960,86.6,1689,3090,54.7,24,33.2,34.9,-9.2,358,1132,358,80,1516,16,27,38.0,19871,18111,1708,404,17,164,686,769,219,71,107,2,15772,52,313,16,27,38.0,847,22.29,628,75,34,55,42,13,63,1.66,47,6,1,4,5,0,16,27,38.0,628,334,297,251,80,252,603,41.8,351,417,97,320,425,1053,604,8,16,27,51.1,38.0,23756,2489,7928,10231,5828,885,23747,573,350,61.1,222,38.7,13491,73709,37608,685,468,131,549,306,15634,1495,16,27,38,3420,90,100,38.0,418,85,305,108,20,208,1.08,40,46,-6,-0.16,50.9,35.3,15.6,0.41,16,27,38.0,49,6,2,428,357,52,686,425,334,7,7,2,2040,531,574,48.1,16,2,38,38,3420,38.0,46,1.21,125,81,68.0,9,14,15,12,31.6,7,6,0,1,0.0
17,17,Burnley,Premier League,25,28.3,42.1,38,418,3420,38.0,32,20,52,29,3,3,48,0,39.3,36.9,27.7,64.6,389,1012,0.84,0.53,1.37,0.76,1.29,1.03,0.73,1.76,0.97,1.7,17,25,38.0,32,381,124,32.5,10.03,3.26,0.08,0.23,17.4,15,3,3,39.3,36.9,0.1,-7.3,-7.9,17,25,38.0,10825,15562,69.6,196816,82192,5117,6058,84.5,3688,4824,76.5,1553,3535,43.9,20,27.7,26.9,-7.7,267,923,292,80,1012,17,25,38.0,15562,13737,1745,461,10,110,772,721,172,154,5,1,10825,80,263,17,25,38.0,666,17.53,471,71,28,36,51,9,52,1.37,32,6,4,3,5,2,17,25,38.0,507,293,241,203,63,229,564,40.6,335,440,180,260,416,923,824,11,17,25,42.1,38.0,19391,2181,5794,9081,4683,699,19388,403,234,58.1,170,42.2,9240,46385,20946,389,340,75,503,278,10755,1002,17,25,38,3420,90,100,38.0,418,86,339,81,19,235,1.03,33,55,-22,-0.58,39.3,54.7,-15.4,-0.4,17,25,38.0,48,0,0,384,389,80,772,416,293,3,3,1,2000,874,854,50.6,17,3,38,38,3420,38.0,55,1.45,179,125,70.9,10,9,19,11,28.9,3,3,0,0,0.0
18,18,Cadiz,La Liga,34,28.8,34.8,38,418,3420,38.0,33,16,49,29,4,4,81,3,34.7,31.6,20.4,52.0,455,854,0.87,0.42,1.29,0.76,1.18,0.91,0.54,1.45,0.83,1.37,18,34,38.0,33,299,97,32.4,7.87,2.55,0.1,0.3,17.6,14,4,4,34.7,31.6,0.11,-1.7,-2.6,18,34,38.0,7949,12067,65.9,158876,72248,3244,4091,79.3,3064,4071,75.3,1319,2992,44.1,16,20.4,16.9,-4.4,196,653,152,73,854,18,34,38.0,12067,10091,1920,587,15,134,731,739,149,56,78,1,7949,56,282,18,34,38.0,517,13.61,330,65,38,27,42,15,53,1.39,37,2,3,6,4,1,18,34,38.0,573,317,305,216,52,247,607,40.7,360,368,99,269,437,1010,788,8,18,34,34.8,38.0,15979,2120,5874,6716,3599,438,15975,513,321,62.6,192,37.4,7256,41528,20734,455,358,79,561,294,7858,838,18,34,38,3420,90,100,38.0,418,80,236,180,23,262,1.16,36,58,-22,-0.58,34.7,55.4,-20.7,-0.54,18,34,38.0,81,3,2,436,483,56,731,437,317,3,10,1,1809,687,753,47.7,18,3,38,38,3420,38.0,58,1.53,150,91,67.3,11,11,16,10,26.3,10,9,1,0,10.0
19,19,Cagliari,Serie A,32,26.5,44.8,38,418,3420,38.0,43,30,73,39,4,5,77,3,47.1,43.4,34.0,77.5,589,1228,1.13,0.79,1.92,1.03,1.82,1.24,0.9,2.14,1.14,2.04,19,32,38.0,43,429,122,28.4,11.29,3.21,0.09,0.32,17.4,13,4,5,47.1,43.4,0.1,-4.1,-4.4,19,32,38.0,13040,16868,77.3,235900,89913,5808,6708,86.6,5346,6416,83.3,1542,2779,55.5,30,34.0,30.8,-4.0,317,967,276,91,1228,19,32,38.0,16868,14915,1896,563,8,96,721,755,170,51,92,0,13040,57,345,19,32,38.0,730,19.21,521,72,38,54,35,10,75,1.97,52,4,4,10,5,0,19,32,38.0,589,336,296,229,64,269,647,41.6,378,421,130,291,388,977,777,6,19,32,44.8,38.0,20989,2354,7007,9356,4876,712,20984,605,336,55.5,269,44.5,10944,60997,31667,589,461,122,532,281,12936,1217,19,32,38,3420,90,100,38.0,418,84,252,163,16,277,0.97,43,59,-16,-0.42,47.1,61.7,-14.6,-0.38,19,32,38.0,77,3,2,516,469,57,721,388,336,4,5,0,1854,637,602,51.4,19,2,38,38,3420,38.0,59,1.55,203,144,73.4,9,10,19,7,18.4,5,5,0,0,0.0
20,20,Celta Vigo,La Liga,30,26.6,53.3,38,418,3420,38.0,55,39,94,48,7,7,109,5,50.4,44.9,36.7,81.6,514,1308,1.45,1.03,2.47,1.26,2.29,1.33,0.97,2.29,1.18,2.15,20,30,38.0,55,350,133,38.0,9.21,3.5,0.14,0.36,17.0,13,7,7,50.4,44.9,0.13,4.6,3.1,20,30,38.0,15176,19318,78.6,263065,91357,6912,7946,87.0,6117,7188,85.1,1552,2914,53.3,39,36.7,32.0,2.3,267,978,248,48,1308,20,30,38.0,19318,17402,1851,553,33,145,521,764,125,42,62,2,15176,65,298,20,30,38.0,624,16.42,460,51,31,36,38,8,98,2.58,69,6,5,6,10,2,20,30,38.0,662,368,332,259,71,238,694,34.3,456,399,89,310,405,1067,751,12,20,30,53.3,38.0,23271,2443,7999,10717,4742,593,23264,465,276,59.4,189,40.6,13162,62213,31151,514,431,109,533,279,15059,1299,20,30,38,3420,90,100,38.0,418,83,280,137,20,238,1.39,55,57,-2,-0.05,50.4,51.0,-0.6,-0.02,20,30,38.0,109,5,3,631,492,65,521,405,368,7,8,1,1988,609,669,47.7,20,2,38,38,3418,38.0,57,1.5,138,81,63.8,14,11,13,9,23.7,8,7,1,0,12.5
21,21,Chelsea,Premier League,27,26.0,60.9,38,418,3420,38.0,56,38,94,48,8,10,51,3,62.4,54.5,41.5,96.0,895,1798,1.47,1.0,2.47,1.26,2.26,1.64,1.09,2.73,1.43,2.53,21,27,38.0,56,546,193,35.3,14.37,5.08,0.09,0.25,17.1,16,8,10,62.4,54.5,0.1,-6.4,-6.5,21,27,38.0,21969,25799,85.2,360450,112392,10454,11454,91.3,8965,9976,89.9,1667,2703,61.7,38,41.5,37.1,-3.5,448,1441,377,70,1798,21,27,38.0,25799,24055,1665,402,29,154,749,732,226,77,113,2,21969,79,362,21,27,38.0,1018,26.79,790,81,42,55,43,7,95,2.5,69,6,4,6,10,0,21,27,38.0,612,341,257,282,73,231,570,40.5,339,420,83,337,382,994,661,16,21,27,60.9,38.0,29889,2502,8879,13917,7308,1017,29879,657,359,54.6,298,45.4,17523,90661,48291,895,663,243,585,286,21851,1787,21,27,38,3420,90,100,38.0,418,84,308,108,22,208,1.76,58,36,22,0.58,62.4,30.3,32.1,0.85,21,27,38.0,51,3,1,433,364,79,749,382,341,10,4,1,1999,569,515,52.5,21,3,38,38,3420,38.0,36,0.95,107,71,69.2,19,10,9,18,47.4,4,3,1,0,25.0
22,22,Crotone,Serie A,31,27.8,46.3,38,418,3420,38.0,44,27,71,35,9,9,89,4,40.4,33.4,23.9,57.2,582,1217,1.16,0.71,1.87,0.92,1.63,1.06,0.63,1.69,0.88,1.51,22,31,38.0,44,353,111,31.4,9.29,2.92,0.1,0.32,18.8,15,9,9,40.4,33.4,0.1,3.6,1.6,22,31,38.0,13532,17229,78.5,245442,95255,5782,6594,87.7,6004,7014,85.6,1437,2695,53.3,27,23.9,22.1,3.1,269,862,224,68,1217,22,31,38.0,17229,15358,1814,600,9,99,544,619,138,72,22,0,13532,57,329,22,31,38.0,623,16.39,433,53,56,29,41,11,75,1.97,44,6,9,5,8,3,22,31,38.0,540,311,288,196,56,225,556,40.5,331,406,137,269,380,920,748,12,22,31,46.3,38.0,21226,2904,8260,9199,3983,577,21217,623,385,61.8,237,38.0,11536,61128,30798,582,386,119,610,366,13427,1206,22,31,38,3420,90,100,38.0,418,83,277,138,21,304,0.61,45,92,-47,-1.24,40.4,70.8,-30.5,-0.8,22,31,38.0,89,4,2,531,490,57,544,380,311,7,5,2,1936,472,534,46.9,22,3,38,38,3420,38.0,92,2.42,216,126,59.7,6,5,27,3,7.9,5,5,0,0,0.0
23,23,Crystal Palace,Premier League,24,29.1,40.6,38,418,3420,38.0,39,29,68,36,3,4,56,2,34.1,31.0,23.6,54.6,526,1132,1.03,0.76,1.79,0.95,1.71,0.9,0.62,1.52,0.82,1.44,23,24,38.0,39,345,127,36.8,9.08,3.34,0.1,0.28,17.6,18,3,4,34.1,31.0,0.09,4.9,5.0,23,24,38.0,11627,15597,74.5,193706,81274,5889,6882,85.6,4127,5088,81.1,1131,2449,46.2,29,23.6,23.4,5.4,264,838,232,54,1132,23,24,38.0,15597,13707,1823,473,8,47,533,772,151,67,29,27,11627,67,351,23,24,38.0,618,16.26,433,54,52,23,46,10,70,1.84,49,5,6,3,5,2,23,24,38.0,636,366,329,234,73,283,620,45.6,337,447,138,309,396,1032,774,13,23,24,40.6,38.0,19798,2193,6917,8697,4410,653,19794,645,365,56.6,280,43.4,10226,56545,26885,526,388,151,596,402,11524,1113,23,24,38,3420,90,100,38.0,418,86,321,95,17,208,1.16,41,66,-25,-0.66,34.1,58.2,-24.2,-0.64,23,24,38.0,56,2,1,409,436,67,533,396,366,2,4,0,1923,685,658,51.0,23,2,38,38,3420,38.0,66,1.74,174,107,63.8,12,8,18,8,21.1,4,3,1,0,25.0
24,24,Dijon,Ligue 1,33,25.7,46.2,38,418,3420,38.0,25,15,40,22,3,5,76,5,33.7,29.9,22.6,52.6,528,1204,0.66,0.39,1.05,0.58,0.97,0.89,0.6,1.48,0.79,1.38,24,33,38.0,25,345,87,25.2,9.08,2.29,0.06,0.25,18.2,9,3,5,33.7,29.9,0.09,-8.7,-7.9,24,33,38.0,13949,17901,77.9,255851,97593,5993,6862,87.3,6025,7094,84.9,1638,3054,53.6,15,22.6,19.7,-7.6,253,936,185,56,1204,24,33,38.0,17901,15908,1939,502,17,113,569,832,146,68,71,0,13949,54,314,24,33,38.0,587,15.45,398,64,42,35,42,6,40,1.05,21,5,3,6,4,1,24,33,38.0,601,367,329,225,47,278,661,42.1,383,351,112,239,471,1072,729,16,24,33,46.2,38.0,21991,2520,8132,10172,3924,497,21986,673,385,57.2,288,42.8,12524,61818,30406,528,414,91,654,366,13867,1197,24,33,38,3420,90,100,38.0,418,82,265,150,21,179,0.55,25,73,-48,-1.26,33.7,72.5,-38.8,-1.02,24,33,38.0,76,5,1,515,421,54,569,471,367,4,10,2,2041,530,628,45.8,24,3,38,38,3420,38.0,73,1.92,190,117,65.3,4,9,25,6,15.8,10,7,2,1,22.2
25,25,Dortmund,Bundesliga,26,25.6,59.6,34,374,3060,34.0,74,57,131,71,3,7,44,1,66.2,60.4,51.2,111.5,763,1745,2.18,1.68,3.85,2.09,3.76,1.95,1.5,3.45,1.78,3.28,25,26,34.0,74,488,184,37.7,14.35,5.41,0.15,0.39,16.7,14,3,7,66.2,60.4,0.12,7.8,10.6,25,26,34.0,18812,22396,84.0,330898,107300,8274,9247,89.5,8007,8942,89.5,1936,2917,66.4,57,51.2,52.4,5.8,389,1374,401,45,1745,25,26,34.0,22396,20771,1556,396,41,150,532,674,173,65,73,0,18812,69,316,25,26,34.0,879,25.85,655,61,57,46,47,13,131,3.85,99,7,11,7,5,2,25,26,34.0,516,319,221,210,85,219,487,45.0,268,379,95,284,411,927,472,12,25,26,59.6,34.0,25939,2072,7088,12665,6400,1004,25932,630,400,63.5,229,36.3,15275,82267,42706,763,558,211,532,294,18713,1734,25,26,34,3060,90,100,34.0,374,83,234,139,19,163,1.88,75,46,29,0.85,66.2,41.6,24.6,0.72,25,26,34.0,44,1,1,359,373,69,532,411,319,6,6,1,2023,432,350,55.2,25,2,34,34,3060,34.0,46,1.35,136,91,70.6,20,4,10,11,32.4,6,6,0,0,0.0
26,26,Eibar,La Liga,30,28.2,49.3,38,418,3420,38.0,29,20,49,25,4,9,71,3,45.2,38.3,29.9,68.2,507,1295,0.76,0.53,1.29,0.66,1.18,1.19,0.79,1.98,1.01,1.79,26,30,38.0,29,443,127,28.7,11.66,3.34,0.06,0.2,18.1,14,4,9,45.2,38.3,0.09,-16.2,-13.3,26,30,38.0,11810,16890,69.9,234607,92605,4840,5844,82.8,4584,5965,76.8,2002,4026,49.7,20,29.9,28.5,-9.9,309,1119,254,118,1295,26,30,38.0,16890,14786,2037,511,5,243,1052,991,197,94,98,0,11810,67,325,26,30,38.0,758,19.95,503,88,49,52,51,15,48,1.26,30,3,6,4,2,3,26,30,38.0,514,309,228,204,82,203,518,39.2,315,360,63,297,434,948,593,11,26,30,49.3,38.0,20828,1764,5553,9562,5924,671,20818,519,320,61.7,199,38.3,10427,53688,24394,507,374,102,657,320,11685,1282,26,30,38,3420,90,100,38.0,418,82,266,149,21,266,0.79,29,52,-23,-0.61,45.2,45.7,-0.5,-0.01,26,30,38.0,71,3,2,494,387,67,1052,434,309,4,5,0,2179,908,917,49.8,26,2,38,38,3420,38.0,52,1.37,135,82,63.7,6,12,20,9,23.7,5,3,1,1,25.0
27,27,Eint Frankfurt,Bundesliga,25,27.2,53.7,34,374,3060,34.0,63,52,115,55,8,8,82,1,58.5,52.2,44.0,96.2,664,1548,1.85,1.53,3.38,1.62,3.15,1.72,1.29,3.01,1.54,2.83,27,25,34.0,63,442,162,36.7,13.0,4.76,0.12,0.34,16.3,12,8,8,58.5,52.2,0.12,4.5,2.8,27,25,34.0,14241,18424,77.3,253275,99451,6399,7455,85.8,6095,7255,84.0,1446,2758,52.4,52,44.0,46.8,8.0,361,1143,301,103,1548,27,25,34.0,18424,16631,1724,440,20,86,776,714,206,79,78,0,14241,69,321,27,25,34.0,806,23.71,595,81,35,43,41,11,114,3.35,75,11,5,10,11,2,27,25,34.0,594,352,273,245,76,263,596,44.1,333,371,77,294,428,1022,594,10,27,25,53.7,34.0,22260,2238,6633,10666,5179,784,22252,514,277,53.9,237,46.1,11914,64571,33489,664,491,154,565,312,14146,1534,27,25,34,3060,90,100,34.0,374,84,238,136,18,165,1.76,69,53,16,0.47,58.5,46.9,11.6,0.34,27,25,34.0,82,1,1,459,366,69,776,428,352,6,6,2,2094,604,552,52.2,27,2,34,34,3060,34.0,53,1.56,156,104,68.6,16,12,6,4,11.8,6,4,1,1,20.0
28,28,Elche,La Liga,30,28.1,47.5,38,418,3420,38.0,33,25,58,31,2,3,99,3,29.9,27.5,21.8,49.4,500,927,0.87,0.66,1.53,0.82,1.47,0.79,0.57,1.36,0.72,1.3,28,30,38.0,33,265,86,32.5,6.97,2.26,0.12,0.36,16.8,12,2,3,29.9,27.5,0.11,3.1,3.5,28,30,38.0,13481,17054,79.0,244074,94227,6028,6753,89.3,5307,6190,85.7,1652,3000,55.1,25,21.8,19.8,3.2,190,784,148,79,927,28,30,38.0,17054,15168,1835,537,8,167,672,715,137,52,60,1,13481,51,322,28,30,38.0,460,12.11,318,60,22,25,30,5,54,1.42,35,8,3,4,3,1,28,30,38.0,551,336,324,189,38,210,577,36.4,367,357,97,260,386,937,689,10,28,30,47.5,38.0,20849,2572,8347,9141,3558,417,20846,618,365,59.1,253,40.9,11786,58689,28516,500,366,73,614,345,13378,920,28,30,38,3420,90,100,38.0,418,82,267,152,21,298,0.95,34,55,-21,-0.55,29.9,60.9,-31.0,-0.82,28,30,38.0,99,3,2,527,456,51,672,386,336,1,10,1,1811,488,539,47.5,28,2,38,38,3420,38.0,55,1.45,163,106,69.9,8,12,18,7,18.4,10,6,3,1,33.3
