,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1489,Marcos Llorente,6.1,476,14,127,287,64,0,476,9,7,77.8,2,22.2,351,1868,720,8,6,0,2,5,353,4
1490,Hugo Lloris,36.0,1250,1102,1248,2,0,0,1250,1,1,100.0,0,0.0,608,2867,1674,0,0,0,0,0,602,0
1491,Giovani Lo Celso,19.7,1830,37,290,1155,403,30,1830,67,47,70.1,20,29.9,1279,8608,4509,65,46,3,34,29,1473,56
1492,Simone Lo Faso,0.4,40,0,2,18,20,0,40,2,1,50.0,1,50.0,37,188,70,0,2,0,1,2,37,4
1493,Stanislav Lobotka,34.0,2296,57,604,1485,239,5,2296,48,44,91.7,4,8.3,1476,7785,3402,32,35,2,34,33,1675,28
1494,Jurgen Locadia,2.5,75,1,8,39,29,11,75,2,0,0.0,2,100.0,46,217,110,2,1,2,5,1,50,11
1495,Manuel Locatelli,7.6,630,22,113,398,123,4,630,10,8,80.0,2,20.0,330,1482,842,18,8,0,7,6,467,15
1496,Ruben Loftus-Cheek,20.8,1017,30,160,470,410,75,1017,110,72,65.5,38,34.5,741,5140,3062,94,63,29,46,48,736,126
1497,Enzo Loiodice,1.9,122,0,13,94,16,1,122,2,2,100.0,0,0.0,69,381,212,5,3,0,1,4,92,9
1498,Joe Lolley,2.5,103,0,11,58,37,5,103,9,3,33.3,6,66.7,68,559,336,11,9,2,8,6,70,17
1500,Cristiano Lombardi,12.4,505,20,133,203,177,31,505,22,8,36.4,14,63.6,263,1916,947,31,20,10,27,14,313,68
1502,Shane Long,17.6,605,30,51,235,325,82,605,14,9,64.3,5,35.7,334,1548,475,17,19,10,45,30,448,151
1503,Ademola Lookman,1.8,78,1,15,31,35,4,78,13,8,61.5,5,38.5,50,461,196,8,6,4,9,4,53,7
1504,Ademola Lookman,6.4,298,5,32,151,127,21,298,28,12,42.9,16,57.1,193,1472,843,29,18,9,10,10,223,42
1506,Rony Lopes,28.1,1189,12,124,458,628,113,1189,85,46,54.1,39,45.9,802,5299,2932,111,71,36,86,50,867,282
1508,Adrian Lopez,26.1,1196,48,161,508,538,124,1196,69,38,55.1,31,44.9,728,4857,2477,83,51,39,55,57,933,205
1510,Andoni Lopez,1.0,58,1,21,16,21,2,58,1,1,100.0,0,0.0,31,136,55,1,2,0,2,0,29,5
1511,David Lopez,37.0,2295,222,1192,1052,73,27,2295,12,7,58.3,5,41.7,1311,6946,3778,19,11,1,15,11,1359,13
1513,Ivan Lopez,1.9,115,6,37,45,37,0,115,4,4,100.0,0,0.0,55,338,238,4,3,0,1,0,51,7
1514,Javi Lopez,10.7,755,53,265,348,149,7,755,14,7,50.0,7,50.0,359,1574,834,20,11,2,16,7,373,38
1515,Lisandro Lopez,0.5,35,4,18,17,0,0,35,1,1,100.0,0,0.0,18,96,37,0,0,0,1,0,20,0
1516,Maxi Lopez,18.7,535,20,36,247,259,62,534,26,12,46.2,14,53.8,357,1545,436,18,21,7,48,39,428,108
1517,Maxime Lopez,15.3,1541,11,207,1046,301,20,1541,23,16,69.6,7,30.4,1192,5787,3063,50,44,3,14,11,1264,51
1518,Pedro Lopez Munoz,17.7,990,56,311,424,262,6,990,22,7,31.8,15,68.2,423,1809,911,19,21,1,11,8,470,59
1521,Victor Lopez,0.7,28,1,5,8,17,3,28,2,0,0.0,2,100.0,15,146,79,3,1,0,2,0,12,5
1522,Jonas Lossl,38.0,1472,1188,1460,12,0,0,1472,3,3,100.0,0,0.0,639,4568,3050,0,0,0,2,0,571,0
1523,Dejan Lovren,23.6,2073,120,922,1107,51,23,2073,1,0,0.0,1,100.0,1168,5589,3411,20,11,1,7,0,1450,7
1524,Chris Lowe,17.6,1066,56,352,485,235,2,1066,8,5,62.5,3,37.5,455,2794,1328,34,30,1,12,8,540,49
1525,Matthew Lowton,25.5,1464,140,468,696,308,11,1464,17,11,64.7,6,35.3,505,2287,1206,18,28,1,17,10,642,69
1526,Anthony Lozano,5.2,195,2,16,95,88,24,195,19,11,57.9,8,42.1,111,887,501,21,12,2,10,8,138,26
1527,Fabio Lucioni,8.0,390,76,253,134,9,7,390,2,2,100.0,0,0.0,184,954,575,3,1,0,2,0,213,0
1528,Filipe Luis,18.4,1408,57,385,673,364,22,1408,44,26,59.1,18,40.9,793,4390,2558,62,44,5,18,13,861,93
1529,Jose Luis Gaya,32.4,2015,116,633,894,509,67,2015,63,38,60.3,25,39.7,1166,5736,3265,72,40,20,24,23,1210,153
1530,Jose Luis Morales,34.0,1382,28,192,521,703,147,1379,184,91,49.5,93,50.5,971,8283,4350,154,98,73,79,78,980,263
1531,Jose Luis Palomino,22.0,1415,137,674,689,66,15,1415,14,12,85.7,2,14.3,709,4372,2386,16,11,0,13,7,827,4
1532,Luisinho,29.1,1942,96,685,858,418,20,1942,61,43,70.5,18,29.5,945,4987,2421,64,51,10,19,14,1076,87
1534,David Luiz,9.3,605,56,300,287,29,3,605,5,3,60.0,2,40.0,399,2540,1505,19,6,0,7,4,396,4
1535,Douglas Luiz,3.4,182,2,21,105,60,8,182,4,4,100.0,0,0.0,110,762,371,8,3,2,3,6,123,17
1536,Everton Luiz,7.1,311,7,71,208,39,1,311,10,6,60.0,4,40.0,171,980,474,5,7,0,10,5,183,5
1537,Jordan Lukaku,15.1,949,23,194,375,397,35,949,63,34,54.0,29,46.0,614,3581,2017,58,40,21,24,21,625,162
1538,Romelu Lukaku,31.9,1032,26,45,424,571,151,1031,57,35,61.4,22,38.6,532,2998,1225,57,32,35,76,48,865,216
1539,Lars Lukas Mai,2.0,125,11,78,47,0,0,125,1,1,100.0,0,0.0,61,244,146,0,0,0,1,0,90,0
1541,Sasa Lukic,11.0,434,28,131,244,68,4,434,21,15,71.4,6,28.6,221,1598,737,17,7,0,13,15,239,11
1542,Senad Lulic,27.0,1783,53,417,848,558,61,1782,90,63,70.0,27,30.0,1103,7269,3849,114,80,23,53,46,1132,191
1543,Levi Lumeka,0.3,15,0,2,7,6,1,15,3,1,33.3,2,66.7,14,87,24,2,1,0,1,1,13,3
1544,Antonio Luna,22.5,1194,94,443,506,261,19,1194,15,10,66.7,5,33.3,567,3006,1463,37,28,4,13,16,576,82
1545,Arnaud Lusamba,1.8,126,3,25,72,32,0,126,9,7,77.8,2,22.2,73,380,177,4,5,0,5,4,89,2
1546,Fabian Lustenberger,17.6,1048,89,394,612,47,4,1048,6,4,66.7,2,33.3,430,1438,572,0,3,0,4,4,567,3
1548,Lyanco,3.5,203,34,112,91,3,2,203,7,6,85.7,1,14.3,128,871,573,4,1,0,2,1,124,0
1549,Charalambos Lykogiannis,7.6,391,28,141,157,95,3,391,11,6,54.5,5,45.5,131,646,254,6,4,0,10,10,152,21
1550,Cheikh M'Bengue,5.4,283,27,117,125,41,1,283,2,1,50.0,1,50.0,79,223,116,0,0,0,2,1,116,8
1552,Yann M'Vila,16.4,1455,67,370,1015,75,2,1455,6,5,83.3,1,16.7,784,3381,1607,15,11,0,10,9,1112,4
1553,Zinedine Machach,2.1,79,1,17,31,32,3,79,10,5,50.0,5,50.0,58,376,158,6,2,0,6,7,50,14
1554,Pablo Maffeo,29.4,1596,68,384,715,507,42,1596,61,33,54.1,28,45.9,737,4054,1698,44,43,10,47,40,783,150
1555,Christian Maggio,7.1,558,20,135,301,124,5,558,7,1,14.3,6,85.7,248,872,465,13,11,0,4,4,304,28
1556,Francesco Magnanelli,27.7,1954,118,424,1229,324,6,1954,16,11,68.8,5,31.3,904,4264,1795,11,18,0,18,28,1115,28
1557,Harry Maguire,38.0,2183,243,951,1067,201,80,2183,60,51,85.0,9,15.0,1082,8307,4619,58,33,8,25,18,1174,18
1558,Hicham Mahou,0.6,35,0,3,15,18,4,35,1,1,100.0,0,0.0,26,264,161,4,2,4,3,2,25,8
1560,Riyad Mahrez,32.8,1880,18,181,921,820,109,1880,158,81,51.3,77,48.7,1157,8726,4009,121,100,53,92,64,1302,191
1561,Thiago Maia,27.4,2013,74,506,1284,257,16,2013,52,41,78.8,11,21.2,1122,6100,2999,45,29,2,40,36,1396,41
1562,Arne Maier,13.6,768,22,182,456,140,8,768,12,6,50.0,6,50.0,394,1863,881,21,16,5,11,18,493,24
1563,Sebastian Maier,2.9,178,2,23,103,58,4,178,7,3,42.9,4,57.1,71,420,261,9,6,1,4,4,84,7
1564,Domenico Maietta,5.2,288,22,133,150,8,1,288,4,4,100.0,0,0.0,190,874,517,4,4,0,2,1,187,1
1565,Habib Maiga,7.9,450,11,136,240,83,4,450,22,19,86.4,3,13.6,240,1343,694,18,8,3,15,22,270,19
1566,Mike Maignan,33.7,1233,1053,1226,7,0,0,1233,10,9,90.0,1,10.0,541,3338,2377,0,1,1,2,1,489,0
1567,Linton Maina,0.1,28,0,1,9,18,5,28,5,3,60.0,2,40.0,21,185,156,4,5,2,1,0,23,7
1568,Ainsley Maitland-Niles,10.2,762,36,245,313,210,19,762,25,20,80.0,5,20.0,425,1881,937,21,18,5,18,14,478,58
1569,Jean-Victor Makengo,2.7,145,2,17,86,47,4,145,20,10,50.0,10,50.0,101,802,406,10,9,2,6,9,119,26
1570,Nemanja Maksimovic,6.2,342,19,80,188,82,10,342,10,6,60.0,4,40.0,178,975,529,11,7,1,11,5,205,25
1572,Malcom,31.7,1868,3,104,832,980,91,1865,141,93,66.0,48,34.0,1300,10156,5115,153,132,46,74,65,1447,272
1573,Kevin Malcuit,20.2,1462,52,415,706,371,30,1462,96,57,59.4,39,40.6,866,6079,3721,104,70,14,38,31,933,114
1574,Yunus Malli,24.9,1104,10,142,560,428,66,1104,81,39,48.1,42,51.9,673,4834,2562,93,67,21,29,45,834,165
1575,Hugo Mallo,33.3,2554,137,794,1234,548,34,2554,34,19,55.9,15,44.1,1243,5942,3190,80,63,6,27,18,1491,182
1576,Scott Malone,12.4,886,42,291,321,290,19,886,30,15,50.0,15,50.0,320,2303,1342,48,26,9,21,11,413,69
1577,Vincent Manceau,33.0,2079,87,642,983,475,22,2079,24,16,66.7,8,33.3,977,4756,2895,64,48,4,23,21,1015,104
1578,Gianluca Mancini,7.6,425,29,182,209,36,7,425,3,3,100.0,0,0.0,220,1306,675,7,3,0,2,4,226,2
1580,Aissa Mandi,33.6,2475,218,1054,1315,117,21,2475,16,13,81.3,3,18.8,1667,7026,4403,30,29,1,12,7,1794,9
1581,Georges Mandjeck,10.8,537,19,123,376,47,8,537,16,10,62.5,6,37.5,256,1287,642,6,6,0,3,8,306,10
1582,Rolando Mandragora,36.0,1753,86,432,1079,265,18,1753,17,11,64.7,6,35.3,783,3214,1558,17,30,2,34,12,874,28
1583,Mario Mandzukic,25.8,1237,46,217,530,497,102,1237,19,12,63.2,7,36.8,600,3170,1086,29,21,4,40,32,911,234
1584,Sadio Mane,24.3,1274,10,76,514,702,133,1274,86,55,64.0,31,36.0,911,6119,2959,112,77,46,69,48,1077,270
1586,Eliaquim Mangala,1.5,85,5,39,39,8,3,85,2,2,100.0,0,0.0,56,350,232,3,1,0,0,2,52,0
1587,Eliaquim Mangala,5.4,392,25,176,211,6,4,392,2,2,100.0,0,0.0,264,1558,999,5,2,0,1,5,281,1
1588,Orel Mangala,8.7,459,18,66,330,68,2,459,26,14,53.8,12,46.2,207,811,387,6,6,0,10,8,295,6
1589,Kader Mangane,19.1,905,117,532,339,46,29,905,8,8,100.0,0,0.0,458,2698,1577,8,4,0,5,3,482,5
1590,Thomas Mangani,33.6,2481,56,415,1473,616,36,2480,36,20,55.6,16,44.4,1466,6144,2781,27,42,3,42,43,1620,68
1591,Kostas Manolas,26.0,1631,158,698,896,45,15,1631,6,4,66.7,2,33.3,898,5729,3435,20,13,1,9,5,1012,1
1592,Javier Manquillo,19.5,954,65,293,451,218,10,954,24,12,50.0,12,50.0,369,2133,1171,29,28,2,18,11,434,33
1593,Martin Mantovani,11.4,504,71,315,185,11,8,504,2,2,100.0,0,0.0,204,909,421,2,1,0,4,1,216,0
1594,Jose Manuel Jurado,16.7,779,8,104,442,246,22,779,59,35,59.3,23,39.0,535,3439,1596,48,35,8,32,25,592,59
1595,Harrison Manzala,20.7,916,18,155,479,302,54,915,65,40,61.5,25,38.5,557,3799,1940,76,43,25,55,38,626,137
1596,Myziane Maolida,3.7,186,0,10,87,93,20,186,26,14,53.8,12,46.2,149,1007,479,14,14,8,11,5,153,46
1597,Faitout Maouassa,9.9,381,5,33,174,179,12,381,31,9,29.0,22,71.0,228,1931,899,37,28,7,26,21,281,78
1598,Fernando Marcal,14.4,1185,55,329,664,200,12,1185,10,2,20.0,8,80.0,679,3462,2048,37,27,4,18,9,742,63
1600,Marcelo,25.1,2198,54,404,944,873,90,2198,62,33,53.2,29,46.8,1449,6706,4032,98,76,32,40,18,1620,268
1601,Marcelo,34.5,2632,250,1168,1427,49,33,2632,5,5,100.0,0,0.0,1670,8947,5520,21,4,0,14,5,1774,4
1602,Solly March,20.6,1029,44,252,385,410,36,1029,82,48,58.5,34,41.5,619,4348,1736,59,37,18,38,43,653,141
1604,Claudio Marchisio,9.1,737,10,126,479,139,3,737,9,9,100.0,0,0.0,496,2083,832,8,14,0,7,5,603,10
1605,Gian Marco Ferrari,29.4,1959,212,776,1151,41,23,1959,7,6,85.7,1,14.3,1143,6363,4617,25,10,0,11,5,1386,4
1606,Oscar de Marcos,18.4,1083,46,211,494,384,39,1083,19,11,57.9,8,42.1,531,2700,1533,42,33,7,18,11,640,149
1607,Jose Maria Gimenez,18.8,999,139,544,401,59,25,999,8,6,75.0,2,25.0,473,1956,912,4,4,0,16,4,524,6
1608,Mariano,27.9,751,25,37,320,405,111,750,54,29,53.7,25,46.3,455,2785,1294,51,49,20,61,48,563,127
1609,Adrian Mariappa,24.6,1309,140,636,610,69,18,1309,6,2,33.3,4,66.7,631,2491,1348,8,5,1,3,2,683,6
1610,Jordan Marie,20.9,1161,34,239,756,175,16,1161,15,8,53.3,7,46.7,569,2019,997,10,8,2,31,19,722,34
1612,Adrian Marin,2.6,128,8,49,63,17,1,128,5,2,40.0,3,60.0,60,297,172,3,2,1,2,2,78,3
1613,Joao Mario,11.4,595,4,58,269,276,33,595,26,17,65.4,8,30.8,371,2408,957,34,24,7,35,18,431,74
1614,Joao Mario,6.2,450,5,40,200,224,21,450,14,10,71.4,4,28.6,312,2198,1120,33,32,7,15,14,349,63
1615,Guillermo Maripan,17.0,656,127,420,231,16,12,656,11,10,90.9,1,9.1,304,1560,795,2,1,0,6,2,290,0
1616,Marlon,21.4,1565,158,814,717,41,10,1565,11,9,81.8,2,18.2,815,4108,2898,9,9,0,5,1,1210,3
1617,Dominic Maroh,10.2,615,85,386,222,10,6,615,1,0,0.0,1,100.0,273,1065,494,1,2,1,0,2,341,0
1618,Marquinhos,25.1,1893,182,852,1004,41,28,1893,2,2,100.0,0,0.0,1192,6000,3518,14,4,0,4,1,1412,6
1619,Bruno Martella,29.1,1713,154,589,720,424,17,1713,50,33,66.0,17,34.0,771,4475,2490,50,46,6,30,22,800,93
1620,Roger Marti,10.7,302,5,27,128,151,53,301,18,13,72.2,5,27.8,197,954,383,12,8,7,33,13,226,80
1621,Anthony Martial,17.6,1006,11,75,366,579,120,1005,83,43,51.8,40,48.2,740,5334,3146,107,79,45,54,55,858,182
1622,Aaron Martin,31.3,1695,72,490,768,454,15,1695,52,35,67.3,17,32.7,816,4527,2590,64,52,1,23,25,858,114
1623,Jonas Martin,33.6,2048,58,343,1299,422,38,2045,41,27,65.9,14,34.1,1287,5939,2615,41,34,3,38,51,1432,98
1624,Cuco Martina,20.3,1308,92,468,565,281,8,1308,4,2,50.0,2,50.0,505,2163,1191,28,15,0,11,9,598,74
1625,Carlos Martinez,0.0,6,0,1,2,3,0,6,1,0,0.0,1,100.0,2,6,0,0,0,0,0,0,2,0
1627,Inigo Martinez,16.0,952,89,432,475,56,21,952,7,7,100.0,0,0.0,513,3324,2073,24,12,1,8,1,541,7
1628,Inigo Martinez,11.7,893,58,362,467,75,15,893,6,4,66.7,2,33.3,487,3167,2133,27,16,0,2,4,534,14
1629,Javi Martinez,17.9,1357,54,278,931,152,26,1357,11,3,27.3,8,72.7,610,2418,1208,6,12,0,10,6,948,27
1630,Pablo Martinez,23.5,1261,115,582,602,84,23,1261,10,5,50.0,5,50.0,663,3227,1908,18,11,0,11,7,711,24
1631,Roger Martinez,2.6,91,1,5,29,58,16,91,10,6,60.0,4,40.0,67,347,112,5,2,3,5,5,82,25
1634,Jonathan Martins Pereira,12.6,849,45,252,393,210,11,849,13,9,69.2,4,30.8,382,1598,911,24,12,4,13,11,461,55
1635,Adam Marusic,28.0,1442,36,362,504,593,100,1442,63,29,46.0,34,54.0,785,4521,2648,104,49,39,20,26,843,229
1636,Omar Mascarell,8.6,558,11,92,430,42,2,558,12,10,83.3,2,16.7,295,1425,575,6,6,0,4,9,344,12
1639,Andrea Masiello,30.1,2284,178,969,1164,173,27,2284,11,7,63.6,4,36.4,1218,6173,3363,26,28,1,12,5,1408,28
1640,Adam Masina,31.4,2047,128,615,1037,415,40,2047,36,20,55.6,16,44.4,1035,5229,2852,57,43,3,43,27,1160,108
1641,Eden Massouema,2.1,87,4,20,49,19,1,87,2,2,100.0,0,0.0,45,251,106,0,1,0,4,1,59,4
1642,Arthur Masuaku,20.8,1217,76,311,502,441,24,1217,129,83,64.3,46,35.7,702,5923,3124,94,70,15,47,37,732,115
1643,Juan Mata,21.4,1469,15,117,651,715,90,1469,24,17,70.8,7,29.2,854,4361,2024,46,40,15,25,19,1133,162
1645,Nemanja Matic,34.6,2970,115,683,1858,457,27,2970,65,54,83.1,11,16.9,1701,9838,5479,74,64,7,37,31,2052,23
1646,Joel Matip,22.2,1883,118,761,1065,62,21,1883,4,3,75.0,1,25.0,1077,5554,4057,23,22,1,11,5,1346,5
1647,Ryder Matos,1.9,75,1,17,30,28,4,75,3,0,0.0,3,100.0,58,451,211,6,4,2,4,2,52,15
1648,Ryder Matos,10.9,396,10,53,170,190,21,396,35,25,71.4,10,28.6,304,2547,1201,38,22,9,42,40,314,78
1649,Alessandro Matri,10.2,304,6,24,115,167,48,301,16,8,50.0,8,50.0,186,827,256,5,9,5,19,28,253,77
1650,Ville Matti Steinmann,6.6,483,18,117,325,45,6,483,11,8,72.7,3,27.3,272,1181,561,9,3,2,4,10,301,3
1651,Federico Mattiello,24.5,1166,89,356,519,317,27,1166,40,24,60.0,16,40.0,525,4453,2635,74,52,6,31,22,565,83
1652,Blaise Matuidi,26.2,1636,18,236,1047,368,44,1636,33,23,69.7,10,30.3,1123,4630,1943,29,38,8,49,28,1284,109
1656,Mergim Mavraj,16.1,927,98,489,425,26,14,927,4,4,100.0,0,0.0,423,2096,1212,4,2,0,5,5,429,0
1657,Konstantinos Mavropanos,2.2,126,12,69,57,1,1,126,1,1,100.0,0,0.0,72,375,226,1,0,0,0,0,79,0
1658,Alfie Mawson,38.0,2131,282,1182,894,72,37,2131,26,23,88.5,3,11.5,1026,6082,3551,29,14,1,13,14,1257,8
1659,Philipp Max,32.9,1924,73,482,781,678,21,1924,13,5,38.5,8,61.5,761,3925,2169,66,51,5,16,8,908,136
1660,Alexandru Maxim,10.6,603,10,76,291,243,23,603,24,10,41.7,14,58.3,369,2400,1134,32,21,8,24,29,406,59
1661,Eric Maxim Choupo-Moting,25.7,1049,37,159,449,476,99,1049,107,61,57.0,46,43.0,692,4496,2110,72,45,28,76,55,729,173
1664,Borja Mayoral,3.8,159,1,8,72,83,22,159,9,7,77.8,2,22.2,112,546,224,8,4,3,7,7,121,17
1665,Robert Mazan,0.9,90,0,19,47,24,1,90,2,1,50.0,1,50.0,44,157,55,1,2,0,1,0,70,6
1666,Luca Mazzitelli,11.3,578,18,118,327,139,17,578,7,4,57.1,3,42.9,233,1282,524,13,18,1,18,9,344,42
1667,Kylian Mbappe,0.8,39,0,1,17,22,11,39,6,4,66.7,2,33.3,27,182,125,6,3,5,1,1,33,12
1668,Kylian Mbappe,23.3,981,1,33,369,599,190,981,136,78,57.4,58,42.6,744,4995,2584,98,66,52,65,59,871,282
1669,Ibrahima Mbaye,19.6,1280,100,457,609,222,15,1280,22,17,77.3,5,22.7,674,3629,1948,32,30,3,15,24,687,42
1670,Chancel Mbemba,7.5,368,35,163,167,43,2,368,11,8,72.7,3,27.3,148,784,430,9,5,1,2,3,150,11
1671,Adama Mbengue,17.7,1099,50,341,457,322,10,1099,47,29,61.7,18,38.3,437,3587,2139,77,45,7,41,26,499,107
1672,Isaac Mbenza,23.3,844,2,57,352,446,64,844,35,22,62.9,13,37.1,466,3650,1956,74,46,22,47,34,612,179
1673,Bryan Mbeumo,0.7,36,2,4,17,16,3,36,2,1,50.0,1,50.0,25,186,126,5,1,1,4,4,26,3
1674,Jordi Mboula,0.3,20,1,3,6,12,3,20,3,2,66.7,1,33.3,14,186,127,5,2,1,1,0,14,4
1675,James McArthur,27.0,1401,61,281,756,376,68,1401,38,27,71.1,11,28.9,856,3821,1413,32,25,8,51,42,876,94
1676,Gareth McAuley,5.1,169,30,99,72,2,1,169,1,1,100.0,0,0.0,74,299,182,3,2,0,2,0,64,0
1677,Oliver McBurnie,3.1,133,3,6,73,54,11,133,1,1,100.0,0,0.0,65,234,58,4,1,2,12,7,101,26
1679,James McCarthy,2.3,130,3,18,81,33,1,130,3,3,100.0,0,0.0,56,197,55,0,1,0,3,1,61,4
1680,James McClean,15.6,662,21,160,234,282,31,662,40,22,55.0,17,42.5,400,2940,1385,49,29,10,30,28,409,94
1681,Weston McKennie,14.0,656,24,113,422,128,9,656,24,8,33.3,16,66.7,267,1349,479,10,12,0,15,13,346,29
1682,Sam McQueen,1.6,97,6,28,48,23,3,97,2,2,100.0,0,0.0,50,338,177,7,5,1,4,2,52,5
1683,Scott McTominay,7.0,401,9,65,263,77,5,401,8,5,62.5,3,37.5,247,1429,593,11,5,1,7,10,299,8
1684,Iuri Medeiros,7.1,355,1,22,141,197,17,355,22,14,63.6,8,36.4,252,1770,783,29,21,5,12,15,274,60
1686,Alvaro Medran,10.5,577,15,92,384,108,7,577,30,18,60.0,12,40.0,386,2167,934,17,11,2,25,13,416,18
1688,Ben Mee,29.0,1476,213,776,642,64,41,1476,3,3,100.0,0,0.0,639,2680,1505,5,6,0,9,3,725,3
1690,Riccardo Meggiorini,8.7,299,10,33,136,136,30,299,10,3,30.0,7,70.0,152,741,280,14,8,4,24,7,230,65
1691,Admir Mehmedi,3.2,159,2,24,79,57,2,159,4,0,0.0,4,100.0,75,501,177,6,4,0,6,3,117,25
1692,Admir Mehmedi,7.8,519,6,76,246,201,26,519,12,2,16.7,10,83.3,279,1419,572,18,11,4,13,11,309,65
1694,Soualiho Meite,14.8,862,18,159,545,177,24,862,49,34,69.4,15,30.6,609,3199,1541,36,24,3,25,33,616,46
1695,Soualiho Meite,1.1,55,3,12,41,4,0,55,1,1,100.0,0,0.0,24,180,88,0,2,0,2,2,35,0
1696,Oscar Melendo,7.6,311,2,42,174,101,6,311,15,8,53.3,7,46.7,219,1202,564,12,14,0,5,6,241,34
1697,Memphis,28.4,1644,1,91,736,844,111,1642,108,58,53.7,50,46.3,1121,6250,3317,121,96,37,90,67,1262,266
1698,Ledian Memushaj,14.0,828,19,167,463,212,17,828,40,23,57.5,17,42.5,505,3379,1711,37,26,5,23,26,586,43
1699,Pedro Mendes,31.7,1763,149,882,811,92,21,1763,17,13,76.5,4,23.5,840,4220,2194,11,16,3,10,11,1017,14
1700,Thiago Mendes,25.5,1629,28,203,946,501,36,1629,48,39,81.3,9,18.8,1012,5623,2686,57,76,11,67,42,1257,126
1701,Brais Mendez,10.5,581,11,74,288,227,28,581,16,8,50.0,8,50.0,344,1499,684,17,18,6,23,19,448,74
1702,Stiven Mendoza,11.5,496,6,84,233,197,26,496,38,26,68.4,12,31.6,300,1681,759,22,13,6,33,25,311,81
1703,Alexandre Mendy,8.8,254,2,13,113,130,52,254,9,6,66.7,3,33.3,157,547,157,9,0,5,23,9,197,64
1704,Benjamin Mendy,4.0,312,6,42,127,144,7,312,8,3,37.5,5,62.5,173,814,554,21,9,2,3,6,199,62
1705,Ferland Mendy,23.6,1831,56,410,989,454,34,1831,70,48,68.6,22,31.4,1137,6942,4003,97,61,15,42,27,1200,138
1706,Nampalys Mendy,10.7,805,16,158,597,54,0,805,4,3,75.0,1,25.0,495,2233,1100,10,5,0,5,6,667,6
1707,Hamza Mendyl,9.5,520,18,162,235,133,6,520,24,12,50.0,12,50.0,261,1698,848,23,27,1,14,2,299,41
1708,Gabriel Mercado,23.5,1328,109,492,666,180,31,1328,7,4,57.1,3,42.9,680,2674,1496,13,17,2,14,4,756,37
1709,Jorge Mere,21.0,1196,151,543,639,27,2,1196,12,9,75.0,3,25.0,557,2860,1696,13,3,0,3,4,682,5
1711,Mikel Merino,15.0,1066,26,194,714,177,14,1066,40,28,70.0,12,30.0,570,2937,1494,25,21,3,33,34,604,15
1712,Sabin Merino,4.2,143,11,25,57,62,15,143,3,2,66.7,1,33.3,85,327,132,5,2,2,9,9,89,27
1713,Dries Mertens,33.4,1366,11,30,462,885,183,1361,88,42,47.7,46,52.3,944,3877,1951,87,50,53,73,56,1158,383
1716,Roque Mesa,8.4,551,16,144,362,59,0,551,8,5,62.5,3,37.5,297,1771,884,12,7,0,7,4,356,1
1717,Roque Mesa,3.8,249,5,54,156,45,2,249,3,3,100.0,0,0.0,166,885,369,4,4,1,5,2,185,2
1718,Lionel Messi,33.3,2387,2,47,1034,1351,250,2383,257,185,72.0,72,28.0,1786,11517,5980,211,155,95,52,107,2076,263
1719,Thomas Meunier,17.5,1312,55,284,641,398,47,1312,26,19,73.1,7,26.9,770,4476,2844,70,68,10,14,8,867,146
1720,Mexer,13.3,652,91,368,276,14,6,652,1,1,100.0,0,0.0,323,1522,687,0,1,0,2,1,334,1
1721,Max Meyer,19.2,1223,25,218,910,109,4,1223,16,13,81.3,3,18.8,718,3801,1618,21,19,1,19,10,843,12
1722,Senna Miangue,8.9,492,23,132,202,161,8,492,16,9,56.3,7,43.8,229,1427,793,25,16,1,12,4,269,52
1723,Michel,23.7,1411,81,404,636,380,28,1411,22,14,63.6,8,36.4,762,3303,1527,36,40,3,34,19,828,119
1725,Clement Michelin,3.1,157,12,49,71,39,0,157,3,0,0.0,3,100.0,79,427,286,7,8,0,1,0,78,6
1726,Francesco Migliore,3.7,191,12,65,77,51,3,191,4,2,50.0,2,50.0,108,854,413,16,11,0,2,6,99,17
1727,Simon Mignolet,19.0,637,510,634,5,0,0,637,1,1,100.0,0,0.0,291,1602,978,0,0,0,0,0,304,0
1728,Nikola Milenkovic,13.9,962,66,386,507,70,9,962,2,2,100.0,0,0.0,470,2101,1330,13,6,0,3,3,567,5
1729,Danijel Milicevic,7.9,387,4,27,161,201,27,387,6,2,33.3,4,66.7,241,1326,611,25,20,4,18,8,271,69
1730,Arkadiusz Milik,5.0,217,6,8,84,125,25,217,4,2,50.0,2,50.0,150,515,182,5,7,1,19,14,191,53
1731,Sergej Milinkovic-Savic,31.6,2268,52,319,1268,720,113,2268,92,55,59.8,37,40.2,1598,8149,3751,86,60,17,121,84,1845,216
1732,Vanja Milinkovic-Savic,1.0,50,42,50,0,0,0,50,1,1,100.0,0,0.0,33,148,87,0,0,0,0,0,26,0
1733,Luka Milivojevic,34.2,2083,104,514,1264,326,24,2075,37,28,75.7,9,24.3,1135,5291,2429,24,22,1,31,24,1177,18
