,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
22,Adrián,ESP,GK,West Ham,eng Premier League,28.0,1987.0,32.0,2880.0,90.0,84.2,32.0,32.0,,31.0,0.0,,0.0,1.66,52.0,39.0,13.0,0.41,0.24
23,Adriano,BRA,DF,Barcelona,es La Liga,30.0,1984.0,8.0,434.0,54.0,12.7,4.8,4.0,85.0,2.0,4.0,23.0,15.0,3.0,17.0,4.0,13.0,2.7,0.59
24,Luiz Adriano,BRA,FW,Milan,it Serie A,28.0,1987.0,26.0,1194.0,46.0,34.9,13.3,12.0,,6.0,14.0,,3.0,1.23,15.0,20.0,-5.0,-0.38,-0.82
26,Adryan,BRA,"MF,FW",Nantes,fr Ligue 1,20.0,1994.0,26.0,1423.0,55.0,41.6,15.8,19.0,,2.0,7.0,,8.0,1.42,12.0,17.0,-5.0,-0.32,-0.05
27,Aritz Aduriz,ESP,FW,Athletic Club,es La Liga,34.0,1981.0,34.0,2776.0,82.0,81.2,30.8,30.0,89.0,25.0,4.0,30.0,0.0,1.71,52.0,35.0,17.0,0.55,1.11
28,Ibrahim Afellay,NLD,MF,Stoke City,eng Premier League,29.0,1986.0,31.0,2102.0,68.0,61.5,23.4,24.0,,13.0,7.0,,1.0,1.48,29.0,35.0,-6.0,-0.26,0.29
29,Benik Afobe,COD,FW,Bournemouth,eng Premier League,22.0,1993.0,15.0,930.0,62.0,27.2,10.3,12.0,,2.0,3.0,,0.0,1.2,14.0,17.0,-3.0,-0.29,0.4
30,Kossi Agassa,TGO,GK,Reims,fr Ligue 1,37.0,1978.0,11.0,901.0,82.0,26.3,10.0,11.0,,9.0,0.0,,20.0,1.18,12.0,13.0,-1.0,-0.1,0.33
31,Gabby Agbonlahor,GBR,FW,Aston Villa,eng Premier League,28.0,1986.0,15.0,1031.0,69.0,30.1,11.5,13.0,,6.0,2.0,,0.0,0.47,8.0,21.0,-13.0,-1.13,0.22
32,Imanol Agirretxe,ESP,FW,Real Sociedad,es La Liga,28.0,1987.0,16.0,1170.0,73.0,34.2,13.0,14.0,81.0,8.0,2.0,19.0,2.0,0.94,15.0,18.0,-3.0,-0.23,-0.23
33,Sergio Agüero,ARG,FW,Manchester City,eng Premier League,27.0,1988.0,30.0,2360.0,79.0,69.0,26.2,29.0,,13.0,1.0,,2.0,1.73,46.0,30.0,16.0,0.61,-0.58
34,Rodrigo Aguirre,URY,FW,Udinese,it Serie A,20.0,1994.0,10.0,340.0,34.0,9.9,3.8,3.0,,0.0,7.0,,10.0,1.0,4.0,7.0,-3.0,-0.79,-0.15
35,Emmanuel Agyemang-Badu,GHA,MF,Udinese,it Serie A,24.0,1990.0,33.0,2661.0,81.0,77.8,29.6,30.0,,25.0,3.0,,1.0,1.15,31.0,48.0,-17.0,-0.57,0.37
36,Ali Ahamada,COM,GK,Toulouse,fr Ligue 1,23.0,1991.0,6.0,540.0,90.0,15.8,6.0,6.0,,6.0,0.0,,8.0,0.33,4.0,15.0,-11.0,-1.83,-1.86
37,Stefan Aigner,DEU,"MF,FW",Eint Frankfurt,de Bundesliga,27.0,1987.0,31.0,2394.0,77.0,78.2,26.6,27.0,,13.0,4.0,,1.0,1.0,22.0,39.0,-17.0,-0.64,-0.5
38,Ola Aina,NGA,"DF,MF",Chelsea,eng Premier League,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
39,Rachid Aït-Atmane,DZA,MF,Sporting Gijón,es La Liga,22.0,1993.0,18.0,1060.0,59.0,31.0,11.8,11.0,88.0,10.0,7.0,14.0,11.0,1.28,16.0,23.0,-7.0,-0.59,-0.02
40,Albian Ajeti,CHE,FW,Augsburg,de Bundesliga,18.0,1997.0,1.0,37.0,37.0,1.2,0.4,0.0,,0.0,1.0,,5.0,1.0,2.0,0.0,2.0,4.86,5.22
41,Arlind Ajeti,ALB,DF,Frosinone,it Serie A,21.0,1993.0,16.0,1218.0,76.0,35.6,13.5,15.0,,13.0,1.0,,5.0,0.88,13.0,22.0,-9.0,-0.67,0.64
42,Nathan Aké,NLD,DF,Watford,eng Premier League,20.0,1995.0,24.0,1875.0,78.0,54.8,20.8,20.0,,18.0,4.0,,3.0,1.38,25.0,24.0,1.0,0.05,0.69
43,Ager Aketxe,ESP,MF,Athletic Club,es La Liga,21.0,1993.0,3.0,185.0,62.0,5.4,2.1,2.0,79.0,1.0,1.0,28.0,1.0,1.0,3.0,3.0,0.0,0.0,-0.36
44,Sergio Akieme,ESP,DF,Rayo Vallecano,es La Liga,17.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
45,Jean-Daniel Akpa-Akpro,CIV,MF,Toulouse,fr Ligue 1,22.0,1992.0,33.0,2555.0,77.0,74.7,28.4,29.0,,23.0,4.0,,2.0,1.0,31.0,48.0,-17.0,-0.6,-1.33
46,David Alaba,AUT,DF,Bayern Munich,de Bundesliga,23.0,1992.0,30.0,2492.0,83.0,81.4,27.7,27.0,,26.0,3.0,,0.0,2.63,71.0,14.0,57.0,2.06,1.11
47,Fabrizio Alastra,ITA,GK,Palermo,it Serie A,17.0,1997.0,2.0,144.0,72.0,4.2,1.6,1.0,,1.0,1.0,,24.0,0.0,0.0,6.0,-6.0,-3.75,-3.17
48,Jordi Alba,ESP,DF,Barcelona,es La Liga,26.0,1989.0,31.0,2589.0,84.0,75.7,28.8,29.0,87.0,25.0,2.0,29.0,3.0,2.35,82.0,18.0,64.0,2.22,0.17
49,Raúl Albentosa,ESP,DF,Málaga,es La Liga,26.0,1988.0,29.0,2555.0,88.0,74.7,28.4,27.0,90.0,27.0,2.0,63.0,7.0,1.38,29.0,24.0,5.0,0.18,0.38
50,Michelangelo Albertazzi,ITA,DF,Hellas Verona,it Serie A,24.0,1991.0,10.0,702.0,70.0,20.5,7.8,9.0,,2.0,1.0,,13.0,1.4,9.0,9.0,0.0,0.0,0.96
52,Luis Alberto,ESP,"MF,FW",La Coruña,es La Liga,22.0,1992.0,29.0,2098.0,72.0,61.3,23.3,25.0,79.0,13.0,4.0,29.0,3.0,1.0,30.0,40.0,-10.0,-0.43,-0.02
53,Raúl Albiol,ESP,DF,Napoli,it Serie A,29.0,1985.0,36.0,3240.0,90.0,94.7,36.0,36.0,,36.0,0.0,,0.0,2.11,73.0,31.0,42.0,1.17,-1.83
54,Miiko Albornoz,CHL,DF,Hannover 96,de Bundesliga,24.0,1990.0,23.0,2069.0,90.0,67.6,23.0,23.0,,22.0,0.0,,5.0,0.91,25.0,38.0,-13.0,-0.57,1.07
55,Marc Albrighton,GBR,MF,Leicester City,eng Premier League,25.0,1989.0,38.0,2749.0,72.0,80.4,30.5,34.0,,12.0,4.0,,0.0,2.13,54.0,22.0,32.0,1.05,1.05
56,Paco Alcácer,ESP,FW,Valencia,es La Liga,21.0,1993.0,34.0,2419.0,71.0,70.7,26.9,25.0,87.0,18.0,9.0,28.0,1.0,1.24,38.0,36.0,2.0,0.07,0.43
57,Thiago Alcántara,ESP,MF,Bayern Munich,de Bundesliga,24.0,1991.0,27.0,1643.0,61.0,53.7,18.3,16.0,,11.0,11.0,,4.0,2.67,43.0,9.0,34.0,1.86,0.02
58,Antolín Alcaraz,PRY,DF,Las Palmas,es La Liga,33.0,1982.0,6.0,540.0,90.0,15.8,6.0,6.0,90.0,6.0,0.0,,1.0,0.83,6.0,7.0,-1.0,-0.17,0.05
59,Toby Alderweireld,BEL,DF,Tottenham,eng Premier League,26.0,1989.0,38.0,3419.0,90.0,100.0,38.0,38.0,,37.0,0.0,,0.0,1.84,69.0,35.0,34.0,0.89,0.89
60,Alexis Alegue,FRA,MF,Nantes,fr Ligue 1,18.0,1996.0,3.0,97.0,32.0,2.8,1.1,1.0,,0.0,2.0,,2.0,1.0,2.0,2.0,0.0,0.0,0.3
61,Nauzet Alemán,ESP,MF,Las Palmas,es La Liga,30.0,1985.0,10.0,248.0,25.0,7.3,2.8,2.0,66.0,0.0,8.0,15.0,9.0,0.9,2.0,4.0,-2.0,-0.73,-0.56
62,Diego Alende,ESP,DF,Celta Vigo,es La Liga,17.0,1997.0,1.0,40.0,40.0,1.2,0.4,0.0,,0.0,1.0,40.0,5.0,1.0,0.0,1.0,-1.0,-2.25,-2.06
63,Romain Alessandrini,FRA,"MF,FW",Marseille,fr Ligue 1,26.0,1989.0,22.0,1246.0,57.0,36.4,13.8,16.0,,4.0,6.0,,2.0,1.41,24.0,17.0,7.0,0.51,0.55
64,Alex,BRA,DF,Milan,it Serie A,33.0,1982.0,25.0,2091.0,84.0,61.1,23.2,24.0,,21.0,1.0,,8.0,1.68,30.0,23.0,7.0,0.3,0.37
65,Edgar Alexandre,FRA,MF,Bastia,fr Ligue 1,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
66,Alexis,ESP,DF,Getafe,es La Liga,29.0,1985.0,15.0,1350.0,90.0,39.5,15.0,15.0,90.0,15.0,0.0,,0.0,1.0,17.0,25.0,-8.0,-0.53,0.42
67,Chaker Alhadhur,COM,DF,Caen,fr Ligue 1,23.0,1991.0,10.0,787.0,79.0,23.0,8.7,8.0,,7.0,2.0,,16.0,1.2,9.0,14.0,-5.0,-0.57,-0.3
68,Felipe Aliste Lopes,BRA,DF,Wolfsburg,de Bundesliga,27.0,1987.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
69,Allan,BRA,MF,Napoli,it Serie A,24.0,1991.0,35.0,2818.0,81.0,82.4,31.3,32.0,,23.0,3.0,,2.0,2.17,66.0,26.0,40.0,1.28,0.08
70,Joe Allen,GB-WLS,MF,Liverpool,eng Premier League,25.0,1990.0,19.0,735.0,39.0,21.5,8.2,8.0,,3.0,11.0,,10.0,1.53,16.0,10.0,6.0,0.73,0.5
71,Dele Alli,GBR,MF,Tottenham,eng Premier League,19.0,1996.0,33.0,2470.0,75.0,72.2,27.4,28.0,,11.0,5.0,,1.0,2.03,56.0,21.0,35.0,1.28,1.37
72,Ryan Allsop,GBR,GK,Bournemouth,eng Premier League,23.0,1992.0,1.0,45.0,45.0,1.3,0.5,0.0,,0.0,1.0,,3.0,1.0,3.0,1.0,2.0,4.0,4.64
73,Hugo Almeida,PRT,FW,Hannover 96,de Bundesliga,31.0,1984.0,7.0,530.0,76.0,17.3,5.9,5.0,,5.0,2.0,,0.0,0.0,1.0,11.0,-10.0,-1.7,-0.95
74,Baptiste Aloé,FRA,DF,Marseille,fr Ligue 1,21.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
75,Marcos Alonso,ESP,"MF,DF",Fiorentina,it Serie A,24.0,1990.0,31.0,2347.0,76.0,68.6,26.1,26.0,,22.0,5.0,,0.0,1.55,37.0,30.0,7.0,0.27,-0.65
76,Xabi Alonso,ESP,"MF,DF",Bayern Munich,de Bundesliga,33.0,1981.0,26.0,1945.0,75.0,63.6,21.6,23.0,,15.0,3.0,,3.0,2.65,49.0,10.0,39.0,1.8,-0.13
78,Batuhan Altıntaş,TUR,FW,Hamburger SV,de Bundesliga,19.0,1996.0,1.0,27.0,27.0,0.9,0.3,0.0,,0.0,1.0,,2.0,3.0,1.0,0.0,1.0,3.33,3.54
79,Halil Altıntop,TUR,MF,Augsburg,de Bundesliga,32.0,1982.0,19.0,1200.0,63.0,39.2,13.3,15.0,,5.0,4.0,,13.0,1.11,16.0,17.0,-1.0,-0.07,0.36
80,Ricky Álvarez,ARG,"MF,FW",Sampdoria,it Serie A,27.0,1988.0,13.0,806.0,62.0,23.6,9.0,9.0,,3.0,4.0,,2.0,0.69,9.0,15.0,-6.0,-0.67,-0.43
81,Sergio Álvarez,ESP,MF,Sporting Gijón,es La Liga,23.0,1992.0,27.0,2185.0,81.0,63.9,24.3,26.0,83.0,20.0,1.0,27.0,1.0,1.33,28.0,29.0,-1.0,-0.04,1.49
82,Sergio Álvarez,ESP,GK,Celta Vigo,es La Liga,28.0,1986.0,31.0,2726.0,88.0,79.7,30.3,30.0,90.0,30.0,1.0,26.0,6.0,1.42,41.0,47.0,-6.0,-0.2,0.06
83,Víctor Álvarez,ESP,"MF,DF",Espanyol,es La Liga,22.0,1993.0,27.0,1959.0,73.0,57.3,21.8,25.0,77.0,12.0,2.0,18.0,10.0,1.04,19.0,46.0,-27.0,-1.24,-0.81
84,Dani Alves,BRA,DF,Barcelona,es La Liga,32.0,1983.0,29.0,2145.0,74.0,62.7,23.8,24.0,82.0,17.0,5.0,34.0,6.0,2.31,68.0,17.0,51.0,2.14,-0.12
85,Diego Alves,BRA,GK,Valencia,es La Liga,30.0,1985.0,13.0,1170.0,90.0,34.2,13.0,13.0,90.0,13.0,0.0,,0.0,1.46,20.0,21.0,-1.0,-0.08,-0.04
86,Ibrahim Amadou,FRA,"MF,DF",Lille,fr Ligue 1,22.0,1993.0,22.0,1668.0,76.0,48.8,18.5,18.0,,17.0,4.0,,9.0,1.95,23.0,10.0,13.0,0.7,0.75
87,Morgan Amalfitano,FRA,"FW,MF",Lille,fr Ligue 1,30.0,1985.0,15.0,957.0,64.0,28.0,10.6,10.0,,6.0,5.0,,2.0,2.07,18.0,8.0,10.0,0.94,0.87
88,Daniel Amartey,GHA,DF,Leicester City,eng Premier League,20.0,1994.0,5.0,104.0,21.0,3.0,1.2,1.0,,0.0,4.0,,7.0,2.6,2.0,2.0,0.0,0.0,-0.87
89,Jordi Amat,ESP,DF,Swansea City,eng Premier League,23.0,1992.0,8.0,463.0,58.0,13.5,5.1,5.0,,4.0,3.0,,14.0,2.25,10.0,5.0,5.0,0.97,1.43
90,Amath,SEN,"FW,MF",Atlético Madrid,es La Liga,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
91,Amauri,ITA,FW,Torino,it Serie A,35.0,1980.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.08
92,Jordan Amavi,FRA,DF,Aston Villa,eng Premier League,21.0,1994.0,10.0,837.0,84.0,24.5,9.3,9.0,,9.0,1.0,,2.0,0.5,8.0,13.0,-5.0,-0.54,1.0
93,Antonio Amaya,ESP,DF,Rayo Vallecano,es La Liga,32.0,1983.0,17.0,1033.0,61.0,30.2,11.5,10.0,82.0,7.0,7.0,30.0,7.0,1.06,16.0,30.0,-14.0,-1.22,-0.96
94,Jean Ambrose,HTI,DF,Bordeaux,fr Ligue 1,21.0,1993.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,5.0,1.0,0.0,0.0,0.0,0.0,0.18
95,Marco Amelia,ITA,GK,Chelsea,eng Premier League,33.0,1982.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,
96,Kelvin Amian,FRA,DF,Toulouse,fr Ligue 1,17.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
97,Nadiem Amiri,DEU,"MF,FW",Hoffenheim,de Bundesliga,18.0,1996.0,25.0,1460.0,58.0,47.7,16.2,16.0,,7.0,9.0,,0.0,1.24,21.0,20.0,1.0,0.06,0.96
98,Nordin Amrabat,MAR,"MF,FW",Watford,eng Premier League,28.0,1987.0,12.0,506.0,42.0,14.8,5.6,4.0,,1.0,8.0,,4.0,1.0,5.0,9.0,-4.0,-0.71,-0.53
99,Nordin Amrabat,MAR,"MF,FW",Málaga,es La Liga,28.0,1987.0,13.0,1003.0,77.0,29.3,11.1,13.0,77.0,4.0,0.0,,0.0,1.31,8.0,6.0,2.0,0.18,0.14
100,Felipe Anderson,BRA,"FW,MF",Lazio,it Serie A,22.0,1993.0,35.0,2071.0,59.0,60.6,23.0,21.0,,11.0,14.0,,3.0,1.4,33.0,34.0,-1.0,-0.04,-0.11
101,Gaël Andonian,ARM,DF,Marseille,fr Ligue 1,20.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
102,Benjamin André,FRA,MF,Rennes,fr Ligue 1,24.0,1990.0,32.0,2632.0,82.0,77.0,29.2,30.0,,23.0,2.0,,5.0,1.59,44.0,38.0,6.0,0.21,1.12
104,Leon Andreasen,DNK,MF,Hannover 96,de Bundesliga,32.0,1983.0,15.0,1080.0,72.0,35.3,12.0,13.0,,7.0,2.0,,1.0,0.93,13.0,18.0,-5.0,-0.42,0.77
105,Ionuț Andrei Radu,ROU,GK,Inter,it Serie A,,,1.0,19.0,19.0,0.6,0.2,0.0,,,1.0,,0.0,,,,,,
106,Marco Andreolli,ITA,DF,Inter,it Serie A,29.0,1986.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
107,Marco Andreolli,ITA,DF,Sevilla,es La Liga,29.0,1986.0,7.0,553.0,79.0,16.2,6.1,7.0,79.0,5.0,0.0,,3.0,1.43,10.0,9.0,1.0,0.16,0.16
108,Tony Andreu,FRA,MF,Norwich City,eng Premier League,27.0,1988.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
109,Yoann Andreu,FRA,DF,Angers,fr Ligue 1,26.0,1989.0,31.0,2722.0,88.0,79.6,30.2,31.0,,29.0,0.0,,1.0,1.42,31.0,26.0,5.0,0.17,0.55
110,Yhoan Andzouana,COG,"DF,MF",Monaco,fr Ligue 1,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
111,José Ángel Crespo,ESP,FW,Aston Villa,eng Premier League,28.0,1987.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,3.0,0.0,0.0,1.0,-1.0,-1.0,0.3
112,José Ángel Crespo,ESP,DF,Rayo Vallecano,es La Liga,28.0,1987.0,9.0,715.0,79.0,20.9,7.9,9.0,79.0,6.0,0.0,,3.0,0.78,9.0,16.0,-7.0,-0.88,-0.42
113,Miguel Ángel Guerrero,ESP,FW,Sporting Gijón,es La Liga,25.0,1990.0,23.0,1087.0,47.0,31.8,12.1,13.0,67.0,0.0,10.0,21.0,9.0,1.0,15.0,20.0,-5.0,-0.41,0.24
114,Miguel Ángel,ESP,DF,Getafe,es La Liga,19.0,1996.0,3.0,200.0,67.0,5.8,2.2,2.0,63.0,0.0,1.0,74.0,2.0,2.33,3.0,2.0,1.0,0.45,1.32
115,Miguel Ángel Moyá,ESP,GK,Atlético Madrid,es La Liga,31.0,1984.0,0.0,,,,,0.0,,0.0,0.0,,38.0,,,,,,
116,Marcos Angeleri,ARG,DF,Málaga,es La Liga,32.0,1983.0,13.0,1111.0,85.0,32.5,12.3,13.0,85.0,12.0,0.0,,2.0,0.62,6.0,12.0,-6.0,-0.49,-0.84
117,Angeliño,ESP,"DF,MF",Manchester City,eng Premier League,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
118,Gabriele Angella,ITA,DF,Watford,eng Premier League,26.0,1989.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
119,Benjamin Angoua,CIV,DF,Guingamp,fr Ligue 1,28.0,1986.0,18.0,1242.0,69.0,36.3,13.8,13.0,,13.0,5.0,,17.0,1.17,18.0,28.0,-10.0,-0.72,-0.77
120,Gaël Angoula,FRA,DF,Angers,fr Ligue 1,33.0,1982.0,13.0,1013.0,78.0,29.6,11.3,10.0,,10.0,3.0,,24.0,1.0,14.0,17.0,-3.0,-0.27,-0.45
121,Aníbal,PRT,DF,Genoa,it Serie A,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
122,Victor Anichebe,NGA,FW,West Brom,eng Premier League,27.0,1988.0,10.0,369.0,37.0,10.8,4.1,3.0,,1.0,7.0,,20.0,1.0,2.0,4.0,-2.0,-0.49,-0.13
123,Vurnon Anita,CUW,"MF,DF",Newcastle Utd,eng Premier League,26.0,1989.0,28.0,2101.0,75.0,61.4,23.3,24.0,,14.0,4.0,,1.0,0.96,24.0,37.0,-13.0,-0.56,-0.01
124,Silvio Anočič,HRV,DF,Roma,it Serie A,17.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
125,Cristian Ansaldi,ARG,"MF,DF",Genoa,it Serie A,28.0,1986.0,24.0,2010.0,84.0,58.8,22.3,23.0,,20.0,1.0,,1.0,1.25,27.0,27.0,0.0,0.0,0.19
126,Ion Ansotegi,ESP,DF,Eibar,es La Liga,33.0,1982.0,8.0,542.0,68.0,15.8,6.0,6.0,90.0,6.0,2.0,1.0,7.0,1.0,8.0,13.0,-5.0,-0.83,-0.61
127,Ion Ansotegi,ESP,DF,Real Sociedad,es La Liga,33.0,1982.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,
128,Luca Antei,ITA,DF,Sassuolo,it Serie A,23.0,1992.0,5.0,341.0,68.0,10.0,3.8,4.0,,3.0,1.0,,13.0,1.2,4.0,5.0,-1.0,-0.26,-0.56
130,Waldemar Anton,DEU,"DF,MF",Hannover 96,de Bundesliga,19.0,1996.0,8.0,583.0,73.0,19.1,6.5,6.0,,5.0,2.0,,13.0,1.38,9.0,10.0,-1.0,-0.15,0.94
131,Luca Antonelli,ITA,DF,Milan,it Serie A,28.0,1987.0,28.0,2338.0,84.0,68.4,26.0,25.0,,25.0,3.0,,3.0,1.54,33.0,26.0,7.0,0.27,0.35
132,Michail Antonio,JAM,"MF,FW",West Ham,eng Premier League,25.0,1990.0,26.0,2057.0,79.0,60.1,22.9,23.0,,15.0,3.0,,7.0,1.69,38.0,29.0,9.0,0.39,0.06
133,José Antonio Reyes,ESP,MF,Sevilla,es La Liga,31.0,1983.0,24.0,1182.0,49.0,34.6,13.1,14.0,68.0,2.0,10.0,23.0,8.0,1.63,14.0,17.0,-3.0,-0.23,-0.39
134,Ikechi Anya,SYC,"MF,DF",Watford,eng Premier League,27.0,1988.0,28.0,1686.0,60.0,49.3,18.7,17.0,,12.0,11.0,,9.0,1.14,23.0,26.0,-3.0,-0.16,0.2
135,Siniša Anđelković,SVN,DF,Palermo,it Serie A,29.0,1986.0,23.0,1908.0,83.0,55.8,21.2,21.0,,19.0,2.0,,14.0,1.09,14.0,34.0,-20.0,-0.94,-0.53
136,Dennis Aogo,DEU,"DF,MF",Schalke 04,de Bundesliga,28.0,1987.0,23.0,1852.0,81.0,60.5,20.6,20.0,,20.0,3.0,,4.0,1.43,26.0,33.0,-7.0,-0.34,-1.01
137,Dennis Appiah,FRA,DF,Caen,fr Ligue 1,23.0,1992.0,38.0,3420.0,90.0,100.0,38.0,38.0,,38.0,0.0,,0.0,1.42,39.0,52.0,-13.0,-0.34,
138,Youssef El-Arabi,MAR,FW,Granada,es La Liga,28.0,1987.0,35.0,2513.0,72.0,73.5,27.9,27.0,85.0,19.0,8.0,27.0,1.0,1.03,39.0,45.0,-6.0,-0.21,1.47
