,Player,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
625,Alessandro Deiola,6.1,180,175,5,3,1,0,4,1,1,0,1,0,130,0,3
626,Romain Del Castillo,14.9,568,529,37,2,3,2,62,21,13,9,0,0,393,2,26
627,Thomas Delaney,25.4,1625,1607,13,11,1,10,9,2,0,0,0,0,1380,5,27
628,Moises Delgado,3.0,101,83,17,1,0,1,10,16,0,0,0,0,63,1,3
629,Cristian Dell'Orco,11.5,526,480,46,14,0,3,1,32,0,0,0,0,454,0,12
630,Cristian Dell'Orco,1.2,70,59,11,1,0,0,6,10,0,0,0,0,51,0,2
631,Andy Delort,34.6,1216,1118,91,9,7,22,138,18,12,7,3,0,716,7,55
632,Fabian Delph,8.1,766,695,71,6,0,8,8,65,0,0,0,0,700,0,9
633,Mousa Dembele,5.7,309,301,8,4,0,0,0,1,0,0,0,0,277,0,2
634,Moussa Dembele,22.4,419,368,45,1,3,1,8,4,0,0,0,0,307,6,18
635,Ousmane Dembele,18.5,1004,931,70,7,9,7,82,9,54,10,15,0,764,3,29
636,Jessy Deminguet,14.1,464,446,17,9,0,9,14,3,4,2,2,0,377,1,9
637,Merih Demiral,14.0,714,683,29,24,0,2,1,5,0,0,0,0,619,2,3
638,Kerem Demirbay,22.4,1423,1250,168,67,12,11,130,19,82,31,45,0,1094,5,21
639,Diego Demme,22.8,1531,1441,82,60,6,9,48,8,14,6,8,0,1214,8,33
640,Jason Denayer,30.6,1974,1910,62,61,1,4,2,1,0,0,0,0,1848,2,7
641,Leander Dendoncker,16.3,615,614,1,0,0,3,7,1,0,0,0,0,484,0,13
642,Fabio Depaoli,27.4,1208,940,263,21,1,10,102,241,1,0,0,0,868,5,36
643,Laurent Depoitre,11.9,278,268,10,0,0,0,4,0,0,0,0,0,164,0,7
644,Clement Depres,4.9,164,158,5,0,1,2,5,0,0,0,0,0,110,1,3
645,Kiril Despodov,1.2,18,18,0,0,1,0,3,0,0,0,0,0,6,0,0
646,Daniele Dessena,3.9,182,174,7,6,0,1,8,0,0,0,0,0,132,1,5
647,Mattia Destro,5.5,80,76,3,0,0,0,4,0,0,0,0,0,41,1,1
648,Gerard Deulofeu,23.0,793,725,63,14,8,3,62,8,9,4,1,0,568,5,37
650,Jacopo Dezi,1.0,40,40,0,0,0,0,0,0,0,0,0,0,36,0,0
651,Federico Di Francesco,11.9,389,365,23,2,0,3,20,21,0,0,0,0,318,1,13
652,Antonio Di Gaudio,7.8,118,116,1,1,0,0,5,0,0,0,0,0,67,1,14
653,Giovanni Di Lorenzo,37.0,2186,1862,316,38,4,6,124,278,0,0,0,0,1681,8,69
654,Angel Di Maria,25.8,1439,1295,136,39,26,16,149,20,72,41,14,1,1042,8,34
655,Franco Di Santo,1.9,38,31,7,0,0,0,2,0,0,0,0,0,23,0,0
656,Franco Di Santo,2.7,70,67,3,0,0,0,8,2,0,0,0,0,36,0,3
657,Boulaye Dia,8.3,156,145,11,0,0,0,1,0,0,0,0,0,106,0,4
658,Fousseni Diabate,0.6,16,16,0,0,0,0,2,0,0,0,0,0,9,0,1
659,Moussa Diaby,12.7,562,541,19,0,6,3,30,15,4,0,0,0,447,2,19
660,Adama Diakhaby,6.1,162,156,5,0,1,0,14,0,1,1,0,0,114,1,7
661,Mouctar Diakhaby,17.6,700,675,21,21,0,13,0,0,0,0,0,0,592,4,5
662,Bafode Diakite,7.0,343,266,76,4,0,0,5,72,0,0,0,0,265,1,6
663,Abdou Diallo,26.4,1959,1791,165,50,1,13,24,115,0,0,0,0,1730,3,19
664,Abdoulaye Diallo,5.5,145,96,49,13,0,0,0,0,0,0,0,0,104,0,0
665,Mustapha Diallo,5.1,176,173,2,2,0,2,2,0,0,0,0,0,116,1,3
666,Mohamed Diame,24.1,749,737,10,1,5,13,12,1,0,0,0,0,569,2,13
667,Grady Diangana,6.8,265,252,8,1,0,1,14,2,5,3,0,2,196,5,9
668,Lassana Diarra,1.8,146,145,1,1,0,1,0,0,0,0,0,0,131,0,0
669,Amadou Diawara,7.3,545,537,6,6,0,5,0,0,0,0,0,0,504,2,3
670,Brahim Diaz,4.2,170,166,3,1,2,0,4,2,0,0,0,0,142,1,3
671,Javier Diaz,1.0,23,16,7,2,0,0,0,0,0,0,0,0,13,0,0
672,Bakaye Dibassy,32.7,1435,1250,180,28,1,2,50,152,0,0,0,0,1090,5,31
673,Lorenzo Dickmann,1.9,58,47,11,0,0,0,1,11,0,0,0,0,45,0,3
674,Daniel Didavi,10.6,466,391,72,27,3,1,74,8,35,20,13,0,327,3,16
676,Etienne Didot,23.4,1221,1134,82,60,1,29,40,5,17,10,5,0,924,5,19
677,Adrian Dieguez,8.3,208,190,18,14,1,3,0,4,0,0,0,0,151,0,0
678,Eric Dier,16.7,1093,1066,26,23,5,7,6,3,0,0,0,0,923,1,19
679,Tim Dierssen,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
680,Lucas Digne,32.9,2119,1558,554,90,0,4,280,375,89,34,48,1,1478,7,77
681,Mitchell Dijks,22.5,987,755,231,8,0,2,84,222,1,0,1,0,705,1,43
682,Javairo Dilrosun,10.0,248,236,9,1,0,2,32,6,2,0,0,0,177,3,8
683,Federico Dimarco,9.9,447,339,103,16,0,4,45,74,13,2,8,0,322,5,17
684,Stole Dimitrievski,21.0,645,389,251,83,0,1,0,0,0,0,0,0,417,5,1
685,Tristan Dingome,14.9,600,589,9,1,8,4,11,2,0,0,0,0,464,2,10
686,Ismael Diomande,14.4,597,582,15,15,0,13,4,0,0,0,0,0,491,0,6
687,Federico Dionisi,2.3,62,59,2,0,0,0,8,1,0,0,0,0,40,1,3
688,Lois Diony,17.7,318,309,8,1,1,0,28,2,0,0,0,0,195,1,20
689,Issa Diop,33.0,1141,1112,26,22,0,7,0,4,0,0,0,0,979,3,12
690,Papakouli Diop,26.1,1146,1120,21,20,1,11,11,1,0,0,0,0,829,5,12
691,Sofiane Diop,8.2,239,230,9,1,2,4,16,4,3,1,0,1,161,0,14
692,Assane Diousse,9.9,495,471,21,19,1,6,8,1,0,0,0,0,397,3,6
693,Assane Diousse,2.4,142,138,4,3,1,0,0,0,0,0,0,0,120,0,2
694,Axel Disasi,1.8,69,66,3,0,0,2,0,3,0,0,0,0,52,0,0
695,Djene,33.1,991,954,32,28,0,17,8,4,0,0,0,0,705,5,19
696,Koffi Djidji,15.4,600,573,24,20,0,7,3,3,0,0,0,0,493,3,2
697,Koffi Djidji,1.0,54,50,4,4,0,1,0,0,0,0,0,0,45,0,0
698,Alexander Djiku,30.6,1418,1352,65,51,0,16,3,11,0,0,0,0,1175,1,12
699,Papy Djilobodji,1.9,88,82,5,5,0,3,1,0,0,0,0,0,59,1,0
700,Berat Djimsiti,20.1,1046,1002,41,33,0,16,1,8,0,0,0,0,946,3,4
702,Johan Djourou,3.1,115,108,7,5,0,1,0,2,0,0,0,0,103,0,2
703,Marko Dmitrovic,24.0,760,498,261,106,0,1,0,0,0,0,0,0,367,1,0
704,Matt Doherty,34.9,1838,1457,371,4,3,17,62,367,0,0,0,0,1324,10,55
705,Keagan Dolly,1.0,41,33,8,5,0,1,4,0,3,1,1,0,34,0,1
706,Jaume Domenech,4.0,92,52,39,9,0,0,0,0,0,0,0,0,59,1,0
707,Giulio Donati,6.9,356,264,91,8,1,3,26,83,0,0,0,0,257,1,4
708,Ji Dong-won,9.9,383,370,10,1,1,5,14,3,0,0,0,0,269,3,8
709,Anastasios Donis,10.7,195,177,17,1,0,2,25,8,0,0,0,0,139,1,8
710,Gianluigi Donnarumma,34.3,1173,800,373,72,0,3,0,1,0,0,0,0,977,0,0
711,Godfred Donsah,1.7,58,58,0,0,0,0,0,0,0,0,0,0,49,0,1
712,Riccardo Doratiotto,0.9,10,10,0,0,0,0,0,0,0,0,0,0,6,0,2
713,Gabriel Dos Santos,11.8,645,611,34,31,1,3,0,1,0,0,0,0,554,0,4
714,Mathieu Dossevi,27.4,926,835,86,24,2,3,189,9,47,14,30,1,606,5,39
715,Abdoulaye Doucoure,34.0,1963,1919,35,31,5,13,11,2,1,0,0,0,1622,9,41
716,Cheick Doukoure,3.5,110,110,0,0,0,2,1,0,0,0,0,0,81,0,1
717,Moussa Doumbia,17.8,649,621,23,6,1,15,37,6,7,3,2,0,496,5,16
718,Seydou Doumbia,6.0,71,64,7,0,0,0,1,0,0,0,0,0,50,0,4
719,Souleyman Doumbia,6.7,353,292,61,6,1,0,7,55,0,0,0,0,305,0,5
720,Aleksandar Dragovic,14.8,1093,1066,24,23,0,11,0,1,0,0,0,0,979,3,7
721,Bartlomiej Dragowski,2.5,106,70,35,4,0,1,0,0,0,0,0,0,71,1,0
722,Bartlomiej Dragowski,14.0,487,294,192,39,0,0,0,0,0,0,0,0,327,1,1
723,Julian Draxler,22.7,1592,1521,62,12,12,8,36,13,35,19,3,1,1402,9,27
724,Luke Dreher,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
725,Josip Drmic,2.5,63,58,5,0,0,0,3,1,0,0,0,0,56,0,1
726,Jaroslav Drobny,2.0,37,22,15,5,0,0,0,0,0,0,0,0,28,0,0
728,Oscar Duarte,7.3,334,328,6,6,0,2,1,0,0,0,0,0,290,0,1
729,Ruben Duarte,30.8,1230,968,258,27,0,7,80,226,5,5,0,0,814,4,27
730,Leo Dubois,22.7,1513,1282,224,19,1,5,88,203,2,0,2,0,1252,7,35
731,Martin Dubravka,38.0,1175,749,424,101,0,2,0,0,0,0,0,0,691,2,2
732,Marvin Ducksch,9.1,285,244,40,5,1,3,24,3,10,2,8,0,183,1,9
733,Ondrej Duda,28.5,1266,1192,69,20,3,12,51,8,37,17,15,0,947,5,41
734,Shane Duffy,34.3,1318,1281,31,26,0,18,2,5,0,0,0,0,987,6,5
735,Demeaco Duhaney,0.5,27,20,7,1,0,0,2,6,0,0,0,0,21,0,1
736,Paul Dummett,22.1,903,773,128,15,0,4,32,112,1,0,1,0,625,2,14
737,Alfred Duncan,20.5,854,832,18,8,10,8,25,9,1,1,0,0,680,4,17
738,Lewis Dunk,35.0,1510,1456,49,36,2,49,2,13,0,0,0,0,1246,5,16
739,Maxime Dupe,10.4,302,169,129,38,0,0,0,0,0,0,0,0,176,4,0
740,Erik Durm,22.8,1087,832,248,7,0,4,65,240,1,1,0,0,740,7,36
741,Jimmy Durmaz,21.1,1212,1071,132,59,3,11,87,22,46,21,22,2,886,9,40
742,Riza Durmisi,3.6,165,137,27,5,0,1,18,21,1,1,0,0,117,1,4
743,Hugo Duro,4.6,65,62,3,0,0,0,4,2,1,0,0,0,41,0,2
744,Raphael Dwamena,2.5,44,41,3,1,0,0,3,0,0,0,0,0,29,0,0
745,Paulo Dybala,23.7,1288,1129,147,27,7,50,85,22,58,18,19,2,1090,12,33
746,Edin Dzeko,28.7,738,667,67,0,4,11,27,2,0,0,0,0,508,4,27
747,Blerim Dzemaili,19.4,716,669,41,25,2,13,14,7,4,2,1,0,555,6,28
748,Felix Eboa Eboa,27.0,1007,940,62,23,1,7,12,39,0,0,0,0,764,5,13
749,Dennis Eckert,2.4,43,38,4,0,0,0,2,2,0,0,0,0,30,1,2
750,Bruno Ecuele Manga,37.5,1097,937,152,40,2,7,20,112,0,0,0,0,692,8,28
751,Simone Edera,0.9,33,26,7,3,0,0,2,0,3,0,1,0,28,0,0
752,Simone Edera,2.2,82,73,9,1,0,0,12,1,7,6,1,0,57,0,5
754,Ederson,38.0,1112,860,248,59,1,4,0,0,0,0,0,0,946,4,1
755,Johannes Eggestein,12.4,331,326,4,0,0,1,17,2,0,0,0,0,230,1,25
756,Maximilian Eggestein,33.9,1615,1569,42,26,8,5,37,16,0,0,0,0,1275,4,56
757,Albin Ekdal,29.4,1654,1587,65,64,1,8,3,1,0,0,0,0,1428,2,24
758,Josip Elez,7.2,316,286,30,23,0,3,3,7,0,0,0,0,243,0,1
759,Harvey Elliott,0.2,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
760,Mohamed Elneny,4.2,286,276,8,5,2,1,3,3,0,0,0,0,256,2,4
761,Aritz Elustondo,25.0,1236,1100,131,36,1,9,28,95,0,0,0,0,965,5,23
762,Gorka Elustondo,3.2,146,138,7,5,0,1,1,2,0,0,0,0,118,1,4
763,Nico Elvedi,29.1,2086,2034,50,34,1,8,1,16,0,0,0,0,1932,2,13
764,Rodrigo Ely,4.8,160,149,11,11,0,2,0,0,0,0,0,0,114,0,2
765,Mohamed Elyounoussi,8.8,273,239,33,5,2,1,48,2,24,7,6,8,178,1,18
766,Adri Embarba,25.4,823,653,166,46,4,8,222,13,101,44,43,1,486,4,46
767,Breel Embolo,14.9,262,253,5,0,5,2,6,1,0,0,0,0,165,4,20
768,Emerson,3.5,191,149,41,5,0,0,8,36,0,0,0,0,155,1,6
769,Youssef En-Nesyri,23.4,513,484,25,2,0,8,34,10,1,0,0,0,279,4,26
770,Bjorn Engels,33.0,1320,1272,45,43,1,26,4,2,0,0,0,0,1102,3,4
771,Sergi Enrich,28.7,941,896,42,2,1,12,6,7,0,0,0,0,667,3,31
772,Javier Eraso,7.0,234,201,31,4,1,1,22,2,15,5,8,1,176,2,7
773,Christian Eriksen,30.8,2009,1846,153,59,24,20,117,10,67,23,20,4,1560,10,37
774,Patrick Erras,13.6,468,462,5,5,0,2,0,0,0,0,0,0,372,1,5
775,Gonzalo Escalante,19.9,767,761,2,2,3,7,7,0,0,0,0,0,591,4,21
776,Sergio Escudero,17.2,958,762,190,20,2,11,42,166,4,0,1,1,753,6,17
777,Bernardo Espinosa,30.3,1397,1351,42,41,0,12,0,1,0,0,0,0,1198,4,6
778,Michael Esser,32.0,1242,857,381,86,0,3,0,0,0,0,0,0,881,4,2
780,Alexander Esswein,13.9,454,436,16,2,1,4,58,5,6,1,2,0,295,2,21
781,Neil Etheridge,38.0,1202,711,484,165,0,0,0,0,0,0,0,0,415,7,1
782,Benat Etxebarria,22.6,1287,1105,171,85,2,24,108,2,65,23,33,2,1026,11,15
783,Xabier Etxeita,29.7,899,856,35,34,0,10,8,1,0,0,0,0,666,8,12
784,Lucas Evangelista,8.0,308,306,2,1,0,2,15,0,0,0,0,0,227,0,11
785,Jonny Evans,22.2,1031,995,35,35,0,18,1,0,0,0,0,0,873,1,6
786,Ewerton,14.9,608,581,23,21,0,3,0,2,0,0,0,0,508,4,5
787,Valentin Eysseric,4.0,174,163,10,2,3,2,13,1,7,2,4,0,135,1,4
788,Valentin Eysseric,2.3,109,83,26,9,1,2,18,1,10,6,4,0,78,0,2
789,Marco Fabian,0.7,13,11,2,2,0,0,1,0,0,0,0,0,8,0,0
790,Lukasz Fabianski,38.0,1238,761,465,156,0,1,0,0,0,0,0,0,681,12,1
791,Fabinho,22.4,1627,1589,35,30,2,11,10,4,0,0,0,0,1381,3,17
792,Fabio,14.2,646,500,143,15,1,2,35,128,0,0,0,0,483,3,10
793,Cesc Fabregas,2.0,198,185,11,8,4,2,1,2,1,1,0,0,169,2,1
794,Cesc Fabregas,10.7,759,675,80,44,4,8,30,6,30,9,14,0,623,4,6
795,Fabricio,2.0,61,43,18,4,0,0,0,0,0,0,0,0,46,0,0
796,Ralf Fahrmann,16.3,516,353,161,41,0,1,0,0,0,0,0,0,375,2,0
797,Romain Faivre,1.0,43,43,0,0,0,0,0,0,0,0,0,0,37,0,0
798,Faycal Fajr,36.0,2146,1809,330,203,7,93,217,13,105,41,55,0,1621,7,33
799,Radamel Falcao,28.4,671,592,75,2,6,1,7,5,0,0,0,0,513,4,16
800,Diego Falcinelli,7.8,143,135,8,1,0,0,8,0,0,0,0,0,114,0,5
801,Simon Falette,6.7,302,283,19,8,0,2,1,11,0,0,0,0,220,0,1
802,Iago Falque,17.9,932,811,112,38,6,10,87,3,44,12,7,0,717,9,28
803,Paolo Farago,18.9,868,779,86,13,1,11,60,73,0,0,0,0,634,3,22
804,Mohamed Fares,32.8,1491,1252,234,12,1,9,160,202,20,7,1,0,1099,5,47
806,Diego Farias,13.3,332,319,13,3,4,3,16,4,2,0,1,0,264,0,15
807,Diego Farias,7.8,239,226,12,2,1,0,13,5,4,1,0,0,184,1,5
808,Andrea Favilli,1.9,48,43,5,0,0,0,1,3,0,0,0,0,36,0,2
809,Federico Fazio,31.2,1425,1362,60,51,2,14,5,9,0,0,0,0,1208,3,9
810,Zouhair Feddal,18.9,1287,1215,68,61,1,24,4,7,0,0,0,0,1104,4,6
811,Nabil Fekir,22.1,1079,972,101,41,5,8,79,4,54,27,14,0,877,6,13
812,Yassin Fekir,0.1,17,17,0,0,0,0,1,0,0,0,0,0,13,0,0
813,Felipe,12.2,499,477,20,19,0,7,1,1,0,0,0,0,371,2,5
814,Luiz Felipe,14.3,702,663,39,21,0,6,4,18,0,0,0,0,585,0,8
815,Ohis Felix Uduokhai,2.7,141,121,20,4,0,0,5,16,0,0,0,0,113,0,3
816,Marouane Fellaini,8.4,434,430,2,1,0,2,6,1,0,0,0,0,347,2,14
817,Kiko Femenia,22.8,1178,966,209,16,0,3,64,186,7,1,5,0,945,3,21
818,Edimilson Fernandes,21.9,874,860,13,7,1,7,16,2,0,0,0,0,740,1,14
819,Gelson Fernandes,24.7,845,841,4,3,0,0,1,1,0,0,0,0,704,0,27
820,Aitor Fernandez,16.0,461,239,218,56,0,1,0,0,0,0,0,0,279,4,0
821,Andres Fernandez,6.0,192,113,78,29,0,1,0,0,0,0,0,0,138,1,0
822,Borja Fernandez,9.3,382,370,11,11,1,5,2,0,0,0,0,0,300,1,3
823,Federico Fernandez,16.5,620,597,19,19,0,11,5,0,0,0,0,0,484,4,5
824,Joaquin Fernandez,9.3,312,299,13,9,0,4,0,4,0,0,0,0,244,0,4
825,Valery Fernandez,9.9,404,302,102,3,0,1,26,99,0,0,0,0,320,0,9
826,Fernandinho,26.4,2070,2020,40,34,13,13,4,6,0,0,0,0,1799,10,25
827,Juan Ferney Otero,24.2,755,706,47,17,1,2,90,10,15,3,7,0,518,2,33
828,Alex Ferrari,6.0,320,300,19,14,0,2,1,5,0,0,0,0,281,1,3
829,David Ferreiro,25.3,1042,870,164,52,4,14,258,37,75,39,28,3,647,8,27
830,Facundo Ferreyra,2.3,52,48,4,0,0,0,2,1,0,0,0,0,35,0,2
832,Jordan Ferri,20.8,1059,1036,22,10,8,16,21,12,0,0,0,0,855,1,24
833,Jordan Ferri,1.3,95,95,0,0,0,1,6,0,0,0,0,0,80,0,1
834,Oliver Fink,11.7,400,393,4,0,0,1,10,3,0,0,0,0,230,3,15
835,Alfred Finnbogason,14.8,327,286,38,0,2,1,4,3,0,0,0,0,220,3,20
836,Roberto Firmino,29.0,1314,1280,26,1,16,3,9,18,2,0,0,0,1053,8,22
837,Junior Firpo,21.5,1138,949,184,20,1,6,35,164,0,0,0,0,914,5,20
838,Mathieu Flamini,5.0,135,135,0,0,0,2,0,0,0,0,0,0,89,0,0
839,Mark Flekken,1.0,29,23,6,1,0,0,0,0,0,0,0,0,23,0,0
840,Sergio Floccari,10.8,239,219,19,1,0,1,8,0,0,0,0,0,184,1,13
841,Alessandro Florenzi,24.2,1486,1217,269,35,2,16,129,211,23,4,18,0,1137,0,34
842,Phil Foden,3.7,237,232,4,0,3,1,4,1,3,0,0,0,202,1,4
843,Guessouma Fofana,2.1,57,57,0,0,1,1,1,0,0,0,0,0,40,0,0
844,Guessouma Fofana,5.3,128,126,2,1,0,1,4,0,1,0,1,0,97,0,1
845,Seko Fofana,29.3,1161,1139,19,6,3,16,35,10,2,1,0,0,971,3,21
846,Wesley Fofana,1.8,86,74,12,4,0,0,0,8,0,0,0,0,72,0,1
847,Youssouf Fofana,10.1,355,340,12,5,2,3,6,7,0,0,0,0,271,3,8
848,Thomas Foket,32.0,1437,1096,336,16,1,5,53,320,0,0,0,0,1070,5,34
849,Thomas Fontaine,4.7,202,194,7,7,1,7,0,0,0,0,0,0,172,1,1
850,Jose Fonte,34.6,2231,2130,98,88,1,19,6,10,0,0,0,0,1945,3,19
851,Rui Fonte,7.0,190,177,13,2,0,0,2,1,0,0,0,0,148,0,5
852,Pablo Fornals,27.5,1187,1140,35,8,11,8,36,9,10,2,6,0,897,12,38
853,Emil Forsberg,13.9,536,466,64,16,4,0,49,3,34,15,17,0,406,6,13
854,Fraser Forster,1.0,23,12,11,4,0,0,0,0,0,0,0,0,10,0,0
855,Steven Fortes,1.5,50,48,2,2,0,0,0,0,0,0,0,0,43,0,0
856,Iver Fossum,5.1,247,213,34,11,1,0,27,1,21,8,11,1,188,0,8
858,Ben Foster,38.0,1267,749,501,193,0,1,1,0,0,0,0,0,612,17,4
859,Timothy Fosu-Mensah,8.8,479,417,60,3,1,3,15,57,0,0,0,0,375,2,10
860,Dimitri Foulquier,20.0,459,421,33,3,0,2,26,30,0,0,0,0,276,5,34
861,Juan Foyth,9.9,605,574,29,14,1,7,2,15,0,0,0,0,512,2,12
862,Raphael Framberger,6.1,273,208,63,2,1,2,25,61,0,0,0,0,178,2,16
863,Simon Francis,13.7,812,673,136,12,0,3,32,123,1,0,0,0,590,3,23
864,Mike Frantz,24.6,671,619,51,18,1,2,44,30,1,0,1,0,502,1,18
865,Ryan Fraser,35.2,1490,1268,215,57,6,8,271,17,116,44,43,2,1013,7,60
866,Pierluigi Frattali,1.0,39,23,16,1,0,0,0,0,0,0,0,0,27,0,0
867,Fred,11.6,791,754,32,22,3,13,13,4,4,3,0,0,673,5,18
868,Ryan Fredericks,12.1,558,451,106,5,0,1,20,101,0,0,0,0,391,1,18
869,Remo Freuler,33.6,2245,2135,102,82,4,13,16,20,0,0,0,0,1964,8,30
870,Nicolas Frey,2.5,122,97,25,3,0,0,1,22,0,0,0,0,98,0,0
871,Marco Friedl,5.3,270,236,34,5,0,1,2,29,0,0,0,0,230,0,1
872,Alexander Fuchs,7.3,240,235,3,2,0,2,4,1,0,0,0,0,182,2,10
873,Christian Fuchs,2.3,157,130,26,3,0,1,15,23,0,0,0,0,119,1,6
874,Javi Fuego,2.6,144,132,12,12,0,1,0,0,0,0,0,0,106,0,6
875,Angelo Fulgini,18.2,794,732,57,28,4,2,46,5,24,8,16,0,590,5,28
876,Niclas Fullkrug,12.4,392,353,36,0,1,2,6,3,0,0,0,0,262,3,16
877,Ramiro Funes Mori,29.2,1222,1192,28,26,1,11,6,2,0,0,0,0,985,2,9
878,Manolo Gabbiadini,5.3,127,124,1,0,1,0,4,0,0,0,0,0,83,2,3
879,Manolo Gabbiadini,9.0,309,275,31,9,1,0,31,3,17,11,3,0,216,3,11
880,Mijat Gacinovic,18.1,617,582,30,10,4,3,25,5,13,4,5,0,429,5,23
881,Gianluca Gaetano,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1
882,Roberto Gagliardini,12.1,801,781,18,13,4,4,2,2,0,0,0,0,700,2,7
884,Riccardo Gagliolo,33.8,1378,1184,186,36,2,8,18,150,0,0,0,0,1014,8,29
885,Milan Gajic,1.0,45,31,14,0,0,0,3,14,0,0,0,0,38,0,1
886,Javi Galan,16.0,631,461,166,3,3,1,68,163,0,0,0,0,402,4,29
887,Sam Gallagher,0.4,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0
888,Alex Gallar,11.2,463,391,67,36,2,7,43,8,23,13,5,0,326,5,12
889,Enric Gallego,17.1,387,349,35,0,5,1,10,0,0,0,0,0,209,3,15
890,Alex Galvez,15.7,699,643,52,46,1,5,1,6,0,0,0,0,562,4,4
891,Kevin Gameiro,17.9,439,406,32,2,2,2,10,6,0,0,0,0,332,1,26
892,Idrissa Gana Gueye,31.4,1761,1710,45,30,4,18,13,1,0,0,0,0,1472,6,26
893,Ignatius Ganago,11.5,225,208,16,1,2,0,3,0,0,0,0,0,173,1,6
894,Cristian Ganea,0.5,11,10,1,0,0,0,1,1,0,0,0,0,10,0,0
895,Ganso,5.8,336,291,43,29,3,2,9,9,5,4,0,0,286,2,7
896,Ezequiel Garay,23.7,1075,1019,54,53,1,16,2,1,0,0,0,0,896,2,4
897,Borja Garces,0.2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2
898,Alberto Garcia,17.0,554,343,210,72,0,2,0,0,0,0,0,0,387,1,0
899,Aleix Garcia,18.5,1160,1055,102,47,2,25,77,7,48,14,30,0,945,3,14
900,Alvaro Garcia,19.6,507,494,12,1,1,7,77,10,1,0,1,0,314,1,31
901,Borja Garcia,29.2,1345,1309,32,9,21,15,42,11,8,2,3,0,1085,4,23
902,Dani Garcia,27.5,1406,1369,35,30,0,18,5,4,0,0,0,0,1159,2,14
903,Javi Garcia,5.8,445,438,7,6,0,1,0,1,0,0,0,0,417,0,3
904,Manu Garcia,25.9,955,934,17,13,0,9,16,3,0,0,0,0,698,4,24
905,Manu Garcia,20.5,935,912,16,10,14,6,7,1,3,0,1,0,737,7,20
906,Raul Garcia,26.3,932,915,8,1,8,11,28,3,0,0,0,0,502,9,39
907,Raul Garcia,4.2,124,90,32,5,0,3,8,26,1,0,1,0,77,2,6
908,Raul Garcia,9.4,502,380,119,13,0,2,58,105,1,0,1,0,346,3,15
910,Sergio Garcia,16.5,505,442,58,13,5,5,55,6,34,9,10,2,317,5,29
911,James Garner,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
912,Mario Gaspar,28.9,1360,1082,276,20,0,2,49,256,0,0,0,0,1059,2,21
913,Paulo Gazzaniga,3.0,108,77,31,5,0,0,0,0,0,0,0,0,74,0,0
914,Marcello Gazzola,10.2,386,317,66,0,1,0,33,66,0,0,0,0,249,3,19
915,Jean-Philippe Gbamin,29.7,1367,1325,38,34,3,34,26,4,0,0,0,0,1080,4,41
916,David de Gea,38.0,1106,679,422,90,0,1,0,0,0,0,0,0,719,5,0
917,Theodor Gebre Selassie,31.3,1674,1359,314,21,2,1,39,292,1,0,0,0,1354,1,45
918,Dennis Geiger,2.7,144,136,8,3,0,1,7,1,4,1,3,0,127,0,2
919,Jeremy Gelin,14.2,795,776,18,18,0,7,0,0,0,0,0,0,691,1,6
920,Romain Genevois,4.0,158,137,20,4,0,3,4,16,0,0,0,0,127,1,4
921,Christian Gentner,22.4,1025,993,26,18,4,8,36,7,0,0,0,0,715,6,46
922,Yannick Gerhardt,27.3,1037,1002,29,11,1,13,51,18,0,0,0,0,776,6,40
923,Valere Germain,24.1,613,578,32,6,1,1,22,6,0,0,0,0,462,3,14
924,Gerson,27.0,1143,1099,42,31,4,6,16,7,3,0,0,0,932,2,16
925,Gervinho,25.6,522,510,11,2,4,1,8,4,3,0,0,0,423,1,25
926,Willem Geubbels,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
927,Lamine Ghezali,0.5,24,22,1,0,0,0,3,1,0,0,0,0,15,1,1
928,Rachid Ghezzal,8.3,471,428,41,13,6,4,45,2,25,9,10,0,353,2,12
929,Paolo Ghiglione,5.7,241,196,41,3,0,1,28,37,1,0,0,0,156,4,19
930,Saman Ghoddos,20.3,611,479,127,39,1,3,107,14,64,28,29,1,393,5,14
931,Faouzi Ghoulam,12.8,1014,820,188,37,1,7,113,101,50,31,14,1,818,6,14
932,Emanuele Giaccherini,22.3,1104,959,142,40,2,9,127,12,67,26,24,1,796,3,44
933,Morgan Gibbs-White,7.4,336,315,19,4,4,4,17,0,9,4,5,0,272,2,7
934,Ben Gibson,0.7,34,33,1,0,0,0,0,1,0,0,0,0,23,0,1
936,Fabian Giefer,4.0,119,82,35,6,0,0,0,0,0,0,0,0,82,2,1
937,Niko Giesselmann,28.8,1373,1113,257,34,1,22,77,215,8,0,8,0,997,3,40
938,Bryan Gil,1.9,78,74,4,0,0,0,9,4,0,0,0,0,52,0,5
