,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
40,Lucas Alario,AR,FW,Leverkusen,Bundesliga,24,1992,23,17,1550,17.2,9,4,13,8,1,2,4,1,10.5,8.9,1.8,10.8,16,28,111,0.52,0.23,0.75,0.46,0.70,0.61,0.11,0.72,0.52,0.63
41,David Alba,ES,DF,Getafe,La Liga,18,1999,1,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,Jordi Alba,ES,DF,Barcelona,La Liga,28,1989,33,30,2744,30.5,2,8,10,2,0,0,7,0,2.1,2.1,6.1,8.3,58,135,314,0.07,0.26,0.33,0.07,0.33,0.07,0.20,0.27,0.07,0.27
43,Raul Albentosa,ES,DF,La Coruña,La Liga,28,1988,20,19,1748,19.4,1,0,1,1,0,0,5,0,1.5,1.5,0.2,1.6,1,27,5,0.05,0.00,0.05,0.05,0.05,0.08,0.01,0.08,0.08,0.08
44,Luis Alberto,ES,"FW,MF",Lazio,Serie A,24,1992,34,32,2669,29.7,11,14,25,10,1,2,5,0,7.2,5.7,11.8,17.4,126,272,179,0.37,0.47,0.84,0.34,0.81,0.24,0.40,0.64,0.19,0.59
45,Raul Albiol,ES,DF,Napoli,Serie A,31,1985,31,30,2742,30.5,3,1,4,3,0,0,7,0,1.4,1.4,1.3,2.6,27,231,4,0.10,0.03,0.13,0.10,0.13,0.04,0.04,0.09,0.04,0.09
46,Miiko Albornoz,CL,"DF,MF",Hannover 96,Bundesliga,26,1990,10,7,703,7.8,0,0,0,0,0,0,1,0,0.2,0.2,1.4,1.6,10,25,19,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.21,0.02,0.21
47,Marc Albrighton,EN,"MF,FW",Leicester City,Premier League,27,1989,34,30,2538,28.2,2,7,9,2,0,0,5,1,1.6,1.6,5.7,7.3,64,114,162,0.07,0.25,0.32,0.07,0.32,0.06,0.20,0.26,0.06,0.26
48,Paco Alcacer,ES,"MF,FW",Barcelona,La Liga,23,1993,17,8,695,7.7,4,3,7,4,0,0,0,0,3.9,3.9,2.1,6.0,6,13,42,0.52,0.39,0.91,0.52,0.91,0.51,0.27,0.78,0.51,0.78
49,Pedro Alcala,ES,DF,Girona,La Liga,28,1989,8,8,689,7.7,1,0,1,1,0,0,4,0,1.0,1.0,0.2,1.2,3,24,0,0.13,0.00,0.13,0.13,0.13,0.13,0.03,0.16,0.13,0.16
50,Thiago Alcantara,ES,"MF,FW",Bayern Munich,Bundesliga,26,1991,19,12,1247,13.9,2,2,4,2,0,0,3,0,2.5,2.5,1.9,4.4,30,183,80,0.14,0.14,0.29,0.14,0.29,0.18,0.14,0.32,0.18,0.32
52,David Alcibiade,FR,DF,Nantes,Ligue 1,25,1991,3,2,208,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.4,2,6,2,0.00,0.43,0.43,0.00,0.43,0.03,0.16,0.19,0.03,0.19
53,Toby Alderweireld,BE,DF,Tottenham,Premier League,28,1989,14,13,1178,13.1,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,12,109,5,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
54,Steve Aldo One,CM,DF,La Coruña,La Liga,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
55,Alex Alegria,ES,FW,Levante,La Liga,24,1992,9,8,628,7.0,0,0,0,0,0,0,1,0,1.1,1.1,0.2,1.3,2,8,29,0.00,0.00,0.00,0.00,0.00,0.16,0.03,0.19,0.16,0.19
56,Ivan Alejo,ES,"MF,FW",Eibar,La Liga,22,1995,22,14,1102,12.2,1,3,4,1,0,0,5,0,0.5,0.5,2.1,2.6,71,20,125,0.08,0.25,0.33,0.08,0.33,0.04,0.17,0.21,0.04,0.21
57,Alexander,AR,"MF,FW",Leganés,La Liga,28,1988,13,13,1060,11.8,2,2,4,1,1,1,1,0,2.2,1.4,2.5,3.9,17,26,72,0.17,0.17,0.34,0.08,0.25,0.19,0.21,0.40,0.12,0.33
58,Trent Alexander-Arnold,EN,DF,Liverpool,Premier League,18,1998,19,18,1573,17.5,1,1,2,1,0,0,3,0,1.0,1.0,2.6,3.6,39,94,126,0.06,0.06,0.11,0.06,0.11,0.05,0.15,0.21,0.05,0.21
59,Alexis,ES,DF,Alavés,La Liga,31,1985,28,25,2184,24.3,1,0,1,1,0,0,6,0,1.2,1.2,0.3,1.5,5,34,11,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
60,Alisson,BR,GK,Roma,Serie A,24,1992,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
61,Allan,BR,MF,Napoli,Serie A,26,1991,38,32,2850,31.7,4,5,9,4,0,0,2,0,3.8,3.8,3.6,7.3,83,186,135,0.13,0.16,0.28,0.13,0.28,0.12,0.11,0.23,0.12,0.23
62,Joe Allen,WL,MF,Stoke City,Premier League,27,1990,36,36,3139,34.9,2,6,8,2,0,0,8,0,1.8,1.8,2.8,4.6,37,165,89,0.06,0.17,0.23,0.06,0.23,0.05,0.08,0.13,0.05,0.13
63,Dele Alli,EN,"MF,FW",Tottenham,Premier League,21,1996,36,34,2958,32.9,9,10,19,9,0,0,7,0,9.1,9.1,8.2,17.3,100,181,359,0.27,0.30,0.58,0.27,0.58,0.28,0.25,0.53,0.28,0.53
64,Junior Alonso,PY,DF,Lille,Ligue 1,24,1993,34,30,2781,30.9,2,1,3,2,0,0,3,0,1.1,1.1,0.5,1.7,19,114,14,0.06,0.03,0.10,0.06,0.10,0.04,0.02,0.05,0.04,0.05
65,Jose Alonso Lara,ES,MF,Sevilla,La Liga,17,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
66,Marcos Alonso,ES,"DF,MF",Chelsea,Premier League,26,1990,33,33,2855,31.7,7,2,9,7,0,0,6,0,4.1,4.1,2.8,7.0,78,103,261,0.22,0.06,0.28,0.22,0.28,0.13,0.09,0.22,0.13,0.22
67,Ricky Alvarez,AR,MF,Sampdoria,Serie A,29,1988,12,2,267,3.0,1,1,2,1,0,0,0,0,0.4,0.4,0.5,0.9,7,13,30,0.34,0.34,0.67,0.34,0.67,0.14,0.17,0.31,0.14,0.31
68,Sergio Alvarez,ES,GK,Celta Vigo,La Liga,30,1986,17,16,1476,16.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69,Yeray Alvarez,ES,DF,Athletic Club,La Liga,22,1995,8,7,675,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,10,41,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
70,Dani Alves,BR,DF,Paris S-G,Ligue 1,34,1983,25,23,2063,22.9,1,7,8,1,0,0,7,1,1.4,1.4,5.0,6.3,76,168,144,0.04,0.31,0.35,0.04,0.35,0.06,0.22,0.28,0.06,0.28
71,Ibrahim Amadou,FR,"MF,DF",Lille,Ligue 1,24,1993,30,30,2405,26.7,0,0,0,0,0,0,3,1,0.9,0.9,0.4,1.3,18,114,19,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05
72,Eloi Amagat,ES,MF,Girona,La Liga,32,1985,2,0,15,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,0,0.00,0.00,0.00,0.00,0.00,1.20,0.00,1.20,1.20,1.20
73,Morgan Amalfitano,FR,"MF,FW",Rennes,Ligue 1,32,1985,14,10,746,8.3,0,0,0,0,0,0,2,2,1.0,1.0,0.5,1.5,16,24,34,0.00,0.00,0.00,0.00,0.00,0.12,0.06,0.18,0.12,0.18
74,Romain Amalfitano,FR,MF,Dijon,Ligue 1,27,1989,33,31,2703,30.0,0,3,3,0,0,0,5,0,0.3,0.3,1.8,2.2,50,146,46,0.00,0.10,0.10,0.00,0.10,0.01,0.06,0.07,0.01,0.07
75,Daniel Amartey,GH,DF,Leicester City,Premier League,22,1994,8,6,487,5.4,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,5,14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76,Jordi Amat,ID,"DF,MF",Betis,La Liga,25,1992,25,24,2045,22.7,0,0,0,0,0,0,7,2,0.4,0.4,0.1,0.5,13,101,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
78,Amath,SN,"MF,FW",Getafe,La Liga,21,1996,37,36,2859,31.8,3,3,6,3,0,0,9,0,4.4,4.4,2.7,7.2,66,66,158,0.09,0.09,0.19,0.09,0.19,0.14,0.09,0.23,0.14,0.23
79,Jordan Amavi,FR,DF,Marseille,Ligue 1,23,1994,27,24,2193,24.4,0,5,5,0,0,0,7,0,0.6,0.6,2.0,2.6,70,90,83,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.11,0.02,0.11
80,Stephan Ambrosius,GH,DF,Hamburger SV,Bundesliga,18,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81,Kelvin Amian,FR,DF,Toulouse,Ligue 1,19,1998,36,35,3154,35.0,1,1,2,1,0,0,3,1,1.4,1.4,1.1,2.4,41,107,83,0.03,0.03,0.06,0.03,0.06,0.04,0.03,0.07,0.04,0.07
82,Nadiem Amiri,DE,MF,Hoffenheim,Bundesliga,20,1996,28,19,1744,19.4,2,3,5,2,0,0,4,0,2.9,2.9,3.4,6.4,51,89,116,0.10,0.15,0.26,0.10,0.26,0.15,0.18,0.33,0.15,0.33
83,Ethan Ampadu,WL,DF,Chelsea,Premier League,16,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84,Nordin Amrabat,MA,FW,Watford,Premier League,30,1987,3,3,198,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,7,22,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09
85,Nordin Amrabat,MA,"FW,MF",Leganés,La Liga,30,1987,30,17,1623,18.0,2,4,6,2,0,0,6,1,3.7,3.7,3.2,6.9,87,50,146,0.11,0.22,0.33,0.11,0.33,0.20,0.18,0.38,0.20,0.38
86,Jon Ander Serantes,ES,GK,Leganés,La Liga,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87,Joachim Andersen,DK,DF,Sampdoria,Serie A,21,1996,7,6,546,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,27,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
88,Felipe Anderson,BR,"FW,MF",Lazio,Serie A,24,1993,21,9,1162,12.9,4,6,10,4,0,0,0,0,2.8,2.8,4.3,7.1,98,83,140,0.31,0.46,0.77,0.31,0.77,0.22,0.33,0.55,0.22,0.55
89,Florin Andone,RO,FW,La Coruña,La Liga,24,1993,29,16,1636,18.2,7,3,10,7,0,1,6,0,11.4,10.6,0.9,11.5,41,11,144,0.39,0.17,0.55,0.39,0.55,0.63,0.05,0.68,0.58,0.63
90,Nicolas Andrade,BR,GK,Hellas Verona,Serie A,29,1988,36,36,3240,36.0,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91,Benjamin Andre,FR,MF,Rennes,Ligue 1,26,1990,34,34,3011,33.5,3,3,6,3,0,0,11,1,4.3,4.3,1.9,6.2,48,234,117,0.09,0.09,0.18,0.09,0.18,0.13,0.06,0.19,0.13,0.19
92,Marco Andreolli,IT,DF,Cagliari,Serie A,31,1986,23,20,1829,20.3,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,11,54,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
93,Yoann Andreu,FR,DF,Angers,Ligue 1,28,1989,23,23,2070,23.0,1,2,3,1,0,0,4,0,0.1,0.1,1.9,2.0,37,87,74,0.04,0.09,0.13,0.04,0.13,0.01,0.08,0.09,0.01,0.09
94,Miguel Angel Guerrero,ES,FW,Leganés,La Liga,27,1990,22,15,1442,16.0,4,3,7,4,0,1,3,0,5.7,4.9,1.5,6.4,16,18,87,0.25,0.19,0.44,0.25,0.44,0.35,0.09,0.45,0.31,0.40
95,Jose Angel,ES,DF,Eibar,La Liga,27,1989,30,28,2426,27.0,0,8,8,0,0,0,4,0,0.5,0.5,4.1,4.6,44,128,89,0.00,0.30,0.30,0.00,0.30,0.02,0.15,0.17,0.02,0.17
96,Miguel Angel Moya,ES,GK,Real Sociedad,La Liga,33,1984,9,9,764,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,Miguel Angel Rubio,ES,DF,Getafe,La Liga,19,1998,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,Gabriele Angella,IT,DF,Udinese,Serie A,28,1989,12,9,893,9.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,2,35,7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
99,Cristian Ansaldi,AR,DF,Torino,Serie A,30,1986,25,20,1872,20.8,1,3,4,1,0,0,6,2,0.7,0.7,3.6,4.4,78,87,88,0.05,0.14,0.19,0.05,0.19,0.04,0.18,0.21,0.04,0.21
100,Luca Antei,IT,DF,Benevento,Serie A,25,1992,8,8,592,6.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.1,7,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
101,Mirco Antenucci,IT,FW,SPAL,Serie A,32,1984,33,28,2571,28.6,11,4,15,6,5,5,1,0,8.1,4.2,3.5,7.7,46,52,214,0.39,0.14,0.53,0.21,0.35,0.28,0.12,0.41,0.15,0.27
102,Waldemar Anton,DE,"DF,MF",Hannover 96,Bundesliga,21,1996,27,26,2278,25.3,1,0,1,1,0,0,1,0,1.8,1.8,0.0,1.8,23,101,14,0.04,0.00,0.04,0.04,0.04,0.07,0.00,0.07,0.07,0.07
104,Luca Antonelli,IT,"DF,FW",Milan,Serie A,30,1987,6,1,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
105,Michail Antonio,JM,"FW,MF",West Ham,Premier League,27,1990,21,16,1354,15.0,3,1,4,3,0,0,1,0,2.4,2.4,1.0,3.4,47,29,117,0.20,0.07,0.27,0.20,0.27,0.16,0.07,0.23,0.16,0.23
106,Mirko Antonucci,IT,FW,Roma,Serie A,18,1999,2,0,31,0.3,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,1,1,6,0.00,2.90,2.90,0.00,2.90,1.69,1.07,2.76,1.69,2.76
107,Vitorino Antunes,PT,DF,Getafe,La Liga,30,1987,34,31,2799,31.1,0,2,2,0,0,1,14,0,1.7,0.9,3.4,4.3,45,116,65,0.00,0.06,0.06,0.00,0.06,0.05,0.11,0.16,0.03,0.14
108,Dennis Aogo,DE,"MF,DF",Stuttgart,Bundesliga,30,1987,29,22,1954,21.7,0,6,6,0,0,0,5,0,1.3,1.3,2.3,3.6,20,85,75,0.00,0.28,0.28,0.00,0.28,0.06,0.11,0.17,0.06,0.17
109,Houssem Aouar,DZ,"MF,FW",Lyon,Ligue 1,19,1998,32,27,2433,27.0,6,5,11,6,0,0,1,0,5.3,5.3,4.5,9.8,87,195,131,0.22,0.18,0.41,0.22,0.41,0.20,0.17,0.36,0.20,0.36
110,Alberto Aquilani,IT,MF,Las Palmas,La Liga,33,1984,21,15,1297,14.4,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.2,8,80,12,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08
111,Mauro Arambarri,UY,MF,Getafe,La Liga,21,1995,27,26,2124,23.6,1,1,2,1,0,0,9,1,1.6,1.6,1.9,3.6,12,76,15,0.04,0.04,0.08,0.04,0.08,0.07,0.08,0.15,0.07,0.15
