,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
0,Patrick van Aanholt,nl NED,DF,Sunderland,Premier League,23.0,1990.0,25.6,4.0,0.0,,21.0,,,,,,,,
1,Rolando Aarons,eng ENG,MF,Newcastle Utd,Premier League,18.0,1995.0,1.5,1.0,0.0,,1.0,,,,,,,,
2,Ignazio Abate,it ITA,"DF,MF",Milan,Serie A,27.0,1986.0,20.9,5.0,0.0,,25.0,,,,,,,,
3,Christian Abbiati,it ITA,GK,Milan,Serie A,37.0,1977.0,10.1,0.0,0.0,,0.0,,,,,,,,
4,Kassim Abdallah,km COM,DF,Evian,Ligue 1,27.0,1987.0,28.7,5.0,1.0,,16.0,,,,,,,,
5,Aymen Abdennour,tn TUN,DF,Monaco,Ligue 1,24.0,1989.0,16.9,2.0,1.0,,10.0,,,,,,,,
6,Rafidine Abdullah,km COM,MF,Lorient,Ligue 1,20.0,1994.0,16.9,6.0,0.0,,32.0,,,,,,,,
7,Mehdi Abeid,dz ALG,MF,Newcastle Utd,Premier League,21.0,1992.0,7.4,0.0,0.0,,12.0,,,,,,,,
8,Vincent Aboubakar,cm CMR,FW,Lorient,Ligue 1,22.0,1992.0,2.0,1.0,0.0,,3.0,,,,,,,,
9,David Abraham,ar ARG,DF,Hoffenheim,Bundesliga,28.0,1986.0,9.9,3.0,0.0,,10.0,,,,,,,,
10,Francesco Acerbi,it ITA,DF,Sassuolo,Serie A,26.0,1988.0,32.0,8.0,1.0,,19.0,,,,,,,,
11,Karim Achahbar,ma MAR,FW,Guingamp,Ligue 1,18.0,1996.0,0.2,0.0,0.0,,0.0,,,,,,,,
12,Afriyie Acquah,gh GHA,MF,Sampdoria,Serie A,22.0,1992.0,7.9,4.0,1.0,,21.0,,,,,,,,
13,Afriyie Acquah,gh GHA,MF,Parma,Serie A,22.0,1992.0,12.4,7.0,1.0,,32.0,,,,,,,,
14,Charlie Adam,sct SCO,MF,Stoke City,Premier League,28.0,1985.0,16.8,5.0,0.0,,37.0,,,,,,,,
15,Emmanuel Adebayor,tg TOG,FW,Tottenham,Premier League,30.0,1984.0,9.0,1.0,0.0,,13.0,,,,,,,,
16,Jordan Adéoti,bj BEN,"DF,MF",Caen,Ligue 1,25.0,1989.0,19.4,5.0,0.0,,38.0,,,,,,,,
17,René Adler,de GER,GK,Hamburger SV,Bundesliga,29.0,1985.0,11.8,1.0,0.0,,0.0,,,,,,,,
18,Issam El Adoua,ma MAR,DF,Levante,La Liga,27.0,1986.0,3.2,0.0,0.0,,3.0,,,,,,,,
19,Adrián,es ESP,GK,West Ham,Premier League,27.0,1987.0,37.7,3.0,1.0,,,,,,,,,,
20,Adriano,br BRA,"DF,MF",Barcelona,La Liga,29.0,1984.0,10.7,2.0,0.0,,25.0,,,,,,,,
21,Aritz Aduriz,es ESP,FW,Athletic Club,La Liga,33.0,1981.0,28.7,12.0,0.0,,58.0,,,,,,,,
22,Kossi Agassa,tg TOG,GK,Reims,Ligue 1,36.0,1978.0,16.0,0.0,0.0,,0.0,,,,,,,,
23,Gabby Agbonlahor,eng ENG,"FW,MF",Aston Villa,Premier League,27.0,1986.0,29.9,7.0,1.0,,42.0,,,,,,,,
24,Imanol Agirretxe,es ESP,FW,Real Sociedad,La Liga,27.0,1987.0,21.6,2.0,0.0,,32.0,,,,,,,,
26,Federico Agliardi,it ITA,GK,Cesena,Serie A,31.0,1983.0,9.7,0.0,0.0,,0.0,,,,,,,,
27,Alessandro Agostini,it ITA,DF,Hellas Verona,Serie A,35.0,1979.0,21.2,4.0,0.0,,12.0,,,,,,,,
28,Sergio Agüero,ar ARG,FW,Manchester City,Premier League,26.0,1988.0,28.1,4.0,0.0,,17.0,,,,,,,,
29,Abel Aguilar,co COL,MF,Toulouse,Ligue 1,29.0,1985.0,18.5,5.0,0.0,,15.0,,,,,,,,
30,Rodrigo Aguirre,uy URU,FW,Udinese,Serie A,19.0,1994.0,2.5,2.0,0.0,,7.0,,,,,,,,
31,Rodrigo Aguirre,uy URU,FW,Empoli,Serie A,19.0,1994.0,0.0,0.0,0.0,,0.0,,,,,,,,
32,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,Serie A,23.0,1990.0,20.8,5.0,1.0,,23.0,,,,,,,,
33,Ali Ahamada,km COM,GK,Toulouse,Ligue 1,22.0,1991.0,23.0,0.0,0.0,,0.0,,,,,,,,
34,Stefan Aigner,de GER,"FW,MF",Eint Frankfurt,Bundesliga,26.0,1987.0,23.2,8.0,0.0,,62.0,,,,,,,,
35,Nathan Aké,nl NED,"DF,MF",Chelsea,Premier League,19.0,1995.0,0.2,0.0,0.0,,1.0,,,,,,,,
36,Ager Aketxe,es ESP,MF,Athletic Club,La Liga,20.0,1993.0,3.3,1.0,0.0,,4.0,,,,,,,,
37,Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,Ligue 1,21.0,1992.0,26.8,5.0,0.0,,66.0,,,,,,,,
38,Chuba Akpom,eng ENG,"FW,MF",Arsenal,Premier League,18.0,1995.0,0.3,0.0,0.0,,1.0,,,,,,,,
39,David Alaba,at AUT,"DF,MF",Bayern Munich,Bundesliga,22.0,1992.0,18.5,0.0,0.0,,8.0,,,,,,,,
40,Jordi Alba,es ESP,"DF,MF",Barcelona,La Liga,25.0,1989.0,25.9,7.0,1.0,,22.0,,,,,,,,
41,Edu Albácar,es ESP,DF,Elche,La Liga,34.0,1979.0,16.0,7.0,0.0,,21.0,,,,,,,,
42,Raúl Albentosa,es ESP,DF,Eibar,La Liga,25.0,1988.0,17.0,5.0,0.0,,19.0,,,,,,,,
43,Luis Alberto,es ESP,"FW,MF",Málaga,La Liga,21.0,1992.0,6.5,0.0,0.0,,9.0,,,,,,,,
44,Raúl Albiol,es ESP,DF,Napoli,Serie A,28.0,1985.0,34.4,10.0,0.0,,27.0,,,,,,,,
45,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,Bundesliga,23.0,1990.0,24.3,2.0,0.0,,34.0,,,,,,,,
46,Marc Albrighton,eng ENG,"DF,FW",Leicester City,Premier League,24.0,1989.0,11.5,3.0,0.0,,15.0,,,,,,,,
47,Mads Albæk,dk DEN,MF,Reims,Ligue 1,24.0,1990.0,7.2,2.0,1.0,,21.0,,,,,,,,
48,Paco Alcácer,es ESP,FW,Valencia,La Liga,20.0,1993.0,23.9,2.0,1.0,,17.0,,,,,,,,
49,Thiago Alcántara,es ESP,MF,Bayern Munich,Bundesliga,23.0,1991.0,3.2,0.0,0.0,,7.0,,,,,,,,
50,Antolín Alcaraz,py PAR,DF,Everton,Premier League,32.0,1982.0,5.9,2.0,1.0,,5.0,,,,,,,,
52,Toby Alderweireld,be BEL,DF,Southampton,Premier League,25.0,1989.0,25.1,3.0,0.0,,12.0,,,,,,,,
53,Romain Alessandrini,fr FRA,"FW,MF",Marseille,Ligue 1,25.0,1989.0,14.0,1.0,0.0,,24.0,,,,,,,,
54,Alex,br BRA,DF,Milan,Serie A,32.0,1982.0,15.5,3.0,0.0,,11.0,,,,,,,,
55,Alexis,es ESP,DF,Getafe,La Liga,28.0,1985.0,27.9,13.0,1.0,,30.0,,,,,,,,
56,Chaker Alhadhur,km COM,"DF,MF",Nantes,Ligue 1,22.0,1991.0,12.3,3.0,1.0,,13.0,,,,,,,,
57,Rachid Alioui,ma MAR,FW,Guingamp,Ligue 1,22.0,1992.0,2.4,0.0,0.0,,5.0,,,,,,,,
58,Sami Allagui,tn TUN,"FW,MF",Hertha BSC,Bundesliga,28.0,1986.0,0.1,0.0,0.0,,0.0,,,,,,,,
59,Sami Allagui,tn TUN,"FW,MF",Mainz 05,Bundesliga,28.0,1986.0,9.0,4.0,0.0,,14.0,,,,,,,,
60,Allan,br BRA,"DF,MF",Udinese,Serie A,23.0,1991.0,33.3,8.0,0.0,,54.0,,,,,,,,
61,Joe Allen,wls WAL,MF,Liverpool,Premier League,24.0,1990.0,16.3,3.0,0.0,,20.0,,,,,,,,
62,Hugo Almeida,pt POR,FW,Cesena,Serie A,30.0,1984.0,7.6,0.0,0.0,,6.0,,,,,,,,
63,Jak Alnwick,eng ENG,GK,Newcastle Utd,Premier League,21.0,1993.0,5.5,0.0,0.0,,0.0,,,,,,,,
64,Baptiste Aloé,fr FRA,DF,Marseille,Ligue 1,20.0,1994.0,5.1,2.0,0.0,,5.0,,,,,,,,
65,Marcos Alonso,es ESP,"DF,MF",Fiorentina,Serie A,23.0,1990.0,18.7,4.0,0.0,,28.0,,,,,,,,
66,Xabi Alonso,es ESP,MF,Bayern Munich,Bundesliga,32.0,1981.0,21.8,6.0,0.0,,33.0,,,,,,,,
67,Jozy Altidore,us USA,FW,Sunderland,Premier League,24.0,1989.0,3.5,0.0,0.0,,7.0,,,,,,,,
68,Halil Altıntop,tr TUR,"FW,MF",Augsburg,Bundesliga,31.0,1982.0,27.3,1.0,0.0,,19.0,,,,,,,,
69,Sone Aluko,ng NGA,"FW,MF",Hull City,Premier League,25.0,1989.0,13.8,2.0,0.0,,15.0,,,,,,,,
70,Cristian Álvarez,ar ARG,GK,Rayo Vallecano,La Liga,28.0,1985.0,16.0,2.0,0.0,,0.0,,,,,,,,
71,Ricky Álvarez,ar ARG,MF,Sunderland,Premier League,26.0,1988.0,5.5,3.0,0.0,,5.0,,,,,,,,
72,Sergio Álvarez,es ESP,GK,Celta Vigo,La Liga,27.0,1986.0,37.2,1.0,1.0,,0.0,,,,,,,,
73,Víctor Álvarez,es ESP,"DF,MF",Espanyol,La Liga,21.0,1993.0,13.6,4.0,0.0,,16.0,,,,,,,,
74,Dani Alves,br BRA,"DF,MF",Barcelona,La Liga,31.0,1983.0,28.0,6.0,1.0,,54.0,,,,,,,,
75,Diego Alves,br BRA,GK,Valencia,La Liga,29.0,1985.0,36.8,4.0,0.0,,0.0,,,,,,,,
76,Morgan Amalfitano,fr FRA,MF,West Ham,Premier League,29.0,1985.0,13.2,3.0,0.0,,9.0,,,,,,,,
78,Jordi Amat,id IDN,DF,Swansea City,Premier League,22.0,1992.0,6.5,3.0,0.0,,8.0,,,,,,,,
79,Amauri,it ITA,FW,Torino,Serie A,34.0,1980.0,9.6,4.0,0.0,,22.0,,,,,,,,
80,Amauri,it ITA,FW,Parma,Serie A,34.0,1980.0,0.3,0.0,0.0,,1.0,,,,,,,,
81,Jordan Amavi,fr FRA,DF,Nice,Ligue 1,20.0,1994.0,35.9,11.0,0.0,,64.0,,,,,,,,
82,Antonio Amaya,es ESP,DF,Rayo Vallecano,La Liga,31.0,1983.0,17.6,6.0,0.0,,25.0,,,,,,,,
83,Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,Premier League,22.0,1992.0,15.8,2.0,0.0,,34.0,,,,,,,,
84,Shola Ameobi,ng NGA,FW,Crystal Palace,Premier League,32.0,1981.0,0.5,0.0,0.0,,1.0,,,,,,,,
85,Nadiem Amiri,de GER,MF,Hoffenheim,Bundesliga,17.0,1996.0,3.7,0.0,0.0,,4.0,,,,,,,,
86,Nordin Amrabat,ma MAR,"FW,MF",Málaga,La Liga,27.0,1987.0,22.8,7.0,0.0,,60.0,,,,,,,,
87,Anderson,br BRA,MF,Manchester Utd,Premier League,26.0,1988.0,0.2,0.0,0.0,,1.0,,,,,,,,
88,Felipe Anderson,br BRA,"FW,MF",Lazio,Serie A,21.0,1993.0,23.3,5.0,0.0,,39.0,,,,,,,,
89,Florin Andone,ro ROU,FW,Córdoba,La Liga,21.0,1993.0,16.9,5.0,0.0,,55.0,,,,,,,,
90,Gaël Andonian,am ARM,DF,Marseille,Ligue 1,19.0,1995.0,0.1,0.0,0.0,,0.0,,,,,,,,
91,Federico Andrada,ar ARG,FW,Metz,Ligue 1,20.0,1994.0,3.2,0.0,0.0,,9.0,,,,,,,,
92,Benjamin André,fr FRA,"DF,MF",Rennes,Ligue 1,23.0,1990.0,15.1,4.0,0.0,,28.0,,,,,,,,
93,Leon Andreasen,dk DEN,"DF,MF",Hannover 96,Bundesliga,31.0,1983.0,10.7,2.0,0.0,,19.0,,,,,,,,
94,Marco Andreolli,it ITA,DF,Inter,Serie A,28.0,1986.0,5.0,0.0,0.0,,9.0,,,,,,,,
95,Mariano Andújar,ar ARG,GK,Napoli,Serie A,31.0,1983.0,15.0,0.0,0.0,,0.0,,,,,,,,
96,José Ángel Alonso,es ESP,DF,Elche,La Liga,25.0,1989.0,7.4,6.0,0.0,,12.0,,,,,,,,
97,José Ángel Crespo,es ESP,DF,Córdoba,La Liga,27.0,1987.0,24.0,6.0,0.0,,29.0,,,,,,,,
98,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,La Liga,30.0,1984.0,27.0,0.0,0.0,,0.0,,,,,,,,
99,Marcos Angeleri,ar ARG,DF,Málaga,La Liga,31.0,1983.0,20.9,4.0,2.0,,23.0,,,,,,,,
100,Benjamin Angoua,ci CIV,DF,Guingamp,Ligue 1,27.0,1986.0,17.1,5.0,1.0,,20.0,,,,,,,,
101,Aldo Angoula,fr FRA,DF,Evian,Ligue 1,33.0,1981.0,6.5,2.0,1.0,,6.0,,,,,,,,
102,Txema Añibarro,es ESP,"DF,MF",Eibar,La Liga,35.0,1979.0,12.7,2.0,0.0,,10.0,,,,,,,,
104,Victor Anichebe,ng NGA,FW,West Brom,Premier League,26.0,1988.0,11.5,0.0,0.0,,17.0,,,,,,,,
105,Vurnon Anita,cw CUW,"DF,MF",Newcastle Utd,Premier League,25.0,1989.0,14.1,3.0,0.0,,17.0,,,,,,,,
106,Cristian Ansaldi,ar ARG,"DF,MF",Atlético Madrid,La Liga,27.0,1986.0,6.4,0.0,0.0,,11.0,,,,,,,,
107,Ion Ansotegi,es ESP,DF,Real Sociedad,La Liga,32.0,1982.0,19.0,6.0,0.0,,14.0,,,,,,,,
108,Luca Antei,it ITA,DF,Sassuolo,Serie A,22.0,1992.0,5.7,2.0,0.0,,8.0,,,,,,,,
109,Luca Antonelli,it ITA,"DF,MF",Genoa,Serie A,27.0,1987.0,18.2,4.0,0.0,,16.0,,,,,,,,
110,Luca Antonelli,it ITA,"DF,MF",Milan,Serie A,27.0,1987.0,11.7,2.0,0.0,,26.0,,,,,,,,
111,Luca Antonini,it ITA,"DF,MF",Genoa,Serie A,31.0,1982.0,3.9,1.0,0.0,,2.0,,,,,,,,
112,José Antonio Reyes,es ESP,MF,Sevilla,La Liga,30.0,1983.0,13.5,5.0,0.0,,27.0,,,,,,,,
113,Vitorino Antunes,pt POR,DF,Málaga,La Liga,27.0,1987.0,14.7,1.0,1.0,,17.0,,,,,,,,
114,Siniša Anđelković,si SVN,DF,Palermo,Serie A,28.0,1986.0,31.3,6.0,1.0,,37.0,,,,,,,,
115,Dennis Aogo,de GER,"DF,MF",Schalke 04,Bundesliga,27.0,1987.0,21.9,8.0,0.0,,30.0,,,,,,,,
116,Dennis Appiah,fr FRA,"DF,MF",Caen,Ligue 1,22.0,1992.0,28.6,3.0,1.0,,34.0,,,,,,,,
117,Alberto Aquilani,it ITA,MF,Fiorentina,Serie A,30.0,1984.0,17.9,5.0,0.0,,31.0,,,,,,,,
118,Javier Aquino,mx MEX,"DF,FW",Rayo Vallecano,La Liga,24.0,1990.0,14.1,2.0,2.0,,18.0,,,,,,,,
119,Youssef El-Arabi,ma MAR,FW,Granada,La Liga,27.0,1987.0,22.0,4.0,1.0,,45.0,,,,,,,,
120,Álvaro Arbeloa,es ESP,DF,Real Madrid,La Liga,31.0,1983.0,12.5,7.0,0.0,,28.0,,,,,,,,
121,Anaitz Arbilla,es ESP,DF,Espanyol,La Liga,27.0,1987.0,24.8,10.0,1.0,,33.0,,,,,,,,
122,Alphonse Areola,fr FRA,GK,Bastia,Ligue 1,21.0,1993.0,35.0,1.0,0.0,,0.0,,,,,,,,
123,Scott Arfield,ca CAN,MF,Burnley,Premier League,25.0,1988.0,35.6,6.0,0.0,,55.0,,,,,,,,
124,Lorenzo Ariaudo,it ITA,DF,Sassuolo,Serie A,25.0,1989.0,2.0,1.0,0.0,,0.0,,,,,,,,
125,Fernando Aristeguieta,ve VEN,FW,Nantes,Ligue 1,22.0,1992.0,1.9,0.0,1.0,,4.0,,,,,,,,
126,Sylvain Armand,fr FRA,DF,Rennes,Ligue 1,33.0,1980.0,36.0,4.0,0.0,,14.0,,,,,,,,
127,Pablo Armero,co COL,"DF,MF",Milan,Serie A,27.0,1986.0,6.5,2.0,1.0,,7.0,,,,,,,,
128,Adam Armstrong,eng ENG,"FW,MF",Newcastle Utd,Premier League,17.0,1997.0,2.3,1.0,0.0,,7.0,,,,,,,,
130,Marko Arnautović,at AUT,"FW,MF",Stoke City,Premier League,25.0,1989.0,21.3,2.0,0.0,,32.0,,,,,,,,
131,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,20.0,1994.0,18.5,8.0,0.0,,29.0,,,,,,,,
132,Mario Arqués,es ESP,MF,Elche,La Liga,22.0,1992.0,0.1,0.0,0.0,,0.0,,,,,,,,
133,Alejandro Arribas,es ESP,DF,Sevilla,La Liga,25.0,1989.0,9.6,4.0,0.0,,10.0,,,,,,,,
134,Álvaro Arroyo,es ESP,DF,Getafe,La Liga,26.0,1988.0,9.9,3.0,0.0,,14.0,,,,,,,,
135,Mikel Arruabarrena,es ESP,FW,Eibar,La Liga,31.0,1983.0,28.2,10.0,0.0,,36.0,,,,,,,,
136,Tolgay Arslan,de GER,MF,Hamburger SV,Bundesliga,23.0,1990.0,7.2,2.0,0.0,,14.0,,,,,,,,
137,Mikel Arteta,es ESP,MF,Arsenal,Premier League,32.0,1982.0,5.0,1.0,0.0,,10.0,,,,,,,,
138,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,Serie A,25.0,1988.0,6.9,2.0,0.0,,6.0,,,,,,,,
139,Sergio Asenjo,es ESP,GK,Villarreal,La Liga,25.0,1989.0,33.9,1.0,0.0,,0.0,,,,,,,,
140,Iago Aspas,es ESP,"FW,MF",Sevilla,La Liga,26.0,1987.0,5.1,2.0,0.0,,9.0,,,,,,,,
141,Oussama Assaidi,ma MAR,"FW,MF",Stoke City,Premier League,25.0,1988.0,2.6,1.0,0.0,,7.0,,,,,,,,
142,Davide Astori,it ITA,DF,Roma,Serie A,27.0,1987.0,22.7,10.0,0.0,,36.0,,,,,,,,
143,Eliran Atar,il ISR,FW,Reims,Ligue 1,27.0,1987.0,0.1,0.0,0.0,,1.0,,,,,,,,
144,Samuel Atrous,fr FRA,GK,Lens,Ligue 1,24.0,1990.0,1.0,0.0,0.0,,0.0,,,,,,,,
145,Christian Atsu,gh GHA,"FW,MF",Everton,Premier League,22.0,1992.0,1.3,0.0,0.0,,0.0,,,,,,,,
146,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,Bundesliga,25.0,1989.0,30.2,4.0,0.0,,31.0,,,,,,,,
147,Fabien Audard,fr FRA,GK,Lorient,Ligue 1,36.0,1978.0,0.0,0.0,0.0,,0.0,,,,,,,,
148,Johan Audel,mq MTQ,"FW,MF",Nantes,Ligue 1,30.0,1983.0,14.0,0.0,0.0,,27.0,,,,,,,,
149,Filipe Augusto,br BRA,MF,Valencia,La Liga,20.0,1993.0,1.7,2.0,0.0,,6.0,,,,,,,,
150,Serge Aurier,ci CIV,"DF,MF",Paris S-G,Ligue 1,21.0,1992.0,12.6,2.0,0.0,,21.0,,,,,,,,
151,Jon Aurtenetxe,es ESP,DF,Athletic Club,La Liga,22.0,1992.0,3.2,0.0,0.0,,7.0,,,,,,,,
152,Charlie Austin,eng ENG,FW,QPR,Premier League,25.0,1989.0,34.1,5.0,1.0,,35.0,,,,,,,,
153,Mathias Autret,fr FRA,MF,Lorient,Ligue 1,23.0,1991.0,3.1,0.0,0.0,,4.0,,,,,,,,
154,Danilo Avelar,br BRA,"DF,MF",Cagliari,Serie A,25.0,1989.0,29.3,11.0,1.0,,51.0,,,,,,,,
156,Vlada Avramov,rs SRB,GK,Atalanta,Serie A,35.0,1979.0,0.6,0.0,1.0,,0.0,,,,,,,,
157,Levent Ayçiçek,de GER,MF,Werder Bremen,Bundesliga,20.0,1994.0,6.0,1.0,0.0,,12.0,,,,,,,,
158,André Ayew,gh GHA,"FW,MF",Marseille,Ligue 1,24.0,1989.0,26.5,7.0,1.0,,32.0,,,,,,,,
159,Jordan Ayew,gh GHA,"FW,MF",Lorient,Ligue 1,22.0,1991.0,29.0,8.0,0.0,,61.0,,,,,,,,
160,Kaan Ayhan,tr TUR,"DF,MF",Schalke 04,Bundesliga,19.0,1994.0,10.7,3.0,0.0,,6.0,,,,,,,,
161,Floyd Ayité,tg TOG,"FW,MF",Bastia,Ligue 1,25.0,1988.0,25.9,3.0,0.0,,54.0,,,,,,,,
162,Ramon Azeez,ng NGA,MF,Almería,La Liga,21.0,1992.0,9.4,2.0,1.0,,6.0,,,,,,,,
163,César Azpilicueta,es ESP,"DF,MF",Chelsea,Premier League,24.0,1989.0,27.6,1.0,1.0,,19.0,,,,,,,,
164,Abdoul Ba,mr MTN,DF,Lens,Ligue 1,20.0,1994.0,4.8,0.0,0.0,,6.0,,,,,,,,
165,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,La Liga,23.0,1991.0,17.9,10.0,0.0,,32.0,,,,,,,,
166,El-Hadji Ba,mr MTN,MF,Bastia,Ligue 1,21.0,1993.0,6.3,2.0,0.0,,10.0,,,,,,,,
167,Ludovic Baal,gf GUF,"DF,MF",Lens,Ligue 1,28.0,1986.0,26.7,2.0,1.0,,15.0,,,,,,,,
168,Khouma Babacar,sn SEN,FW,Fiorentina,Serie A,21.0,1993.0,12.7,2.0,0.0,,33.0,,,,,,,,
169,Jean-Sylvain Babin,mq MTQ,DF,Granada,La Liga,27.0,1986.0,33.7,2.0,0.0,,22.0,,,,,,,,
170,Maxime Baca,fr FRA,DF,Guingamp,Ligue 1,31.0,1983.0,12.0,0.0,0.0,,13.0,,,,,,,,
171,Carlos Bacca,co COL,FW,Sevilla,La Liga,27.0,1986.0,28.2,4.0,0.0,,42.0,,,,,,,,
172,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,Premier League,22.0,1991.0,10.9,1.0,0.0,,15.0,,,,,,,,
173,Milan Badelj,hr CRO,MF,Fiorentina,Serie A,25.0,1989.0,17.2,3.0,0.0,,24.0,,,,,,,,
174,Milan Badelj,hr CRO,MF,Hamburger SV,Bundesliga,25.0,1989.0,2.0,0.0,0.0,,2.0,,,,,,,,
175,Holger Badstuber,de GER,DF,Bayern Munich,Bundesliga,25.0,1989.0,8.5,0.0,0.0,,6.0,,,,,,,,
176,Raúl Baena,es ESP,MF,Rayo Vallecano,La Liga,25.0,1989.0,25.9,14.0,1.0,,64.0,,,,,,,,
177,Ricardo Bagadur,hr CRO,DF,Fiorentina,Serie A,18.0,1995.0,0.1,0.0,0.0,,0.0,,,,,,,,
178,Jean-Christophe Bahebeck,fr FRA,"FW,MF",Paris S-G,Ligue 1,21.0,1993.0,6.2,2.0,0.0,,17.0,,,,,,,,
179,Farès Bahlouli,fr FRA,MF,Lyon,Ligue 1,19.0,1995.0,0.6,0.0,0.0,,0.0,,,,,,,,
180,Daniel Baier,de GER,MF,Augsburg,Bundesliga,30.0,1984.0,33.9,4.0,0.0,,31.0,,,,,,,,
182,Eric Bailly,ci CIV,DF,Villarreal,La Liga,20.0,1994.0,9.1,5.0,0.0,,12.0,,,,,,,,
183,Eric Bailly,ci CIV,DF,Espanyol,La Liga,20.0,1994.0,3.9,1.0,0.0,,2.0,,,,,,,,
184,Leighton Baines,eng ENG,DF,Everton,Premier League,29.0,1984.0,30.8,4.0,0.0,,23.0,,,,,,,,
185,Chris Baird,nir NIR,"DF,MF",West Brom,Premier League,32.0,1982.0,9.0,2.0,0.0,,8.0,,,,,,,,
186,Marvin Bakalorz,de GER,MF,Paderborn 07,Bundesliga,24.0,1989.0,24.1,2.0,1.0,,38.0,,,,,,,,
187,Djamel Bakar,km COM,"FW,MF",Montpellier,Ligue 1,25.0,1989.0,3.1,0.0,0.0,,5.0,,,,,,,,
188,Tiemoué Bakayoko,fr FRA,MF,Monaco,Ligue 1,19.0,1994.0,9.3,4.0,1.0,,19.0,,,,,,,,
189,Nathan Baker,eng ENG,DF,Aston Villa,Premier League,23.0,1991.0,8.5,0.0,0.0,,8.0,,,,,,,,
190,Keita Baldé,sn SEN,"FW,MF",Lazio,Serie A,19.0,1995.0,8.9,3.0,0.0,,17.0,,,,,,,,
191,Gareth Bale,wls WAL,"FW,MF",Real Madrid,La Liga,25.0,1989.0,28.6,2.0,0.0,,22.0,,,,,,,,
192,Mikel Balenziaga,es ESP,DF,Athletic Club,La Liga,26.0,1988.0,32.4,9.0,0.0,,45.0,,,,,,,,
193,Florent Balmont,fr FRA,MF,Lille,Ligue 1,34.0,1980.0,24.1,8.0,0.0,,32.0,,,,,,,,
194,Mario Balotelli,it ITA,FW,Liverpool,Premier League,23.0,1990.0,10.4,5.0,0.0,,29.0,,,,,,,,
195,Antonio Balzano,it ITA,DF,Cagliari,Serie A,28.0,1986.0,22.2,6.0,0.0,,23.0,,,,,,,,
196,Federico Balzaretti,it ITA,DF,Roma,Serie A,32.0,1981.0,1.0,0.0,0.0,,3.0,,,,,,,,
197,Anderson Bamba,br BRA,DF,Eint Frankfurt,Bundesliga,26.0,1988.0,18.7,5.0,0.0,,18.0,,,,,,,,
198,Jonathan Bamba,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,18.0,1996.0,0.2,0.0,0.0,,0.0,,,,,,,,
199,Sol Bamba,ci CIV,DF,Palermo,Serie A,29.0,1985.0,1.0,1.0,0.0,,1.0,,,,,,,,
200,Yacine Bammou,ma MAR,"FW,MF",Nantes,Ligue 1,22.0,1991.0,25.5,3.0,0.0,,64.0,,,,,,,,
201,Éver Banega,ar ARG,MF,Sevilla,La Liga,26.0,1988.0,24.4,11.0,0.0,,37.0,,,,,,,,
202,Ismaël Bangoura,gn GUI,FW,Nantes,Ligue 1,29.0,1985.0,7.7,1.0,0.0,,15.0,,,,,,,,
203,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,La Liga,22.0,1992.0,0.2,0.0,0.0,,0.0,,,,,,,,
204,Lass Bangoura,gn GUI,"FW,MF",Granada,La Liga,22.0,1992.0,10.2,6.0,0.0,,11.0,,,,,,,,
205,Barry Bannan,sct SCO,MF,Crystal Palace,Premier League,24.0,1989.0,1.5,1.0,0.0,,2.0,,,,,,,,
206,Léo Baptistão,br BRA,"FW,MF",Rayo Vallecano,La Liga,21.0,1992.0,19.7,3.0,0.0,,35.0,,,,,,,,
208,Federico Barba,it ITA,DF,Empoli,Serie A,20.0,1993.0,14.2,2.0,0.0,,10.0,,,,,,,,
209,Cédric Barbosa,fr FRA,MF,Evian,Ligue 1,38.0,1976.0,19.1,2.0,0.0,,22.0,,,,,,,,
210,Mariano Barbosa,ar ARG,GK,Sevilla,La Liga,30.0,1984.0,1.8,0.0,0.0,,0.0,,,,,,,,
211,Francesco Bardi,it ITA,GK,Chievo,Serie A,22.0,1992.0,10.0,0.0,0.0,,0.0,,,,,,,,
212,Phil Bardsley,sct SCO,DF,Stoke City,Premier League,29.0,1985.0,23.1,6.0,0.0,,26.0,,,,,,,,
213,Nicolò Barella,it ITA,MF,Cagliari,Serie A,17.0,1997.0,1.5,1.0,0.0,,1.0,,,,,,,,
214,Philipp Bargfrede,de GER,MF,Werder Bremen,Bundesliga,25.0,1989.0,13.9,3.0,0.0,,36.0,,,,,,,,
215,Ross Barkley,eng ENG,MF,Everton,Premier League,20.0,1993.0,21.8,1.0,0.0,,19.0,,,,,,,,
