,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
1350,Marc-Oliver Kempf,DEU,DF,Freiburg,de Bundesliga,21.0,1995.0,13.0,12.0,1147.0,12.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Kenedy,BRA,"FW,MF",Watford,eng Premier League,20.0,1996.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,Kenedy,BRA,MF,Chelsea,eng Premier League,20.0,1996.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Jonjoe Kenny,GBR,"DF,FW",Everton,eng Premier League,19.0,1997.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Christophe Kerbrat,FRA,DF,Guingamp,fr Ligue 1,29.0,1986.0,35.0,35.0,3134.0,34.8,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06
1356,Franck Kessié,CIV,MF,Atalanta,it Serie A,19.0,1996.0,30.0,25.0,2220.0,24.7,6.0,3.0,4.0,2.0,2.0,6.0,3.0,0.24,0.12,0.36,0.16,0.28
1357,Thomas Kessler,DEU,GK,Köln,de Bundesliga,30.0,1986.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Billy Ketkeophomphone,LAO,"FW,MF",Angers,fr Ligue 1,26.0,1990.0,5.0,4.0,292.0,3.2,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.31,0.0,0.31,0.31,0.31
1359,Hamidou Keyta,FRA,"MF,FW",Saint-Étienne,fr Ligue 1,21.0,1994.0,4.0,2.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Saîf-Eddine Khaoui,TUN,MF,Marseille,fr Ligue 1,21.0,1995.0,9.0,1.0,149.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Wahbi Khazri,TUN,"MF,FW",Sunderland,eng Premier League,25.0,1991.0,21.0,7.0,849.0,9.4,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.11,0.0,0.11,0.11,0.11
1362,Rani Khedira,DEU,MF,RB Leipzig,de Bundesliga,22.0,1994.0,10.0,1.0,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Sami Khedira,DEU,MF,Juventus,it Serie A,29.0,1987.0,31.0,31.0,2539.0,28.2,5.0,3.0,5.0,0.0,0.0,2.0,0.0,0.18,0.11,0.28,0.18,0.28
1364,Isaac Kiese Thelin,SWE,FW,Bordeaux,fr Ligue 1,24.0,1992.0,7.0,2.0,238.0,2.6,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.76,0.0,0.76,0.38,0.38
1365,Stefan Kießling,DEU,FW,Leverkusen,de Bundesliga,32.0,1984.0,20.0,6.0,756.0,8.4,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.48,0.12,0.6,0.36,0.48
1366,Michael Kightly,GBR,MF,Burnley,eng Premier League,30.0,1986.0,5.0,1.0,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,Kike,ESP,FW,Eibar,es La Liga,26.0,1989.0,24.0,18.0,1531.0,17.0,7.0,1.0,7.0,0.0,0.0,8.0,0.0,0.41,0.06,0.47,0.41,0.47
1368,Joshua Kimmich,DEU,"MF,DF",Bayern Munich,de Bundesliga,21.0,1995.0,27.0,15.0,1547.0,17.2,6.0,1.0,6.0,0.0,0.0,1.0,0.0,0.35,0.06,0.41,0.35,0.41
1369,Presnel Kimpembe,FRA,DF,Paris S-G,fr Ligue 1,20.0,1995.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,Andy King,GB-WLS,MF,Leicester City,eng Premier League,27.0,1988.0,23.0,15.0,1446.0,16.1,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06
1371,Joshua King,NOR,"MF,FW",Bournemouth,eng Premier League,24.0,1992.0,36.0,31.0,2713.0,30.1,16.0,2.0,14.0,2.0,3.0,1.0,0.0,0.53,0.07,0.6,0.46,0.53
1372,Stephen Kingsley,SYC,DF,Swansea City,eng Premier League,22.0,1994.0,13.0,12.0,1036.0,11.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
1373,Jan Kirchhoff,DEU,MF,Sunderland,eng Premier League,25.0,1990.0,7.0,5.0,433.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Ricardo Kishna,NLD,FW,Lazio,it Serie A,21.0,1995.0,5.0,2.0,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Ricardo Kishna,NLD,"MF,FW",Lille,fr Ligue 1,21.0,1995.0,11.0,5.0,504.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,Sonny Kittel,DEU,"MF,FW",Ingolstadt 04,de Bundesliga,23.0,1993.0,20.0,7.0,794.0,8.8,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.23,0.11,0.34,0.23,0.34
1378,Sofian Kiyine,MAR,MF,Chievo,it Serie A,18.0,1997.0,7.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,Hiroshi Kiyotake,JPN,"MF,FW",Sevilla,es La Liga,26.0,1989.0,4.0,3.0,285.0,3.2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.32,0.63,0.95,0.32,0.95
1380,Ragnar Klavan,EST,DF,Liverpool,eng Premier League,30.0,1985.0,20.0,15.0,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,László Kleinheisler,HUN,MF,Darmstadt 98,de Bundesliga,22.0,1994.0,12.0,10.0,776.0,8.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
1382,Lukas Klostermann,DEU,DF,RB Leipzig,de Bundesliga,20.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,Lukas Klünter,DEU,DF,Köln,de Bundesliga,20.0,1996.0,8.0,8.0,720.0,8.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.12,0.12,0.25,0.12,0.25
1384,Robin Knoche,DEU,DF,Wolfsburg,de Bundesliga,24.0,1992.0,23.0,21.0,1870.0,20.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.05,0.1,0.05,0.1
1385,Kenan Kodro,BIH,FW,Osasuna,es La Liga,22.0,1993.0,28.0,17.0,1469.0,16.3,7.0,1.0,7.0,0.0,0.0,4.0,0.0,0.43,0.06,0.49,0.43,0.49
1386,Erwin Koffi,FRA,DF,Lorient,fr Ligue 1,21.0,1995.0,12.0,11.0,997.0,11.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
1387,Dominik Kohr,DEU,MF,Augsburg,de Bundesliga,22.0,1994.0,26.0,21.0,1964.0,21.8,2.0,0.0,2.0,0.0,0.0,13.0,2.0,0.09,0.0,0.09,0.09,0.09
1388,Koke,ESP,MF,Atlético Madrid,es La Liga,24.0,1992.0,36.0,36.0,3168.0,35.2,4.0,8.0,4.0,0.0,0.0,7.0,1.0,0.11,0.23,0.34,0.11,0.34
1389,Aleksandar Kolarov,SRB,DF,Manchester City,eng Premier League,30.0,1985.0,29.0,27.0,2535.0,28.2,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.07,0.11,0.04,0.11
1390,Sead Kolašinac,BIH,"MF,DF",Schalke 04,de Bundesliga,23.0,1993.0,25.0,24.0,2065.0,22.9,3.0,5.0,3.0,0.0,0.0,5.0,0.0,0.13,0.22,0.35,0.13,0.35
1391,Timothée Kolodziejczak,FRA,DF,Sevilla,es La Liga,24.0,1991.0,5.0,3.0,330.0,3.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,Timothée Kolodziejczak,FRA,DF,M'Gladbach,de Bundesliga,24.0,1991.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,Vincent Kompany,BEL,DF,Manchester City,eng Premier League,30.0,1986.0,11.0,10.0,820.0,9.1,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.33,0.0,0.33,0.33,0.33
1394,Geoffrey Kondogbia,CAF,MF,Inter,it Serie A,23.0,1993.0,24.0,20.0,1711.0,19.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.05,0.11,0.16,0.05,0.16
1395,Arouna Koné,CIV,FW,Everton,eng Premier League,32.0,1983.0,5.0,0.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,Bakary Koné,BFA,DF,Málaga,es La Liga,28.0,1988.0,7.0,7.0,601.0,6.7,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1397,Lamine Koné,CIV,DF,Sunderland,eng Premier League,27.0,1989.0,30.0,29.0,2545.0,28.3,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04
1398,Mamadou Koné,CIV,FW,Leganés,es La Liga,24.0,1991.0,5.0,1.0,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Panagiotis Kone,GRC,MF,Udinese,it Serie A,29.0,1987.0,5.0,3.0,301.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,Panagiotis Kone,GRC,MF,Granada,es La Liga,29.0,1987.0,2.0,0.0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,Youssouf Koné,MLI,DF,Lille,fr Ligue 1,21.0,1995.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,Abdoulay Konko,FRA,"MF,DF",Atalanta,it Serie A,32.0,1984.0,10.0,7.0,617.0,6.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,Yevhen Konoplyanka,UKR,"FW,MF",Schalke 04,de Bundesliga,26.0,1989.0,17.0,5.0,609.0,6.8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.3,0.15,0.3
1405,Julian Korb,DEU,"DF,MF",M'Gladbach,de Bundesliga,24.0,1992.0,12.0,7.0,758.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,Laurent Koscielny,FRA,DF,Arsenal,eng Premier League,30.0,1985.0,33.0,33.0,2822.0,31.4,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.06,0.0,0.06,0.06,0.06
1407,Filip Kostić,SRB,MF,Hamburger SV,de Bundesliga,23.0,1992.0,31.0,29.0,2518.0,28.0,4.0,3.0,4.0,0.0,0.0,6.0,0.0,0.14,0.11,0.25,0.14,0.25
1408,Andrej Kotnik,SVN,MF,Crotone,it Serie A,20.0,1995.0,2.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,Kalidou Koulibaly,SEN,DF,Napoli,it Serie A,25.0,1991.0,28.0,28.0,2471.0,27.5,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.07,0.0,0.07,0.07,0.07
1410,Anthony Koura,BFA,"FW,MF",Nancy,fr Ligue 1,23.0,1993.0,15.0,8.0,766.0,8.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12
1411,Cheikhou Kouyaté,SEN,"MF,DF",West Ham,eng Premier League,26.0,1989.0,31.0,31.0,2722.0,30.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.03,0.0,0.03,0.03,0.03
1412,Mateo Kovačić,HRV,MF,Real Madrid,es La Liga,22.0,1994.0,28.0,20.0,1778.0,19.8,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.05,0.15,0.2,0.05,0.2
1413,Vincent Koziello,FRA,MF,Nice,fr Ligue 1,20.0,1995.0,27.0,19.0,1669.0,18.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.11,0.05,0.11
1414,Emil Krafth,SWE,DF,Bologna,it Serie A,21.0,1994.0,26.0,16.0,1656.0,18.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1415,Andrej Kramarić,HRV,"FW,MF",Hoffenheim,de Bundesliga,25.0,1991.0,34.0,28.0,2364.0,26.3,15.0,8.0,10.0,5.0,5.0,1.0,0.0,0.57,0.3,0.88,0.38,0.69
1416,Christoph Kramer,DEU,MF,M'Gladbach,de Bundesliga,25.0,1991.0,24.0,23.0,1962.0,21.8,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
1417,Matías Kranevitter,ARG,MF,Sevilla,es La Liga,23.0,1993.0,21.0,14.0,1285.0,14.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,Artem Kravets,UKR,FW,Granada,es La Liga,27.0,1989.0,26.0,16.0,1376.0,15.3,5.0,2.0,5.0,0.0,0.0,2.0,0.0,0.33,0.13,0.46,0.33,0.46
1419,Ladislav Krejčí,CZE,"FW,MF",Bologna,it Serie A,24.0,1992.0,37.0,33.0,2772.0,30.8,1.0,8.0,0.0,1.0,1.0,2.0,0.0,0.03,0.26,0.29,0.0,0.26
1420,Rene Krhin,SVN,MF,Granada,es La Liga,26.0,1990.0,12.0,11.0,934.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,Bojan Krkić,ESP,"MF,FW",Stoke City,eng Premier League,25.0,1990.0,9.0,5.0,475.0,5.3,3.0,0.0,1.0,2.0,3.0,1.0,0.0,0.57,0.0,0.57,0.19,0.19
1422,Bojan Krkić,ESP,"MF,FW",Mainz 05,de Bundesliga,25.0,1990.0,11.0,8.0,628.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.14,0.0,0.14,0.14,0.14
1423,Michael Krohn-Dehli,DNK,"MF,FW",Sevilla,es La Liga,33.0,1983.0,2.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,Toni Kroos,DEU,MF,Real Madrid,es La Liga,26.0,1990.0,29.0,28.0,2497.0,27.7,3.0,11.0,3.0,0.0,0.0,6.0,0.0,0.11,0.4,0.5,0.11,0.5
1425,Nenad Krstičić,SRB,MF,Alavés,es La Liga,26.0,1990.0,14.0,9.0,745.0,8.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24
1426,Rade Krunić,BIH,MF,Empoli,it Serie A,22.0,1993.0,32.0,29.0,2431.0,27.0,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.07,0.04,0.11,0.07,0.11
1427,Max Kruse,DEU,FW,Werder Bremen,de Bundesliga,28.0,1988.0,23.0,23.0,2043.0,22.7,15.0,7.0,11.0,4.0,4.0,1.0,0.0,0.66,0.31,0.97,0.48,0.79
1428,Grzegorz Krychowiak,POL,MF,Paris S-G,fr Ligue 1,26.0,1990.0,11.0,7.0,659.0,7.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,Lukas Kübler,DEU,DF,Freiburg,de Bundesliga,23.0,1992.0,16.0,14.0,1153.0,12.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,Juraj Kucka,SVK,MF,Milan,it Serie A,29.0,1987.0,30.0,23.0,2082.0,23.1,3.0,1.0,3.0,0.0,0.0,10.0,5.0,0.13,0.04,0.17,0.13,0.17
1432,Sven Kums,BEL,MF,Udinese,it Serie A,28.0,1988.0,29.0,20.0,1828.0,20.3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05
1433,Sinan Kurt,TUR,"FW,MF",Hertha BSC,de Bundesliga,20.0,1996.0,2.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,Jasmin Kurtić,SVN,"MF,FW",Atalanta,it Serie A,27.0,1989.0,37.0,35.0,2739.0,30.4,6.0,3.0,6.0,0.0,0.0,7.0,0.0,0.2,0.1,0.3,0.2,0.3
1435,Layvin Kurzawa,FRA,DF,Paris S-G,fr Ligue 1,23.0,1992.0,18.0,18.0,1527.0,17.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24
1436,Zdravko Kuzmanović,SRB,MF,Málaga,es La Liga,28.0,1987.0,4.0,3.0,214.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,Han Kwang-song,PRK,FW,Cagliari,it Serie A,17.0,1998.0,5.0,0.0,64.0,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.41,0.0,1.41,1.41,1.41
1438,Enock Kwateng,FRA,DF,Nantes,fr Ligue 1,19.0,1997.0,7.0,4.0,430.0,4.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,Gaëtan Laborde,FRA,FW,Bordeaux,fr Ligue 1,22.0,1994.0,36.0,21.0,2033.0,22.6,6.0,5.0,6.0,0.0,0.0,3.0,0.0,0.27,0.22,0.49,0.27,0.49
1440,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,25.0,1991.0,30.0,28.0,2405.0,26.7,28.0,3.0,18.0,10.0,12.0,3.0,0.0,1.05,0.11,1.16,0.67,0.79
1441,Léo Lacroix,CHE,DF,Saint-Étienne,fr Ligue 1,24.0,1992.0,20.0,18.0,1681.0,18.7,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,Alban Lafont,FRA,GK,Toulouse,fr Ligue 1,17.0,1999.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,Víctor Laguardia,ESP,DF,Alavés,es La Liga,26.0,1989.0,26.0,24.0,2149.0,23.9,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.08,0.04,0.13,0.08,0.13
1444,Philipp Lahm,DEU,DF,Bayern Munich,de Bundesliga,32.0,1983.0,26.0,24.0,2085.0,23.2,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.04,0.09,0.13,0.04,0.13
1445,Adam Lallana,GBR,"MF,FW",Liverpool,eng Premier League,28.0,1988.0,31.0,27.0,2348.0,26.1,8.0,6.0,8.0,0.0,0.0,3.0,0.0,0.31,0.23,0.54,0.31,0.54
1446,Eugenio Lamanna,ITA,GK,Genoa,it Serie A,26.0,1989.0,21.0,20.0,1883.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,Rickie Lambert,GBR,FW,West Brom,eng Premier League,34.0,1982.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,Érik Lamela,ARG,MF,Tottenham,eng Premier League,24.0,1992.0,9.0,6.0,594.0,6.6,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.15,0.45,0.61,0.15,0.61
1449,Ádám Lang,HUN,DF,Dijon,fr Ligue 1,23.0,1993.0,19.0,18.0,1625.0,18.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,Sebastian Langkamp,DEU,DF,Hertha BSC,de Bundesliga,28.0,1988.0,27.0,26.0,2310.0,25.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,Manuel Lanzini,ARG,MF,West Ham,eng Premier League,23.0,1993.0,35.0,31.0,2706.0,30.1,8.0,2.0,6.0,2.0,2.0,9.0,0.0,0.27,0.07,0.33,0.2,0.27
1452,Gianluca Lapadula,PER,FW,Milan,it Serie A,26.0,1990.0,27.0,12.0,1262.0,14.0,8.0,3.0,6.0,2.0,2.0,3.0,0.0,0.57,0.21,0.78,0.43,0.64
1453,Aymeric Laporte,ESP,DF,Athletic Club,es La Liga,22.0,1994.0,33.0,33.0,2864.0,31.8,2.0,0.0,2.0,0.0,0.0,10.0,0.0,0.06,0.0,0.06,0.06,0.06
1454,Danilo Larangeira,BRA,DF,Udinese,it Serie A,32.0,1984.0,36.0,36.0,3203.0,35.6,2.0,1.0,2.0,0.0,0.0,9.0,1.0,0.06,0.03,0.08,0.06,0.08
1456,Seb Larsson,SWE,MF,Sunderland,eng Premier League,31.0,1985.0,21.0,17.0,1469.0,16.3,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06
1457,Miguel de las Cuevas,ESP,MF,Osasuna,es La Liga,30.0,1986.0,28.0,20.0,1796.0,20.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05
1458,Paul Lasne,FRA,MF,Montpellier,fr Ligue 1,27.0,1989.0,24.0,16.0,1485.0,16.5,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.18,0.12,0.3,0.18,0.3
1459,Pierre-Michel Lasogga,DEU,FW,Hamburger SV,de Bundesliga,24.0,1991.0,20.0,5.0,549.0,6.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16
1460,Toni Lato,ESP,DF,Valencia,es La Liga,18.0,1997.0,8.0,4.0,483.0,5.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19
1461,Danny Latza,DEU,MF,Mainz 05,de Bundesliga,26.0,1989.0,21.0,18.0,1576.0,17.5,4.0,1.0,4.0,0.0,0.0,6.0,0.0,0.23,0.06,0.29,0.23,0.29
1462,Laure,ESP,DF,La Coruña,es La Liga,31.0,1985.0,7.0,4.0,427.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1463,Vincent Laurini,FRA,DF,Empoli,it Serie A,27.0,1989.0,24.0,24.0,1910.0,21.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1464,Wesley Lautoa,NCL,"MF,DF",Lorient,fr Ligue 1,28.0,1987.0,21.0,18.0,1507.0,16.7,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06
1465,Diego Laxalt,URY,MF,Genoa,it Serie A,23.0,1993.0,36.0,36.0,3135.0,34.8,1.0,4.0,1.0,0.0,0.0,5.0,0.0,0.03,0.11,0.14,0.03,0.14
1466,Darko Lazović,SRB,"MF,FW",Genoa,it Serie A,25.0,1990.0,33.0,30.0,2450.0,27.2,2.0,4.0,2.0,0.0,0.0,4.0,2.0,0.07,0.15,0.22,0.07,0.22
1467,Mickaël Le Bihan,FRA,FW,Nice,fr Ligue 1,26.0,1990.0,10.0,2.0,306.0,3.4,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.88,0.0,0.88,0.88,0.88
1468,Vincent Le Goff,FRA,DF,Lorient,fr Ligue 1,26.0,1989.0,38.0,37.0,3336.0,37.1,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03
1469,Maxime Le Marchand,FRA,DF,Nice,fr Ligue 1,26.0,1989.0,10.0,8.0,707.0,7.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,James Lea Siliki,CMR,"FW,MF",Rennes,fr Ligue 1,20.0,1996.0,1.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,Grant Leadbitter,GBR,MF,Middlesbrough,eng Premier League,30.0,1986.0,13.0,7.0,710.0,7.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13
1472,Jordan Leborgne,GLP,DF,Caen,fr Ligue 1,20.0,1995.0,6.0,2.0,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,Jean-Louis Leca,FRA,GK,Bastia,fr Ligue 1,30.0,1985.0,34.0,34.0,3017.0,33.5,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1474,Mathew Leckie,AUS,"MF,FW",Ingolstadt 04,de Bundesliga,25.0,1991.0,30.0,25.0,2084.0,23.2,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.09,0.09,0.0,0.09
1475,Benjamin Lecomte,FRA,GK,Lorient,fr Ligue 1,25.0,1991.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,Joe Ledley,GB-WLS,MF,Crystal Palace,eng Premier League,29.0,1987.0,18.0,13.0,1160.0,12.9,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16
1477,Pierre Lees-Melou,FRA,"MF,FW",Dijon,fr Ligue 1,23.0,1993.0,32.0,30.0,2484.0,27.6,7.0,3.0,7.0,0.0,0.0,3.0,0.0,0.25,0.11,0.36,0.25,0.36
1478,Matthias Lehmann,DEU,MF,Köln,de Bundesliga,33.0,1983.0,21.0,21.0,1820.0,20.2,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.1,0.1,0.0,0.1
1479,Robert Leipertz,DEU,"FW,MF",Ingolstadt 04,de Bundesliga,23.0,1993.0,6.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,Moritz Leitner,DEU,MF,Lazio,it Serie A,23.0,1992.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,Moritz Leitner,DEU,MF,Augsburg,de Bundesliga,23.0,1992.0,6.0,2.0,240.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,Lucas Leiva,BRA,"MF,DF",Liverpool,eng Premier League,29.0,1987.0,24.0,12.0,1112.0,12.4,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16
