,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
714,Boulaye Dia,Reims,32.6,23,12,3,11,9,4,22,18.2,18,19,5,14,12,35,37,1
715,Abdoulay Diaby,Getafe,0.2,2,0,0,2,0,0,0,0.0,0,2,0,2,0,2,0,0
716,Moussa Diaby,Leverkusen,26.5,10,6,4,5,1,6,20,30.0,14,11,0,11,12,22,5,0
717,Mbaye Diagne,West Brom,13.2,4,3,3,0,1,1,4,25.0,3,2,1,1,1,5,16,0
718,Mouctar Diakhaby,Valencia,23.1,16,8,10,6,0,8,12,66.7,4,28,21,7,27,43,102,1
719,Abdou Diallo,Paris S-G,16.6,16,11,9,5,2,8,13,61.5,5,15,8,7,25,41,36,0
720,Amad Diallo,Manchester Utd,1.8,3,3,1,2,0,0,0,0.0,0,2,1,1,0,3,1,0
721,Amad Diallo,Atalanta,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
722,Habib Diallo,Strasbourg,25.8,11,6,3,6,2,7,18,38.9,11,12,2,10,13,24,12,0
723,Habib Diallo,Metz,1.6,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,5,0
724,Ibrahima Diallo,Southampton,11.3,29,16,11,17,1,9,16,56.3,7,10,1,9,10,39,12,2
725,Ibrahima Diallo,Brest,4.9,14,9,2,9,3,4,8,50.0,4,4,0,4,3,17,3,0
726,Amadou Diambo,Benevento,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
728,Grady Diangana,West Brom,13.7,35,19,19,9,7,19,43,44.2,24,16,2,14,16,51,9,0
729,Stephane Diarra,Lorient,2.2,0,0,0,0,0,0,7,0.0,7,6,1,5,4,4,1,0
730,Ruben Dias,Manchester City,31.6,24,13,13,8,3,4,16,25.0,12,31,23,8,35,59,92,0
731,Krepin Diatta,Monaco,4.3,4,3,1,1,2,1,3,33.3,2,5,1,4,4,8,1,0
732,Amadou Diawara,Roma,7.3,10,8,4,6,0,2,8,25.0,6,11,2,9,12,22,4,0
733,Brahim Diaz,Milan,13.6,18,10,7,7,4,10,23,43.5,13,10,0,10,2,20,2,0
734,Victor Diaz,Granada,9.2,21,10,13,6,2,10,19,52.6,9,14,8,6,16,37,39,0
735,Daniel Didavi,Stuttgart,10.8,16,6,2,9,5,7,12,58.3,5,10,0,10,3,19,8,0
736,Bamba Dieng,Marseille,1.4,5,3,3,2,0,2,4,50.0,2,2,0,2,0,5,0,0
737,Eric Dier,Tottenham,28.0,23,14,13,10,0,11,18,61.1,7,37,31,6,23,46,123,3
738,Daan Dierckx,Parma,5.2,5,4,5,0,0,3,5,60.0,2,10,6,4,13,18,21,0
739,Lucas Digne,Everton,29.8,63,38,40,16,7,29,54,53.7,25,42,4,38,31,94,87,0
740,Mitchell Dijks,Bologna,16.5,21,14,15,5,1,12,21,57.1,9,17,2,15,17,38,35,0
741,Javairo Dilrosun,Hertha BSC,5.9,5,3,2,2,1,1,6,16.7,5,5,0,5,4,9,3,0
742,Federico Dimarco,Hellas Verona,29.0,32,19,23,7,2,13,28,46.4,15,18,9,9,47,79,50,1
743,Junior Dina Ebimbe,Dijon,23.8,38,25,14,19,5,15,45,33.3,30,17,1,16,14,52,9,0
744,Tristan Dingome,Reims,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
745,Eren Dinkci,Werder Bremen,1.2,1,1,1,0,0,0,1,0.0,1,4,0,4,2,3,1,0
746,Sinaly Diomande,Lyon,12.6,10,7,8,1,1,5,14,35.7,9,19,15,4,33,43,53,1
747,Lois Diony,Angers,19.4,15,10,3,9,3,4,18,22.2,14,6,3,3,5,20,16,0
748,Issa Diop,West Ham,15.3,20,14,12,8,0,7,18,38.9,11,32,22,10,22,42,59,0
749,Papakouli Diop,Eibar,25.8,43,29,15,22,6,12,41,29.3,29,23,5,18,39,82,34,1
750,Sofiane Diop,Monaco,22.5,49,34,17,25,7,18,53,34.0,35,25,1,24,31,80,15,0
751,Andy Diouf,Rennes,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
752,Yehvann Diouf,Reims,1.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
754,Assane Diousse,Saint-Étienne,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
755,Jonas Dirkner,Hertha BSC,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
756,Axel Disasi,Monaco,22.3,29,20,17,12,0,20,35,57.1,15,18,11,7,26,55,66,1
757,Tiago Djalo,Lille,9.7,22,13,14,5,3,15,23,65.2,8,10,4,6,9,31,23,0
758,Djene,Getafe,32.7,61,39,31,26,4,26,34,76.5,8,24,11,13,42,103,96,0
759,Moussa Djenepo,Southampton,13.8,52,27,27,17,8,28,63,44.4,35,24,2,22,10,62,14,0
760,Koffi Djidji,Crotone,16.9,39,28,30,8,1,10,20,50.0,10,35,20,15,28,67,73,0
761,Alexander Djiku,Strasbourg,28.4,60,41,45,13,2,32,52,61.5,20,28,10,18,91,151,104,0
762,Berat Djimsiti,Atalanta,29.2,41,29,27,12,2,17,34,50.0,17,34,20,14,62,103,89,1
763,Marko Dmitrovic,Eibar,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,2
764,Ritsu Doan,Arminia,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,0
765,Mihai Dobre,Dijon,5.9,12,5,6,2,4,7,14,50.0,7,5,0,5,10,22,3,0
766,Matt Doherty,Tottenham,13.8,29,15,15,10,4,13,33,39.4,20,20,5,15,23,52,46,0
767,Jeremy Doku,Rennes,25.7,44,25,9,24,11,11,26,42.3,15,18,1,17,11,55,1,0
768,Kasper Dolberg,Nice,21.4,6,2,1,3,2,2,11,18.2,9,11,2,9,6,12,19,1
769,Keagan Dolly,Montpellier,5.0,7,2,6,0,1,4,8,50.0,4,3,0,3,5,12,2,0
770,Jaume Domenech,Valencia,28.0,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,16,2
771,Carlos Dominguez,Celta Vigo,4.0,5,4,4,1,0,3,6,50.0,3,5,3,2,6,11,24,0
772,Nicolas Dominguez,Bologna,13.9,48,28,26,17,5,15,37,40.5,22,26,7,19,24,72,20,0
773,John Donald,Elche,0.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
774,Ji Dong-won,Mainz 05,0.7,1,1,1,0,0,0,0,0.0,0,1,0,1,2,3,0,0
775,Anastasios Donis,Reims,1.1,4,1,2,0,2,1,1,100.0,0,0,0,0,0,4,0,0
776,Gianluigi Donnarumma,Milan,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,23,2
777,Gabriel Dos Santos,Arsenal,22.2,25,15,19,5,1,13,19,68.4,6,27,19,8,26,51,74,2
778,Bas Dost,Eint Frankfurt,9.1,3,2,1,1,1,2,5,40.0,3,5,1,4,2,5,8,0
780,Abdoulaye Doucoure,Everton,27.1,52,32,25,19,8,14,43,32.6,29,24,7,17,39,91,31,1
781,Cheick Doucoure,Lens,29.2,87,47,40,42,5,32,65,49.2,33,20,4,16,52,139,26,1
782,Fode Doucoure,Reims,3.7,11,8,7,4,0,4,9,44.4,5,2,0,2,4,15,11,0
783,Mahamadou Doucoure,Nîmes,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
784,Cheick Doukoure,Levante,1.1,5,4,2,1,2,3,4,75.0,1,2,0,2,3,8,0,0
785,Idrissa Doumbia,Huesca,8.7,15,8,6,7,2,5,13,38.5,8,6,3,3,7,22,9,0
786,Moussa Doumbia,Reims,10.0,10,6,4,4,2,4,22,18.2,18,5,1,4,10,20,4,0
787,Souleyman Doumbia,Angers,24.7,48,33,25,19,4,22,36,61.1,14,18,4,14,42,90,50,0
788,Aleksandar Dragovic,Leverkusen,12.6,11,7,5,5,1,9,13,69.2,4,17,5,12,13,24,33,0
789,Bartlomiej Dragowski,Fiorentina,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,1
790,Denis Dragus,Crotone,2.0,3,1,0,0,3,0,4,0.0,4,4,0,4,1,4,0,0
791,Radu Dragusin,Juventus,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
792,Mouhamadou Drammeh,Reims,1.9,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0
793,Julian Draxler,Paris S-G,11.8,13,6,5,6,2,5,20,25.0,15,4,0,4,14,27,0,0
794,Dominick Drexler,Köln,13.7,36,26,15,18,3,12,30,40.0,18,5,1,4,14,50,15,0
795,Matthieu Dreyer,Lorient,15.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2
796,Domingos Duarte,Granada,26.3,32,20,18,12,2,14,21,66.7,7,29,20,9,29,61,86,0
797,Leo Duarte,Milan,0.2,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,0,0
798,Oscar Duarte,Levante,22.9,22,13,17,5,0,10,18,55.6,8,23,15,8,36,58,97,1
799,Ruben Duarte,Alavés,28.3,55,30,28,21,6,23,52,44.2,29,44,6,38,66,121,72,0
800,Leo Dubois,Lyon,32.3,38,26,19,16,3,18,36,50.0,18,27,9,18,31,69,69,2
801,Martin Dubravka,Newcastle Utd,13.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
802,Ondrej Duda,Köln,28.2,36,14,13,18,5,8,39,20.5,31,28,2,26,19,55,20,0
803,Unai Dufur,Eibar,0.7,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,0,0
804,Haris Duljevic,Nîmes,8.6,15,9,4,7,4,6,22,27.3,16,3,0,3,8,23,1,0
806,Paul Dummett,Newcastle Utd,13.9,16,7,11,5,0,13,21,61.9,8,12,7,5,16,32,74,0
807,Alfred Duncan,Fiorentina,1.8,3,0,1,1,1,0,2,0.0,2,2,0,2,2,5,0,0
808,Alfred Duncan,Cagliari,11.9,18,10,8,9,1,4,21,19.0,17,8,0,8,16,34,8,1
809,Lewis Dunk,Brighton,32.6,30,15,20,8,2,16,23,69.6,7,29,20,9,32,62,106,0
810,Jimmy Dunne,Burnley,3.0,3,3,2,1,0,1,2,50.0,1,3,2,1,6,9,16,1
811,Erik Durm,Eint Frankfurt,16.4,17,13,7,9,1,8,21,38.1,13,19,5,14,29,46,26,0
812,Hugo Duro,Real Madrid,0.6,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
813,Jean-Kevin Duverne,Brest,22.5,38,21,24,14,0,15,32,46.9,17,24,16,8,30,68,70,0
814,Paulo Dybala,Juventus,12.6,14,8,3,4,7,2,14,14.3,12,15,0,15,1,15,1,0
815,Edin Dzeko,Roma,20.3,8,6,2,3,3,3,9,33.3,6,9,4,5,1,9,11,0
816,Steeve-Mike Ebongue,Genoa,0.6,2,1,1,0,1,0,3,0.0,3,1,0,1,0,2,0,0
817,Enzo Ebosse,Angers,2.9,5,3,5,0,0,3,4,75.0,1,1,1,0,2,7,13,0
818,Bruno Ecuele Manga,Dijon,38.0,52,38,46,6,0,29,40,72.5,11,50,33,17,57,109,165,3
819,Simone Edera,Torino,0.6,3,1,2,1,0,3,4,75.0,1,0,0,0,1,4,1,0
820,Ederson,Manchester City,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,0,3,11,4
821,Kyle Edwards,West Brom,1.3,3,2,1,1,1,0,0,0.0,0,2,0,2,1,4,0,0
822,John Egan,Sheffield Utd,29.2,41,21,29,12,0,22,39,56.4,17,43,31,12,41,82,131,0
823,Johannes Eggestein,Werder Bremen,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0
824,Maximilian Eggestein,Werder Bremen,32.7,57,42,22,29,6,21,46,45.7,25,30,5,25,43,100,36,0
825,Lilian Egloff,Stuttgart,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
826,Kingsley Ehizibue,Köln,12.6,32,19,22,9,1,10,17,58.8,7,19,5,14,18,50,42,0
827,Albin Ekdal,Sampdoria,25.5,56,29,21,32,3,23,65,35.4,42,31,12,19,49,105,35,0
828,Hugo Ekitike,Reims,1.0,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
829,Anthony Elanga,Manchester Utd,1.7,4,2,3,1,0,4,5,80.0,1,1,1,0,1,5,1,0
830,Niclas Eliasson,Nîmes,20.0,28,14,9,12,7,11,24,45.8,13,20,1,19,23,51,16,0
832,Elif Elmas,Napoli,8.2,15,4,3,6,6,7,12,58.3,5,11,1,10,2,17,10,0
833,Ahmed Elmohamady,Aston Villa,9.3,17,13,12,4,1,9,14,64.3,5,6,3,3,17,34,26,0
834,Mohamed Elneny,Arsenal,17.2,14,6,7,7,0,7,28,25.0,21,11,4,7,24,38,20,2
835,Aritz Elustondo,Real Sociedad,20.9,30,16,21,7,2,18,22,81.8,4,12,5,7,15,45,63,0
836,Nico Elvedi,M'Gladbach,28.2,49,35,36,12,1,25,37,67.6,12,38,22,16,65,114,123,0
837,Rodrigo Ely,Alavés,5.2,5,2,3,2,0,3,4,75.0,1,2,1,1,7,12,23,1
838,Breel Embolo,M'Gladbach,16.0,15,10,1,13,1,0,6,0.0,6,16,1,15,8,23,8,0
839,Emerson,Betis,33.2,91,52,62,25,4,43,78,55.1,35,33,6,27,61,152,102,2
840,Renaud Emond,Nantes,3.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0
841,Alan Empereur,Hellas Verona,2.4,0,0,0,0,0,0,0,0.0,0,1,1,0,6,6,7,1
842,Youssef En-Nesyri,Sevilla,25.7,17,11,2,9,6,4,21,19.0,17,15,0,15,8,25,23,0
843,Keita Endo,Union Berlin,5.1,8,3,1,5,2,3,9,33.3,6,5,2,3,6,14,4,0
844,Wataru Endo,Stuttgart,32.8,65,44,25,34,6,29,71,40.8,42,53,14,39,51,116,59,0
845,Sergi Enrich,Eibar,15.6,21,15,6,7,8,9,22,40.9,13,11,0,11,6,27,5,0
846,Christian Eriksen,Inter,15.4,12,6,6,4,2,7,20,35.0,13,16,1,15,9,21,13,1
847,Martin Erlic,Spezia,20.0,23,14,16,6,1,11,20,55.0,9,22,16,6,41,64,71,2
848,Patrick Erras,Werder Bremen,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
849,Gonzalo Escalante,Lazio,8.1,26,13,11,14,1,8,28,28.6,20,10,3,7,19,45,13,0
850,Aaron Escandell,Granada,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,6,0
851,Dani Escriche,Huesca,9.5,9,7,5,2,2,3,10,30.0,7,11,0,11,8,17,5,0
852,Sergio Escudero,Sevilla,6.3,12,8,6,5,1,6,12,50.0,6,5,2,3,9,21,7,0
853,Alfonso Espino,Cádiz,28.9,92,48,63,28,1,43,85,50.6,42,30,5,25,41,133,74,0
854,Vicente Esquerdo,Valencia,2.6,7,4,5,2,0,4,6,66.7,2,4,2,2,8,15,1,0
855,Nahuel Estevez,Spezia,19.6,13,5,4,6,3,5,32,15.6,27,23,5,18,20,33,22,1
856,Pervis Estupinan,Villarreal,13.0,37,17,23,12,2,14,23,60.9,9,10,2,8,35,72,14,2
858,Yoann Etienne,Lorient,1.0,2,0,1,1,0,1,1,100.0,0,1,0,1,1,3,2,0
859,Xabier Etxeita,Getafe,9.8,8,4,5,3,0,7,14,50.0,7,6,3,3,13,21,38,0
860,Jonny Evans,Leicester City,27.5,25,12,22,2,1,14,20,70.0,6,8,3,5,46,71,98,1
861,Edu Exposito,Eibar,27.3,51,30,16,31,4,20,66,30.3,46,25,4,21,22,73,17,0
862,Valentin Eysseric,Fiorentina,8.1,14,8,6,7,1,5,11,45.5,6,11,0,11,7,21,8,0
863,Eberechi Eze,Crystal Palace,28.4,27,14,11,13,3,16,35,45.7,19,19,3,16,24,51,9,1
864,Jokin Ezkieta,Athletic Club,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
865,Lukasz Fabianski,West Ham,35.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,12,3
866,Fabinho,Liverpool,28.5,58,31,21,29,8,27,54,50.0,27,28,10,18,44,102,66,1
867,Fabio,Nantes,16.7,62,37,37,23,2,35,61,57.4,26,29,8,21,37,99,49,0
868,Cesc Fabregas,Monaco,9.7,20,12,6,9,5,9,22,40.9,13,11,1,10,13,33,3,0
869,Bandiougou Fadiga,Paris S-G,0.7,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
870,Bandiougou Fadiga,Brest,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
871,Wout Faes,Reims,32.2,35,22,26,9,0,20,39,51.3,19,40,31,9,68,103,144,1
872,Nicolo Fagioli,Juventus,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
873,Ralf Fahrmann,Schalke 04,20.8,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,9,3
874,Romain Faivre,Brest,32.1,54,27,26,23,5,21,54,38.9,33,30,0,30,30,84,18,0
875,Fali,Cádiz,29.3,42,25,24,15,3,16,37,43.2,21,28,15,13,32,74,119,0
876,Iago Falque,Benevento,4.0,4,2,2,2,0,1,6,16.7,5,4,1,3,0,4,1,0
877,Andri Fannar Baldursson,Bologna,2.4,6,6,1,2,3,1,3,33.3,2,3,1,2,3,9,7,0
878,Paolo Farago,Bologna,0.3,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0
879,Paolo Farago,Cagliari,4.1,13,9,10,3,0,9,20,45.0,11,3,2,1,6,19,15,0
880,Davide Faraoni,Hellas Verona,32.1,62,33,36,19,7,28,51,54.9,23,48,17,31,49,111,83,1
881,Mohamed Fares,Lazio,12.7,20,15,9,7,4,11,19,57.9,8,14,1,13,16,36,21,0
882,Diego Farias,Spezia,16.8,9,5,4,1,4,4,21,19.0,17,12,0,12,13,22,3,0
884,Wuilker Farinez,Lens,1.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
885,Noah Fatar,Angers,0.2,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0
886,Ansu Fati,Barcelona,4.8,9,4,2,4,3,2,10,20.0,8,4,0,4,3,12,1,0
887,Julien Faussurier,Brest,10.6,16,11,6,8,2,11,25,44.0,14,12,4,8,9,25,10,0
888,Andrea Favilli,Hellas Verona,3.8,3,1,0,1,2,2,3,66.7,1,2,0,2,0,3,2,0
889,Federico Fazio,Roma,4.5,3,2,3,0,0,3,4,75.0,1,3,3,0,7,10,18,1
890,Nabil Fekir,Betis,29.1,45,23,9,22,14,7,43,16.3,36,31,2,29,8,53,2,0
891,Felipe,Atlético Madrid,22.9,29,17,19,10,0,18,23,78.3,5,30,15,15,36,65,128,2
892,Luiz Felipe,Lazio,10.1,32,20,19,11,2,16,24,66.7,8,20,9,11,21,53,29,1
893,Joao Felix,Atlético Madrid,17.5,8,4,1,6,1,4,17,23.5,13,3,0,3,5,13,2,0
894,Ohis Felix Uduokhai,Augsburg,29.0,33,24,19,10,4,18,27,66.7,9,48,25,23,54,87,164,2
895,Zinedine Ferhat,Nîmes,32.9,36,21,18,9,9,18,39,46.2,21,22,0,22,32,68,38,0
896,Bruno Fernandes,Manchester Utd,34.4,57,30,16,29,12,26,100,26.0,74,38,0,38,26,83,29,0
897,Edimilson Fernandes,Mainz 05,9.3,8,4,4,4,0,4,7,57.1,3,12,4,8,29,37,25,0
898,Aitor Fernandez,Levante,29.0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,17,1
899,Alex Fernandez,Cádiz,21.6,19,9,8,8,3,8,30,26.7,22,14,1,13,22,41,15,0
900,Alvaro Fernandez,Huesca,22.0,1,1,0,1,0,1,3,33.3,2,0,0,0,2,3,7,0
901,Andres Fernandez,Huesca,16.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2
902,Augusto Fernandez,Cádiz,4.1,11,3,5,6,0,2,13,15.4,11,5,1,4,9,20,5,0
903,Carlos Fernandez,Sevilla,1.6,1,0,1,0,0,0,2,0.0,2,3,1,2,1,2,0,0
904,Carlos Fernandez,Real Sociedad,4.3,3,2,0,2,1,1,8,12.5,7,6,1,5,0,3,6,0
905,Federico Fernandez,Newcastle Utd,23.1,29,22,23,5,1,17,21,81.0,4,41,31,10,17,46,147,0
906,Joaquin Fernandez,Valladolid,23.0,30,16,21,8,1,12,21,57.1,9,24,15,9,43,73,113,0
907,Fernandinho,Manchester City,13.2,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,0
908,Fernando,Sevilla,28.3,54,28,24,25,5,23,43,53.5,20,25,11,14,41,95,70,0
910,Alex Ferrari,Sampdoria,9.8,27,15,16,9,2,15,24,62.5,9,18,6,12,23,50,26,0
911,David Ferreiro,Huesca,28.1,25,12,12,8,5,8,49,16.3,41,21,1,20,25,50,15,0
912,Salvador Ferrer,Spezia,13.2,20,10,10,8,2,8,22,36.4,14,13,4,9,24,44,37,1
913,Facundo Ferreyra,Celta Vigo,3.3,4,3,1,2,1,0,2,0.0,2,5,0,5,2,6,2,0
914,Jordan Ferri,Montpellier,28.6,58,40,34,22,2,31,103,30.1,72,30,5,25,8,66,18,1
915,Marco Festa,Crotone,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
916,Fidel,Elche,26.6,46,30,28,15,3,25,64,39.1,39,22,2,20,16,62,14,0
917,Sam Field,West Brom,0.7,5,5,3,2,0,0,0,0.0,0,4,1,3,2,7,4,0
918,Alfred Finnbogason,Augsburg,6.0,2,1,0,1,1,0,1,0.0,1,7,1,6,1,3,4,0
919,Roberto Firmino,Liverpool,31.5,33,15,3,17,13,6,32,18.8,26,42,5,37,11,44,12,0
920,Junior Firpo,Barcelona,3.2,1,1,1,0,0,0,1,0.0,1,5,3,2,4,5,7,0
921,John Fleck,Sheffield Utd,28.6,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,1
922,Mark Flekken,Freiburg,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
923,Florian Flick,Schalke 04,4.0,10,7,4,6,0,7,16,43.8,9,4,3,1,7,17,5,1
924,Alexis Flips,Reims,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,1,0
925,Alessandro Florenzi,Paris S-G,17.1,24,16,9,9,6,12,29,41.4,17,7,1,6,17,41,25,0
926,Kingsley Fobi,Granada,0.5,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0
927,Phil Foden,Manchester City,18.0,22,11,12,8,2,9,23,39.1,14,9,0,9,11,33,11,0
928,Mamadou Fofana,Metz,11.9,25,11,17,8,0,7,31,22.6,24,14,2,12,18,43,36,0
929,Seko Fofana,Lens,25.7,16,8,3,10,3,4,26,15.4,22,16,5,11,34,50,23,1
930,Wesley Fofana,Leicester City,25.1,51,37,27,22,2,31,46,67.4,15,28,16,12,61,112,94,0
931,Wesley Fofana,Saint-Étienne,3.5,6,4,6,0,0,3,4,75.0,1,3,3,0,8,14,14,1
932,Youssouf Fofana,Monaco,31.9,90,51,31,51,8,42,82,51.2,40,43,7,36,34,124,14,2
933,Thomas Foket,Reims,36.9,77,43,50,20,7,40,69,58.0,29,28,7,21,69,146,92,2
934,Ramon Folch,Elche,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
936,Lamine Fomba,Nîmes,24.2,66,36,30,25,11,30,65,46.2,35,48,19,29,59,125,39,2
937,Thomas Fontaine,Lorient,3.6,5,2,5,0,0,2,2,100.0,0,3,2,1,5,10,14,0
938,Jose Fontan,Celta Vigo,7.2,12,9,8,4,0,5,11,45.5,6,4,3,1,13,25,27,0
939,Jose Fonte,Lille,35.4,40,29,28,10,2,27,33,81.8,6,36,23,13,36,76,137,1
940,Fernando Forestieri,Udinese,6.1,9,7,4,4,1,3,7,42.9,4,7,0,7,2,11,0,0
941,Pablo Fornals,West Ham,28.6,44,26,14,24,6,11,73,15.1,62,43,1,42,36,80,9,0
942,Emil Forsberg,RB Leipzig,17.1,11,6,1,6,4,5,27,18.5,22,10,1,9,11,22,4,0
943,Fraser Forster,Southampton,8.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,9,0
944,Philipp Forster,Stuttgart,16.8,22,13,7,12,3,6,25,24.0,19,18,1,17,15,37,2,0
945,Steven Fortes,Lens,15.9,33,20,20,10,3,16,22,72.7,6,25,10,15,27,60,52,0
946,Yassin Fortune,Angers,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
947,Timothy Fosu-Mensah,Manchester Utd,0.9,2,0,1,1,0,1,1,100.0,0,0,0,0,3,5,1,0
948,Timothy Fosu-Mensah,Leverkusen,4.5,4,2,1,2,1,2,4,50.0,2,7,3,4,7,11,4,0
949,Daam Foulon,Benevento,11.3,26,15,21,5,0,16,28,57.1,12,12,3,9,14,40,34,0
950,Dimitri Foulquier,Granada,29.6,35,21,20,12,3,15,26,57.7,11,24,7,17,26,61,60,0
951,Juan Foyth,Villarreal,13.0,40,22,22,14,4,12,29,41.4,17,21,6,15,19,59,24,1
952,Gianluca Frabotta,Juventus,7.7,7,4,5,0,2,5,12,41.7,7,9,1,8,14,21,15,0
953,Raphael Framberger,Augsburg,17.1,42,23,26,11,5,19,25,76.0,6,24,2,22,36,78,62,1
954,Tyrese Francois,Fulham,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
955,Ryan Fraser,Newcastle Utd,10.3,4,1,3,1,0,2,5,40.0,3,1,0,1,6,10,7,0
956,Fred,Manchester Utd,26.6,81,39,39,38,4,29,89,32.6,60,49,9,40,45,126,26,1
957,Ryan Fredericks,West Ham,6.3,9,5,5,4,0,3,7,42.9,4,6,2,4,11,20,20,0
958,Remo Freuler,Atalanta,30.1,63,39,17,38,8,32,76,42.1,44,52,4,48,39,102,27,2
959,Marco Friedl,Werder Bremen,30.9,50,34,31,17,2,30,62,48.4,32,38,17,21,55,105,118,1
960,Marvin Friedrich,Union Berlin,34.0,47,29,35,11,1,18,32,56.3,14,38,18,20,52,99,109,0
962,Jeremie Frimpong,Leverkusen,4.8,7,4,4,3,0,4,8,50.0,4,4,0,4,1,8,7,0
963,Jorge de Frutos,Levante,24.3,48,24,21,21,6,11,41,26.8,30,25,2,23,16,64,18,0
964,Christian Fuchs,Leicester City,7.8,18,7,15,2,1,8,15,53.3,7,6,4,2,16,34,34,1
965,Angelo Fulgini,Angers,30.3,22,13,4,12,6,12,34,35.3,22,17,0,17,15,37,9,0
966,Niclas Fullkrug,Werder Bremen,9.7,7,3,2,4,1,1,13,7.7,12,10,4,6,3,10,13,0
967,Ramiro Funes Mori,Villarreal,8.1,12,8,7,5,0,7,11,63.6,4,7,5,2,8,20,42,1
968,Darnell Furlong,West Brom,32.6,45,27,27,12,6,21,44,47.7,23,39,16,23,49,94,90,0
969,Daniel Fuzato,Roma,5.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,1,1
970,Baptiste Gabard,Saint-Étienne,1.5,4,3,1,3,0,1,5,20.0,4,4,0,4,1,5,0,0
971,Matteo Gabbia,Milan,6.2,9,5,3,6,0,2,2,100.0,0,8,6,2,3,12,21,0
972,Manolo Gabbiadini,Sampdoria,9.7,2,2,0,2,0,0,1,0.0,1,3,1,2,3,5,5,0
973,Mijat Gacinovic,Hoffenheim,9.1,18,10,6,11,1,9,24,37.5,15,13,0,13,18,36,15,0
974,Roberto Gagliardini,Inter,13.7,30,17,17,8,5,5,28,17.9,23,15,3,12,19,49,16,0
975,Riccardo Gagliolo,Parma,21.7,45,18,35,8,2,28,45,62.2,17,34,7,27,36,81,64,1
