,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
564,Keinan Davis,Udinese,7.6,269,4,14,132,126,40,269,22,11,50.0,11,50.0,161,1097,414,16,8,9,24,16,222,45
565,Leif Davis,Ipswich Town,13.0,664,56,229,211,232,17,664,20,9,45.0,10,50.0,292,1664,821,23,13,3,20,5,318,53
566,Zuriko Davitashvili,Saint-Étienne,12.3,480,5,59,216,219,37,479,46,18,39.1,25,54.3,263,1982,833,31,27,16,20,23,306,62
567,Pawel Dawidowicz,Hellas Verona,4.7,279,28,109,160,11,2,279,1,1,100.0,0,0.0,165,879,530,2,2,0,0,1,186,1
568,Craig Dawson,Wolves,8.8,552,112,328,202,23,12,552,5,1,20.0,2,40.0,316,1503,831,5,1,0,1,0,362,5
569,Kevin De Bruyne,Manchester City,4.5,424,1,21,141,264,21,424,9,5,55.6,3,33.3,225,1067,576,14,15,4,6,11,328,47
570,Charles De Ketelaere,Atalanta,9.6,513,4,31,210,283,51,513,40,17,42.5,21,52.5,328,2195,1176,37,34,17,16,18,416,93
572,Rodrigo De Paul,Atlético Madrid,7.2,581,8,76,342,168,8,581,9,4,44.4,4,44.4,394,2276,1145,22,24,0,10,12,465,33
573,Mattia De Sciglio,Empoli,1.9,81,10,34,37,10,0,81,3,1,33.3,2,66.7,45,172,61,0,0,0,0,1,47,3
574,Lorenzo De Silvestri,Bologna,4.8,274,17,83,132,59,3,274,3,1,33.3,2,66.7,132,483,197,2,1,0,4,0,159,16
575,Thibault De Smet,Reims,1.1,64,14,40,22,2,0,64,0,0,0.0,0,0.0,32,179,125,1,0,0,2,0,41,2
576,Koni De Winter,Genoa,7.0,413,45,191,187,39,18,413,2,1,50.0,1,50.0,204,1204,631,3,2,0,4,3,257,7
577,Alessandro Deiola,Cagliari,6.4,263,20,68,132,65,8,263,1,1,100.0,0,0.0,122,443,182,4,1,0,6,4,156,12
578,Romain Del Castillo,Brest,7.4,459,2,28,209,229,27,455,25,10,40.0,15,60.0,245,1253,564,18,18,6,23,10,307,57
579,Enrico Del Prato,Parma,12.2,690,117,367,265,62,13,690,0,0,0.0,0,0.0,375,1478,686,1,4,2,5,1,418,5
580,Liam Delap,Ipswich Town,10.5,212,12,25,83,109,30,212,27,13,48.1,14,51.9,148,1129,562,22,12,9,38,20,163,40
581,Fisayo Dele-Bashiru,Lazio,2.5,124,4,17,69,40,8,124,8,4,50.0,2,25.0,77,475,235,8,3,2,6,3,95,19
582,Olivier Deman,Werder Bremen,0.6,56,2,19,22,15,2,56,1,0,0.0,1,100.0,25,182,59,1,0,0,0,0,24,1
583,Ali Dembele,Torino,0.7,38,3,8,21,10,1,38,2,1,50.0,1,50.0,19,118,70,3,1,0,0,0,19,1
584,Ousmane Dembele,Paris S-G,7.7,625,0,22,224,384,67,625,44,19,43.2,24,54.5,435,2973,1645,63,39,30,24,10,527,112
585,Ermedin Demirovic,Stuttgart,7.9,250,0,17,118,116,41,248,11,3,27.3,8,72.7,134,605,236,9,5,2,16,12,190,45
586,Sepp van den Berg,Brentford,10.0,573,79,274,215,86,16,573,5,3,60.0,2,40.0,248,1056,475,4,5,0,8,3,325,19
587,Arthur Desmas,Le Havre,13.0,394,322,392,2,0,0,394,0,0,0.0,0,0.0,209,1333,863,0,0,0,2,0,171,0
588,Justin Devenny,Crystal Palace,1.9,85,3,16,39,30,3,85,2,1,50.0,1,50.0,34,212,123,3,3,1,3,1,50,3
589,Kiernan Dewsbury-Hall,Chelsea,0.5,41,0,8,24,9,0,41,1,1,100.0,0,0.0,28,174,108,3,0,0,0,1,34,1
590,Michele Di Gregorio,Juventus,10.0,307,267,305,2,0,0,307,0,0,0.0,0,0.0,200,1041,590,0,0,0,0,0,185,0
591,Giovanni Di Lorenzo,Napoli,14.0,951,53,286,433,235,29,951,15,4,26.7,8,53.3,420,1825,986,19,13,4,9,6,635,64
592,Boulaye Dia,Lazio,8.0,261,2,28,136,101,28,261,15,7,46.7,7,46.7,156,855,284,7,3,3,13,9,210,38
593,Mamadou Diakhon,Reims,1.6,81,1,9,33,39,12,81,14,7,50.0,7,50.0,59,615,280,12,5,8,7,1,61,17
594,Bafode Diakite,Lille,13.0,1005,90,411,569,28,5,1005,3,3,100.0,0,0.0,658,3086,1857,6,5,0,2,2,757,0
595,Oumar Diakite,Reims,10.1,321,8,43,158,131,34,321,33,12,36.4,20,60.6,188,1157,482,14,13,1,35,17,222,54
596,Amad Diallo,Manchester Utd,7.4,451,8,66,166,228,48,451,29,13,44.8,15,51.7,289,2056,1018,44,25,26,13,10,329,78
598,Assane Diao,Betis,2.4,89,3,6,34,49,13,89,9,2,22.2,7,77.8,42,247,96,7,3,1,10,2,59,22
599,Habib Diarra,Strasbourg,11.2,498,9,94,290,119,14,497,24,8,33.3,15,62.5,311,1575,808,27,11,5,16,15,376,43
600,Moussa Diarra,Alavés,7.4,361,13,116,201,48,5,361,5,3,60.0,1,20.0,198,851,441,7,4,2,9,7,210,10
601,Ruben Dias,Manchester City,9.1,943,78,277,484,184,11,943,1,0,0.0,1,100.0,668,3768,2164,13,33,1,3,1,762,3
602,Krepin Diatta,Monaco,2.2,156,7,40,71,47,6,156,2,2,100.0,0,0.0,82,449,235,5,3,0,3,0,85,19
603,Kandet Diawara,Le Havre,0.0,4,0,1,3,0,0,4,0,0,0.0,0,0.0,2,2,0,0,0,0,0,2,2,0
604,Mahamadou Diawara,Lyon,0.2,9,0,0,8,2,1,9,0,0,0.0,0,0.0,2,36,28,1,1,0,0,1,3,0
605,Brahim Diaz,Real Madrid,3.5,209,1,19,107,85,11,209,14,9,64.3,4,28.6,137,627,329,9,4,2,11,11,166,29
606,Luis Diaz,Liverpool,8.5,391,7,36,150,216,52,391,43,17,39.5,21,48.8,260,2077,1049,36,20,23,20,18,296,73
607,Pedro Diaz,Rayo Vallecano,1.0,70,1,8,34,28,2,70,1,1,100.0,0,0.0,27,115,54,0,2,0,3,3,34,2
608,Tyler Dibling,Southampton,8.3,342,8,45,158,147,20,342,57,21,36.8,22,38.6,240,2121,1146,36,23,14,21,18,269,45
609,Diego,Leganés,3.0,89,4,6,33,51,11,89,4,0,0.0,4,100.0,52,272,49,2,2,0,9,3,67,16
610,Justin Diehl,Stuttgart,0.9,67,1,5,17,46,8,67,7,1,14.3,6,85.7,47,362,186,5,2,3,1,2,50,17
611,Bamba Dieng,Angers,3.6,98,3,7,34,57,17,98,9,1,11.1,7,77.8,57,240,102,3,2,1,10,2,84,23
612,Eric Dier,Bayern Munich,0.5,65,4,20,43,3,0,65,1,1,100.0,0,0.0,38,235,113,0,1,0,0,0,44,0
613,Lucas Digne,Aston Villa,10.6,624,35,226,168,235,10,624,9,4,44.4,5,55.6,306,1235,517,7,6,1,5,6,350,54
614,Federico Dimarco,Inter,10.6,644,17,98,212,341,40,644,4,2,50.0,2,50.0,347,1431,845,16,18,3,10,2,442,107
615,Junior Dina Ebimbe,Eint Frankfurt,3.1,155,5,25,70,61,16,155,11,5,45.5,5,45.5,81,400,193,5,6,3,7,4,102,27
616,Eren Dinkci,Freiburg,6.5,293,2,24,150,126,15,293,12,7,58.3,5,41.7,148,973,504,17,13,3,15,7,189,39
617,Sinaly Diomande,Auxerre,7.8,393,44,198,171,26,8,393,6,3,50.0,3,50.0,198,824,419,1,2,0,5,0,221,4
618,Lois Diony,Angers,0.2,6,0,0,1,5,2,6,0,0,0.0,0,0.0,4,19,0,0,0,0,2,0,6,2
619,Issa Diop,Fulham,5.4,332,34,165,156,11,8,332,1,1,100.0,0,0.0,212,922,490,0,1,0,3,1,234,1
620,Sofiane Diop,Nice,3.3,204,5,21,103,84,11,204,6,3,50.0,3,50.0,113,537,244,5,6,0,5,4,138,14
621,Andy Diouf,Lens,10.5,558,13,79,291,201,19,558,34,19,55.9,13,38.2,296,1952,1142,37,33,4,27,11,376,30
622,Yehvann Diouf,Reims,13.0,512,425,507,5,0,0,512,0,0,0.0,0,0.0,277,1373,849,0,0,0,0,0,248,0
624,Assane Diousse,Auxerre,0.3,37,2,8,25,5,0,37,0,0,0.0,0,0.0,27,156,48,0,1,0,0,0,29,1
625,Axel Disasi,Chelsea,1.0,83,6,40,39,4,0,83,1,1,100.0,0,0.0,46,255,84,1,0,0,1,0,55,0
626,Roman Dixon,Everton,1.0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107,48,0,0,0,2,0,13,1
627,Alvaro djalo,Athletic Club,4.8,143,1,11,49,86,18,143,19,8,42.1,10,52.6,93,566,316,14,14,5,19,7,107,41
628,Djene,Getafe,11.5,492,49,207,245,48,8,492,8,2,25.0,4,50.0,225,1291,690,8,3,0,3,2,221,4
629,Berat Djimsiti,Atalanta,10.4,699,52,290,340,70,13,699,3,1,33.3,0,0.0,341,1728,907,9,13,1,3,0,453,19
630,Marko Dmitrovic,Leganés,9.0,330,261,329,1,0,0,330,0,0,0.0,0,0.0,154,891,482,0,0,0,0,0,104,0
631,Ritsu Doan,Freiburg,11.2,546,13,83,253,220,39,546,47,22,46.8,24,51.1,314,1712,786,25,21,11,18,22,386,63
632,Dodo,Fiorentina,12.9,820,38,214,356,264,27,820,52,23,44.2,22,42.3,499,3653,2148,69,38,12,23,10,519,78
633,Danilho Doekhi,Union Berlin,12.0,528,48,270,217,42,21,528,2,2,100.0,0,0.0,275,1357,653,4,5,0,5,1,327,4
634,Matt Doherty,Wolves,2.4,137,13,49,56,34,5,137,1,1,100.0,0,0.0,52,183,68,1,2,0,3,1,62,8
635,Jeremy Doku,Manchester City,4.9,320,1,11,68,249,47,320,53,28,52.8,13,24.5,236,2394,1555,70,32,29,15,16,266,94
636,Marc Domenech,Mallorca,1.3,36,0,4,15,19,4,36,1,1,100.0,0,0.0,16,70,31,0,1,0,5,2,21,8
637,Alex Dominguez,Toulouse,0.2,11,9,11,0,0,0,11,0,0,0.0,0,0.0,3,22,5,0,0,0,0,0,5,0
638,Benjamin Dominguez,Bologna,0.8,42,0,6,17,20,7,42,3,0,0.0,3,100.0,31,230,84,4,1,2,4,4,32,10
639,Carlos Dominguez,Celta Vigo,3.8,340,30,138,191,11,2,340,0,0,0.0,0,0.0,203,984,577,2,6,0,1,0,238,0
640,Israel Dominguez,Sevilla,0.2,2,0,0,2,0,0,2,0,0,0.0,0,0.0,1,3,0,0,0,0,0,0,2,0
641,Nicolas Dominguez,Nott'ham Forest,6.7,411,20,107,205,103,10,411,4,1,25.0,2,50.0,171,591,302,7,4,2,5,4,228,9
642,Sergi Dominguez,Barcelona,1.9,191,13,69,121,3,0,191,0,0,0.0,0,0.0,127,569,284,0,1,0,0,0,157,1
643,Gianluigi Donnarumma,Paris S-G,9.0,271,229,267,4,0,0,271,0,0,0.0,0,0.0,135,624,408,0,0,0,0,0,142,0
644,Patrick Dorgu,Lecce,12.4,566,27,141,253,188,30,566,30,9,30.0,15,50.0,342,2331,1145,38,25,12,21,24,387,75
645,Niklas Dorsch,Augsburg,0.4,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57,32,1,1,0,0,0,21,0
646,Niklas Dorsch,Heidenheim,5.1,288,10,72,178,45,2,288,7,5,71.4,1,14.3,171,932,411,3,2,0,5,4,172,5
647,Alberto Dossena,Como,11.6,745,96,384,346,18,11,745,3,2,66.7,1,33.3,438,1738,994,4,1,0,2,2,491,0
648,Abdoulaye Doucoure,Everton,9.0,410,11,102,203,109,12,410,7,5,71.4,2,28.6,217,968,416,8,7,0,5,8,261,21
650,Cheick Doucoure,Crystal Palace,2.2,117,4,24,76,18,1,117,4,2,50.0,1,25.0,62,244,128,1,2,1,2,2,68,1
651,Desire Doue,Paris S-G,4.5,313,1,30,134,153,40,313,34,15,44.1,16,47.1,215,1590,857,34,16,18,8,8,263,55
652,Guela Doue,Strasbourg,12.0,956,67,436,427,105,17,956,9,6,66.7,3,33.3,477,1996,1024,13,9,2,12,4,574,16
653,Douglas,Nantes,10.4,635,21,147,371,120,22,635,8,6,75.0,2,25.0,310,1508,671,4,3,0,4,7,431,19
654,Ismael Doukoure,Strasbourg,9.8,537,41,189,323,28,0,537,8,6,75.0,2,25.0,291,1129,635,7,4,0,9,11,384,5
655,Issa Doumbia,Venezia,1.6,78,2,20,41,19,1,78,0,0,0.0,0,0.0,44,245,137,2,4,0,4,4,50,4
656,Kamory Doumbia,Brest,4.5,278,6,46,147,86,8,278,12,6,50.0,6,50.0,146,614,226,2,5,1,12,9,178,17
657,Amidou Doumbouya,Nice,0.2,12,2,6,5,1,0,12,1,1,100.0,0,0.0,4,30,24,1,0,0,0,0,4,0
658,Anastasios Douvikas,Celta Vigo,6.7,171,10,16,78,81,28,171,13,4,30.8,7,53.8,102,488,142,6,7,4,20,13,128,37
659,Artem Dovbyk,Roma,12.3,312,7,14,121,177,74,312,11,5,45.5,6,54.5,158,652,178,10,6,4,33,16,234,83
660,Flynn Downes,Southampton,11.7,741,52,237,370,137,13,741,7,1,14.3,6,85.7,354,1935,1018,15,14,2,11,12,542,19
661,Tommy Doyle,Wolves,3.0,220,11,64,129,28,1,220,3,2,66.7,0,0.0,128,708,290,3,1,0,4,1,148,2
662,Radu Dragusin,Tottenham,5.1,349,39,169,168,16,5,349,1,0,0.0,0,0.0,205,1124,531,3,2,0,4,1,231,1
663,Patrick Drewes,Bochum,12.0,560,431,554,6,0,0,560,0,0,0.0,0,0.0,302,1510,740,0,0,0,0,0,264,0
664,Tim Drexler,Hoffenheim,4.0,223,18,91,125,11,0,223,0,0,0.0,0,0.0,128,483,208,2,2,0,3,5,143,2
665,Domingos Duarte,Getafe,2.0,93,9,37,57,0,0,93,0,0,0.0,0,0.0,56,280,136,1,0,0,0,1,59,0
666,Marvin Ducksch,Werder Bremen,10.9,473,15,35,170,270,56,472,5,2,40.0,3,60.0,230,684,293,6,7,5,10,5,279,77
667,Ondrej Duda,Hellas Verona,7.9,480,11,89,296,103,2,480,14,8,57.1,3,21.4,261,1332,459,6,12,1,17,9,278,13
668,Denzel Dumfries,Inter,5.3,250,8,36,105,115,16,250,15,2,13.3,12,80.0,129,698,327,12,8,2,5,0,164,40
669,Alfred Duncan,Venezia,8.8,521,11,78,329,122,5,521,19,10,52.6,8,42.1,268,1201,526,7,12,0,10,10,332,11
670,Lewis Dunk,Brighton,8.0,727,91,359,323,53,7,727,1,0,0.0,1,100.0,444,2202,1205,8,7,0,0,2,528,1
671,Jhon Duran,Aston Villa,3.7,151,9,21,62,70,25,151,10,3,30.0,7,70.0,81,302,141,4,2,1,9,11,110,22
672,Pablo Duran,Celta Vigo,2.1,77,3,8,25,45,10,77,3,2,66.7,1,33.3,53,287,101,6,3,3,7,1,53,18
673,Julien Duranville,Dortmund,0.4,22,0,0,6,16,7,22,6,3,50.0,2,33.3,15,135,109,6,2,4,1,0,15,5
674,Hugo Duro,Valencia,9.6,248,6,20,135,98,31,248,9,2,22.2,7,77.8,114,415,141,6,3,3,24,12,172,27
676,Jean-Kevin Duverne,Nantes,5.5,354,27,119,176,59,2,354,5,2,40.0,1,20.0,151,633,318,6,8,1,5,2,185,8
677,Paulo Dybala,Roma,6.8,429,3,29,188,213,33,428,18,5,27.8,9,50.0,283,1426,583,14,13,10,21,11,331,52
678,Stefan Dzodic,Montpellier,1.9,134,15,72,59,3,1,134,0,0,0.0,0,0.0,88,497,294,2,1,0,0,0,98,0
679,Adam Dzwigala,St. Pauli,1.1,94,4,36,39,19,4,94,1,0,0.0,1,100.0,33,91,45,0,0,0,1,1,53,3
680,Aron Donnum,Toulouse,10.1,495,23,96,237,176,19,495,37,15,40.5,18,48.6,266,1746,1082,35,19,8,14,13,283,47
681,Enzo Ebosse,Udinese,1.0,61,8,18,38,5,0,61,1,1,100.0,0,0.0,34,136,48,0,0,0,1,0,37,0
682,Ederson,Manchester City,12.0,456,297,449,7,0,0,456,0,0,0.0,0,0.0,287,1285,801,0,0,0,1,0,293,0
683,Ederson,Atalanta,12.8,889,22,180,502,215,25,889,19,9,47.4,7,36.8,556,2445,1185,13,16,4,22,20,681,34
684,George Edmundson,Ipswich Town,0.0,3,1,3,0,0,0,3,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0,1,0
685,Odsonne Edouard,Crystal Palace,1.3,45,1,4,23,18,8,45,1,0,0.0,1,100.0,23,107,50,2,1,2,4,1,26,7
686,Odsonne Edouard,Leicester City,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2
687,Samuel Edozie,Southampton,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23
688,Johannes Eggestein,St. Pauli,10.8,346,3,23,190,137,35,346,8,4,50.0,4,50.0,193,822,335,13,8,5,31,16,271,63
689,Maximilian Eggestein,Freiburg,10.4,568,19,135,350,89,13,568,8,5,62.5,3,37.5,280,1410,602,9,6,1,8,5,360,8
690,Kingsley Ehizibue,Udinese,12.7,595,29,167,223,210,19,595,14,3,21.4,9,64.3,272,1524,778,29,19,4,11,15,295,62
691,Chidera Ejuke,Sevilla,6.0,343,1,33,142,179,23,343,49,31,63.3,15,30.6,243,2084,1175,50,22,15,14,17,254,61
692,Jeff Ekhator,Genoa,4.0,97,3,6,29,64,13,97,3,0,0.0,3,100.0,59,242,83,3,1,3,12,4,74,30
693,Hugo Ekitike,Eint Frankfurt,8.7,331,6,31,148,162,55,331,49,24,49.0,24,49.0,199,1398,743,26,17,12,29,11,240,64
694,Jurgen Ekkelenkamp,Udinese,4.8,219,6,36,117,70,7,219,6,2,33.3,4,66.7,118,561,275,5,3,0,8,2,155,15
695,Jacques Ekomie,Angers,2.5,139,3,40,42,57,2,139,8,2,25.0,5,62.5,48,257,118,5,3,0,5,4,61,10
696,Emmanuel Ekong,Empoli,1.5,56,0,10,19,29,5,56,17,7,41.2,8,47.1,32,335,183,6,2,3,7,9,43,11
697,Caleb Ekuban,Genoa,2.3,51,2,6,17,29,8,51,4,2,50.0,2,50.0,31,126,64,1,1,0,6,6,35,11
698,Pierre Ekwah Elimby,Saint-Étienne,9.7,534,58,217,274,46,0,534,9,6,66.7,3,33.3,277,1330,609,6,4,0,5,5,359,2
699,Anthony Elanga,Nott'ham Forest,7.8,314,12,52,90,179,30,314,27,5,18.5,13,48.1,155,1240,700,23,14,15,18,11,194,50
700,Mikael Ellertsson,Venezia,9.4,336,12,62,113,165,26,336,19,7,36.8,10,52.6,173,765,389,13,12,3,21,9,202,47
702,Harvey Elliott,Liverpool,0.1,16,0,2,4,10,1,16,0,0,0.0,0,0.0,10,50,28,1,0,1,0,0,11,3
703,Elif Elmas,RB Leipzig,0.5,28,1,10,13,5,2,28,1,1,100.0,0,0.0,13,33,11,0,0,0,0,2,17,2
704,Aritz Elustondo,Real Sociedad,3.1,234,31,122,97,16,2,234,2,0,0.0,2,100.0,115,683,391,4,0,0,2,0,140,2
705,Nico Elvedi,Gladbach,5.5,463,68,250,194,19,7,463,0,0,0.0,0,0.0,258,1199,660,7,5,0,2,0,305,2
706,Adri Embarba,Rayo Vallecano,7.3,363,8,38,136,196,24,363,20,8,40.0,11,55.0,188,1099,539,22,16,7,17,11,223,50
707,Breel Embolo,Monaco,7.5,221,3,10,91,122,46,221,22,7,31.8,13,59.1,159,754,319,10,7,7,28,19,184,52
708,Emanuel Emegha,Strasbourg,7.1,162,12,20,66,78,24,162,13,5,38.5,8,61.5,88,540,292,13,5,11,17,9,115,28
709,Emerson,Milan,9.5,651,26,172,307,175,11,651,12,4,33.3,7,58.3,358,1408,623,9,12,1,12,5,426,43
710,Yunus Emre Konak,Brentford,0.2,22,0,5,9,8,0,22,1,0,0.0,1,100.0,9,51,34,1,0,1,2,3,13,1
711,Julio Enciso,Brighton,1.0,79,0,6,32,43,4,79,13,6,46.2,5,38.5,40,205,118,4,3,2,4,2,49,7
712,Wataru Endo,Liverpool,0.3,28,1,7,13,8,1,28,1,1,100.0,0,0.0,13,74,10,0,0,1,3,1,16,0
713,Endrick,Real Madrid,0.7,43,0,2,15,26,8,43,5,2,40.0,2,40.0,29,210,110,5,3,4,3,0,34,11
714,Yannik Engelhardt,Como,4.9,313,7,61,216,38,3,313,9,4,44.4,2,22.2,223,1180,505,6,6,0,6,3,228,5
715,Arne Engels,Augsburg,0.9,32,1,1,14,17,2,32,1,0,0.0,1,100.0,17,75,38,1,3,0,0,0,24,5
716,Christian Eriksen,Manchester Utd,5.6,386,16,80,195,113,7,386,0,0,0.0,0,0.0,200,734,285,4,6,0,1,3,255,15
717,Martin Erlic,Bologna,2.5,181,19,73,99,9,4,181,1,0,0.0,0,0.0,124,533,320,2,0,0,0,0,135,1
718,Patrick Erras,Holstein Kiel,9.2,622,124,357,242,23,14,622,0,0,0.0,0,0.0,282,1063,596,3,1,0,3,0,413,1
719,Alfonso Espino,Rayo Vallecano,3.4,170,12,68,64,40,4,170,6,3,50.0,2,33.3,54,297,165,5,3,3,4,3,63,8
720,Sebastiano Esposito,Empoli,6.5,256,4,25,127,113,23,256,19,9,47.4,8,42.1,125,648,339,13,12,5,11,13,168,17
721,Samuel Essende,Augsburg,5.6,178,2,9,79,97,32,178,14,4,28.6,10,71.4,107,532,209,11,10,5,26,13,133,41
722,Dario Essugo,Las Palmas,8.4,564,40,175,328,68,2,564,11,8,72.7,2,18.2,303,1373,693,7,12,1,13,7,386,2
723,Nahuel Estevez,Parma,3.9,190,17,52,102,36,2,190,0,0,0.0,0,0.0,58,176,82,2,0,0,1,3,99,1
724,Pervis Estupinan,Brighton,7.8,596,26,142,293,166,12,596,8,3,37.5,5,62.5,299,1405,803,19,18,5,8,11,368,49
725,Evanilson,Bournemouth,9.7,212,10,14,83,116,49,211,15,5,33.3,4,26.7,124,621,319,11,5,6,14,12,146,27
726,Jonny Evans,Manchester Utd,3.2,223,30,125,91,11,2,223,1,1,100.0,0,0.0,128,498,183,1,0,0,1,0,137,2
728,Eberechi Eze,Crystal Palace,9.7,532,5,70,250,225,38,532,53,21,39.6,30,56.6,329,1904,925,29,19,12,16,14,380,64
729,Abde Ezzalzouli,Betis,11.7,609,4,64,230,329,88,608,67,32,47.8,26,38.8,391,2924,1734,66,47,33,35,28,450,117
730,Giovanni Fabbian,Bologna,4.3,117,4,16,63,42,17,117,4,0,0.0,2,50.0,72,546,169,7,0,3,7,5,76,11
731,Lukasz Fabianski,West Ham,5.5,201,162,201,0,0,0,201,0,0,0.0,0,0.0,106,574,365,0,0,0,0,0,80,0
732,Alieu Fadera,Como,9.2,374,5,55,143,190,34,374,28,14,50.0,11,39.3,278,2039,1166,40,21,17,18,21,272,79
733,Wout Faes,Leicester City,13.0,772,145,378,361,36,13,772,3,3,100.0,0,0.0,432,2015,1225,4,6,0,9,3,495,1
734,Nicolo Fagioli,Juventus,5.4,410,10,69,245,98,9,410,3,2,66.7,1,33.3,274,1852,916,17,19,2,9,2,343,17
735,Romain Faivre,Brest,5.3,211,1,28,95,92,17,210,26,9,34.6,16,61.5,130,877,408,12,11,5,3,3,148,21
736,Wladimiro Falcone,Lecce,14.0,472,419,470,2,0,0,472,0,0,0.0,0,0.0,242,1327,851,0,0,0,0,0,198,0
737,Davide Faraoni,Hellas Verona,0.5,30,4,9,12,10,2,30,0,0,0.0,0,0.0,16,80,33,1,1,0,0,0,18,5
738,Abdul Fatawu Issahaku,Leicester City,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
739,Ansu Fati,Barcelona,1.4,81,0,7,35,41,10,81,5,2,40.0,2,40.0,58,305,121,4,5,1,6,2,67,16
740,Khalil Fayad,Montpellier,2.8,174,8,38,102,35,3,174,5,1,20.0,4,80.0,91,595,252,6,3,0,0,6,119,7
741,Jacopo Fazzini,Empoli,6.1,222,8,43,102,84,12,222,20,11,55.0,6,30.0,136,935,469,13,8,7,17,14,148,30
742,Peter Federico,Getafe,2.6,90,3,13,33,46,9,90,7,1,14.3,6,85.7,43,192,37,1,0,2,8,5,54,15
743,Nabil Fekir,Betis,2.0,107,0,3,52,53,6,107,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18
744,Mattia Felici,Cagliari,1.1,59,1,5,23,32,9,59,11,7,63.6,2,18.2,38,277,154,7,3,6,3,2,39,10
745,Joao Felix,Chelsea,2.3,165,1,15,78,75,18,165,20,7,35.0,8,40.0,112,707,418,12,7,3,2,2,128,16
746,Kiko Femenia,Villarreal,12.3,852,48,316,410,132,2,852,14,11,78.6,2,14.3,441,2568,1407,29,15,0,10,4,507,19
747,Evan Ferguson,Brighton,1.4,47,5,9,30,8,2,47,0,0,0.0,0,0.0,23,88,24,2,1,1,3,4,31,5
748,Lewis Ferguson,Bologna,0.1,13,0,0,8,5,0,13,0,0,0.0,0,0.0,11,87,42,0,2,0,0,0,11,1
749,Zinedine Ferhat,Angers,2.3,138,1,9,60,71,7,138,4,4,100.0,0,0.0,81,420,125,5,2,2,7,4,102,20
750,Bruno Fernandes,Manchester Utd,12.0,839,17,110,404,333,35,838,23,11,47.8,10,43.5,503,2354,1195,28,22,6,17,16,622,60
751,Edimilson Fernandes,Brest,3.5,189,14,62,96,31,2,189,2,1,50.0,1,50.0,110,677,203,2,3,0,6,2,121,0
752,Mateus Fernandes,Southampton,9.9,542,28,135,258,161,20,542,32,16,50.0,15,46.9,294,1856,929,28,19,3,17,13,359,33
754,Alvaro Fernandez,Sevilla,4.3,180,140,178,2,0,0,180,0,0,0.0,0,0.0,99,457,196,0,0,0,0,0,102,0
755,Enzo Fernandez,Chelsea,8.8,606,12,95,321,190,21,606,11,4,36.4,4,36.4,302,1127,555,10,9,1,11,11,434,32
756,Valery Fernandez,Mallorca,1.7,61,5,15,27,21,6,61,4,0,0.0,4,100.0,36,200,84,1,2,0,1,2,38,5
757,Matias Fernandez-Pardo,Lille,3.4,137,4,19,45,75,16,137,22,10,45.5,10,45.5,86,893,519,18,11,11,8,5,97,23
758,Jordan Ferri,Montpellier,7.2,482,10,119,291,77,5,482,6,0,0.0,4,66.7,266,1305,564,5,3,0,2,15,354,13
759,Karol Fila,Strasbourg,0.1,4,0,2,2,0,0,4,0,0,0.0,0,0.0,1,1,1,0,0,0,0,0,2,0
760,Kilian Fischer,Wolfsburg,9.4,530,39,172,244,119,9,530,9,4,44.4,5,55.6,219,1193,503,15,15,2,14,5,267,24
761,Mark Flekken,Brentford,13.0,698,546,680,21,0,0,698,0,0,0.0,0,0.0,454,2301,1238,0,0,0,0,0,408,0
762,Mateo Flores,Betis,0.3,16,1,6,9,1,0,16,0,0,0.0,0,0.0,11,50,6,0,0,0,1,1,10,0
763,Phil Foden,Manchester City,7.0,434,5,31,145,260,36,434,18,6,33.3,8,44.4,265,1296,660,15,7,5,13,9,335,53
764,Malick Fofana,Lyon,7.8,376,3,47,130,211,49,376,29,13,44.8,13,44.8,245,1961,1242,48,26,19,19,8,274,80
765,Wesley Fofana,Chelsea,11.3,821,76,341,451,43,9,821,13,7,53.8,3,23.1,502,2681,1353,14,10,1,15,4,581,4
766,Yahia Fofana,Angers,13.0,441,392,439,2,0,0,441,1,1,100.0,0,0.0,220,1203,753,0,0,0,0,0,145,0
767,Youssouf Fofana,Milan,10.6,657,15,140,449,78,6,657,10,4,40.0,6,60.0,395,2286,1212,13,15,1,11,7,497,8
768,Jonas Fohrenbach,Heidenheim,11.6,622,38,232,280,116,11,622,14,6,42.9,7,50.0,298,1712,939,22,7,3,10,2,319,28
