,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
767,Lewis Dobbin,Everton,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0
768,Matt Doherty,Tottenham,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7
769,Jeremy Doku,Rennes,5.2,2,0,0,9,15,0,13,3,5,0,0,0,38,2,5,28.6
770,Kasper Dolberg,Nice,16.6,0,0,0,30,29,3,5,6,4,0,0,0,38,21,25,45.7
771,Jaume Domenech,Valencia,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0
772,Brandon Domingues,Troyes,2.6,0,0,0,3,9,0,11,3,2,0,0,0,12,0,1,0.0
773,Carlos Dominguez,Celta Vigo,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5
774,Mario Dominguez,Valencia,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0
775,Nicolas Dominguez,Bologna,22.4,8,0,0,26,39,0,14,32,45,0,0,0,158,32,29,52.5
776,John Donald,Elche,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3
777,Lee Dongjun,Hertha BSC,1.3,0,0,0,3,3,1,2,2,1,0,0,0,3,0,2,0.0
778,Anastasios Donis,Reims,4.1,0,1,0,9,3,8,24,0,7,0,0,0,11,2,5,28.6
780,Gianluigi Donnarumma,Paris S-G,17.0,3,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
781,Niklas Dorsch,Augsburg,25.8,8,0,0,53,48,0,20,35,47,0,0,0,240,16,17,48.5
782,Gabriel Dos Santos,Arsenal,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5
783,Jodel Dossou,Clermont Foot,22.3,4,0,0,25,38,15,60,5,17,1,0,0,97,7,15,31.8
784,Lohann Doucet,Nantes,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
785,Abdoulaye Doucoure,Everton,28.2,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,48.6
786,Cheick Doucoure,Lens,32.7,7,1,0,42,24,0,6,68,43,0,0,0,218,22,20,52.4
787,Fode Doucoure,Reims,1.7,0,0,0,1,1,0,4,4,9,0,0,0,10,1,5,16.7
788,Ismael Doukoure,Strasbourg,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
789,Kamory Doumbia,Reims,3.9,1,0,0,1,4,1,9,3,2,0,0,0,26,3,6,33.3
790,Moussa Doumbia,Reims,1.0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,4,0.0
791,Souleyman Doumbia,Angers,24.7,10,1,0,22,25,1,69,39,20,0,2,0,127,14,16,46.7
792,Kieran Dowell,Norwich City,10.1,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,22.2
793,Bartlomiej Dragowski,Fiorentina,6.2,0,1,0,1,0,0,0,1,0,0,0,0,9,0,0,0.0
794,Radu Dragusin,Sampdoria,6.9,1,0,0,6,5,1,4,10,3,0,0,0,49,14,7,66.7
795,Radu Dragusin,Salernitana,5.4,1,0,0,3,4,0,0,13,4,0,0,0,28,7,7,50.0
796,Cody Drameh,Leeds United,1.4,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0
797,Julian Draxler,Paris S-G,6.1,0,0,0,4,1,1,5,5,2,0,0,0,26,1,4,20.0
798,Matthieu Dreyer,Lorient,16.0,0,0,0,0,2,0,0,0,1,0,0,0,11,2,0,100.0
799,Domingos Duarte,Granada,18.7,7,1,0,24,15,0,1,22,14,0,3,0,93,39,23,62.9
800,Oscar Duarte,Levante,19.7,5,0,0,26,4,2,0,24,8,0,0,0,98,67,35,65.7
801,Ruben Duarte,Alavés,29.1,12,1,1,45,40,2,119,57,47,1,1,0,163,54,37,59.3
802,Leo Dubois,Lyon,19.4,5,0,0,18,14,1,76,22,27,1,0,0,94,21,19,52.5
803,Martin Dubravka,Newcastle Utd,26.0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,80.0
804,Ondrej Duda,Köln,17.9,5,0,0,41,34,0,27,17,16,0,0,0,129,16,21,43.2
806,Jeremy Dudziak,Greuther Fürth,12.6,1,0,0,11,24,3,34,10,6,2,0,0,55,9,19,32.1
807,Shane Duffy,Brighton,16.0,7,0,0,15,5,1,1,16,12,0,0,0,68,65,26,71.4
808,Unai Dufur,Osasuna,1.0,0,0,0,1,0,0,0,4,0,0,0,0,8,2,2,50.0
809,Denzel Dumfries,Inter,22.5,3,0,0,32,37,4,36,9,12,2,1,0,89,43,32,57.3
810,Paul Dummett,Newcastle Utd,2.2,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,71.4
811,Alfred Duncan,Fiorentina,21.5,3,0,0,22,13,0,44,10,19,0,0,0,92,9,17,34.6
812,Lewis Dunk,Brighton,28.6,3,1,0,9,4,0,3,27,8,0,0,0,170,81,37,68.6
813,Erik Durm,Eint Frankfurt,5.3,1,0,0,2,7,0,14,10,7,0,0,0,25,3,8,27.3
814,Hugo Duro,Getafe,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7
815,Hugo Duro,Valencia,20.4,3,1,1,29,44,7,12,4,19,2,1,0,64,39,68,36.4
816,Jean-Kevin Duverne,Brest,33.4,1,0,0,35,31,3,74,53,44,0,0,1,205,38,35,52.1
817,Paulo Dybala,Juventus,22.9,3,0,0,16,48,6,66,9,13,0,0,0,103,10,19,34.5
818,Edin Dzeko,Inter,27.4,2,0,0,27,39,5,35,4,8,2,0,0,81,84,74,53.2
819,Enzo Ebosse,Angers,21.0,1,0,0,14,21,0,16,15,14,0,1,0,112,22,22,50.0
820,Tyronne Ebuehi,Venezia,12.6,1,1,0,22,4,1,28,16,12,0,0,0,61,15,18,45.5
821,Ederson,Manchester City,37.0,3,0,0,1,4,0,0,0,1,0,1,0,43,10,3,76.9
822,Ederson,Salernitana,12.7,5,0,0,18,34,1,5,19,18,0,0,0,62,11,17,39.3
823,Odsonne Edouard,Crystal Palace,17.4,4,0,0,25,6,4,7,0,10,0,0,0,62,38,45,45.8
824,CJ Egan-Riley,Manchester City,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
825,Maximilian Eggestein,Freiburg,24.4,2,0,0,32,26,1,11,30,28,0,0,0,145,46,51,47.4
826,Lilian Egloff,Stuttgart,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3
827,Kingsley Ehizibue,Köln,7.6,2,0,0,15,16,0,17,9,18,0,0,0,45,13,5,72.2
828,Julian Eitschberger,Hertha BSC,0.5,0,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0.0
829,Albin Ekdal,Sampdoria,18.2,11,1,1,31,39,0,2,29,28,0,0,0,144,24,17,58.5
830,Hugo Ekitike,Reims,14.1,1,1,0,18,31,12,4,6,10,2,1,0,66,26,33,44.1
832,Jurgen Ekkelenkamp,Hertha BSC,8.0,1,0,0,11,5,0,3,4,3,0,0,0,48,9,17,34.6
833,Caleb Ekuban,Genoa,19.1,2,0,0,22,32,2,13,9,12,0,0,0,78,36,51,41.4
834,Anthony Elanga,Manchester Utd,13.5,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,57.1
835,Alberth Elis,Bordeaux,15.7,2,0,0,22,23,9,28,7,10,1,0,0,46,26,41,38.8
836,Harvey Elliott,Liverpool,3.8,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,50.0
837,Elif Elmas,Napoli,18.0,3,0,0,27,30,2,10,8,15,1,0,0,64,7,22,24.1
838,Mohamed Elneny,Arsenal,9.0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,50.0
839,Aritz Elustondo,Real Sociedad,23.4,3,1,0,18,22,2,5,29,14,0,1,0,123,54,23,70.1
840,Nico Elvedi,M'Gladbach,27.0,3,1,0,21,21,0,0,34,24,0,0,0,158,72,38,65.5
841,Mohamed Elyounoussi,Southampton,22.7,4,0,0,28,18,1,29,12,17,0,0,0,82,38,46,45.2
842,Adri Embarba,Espanyol,22.1,4,0,0,30,43,7,192,19,29,0,0,0,108,17,31,35.4
843,Breel Embolo,M'Gladbach,24.1,3,0,0,41,71,20,2,6,11,2,0,0,57,35,64,35.4
844,Emerson,Tottenham,25.4,5,0,0,28,45,2,74,22,47,0,0,0,152,33,42,44.0
845,Emerson,Barcelona,1.0,0,0,0,3,3,0,2,2,3,0,0,0,2,0,1,0.0
846,Renaud Emond,Nantes,2.1,0,0,0,3,3,0,0,0,0,0,0,0,9,5,17,22.7
847,Youssef En-Nesyri,Sevilla,14.2,1,0,0,11,10,18,5,4,5,1,0,0,28,45,51,46.9
848,Keita Endo,Union Berlin,0.6,0,0,0,0,2,1,3,0,1,0,0,0,4,0,2,0.0
849,Wataru Endo,Stuttgart,32.2,4,0,0,30,61,1,7,30,41,0,0,0,226,75,38,66.4
850,Christian Eriksen,Brentford,10.4,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,45.5
851,Martin Erlic,Spezia,28.6,5,0,0,28,20,0,2,28,16,2,2,0,134,55,40,57.9
852,Gonzalo Escalante,Lazio,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
853,Gonzalo Escalante,Alavés,14.4,8,1,1,25,23,3,3,21,14,1,0,0,93,34,23,59.6
854,Aaron Escandell,Granada,3.2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0.0
855,Sergio Escudero,Granada,15.9,6,0,0,14,20,5,30,26,24,0,1,0,90,33,36,47.8
856,Alfonso Espino,Cádiz,37.0,6,0,0,50,43,6,150,54,63,0,1,0,278,46,54,46.0
858,Michael Esser,Bochum,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
859,Estanis,Barcelona,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.0
860,Maxime Esteve,Montpellier,20.6,2,0,0,10,6,0,0,22,18,0,0,0,92,32,27,54.2
861,Pervis Estupinan,Villarreal,17.5,3,0,0,24,11,11,73,25,22,0,1,0,126,23,19,54.8
862,Oghenekaro Etebo,Watford,4.5,3,0,0,8,3,0,2,5,8,0,0,0,31,3,1,75.0
863,Jonny Evans,Leicester City,15.0,3,0,0,15,11,0,3,20,14,0,0,0,105,48,17,73.8
864,Eberechi Eze,Crystal Palace,6.7,1,0,0,5,12,0,27,5,6,0,0,0,38,7,13,35.0
865,Abdessamad Ezzalzouli,Barcelona,6.4,4,0,0,17,15,2,15,9,9,0,0,0,29,3,7,30.0
866,Lukasz Fabianski,West Ham,37.0,2,0,0,1,7,0,0,0,0,0,1,0,21,11,0,100.0
867,Fabinho,Liverpool,25.7,7,0,0,40,28,0,6,39,25,0,0,0,193,43,24,64.2
868,Fabio,Nantes,18.5,8,1,0,30,19,1,35,35,40,0,2,0,107,30,30,50.0
869,Cesc Fabregas,Monaco,0.4,0,0,0,1,2,0,5,1,0,0,0,0,4,0,0,0.0
870,Wout Faes,Reims,37.0,2,0,0,21,24,0,3,53,24,0,2,0,199,38,32,54.3
871,Wahid Faghir,Stuttgart,1.4,0,0,0,0,3,2,0,0,0,0,0,0,2,4,4,50.0
872,Romain Faivre,Lyon,9.9,0,0,0,14,17,1,61,3,4,0,0,0,55,2,1,66.7
873,Romain Faivre,Brest,19.9,1,0,0,15,27,1,115,13,18,0,0,0,110,6,14,30.0
874,Radamel Falcao,Rayo Vallecano,9.3,1,0,0,17,18,15,4,2,1,0,0,0,17,27,33,45.0
875,Diego Falcinelli,Bologna,0.7,0,0,0,2,4,0,0,1,2,0,0,0,5,5,6,45.5
876,Wladimiro Falcone,Sampdoria,9.5,2,0,0,0,1,0,0,1,0,0,0,0,8,3,0,100.0
877,Fali,Cádiz,20.0,6,0,0,19,11,0,11,24,19,0,0,0,110,31,26,54.4
878,Paolo Farago,Cagliari,0.2,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0
879,Omar Faraj,Levante,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0
880,Davide Faraoni,Hellas Verona,28.6,8,1,1,27,34,5,82,23,40,0,1,0,193,45,50,47.4
881,Mohamed Fares,Genoa,6.5,2,0,0,10,6,0,24,8,2,0,0,0,43,9,14,39.1
882,Diego Farias,Cagliari,0.7,0,0,0,0,0,0,2,0,1,0,0,0,5,1,2,33.3
884,Wuilker Farinez,Lens,12.3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,100.0
885,Omer Faruk Beyaz,Stuttgart,0.8,0,0,0,0,0,0,2,2,3,0,0,0,5,0,1,0.0
886,Noah Fatar,Angers,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
887,Ansu Fati,Barcelona,3.7,0,0,0,9,12,3,3,1,2,1,0,0,10,1,3,25.0
888,Julien Faussurier,Brest,5.4,1,0,0,5,7,5,38,5,6,0,0,0,36,5,5,50.0
889,Andrea Favilli,Genoa,0.4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0
890,Federico Fazio,Salernitana,15.9,3,1,1,16,15,1,6,27,11,0,2,0,84,54,22,71.1
891,Aleix Febas,Mallorca,1.3,1,0,0,2,5,0,0,0,1,0,0,0,9,1,2,33.3
892,Adrian Fein,Greuther Fürth,0.4,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0.0
893,Nabil Fekir,Betis,31.0,7,1,0,65,92,9,173,7,29,0,0,0,106,26,48,35.1
894,Felipe,Atlético Madrid,16.7,5,1,0,21,14,2,0,28,15,0,0,0,100,45,29,60.8
895,Luiz Felipe,Lazio,27.7,9,1,0,28,16,0,2,33,23,1,0,0,133,43,42,50.6
896,Joao Felix,Atlético Madrid,14.0,3,1,1,15,57,9,18,7,2,0,0,0,31,19,18,51.4
897,Ohis Felix Uduokhai,Augsburg,8.7,1,0,0,6,7,0,4,9,6,0,0,0,42,23,12,65.7
898,Kiko Femenia,Watford,23.8,2,0,0,12,13,2,106,37,22,0,0,0,135,12,14,46.2
899,Evan Ferguson,Brighton,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0
900,Nathan Ferguson,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
901,Bruno Fernandes,Manchester Utd,34.6,10,0,0,33,47,3,148,17,28,0,0,0,180,19,30,38.8
902,Edimilson Fernandes,Arminia,3.1,0,0,0,3,1,0,14,2,0,0,0,0,23,5,3,62.5
903,Aitor Fernandez,Levante,13.0,1,1,0,1,2,0,0,0,1,0,0,0,20,1,0,100.0
904,Alex Fernandez,Cádiz,22.8,2,0,0,15,23,2,69,30,31,0,0,0,164,18,30,37.5
905,Alvaro Fernandez,Brentford,12.0,0,0,0,0,3,0,0,0,0,0,0,1,18,2,2,50.0
906,Federico Fernandez,Newcastle Utd,5.8,0,0,0,1,2,0,1,4,0,0,0,0,24,10,5,66.7
907,Fernandinho,Manchester City,10.7,1,0,0,14,10,0,2,8,10,0,0,0,85,22,15,59.5
908,Fernando,Sevilla,20.6,6,0,0,16,11,1,1,29,17,0,0,0,131,35,45,43.8
910,Alex Ferrari,Sampdoria,18.3,4,0,0,29,24,0,7,39,22,0,1,0,109,23,21,52.3
911,Salvador Ferrer,Spezia,16.6,3,0,0,13,10,0,44,18,18,0,0,0,82,34,23,59.6
912,Jordan Ferri,Montpellier,32.3,13,1,1,49,72,0,39,30,35,0,1,0,300,17,34,33.3
913,Riccardo Fiamozzi,Empoli,6.9,1,0,0,3,7,0,11,7,5,0,1,0,42,4,6,40.0
914,Fidel,Elche,25.1,9,0,0,26,29,7,118,7,23,0,1,0,141,6,21,22.2
915,Karol Fila,Strasbourg,6.2,3,0,0,8,9,0,24,4,8,0,0,0,32,7,7,50.0
916,Alfred Finnbogason,Augsburg,3.2,0,0,0,3,1,1,2,2,1,0,0,0,9,4,4,50.0
917,Luca Fiordilino,Venezia,7.3,2,0,0,5,10,2,9,11,13,0,0,0,50,9,3,75.0
918,Vincenzo Fiorillo,Salernitana,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
919,Roberto Firmino,Liverpool,11.0,3,0,0,7,6,3,8,4,14,0,0,0,53,14,27,34.1
920,Junior Firpo,Leeds United,19.0,11,0,0,39,15,1,26,24,29,0,0,1,89,27,19,58.7
921,Mark Flekken,Freiburg,32.0,0,0,0,0,1,0,0,2,0,0,0,0,70,4,0,100.0
922,Ashley Fletcher,Watford,0.3,0,0,0,1,0,0,1,0,1,0,0,0,2,1,7,12.5
923,Alexis Flips,Reims,11.7,2,0,0,18,12,1,88,24,21,0,0,0,88,8,20,28.6
924,Alessandro Florenzi,Milan,12.8,2,0,0,10,8,3,56,27,14,0,0,0,79,9,9,50.0
925,Phil Foden,Manchester City,23.6,1,0,0,15,23,14,132,11,8,0,0,0,83,5,27,15.6
926,Mamadou Fofana,Metz,0.4,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0
927,Seko Fofana,Lens,37.3,2,0,0,27,45,5,41,26,19,0,0,0,210,15,13,53.6
928,Wesley Fofana,Leicester City,7.0,2,0,0,7,7,0,0,12,8,0,0,0,43,20,10,66.7
929,Youssouf Fofana,Monaco,24.3,4,0,0,33,25,0,6,32,43,0,1,0,175,14,10,58.3
930,Thomas Foket,Reims,24.8,5,0,0,26,27,5,64,33,19,1,0,0,135,15,19,44.1
931,Thomas Fontaine,Lorient,1.9,1,0,0,4,1,0,0,2,0,0,0,0,8,2,4,33.3
932,Jose Fontan,Celta Vigo,3.1,3,0,0,10,0,0,5,10,3,0,1,0,17,4,2,66.7
933,Jose Fonte,Lille,38.0,4,0,0,23,8,1,6,44,12,0,0,0,205,87,42,67.4
934,Fernando Forestieri,Udinese,0.6,1,0,0,3,4,0,4,0,0,0,0,0,0,0,2,0.0
936,Pablo Fornals,West Ham,31.1,4,0,0,24,28,6,87,27,28,1,0,0,182,23,30,43.4
937,Emil Forsberg,RB Leipzig,19.0,2,0,0,11,22,4,38,2,12,0,0,0,58,9,18,33.3
938,Adam Forshaw,Leeds United,17.0,5,0,0,26,15,2,5,19,23,0,0,0,119,11,11,50.0
939,Marcus Forss,Brentford,2.3,0,0,0,3,1,0,1,1,3,0,0,0,4,2,7,22.2
940,Fraser Forster,Southampton,19.0,1,0,0,0,3,0,0,0,0,0,0,0,7,7,0,100.0
941,Philipp Forster,Stuttgart,10.7,4,0,0,15,9,2,8,3,13,0,0,0,58,10,11,47.6
942,Francesco Forte,Venezia,4.7,3,0,0,11,7,2,2,0,2,0,0,0,14,18,16,52.9
943,Steven Fortes,Lens,1.0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,100.0
944,Ben Foster,Watford,26.0,0,0,0,1,4,0,0,0,0,0,1,0,54,5,3,62.5
945,Tariqe Fosu,Brentford,0.2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0
946,Timothy Fosu-Mensah,Leverkusen,1.6,0,0,0,1,0,0,4,2,3,0,0,0,14,2,3,40.0
947,Dimitri Foulquier,Granada,2.0,0,0,0,1,3,0,7,1,0,0,0,0,4,1,3,25.0
948,Dimitri Foulquier,Valencia,26.0,11,0,0,39,40,1,60,29,17,1,1,0,164,20,22,47.6
949,Juan Foyth,Villarreal,21.4,6,1,1,39,22,0,7,20,49,0,1,0,125,36,24,60.0
950,Gianluca Frabotta,Hellas Verona,0.2,0,0,0,2,0,0,3,1,0,0,0,0,2,1,2,33.3
951,Raphael Framberger,Augsburg,9.4,3,0,0,17,8,0,36,9,19,0,1,0,44,9,12,42.9
952,Przemyslaw Frankowski,Lens,27.2,5,0,0,36,9,2,71,28,39,0,1,0,130,12,11,52.2
953,Enric Franquesa,Levante,6.9,1,0,0,7,7,1,10,7,3,0,0,0,28,8,7,53.3
954,Fransergio,Bordeaux,14.0,7,0,0,26,12,0,6,23,10,0,1,0,78,27,32,45.8
955,Ryan Fraser,Newcastle Utd,16.3,3,0,0,10,24,2,88,11,3,0,0,0,61,5,22,18.5
956,Davide Frattesi,Sassuolo,31.7,6,0,0,46,57,0,14,29,16,2,1,1,143,26,40,39.4
957,Fred,Manchester Utd,22.5,5,0,0,31,30,0,3,32,27,1,0,1,197,15,13,53.6
958,Ryan Fredericks,West Ham,3.4,1,0,0,3,1,0,9,4,2,0,0,0,11,3,2,60.0
959,Morten Frendrup,Genoa,7.7,1,0,0,10,4,0,8,17,24,0,0,0,70,12,10,54.5
960,Remo Freuler,Atalanta,26.3,10,0,0,43,28,0,25,35,39,0,1,1,186,20,24,45.5
962,Marvin Friedrich,M'Gladbach,6.7,1,0,0,4,2,1,0,5,8,0,1,0,38,19,8,70.4
963,Marvin Friedrich,Union Berlin,13.0,4,1,1,12,2,0,5,23,5,0,0,1,79,39,32,54.9
964,Jeremie Frimpong,Leverkusen,22.8,6,0,0,17,45,1,58,17,18,0,1,1,120,19,18,51.4
965,Christian Fruchtl,Bayern Munich,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
966,Jorge de Frutos,Levante,19.6,4,0,0,39,21,13,69,12,15,0,2,0,96,7,16,30.4
967,Leo Fuhr Hjelde,Leeds United,1.7,0,0,0,1,0,0,3,4,4,0,0,0,9,3,2,60.0
968,Chris Fuhrich,Stuttgart,19.0,3,0,0,9,19,2,61,8,16,0,0,0,107,3,12,20.0
969,Angelo Fulgini,Angers,32.5,6,0,0,36,84,5,69,22,25,0,0,0,137,33,41,44.6
970,Marius Funk,Greuther Fürth,8.0,0,0,0,1,1,0,0,0,0,0,1,0,19,3,0,100.0
971,Stephan Furstner,Mainz 05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
972,Matteo Gabbia,Milan,6.0,3,0,0,7,2,0,0,8,3,0,0,0,25,13,8,61.9
973,Manolo Gabbiadini,Sampdoria,12.7,3,0,0,12,16,6,24,3,4,0,0,0,37,16,32,33.3
974,Mijat Gacinovic,Hoffenheim,1.2,1,0,0,4,1,0,0,1,3,0,0,0,3,3,3,50.0
975,Gianluca Gaetano,Napoli,0.2,0,0,0,1,1,0,0,2,1,0,0,0,3,2,2,50.0
976,Luca Gagliano,Cagliari,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.0
977,Roberto Gagliardini,Inter,7.2,2,0,0,24,16,0,5,9,6,0,0,0,40,14,14,50.0
978,Riccardo Gagliolo,Salernitana,12.6,2,0,0,8,12,0,15,28,12,0,0,0,68,14,11,56.0
979,Javi Galan,Celta Vigo,36.6,8,0,0,54,75,11,173,45,66,0,0,0,234,25,48,34.2
980,Inigo Ruiz de Galarreta,Mallorca,15.3,4,0,0,25,33,0,14,20,21,0,0,0,109,18,12,60.0
981,Nicolas Galazzi,Venezia,0.2,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,0.0
982,Pablo Galdames Millan,Genoa,11.4,2,0,0,20,11,3,31,8,12,0,0,0,78,6,15,28.6
983,Thiago Galhardo,Celta Vigo,12.8,5,0,0,21,13,16,9,6,6,0,0,0,31,48,66,42.1
984,Conor Gallagher,Crystal Palace,31.6,10,0,0,65,65,2,128,29,38,1,0,0,187,23,37,38.3
985,Gauthier Gallon,Troyes,31.0,2,0,0,0,7,0,0,2,0,0,0,0,33,2,1,66.7
986,Cristian Gamboa,Bochum,19.1,6,0,0,21,11,2,32,32,36,0,0,0,153,20,9,69.0
988,Kevin Gameiro,Strasbourg,26.5,0,0,0,16,17,14,16,6,10,1,0,0,81,10,48,17.2
989,Idrissa Gana Gueye,Paris S-G,18.2,4,0,0,38,16,1,2,24,36,0,0,0,127,8,15,34.8
990,Ignatius Ganago,Lens,11.4,2,0,0,9,10,10,3,2,2,0,0,0,27,19,30,38.8
991,Silvere Ganvoula M'Boussy,Bochum,1.7,0,0,0,2,1,6,0,0,0,0,0,0,5,22,8,73.3
992,Alvaro Garcia,Rayo Vallecano,33.3,6,0,0,23,25,11,194,42,23,0,0,0,187,5,23,17.9
993,Dani Garcia,Athletic Club,24.2,9,0,0,44,22,1,4,24,22,0,0,0,132,33,33,50.0
994,David Garcia,Osasuna,34.5,8,0,0,53,21,0,0,52,14,0,1,0,221,134,42,76.1
995,Eric Garcia,Barcelona,22.7,5,1,0,34,5,2,2,44,18,0,1,0,95,32,21,60.4
996,Fran Garcia,Rayo Vallecano,33.6,4,0,0,24,15,2,128,45,35,0,0,0,210,25,37,40.3
997,Joan Garcia,Espanyol,1.2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0.0
998,Manu Garcia,Alavés,12.0,3,0,0,24,33,0,43,13,9,0,0,0,81,3,10,23.1
999,Raul Garcia,Athletic Club,20.0,3,0,0,49,32,12,20,9,17,0,0,0,62,57,66,46.3
1000,Ruben Garcia,Osasuna,26.4,1,0,0,37,28,8,199,24,26,0,1,0,139,28,44,38.9
1001,Saul Garcia,Alavés,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0
1002,Unai Garcia,Osasuna,15.6,5,0,0,10,7,0,8,22,12,0,1,0,75,34,33,50.7
1003,Alejandro Garnacho,Manchester Utd,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1004,Mario Gaspar,Villarreal,6.9,1,0,0,8,2,0,4,6,4,0,0,0,30,8,11,42.1
1005,Djeidi Gassama,Paris S-G,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1006,Johan Gastien,Clermont Foot,30.5,8,2,0,29,33,0,61,53,34,0,1,1,260,21,27,43.8
1007,Gavi,Barcelona,25.7,11,1,1,63,69,12,48,25,18,1,0,0,122,32,35,47.8
1008,Dwight Gayle,Newcastle Utd,0.4,1,0,0,2,2,0,0,1,0,0,0,0,2,1,1,50.0
1009,Jean-Philippe Gbamin,Everton,0.7,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,100.0
1010,David de Gea,Manchester Utd,38.0,0,0,0,0,1,0,0,0,0,0,0,0,30,8,0,100.0
1011,Linus Gechter,Hertha BSC,8.0,0,0,0,6,0,0,2,11,8,0,1,0,44,8,14,36.4
1012,Dennis Geiger,Hoffenheim,15.3,6,0,0,39,19,0,42,14,23,0,1,0,102,0,6,0.0
1014,Joe Gelhardt,Leeds United,8.3,4,0,0,17,24,5,3,0,3,2,0,0,30,11,21,34.4
1015,Luca Gemello,Torino,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1016,Yannick Gerhardt,Wolfsburg,17.5,2,0,0,18,24,2,32,25,20,0,0,0,115,26,25,51.0
1017,Valere Germain,Montpellier,21.9,3,0,0,23,27,7,15,9,14,0,0,0,54,53,104,33.8
1018,Gerson,Marseille,28.3,3,0,0,45,67,2,22,16,17,2,0,0,109,23,19,54.8
1019,Willem Geubbels,Nantes,6.0,1,0,0,10,4,5,6,6,5,0,0,0,16,10,13,43.5
1020,Hamadi Al Ghaddioui,Stuttgart,5.5,2,0,0,13,6,3,1,0,4,0,0,0,10,16,19,45.7
1021,Ismael Gharbi,Paris S-G,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1022,Anwar El Ghazi,Aston Villa,4.3,2,0,0,8,5,2,14,1,4,0,0,0,20,10,11,47.6
1023,Anwar El Ghazi,Everton,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0.0
1024,Lamine Ghezali,Saint-Étienne,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0
1025,Paolo Ghiglione,Genoa,6.7,3,0,0,11,3,0,37,10,12,0,0,0,33,7,8,46.7
1026,Saman Ghoddos,Brentford,6.0,2,0,0,12,10,0,21,3,10,1,0,0,36,11,15,42.3
