,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
67,Adria Altimira,Villarreal,3.1,0,0,0,1,2,0,1,2,3,0,0,0,19,1,0,100.0
68,Sergi Altimira,Betis,1.0,0,0,0,2,1,0,0,2,4,0,0,0,12,0,0,0.0
69,Edson Alvarez,West Ham,8.4,5,0,0,15,4,0,2,7,9,0,1,0,47,12,14,46.2
70,Gaston Alvarez,Getafe,10.0,3,0,0,15,6,0,8,19,18,0,0,0,61,17,15,53.1
71,Julian Alvarez,Manchester City,10.9,2,0,0,11,5,0,66,1,4,1,0,0,32,1,10,9.1
72,Yeray Alvarez,Athletic Club,2.1,1,0,0,1,2,0,0,3,5,0,0,0,12,8,2,80.0
73,Skelly Alvero,Lyon,3.5,2,0,0,10,3,0,2,0,7,0,0,0,15,9,7,56.3
74,Papa Amadou Diallo,Metz,1.7,0,0,0,1,0,1,0,2,1,0,0,0,9,4,4,50.0
75,Selim Amallah,Valencia,3.9,3,1,1,11,18,1,2,6,9,0,0,0,17,7,7,50.0
76,Amath,Mallorca,2.9,1,0,0,7,5,4,1,3,4,1,0,0,10,3,2,60.0
78,Lorenzo Amatucci,Fiorentina,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
79,Zeki Amdouni,Burnley,8.2,1,0,0,7,20,1,4,3,8,0,0,0,31,7,19,26.9
80,Bruno Amione,Hellas Verona,2.9,1,0,0,5,2,0,1,5,1,0,0,0,18,8,6,57.1
81,Michael Amir Murillo,Marseille,2.6,1,0,0,3,3,2,5,3,3,0,0,0,11,5,3,62.5
82,Nadiem Amiri,Leverkusen,0.1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0.0
83,Sofyan Amrabat,Manchester Utd,3.5,2,0,0,9,4,0,4,3,7,0,0,0,17,4,1,80.0
84,Joachim Andersen,Crystal Palace,12.0,2,0,0,11,10,1,12,13,11,0,0,0,54,29,12,70.7
85,Elliot Anderson,Newcastle Utd,4.6,0,0,0,6,7,0,3,2,6,0,0,0,18,6,4,60.0
86,Felipe Anderson,Lazio,9.9,0,0,0,8,7,1,22,13,13,0,0,0,43,1,7,12.5
87,Benjamin Andre,Lille,12.0,3,0,0,19,18,0,6,16,26,0,0,0,100,27,19,58.7
88,Komnen Andric,Clermont Foot,1.4,0,0,0,0,1,1,1,0,1,0,0,0,3,2,5,28.6
89,Robert Andrich,Leverkusen,1.7,0,0,0,1,0,0,0,4,0,0,0,0,8,2,3,40.0
90,Miguel Angel Rubio,Granada,6.2,1,0,0,8,3,0,0,12,4,0,0,0,34,21,13,61.8
91,Fabrizio Angileri,Getafe,0.8,1,1,0,0,1,0,4,1,0,0,0,0,9,0,3,0.0
92,Jaidon Anthony,Bournemouth,1.7,1,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25.0
93,Waldemar Anton,Stuttgart,11.0,2,0,0,11,9,0,3,15,8,1,0,0,65,28,11,71.8
94,Michail Antonio,West Ham,9.0,2,0,0,13,15,6,10,1,4,0,0,0,23,15,31,32.6
95,Antony,Manchester Utd,5.4,2,0,0,6,15,0,9,6,3,0,0,0,40,0,6,0.0
96,Christopher Antwi-Adjei,Bochum,4.7,2,0,0,4,1,5,17,0,3,0,0,0,10,4,9,30.8
97,Houssem Aouar,Roma,4.7,3,0,0,6,6,0,10,4,9,0,0,0,28,6,5,54.5
98,Stredair Appuah,Nantes,0.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0
99,Mauro Arambarri,Getafe,3.8,2,0,0,18,3,0,6,2,2,0,0,0,27,5,8,38.5
100,Julian Araujo,Las Palmas,6.6,3,0,0,7,1,1,9,6,9,0,0,0,28,18,10,64.3
101,Ronald Araujo,Barcelona,6.4,0,0,0,9,5,0,6,4,7,0,0,0,34,22,8,73.3
102,Cameron Archer,Sheffield Utd,7.9,1,0,0,5,11,4,0,1,2,0,0,0,23,4,13,23.5
104,Cameron Archer,Aston Villa,0.1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
105,Alphonse Areola,West Ham,12.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
106,Adu Ares,Athletic Club,0.3,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0.0
107,Jesus Areso,Osasuna,8.1,1,0,0,11,0,1,26,7,9,0,0,0,43,10,4,71.4
108,Jose Arnaiz,Osasuna,3.1,0,0,0,2,8,1,11,1,0,0,0,0,16,3,4,42.9
109,Hakon Arnar Haraldsson,Lille,3.5,2,0,0,5,4,1,1,1,3,0,0,0,16,1,2,33.3
110,Marko Arnautovic,Inter,1.4,0,0,0,2,1,1,0,0,1,0,0,0,5,0,1,0.0
111,Maximilian Arnold,Wolfsburg,8.7,4,0,0,10,10,0,32,11,8,0,0,0,57,2,6,25.0
112,Mohamed El Arouch,Lyon,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
113,Sergio Arribas,Almería,8.4,0,0,0,7,16,0,19,5,5,0,0,0,29,6,10,37.5
114,Kepa Arrizabalaga,Real Madrid,10.0,1,0,0,0,2,0,0,0,0,0,0,0,11,1,0,100.0
115,Arthur,Leverkusen,0.4,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0.0
116,Takuma Asano,Bochum,9.3,0,0,0,6,7,7,14,2,2,0,0,0,31,5,24,17.2
117,Marco Asensio,Paris S-G,2.6,0,0,0,1,1,0,4,0,1,0,0,0,7,1,0,100.0
118,Kristjan Asllani,Inter,1.0,0,0,0,1,1,0,4,3,0,0,0,0,8,0,2,0.0
119,Joel Asoro,Metz,5.2,1,0,0,10,12,1,7,2,7,0,0,0,18,9,7,56.3
120,Iago Aspas,Celta Vigo,11.1,4,0,0,5,20,5,63,4,1,0,0,0,39,0,13,0.0
121,Lorenz Assignon,Rennes,10.6,4,0,0,18,14,1,19,7,12,1,0,0,62,11,12,47.8
122,Youcef Atal,Nice,4.0,2,0,0,3,4,0,6,4,3,0,0,0,28,2,2,50.0
123,Valentin Atangana Edoa,Reims,1.7,0,0,0,7,1,0,0,2,5,0,0,0,11,3,8,27.3
124,Arthur Atta,Metz,1.3,0,0,0,2,2,3,0,1,2,0,0,0,5,1,1,50.0
125,Noah Atubolu,Freiburg,11.0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,100.0
126,Pierre-Emerick Aubameyang,Marseille,9.1,1,0,0,2,7,6,6,3,3,0,0,0,24,11,16,40.7
127,Tommaso Augello,Cagliari,8.8,0,0,0,3,5,1,52,4,5,0,0,0,49,9,9,50.0
128,Yann Aurel Bisseck,Inter,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
130,Serge Aurier,Nott'ham Forest,8.3,2,0,0,7,9,0,18,7,10,0,0,0,42,27,15,64.3
131,Ezequiel Avila,Osasuna,6.8,2,2,0,6,15,2,52,4,1,0,0,0,26,7,14,33.3
132,Taiwo Awoniyi,Nott'ham Forest,7.4,1,0,0,8,7,9,1,0,3,0,0,0,27,15,23,39.5
133,Jordan Ayew,Crystal Palace,11.3,4,0,0,21,41,4,34,8,13,0,0,0,68,18,21,46.2
134,Neil El Aynaoui,Lens,1.5,1,0,0,4,6,0,0,1,2,0,0,0,18,1,2,33.3
135,Sardar Azmoun,Roma,0.9,1,0,0,2,1,0,0,1,3,0,0,0,6,3,2,60.0
136,Cesar Azpilicueta,Atlético Madrid,6.5,1,0,0,10,4,0,5,6,7,0,0,0,41,9,6,60.0
137,Paulo Azzi,Cagliari,4.2,0,0,0,0,1,2,14,6,5,0,0,0,23,5,8,38.5
138,Oussama El Azzouzi,Bologna,2.2,2,0,0,6,2,1,0,4,3,0,0,0,23,1,3,25.0
139,Iddrisu Baba,Almería,8.2,2,0,0,17,17,0,4,9,15,0,1,0,63,15,8,65.2
140,Srdan Babic,Almería,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0
141,Aliou Badara Balde,Nice,0.4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0.0
142,Loic Bade,Sevilla,9.0,1,1,0,12,2,1,0,15,11,0,0,0,54,33,14,70.2
143,Milan Badelj,Genoa,6.8,2,0,0,6,4,0,1,14,4,0,0,0,54,3,6,33.3
144,Matthias Bader,Darmstadt 98,7.7,1,0,0,5,20,0,13,14,8,0,0,0,54,5,6,45.5
145,Alex Baena,Villarreal,8.8,4,1,0,15,18,2,55,4,6,0,0,0,37,1,1,50.0
146,Jaime Baez,Frosinone,5.0,1,0,0,5,13,5,22,4,1,1,0,0,27,4,4,50.0
147,Leon Bailey,Aston Villa,3.8,1,0,0,6,4,0,17,5,0,0,0,0,24,4,3,57.1
148,Nedim Bajrami,Sassuolo,6.1,0,0,0,6,2,1,22,4,1,0,0,0,26,0,4,0.0
149,Tiemoue Bakayoko,Lorient,3.1,1,0,0,5,9,0,0,5,6,0,0,0,25,2,3,40.0
150,Mitchel Bakker,Atalanta,1.2,0,0,0,0,2,0,6,0,1,0,0,0,9,1,0,100.0
151,Ridle Baku,Wolfsburg,5.4,1,0,0,6,10,1,13,7,4,0,0,0,42,4,10,28.6
152,Dilane Bakwa,Strasbourg,5.6,1,0,0,9,18,2,21,4,4,0,0,0,22,5,7,41.7
153,Tommaso Baldanzi,Empoli,6.8,1,0,0,4,14,1,7,2,2,0,0,0,25,0,4,0.0
154,Alejandro Balde,Barcelona,10.0,1,0,0,4,8,1,22,5,7,0,0,0,48,10,7,58.8
156,George Baldock,Sheffield Utd,5.0,2,0,0,11,10,0,11,4,4,1,0,0,25,3,6,33.3
157,Carlos Baleba,Brighton,3.0,2,0,0,7,3,0,0,6,5,0,0,0,21,6,0,100.0
158,Carlos Baleba,Lille,0.7,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,0.0
159,Leonardo Balerdi,Marseille,5.2,2,1,1,4,3,0,0,10,7,0,0,0,34,18,4,81.8
160,Ivan Balliu,Rayo Vallecano,11.0,1,0,0,11,14,3,27,13,7,0,0,0,58,7,8,46.7
161,Folarin Balogun,Monaco,5.6,1,0,0,12,8,6,5,2,1,0,0,0,19,2,11,15.4
162,Jonathan Bamba,Celta Vigo,12.3,0,0,0,7,33,4,25,7,5,0,0,0,53,3,10,23.1
163,Lameck Banda,Lecce,6.1,2,0,0,14,13,2,18,1,7,0,0,0,37,1,3,25.0
164,Mamady Bangre,Toulouse,1.0,1,0,0,2,0,1,2,3,1,0,0,0,9,1,2,33.3
165,Mattia Bani,Genoa,10.0,5,0,0,7,12,1,0,7,3,0,0,0,49,14,14,50.0
166,Leo Baptistao,Almería,4.6,2,0,0,7,14,3,4,2,3,0,0,0,15,17,19,47.2
167,Shandon Baptiste,Brentford,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
168,Antonin Barak,Fiorentina,1.2,0,0,0,1,1,0,0,0,1,0,0,0,10,3,2,60.0
169,Francisco Barbosa,Betis,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
170,Bradley Barcola,Lyon,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8
171,Bradley Barcola,Paris S-G,3.8,1,0,0,7,3,1,3,4,6,0,0,0,19,2,2,50.0
172,Melvin Bard,Nice,11.1,2,0,0,15,11,0,25,18,15,0,0,0,74,7,9,43.8
173,Nicolo Barella,Inter,9.9,2,0,0,7,6,1,18,4,10,0,0,0,57,7,5,58.3
174,Kike Barja,Osasuna,2.7,2,0,0,7,3,1,17,1,2,0,0,0,14,2,3,40.0
175,Ross Barkley,Luton Town,4.9,0,0,0,3,9,0,11,6,5,0,0,0,38,7,8,46.7
176,Aymen Barkok,Mainz 05,2.6,1,0,0,10,2,0,8,1,5,0,0,0,9,6,10,37.5
177,Harvey Barnes,Newcastle Utd,2.1,1,0,0,1,7,0,6,1,0,0,0,0,6,1,2,33.3
178,Leandro Barreiro Martins,Mainz 05,10.9,3,0,0,21,13,1,3,22,17,0,0,0,65,16,32,33.3
179,Enzo Barrenechea,Frosinone,10.1,4,0,0,15,12,0,0,9,15,0,0,0,81,12,11,52.2
180,Ander Barrenetxea,Real Sociedad,8.2,0,0,0,9,13,2,17,4,4,0,0,0,43,3,13,18.8
182,Pablo Barrios,Atlético Madrid,5.3,2,0,0,7,11,0,5,11,7,0,0,0,42,6,1,85.7
183,Davide Bartesaghi,Milan,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
184,Marc Bartra,Betis,2.5,1,0,0,4,1,0,0,3,3,0,0,0,15,4,4,50.0
185,Federico Baschirotto,Lecce,10.6,1,1,0,7,2,0,1,7,4,0,2,0,47,25,9,73.5
186,Chris Basham,Sheffield Utd,3.6,1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7
187,Calvin Bassey,Fulham,5.4,2,1,1,2,2,1,0,10,7,0,0,0,41,5,7,41.7
188,Alessandro Bastoni,Inter,8.3,3,0,0,11,12,0,24,7,12,0,0,0,40,12,9,57.1
189,Simone Bastoni,Empoli,1.8,0,0,0,5,1,0,7,6,7,0,0,0,14,2,1,66.7
190,Maximilian Bauer,Augsburg,5.3,1,0,0,6,6,0,0,6,5,0,0,0,17,11,11,50.0
191,Oliver Baumann,Hoffenheim,11.0,1,0,0,1,2,0,0,0,1,0,1,0,35,0,0,0.0
192,Christoph Baumgartner,RB Leipzig,3.2,1,0,0,10,9,0,3,1,4,1,0,0,9,4,8,33.3
193,Bebe,Rayo Vallecano,0.7,1,0,0,0,1,0,9,0,2,0,0,0,6,0,2,0.0
194,Ihlas Bebou,Hoffenheim,5.6,1,0,0,11,7,3,13,6,5,0,0,0,27,10,10,50.0
195,Adrian Beck,Heidenheim,4.3,1,0,0,4,5,2,3,2,5,0,0,0,18,7,12,36.8
196,Sheraldo Becker,Union Berlin,6.5,0,0,0,6,4,3,50,0,3,1,0,0,43,0,7,0.0
197,Donny van de Beek,Manchester Utd,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
198,Yanis Begraoui,Toulouse,3.0,0,0,0,5,7,1,4,5,2,0,0,0,10,4,5,44.4
199,Kevin Behrens,Union Berlin,8.8,2,0,0,17,16,6,2,2,8,0,0,0,25,61,53,53.5
200,Maximilian Beier,Hoffenheim,8.1,0,0,0,5,15,3,7,0,0,2,0,0,15,7,14,33.3
201,Jeremie Bela,Clermont Foot,0.4,0,0,0,0,1,0,7,0,0,0,0,0,1,0,1,0.0
202,Amari'i Bell,Luton Town,6.2,0,0,0,3,4,0,3,5,13,0,0,0,28,3,9,25.0
203,Stefan Bell,Mainz 05,6.4,2,0,0,9,7,1,1,5,8,0,0,0,34,23,22,51.1
204,Raoul Bellanova,Torino,10.1,3,0,0,8,18,0,49,8,7,0,0,0,43,11,11,50.0
205,Jean-Ricner Bellegarde,Wolves,2.4,0,1,0,2,5,0,14,1,2,0,0,0,9,2,3,40.0
206,Jean-Ricner Bellegarde,Strasbourg,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0
208,Hector Bellerin,Betis,9.0,0,0,0,11,5,1,25,12,7,0,0,1,46,8,18,30.8
209,Jude Bellingham,Real Madrid,10.5,1,0,0,11,34,2,9,9,13,0,0,0,48,7,12,36.8
210,Jeanoel Belocian,Rennes,6.3,0,0,0,4,7,0,9,8,9,0,0,0,36,4,1,80.0
211,Andrea Belotti,Roma,5.3,0,0,0,7,17,5,4,0,4,0,0,0,9,12,15,44.4
212,Fran Beltran,Celta Vigo,10.0,2,0,0,9,6,0,3,8,7,0,0,0,59,4,12,25.0
213,Lucas Beltran,Fiorentina,4.1,1,0,0,7,7,3,2,0,5,0,0,0,6,5,23,17.9
214,Eliesse Ben Seghir,Monaco,0.4,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0.0
215,Anis Ben Slimane,Sheffield Utd,1.2,2,0,0,2,1,0,0,1,1,0,0,0,17,2,6,25.0
216,Wissam Ben Yedder,Monaco,9.9,0,0,0,4,8,10,2,3,3,0,0,0,25,8,13,38.1
217,Carlos Benavidez,Alavés,3.4,1,0,0,10,4,0,3,7,10,0,0,0,20,18,12,60.0
218,Said Benrahma,West Ham,4.8,1,0,0,4,5,1,12,3,1,0,0,0,31,0,4,0.0
219,Ramy Bensebaini,Dortmund,7.2,4,1,1,12,22,0,12,8,13,0,0,0,52,9,9,50.0
220,Nabil Bentaleb,Lille,3.8,2,0,0,11,2,0,0,7,7,0,0,0,25,2,2,50.0
221,Rodrigo Bentancur,Tottenham,0.7,1,0,0,1,2,0,1,0,2,0,0,0,1,1,3,25.0
222,Domenico Berardi,Sassuolo,9.9,3,0,0,19,19,2,45,8,6,1,0,0,40,4,14,22.2
223,Yuri Berchiche,Athletic Club,6.5,1,0,0,5,11,0,14,6,7,0,0,0,34,11,5,68.8
224,Alex Berenguer,Athletic Club,4.6,2,0,0,7,7,4,48,1,4,0,0,0,20,11,10,52.4
225,Bartosz Bereszynski,Empoli,3.9,1,0,0,4,6,0,6,3,5,0,0,0,21,5,1,83.3
226,Johann Berg Gudmundsson,Burnley,4.8,2,0,0,5,7,0,28,8,2,0,0,0,20,4,3,57.1
227,Sander Berge,Burnley,8.8,2,0,0,10,5,1,5,6,6,0,0,0,44,26,15,63.4
228,Etrit Berisha,Empoli,10.0,0,0,0,0,2,0,0,0,0,0,0,0,15,5,0,100.0
229,Mergim Berisha,Hoffenheim,1.6,0,0,0,5,2,1,2,0,0,0,0,0,8,2,9,18.2
230,Mergim Berisha,Augsburg,1.4,0,0,0,0,3,1,1,0,0,0,0,0,1,2,1,66.7
231,Bernardo,Bochum,11.0,3,0,0,20,10,1,8,21,21,0,1,0,70,44,29,60.3
232,Victor Bernth Kristiansen,Bologna,5.7,1,0,0,7,1,1,9,2,8,0,1,0,17,6,1,85.7
234,Matus Bero,Bochum,4.0,2,0,0,10,4,1,3,1,5,0,0,0,21,4,7,36.4
235,Luke Berry,Luton Town,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
236,Jan-Niklas Beste,Heidenheim,9.4,2,0,0,8,21,1,88,7,10,1,0,0,39,3,8,27.3
237,Beto,Everton,3.3,0,0,0,7,5,1,3,0,5,0,0,0,15,22,19,53.7
238,Beto,Udinese,0.8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0
239,Sam Beukema,Bologna,11.0,2,0,0,11,5,0,0,7,8,0,1,0,70,18,8,69.2
240,Jordan Beyer,Burnley,7.5,3,0,0,5,4,0,0,11,12,0,0,0,34,14,13,51.9
241,Jaka Bijol,Udinese,12.0,1,0,0,18,5,0,1,14,16,0,0,0,52,43,13,76.8
242,Philip Billing,Bournemouth,10.3,2,0,0,11,10,0,12,13,13,0,0,0,53,18,11,62.1
243,Cristiano Biraghi,Fiorentina,6.5,1,0,0,14,5,0,56,4,8,0,0,0,31,3,4,42.9
244,Davide Biraschi,Genoa,1.0,0,0,0,0,2,0,0,2,3,0,0,0,4,1,0,100.0
245,Samuele Birindelli,Monza,5.2,2,0,0,5,7,0,14,6,5,0,0,0,14,4,2,66.7
246,Tom Bischof,Hoffenheim,1.3,0,0,0,0,1,1,7,1,4,0,0,0,7,1,0,100.0
247,Yves Bissouma,Tottenham,9.8,7,1,1,16,21,0,0,18,22,0,0,0,60,4,5,44.4
248,Leonardo Bittencourt,Werder Bremen,4.3,2,0,0,10,10,0,9,4,8,0,0,0,32,3,2,60.0
249,Marco Bizot,Brest,11.0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,1,66.7
250,Antonio Blanco,Alavés,7.5,0,1,0,7,14,0,5,9,12,0,0,0,56,5,5,50.0
251,Ruben Blanco,Marseille,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
252,Ludovic Blas,Rennes,8.7,0,0,0,20,12,2,14,2,5,0,0,0,48,0,6,0.0
253,Janis Blaswich,RB Leipzig,11.0,0,0,0,0,1,0,0,0,1,0,0,0,25,4,0,100.0
254,Alexis Blin,Lecce,3.0,0,0,0,5,4,0,4,3,2,0,0,0,16,6,8,42.9
255,Daley Blind,Girona,12.0,0,0,0,7,5,0,6,9,6,0,0,0,55,14,14,50.0
