,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
430,Daniel Caligiuri,it ITA,"DF,MF",Schalke 04,Bundesliga,29.0,1988.0,32.4,2178.0,66.0,493.0,1137.0,594.0,59.0,2175.0,101.0,56.0,55.4,45.0,44.6,992.0,7050.0,3904.0,116.0,74.0,26.0,36.0,37.0,1066.0,148.0
431,José Callejón,es ESP,FW,Napoli,Serie A,30.0,1987.0,36.0,1947.0,35.0,160.0,788.0,1016.0,135.0,1946.0,30.0,11.0,36.7,19.0,63.3,1024.0,4020.0,1955.0,55.0,45.0,11.0,39.0,22.0,1396.0,306.0
432,Jonathan Calleri,ar ARG,FW,Las Palmas,La Liga,23.0,1993.0,34.5,1136.0,37.0,81.0,480.0,583.0,176.0,1131.0,64.0,31.0,48.4,33.0,51.6,650.0,3103.0,1106.0,47.0,29.0,21.0,117.0,64.0,838.0,188.0
433,Simone Calvano,it ITA,MF,Hellas Verona,Serie A,24.0,1993.0,7.2,323.0,14.0,74.0,209.0,43.0,3.0,323.0,9.0,8.0,88.9,1.0,11.1,173.0,911.0,450.0,4.0,2.0,1.0,7.0,7.0,186.0,11.0
434,Dominic Calvert-Lewin,eng ENG,FW,Everton,Premier League,20.0,1997.0,20.9,763.0,22.0,65.0,303.0,408.0,77.0,763.0,43.0,21.0,48.8,22.0,51.2,397.0,2569.0,993.0,42.0,30.0,16.0,70.0,40.0,599.0,125.0
435,Ignacio Camacho,es ESP,"MF,DF",Wolfsburg,Bundesliga,27.0,1990.0,10.6,666.0,61.0,266.0,357.0,48.0,8.0,666.0,2.0,2.0,100.0,0.0,0.0,177.0,805.0,315.0,1.0,2.0,0.0,9.0,9.0,324.0,5.0
436,Abdoul Camara,gn GUI,"FW,MF",Guingamp,Ligue 1,27.0,1990.0,9.9,400.0,3.0,59.0,159.0,193.0,33.0,400.0,34.0,16.0,47.1,18.0,52.9,268.0,2146.0,1053.0,46.0,20.0,16.0,18.0,15.0,320.0,69.0
437,Souleymane Camara,sn SEN,FW,Montpellier,Ligue 1,34.0,1982.0,10.4,356.0,16.0,28.0,170.0,162.0,36.0,355.0,11.0,6.0,54.5,5.0,45.5,180.0,893.0,325.0,12.0,11.0,2.0,25.0,12.0,294.0,87.0
438,Víctor Camarasa,es ESP,MF,Betis,La Liga,23.0,1994.0,13.9,761.0,14.0,100.0,448.0,226.0,27.0,761.0,20.0,11.0,55.0,9.0,45.0,573.0,3400.0,1608.0,44.0,34.0,8.0,36.0,24.0,623.0,51.0
439,Geoff Cameron,us USA,"DF,MF",Stoke City,Premier League,32.0,1985.0,16.9,777.0,94.0,283.0,431.0,77.0,9.0,777.0,22.0,14.0,63.6,8.0,36.4,354.0,1989.0,915.0,9.0,6.0,1.0,18.0,11.0,345.0,15.0
440,José Campaña,es ESP,MF,Levante,La Liga,24.0,1993.0,30.4,1955.0,72.0,378.0,1091.0,520.0,29.0,1955.0,64.0,36.0,56.3,28.0,43.8,1127.0,6500.0,3504.0,84.0,45.0,8.0,35.0,20.0,1271.0,77.0
442,Joel Campbell,cr CRC,"MF,FW",Betis,La Liga,25.0,1992.0,2.4,130.0,1.0,12.0,48.0,74.0,11.0,130.0,14.0,9.0,64.3,5.0,35.7,109.0,775.0,366.0,14.0,10.0,7.0,9.0,8.0,110.0,26.0
443,Tyrese Campbell,eng ENG,FW,Stoke City,Premier League,17.0,1999.0,0.9,31.0,1.0,2.0,9.0,20.0,4.0,31.0,0.0,0.0,,0.0,,15.0,41.0,17.0,1.0,0.0,1.0,3.0,3.0,19.0,4.0
444,Emre Can,de GER,MF,Liverpool,Premier League,23.0,1994.0,23.2,1821.0,52.0,343.0,1177.0,328.0,32.0,1821.0,32.0,24.0,75.0,8.0,25.0,1084.0,7084.0,4252.0,84.0,56.0,9.0,30.0,15.0,1266.0,48.0
445,Sergio Canales,es ESP,"MF,FW",Real Sociedad,La Liga,26.0,1991.0,21.4,1540.0,11.0,151.0,737.0,682.0,49.0,1540.0,68.0,46.0,67.6,22.0,32.4,1005.0,6749.0,3173.0,79.0,89.0,16.0,29.0,35.0,1139.0,139.0
446,João Cancelo,pt POR,DF,Inter,Serie A,23.0,1994.0,20.6,1866.0,77.0,428.0,824.0,634.0,21.0,1866.0,78.0,45.0,57.7,33.0,42.3,1130.0,6918.0,3917.0,96.0,77.0,10.0,32.0,25.0,1273.0,133.0
447,João Cancelo,pt POR,MF,Valencia,La Liga,23.0,1994.0,1.0,62.0,0.0,4.0,21.0,39.0,12.0,62.0,6.0,2.0,33.3,4.0,66.7,37.0,436.0,305.0,12.0,6.0,6.0,3.0,1.0,47.0,12.0
448,Antonio Candreva,it ITA,FW,Inter,Serie A,30.0,1987.0,28.2,1887.0,21.0,189.0,737.0,995.0,84.0,1887.0,76.0,50.0,65.8,26.0,34.2,1282.0,9069.0,4572.0,158.0,104.0,37.0,48.0,27.0,1488.0,337.0
449,Paolo Cannavaro,it ITA,DF,Sassuolo,Serie A,36.0,1981.0,16.0,728.0,96.0,386.0,319.0,26.0,10.0,728.0,1.0,1.0,100.0,0.0,0.0,285.0,1462.0,828.0,6.0,0.0,0.0,2.0,2.0,399.0,3.0
450,Ander Capa,es ESP,DF,Eibar,La Liga,25.0,1992.0,25.0,1764.0,49.0,350.0,817.0,619.0,21.0,1764.0,61.0,34.0,55.7,27.0,44.3,829.0,5224.0,2987.0,81.0,82.0,11.0,36.0,24.0,907.0,122.0
451,Pierrick Capelle,fr FRA,MF,Angers,Ligue 1,30.0,1987.0,20.9,1081.0,27.0,198.0,536.0,362.0,47.0,1081.0,45.0,34.0,75.6,11.0,24.4,635.0,4021.0,2017.0,59.0,45.0,7.0,41.0,44.0,683.0,99.0
452,Leonardo Capezzi,it ITA,MF,Sampdoria,Serie A,22.0,1995.0,2.4,170.0,5.0,38.0,99.0,34.0,1.0,170.0,0.0,0.0,,0.0,,61.0,245.0,134.0,3.0,1.0,1.0,2.0,3.0,99.0,4.0
453,Étienne Capoue,fr FRA,MF,Watford,Premier League,29.0,1988.0,17.1,1078.0,57.0,180.0,771.0,134.0,6.0,1078.0,23.0,13.0,56.5,10.0,43.5,611.0,2428.0,968.0,8.0,17.0,1.0,8.0,18.0,644.0,22.0
454,Elio Capradossi,it ITA,DF,Roma,Serie A,21.0,1996.0,0.9,68.0,14.0,49.0,19.0,0.0,0.0,68.0,1.0,1.0,100.0,0.0,0.0,24.0,103.0,42.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0
455,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,Serie A,24.0,1993.0,20.1,948.0,3.0,49.0,326.0,588.0,104.0,948.0,75.0,36.0,48.0,39.0,52.0,609.0,3601.0,1674.0,58.0,44.0,23.0,62.0,48.0,750.0,206.0
456,Marco Capuano,it ITA,DF,Crotone,Serie A,25.0,1991.0,15.6,775.0,114.0,375.0,396.0,13.0,8.0,775.0,4.0,3.0,75.0,1.0,25.0,374.0,2140.0,1387.0,8.0,3.0,1.0,5.0,4.0,400.0,1.0
457,Marco Capuano,it ITA,DF,Cagliari,Serie A,25.0,1991.0,7.7,448.0,26.0,154.0,229.0,69.0,5.0,448.0,8.0,6.0,75.0,2.0,25.0,201.0,1091.0,617.0,14.0,8.0,0.0,3.0,6.0,254.0,22.0
458,Antonio Caracciolo,it ITA,DF,Hellas Verona,Serie A,27.0,1990.0,31.7,1377.0,291.0,902.0,430.0,51.0,26.0,1377.0,9.0,9.0,100.0,0.0,0.0,557.0,2773.0,1275.0,2.0,3.0,3.0,12.0,3.0,718.0,8.0
459,Yoan Cardinale,fr FRA,GK,Nice,Ligue 1,23.0,1994.0,10.0,298.0,273.0,296.0,2.0,0.0,0.0,298.0,0.0,0.0,,0.0,,115.0,548.0,453.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0
460,Diego Carlos,br BRA,DF,Nantes,Ligue 1,24.0,1993.0,25.5,1263.0,209.0,674.0,522.0,75.0,35.0,1263.0,5.0,4.0,80.0,1.0,20.0,573.0,2406.0,1552.0,4.0,6.0,1.0,13.0,7.0,600.0,8.0
461,Lionel Carole,fr FRA,DF,Sevilla,La Liga,26.0,1991.0,6.0,436.0,25.0,138.0,215.0,88.0,4.0,436.0,15.0,10.0,66.7,5.0,33.3,233.0,999.0,500.0,10.0,11.0,0.0,9.0,9.0,257.0,36.0
462,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,La Liga,23.0,1993.0,10.0,465.0,3.0,47.0,171.0,260.0,45.0,465.0,64.0,35.0,54.7,29.0,45.3,328.0,2567.0,1357.0,56.0,38.0,22.0,30.0,22.0,326.0,83.0
463,Michael Carrick,eng ENG,MF,Manchester Utd,Premier League,36.0,1981.0,1.2,108.0,6.0,22.0,77.0,10.0,1.0,108.0,2.0,2.0,100.0,0.0,0.0,65.0,211.0,125.0,0.0,0.0,0.0,0.0,2.0,82.0,1.0
464,Daniel Carriço,pt POR,DF,Sevilla,La Liga,28.0,1988.0,5.1,291.0,39.0,172.0,112.0,8.0,3.0,291.0,0.0,0.0,,0.0,,149.0,726.0,356.0,0.0,1.0,0.0,0.0,2.0,166.0,2.0
465,André Carrillo,pe PER,"FW,MF",Watford,Premier League,26.0,1991.0,17.1,958.0,16.0,148.0,455.0,374.0,51.0,958.0,82.0,59.0,72.0,23.0,28.0,674.0,4218.0,2107.0,71.0,52.0,21.0,51.0,42.0,718.0,97.0
466,Guido Carrillo,ar ARG,FW,Southampton,Premier League,26.0,1991.0,5.0,169.0,5.0,9.0,87.0,75.0,25.0,169.0,4.0,3.0,75.0,1.0,25.0,67.0,235.0,71.0,3.0,4.0,1.0,12.0,2.0,119.0,32.0
468,Guido Carrillo,ar ARG,FW,Monaco,Ligue 1,26.0,1991.0,4.7,137.0,7.0,10.0,63.0,64.0,25.0,137.0,1.0,1.0,100.0,0.0,0.0,53.0,165.0,34.0,1.0,0.0,1.0,5.0,4.0,102.0,14.0
469,Thomas Carrique,fr FRA,DF,Bordeaux,Ligue 1,18.0,1999.0,1.0,58.0,0.0,8.0,23.0,27.0,0.0,58.0,1.0,0.0,0.0,1.0,100.0,27.0,143.0,112.0,3.0,3.0,0.0,1.0,0.0,32.0,8.0
470,Andy Carroll,eng ENG,FW,West Ham,Premier League,28.0,1989.0,8.3,351.0,18.0,27.0,167.0,160.0,39.0,351.0,13.0,9.0,69.2,4.0,30.8,149.0,754.0,161.0,6.0,7.0,2.0,21.0,10.0,263.0,42.0
471,Tom Carroll,eng ENG,MF,Swansea City,Premier League,25.0,1992.0,28.6,1799.0,38.0,251.0,1068.0,495.0,20.0,1799.0,19.0,14.0,73.7,5.0,26.3,920.0,4587.0,2313.0,54.0,36.0,5.0,37.0,21.0,1253.0,57.0
472,Federico Cartabia,ar ARG,"FW,MF",La Coruña,La Liga,24.0,1993.0,14.7,781.0,7.0,107.0,341.0,353.0,45.0,781.0,52.0,35.0,67.3,17.0,32.7,485.0,3778.0,1774.0,68.0,44.0,18.0,36.0,32.0,557.0,137.0
473,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,25.0,1992.0,24.7,2127.0,89.0,506.0,1000.0,651.0,58.0,2127.0,46.0,32.0,69.6,14.0,30.4,1219.0,5469.0,3021.0,69.0,45.0,10.0,30.0,19.0,1424.0,216.0
474,Casemiro,br BRA,MF,Real Madrid,La Liga,25.0,1992.0,28.8,2102.0,123.0,608.0,1224.0,284.0,29.0,2102.0,17.0,11.0,64.7,6.0,35.3,1286.0,4719.0,2102.0,24.0,32.0,4.0,20.0,33.0,1418.0,47.0
475,Kiko Casilla,es ESP,GK,Real Madrid,La Liga,30.0,1986.0,10.0,289.0,255.0,288.0,1.0,0.0,0.0,289.0,0.0,0.0,,0.0,,149.0,610.0,394.0,0.0,1.0,1.0,1.0,0.0,111.0,0.0
476,Francesco Cassata,it ITA,MF,Sassuolo,Serie A,20.0,1997.0,5.1,177.0,2.0,34.0,87.0,61.0,3.0,177.0,11.0,6.0,54.5,5.0,45.5,96.0,563.0,185.0,4.0,4.0,0.0,6.0,5.0,108.0,20.0
477,Timothy Castagne,be BEL,DF,Atalanta,Serie A,21.0,1995.0,16.7,1178.0,43.0,301.0,512.0,368.0,42.0,1178.0,24.0,13.0,54.2,11.0,45.8,564.0,2922.0,1561.0,38.0,26.0,9.0,21.0,10.0,706.0,115.0
478,Leandro Castán,br BRA,DF,Cagliari,Serie A,30.0,1986.0,12.7,665.0,59.0,359.0,294.0,16.0,7.0,665.0,7.0,4.0,57.1,3.0,42.9,338.0,1505.0,841.0,5.0,2.0,0.0,6.0,1.0,395.0,2.0
479,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,25.0,1992.0,34.0,1421.0,1232.0,1418.0,5.0,0.0,0.0,1421.0,0.0,0.0,,0.0,,624.0,3917.0,2179.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0
480,Dani Castellano,es ESP,DF,Las Palmas,La Liga,29.0,1987.0,22.5,1329.0,83.0,431.0,681.0,232.0,12.0,1329.0,40.0,24.0,60.0,16.0,40.0,690.0,4339.0,2255.0,60.0,29.0,5.0,30.0,25.0,725.0,61.0
481,Javi Castellano,es ESP,MF,Las Palmas,La Liga,29.0,1987.0,17.4,1233.0,37.0,365.0,794.0,82.0,3.0,1233.0,12.0,7.0,58.3,5.0,41.7,697.0,2384.0,1119.0,7.0,4.0,1.0,13.0,5.0,828.0,10.0
482,Samu Castillejo,es ESP,"MF,FW",Villarreal,La Liga,22.0,1995.0,23.0,1339.0,30.0,206.0,612.0,547.0,67.0,1339.0,106.0,47.0,44.3,59.0,55.7,868.0,6053.0,2943.0,104.0,74.0,29.0,43.0,48.0,951.0,150.0
483,Chory Castro,uy URU,"MF,FW",Málaga,La Liga,32.0,1984.0,22.9,1249.0,27.0,187.0,574.0,505.0,39.0,1248.0,51.0,28.0,54.9,23.0,45.1,752.0,4161.0,2030.0,64.0,57.0,8.0,47.0,32.0,812.0,114.0
484,Gonzalo Castro,de GER,MF,Dortmund,Bundesliga,30.0,1987.0,13.4,960.0,13.0,98.0,570.0,302.0,15.0,960.0,25.0,10.0,40.0,15.0,60.0,512.0,2423.0,1093.0,17.0,25.0,2.0,13.0,8.0,686.0,47.0
485,Jonny Castro,es ESP,DF,Celta Vigo,La Liga,23.0,1994.0,35.6,2525.0,109.0,761.0,1253.0,546.0,41.0,2525.0,74.0,45.0,60.8,29.0,39.2,1338.0,7301.0,4055.0,96.0,83.0,13.0,50.0,36.0,1447.0,131.0
486,Lucas Castro,ar ARG,MF,Chievo,Serie A,28.0,1989.0,22.1,1340.0,48.0,214.0,744.0,410.0,57.0,1340.0,59.0,33.0,55.9,26.0,44.1,776.0,4188.0,2347.0,63.0,62.0,4.0,43.0,34.0,921.0,103.0
487,Rubén Castro,es ESP,FW,Betis,La Liga,36.0,1981.0,4.0,85.0,0.0,6.0,44.0,36.0,11.0,84.0,4.0,1.0,25.0,3.0,75.0,51.0,214.0,107.0,6.0,2.0,4.0,6.0,2.0,54.0,12.0
488,Danilo Cataldi,it ITA,MF,Benevento,Serie A,22.0,1994.0,25.4,1558.0,41.0,320.0,889.0,374.0,26.0,1558.0,31.0,23.0,74.2,8.0,25.8,856.0,5618.0,2269.0,49.0,25.0,6.0,29.0,22.0,1086.0,66.0
489,Craig Cathcart,nir NIR,DF,Watford,Premier League,28.0,1989.0,5.8,245.0,38.0,127.0,117.0,4.0,3.0,245.0,2.0,1.0,50.0,1.0,50.0,124.0,523.0,279.0,2.0,0.0,0.0,0.0,0.0,125.0,0.0
490,Edinson Cavani,uy URU,FW,Paris S-G,Ligue 1,30.0,1987.0,28.7,748.0,24.0,79.0,245.0,435.0,180.0,743.0,26.0,15.0,57.7,11.0,42.3,373.0,1368.0,655.0,30.0,11.0,22.0,35.0,14.0,544.0,168.0
491,Marijan Ćavar,ba BIH,MF,Eint Frankfurt,Bundesliga,19.0,1998.0,0.4,11.0,0.0,3.0,6.0,3.0,0.0,11.0,0.0,0.0,,0.0,,7.0,38.0,26.0,0.0,1.0,0.0,2.0,1.0,10.0,1.0
492,Dani Ceballos,es ESP,MF,Real Madrid,La Liga,20.0,1996.0,4.5,425.0,6.0,57.0,242.0,131.0,9.0,425.0,20.0,11.0,55.0,9.0,45.0,340.0,2009.0,927.0,13.0,14.0,1.0,6.0,4.0,357.0,17.0
494,Federico Ceccherini,it ITA,DF,Crotone,Serie A,25.0,1992.0,35.9,1766.0,304.0,959.0,745.0,81.0,34.0,1766.0,21.0,17.0,81.0,4.0,19.0,839.0,4666.0,2728.0,26.0,16.0,0.0,31.0,7.0,835.0,4.0
495,Emanuel Cecchini,ar ARG,"MF,DF",Málaga,La Liga,20.0,1996.0,0.3,25.0,1.0,8.0,15.0,2.0,0.0,25.0,1.0,1.0,100.0,0.0,0.0,15.0,68.0,38.0,1.0,2.0,0.0,0.0,0.0,15.0,0.0
496,Petr Čech,cz CZE,GK,Arsenal,Premier League,35.0,1982.0,33.8,1128.0,984.0,1123.0,5.0,0.0,0.0,1128.0,3.0,2.0,66.7,1.0,33.3,514.0,2918.0,2025.0,0.0,0.0,0.0,1.0,0.0,437.0,0.0
497,Ricardo Centurión,ar ARG,"MF,FW",Genoa,Serie A,24.0,1993.0,0.6,27.0,1.0,3.0,13.0,12.0,0.0,27.0,4.0,1.0,25.0,3.0,75.0,22.0,151.0,64.0,1.0,2.0,0.0,1.0,4.0,20.0,7.0
498,Luca Ceppitelli,it ITA,DF,Cagliari,Serie A,27.0,1989.0,24.7,1470.0,200.0,864.0,582.0,38.0,23.0,1470.0,12.0,12.0,100.0,0.0,0.0,718.0,3772.0,2285.0,2.0,2.0,2.0,10.0,5.0,785.0,3.0
499,Fabio Ceravolo,it ITA,FW,Benevento,Serie A,30.0,1987.0,0.6,19.0,0.0,0.0,10.0,9.0,1.0,19.0,2.0,0.0,0.0,2.0,100.0,13.0,58.0,7.0,0.0,0.0,0.0,3.0,1.0,15.0,3.0
500,Alessio Cerci,it ITA,FW,Hellas Verona,Serie A,30.0,1987.0,18.2,639.0,7.0,54.0,268.0,337.0,61.0,638.0,47.0,27.0,57.4,20.0,42.6,428.0,3949.0,2110.0,76.0,56.0,23.0,33.0,41.0,495.0,141.0
501,Boštjan Cesar,si SVN,DF,Chievo,Serie A,35.0,1982.0,6.1,298.0,38.0,167.0,128.0,3.0,1.0,298.0,0.0,0.0,,0.0,,140.0,754.0,551.0,5.0,0.0,0.0,0.0,1.0,161.0,0.0
502,Damir Ceter,co COL,FW,Cagliari,Serie A,19.0,1997.0,2.2,85.0,1.0,5.0,46.0,35.0,8.0,85.0,4.0,3.0,75.0,1.0,25.0,54.0,394.0,150.0,4.0,2.0,1.0,5.0,10.0,70.0,10.0
503,Nacer Chadli,be BEL,"FW,MF",West Brom,Premier League,27.0,1989.0,2.9,96.0,3.0,13.0,39.0,45.0,6.0,96.0,1.0,1.0,100.0,0.0,0.0,59.0,281.0,139.0,4.0,4.0,2.0,4.0,4.0,61.0,8.0
504,Fouad Chafik,ma MAR,DF,Dijon,Ligue 1,30.0,1986.0,17.9,1087.0,43.0,304.0,518.0,276.0,13.0,1087.0,33.0,24.0,72.7,9.0,27.3,489.0,2701.0,1409.0,32.0,37.0,6.0,19.0,13.0,535.0,79.0
505,Nathaniel Chalobah,eng ENG,MF,Watford,Premier League,22.0,1994.0,5.0,236.0,11.0,44.0,145.0,54.0,11.0,236.0,12.0,7.0,58.3,5.0,41.7,139.0,700.0,343.0,7.0,7.0,2.0,5.0,4.0,142.0,14.0
506,Calum Chambers,eng ENG,DF,Arsenal,Premier League,22.0,1995.0,9.6,759.0,70.0,314.0,377.0,74.0,14.0,759.0,10.0,7.0,70.0,3.0,30.0,456.0,2129.0,1147.0,11.0,11.0,0.0,9.0,6.0,479.0,20.0
507,Nereo Champagne,ar ARG,GK,Leganés,La Liga,32.0,1985.0,2.0,64.0,51.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,,0.0,,18.0,104.0,81.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0
508,Timothy Chandler,us USA,"DF,FW",Eint Frankfurt,Bundesliga,27.0,1990.0,21.0,1106.0,40.0,237.0,523.0,359.0,42.0,1106.0,16.0,5.0,31.3,11.0,68.8,481.0,2346.0,1187.0,47.0,28.0,8.0,14.0,8.0,581.0,122.0
509,Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,Ligue 1,23.0,1994.0,23.7,984.0,19.0,142.0,383.0,474.0,67.0,984.0,49.0,28.0,57.1,21.0,42.9,621.0,3895.0,1874.0,66.0,39.0,19.0,49.0,44.0,657.0,175.0
510,Charles,br BRA,FW,Eibar,La Liga,33.0,1984.0,17.6,559.0,10.0,30.0,246.0,287.0,91.0,558.0,10.0,4.0,40.0,6.0,60.0,256.0,935.0,360.0,8.0,11.0,3.0,26.0,18.0,394.0,66.0
511,Charly Charrier,fr FRA,"MF,FW",Amiens,Ligue 1,31.0,1986.0,1.2,83.0,0.0,9.0,46.0,28.0,5.0,83.0,0.0,0.0,,0.0,,64.0,295.0,100.0,1.0,2.0,0.0,5.0,7.0,68.0,16.0
512,Pape Cheikh Diop,sn SEN,MF,Lyon,Ligue 1,19.0,1997.0,0.1,9.0,0.0,2.0,6.0,1.0,0.0,9.0,0.0,0.0,,0.0,,6.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
513,Chema,es ESP,DF,Levante,La Liga,25.0,1992.0,22.4,904.0,159.0,476.0,417.0,18.0,11.0,904.0,1.0,1.0,100.0,0.0,0.0,420.0,1515.0,719.0,3.0,1.0,0.0,4.0,5.0,474.0,3.0
514,Denis Cheryshev,ru RUS,"MF,FW",Villarreal,La Liga,26.0,1990.0,10.3,484.0,13.0,89.0,207.0,199.0,40.0,484.0,33.0,16.0,48.5,17.0,51.5,281.0,2207.0,1326.0,51.0,37.0,17.0,18.0,20.0,333.0,75.0
515,Raman Chibsah,gh GHA,MF,Benevento,Serie A,24.0,1993.0,11.6,522.0,24.0,126.0,315.0,86.0,9.0,522.0,24.0,12.0,50.0,12.0,50.0,326.0,1810.0,690.0,8.0,12.0,1.0,21.0,14.0,376.0,17.0
516,Leandro Chichizola,ar ARG,GK,Las Palmas,La Liga,27.0,1990.0,27.0,1237.0,974.0,1235.0,3.0,0.0,0.0,1237.0,5.0,5.0,100.0,0.0,0.0,678.0,3800.0,2531.0,0.0,0.0,0.0,4.0,0.0,545.0,0.0
517,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,32.0,1984.0,24.0,2035.0,204.0,944.0,1009.0,100.0,13.0,2035.0,11.0,10.0,90.9,1.0,9.1,1247.0,6905.0,4305.0,34.0,24.0,2.0,8.0,2.0,1451.0,9.0
518,Federico Chiesa,it ITA,"FW,MF",Fiorentina,Serie A,19.0,1997.0,33.5,1526.0,15.0,193.0,531.0,840.0,153.0,1526.0,140.0,76.0,54.3,64.0,45.7,1052.0,8245.0,4506.0,164.0,107.0,57.0,87.0,75.0,1098.0,339.0
520,Ben Chilwell,eng ENG,DF,Leicester City,Premier League,20.0,1996.0,20.6,1472.0,61.0,358.0,697.0,445.0,18.0,1472.0,52.0,31.0,59.6,21.0,40.4,670.0,5186.0,2937.0,85.0,55.0,6.0,41.0,18.0,839.0,121.0
521,Vlad Chiricheș,ro ROU,DF,Napoli,Serie A,27.0,1989.0,6.5,643.0,36.0,176.0,458.0,13.0,2.0,643.0,7.0,5.0,71.4,2.0,28.6,425.0,2272.0,1529.0,7.0,7.0,1.0,2.0,1.0,471.0,0.0
522,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,Premier League,19.0,1997.0,4.2,213.0,9.0,58.0,140.0,18.0,0.0,213.0,1.0,0.0,0.0,1.0,100.0,120.0,590.0,239.0,2.0,4.0,0.0,4.0,2.0,122.0,1.0
523,Andreas Christensen,dk DEN,DF,Chelsea,Premier League,21.0,1996.0,23.2,1589.0,150.0,768.0,790.0,41.0,22.0,1589.0,5.0,5.0,100.0,0.0,0.0,982.0,4823.0,2811.0,22.0,12.0,1.0,9.0,1.0,1073.0,2.0
524,Chuca,es ESP,MF,Villarreal,La Liga,20.0,1997.0,1.0,65.0,2.0,10.0,23.0,32.0,2.0,65.0,3.0,2.0,66.7,1.0,33.3,35.0,172.0,78.0,3.0,2.0,1.0,2.0,1.0,47.0,9.0
525,Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,Premier League,29.0,1988.0,1.5,91.0,0.0,8.0,42.0,42.0,3.0,91.0,2.0,2.0,100.0,0.0,0.0,61.0,351.0,75.0,4.0,3.0,1.0,4.0,3.0,66.0,16.0
526,Amato Ciciretti,it ITA,"MF,FW",Benevento,Serie A,23.0,1993.0,9.0,444.0,6.0,57.0,176.0,217.0,32.0,444.0,15.0,10.0,66.7,5.0,33.3,275.0,2034.0,1010.0,40.0,17.0,13.0,20.0,14.0,315.0,59.0
527,Cifu,es ESP,DF,Málaga,La Liga,26.0,1990.0,1.2,101.0,4.0,18.0,47.0,36.0,0.0,101.0,5.0,1.0,20.0,4.0,80.0,57.0,276.0,170.0,5.0,3.0,0.0,1.0,1.0,60.0,9.0
528,Luca Cigarini,it ITA,MF,Cagliari,Serie A,31.0,1986.0,22.5,1803.0,46.0,379.0,1122.0,323.0,6.0,1802.0,14.0,10.0,71.4,4.0,28.6,837.0,3427.0,1773.0,25.0,19.0,2.0,17.0,14.0,1088.0,18.0
529,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,30.0,1987.0,24.3,1344.0,32.0,322.0,911.0,122.0,2.0,1344.0,19.0,11.0,57.9,8.0,42.1,604.0,2821.0,992.0,14.0,12.0,0.0,18.0,8.0,786.0,21.0
530,Jasper Cillessen,nl NED,GK,Barcelona,La Liga,28.0,1989.0,1.0,34.0,34.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,,0.0,,15.0,79.0,41.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
531,Thiago Cionek,pl POL,DF,SPAL,Serie A,31.0,1986.0,15.0,924.0,89.0,442.0,433.0,63.0,6.0,924.0,13.0,10.0,76.9,3.0,23.1,464.0,3384.0,2290.0,30.0,17.0,1.0,6.0,9.0,542.0,4.0
532,Saliou Ciss,sn SEN,"DF,MF",Angers,Ligue 1,27.0,1989.0,1.6,72.0,1.0,23.0,29.0,21.0,2.0,72.0,5.0,4.0,80.0,1.0,20.0,58.0,346.0,197.0,6.0,5.0,0.0,1.0,3.0,57.0,10.0
533,Karamoko Cissé,gn GUI,"FW,MF",Benevento,Serie A,28.0,1988.0,0.2,7.0,0.0,1.0,1.0,5.0,2.0,7.0,0.0,0.0,,0.0,,5.0,36.0,30.0,1.0,0.0,1.0,1.0,0.0,6.0,3.0
534,Issa Cissokho,sn SEN,DF,Amiens,Ligue 1,32.0,1985.0,18.1,1014.0,87.0,402.0,483.0,140.0,2.0,1014.0,10.0,8.0,80.0,2.0,20.0,411.0,2685.0,1437.0,25.0,25.0,1.0,19.0,5.0,475.0,26.0
535,Ciaran Clark,ie IRL,DF,Newcastle Utd,Premier League,27.0,1989.0,19.4,952.0,152.0,550.0,355.0,50.0,24.0,952.0,5.0,4.0,80.0,1.0,20.0,449.0,2177.0,1236.0,12.0,7.0,1.0,7.0,2.0,465.0,3.0
