,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
33,Ludovic Ajorque,Strasbourg,17.0,9,46,17,37.0,2.70,1.00,0.20,0.53,15.5,2,0,0,5.7,5.7,0.12,+3.3,+3.3
34,Manuel Akanji,Dortmund,24.5,1,7,2,28.6,0.29,0.08,0.14,0.50,13.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5
35,Carlos Akapo,Huesca,11.4,0,7,1,14.3,0.62,0.09,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2
36,Nathan Ake,Bournemouth,37.9,4,25,8,32.0,0.66,0.21,0.16,0.50,9.4,0,0,0,3.4,3.4,0.13,+0.6,+0.6
37,Sergio Akieme,Rayo Vallecano,2.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
38,Chadrac Akolo,Stuttgart,5.8,0,14,3,21.4,2.40,0.51,0.00,0.00,20.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9
39,Kevin Akpoguma,Hoffenheim,5.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
40,Kevin Akpoguma,Hannover 96,3.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
41,David Alaba,Bayern Munich,28.1,3,47,16,34.0,1.67,0.57,0.06,0.19,25.8,16,0,0,3.2,3.2,0.07,-0.2,-0.2
42,Sofiane Alakouch,Nîmes,21.1,1,13,3,23.1,0.62,0.14,0.08,0.33,22.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5
43,Lucas Alario,Leverkusen,14.1,9,43,16,37.2,3.06,1.14,0.21,0.56,11.7,0,0,0,6.7,6.7,0.15,+2.3,+2.3
44,Jordi Alba,Barcelona,33.2,2,13,4,30.8,0.39,0.12,0.15,0.50,14.7,0,0,0,1.8,1.8,0.14,+0.2,+0.2
45,Luis Alberto,Lazio,22.1,4,67,12,17.9,3.03,0.54,0.04,0.25,22.5,7,1,1,4.2,3.4,0.05,-0.2,-0.4
46,Raul Albiol,Napoli,19.0,1,4,1,25.0,0.21,0.05,0.25,1.00,10.0,0,0,0,0.3,0.3,0.07,+0.7,+0.7
47,Miiko Albornoz,Hannover 96,18.4,1,11,4,36.4,0.60,0.22,0.09,0.25,25.5,0,0,0,0.3,0.3,0.03,+0.7,+0.7
48,Marc Albrighton,Leicester City,18.1,2,19,7,36.8,1.05,0.39,0.11,0.29,21.4,0,0,0,1.2,1.2,0.06,+0.8,+0.8
49,Paco Alcacer,Dortmund,13.5,18,51,26,51.0,3.79,1.93,0.33,0.65,16.0,6,1,1,9.5,8.8,0.17,+8.5,+8.2
50,Pedro Alcala,Girona,20.8,1,15,3,20.0,0.72,0.14,0.07,0.33,20.2,4,0,0,1.0,1.0,0.07,0.0,0.0
52,Thiago Alcantara,Bayern Munich,26.8,2,23,7,30.4,0.86,0.26,0.09,0.29,20.1,1,0,0,1.9,1.9,0.08,+0.1,+0.1
53,Ruben Alcaraz,Valladolid,33.1,3,51,11,21.6,1.54,0.33,0.06,0.27,25.9,11,0,1,3.5,2.7,0.05,-0.5,+0.3
54,Toby Alderweireld,Tottenham,32.5,0,19,5,26.3,0.59,0.15,0.00,0.00,14.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1
55,Alex Alegria,Rayo Vallecano,1.6,0,3,2,66.7,1.93,1.29,0.00,0.00,16.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2
56,Alexis Alegue,Nantes,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
57,Ivan Alejo,Getafe,1.6,0,1,0,0.0,0.62,0.00,0.00,0.0,22.8,0,0,0,0.0,0.0,0.03,0.0,0.0
58,Carles Alena,Barcelona,7.1,2,14,3,21.4,1.98,0.42,0.14,0.67,22.9,0,0,0,1.3,1.3,0.09,+0.7,+0.7
59,Runar Alex Runarsson,Dijon,25.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
60,Alexander,Leganés,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
61,Trent Alexander-Arnold,Liverpool,27.4,1,29,9,31.0,1.06,0.33,0.03,0.11,25.1,9,0,0,1.6,1.6,0.05,-0.6,-0.6
62,Rachid Alioui,Nîmes,13.9,5,52,20,38.5,3.74,1.44,0.10,0.25,21.0,4,0,0,5.4,5.4,0.10,-0.4,-0.4
63,Alisson,Liverpool,38.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
64,Bobby Allain,Dijon,13.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
65,Allan,Napoli,29.1,1,25,2,8.0,0.86,0.07,0.04,0.50,25.4,0,0,0,1.0,1.0,0.04,0.0,0.0
66,Allan,Eint Frankfurt,2.0,0,2,0,0.0,1.02,0.00,0.00,0.0,21.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
67,Dele Alli,Tottenham,20.3,5,39,19,48.7,1.92,0.94,0.13,0.26,14.4,0,0,0,4.8,4.8,0.12,+0.2,+0.2
68,Miguel Almiron,Newcastle Utd,8.4,0,19,8,42.1,2.25,0.95,0.00,0.00,20.1,0,0,0,1.5,1.5,0.08,-1.5,-1.5
69,Junior Alonso,Celta Vigo,6.0,0,4,2,50.0,0.67,0.34,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09,-0.4,-0.4
70,Marcos Alonso,Chelsea,30.7,2,45,7,15.6,1.47,0.23,0.04,0.29,19.2,8,0,0,3.4,3.4,0.08,-1.4,-1.4
71,Mickael Alphonse,Dijon,6.3,1,3,1,33.3,0.47,0.16,0.33,1.00,24.7,0,0,0,0.3,0.3,0.10,+0.7,+0.7
72,Sergio Alvarez,Eibar,11.9,0,2,0,0.0,0.17,0.00,0.00,0.0,10.2,0,0,0,0.2,0.2,0.12,-0.2,-0.2
73,Sergio Alvarez,Celta Vigo,13.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
74,Yeray Alvarez,Athletic Club,29.0,0,11,3,27.3,0.38,0.10,0.00,0.00,10.0,0,0,0,1.3,1.0,0.09,-1.3,-1.0
75,Bruno Alves,Parma,32.5,4,16,5,31.3,0.49,0.15,0.25,0.80,20.4,8,0,0,2.2,2.2,0.14,+1.8,+1.8
76,Dani Alves,Paris S-G,18.0,1,27,6,22.2,1.50,0.33,0.04,0.17,22.0,3,0,0,1.8,1.8,0.07,-0.8,-0.8
78,Alfons Amade,Hoffenheim,0.1,0,1,0,0.0,10.00,0.00,0.00,0.0,11.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
79,Ibrahim Amadou,Sevilla,8.5,0,9,2,22.2,1.06,0.24,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4
80,Romain Amalfitano,Dijon,28.0,0,19,4,21.1,0.68,0.14,0.00,0.00,25.9,0,0,0,0.7,0.7,0.03,-0.7,-0.7
81,Daniel Amartey,Leicester City,7.1,0,4,1,25.0,0.56,0.14,0.00,0.00,19.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
82,Jordi Amat,Rayo Vallecano,30.7,0,5,1,20.0,0.16,0.03,0.00,0.00,7.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5
83,Amath,Getafe,11.1,1,15,6,40.0,1.35,0.54,0.07,0.17,17.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2
84,Jordan Amavi,Marseille,24.2,0,24,3,12.5,0.99,0.12,0.00,0.00,24.3,0,0,0,0.8,0.8,0.03,-0.8,-0.8
85,Kelvin Amian,Toulouse,32.0,0,18,4,22.2,0.56,0.12,0.00,0.00,26.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
86,Nadiem Amiri,Hoffenheim,8.4,3,18,6,33.3,2.15,0.72,0.17,0.50,18.8,0,0,0,2.2,2.2,0.12,+0.8,+0.8
87,Yanis Ammour,Montpellier,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
88,Luke Amos,Tottenham,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
89,Joachim Andersen,Sampdoria,32.0,0,13,5,38.5,0.41,0.16,0.00,0.00,15.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0
90,Felipe Anderson,West Ham,33.8,9,58,24,41.4,1.72,0.71,0.16,0.38,18.7,5,0,0,5.5,5.5,0.09,+3.5,+3.5
91,Florin Andone,Brighton,9.8,3,19,8,42.1,1.94,0.82,0.16,0.38,12.3,0,0,0,2.5,2.5,0.13,+0.5,+0.5
92,Benjamin Andre,Rennes,27.7,3,28,9,32.1,1.01,0.32,0.11,0.33,14.4,0,0,0,3.0,3.0,0.11,0.0,0.0
93,Marco Andreolli,Cagliari,1.2,0,1,1,100.0,0.85,0.85,0.00,0.00,10.8,0,0,0,0.0,0.0,0.03,0.0,0.0
94,Marco Andreolli,Chievo,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
95,Yoann Andreu,Angers,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
96,Jose Angel,Eibar,33.6,1,24,4,16.7,0.71,0.12,0.04,0.25,27.7,5,0,0,0.7,0.7,0.03,+0.3,+0.3
97,Miguel Angel Moya,Real Sociedad,11.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
98,Cristian Ansaldi,Torino,20.1,3,39,10,25.6,1.94,0.50,0.08,0.30,25.5,5,0,0,1.4,1.4,0.03,+1.6,+1.6
99,Mirco Antenucci,SPAL,23.7,5,48,16,33.3,2.03,0.68,0.08,0.25,18.7,1,1,2,6.6,5.0,0.10,-1.6,-1.0
100,Waldemar Anton,Hannover 96,34.0,1,23,4,17.4,0.68,0.12,0.04,0.25,13.9,0,0,0,1.8,1.8,0.08,-0.8,-0.8
101,Luca Antonelli,Empoli,8.4,0,5,2,40.0,0.60,0.24,0.00,0.00,16.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
102,Mauro Antonio Burruchaga,Chievo,0.6,0,1,1,100.0,1.55,1.55,0.00,0.00,35.0,0,0,0,0.0,0.0,0.02,0.0,0.0
104,Michail Antonio,West Ham,23.4,6,65,25,38.5,2.78,1.07,0.09,0.24,16.2,0,0,0,7.1,7.1,0.11,-1.1,-1.1
105,Antonito,Valladolid,20.7,2,8,2,25.0,0.39,0.10,0.25,1.00,16.3,0,0,0,1.0,1.0,0.12,+1.0,+1.0
106,Vitorino Antunes,Getafe,24.2,1,29,6,20.7,1.20,0.25,0.03,0.17,26.7,4,0,0,1.0,1.0,0.04,0.0,0.0
107,Anuar,Valladolid,12.0,1,10,4,40.0,0.83,0.33,0.10,0.25,12.4,0,0,0,2.7,2.7,0.27,-1.7,-1.7
108,Dennis Aogo,Stuttgart,11.4,0,10,1,10.0,0.88,0.09,0.00,0.00,23.2,2,0,0,0.5,0.5,0.05,-0.5,-0.5
109,Houssem Aouar,Lyon,34.0,7,71,22,31.0,2.09,0.65,0.10,0.32,17.8,1,0,0,6.8,6.8,0.10,+0.2,+0.2
110,Emmanuel Apeh,Celta Vigo,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
111,Mauro Arambarri,Getafe,29.7,1,29,9,31.0,0.98,0.30,0.03,0.11,24.7,3,0,0,1.3,1.3,0.05,-0.3,-0.3
112,Guilherme Arana,Sevilla,7.0,0,6,2,33.3,0.86,0.29,0.00,0.00,14.6,0,0,0,0.9,0.9,0.16,-0.9,-0.9
113,Charles Aranguiz,Leverkusen,21.0,2,23,5,21.7,1.09,0.24,0.09,0.40,23.3,3,0,0,1.4,1.4,0.06,+0.6,+0.6
114,Luiz Araujo,Lille,8.7,3,24,7,29.2,2.77,0.81,0.13,0.43,24.1,2,0,0,2.1,2.1,0.09,+0.9,+0.9
115,Nestor Araujo,Celta Vigo,29.8,3,12,7,58.3,0.40,0.23,0.25,0.43,10.6,0,0,0,1.3,1.3,0.10,+1.7,+1.7
116,Anaitz Arbilla,Eibar,21.7,1,18,1,5.6,0.83,0.05,0.06,1.00,24.7,3,0,0,0.9,0.9,0.05,+0.1,+0.1
117,Joaquin Ardaiz,Frosinone,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
118,Alphonse Areola,Paris S-G,21.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
119,Santiago Arias,Atlético Madrid,19.7,1,9,1,11.1,0.46,0.05,0.11,1.00,17.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6
120,Lorenzo Ariaudo,Frosinone,18.7,0,6,2,33.3,0.32,0.11,0.00,0.00,7.0,0,0,0,0.9,0.9,0.15,-0.9,-0.9
121,Nicolo Armini,Lazio,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,Yoel Armougom,Caen,20.6,0,11,1,9.1,0.53,0.05,0.00,0.00,29.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
123,Stuart Armstrong,Southampton,15.9,3,32,12,37.5,2.01,0.75,0.09,0.25,21.8,0,0,0,2.0,2.0,0.06,+1.0,+1.0
124,Jose Arnaiz,Leganés,1.3,0,1,0,0.0,0.80,0.00,0.00,0.0,14.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
125,Marko Arnautovic,West Ham,22.1,10,61,31,50.8,2.76,1.40,0.15,0.29,17.5,3,1,1,8.9,8.1,0.13,+1.1,+0.9
126,Maximilian Arnold,Wolfsburg,31.9,2,54,23,42.6,1.69,0.72,0.04,0.09,27.7,8,0,0,2.7,2.7,0.05,-0.7,-0.7
127,Kepa Arrizabalaga,Chelsea,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
128,Harry Arter,Cardiff City,22.2,0,23,4,17.4,1.04,0.18,0.00,0.00,23.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9
130,Kwadwo Asamoah,Inter,29.7,0,9,1,11.1,0.30,0.03,0.00,0.00,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
131,Takuma Asano,Hannover 96,7.8,0,13,3,23.1,1.67,0.39,0.00,0.00,17.1,0,0,0,1.6,1.6,0.12,-1.6,-1.6
132,Santiago Ascacibar,Stuttgart,27.0,0,19,5,26.3,0.70,0.19,0.00,0.00,20.0,0,0,0,1.3,1.3,0.07,-1.3,-1.3
133,Sergio Asenjo,Villarreal,32.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
134,Marco Asensio,Real Madrid,19.8,1,45,17,37.8,2.28,0.86,0.02,0.06,18.1,1,0,0,4.1,4.1,0.09,-3.1,-3.1
135,Iago Aspas,Celta Vigo,25.0,20,64,27,42.2,2.56,1.08,0.23,0.56,17.2,10,5,5,11.9,7.9,0.12,+8.1,+7.1
136,Simon Asta,Augsburg,1.0,0,2,0,0.0,2.00,0.00,0.00,0.0,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
137,Youcef Atal,Nice,25.1,6,35,14,40.0,1.39,0.56,0.17,0.43,17.1,0,0,1,4.6,3.9,0.11,+1.4,+2.1
138,Christian Atsu,Newcastle Utd,16.6,1,28,14,50.0,1.69,0.84,0.04,0.07,19.6,0,0,0,2.1,2.1,0.08,-1.1,-1.1
139,Pierre-Emerick Aubameyang,Arsenal,30.3,22,89,34,38.2,2.94,1.12,0.20,0.53,14.2,0,4,5,22.6,18.5,0.21,-0.6,-0.5
140,Emil Audero,Sampdoria,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
141,Jean-Kevin Augustin,RB Leipzig,5.1,3,13,8,61.5,2.54,1.56,0.23,0.38,12.6,0,0,0,2.8,2.8,0.25,+0.2,+0.2
142,Ludwig Augustinsson,Werder Bremen,33.6,1,22,6,27.3,0.65,0.18,0.05,0.17,14.7,0,0,0,1.5,1.5,0.07,-0.5,-0.5
143,Serge Aurier,Tottenham,6.3,0,4,1,25.0,0.64,0.16,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
144,Charlie Austin,Southampton,10.9,2,31,7,22.6,2.84,0.64,0.06,0.29,16.0,0,0,1,3.6,3.3,0.11,-1.6,-1.3
145,Ezequiel Avila,Huesca,22.2,10,87,23,26.4,3.92,1.04,0.10,0.39,19.8,2,1,1,6.8,6.1,0.07,+3.2,+2.9
146,Jordan Ayew,Crystal Palace,13.1,1,27,3,11.1,2.06,0.23,0.04,0.33,14.6,0,0,0,2.9,2.9,0.11,-1.9,-1.9
147,Kaan Ayhan,Düsseldorf,27.2,4,23,9,39.1,0.85,0.33,0.17,0.44,14.5,5,0,0,2.3,2.3,0.10,+1.7,+1.7
148,Floyd Ayite,Fulham,5.3,1,7,1,14.3,1.32,0.19,0.14,1.00,21.1,0,0,0,0.4,0.4,0.05,+0.6,+0.6
149,Cesar Azpilicueta,Chelsea,37.8,1,17,7,41.2,0.45,0.19,0.06,0.14,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2
150,Abdoulaye Ba,Rayo Vallecano,23.4,1,9,4,44.4,0.38,0.17,0.11,0.25,9.8,0,0,0,1.3,1.3,0.14,-0.3,-0.3
151,Florian Baak,Hertha BSC,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
152,Ludovic Baal,Rennes,1.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
153,Khouma Babacar,Sassuolo,16.5,7,58,19,32.8,3.51,1.15,0.09,0.26,17.8,0,2,2,7.6,6.1,0.10,-0.6,-1.1
154,Ryan Babel,Fulham,13.9,5,27,9,33.3,1.94,0.65,0.19,0.56,16.0,0,0,0,5.7,5.7,0.21,-0.7,-0.7
156,Carlos Bacca,Villarreal,14.1,6,30,14,46.7,2.13,0.99,0.17,0.36,16.0,1,1,1,4.6,3.8,0.13,+1.4,+1.2
157,Juninho Bacuna,Huddersfield,15.7,1,19,8,42.1,1.21,0.51,0.05,0.13,27.0,2,0,0,0.7,0.7,0.04,+0.3,+0.3
158,Leandro Bacuna,Cardiff City,6.2,0,5,1,20.0,0.80,0.16,0.00,0.00,27.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
159,Milan Badelj,Lazio,12.7,1,14,4,28.6,1.10,0.32,0.07,0.25,26.8,0,0,0,0.8,0.8,0.05,+0.2,+0.2
160,Benoit Badiashile,Monaco,19.6,1,6,2,33.3,0.31,0.10,0.17,0.50,12.3,0,0,0,0.8,0.8,0.13,+0.2,+0.2
161,Holger Badstuber,Stuttgart,5.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
162,Stephane Bahoken,Angers,27.4,11,64,30,46.9,2.33,1.09,0.14,0.30,17.3,2,2,3,9.5,7.1,0.11,+1.5,+1.9
163,Daniel Baier,Augsburg,31.3,0,26,10,38.5,0.83,0.32,0.00,0.00,27.2,0,0,0,0.9,0.9,0.03,-0.9,-0.9
164,Leon Bailey,Leverkusen,21.3,5,56,17,30.4,2.63,0.80,0.09,0.29,21.0,13,0,0,5.0,5.0,0.09,0.0,0.0
165,Eric Bailly,Manchester Utd,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,11.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
166,Leighton Baines,Everton,4.2,0,2,1,50.0,0.48,0.24,0.00,0.00,25.5,1,0,0,0.1,0.1,0.05,-0.1,-0.1
167,Marvin Bakalorz,Hannover 96,16.3,1,12,5,41.7,0.73,0.31,0.08,0.20,19.2,0,0,0,0.8,0.8,0.06,+0.2,+0.2
168,Tiemoue Bakayoko,Milan,25.6,1,25,6,24.0,0.98,0.23,0.04,0.17,17.5,0,0,0,1.7,1.7,0.07,-0.7,-0.7
169,Ridle Baku,Mainz 05,10.4,0,11,3,27.3,1.06,0.29,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
170,Fabian Balbuena,West Ham,22.4,1,19,2,10.5,0.85,0.09,0.05,0.50,9.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1
171,Keita Balde,Inter,9.9,5,30,17,56.7,3.04,1.72,0.17,0.29,16.9,0,0,0,3.9,3.9,0.13,+1.1,+1.1
172,Gareth Bale,Real Madrid,19.8,8,75,31,41.3,3.78,1.56,0.09,0.23,18.7,10,1,1,9.1,8.3,0.11,-1.1,-1.3
173,Mikel Balenziaga,Athletic Club,5.8,0,1,0,0.0,0.17,0.00,0.00,0.0,29.6,0,0,0,0.0,0.0,0.02,0.0,0.0
174,Andrija Balic,Udinese,0.3,0,1,0,0.0,3.33,0.00,0.00,0.0,31.0,0,0,0,0.0,0.0,0.02,0.0,0.0
175,Fode Ballo-Toure,Lille,17.7,0,4,2,50.0,0.23,0.11,0.00,0.00,20.2,0,0,0,0.4,0.4,0.10,-0.4,-0.4
176,Fode Ballo-Toure,Monaco,17.7,0,4,1,25.0,0.23,0.06,0.00,0.00,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
177,Florent Balmont,Dijon,12.0,0,5,0,0.0,0.42,0.00,0.00,0.0,32.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
178,Leon Balogun,Brighton,6.6,1,1,1,100.0,0.15,0.15,1.00,1.00,13.3,0,0,0,0.1,0.1,0.07,+0.9,+0.9
