,Player,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
2922,Cedric Soares,5,249,50,7.3,2.8,3,76,0,2,11,1,1.80,4,2,+2,+0.72,+0.55,1.8,3.6,-1.9,-0.67,-0.49
2926,Marcel Sobottka,18,701,39,22.9,7.8,8,71,2,10,13,9,1.11,4,15,-11,-1.41,-0.65,6.0,14.4,-8.4,-1.07,-0.44
2927,Ruben Sobrino,13,170,13,5.0,1.9,1,59,0,12,9,12,1.62,4,2,+2,+1.06,+1.31,3.2,1.8,+1.3,+0.71,+1.10
2928,Dominic Solanke,32,1651,52,48.3,18.3,17,81,10,15,18,6,0.78,22,39,-17,-0.93,-0.52,21.8,29.2,-7.4,-0.41,+0.11
2929,Roberto Soldado,33,2347,71,68.6,26.1,30,76,13,3,26,3,1.58,34,33,+1,+0.04,-0.46,30.1,29.9,+0.2,+0.01,-0.17
2930,Carlos Soler,28,2066,74,60.4,23.0,24,81,12,4,34,1,1.29,26,31,-5,-0.22,-0.08,23.5,32.6,-9.1,-0.40,-0.16
2936,Bruno Soriano,7,263,38,7.7,2.9,1,87,0,6,29,2,1.43,4,3,+1,+0.34,-0.03,5.0,3.7,+1.2,+0.43,-0.03
2940,Riccardo Sottil,18,514,29,15.0,5.7,4,63,0,14,19,20,1.00,9,16,-7,-1.23,-1.54,8.8,9.5,-0.7,-0.13,-0.29
2941,Tomas Soucek,13,1040,80,30.4,11.6,12,86,10,1,10,0,1.00,18,18,0,0.00,+0.49,15.5,15.5,0.0,0.00,+0.58
2943,Adama Soumaoro,8,637,80,18.6,7.1,7,85,6,1,45,4,1.38,13,14,-1,-0.14,+0.67,10.5,9.0,+1.5,+0.22,+0.63
2944,Adama Soumaoro,6,415,69,16.5,4.6,4,90,4,2,27,7,1.67,7,5,+2,+0.43,+0.18,7.8,4.5,+3.3,+0.72,+0.48
2945,Boubakary Soumare,20,1213,61,48.1,13.5,15,77,7,5,11,6,1.40,12,19,-7,-0.52,-1.55,16.1,17.0,-0.9,-0.07,-0.75
2946,Bryan Soumare,12,384,32,15.2,4.3,4,69,1,8,13,9,0.58,3,3,0,0.00,+0.42,5.9,3.6,+2.2,+0.52,+0.95
2947,Arnaud Souquet,24,2016,84,80.0,22.4,22,89,21,2,27,1,1.42,26,24,+2,+0.09,+0.27,24.5,26.9,-2.3,-0.10,-0.61
2948,Djibril Sow,29,1746,60,57.1,19.4,18,84,13,11,22,2,1.31,34,32,+2,+0.10,+0.31,35.4,27.5,+7.9,+0.41,+0.29
2950,Nikolas Spalek,25,1579,63,46.2,17.5,20,71,3,5,33,11,0.84,18,32,-14,-0.80,+0.67,20.1,33.8,-13.7,-0.78,+0.07
2951,Leonardo Spinazzola,24,1548,65,45.3,17.2,18,78,12,6,23,10,1.83,26,22,+4,+0.23,-0.83,29.1,23.4,+5.7,+0.33,-0.54
2952,Marco Sportiello,6,525,88,15.4,5.8,5,88,4,1,86,31,2.00,17,5,+12,+2.06,+0.88,13.0,3.7,+9.3,+1.59,+0.57
2953,Mattia Sprocati,20,590,30,17.3,6.6,4,70,1,16,20,18,0.90,8,9,-1,-0.15,-0.15,5.9,11.7,-5.8,-0.89,-0.57
2954,Bassem Srarfi,3,133,44,5.3,1.5,1,76,0,2,29,5,2.00,2,2,0,0.00,-0.11,1.8,1.5,+0.3,+0.18,+0.50
2956,Dennis Srbeny,17,1119,66,36.6,12.4,14,73,3,3,30,0,0.47,12,26,-14,-1.13,-0.06,12.2,24.8,-12.6,-1.02,-0.30
2957,Jerry St. Juste,25,2113,85,69.1,23.5,24,88,20,1,8,1,1.16,30,43,-13,-0.55,+0.21,32.7,41.1,-8.4,-0.36,-0.07
2958,Jack Stacey,19,1549,82,45.3,17.2,17,89,14,2,21,9,0.84,20,27,-7,-0.41,+0.46,20.1,27.6,-7.5,-0.44,+0.04
2959,Kostas Stafylidis,7,398,57,13.0,4.4,4,85,3,3,20,14,1.43,7,10,-3,-0.68,-0.78,4.8,8.4,-3.6,-0.82,-0.83
2964,Junior Stanislas,15,712,47,20.8,7.9,7,69,1,8,28,4,0.53,9,17,-8,-1.01,-0.45,11.8,11.0,+0.7,+0.09,+0.70
2967,Niklas Stark,21,1731,82,56.6,19.2,20,84,15,1,45,6,1.00,26,40,-14,-0.73,-0.93,24.1,30.6,-6.4,-0.34,0.00
2970,Renato Steffen,27,1585,59,51.8,17.6,19,76,6,8,18,5,1.37,31,25,+6,+0.34,+0.58,28.9,22.4,+6.5,+0.37,+0.16
2974,Dale Stephens,33,2530,77,74.0,28.1,28,88,24,5,11,2,1.12,31,42,-11,-0.39,+0.01,33.9,40.7,-6.9,-0.24,+0.03
2975,Jack Stephens,28,2451,88,71.7,27.2,27,89,25,1,45,6,1.43,38,38,0,0.00,+0.84,39.0,38.8,+0.2,+0.01,-0.28
2976,Mariusz Stepinski,21,706,34,20.6,7.8,7,65,2,14,18,14,1.10,12,11,+1,+0.13,+0.29,10.5,13.0,-2.5,-0.32,-0.30
2977,Raheem Sterling,33,2651,80,77.5,29.5,30,86,19,3,25,3,2.00,71,31,+40,+1.36,-1.80,70.1,30.0,+40.0,+1.36,-0.48
2979,Marco Stiepermann,24,1180,49,34.5,13.1,14,73,0,10,16,10,0.50,13,32,-19,-1.45,-0.24,13.5,26.4,-12.9,-0.99,-0.32
2980,Lars Stindl,25,1432,57,46.8,15.9,14,82,2,11,26,2,1.80,30,21,+9,+0.57,-0.37,34.6,18.3,+16.4,+1.03,+0.49
2981,Kevin Stoger,17,1268,75,41.4,14.1,14,87,11,3,19,0,0.88,18,24,-6,-0.43,+0.83,15.3,21.2,-5.9,-0.42,+0.53
2982,Vlatko Stojanovski,6,123,21,4.9,1.4,1,63,0,5,12,11,0.17,0,1,-1,-0.73,-0.21,1.3,1.5,-0.2,-0.18,+0.21
2983,John Stones,16,1122,70,32.8,12.5,12,87,11,4,19,5,2.19,33,16,+17,+1.36,-0.59,28.4,11.9,+16.5,+1.32,-0.22
2987,Tobias Strobl,10,615,62,20.1,6.8,6,85,4,4,27,9,1.60,14,11,+3,+0.44,-0.41,12.0,10.2,+1.8,+0.26,-0.64
2990,Kevin Strootman,25,1416,57,56.2,15.7,15,88,13,10,9,0,2.00,21,17,+4,+0.25,-0.40,22.6,19.1,+3.5,+0.22,+0.15
2991,Jens Stryger Larsen,33,2789,85,81.5,31.0,32,86,24,1,22,0,1.18,27,32,-5,-0.16,+1.12,33.7,38.3,-4.7,-0.15,+0.86
2992,Stefano Sturaro,16,1252,78,36.6,13.9,15,81,9,1,34,2,1.31,18,24,-6,-0.43,+0.40,20.5,21.4,-1.0,-0.07,+0.36
2994,Denis Suarez,26,1630,63,47.7,18.1,20,77,7,6,17,3,1.04,18,21,-3,-0.17,+0.29,20.9,20.6,+0.3,+0.02,+0.34
2995,Luis Suarez,28,1998,71,58.4,22.2,22,82,14,6,33,0,2.14,54,18,+36,+1.62,+0.86,36.5,23.9,+12.6,+0.57,-0.41
3000,Marek Suchy,7,397,57,13.0,4.4,4,84,3,3,21,13,0.14,4,13,-9,-2.04,-1.74,5.1,9.3,-4.2,-0.95,-0.63
3002,Ki Sung-yueng,3,137,46,4.0,1.5,1,73,0,2,32,2,0.33,0,6,-6,-3.94,-3.56,0.9,2.6,-1.7,-1.09,-0.31
3004,Stoppila Sunzu,17,1352,80,53.7,15.0,14,87,12,3,46,1,0.94,13,23,-10,-0.67,-0.82,15.7,20.4,-4.7,-0.31,+0.17
3005,Andrew Surman,5,235,47,6.9,2.6,2,89,1,3,19,24,1.20,2,6,-4,-1.53,-0.94,4.1,7.0,-3.0,-1.14,-0.73
3007,Suso,16,1359,85,39.7,15.1,15,88,12,1,34,4,1.31,13,21,-8,-0.53,-1.62,21.4,18.6,+2.7,+0.18,-0.47
3008,Suso,17,785,46,23.0,8.7,8,68,1,9,27,0,1.88,16,10,+6,+0.69,+0.21,13.6,10.0,+3.6,+0.41,-0.06
3009,Bosko Sutalo,7,280,40,8.2,3.1,3,72,1,4,16,6,2.71,7,3,+4,+1.29,-0.03,5.4,3.3,+2.1,+0.66,-0.49
3010,Markus Suttner,21,1339,64,43.8,14.9,16,77,10,5,20,3,1.00,17,24,-7,-0.47,+0.78,15.5,24.2,-8.8,-0.59,+0.25
3011,Mattias Svanberg,25,1051,42,30.7,11.7,12,71,2,13,16,11,1.20,16,30,-14,-1.20,-1.24,13.4,21.2,-7.8,-0.67,-1.04
3019,Adam Szalai,27,1147,42,37.5,12.7,12,76,4,15,16,4,1.22,15,20,-5,-0.39,+0.36,19.2,18.3,+0.9,+0.07,+0.65
3021,Andrea Tabanelli,13,964,74,28.2,10.7,11,81,8,2,39,2,1.15,15,17,-2,-0.19,+0.95,15.0,21.8,-6.8,-0.63,+0.25
3022,Tachi,6,238,40,7.0,2.6,2,90,1,4,15,14,1.33,3,5,-2,-0.76,-0.11,3.1,5.2,-2.1,-0.81,-0.35
3023,Panagiotis Tachtsidis,28,2003,72,58.6,22.3,24,80,17,4,22,5,0.61,23,53,-30,-1.35,-1.16,30.2,49.6,-19.4,-0.87,-0.15
3024,Jonathan Tah,25,2092,84,68.4,23.2,22,90,21,3,41,6,2.00,41,27,+14,+0.60,+0.32,42.0,33.8,+8.2,+0.35,+0.39
3025,Flavien Tait,17,885,52,35.1,9.8,9,82,5,8,18,5,1.65,14,9,+5,+0.51,+0.01,13.7,11.9,+1.8,+0.19,-0.09
3027,Adrien Tameze,7,211,30,6.2,2.3,2,90,2,5,6,10,2.71,10,3,+7,+2.99,+1.78,6.8,3.1,+3.7,+1.57,+0.49
3028,Adrien Tameze,8,519,65,20.6,5.8,6,81,4,2,18,5,1.25,8,11,-3,-0.52,-0.79,8.2,9.1,-0.9,-0.16,+0.17
3031,Edmond Tapsoba,14,1058,76,34.6,11.8,12,87,11,2,6,0,2.07,28,20,+8,+0.68,+0.28,19.6,17.9,+1.7,+0.14,-0.13
3032,Matt Targett,28,2291,82,67.0,25.5,27,83,22,1,54,2,1.00,30,40,-10,-0.39,+0.88,31.7,45.3,-13.6,-0.54,+0.25
3033,Rodrigo Tarin,14,951,68,27.8,10.6,12,78,9,2,8,8,1.07,9,17,-8,-0.76,-0.28,10.2,14.0,-3.7,-0.35,-0.38
3036,Julio Tavares,23,1997,87,79.2,22.2,22,89,21,1,33,0,1.22,24,29,-5,-0.23,+0.64,25.8,31.9,-6.1,-0.27,+0.05
3038,Charlie Taylor,24,1945,81,56.9,21.6,22,85,20,2,41,6,1.63,24,18,+6,+0.28,+1.07,24.8,29.4,-4.5,-0.21,-0.34
3039,Neil Taylor,14,1091,78,31.9,12.1,11,85,10,3,52,13,0.79,11,25,-14,-1.15,-0.69,12.2,20.2,-8.0,-0.66,-0.07
3040,Aurelien Tchouameni,15,1110,74,44.0,12.3,13,83,8,2,17,5,1.60,21,13,+8,+0.65,+0.78,11.1,17.1,-6.0,-0.49,-0.45
3043,Georg Teigl,3,111,37,3.6,1.2,1,90,1,2,11,7,1.00,1,6,-5,-4.05,-3.66,1.0,3.8,-2.8,-2.30,-1.97
3044,Alvaro Tejero,18,1447,80,42.3,16.1,16,85,13,2,45,14,1.17,17,19,-2,-0.12,+0.56,18.7,24.8,-6.0,-0.38,-0.15
3045,Bernard Tekpetey,9,448,50,14.6,5.0,5,68,1,4,27,12,0.56,3,10,-7,-1.41,-0.58,5.0,6.3,-1.3,-0.26,+0.55
3047,Cristian Tello,27,787,29,23.0,8.7,5,73,1,22,19,6,0.70,13,18,-5,-0.57,-0.33,12.4,14.8,-2.5,-0.28,-0.24
3050,Lukasz Teodorczyk,14,222,16,6.5,2.5,1,70,0,13,12,18,1.07,4,4,0,0.00,+0.39,3.9,4.4,-0.4,-0.18,+0.14
3051,Hidde ter Avest,20,686,34,20.1,7.6,6,74,2,14,17,12,1.25,10,18,-8,-1.05,-0.85,9.4,12.2,-2.8,-0.37,-0.08
3053,Simon Terodde,23,813,35,26.6,9.0,7,82,4,16,15,6,1.09,11,16,-5,-0.55,-0.03,14.8,14.8,0.0,-0.01,+0.17
3056,Martin Terrier,23,1198,52,47.5,13.3,13,77,6,10,20,3,1.35,16,12,+4,+0.30,-0.45,17.0,13.3,+3.7,+0.28,-0.18
3058,Kenny Tete,18,1072,60,42.5,11.9,9,86,8,9,33,5,1.06,15,14,+1,+0.08,-0.79,15.8,11.8,+4.0,+0.33,-0.08
3059,Alexander Tettey,30,2338,78,68.4,26.0,28,82,13,2,25,3,0.67,17,44,-27,-1.04,+0.79,22.0,43.6,-21.5,-0.83,-0.17
3064,Jan Thielmann,12,554,46,18.1,6.2,7,63,0,5,23,7,1.42,9,10,-1,-0.16,+0.45,6.3,9.5,-3.2,-0.51,-0.47
3065,Sada Thioub,23,1508,66,59.8,16.8,15,86,10,8,27,1,1.30,17,17,0,0.00,+0.44,16.1,19.1,-3.0,-0.18,-0.52
3071,Adrien Thomasson,25,2072,83,85.3,23.0,24,86,13,1,18,0,1.52,28,25,+3,+0.13,+0.88,28.8,25.7,+3.1,+0.13,+0.40
3072,Erik Thommy,34,2259,66,73.8,25.1,25,81,11,9,25,0,0.88,32,46,-14,-0.56,+1.35,27.6,44.4,-16.8,-0.67,+0.24
3074,Morten Thorsby,24,1865,78,54.5,20.7,21,85,17,3,24,8,1.38,30,35,-5,-0.24,+0.45,26.4,28.0,-1.6,-0.08,+0.10
3075,Khephren Thuram,14,590,42,23.4,6.6,7,75,2,7,9,6,1.64,9,7,+2,+0.31,+0.26,7.6,10.1,-2.4,-0.37,-0.10
3076,Marcus Thuram,31,2202,71,72.0,24.5,28,76,10,3,21,0,1.81,43,26,+17,+0.69,-0.25,46.9,33.1,+13.8,+0.56,-0.72
3077,Youri Tielemans,37,2828,76,82.7,31.4,32,86,21,5,17,1,1.59,57,35,+22,+0.70,+0.09,52.0,38.8,+13.2,+0.42,-0.11
3078,Kieran Tierney,15,989,66,28.9,11.0,12,78,6,3,18,4,1.47,18,16,+2,+0.18,-0.04,12.4,19.0,-6.6,-0.60,-0.54
3079,Cheick Timite,3,115,38,4.6,1.3,2,54,0,1,8,1,0.00,0,1,-1,-0.78,-0.11,0.5,2.2,-1.7,-1.31,-0.92
3080,David Timor,22,943,43,27.6,10.5,10,83,5,12,9,11,1.68,11,11,0,0.00,-0.22,11.7,14.5,-2.9,-0.27,-0.38
3081,Marcel Tisserand,15,1204,80,39.3,13.4,14,86,12,1,2,14,1.13,9,16,-7,-0.52,-0.96,19.3,14.1,+5.2,+0.39,+0.16
3082,Jean-Clair Todibo,2,77,39,2.3,0.9,1,72,0,1,5,7,3.00,3,0,+3,+3.51,+2.30,1.7,2.1,-0.4,-0.41,-1.18
3083,Jean-Clair Todibo,8,365,46,11.9,4.1,4,61,1,4,31,3,0.50,2,7,-5,-1.23,-0.73,3.7,4.3,-0.6,-0.14,+0.30
3084,Karl Toko Ekambi,18,993,55,29.0,11.0,11,75,2,7,23,1,1.39,19,15,+4,+0.36,-0.01,23.6,16.2,+7.4,+0.67,+0.30
3085,Karl Toko Ekambi,8,538,67,21.3,6.0,5,84,2,3,39,0,1.38,8,5,+3,+0.50,-0.04,8.0,5.7,+2.3,+0.39,+0.02
3086,Corentin Tolisso,13,638,49,20.8,7.1,7,72,3,6,22,9,2.23,19,7,+12,+1.69,-0.39,18.5,9.4,+9.1,+1.28,-0.30
3087,Jeremy Toljan,29,2186,75,63.9,24.3,25,83,19,4,28,3,1.31,36,33,+3,+0.12,-0.10,31.0,38.6,-7.7,-0.32,-0.21
3088,Rafael Toloi,33,2608,79,76.3,29.0,29,88,27,4,11,2,1.97,67,39,+28,+0.97,-1.47,62.3,30.6,+31.7,+1.09,-0.07
3089,Raul de Tomas,14,1075,77,31.4,11.9,11,88,9,3,36,0,0.79,7,12,-5,-0.42,+0.58,13.8,14.6,-0.8,-0.07,+0.38
3094,Nenad Tomovic,23,1755,76,51.3,19.5,20,86,17,3,11,13,0.65,13,42,-29,-1.49,-0.35,18.7,34.5,-15.8,-0.81,-0.15
3095,Sandro Tonali,35,3014,86,88.1,33.5,34,88,28,1,34,0,0.71,32,61,-29,-0.87,+2.46,38.8,64.5,-25.7,-0.77,+0.44
3098,Tono,20,1589,79,46.5,17.7,18,87,15,2,10,9,1.05,14,23,-9,-0.51,-0.66,20.6,30.1,-9.5,-0.54,-0.28
3099,Omer Toprak,10,715,72,23.4,7.9,9,76,5,1,30,2,0.50,7,15,-8,-1.01,-0.28,7.3,11.3,-4.0,-0.50,-0.04
3100,Ernesto Torregrossa,25,1844,74,53.9,20.5,22,79,11,3,38,0,0.68,21,46,-25,-1.22,-0.14,26.6,42.7,-16.2,-0.79,+0.07
3101,Lucas Torreira,29,1512,52,44.2,16.8,17,76,8,12,18,4,1.48,23,23,0,0.00,-0.38,19.5,24.9,-5.5,-0.33,-0.19
3104,Ferran Torres,34,2251,66,65.8,25.0,26,79,11,8,24,3,1.38,27,30,-3,-0.12,+0.19,28.9,38.8,-9.9,-0.40,-0.18
3105,Oliver Torres,28,1596,57,46.7,17.7,21,68,3,7,25,5,1.96,26,16,+10,+0.56,+0.07,23.1,15.4,+7.7,+0.43,-0.03
3106,Pau Torres,34,2971,87,86.9,33.0,33,90,33,1,1,0,1.47,54,45,+9,+0.27,-0.73,58.1,41.5,+16.7,+0.50,+0.38
3107,Roberto Torres,36,2717,75,79.4,30.2,31,84,20,5,22,2,1.42,35,40,-5,-0.17,+0.22,41.0,39.5,+1.5,+0.05,+0.23
3108,Lucas Torro,7,331,47,10.8,3.7,4,68,2,3,20,11,1.57,3,6,-3,-0.82,-0.88,5.9,4.6,+1.3,+0.36,+0.08
3109,Jordan Torunarigha,18,1462,81,47.8,16.2,16,90,16,2,11,14,1.28,25,26,-1,-0.06,+0.50,22.7,27.4,-4.6,-0.29,+0.10
3110,Cenk Tosun,5,177,35,5.2,2.0,2,74,0,3,10,0,1.60,1,2,-1,-0.51,-0.01,2.0,3.8,-1.8,-0.93,-0.39
3111,Cenk Tosun,5,291,58,8.5,3.2,2,82,1,3,43,11,1.00,2,4,-2,-0.62,-0.33,3.9,3.6,+0.3,+0.10,+0.04
3112,Abdoulaye Toure,27,2221,82,88.1,24.7,24,89,22,3,29,0,1.37,23,24,-1,-0.04,+0.56,26.9,24.5,+2.4,+0.10,+1.19
3113,Almamy Toure,19,1491,78,48.7,16.6,18,83,13,1,4,11,1.16,30,35,-5,-0.30,-0.53,28.0,27.2,+0.8,+0.05,-0.46
3114,Lucas Tousart,24,1763,73,70.0,19.6,19,87,16,5,23,2,1.50,30,21,+9,+0.46,-0.25,26.0,18.5,+7.4,+0.38,+0.01
3115,Andros Townsend,24,1294,54,37.8,14.4,14,81,8,10,16,5,1.04,8,23,-15,-1.04,-0.87,11.6,22.3,-10.7,-0.75,-0.30
3116,Aleksandar Trajkovski,14,330,24,9.6,3.7,1,56,0,13,21,8,0.79,2,7,-5,-1.36,-0.78,4.8,6.7,-2.0,-0.53,+0.06
3118,Adama Traore,37,2605,70,76.2,28.9,27,86,18,10,29,1,1.57,44,33,+11,+0.38,+0.38,43.7,28.6,+15.1,+0.52,+0.41
3120,Adama Traore,15,1007,67,40.0,11.2,12,79,5,3,18,2,1.20,11,11,0,0.00,+0.48,12.3,13.1,-0.8,-0.07,+0.54
3122,Bertrand Traore,23,1253,54,49.7,13.9,14,75,4,9,22,4,1.35,28,11,+17,+1.22,+1.36,22.3,13.3,+8.9,+0.64,+0.53
3126,Ibrahima Traore,7,152,22,5.0,1.7,1,71,0,6,14,13,2.29,4,1,+3,+1.78,+1.06,3.5,1.9,+1.6,+0.98,+0.22
3129,Miguel Trauco,19,1476,78,58.6,16.4,17,85,13,2,17,3,1.11,17,27,-10,-0.61,-0.09,19.1,22.1,-3.0,-0.18,+0.19
3132,Trezeguet,34,1950,57,57.0,21.7,20,78,5,14,27,3,0.91,22,28,-6,-0.28,+0.95,20.6,37.7,-17.1,-0.79,-0.39
3133,Manu Trigueros,29,1547,53,45.2,17.2,17,82,9,12,12,7,1.48,30,20,+10,+0.58,+0.39,27.7,22.8,+4.9,+0.28,-0.31
3135,Alessandro Tripaldelli,2,135,68,3.9,1.5,1,90,1,1,45,14,0.00,4,4,0,0.00,-0.16,1.1,3.1,-1.9,-1.29,-1.10
3136,Kieran Trippier,25,1979,79,57.9,22.0,23,84,19,2,22,8,1.96,30,15,+15,+0.68,+0.12,35.4,17.1,+18.4,+0.83,+0.46
3137,William Troost-Ekong,30,2576,86,75.3,28.6,29,89,27,1,2,6,1.17,29,43,-14,-0.49,-0.49,31.1,41.8,-10.8,-0.38,-0.27
3138,Leandro Trossard,31,2011,65,58.8,22.3,22,81,10,9,26,3,0.97,23,34,-11,-0.49,-0.24,27.4,32.9,-5.5,-0.25,+0.01
3140,Tom Trybull,16,1130,71,33.0,12.6,14,77,4,2,29,14,0.63,12,25,-13,-1.04,+0.38,12.3,19.5,-7.2,-0.57,+0.30
3143,Axel Tuanzebe,5,189,38,5.5,2.1,2,90,2,3,3,9,1.60,1,3,-2,-0.95,-1.84,1.9,3.1,-1.2,-0.57,-1.29
3146,Georgi Tunjov,10,284,28,8.3,3.2,3,72,0,7,10,15,0.30,1,10,-9,-2.85,-1.68,2.8,7.6,-4.8,-1.51,-0.84
3149,Gennaro Tutino,6,225,38,6.6,2.5,2,72,0,4,20,9,0.67,1,3,-2,-0.80,-0.74,2.3,4.5,-2.2,-0.89,-0.86
3150,Matthieu Udol,13,1102,85,43.7,12.2,12,90,11,1,24,5,1.38,14,15,-1,-0.08,+0.36,11.1,18.7,-7.6,-0.62,-0.40
3151,Hwang Ui-jo,24,1633,68,64.8,18.1,19,80,9,5,24,2,1.25,24,26,-2,-0.11,-0.92,21.1,26.8,-5.7,-0.31,-0.23
3152,Anthony Ujah,24,949,40,31.0,10.5,10,70,0,14,18,10,1.13,14,19,-5,-0.47,+0.04,11.8,18.3,-6.5,-0.62,-0.35
3155,Samuel Umtiti,13,949,73,27.7,10.5,10,90,10,3,16,12,2.38,24,12,+12,+1.14,-0.17,16.8,8.2,+8.6,+0.82,+0.11
3156,Enes Unal,35,2344,67,68.5,26.0,23,87,17,12,29,1,1.14,27,31,-4,-0.15,+0.43,27.3,39.0,-11.6,-0.45,+0.08
3158,Cengiz Under,18,873,49,25.5,9.7,10,70,2,8,22,11,1.67,20,18,+2,+0.21,-0.64,22.0,13.3,+8.7,+0.90,+0.36
3159,Dayot Upamecano,28,2357,84,77.0,26.2,27,86,24,1,45,0,1.86,66,32,+34,+1.30,+0.02,56.4,29.6,+26.8,+1.02,+0.29
3160,Mark Uth,15,1162,77,38.0,12.9,14,82,7,1,13,0,1.07,24,26,-2,-0.15,+0.60,23.5,18.1,+5.3,+0.41,+0.87
3161,Mark Uth,8,353,44,11.5,3.9,4,67,0,4,21,3,1.75,9,7,+2,+0.51,+1.24,3.3,5.3,-2.0,-0.51,-0.12
3163,Alvaro Vadillo,22,1218,55,35.6,13.5,15,71,3,7,23,5,1.27,12,17,-5,-0.37,-0.86,14.3,14.2,0.0,0.00,-0.09
3165,Mirko Valdifiori,22,1400,64,40.9,15.6,15,83,9,7,22,14,0.68,10,30,-20,-1.29,+0.05,16.2,25.6,-9.3,-0.60,+0.23
3166,Pierrick Valdivia,2,68,34,2.7,0.8,1,58,0,1,10,0,0.00,1,2,-1,-1.32,-0.81,1.1,1.8,-0.7,-0.87,-0.51
3168,Antoine Valerio,5,87,17,3.5,1.0,1,71,0,4,4,7,0.80,1,2,-1,-1.03,-0.52,1.0,1.9,-0.9,-0.90,-0.54
3169,Borja Valero,19,931,49,27.2,10.3,9,87,5,10,15,18,2.11,25,8,+17,+1.64,+0.63,19.9,10.6,+9.4,+0.91,+0.21
3170,Yan Valery,11,779,71,22.8,8.7,10,76,4,1,15,10,0.91,9,20,-11,-1.27,-1.34,11.2,14.3,-3.0,-0.35,-0.57
3173,Jesus Vallejo,2,163,82,4.8,1.8,1,90,1,1,73,10,0.50,3,6,-3,-1.66,-2.04,2.6,4.0,-1.4,-0.80,-1.28
3174,Jesus Vallejo,11,629,57,18.4,7.0,7,87,6,4,6,4,1.55,10,6,+4,+0.57,+0.48,6.8,8.4,-1.6,-0.23,-0.35
3175,Manu Vallejo,11,418,38,12.2,4.6,3,72,0,8,25,10,1.73,10,5,+5,+1.08,+1.44,7.5,6.3,+1.2,+0.26,+0.68
3177,Theo Valls,23,1632,71,64.8,18.1,20,79,8,3,15,2,0.91,17,26,-9,-0.50,+0.11,18.3,24.9,-6.6,-0.36,+0.04
3178,Mattia Valoti,27,1527,57,44.6,17.0,18,73,5,9,23,4,0.56,15,28,-13,-0.77,+0.99,19.4,32.8,-13.5,-0.79,-0.11
3179,Federico Valverde,33,1907,58,55.8,21.2,21,83,10,12,14,2,2.30,42,12,+30,+1.42,+0.52,39.6,19.2,+20.4,+0.96,+0.12
3182,Jamie Vardy,35,3033,87,88.7,33.7,34,88,32,1,32,0,1.60,58,38,+20,+0.59,-0.80,53.3,41.2,+12.2,+0.36,-0.69
3183,Matias Vargas,21,1024,49,29.9,11.4,10,80,5,11,20,10,0.81,6,17,-11,-0.97,-0.22,13.0,13.6,-0.7,-0.06,+0.38
3184,Ruben Vargas,33,2530,77,82.7,28.1,29,84,17,4,25,0,1.00,34,54,-20,-0.71,-1.05,35.2,47.7,-12.6,-0.45,-0.28
3185,Thibaut Vargas,3,151,50,6.0,1.7,2,71,0,1,10,4,2.00,3,2,+1,+0.60,+0.60,4.3,2.4,+1.9,+1.13,+1.18
3188,Denis Vavro,11,328,30,9.6,3.6,1,90,1,10,24,23,1.64,6,8,-2,-0.55,-1.68,6.0,6.3,-0.3,-0.07,-0.57
3189,Franco Vazquez,31,1098,35,32.1,12.2,11,70,3,20,17,4,1.84,19,14,+5,+0.41,-0.17,17.7,14.0,+3.7,+0.30,-0.22
3190,Kevin Vazquez,17,1325,78,38.7,14.7,16,81,8,1,25,11,1.06,20,20,0,0.00,+0.52,20.4,18.9,+1.5,+0.10,+0.43
3191,Lucas Vazquez,18,848,47,24.8,9.4,8,87,6,10,16,4,2.33,23,10,+13,+1.38,+0.26,19.7,9.5,+10.2,+1.09,+0.24
3192,Matias Vecino,20,1282,64,37.5,14.2,14,83,10,6,20,3,2.10,30,13,+17,+1.19,+0.01,23.1,15.9,+7.2,+0.51,-0.40
3194,Milos Veljkovic,24,2051,85,67.0,22.8,23,88,18,1,20,3,0.83,27,48,-21,-0.92,-0.39,26.1,38.5,-12.4,-0.55,-0.23
3195,Miguel Veloso,34,2811,83,82.2,31.2,32,86,25,2,33,0,1.35,36,38,-2,-0.06,+0.23,40.2,43.2,-3.0,-0.10,-0.08
3198,Lorenzo Venuti,16,858,54,25.1,9.5,10,77,5,6,15,22,1.50,12,12,0,0.00,-0.11,12.4,13.0,-0.6,-0.06,-0.25
3199,Brayan Vera,8,155,19,4.5,1.7,1,77,0,7,11,30,0.38,2,2,0,0.00,+0.91,1.6,4.1,-2.5,-1.47,-0.69
3200,Simone Verdi,33,2073,63,60.6,23.0,26,73,5,7,26,0,0.91,30,41,-11,-0.48,+0.26,28.4,38.5,-10.1,-0.44,-0.04
3202,Jordan Veretout,33,2629,80,76.9,29.2,30,86,23,3,16,3,1.88,53,36,+17,+0.58,-0.44,56.1,36.6,+19.5,+0.67,+0.17
