,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1156,Luca Horn,de GER,DF,Wolfsburg,Bundesliga,20.0,1998.0,0.1,9.0,0.0,2.0,5.0,2.0,0.0,9.0,0.0,0.0,,0.0,,5.0,59.0,31.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0
1157,Timo Horn,de GER,GK,Köln,Bundesliga,26.0,1993.0,34.0,1286.0,1107.0,1277.0,10.0,0.0,0.0,1286.0,0.0,0.0,,0.0,,597.0,2976.0,2142.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0
1158,Krisztofer Horváth,hu HUN,"FW,DF",SPAL,Serie A,17.0,2002.0,0.5,23.0,1.0,2.0,12.0,9.0,1.0,23.0,1.0,0.0,0.0,1.0,100.0,16.0,98.0,15.0,1.0,1.0,0.0,1.0,1.0,15.0,2.0
1159,Conor Hourihane,ie IRL,MF,Aston Villa,Premier League,28.0,1991.0,17.0,863.0,40.0,125.0,403.0,341.0,27.0,863.0,7.0,4.0,57.1,3.0,42.9,365.0,1224.0,535.0,9.0,11.0,1.0,11.0,8.0,493.0,57.0
1160,Lukáš Hrádecký,fi FIN,GK,Leverkusen,Bundesliga,29.0,1989.0,34.0,1684.0,1370.0,1677.0,8.0,0.0,0.0,1684.0,0.0,0.0,,0.0,,899.0,5090.0,2912.0,0.0,0.0,0.0,0.0,0.0,990.0,0.0
1161,Benjamin Hübner,de GER,DF,Hoffenheim,Bundesliga,30.0,1989.0,23.0,1859.0,221.0,999.0,776.0,90.0,33.0,1859.0,7.0,4.0,57.1,3.0,42.9,1069.0,5043.0,2907.0,23.0,14.0,1.0,8.0,12.0,1369.0,7.0
1162,Florian Hübner,de GER,DF,Union Berlin,Bundesliga,28.0,1991.0,9.4,402.0,49.0,233.0,153.0,22.0,16.0,402.0,1.0,1.0,100.0,0.0,0.0,161.0,725.0,343.0,0.0,0.0,0.0,5.0,1.0,173.0,3.0
1163,Callum Hudson-Odoi,eng ENG,"FW,MF",Chelsea,Premier League,18.0,2000.0,9.6,611.0,3.0,47.0,190.0,381.0,49.0,611.0,48.0,27.0,56.3,21.0,43.8,442.0,3068.0,1656.0,63.0,27.0,26.0,29.0,18.0,495.0,116.0
1164,Will Hughes,eng ENG,MF,Watford,Premier League,24.0,1995.0,25.0,1254.0,44.0,235.0,612.0,420.0,47.0,1254.0,33.0,24.0,72.7,9.0,27.3,632.0,3123.0,1642.0,40.0,33.0,5.0,46.0,32.0,688.0,60.0
1165,Mats Hummels,de GER,DF,Dortmund,Bundesliga,30.0,1988.0,28.7,2616.0,256.0,1283.0,1268.0,82.0,29.0,2616.0,15.0,14.0,93.3,1.0,6.7,1587.0,7992.0,4702.0,23.0,13.0,1.0,15.0,7.0,1789.0,8.0
1166,Uwe Hünemeier,de GER,DF,Paderborn 07,Bundesliga,33.0,1986.0,13.4,973.0,129.0,525.0,413.0,36.0,14.0,972.0,2.0,1.0,50.0,1.0,50.0,538.0,3114.0,1851.0,13.0,0.0,0.0,6.0,0.0,622.0,4.0
1167,Adrien Hunou,fr FRA,"FW,MF",Rennes,Ligue 1,25.0,1994.0,13.4,491.0,5.0,56.0,230.0,211.0,46.0,490.0,14.0,5.0,35.7,9.0,64.3,309.0,1486.0,584.0,20.0,14.0,6.0,42.0,22.0,353.0,82.0
1168,Jannik Huth,de GER,GK,Paderborn 07,Bundesliga,25.0,1994.0,6.0,264.0,208.0,261.0,3.0,0.0,0.0,264.0,0.0,0.0,,0.0,,132.0,608.0,299.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0
1170,Elseid Hysaj,al ALB,DF,Napoli,Serie A,25.0,1994.0,16.5,1416.0,50.0,369.0,752.0,310.0,12.0,1416.0,20.0,13.0,65.0,7.0,35.0,921.0,4817.0,2848.0,56.0,49.0,8.0,8.0,5.0,1005.0,72.0
1171,Suk Hyun-jun,kr KOR,"FW,MF",Reims,Ligue 1,28.0,1991.0,2.9,106.0,3.0,7.0,38.0,63.0,18.0,106.0,6.0,1.0,16.7,5.0,83.3,43.0,247.0,142.0,4.0,1.0,2.0,14.0,1.0,82.0,25.0
1172,Pierre Højbjerg,dk DEN,MF,Southampton,Premier League,23.0,1995.0,30.6,2248.0,83.0,412.0,1446.0,426.0,39.0,2248.0,52.0,40.0,76.9,12.0,23.1,1134.0,5822.0,2633.0,33.0,42.0,6.0,64.0,26.0,1340.0,55.0
1173,Simone Iacoponi,it ITA,DF,Parma,Serie A,32.0,1987.0,33.9,1738.0,350.0,1013.0,682.0,48.0,20.0,1738.0,9.0,4.0,44.4,5.0,55.6,1010.0,5365.0,3133.0,10.0,7.0,1.0,13.0,6.0,1063.0,7.0
1174,Iago,br BRA,"DF,MF",Augsburg,Bundesliga,22.0,1997.0,7.5,404.0,32.0,162.0,168.0,77.0,4.0,404.0,6.0,2.0,33.3,4.0,66.7,167.0,953.0,443.0,12.0,5.0,0.0,10.0,9.0,151.0,10.0
1175,Robert Ibáñez,es ESP,"MF,FW",Osasuna,La Liga,26.0,1993.0,6.0,251.0,3.0,29.0,130.0,102.0,16.0,251.0,22.0,15.0,68.2,7.0,31.8,192.0,1338.0,585.0,18.0,15.0,6.0,20.0,17.0,199.0,48.0
1176,Roger Ibanez,br BRA,DF,Roma,Serie A,20.0,1998.0,6.8,399.0,65.0,211.0,175.0,17.0,5.0,399.0,5.0,2.0,40.0,3.0,60.0,256.0,1551.0,713.0,3.0,4.0,0.0,6.0,4.0,262.0,1.0
1177,Jordon Ibe,eng ENG,DF,Bournemouth,Premier League,23.0,1995.0,0.6,28.0,3.0,5.0,18.0,7.0,0.0,28.0,2.0,1.0,50.0,1.0,50.0,17.0,200.0,119.0,4.0,2.0,0.0,1.0,1.0,15.0,4.0
1178,Vedad Ibišević,ba BIH,FW,Hertha BSC,Bundesliga,34.0,1984.0,14.0,355.0,18.0,32.0,180.0,146.0,43.0,354.0,18.0,5.0,27.8,13.0,72.2,196.0,917.0,305.0,8.0,13.0,5.0,30.0,22.0,265.0,75.0
1179,Vicente Iborra,es ESP,MF,Villarreal,La Liga,31.0,1988.0,29.4,1739.0,113.0,496.0,1084.0,173.0,33.0,1739.0,13.0,8.0,61.5,5.0,38.5,819.0,3115.0,1368.0,5.0,10.0,1.0,22.0,10.0,1085.0,26.0
1180,Didier Ibrahim Ndong,ga GAB,MF,Dijon,Ligue 1,25.0,1994.0,26.5,1669.0,65.0,456.0,1065.0,172.0,15.0,1669.0,32.0,19.0,59.4,13.0,40.6,967.0,5293.0,2505.0,48.0,29.0,3.0,24.0,24.0,1147.0,26.0
1181,Zlatan Ibrahimović,se SWE,FW,Milan,Serie A,37.0,1981.0,15.1,783.0,27.0,32.0,359.0,395.0,105.0,780.0,20.0,13.0,65.0,7.0,35.0,434.0,1775.0,701.0,17.0,21.0,10.0,36.0,17.0,644.0,114.0
1182,Mauro Icardi,ar ARG,FW,Paris S-G,Ligue 1,26.0,1993.0,14.1,271.0,14.0,36.0,95.0,142.0,73.0,271.0,12.0,6.0,50.0,6.0,50.0,125.0,458.0,184.0,9.0,3.0,8.0,15.0,4.0,176.0,64.0
1183,Adam Idah,ie IRL,"FW,MF",Norwich City,Premier League,18.0,2001.0,2.5,83.0,1.0,10.0,38.0,35.0,8.0,83.0,4.0,0.0,0.0,4.0,100.0,48.0,230.0,64.0,5.0,1.0,1.0,10.0,5.0,53.0,11.0
1184,Odion Ighalo,ng NGA,FW,Manchester Utd,Premier League,30.0,1989.0,1.1,49.0,1.0,2.0,18.0,29.0,16.0,49.0,6.0,3.0,50.0,3.0,50.0,29.0,128.0,31.0,2.0,1.0,1.0,4.0,4.0,35.0,13.0
1185,Borja Iglesias,es ESP,FW,Betis,La Liga,26.0,1993.0,21.4,505.0,25.0,52.0,238.0,222.0,76.0,505.0,34.0,16.0,47.1,18.0,52.9,276.0,1345.0,471.0,17.0,20.0,7.0,54.0,25.0,348.0,79.0
1186,Igor,br BRA,DF,SPAL,Serie A,21.0,1998.0,14.9,814.0,82.0,358.0,391.0,77.0,8.0,814.0,18.0,16.0,88.9,2.0,11.1,452.0,2704.0,1732.0,33.0,13.0,3.0,15.0,12.0,490.0,19.0
1187,Igor,br BRA,DF,Fiorentina,Serie A,21.0,1998.0,6.8,397.0,38.0,157.0,203.0,42.0,3.0,397.0,6.0,5.0,83.3,1.0,16.7,262.0,1438.0,866.0,12.0,6.0,1.0,5.0,3.0,254.0,15.0
1188,Kelechi Iheanacho,ng NGA,FW,Leicester City,Premier League,22.0,1996.0,10.7,418.0,5.0,24.0,172.0,227.0,72.0,418.0,27.0,16.0,59.3,11.0,40.7,315.0,1567.0,704.0,22.0,15.0,10.0,52.0,21.0,348.0,88.0
1189,Luc Ihorst,de GER,FW,Werder Bremen,Bundesliga,19.0,2000.0,0.1,6.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
1190,Jonathan Ikone,fr FRA,"MF,FW",Lille,Ligue 1,21.0,1998.0,22.9,983.0,5.0,41.0,458.0,505.0,71.0,982.0,119.0,72.0,60.5,47.0,39.5,666.0,4251.0,1981.0,67.0,55.0,30.0,74.0,49.0,748.0,162.0
1191,Yun Il-lok,kr KOR,"MF,FW",Montpellier,Ligue 1,27.0,1992.0,1.3,66.0,0.0,13.0,30.0,23.0,7.0,66.0,7.0,2.0,28.6,5.0,71.4,36.0,222.0,110.0,4.0,0.0,0.0,2.0,2.0,45.0,13.0
1192,Josip Iličić,si SVN,"FW,MF",Atalanta,Serie A,31.0,1988.0,18.5,1269.0,7.0,81.0,463.0,742.0,124.0,1269.0,106.0,59.0,55.7,47.0,44.3,981.0,6048.0,3071.0,108.0,93.0,50.0,52.0,46.0,1030.0,195.0
1193,Asier Illarramendi,es ESP,MF,Real Sociedad,La Liga,29.0,1990.0,2.4,199.0,12.0,45.0,135.0,19.0,1.0,199.0,1.0,0.0,0.0,1.0,100.0,127.0,884.0,646.0,10.0,10.0,0.0,2.0,0.0,141.0,2.0
1194,Stefan Ilsanker,at AUT,DF,RB Leipzig,Bundesliga,30.0,1989.0,4.6,423.0,40.0,200.0,211.0,13.0,9.0,423.0,2.0,1.0,50.0,1.0,50.0,251.0,1040.0,690.0,2.0,2.0,1.0,0.0,1.0,304.0,0.0
1196,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,Bundesliga,30.0,1989.0,9.3,643.0,59.0,283.0,310.0,57.0,12.0,643.0,4.0,4.0,100.0,0.0,0.0,297.0,1240.0,686.0,4.0,3.0,0.0,8.0,3.0,398.0,6.0
1197,Giannelli Imbula,cd COD,MF,Lecce,Serie A,26.0,1992.0,1.4,81.0,1.0,24.0,46.0,15.0,1.0,81.0,3.0,3.0,100.0,0.0,0.0,61.0,368.0,159.0,2.0,2.0,0.0,3.0,5.0,61.0,0.0
1198,Ciro Immobile,it ITA,FW,Lazio,Serie A,29.0,1990.0,35.2,1284.0,11.0,90.0,491.0,722.0,229.0,1269.0,55.0,23.0,41.8,32.0,58.2,761.0,4690.0,2389.0,94.0,53.0,44.0,97.0,30.0,1033.0,253.0
1199,Roberto Inglese,it ITA,FW,Parma,Serie A,27.0,1991.0,8.5,246.0,3.0,38.0,89.0,122.0,43.0,245.0,12.0,7.0,58.3,5.0,41.7,153.0,719.0,180.0,9.0,5.0,6.0,27.0,18.0,173.0,46.0
1200,Danny Ings,eng ENG,FW,Southampton,Premier League,27.0,1992.0,31.2,1096.0,33.0,110.0,440.0,566.0,165.0,1094.0,97.0,48.0,49.5,49.0,50.5,579.0,3011.0,1315.0,50.0,33.0,26.0,70.0,50.0,695.0,194.0
1201,Marcus Ingvartsen,dk DEN,"MF,FW",Union Berlin,Bundesliga,23.0,1996.0,19.1,741.0,23.0,118.0,321.0,313.0,46.0,740.0,33.0,15.0,45.5,18.0,54.5,403.0,2240.0,852.0,23.0,25.0,4.0,48.0,20.0,455.0,69.0
1202,Lorenzo Insigne,it ITA,"FW,MF",Napoli,Serie A,28.0,1991.0,31.2,2141.0,7.0,169.0,905.0,1094.0,157.0,2136.0,106.0,57.0,53.8,49.0,46.2,1521.0,8754.0,4852.0,146.0,123.0,47.0,59.0,48.0,1690.0,349.0
1203,Takashi Inui,jp JPN,"MF,FW",Eibar,La Liga,31.0,1988.0,21.8,813.0,12.0,97.0,317.0,414.0,60.0,813.0,44.0,22.0,50.0,22.0,50.0,517.0,3242.0,1583.0,54.0,34.0,26.0,42.0,35.0,536.0,145.0
1204,Artur Ioniță,md MDA,MF,Cagliari,Serie A,28.0,1990.0,21.1,879.0,43.0,188.0,490.0,211.0,24.0,879.0,16.0,13.0,81.3,3.0,18.8,433.0,2486.0,1298.0,32.0,31.0,0.0,10.0,18.0,531.0,50.0
1205,Alexander Isak,se SWE,FW,Real Sociedad,La Liga,19.0,1999.0,16.7,481.0,6.0,13.0,212.0,266.0,98.0,481.0,30.0,17.0,56.7,13.0,43.3,312.0,2153.0,1099.0,46.0,30.0,24.0,59.0,37.0,360.0,98.0
1206,Isco,es ESP,"FW,MF",Real Madrid,La Liga,27.0,1992.0,13.1,981.0,6.0,114.0,515.0,362.0,37.0,981.0,45.0,33.0,73.3,12.0,26.7,710.0,4224.0,2155.0,48.0,39.0,6.0,29.0,21.0,833.0,75.0
1207,Nicolas Isimat-Mirin,fr FRA,DF,Toulouse,Ligue 1,27.0,1991.0,14.0,699.0,94.0,375.0,311.0,18.0,13.0,699.0,1.0,1.0,100.0,0.0,0.0,333.0,1605.0,896.0,7.0,3.0,2.0,11.0,0.0,379.0,0.0
1208,Jakub Iskra,pl POL,DF,SPAL,Serie A,16.0,2002.0,0.9,53.0,5.0,10.0,28.0,15.0,1.0,53.0,1.0,1.0,100.0,0.0,0.0,38.0,192.0,117.0,4.0,3.0,0.0,1.0,0.0,42.0,2.0
1209,Ismael,es ESP,MF,Betis,La Liga,18.0,2000.0,0.9,42.0,2.0,13.0,23.0,6.0,0.0,42.0,1.0,0.0,0.0,1.0,100.0,20.0,72.0,11.0,0.0,0.0,0.0,2.0,2.0,22.0,1.0
1210,Gian-Luca Itter,de GER,"DF,MF",Freiburg,Bundesliga,20.0,1999.0,0.4,31.0,4.0,9.0,14.0,8.0,0.0,31.0,0.0,0.0,,0.0,,17.0,106.0,63.0,2.0,2.0,0.0,0.0,0.0,17.0,1.0
1211,Ander Iturraspe,es ESP,MF,Espanyol,La Liga,30.0,1989.0,2.7,90.0,8.0,29.0,53.0,9.0,0.0,90.0,1.0,1.0,100.0,0.0,0.0,27.0,135.0,73.0,3.0,0.0,0.0,2.0,0.0,40.0,3.0
1212,Alex Iwobi,ng NGA,"MF,FW",Everton,Premier League,23.0,1996.0,17.7,794.0,16.0,116.0,351.0,341.0,47.0,794.0,52.0,32.0,61.5,20.0,38.5,534.0,3317.0,1800.0,60.0,55.0,12.0,35.0,17.0,542.0,84.0
1213,Armando Izzo,it ITA,DF,Torino,Serie A,27.0,1992.0,29.8,1741.0,201.0,729.0,850.0,180.0,37.0,1741.0,13.0,10.0,76.9,3.0,23.1,908.0,4893.0,2727.0,34.0,31.0,3.0,12.0,6.0,1029.0,28.0
1214,Jacobo,es ESP,"DF,MF",Celta Vigo,La Liga,22.0,1997.0,0.9,47.0,4.0,20.0,18.0,9.0,0.0,47.0,1.0,1.0,100.0,0.0,0.0,27.0,104.0,60.0,1.0,1.0,0.0,0.0,2.0,24.0,2.0
1215,Phil Jagielka,eng ENG,DF,Sheffield Utd,Premier League,36.0,1982.0,2.7,118.0,26.0,78.0,37.0,3.0,1.0,118.0,0.0,0.0,,0.0,,29.0,119.0,22.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
1216,Filip Jagiełło,pl POL,MF,Genoa,Serie A,21.0,1997.0,6.1,358.0,6.0,59.0,188.0,112.0,7.0,358.0,7.0,6.0,85.7,1.0,14.3,236.0,1125.0,507.0,15.0,11.0,1.0,13.0,2.0,262.0,21.0
1217,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,Premier League,25.0,1993.0,3.5,193.0,3.0,21.0,60.0,115.0,10.0,193.0,15.0,8.0,53.3,7.0,46.7,118.0,560.0,252.0,8.0,5.0,1.0,8.0,6.0,137.0,51.0
1218,Mato Jajalo,ba BIH,MF,Udinese,Serie A,31.0,1988.0,18.3,1222.0,44.0,273.0,769.0,195.0,14.0,1222.0,39.0,29.0,74.4,10.0,25.6,669.0,3639.0,1809.0,28.0,25.0,5.0,22.0,16.0,771.0,21.0
1219,Ismail Jakobs,sn SEN,"FW,DF",Köln,Bundesliga,19.0,1999.0,18.6,818.0,30.0,192.0,338.0,299.0,29.0,818.0,18.0,7.0,38.9,11.0,61.1,427.0,2093.0,876.0,29.0,23.0,5.0,47.0,17.0,463.0,115.0
1220,Christophe Jallet,fr FRA,DF,Amiens,Ligue 1,35.0,1983.0,9.5,667.0,39.0,184.0,336.0,150.0,3.0,667.0,7.0,4.0,57.1,3.0,42.9,240.0,1125.0,630.0,12.0,10.0,0.0,12.0,3.0,331.0,31.0
1222,Daniel James,wls WAL,FW,Manchester Utd,Premier League,21.0,1997.0,25.4,1049.0,7.0,120.0,386.0,558.0,86.0,1049.0,62.0,27.0,43.5,35.0,56.5,682.0,5477.0,3422.0,140.0,69.0,43.0,46.0,29.0,826.0,263.0
1223,Matty James,eng ENG,MF,Leicester City,Premier League,28.0,1991.0,0.1,5.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,,0.0,,5.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
1224,Reece James,eng ENG,DF,Chelsea,Premier League,19.0,1999.0,16.8,1480.0,41.0,336.0,696.0,463.0,18.0,1480.0,42.0,30.0,71.4,12.0,28.6,926.0,4331.0,2040.0,43.0,34.0,3.0,17.0,22.0,990.0,115.0
1225,Marko Janković,me MNE,"FW,DF",SPAL,Serie A,24.0,1995.0,1.3,77.0,0.0,5.0,31.0,43.0,5.0,77.0,3.0,1.0,33.3,2.0,66.7,49.0,280.0,98.0,4.0,2.0,3.0,2.0,2.0,57.0,16.0
1226,Jakub Jankto,cz CZE,"MF,FW",Sampdoria,Serie A,23.0,1996.0,23.3,998.0,31.0,153.0,439.0,417.0,60.0,998.0,19.0,7.0,36.8,12.0,63.2,527.0,3170.0,1735.0,49.0,37.0,9.0,23.0,13.0,640.0,140.0
1227,Daryl Janmaat,nl NED,DF,Watford,Premier League,30.0,1989.0,6.7,426.0,31.0,105.0,189.0,135.0,8.0,426.0,7.0,5.0,71.4,2.0,28.6,227.0,1077.0,600.0,15.0,13.0,2.0,9.0,2.0,251.0,30.0
1228,Laurent Jans,lu LUX,DF,Paderborn 07,Bundesliga,26.0,1992.0,17.5,1051.0,70.0,465.0,397.0,199.0,6.0,1051.0,16.0,12.0,75.0,4.0,25.0,496.0,2914.0,1562.0,37.0,26.0,4.0,19.0,7.0,495.0,30.0
1229,Tony Jantschke,de GER,DF,M'Gladbach,Bundesliga,29.0,1990.0,11.2,810.0,71.0,398.0,365.0,49.0,10.0,810.0,1.0,1.0,100.0,0.0,0.0,471.0,2067.0,994.0,10.0,5.0,0.0,3.0,0.0,507.0,15.0
1230,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,La Liga,24.0,1995.0,13.0,667.0,6.0,45.0,283.0,343.0,38.0,667.0,68.0,37.0,54.4,31.0,45.6,503.0,3075.0,1566.0,62.0,35.0,20.0,50.0,30.0,534.0,133.0
1231,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,34.0,1984.0,28.3,1083.0,955.0,1082.0,1.0,0.0,0.0,1083.0,1.0,1.0,100.0,0.0,0.0,586.0,3699.0,2513.0,0.0,0.0,0.0,1.0,0.0,427.0,0.0
1232,Jason,es ESP,MF,Getafe,La Liga,25.0,1994.0,13.1,607.0,16.0,87.0,238.0,295.0,19.0,607.0,52.0,24.0,46.2,28.0,53.8,315.0,1903.0,741.0,23.0,21.0,1.0,39.0,18.0,327.0,74.0
1233,Dennis Jastrzembski,pl POL,"MF,FW",Paderborn 07,Bundesliga,19.0,2000.0,2.0,79.0,2.0,18.0,33.0,29.0,4.0,79.0,6.0,1.0,16.7,5.0,83.3,44.0,322.0,154.0,7.0,4.0,3.0,4.0,1.0,45.0,13.0
1234,Corentin Jean,fr FRA,DF,Toulouse,Ligue 1,24.0,1995.0,0.1,10.0,0.0,2.0,3.0,5.0,0.0,10.0,1.0,1.0,100.0,0.0,0.0,7.0,68.0,38.0,1.0,1.0,0.0,1.0,0.0,6.0,2.0
1235,Benjamin Jeannot,fr FRA,"MF,FW",Dijon,Ligue 1,27.0,1992.0,1.9,88.0,4.0,16.0,44.0,29.0,6.0,88.0,1.0,0.0,0.0,1.0,100.0,37.0,263.0,100.0,3.0,6.0,0.0,5.0,2.0,59.0,9.0
1236,Tin Jedvaj,hr CRO,DF,Augsburg,Bundesliga,23.0,1995.0,29.3,1478.0,176.0,739.0,646.0,108.0,19.0,1478.0,10.0,6.0,60.0,4.0,40.0,668.0,3730.0,1819.0,19.0,8.0,0.0,12.0,8.0,671.0,12.0
1237,Jemerson,br BRA,"DF,MF",Monaco,Ligue 1,26.0,1992.0,11.7,731.0,34.0,216.0,469.0,52.0,2.0,731.0,2.0,2.0,100.0,0.0,0.0,384.0,1977.0,1342.0,11.0,11.0,0.0,7.0,4.0,488.0,6.0
1238,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,Bundesliga,21.0,1997.0,5.1,130.0,3.0,14.0,60.0,58.0,6.0,130.0,9.0,4.0,44.4,5.0,55.6,71.0,401.0,162.0,8.0,4.0,1.0,8.0,6.0,87.0,22.0
1239,Jesé,es ESP,FW,Paris S-G,Ligue 1,26.0,1993.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1240,Gabriel Jesus,br BRA,FW,Manchester City,Premier League,22.0,1997.0,22.6,872.0,7.0,54.0,319.0,509.0,171.0,871.0,60.0,45.0,75.0,15.0,25.0,602.0,2691.0,1147.0,55.0,22.0,29.0,48.0,33.0,675.0,203.0
1241,Juan Jesus,br BRA,DF,Roma,Serie A,28.0,1991.0,1.5,85.0,9.0,57.0,28.0,0.0,0.0,85.0,0.0,0.0,,0.0,,39.0,169.0,67.0,0.0,0.0,0.0,1.0,1.0,56.0,0.0
1242,Raúl Jiménez,mx MEX,FW,Wolves,Premier League,28.0,1991.0,36.0,1476.0,38.0,125.0,741.0,630.0,192.0,1472.0,99.0,62.0,62.6,37.0,37.4,797.0,4867.0,2245.0,89.0,54.0,42.0,110.0,67.0,1153.0,223.0
1243,João Pedro,br BRA,"FW,MF",Watford,Premier League,17.0,2001.0,0.3,14.0,0.0,1.0,3.0,10.0,2.0,14.0,4.0,3.0,75.0,1.0,25.0,12.0,138.0,62.0,2.0,2.0,1.0,0.0,2.0,13.0,3.0
1244,Joaquín,es ESP,"MF,FW",Betis,La Liga,38.0,1981.0,22.9,1357.0,24.0,143.0,529.0,699.0,68.0,1354.0,82.0,56.0,68.3,26.0,31.7,878.0,5268.0,2832.0,90.0,69.0,23.0,31.0,28.0,1024.0,178.0
1245,Joelinton,br BRA,FW,Newcastle Utd,Premier League,22.0,1996.0,29.8,1235.0,39.0,112.0,712.0,424.0,94.0,1235.0,80.0,41.0,51.3,39.0,48.8,699.0,3690.0,1486.0,47.0,37.0,26.0,134.0,60.0,875.0,133.0
1246,Ben Johnson,eng ENG,DF,West Ham,Premier League,19.0,2000.0,3.0,195.0,14.0,71.0,82.0,42.0,0.0,195.0,1.0,1.0,100.0,0.0,0.0,99.0,418.0,160.0,7.0,2.0,0.0,3.0,1.0,106.0,8.0
1248,Fabian Johnson,us USA,"MF,DF",M'Gladbach,Bundesliga,31.0,1987.0,3.0,135.0,4.0,25.0,71.0,40.0,4.0,135.0,2.0,1.0,50.0,1.0,50.0,67.0,284.0,185.0,6.0,1.0,1.0,4.0,5.0,80.0,14.0
1249,Curtis Jones,eng ENG,MF,Liverpool,Premier League,18.0,2001.0,1.4,140.0,0.0,20.0,71.0,50.0,7.0,140.0,4.0,3.0,75.0,1.0,25.0,102.0,454.0,232.0,4.0,5.0,1.0,2.0,4.0,111.0,7.0
1250,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,27.0,1992.0,1.5,122.0,9.0,57.0,56.0,10.0,3.0,122.0,1.0,1.0,100.0,0.0,0.0,53.0,331.0,222.0,2.0,1.0,0.0,2.0,0.0,66.0,1.0
1251,Frenkie de Jong,nl NED,MF,Barcelona,La Liga,22.0,1997.0,23.5,1809.0,31.0,305.0,1042.0,489.0,35.0,1809.0,57.0,46.0,80.7,11.0,19.3,1294.0,7746.0,4083.0,77.0,74.0,6.0,30.0,29.0,1517.0,82.0
1252,Luuk de Jong,nl NED,FW,Sevilla,La Liga,28.0,1990.0,22.9,774.0,24.0,74.0,377.0,327.0,124.0,774.0,16.0,8.0,50.0,8.0,50.0,321.0,1197.0,458.0,15.0,11.0,7.0,47.0,20.0,563.0,109.0
1253,Jony,es ESP,"DF,FW",Lazio,Serie A,28.0,1991.0,13.1,761.0,19.0,155.0,270.0,343.0,18.0,761.0,23.0,10.0,43.5,13.0,56.5,357.0,2020.0,1044.0,33.0,20.0,9.0,22.0,6.0,461.0,110.0
1254,Joan Jordán,es ESP,MF,Sevilla,La Liga,25.0,1994.0,25.0,1998.0,40.0,332.0,1127.0,556.0,38.0,1998.0,54.0,40.0,74.1,14.0,25.9,1125.0,5212.0,2335.0,40.0,40.0,6.0,36.0,21.0,1416.0,82.0
1255,Bruno Jordão,pt POR,FW,Wolves,Premier League,20.0,1998.0,0.1,7.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,,0.0,,4.0,39.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
1256,Jorginho,it ITA,MF,Chelsea,Premier League,27.0,1991.0,26.4,2531.0,79.0,527.0,1663.0,356.0,10.0,2528.0,21.0,13.0,61.9,8.0,38.1,1580.0,6854.0,3243.0,24.0,34.0,2.0,19.0,22.0,1832.0,29.0
1257,Jesse Joronen,fi FIN,GK,Brescia,Serie A,26.0,1993.0,29.0,963.0,841.0,961.0,2.0,0.0,0.0,963.0,0.0,0.0,,0.0,,380.0,2799.0,2021.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0
1258,Willian José,br BRA,FW,Real Sociedad,La Liga,27.0,1991.0,22.3,739.0,20.0,55.0,369.0,322.0,87.0,739.0,14.0,7.0,50.0,7.0,50.0,457.0,1841.0,546.0,16.0,16.0,5.0,40.0,26.0,570.0,127.0
1259,Joselu,es ESP,FW,Alavés,La Liga,29.0,1990.0,30.9,1387.0,50.0,134.0,760.0,501.0,130.0,1386.0,34.0,13.0,38.2,21.0,61.8,708.0,2113.0,639.0,13.0,18.0,5.0,90.0,43.0,1083.0,117.0
1260,Jota,es ESP,"FW,MF",Aston Villa,Premier League,28.0,1991.0,3.7,136.0,8.0,28.0,53.0,58.0,8.0,136.0,8.0,7.0,87.5,1.0,12.5,98.0,746.0,379.0,10.0,10.0,2.0,7.0,13.0,95.0,23.0
