,Player,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
2578,Samuel Umtiti,13.2,4,0,0,13,16,2,0,18,5,0,0,0,82,11,11,50.0
2579,Enes Unal,23.9,7,0,0,42,39,17,8,2,10,0,0,0,67,99,146,40.4
2580,Cengiz Under,15.3,1,0,0,8,29,4,63,13,3,0,1,0,59,5,12,29.4
2581,Joel Untersee,1.4,0,0,0,2,1,0,3,1,2,0,0,0,10,0,1,0.0
2582,Dayot Upamecano,14.4,5,0,0,17,4,0,0,33,16,0,2,0,104,46,23,66.7
2583,Takashi Usami,9.8,1,0,0,8,11,1,47,8,12,0,0,0,53,4,11,26.7
2584,Mark Uth,15.6,3,0,0,25,24,11,8,8,11,1,0,0,65,13,38,25.5
2585,Tomas Vaclik,33.0,1,0,0,1,3,0,0,0,0,0,1,0,39,13,0,100.0
2586,Valentin Vada,0.4,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0.0
2587,Valentin Vada,4.5,1,0,0,9,9,0,6,7,4,0,0,0,30,1,4,20.0
2588,William Vainqueur,0.9,0,0,0,0,1,0,0,0,3,0,0,0,10,2,1,66.7
2589,Mirko Valdifiori,7.4,3,0,0,14,8,0,49,5,15,0,0,0,37,2,4,33.3
2590,Pierrick Valdivia,0.3,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,100.0
2591,Antonio Valencia,5.2,2,0,0,7,4,0,9,5,6,0,0,0,32,3,3,50.0
2592,Enrico Valentini,14.4,2,0,0,11,12,0,106,13,27,0,0,0,54,22,12,64.7
2593,Borja Valero,13.7,4,0,0,20,23,0,12,16,19,0,0,0,97,3,13,18.8
2594,Yan Valery,19.0,4,1,1,27,6,2,55,22,36,0,0,0,76,42,52,44.7
2595,Jesus Vallejo,3.5,1,1,0,3,2,0,0,7,5,0,2,0,20,3,6,33.3
2596,Theo Valls,19.7,2,0,0,19,11,0,19,22,21,1,0,0,118,22,27,44.9
2597,Mattia Valoti,13.6,6,0,0,34,28,0,20,19,19,0,0,0,54,22,18,55.0
2598,Federico Valverde,7.3,4,0,0,15,2,0,4,21,8,0,0,0,52,9,6,60.0
2600,Luca Valzania,10.0,4,0,0,13,17,0,9,16,12,0,0,0,55,8,8,50.0
2601,Luca Valzania,0.8,0,0,0,0,0,0,0,1,4,0,0,0,2,4,1,80.0
2602,Virgil van Dijk,37.6,1,0,0,12,22,1,0,40,28,0,1,0,193,175,62,73.8
2603,Raphael Varane,30.6,0,1,0,11,12,1,2,32,18,0,2,0,155,89,37,70.6
2604,Jamie Vardy,30.3,3,1,0,19,19,37,28,6,8,2,0,0,47,67,105,39.0
2605,Franco Vazquez,25.3,8,1,0,52,71,4,25,23,37,0,1,0,153,60,54,52.6
2606,Kevin Vazquez,2.4,0,0,0,5,7,0,6,2,5,0,0,0,13,0,3,0.0
2607,Lucas Vazquez,16.8,6,1,1,41,38,2,63,12,26,0,0,0,82,7,22,24.1
2608,Matias Vecino,22.4,8,0,0,42,29,4,37,17,39,0,0,0,112,49,48,50.5
2610,Emiliano Velazquez,14.2,8,0,0,30,6,0,5,47,32,0,1,0,78,41,25,62.1
2611,Milos Veljkovic,20.9,7,2,2,21,8,1,8,27,24,0,0,0,79,51,45,53.1
2612,Miguel Veloso,14.0,7,0,0,30,6,0,71,13,20,0,0,0,94,12,19,38.7
2613,Daniele Verde,7.3,1,0,0,3,11,8,68,7,3,0,0,0,32,1,5,16.7
2614,Francesco Verde,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,100.0
2615,Simone Verdi,7.8,0,0,0,13,8,1,35,4,11,0,0,0,40,2,5,28.6
2616,Jordan Veretout,32.7,12,1,0,51,38,1,139,46,40,0,0,0,265,25,41,37.9
2617,Paul Verhaegh,2.0,0,0,0,1,0,0,5,1,0,0,0,0,12,1,2,33.3
2618,Thomas Vermaelen,6.5,2,0,0,10,4,0,1,6,4,0,0,0,29,13,8,61.9
2619,Marco Verratti,20.9,7,0,0,35,56,0,1,18,42,0,0,0,142,4,11,26.7
2620,Jan Vertonghen,21.2,4,1,1,10,10,1,28,32,24,0,2,0,139,51,27,65.4
2621,Freddie Veseli,28.2,4,0,0,37,9,2,21,30,21,0,1,0,125,12,24,33.3
2622,Mikel Vesga,23.0,3,0,0,30,24,0,33,39,32,0,0,0,155,44,25,63.8
2623,Jannik Vestergaard,22.5,2,0,0,17,14,1,1,35,33,0,0,0,123,85,51,62.5
2624,Ruben Vezo,14.9,4,0,0,15,11,1,5,19,17,0,0,0,70,25,25,50.0
2626,Ruben Vezo,2.2,2,0,0,4,4,0,3,2,1,0,0,0,7,5,6,45.5
2627,Francesco Vicari,25.9,6,0,0,14,11,0,2,34,24,0,0,0,121,48,37,56.5
2628,Aleix Vidal,5.9,3,0,0,10,7,1,23,4,11,0,1,0,31,7,6,53.8
2629,Arturo Vidal,21.4,7,0,0,58,32,0,6,29,44,0,0,0,121,39,30,56.5
2630,Ronaldo Vieira,6.7,3,0,0,19,5,0,8,8,10,0,0,0,47,14,21,40.0
2631,Luciano Vietto,11.0,1,0,0,13,19,0,19,6,11,0,1,0,60,4,6,40.0
2632,Carlos Vigaray,7.2,1,0,0,8,4,0,17,6,8,0,0,0,24,13,10,56.5
2633,Emanuel Vignato,7.3,0,0,0,2,5,0,24,10,4,0,0,0,36,3,7,30.0
2634,Didac Vila,26.2,11,0,0,38,29,1,77,53,31,0,1,0,131,48,34,58.5
2635,Toni Villa,19.6,3,0,0,28,41,3,43,12,32,0,0,0,108,3,18,14.3
2636,Ruben Vinagre,7.9,1,0,0,12,8,1,52,14,9,0,0,0,54,9,17,34.6
2637,Carlos Vinicius,5.8,3,0,0,12,7,9,4,1,1,1,0,0,22,13,22,37.1
2638,Vitolo,8.4,1,0,0,6,40,2,3,10,13,0,0,0,53,5,18,21.7
2639,Federico Viviani,3.7,1,0,0,4,5,0,10,8,5,0,0,0,26,3,1,75.0
2640,Emiliano Viviano,16.9,0,0,0,0,2,0,0,0,0,0,0,0,28,2,0,100.0
2641,Felipe Vizeu,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
2642,Dusan Vlahovic,1.8,0,0,0,5,2,0,3,0,0,0,0,0,10,2,11,15.4
2643,Rai Vloet,1.4,0,0,0,2,3,0,2,0,2,0,0,0,6,1,8,11.1
2644,Kevin Vogt,26.6,5,0,0,22,11,0,2,33,15,0,2,0,183,37,23,61.7
2645,Sam Vokes,10.2,0,0,0,14,9,7,1,0,2,0,0,0,10,123,107,53.5
2646,Kevin Volland,31.3,4,0,0,40,51,22,49,6,20,3,1,0,89,34,57,37.4
2647,Michel Vorm,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2648,Stefan de Vrij,28.0,2,0,0,13,10,0,2,25,16,0,0,1,154,50,42,54.3
2649,Sime Vrsaljko,8.1,2,0,0,9,10,1,63,11,14,0,0,0,42,12,5,70.6
2650,Nikola Vukcevic,7.4,5,1,1,21,11,0,0,10,18,0,1,0,39,15,7,68.2
2652,Matej Vydra,3.5,1,0,0,7,1,2,1,1,1,0,0,0,8,5,12,29.4
2654,Sandro Wagner,1.6,2,0,0,1,0,0,0,0,2,0,0,0,3,7,2,77.8
2655,Molla Wague,1.1,0,0,0,1,1,0,0,4,1,0,0,0,8,2,2,50.0
2656,Moussa Wague,2.5,1,0,0,9,0,3,6,4,5,0,1,0,13,2,4,33.3
2657,Wakaso,18.5,9,0,0,33,31,1,24,16,30,0,0,0,138,18,38,32.1
2658,Walace,22.2,5,0,0,30,26,2,1,45,22,0,0,0,209,54,38,58.7
2659,Theo Walcott,23.5,1,0,0,11,26,19,53,22,17,0,0,0,112,14,45,23.7
2660,Luca Waldschmidt,19.1,1,0,0,33,26,2,36,13,13,1,0,0,71,12,31,27.9
2661,Kyle Walker,30.9,3,0,0,15,14,4,59,36,26,0,1,0,170,45,25,64.3
2662,Kyle Walker-Peters,4.2,1,0,0,4,10,1,7,4,4,0,0,0,20,3,9,25.0
2663,Wallace,13.7,3,0,0,17,10,0,6,30,13,0,0,2,88,25,14,64.1
2665,Remi Walter,9.3,1,0,0,9,14,0,16,6,12,0,0,0,60,4,11,26.7
2666,Aaron Wan-Bissaka,34.8,4,1,0,23,16,2,56,84,90,0,1,0,206,43,30,58.9
2667,Victor Wanyama,5.7,2,0,0,10,6,0,3,7,13,0,0,0,39,14,14,50.0
2668,Danny Ward,4.9,0,0,0,2,6,3,2,0,1,0,0,0,11,31,38,44.9
2669,Joel Ward,6.1,1,0,0,8,6,1,7,10,7,0,0,0,31,18,14,56.3
2670,Stephen Ward,2.5,1,0,0,2,3,0,8,4,2,0,0,0,14,4,1,80.0
2671,James Ward-Prowse,21.6,4,0,0,22,10,3,145,27,17,0,1,1,112,21,47,30.9
2672,Daniel Wass,26.2,4,0,0,28,42,2,72,34,25,1,0,1,130,40,50,44.4
2673,Timothy Weah,0.6,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,100.0
2674,Wout Weghorst,32.5,4,0,0,37,38,29,11,9,23,1,0,0,97,115,98,54.0
2675,Julian Weigl,16.2,3,0,0,15,16,0,2,16,18,0,2,0,91,17,15,53.1
2676,Mitchell Weiser,23.5,3,0,0,32,38,4,84,27,37,0,1,1,109,21,44,32.3
2678,Danny Welbeck,1.7,0,0,0,3,2,0,0,1,2,0,0,0,11,7,14,33.3
2679,Wendell,25.3,5,0,0,37,13,1,37,29,48,0,0,0,160,40,41,49.4
2680,Oscar Wendt,30.3,2,0,0,25,18,1,77,19,34,0,0,0,139,25,34,42.4
2682,Timo Werner,27.9,1,0,0,24,37,36,47,3,12,1,0,0,85,9,34,20.9
2683,Ashley Westwood,31.4,5,0,0,30,22,1,87,47,30,0,0,0,234,19,18,51.4
2684,Hendrik Weydandt,19.1,1,0,0,35,27,9,20,5,12,0,0,0,59,124,118,51.2
2685,Connor Wickham,0.7,0,0,0,3,0,0,1,0,0,0,0,0,2,7,7,50.0
2686,Georginio Wijnaldum,30.3,3,0,0,18,30,2,13,21,28,0,0,0,182,32,34,48.5
2687,Jetro Willems,8.1,2,1,0,6,7,1,53,10,15,0,0,0,53,9,8,52.9
2688,William,29.7,10,0,0,37,19,0,115,85,57,0,3,0,178,50,38,56.8
2689,Danny Williams,1.1,1,0,0,2,1,0,0,1,0,0,0,0,7,0,2,0.0
2690,Inaki Williams,33.6,3,0,0,40,52,21,31,7,18,0,0,0,82,77,92,45.6
2691,Willian,23.3,2,0,0,12,31,11,169,14,21,1,0,0,105,10,23,30.3
2692,Joe Willock,0.7,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,50.0
2694,Ben Wilmot,2.2,1,0,0,2,2,0,0,2,0,0,0,0,4,1,2,33.3
2695,Jack Wilshere,4.4,2,0,0,7,12,0,2,7,4,0,0,0,27,3,0,100.0
2696,Callum Wilson,28.1,3,0,0,41,32,19,20,4,7,3,0,0,59,46,89,34.1
2697,Kevin Wimmer,18.7,5,0,0,20,5,1,1,41,17,0,0,0,68,29,23,55.8
2698,Harry Winks,17.7,4,0,0,16,15,2,8,21,13,0,0,0,137,12,14,46.2
2699,Axel Witsel,31.9,2,0,0,26,50,0,2,47,33,0,0,0,224,47,30,61.0
2700,Maximilian Wober,6.0,2,0,0,8,1,0,8,7,9,0,0,0,35,15,22,40.5
2701,Marius Wolf,9.2,1,1,0,13,13,2,18,13,10,0,0,0,43,9,19,32.1
2704,Bobby Wood,13.1,1,0,0,18,13,3,10,4,10,0,0,0,40,25,33,43.1
2705,Chris Wood,28.8,2,0,0,26,24,53,12,3,8,0,0,0,89,129,168,43.4
2706,Haji Wright,2.2,0,0,0,2,1,4,2,0,2,0,0,0,4,4,14,22.2
2707,Xeka,25.1,10,0,0,56,28,0,25,21,31,0,0,0,127,38,36,51.4
2708,Granit Xhaka,27.8,10,0,0,45,52,1,129,36,29,0,2,0,207,50,41,54.9
2709,Cedric Yambere,31.2,4,0,0,32,33,1,2,52,31,0,0,0,150,62,76,44.9
2710,Andriy Yarmolenko,5.1,2,0,0,8,8,1,10,2,1,0,0,0,29,3,3,50.0
2711,John Yeboah,0.6,0,0,0,0,3,0,1,1,0,0,0,0,8,0,3,0.0
2712,DeAndre Yedlin,27.5,6,1,0,41,13,4,77,28,32,0,2,1,109,30,39,43.5
2714,Okay Yokuslu,24.4,10,0,0,43,34,1,2,37,39,0,0,0,191,76,43,63.9
2715,Maya Yoshida,16.9,0,0,0,4,7,2,0,42,12,0,0,0,92,34,29,54.0
2716,Elie Youan,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2717,Amin Younes,5.5,1,0,0,15,15,2,7,2,6,0,0,0,21,1,3,25.0
2718,Ashley Young,28.5,9,1,1,37,32,4,197,55,32,0,0,0,166,20,11,64.5
2719,Zaydou Youssouf,4.7,1,0,0,10,13,1,8,5,5,0,0,0,19,5,10,33.3
2720,Pablo Zabaleta,23.2,4,0,0,17,30,1,48,48,24,0,0,0,120,47,50,48.5
2721,Dan-Axel Zagadou,14.1,4,0,0,13,4,0,0,25,10,0,1,0,95,49,21,70.0
2722,Wilfried Zaha,33.7,9,1,1,44,102,16,37,10,20,6,0,0,135,9,34,20.9
2723,Younn Zahary,8.2,3,0,0,12,2,0,6,16,9,0,2,0,35,13,16,44.8
2724,Miha Zajc,13.0,2,1,1,17,11,5,58,5,4,0,0,0,56,8,19,29.6
2725,Denis Zakaria,21.8,7,0,0,31,19,1,14,26,21,0,0,0,132,16,19,45.7
2726,Joseba Zaldua,23.8,7,0,0,33,64,0,73,38,27,0,1,0,90,46,26,63.9
2727,Andre-Frank Zambo Anguissa,16.9,2,1,1,23,18,2,2,34,29,0,0,0,119,21,31,40.4
2728,Francesco Zampano,23.4,1,0,0,31,25,5,81,13,25,0,1,0,112,15,14,51.7
2730,Nicolo Zaniolo,19.6,8,0,0,46,33,2,34,13,21,0,0,0,100,12,29,29.3
2731,Cristian Zapata,11.4,4,0,0,8,8,0,2,8,16,0,0,0,47,30,12,71.4
2732,Duvan Zapata,32.2,5,0,0,61,80,30,31,4,5,0,0,0,81,65,93,41.1
2733,Davide Zappacosta,1.4,0,0,0,2,1,0,1,3,0,0,0,0,4,3,2,60.0
2734,Simone Zaza,16.0,8,1,0,46,27,15,5,4,9,0,0,0,50,55,77,41.7
2735,Marvin Zeegelaar,10.6,6,1,1,17,6,1,13,17,23,0,0,0,62,17,12,58.6
2736,Mehdi Zeffane,13.5,4,0,0,11,5,1,28,18,13,0,0,0,66,17,19,47.2
2739,Arber Zeneli,9.0,0,0,0,8,12,2,24,2,6,0,0,0,55,2,2,50.0
2740,Robin Zentner,10.0,1,0,0,0,2,0,0,1,0,0,0,0,21,3,1,75.0
2741,Nabil El Zhar,10.7,0,0,0,17,11,2,38,4,4,0,0,0,53,7,19,26.9
2743,Ron-Robert Zieler,34.0,3,0,0,0,1,0,0,1,1,0,0,1,33,10,1,90.9
2744,Piotr Zielinski,31.9,6,0,0,27,29,3,36,20,25,0,0,0,189,16,31,34.0
2745,Jean Zimmer,15.9,2,0,0,10,24,0,60,11,11,0,0,0,78,3,8,27.3
2746,Matthias Zimmermann,33.9,4,0,0,50,30,0,87,67,64,0,0,0,205,33,37,47.1
2747,Oleksandr Zinchenko,12.8,1,0,0,15,5,1,39,20,20,0,0,0,74,24,32,42.9
2748,Kevin Zohi,7.0,0,0,0,7,10,2,13,7,10,0,0,0,33,9,16,36.0
2749,Kenneth Zohore,8.4,1,0,0,13,20,4,7,2,2,0,0,0,19,40,75,34.8
2750,Kurt Zouma,29.0,4,1,1,20,15,2,2,54,21,0,0,0,158,98,51,65.8
2751,Adam Zrelak,10.5,4,0,0,19,7,10,1,2,9,0,0,0,15,53,88,37.6
2752,Igor Zubeldia,28.3,7,0,0,37,13,0,2,45,35,0,0,0,200,59,52,53.2
2753,Steven Zuber,6.3,1,0,0,8,7,0,19,5,9,0,0,0,39,6,7,46.2
2754,Steven Zuber,11.7,3,0,0,14,16,0,27,6,3,0,0,0,53,10,19,34.5
2757,Ervin Zukanovic,21.8,5,0,0,21,12,0,25,19,16,0,0,0,130,50,28,64.1
2758,Bongani Zungu,2.6,2,0,0,5,5,0,0,2,2,0,0,0,19,0,5,0.0
2759,David Zurutuza,13.6,2,0,0,18,36,2,6,24,16,0,0,0,88,34,33,50.7
2760,Filip Dordevic,7.0,1,0,0,13,12,6,4,2,6,0,1,0,32,26,46,36.1
2761,Filip Duricic,13.9,2,1,0,23,37,6,17,8,13,1,0,0,60,11,19,36.7
