,Player,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
2275,Luca Sangalli,11.1,0,0,0,11,17,0,20,5,13,1,0,0,65,9,21,30.0
2276,Ibrahim Sangare,27.4,7,0,0,51,39,2,11,29,66,0,0,0,251,39,29,57.4
2277,Younousse Sankhare,16.4,6,0,0,36,35,5,1,9,12,1,0,0,95,16,17,48.5
2278,Baissama Sankoh,7.2,2,1,0,9,11,0,5,5,1,0,0,0,37,11,15,42.3
2279,Yaya Sanogo,13.8,3,0,0,41,27,5,2,3,2,2,1,0,41,63,59,51.6
2280,Morgan Sanson,26.7,9,0,0,52,50,1,49,42,47,0,0,0,198,23,40,36.5
2281,Nicola Sansone,12.7,4,1,1,26,28,4,29,9,17,1,0,0,58,7,21,25.0
2282,Nicola Sansone,0.4,1,0,0,3,0,1,2,0,0,0,0,0,0,1,4,20.0
2283,Baptiste Santamaria,36.1,2,0,0,50,50,1,11,57,60,0,0,0,240,37,39,48.7
2285,Federico Santander,22.9,5,0,0,51,39,15,16,9,10,0,0,0,53,156,134,53.8
2286,Davide Santon,11.2,0,0,0,16,11,0,29,15,6,0,0,0,60,8,13,38.1
2288,Michael Santos,6.2,4,0,0,19,11,16,7,1,5,0,0,0,20,13,21,38.2
2289,Samir Santos,20.0,7,0,0,39,25,2,21,34,33,0,0,0,85,61,29,67.8
2290,Riccardo Saponara,10.1,2,0,0,16,16,7,10,4,6,0,0,0,47,6,9,40.0
2291,Pablo Sarabia,30.3,9,0,0,45,48,18,183,22,15,0,0,0,141,10,32,23.8
2292,Marcelo Saracchi,7.3,2,0,0,14,4,1,45,11,11,0,0,0,52,15,7,68.2
2293,Josh Sargent,2.4,1,0,0,6,6,1,0,0,1,0,0,0,4,3,8,27.3
2294,Bouna Sarr,24.9,3,1,1,37,32,3,107,39,48,0,0,0,150,35,26,57.4
2295,Ismaila Sarr,31.0,6,0,0,36,98,10,46,14,24,3,0,0,134,21,37,36.2
2296,Malang Sarr,33.3,1,0,0,31,30,0,10,68,36,0,1,1,194,53,33,61.6
2297,Lluis Sastre,1.3,0,0,0,2,2,0,3,1,3,0,0,0,10,0,2,0.0
2298,Marco Sau,0.6,0,0,0,1,3,0,2,0,0,1,0,0,2,1,0,100.0
2299,Marco Sau,6.2,4,0,0,9,7,4,10,1,2,0,0,0,13,1,11,8.3
2300,Teji Savanier,31.8,6,1,0,51,96,0,256,64,58,0,0,0,325,44,46,48.9
2301,Stefan Savic,15.5,5,1,1,15,6,0,1,22,10,0,0,0,65,35,24,59.3
2302,Fabian Schar,22.2,12,0,0,28,19,1,17,67,39,0,1,0,113,62,63,49.6
2303,Ezequiel Schelotto,1.6,0,0,0,1,1,0,5,2,0,0,0,0,16,5,4,55.6
2304,Nicolas Schiappacasse,0.9,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0.0
2305,Pasquale Schiattarella,20.5,10,0,0,33,51,1,77,22,27,0,0,0,119,19,10,65.5
2306,Patrik Schick,14.6,4,0,0,27,19,9,3,3,5,2,0,0,35,50,58,46.3
2307,Julian Schieber,2.9,1,0,0,1,1,2,1,1,2,0,0,0,6,8,17,32.0
2308,Christopher Schindler,36.2,5,1,1,26,18,0,0,70,36,0,1,0,122,136,108,55.7
2309,Keven Schlotterbeck,8.6,1,0,0,5,5,0,0,13,16,0,1,0,37,13,12,52.0
2310,Nico Schlotterbeck,2.5,1,0,0,4,7,0,0,5,6,0,0,0,17,5,4,55.6
2311,Jeffrey Schlupp,18.6,1,0,0,25,14,1,17,19,20,1,0,0,90,53,59,47.3
2312,Kasper Schmeichel,38.0,3,0,0,0,4,0,0,3,1,0,0,0,38,10,1,90.9
2314,Marcel Schmelzer,6.3,1,0,0,4,12,1,14,9,5,0,0,0,24,10,7,58.8
2315,Jonathan Schmid,28.0,1,0,0,22,22,2,122,43,22,0,0,1,154,28,26,51.9
2316,Morgan Schneiderlin,9.3,2,0,0,21,7,0,2,15,16,0,0,0,71,19,16,54.3
2317,Alessandro Schopf,11.2,3,0,0,28,10,0,14,9,16,1,1,0,89,5,10,33.3
2318,Nico Schulz,28.2,6,0,0,30,22,9,129,24,20,2,0,0,158,9,19,32.1
2319,Andre Schurrle,18.2,2,0,0,17,19,11,41,8,19,0,0,0,80,15,18,45.5
2320,Pirmin Schwegler,23.1,7,0,0,46,35,0,112,41,34,0,0,0,133,33,25,56.9
2321,Alexander Schwolow,33.0,1,0,0,0,2,0,0,0,0,0,0,0,41,6,0,100.0
2322,Matteo Scozzarella,16.2,8,0,0,26,11,0,72,23,13,0,0,0,91,4,8,33.3
2323,Simone Scuffet,9.0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,100.0
2324,Andrea Seculin,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
2325,Stanley Segarel,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
2326,Davie Selke,19.3,4,0,0,28,26,13,21,1,2,1,0,0,45,105,94,52.8
2327,Ole Selnaes,18.5,6,0,0,30,11,1,24,19,26,0,0,0,130,23,28,45.1
2328,Matz Sels,37.0,2,0,0,1,6,0,0,1,0,0,0,0,27,15,0,100.0
2329,Ken Sema,8.4,1,0,0,13,9,1,10,8,7,0,0,0,33,20,18,52.6
2330,Alfa Semedo,0.5,1,0,0,1,0,0,1,2,0,0,0,0,2,3,5,37.5
2331,Nelson Semedo,17.8,4,0,0,22,27,5,17,22,27,2,0,0,103,18,14,56.3
2332,Ruben Semedo,9.4,4,0,0,12,6,0,0,16,16,0,0,0,49,34,26,56.7
2333,Adrian Semper,6.0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,0,100.0
2334,Stefano Sensi,21.9,8,0,0,25,68,1,97,33,20,1,0,0,153,11,15,42.3
2335,Luigi Sepe,37.0,1,0,0,0,3,0,0,3,1,0,0,1,31,12,2,85.7
2336,Suat Serdar,19.2,4,2,1,39,28,2,3,23,32,0,0,0,121,21,21,50.0
2337,Jean Seri,24.9,6,0,0,32,23,1,108,32,28,0,0,0,158,13,18,41.9
2338,Leonardo Sernicola,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
2340,Julien Serrano,1.3,1,0,0,2,1,1,2,3,4,0,0,0,6,1,1,50.0
2341,Gregory Sertic,1.2,1,0,0,3,0,0,1,1,0,0,0,0,9,3,0,100.0
2342,Ryan Sessegnon,25.6,0,0,0,20,22,15,66,19,14,0,0,0,138,18,40,31.0
2343,Paik Seung-ho,0.7,0,0,0,0,2,0,0,3,0,0,0,0,3,1,2,33.3
2344,Stephan El Shaarawy,23.4,2,0,0,13,35,10,37,20,14,2,0,0,80,21,16,56.8
2345,Meritan Shabani,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
2346,Xherdan Shaqiri,11.8,2,0,0,9,14,2,47,6,4,0,0,0,65,3,6,33.3
2347,Luke Shaw,28.8,11,0,0,42,17,1,52,21,29,0,0,0,143,48,27,64.0
2348,Jonjo Shelvey,10.5,1,0,0,16,5,0,50,7,12,0,0,0,84,14,10,58.3
2349,Gaku Shibasaki,4.3,0,0,0,6,3,0,19,3,3,0,0,0,32,4,4,50.0
2350,Gen Shoji,18.0,2,0,0,9,8,0,0,21,13,0,0,0,110,21,22,48.8
2351,Djibril Sidibe,23.1,5,0,0,38,30,9,81,30,34,0,2,0,140,30,26,53.6
2352,Kalidou Sidibe,14.0,8,0,0,39,14,0,0,17,12,0,0,0,94,64,31,67.4
2353,Sidnei,19.4,4,0,0,14,17,0,9,41,29,0,0,0,116,32,27,54.2
2354,Francisco Sierralta,3.0,2,0,0,7,3,0,2,4,8,0,0,1,10,16,3,84.2
2355,Gylfi Sigurdsson,34.6,3,0,0,33,39,3,196,28,36,0,0,0,157,19,40,32.2
2356,Luca Siligardi,18.2,2,0,0,12,25,2,69,15,20,2,0,0,95,14,27,34.1
2357,Adrien Silva,1.0,0,0,0,0,2,0,0,1,2,0,0,0,5,0,2,0.0
2358,Adrien Silva,13.2,6,0,0,22,17,0,6,16,31,0,0,0,118,21,15,58.3
2359,Andre Silva,24.0,4,0,0,42,28,17,11,3,5,2,0,0,57,66,93,41.5
2360,Bernardo Silva,31.7,3,0,0,31,24,2,70,25,39,1,0,0,164,11,26,29.7
2361,David Silva,26.7,2,0,0,26,25,5,75,22,18,0,0,0,134,19,23,45.2
2362,Gabriel Silva,15.9,1,0,0,18,30,2,34,14,10,0,0,0,69,30,29,50.8
2363,Jonathan Silva,30.0,9,0,0,50,20,3,156,29,38,0,0,0,144,16,20,44.4
2364,Matheus Pereira da Silva,1.0,0,0,0,1,1,0,5,0,2,0,0,0,1,1,2,33.3
2366,Thiago Silva,23.1,4,0,0,20,25,1,1,32,13,0,2,0,156,48,22,68.6
2367,Xande Silva,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
2368,Matias Silvestre,34.0,6,0,0,22,21,1,3,21,17,0,0,1,111,87,44,66.4
2369,Giovanni Simeone,27.3,2,0,0,47,56,15,20,4,27,1,0,0,85,36,97,27.1
2370,Lorenco Simic,2.6,0,0,0,4,1,0,0,12,3,0,1,0,16,11,6,64.7
2371,Moses Simon,8.7,1,0,0,8,6,0,29,12,8,0,1,0,47,3,9,25.0
2372,Unai Simon,7.0,2,0,0,1,0,0,0,1,0,0,1,0,5,1,0,100.0
2373,Danny Simpson,3.2,0,0,0,2,0,0,1,6,3,0,0,0,14,8,6,57.1
2374,Jack Simpson,4.5,0,0,0,3,1,0,0,9,5,0,1,1,27,14,9,60.9
2375,Josh Sims,2.4,0,0,0,1,5,1,1,1,0,0,0,0,19,1,9,10.0
2376,Giovanni Sio,0.7,0,0,0,2,2,1,2,0,0,0,0,0,2,3,4,42.9
2377,Dimitris Siovas,32.9,5,0,0,30,10,2,11,65,32,0,0,0,221,102,37,73.4
2378,Salvatore Sirigu,35.2,1,0,0,1,3,0,0,2,0,0,1,0,43,14,0,100.0
2379,Ibrahima Sissoko,29.6,9,0,0,73,27,0,17,34,41,0,0,0,187,59,48,55.1
2380,Moussa Sissoko,25.9,2,0,0,24,19,3,27,16,25,0,0,0,208,23,21,52.3
2381,Pione Sisto,9.4,0,0,0,8,21,3,27,3,3,0,0,0,54,0,4,0.0
2382,Antonio Sivera,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0
2383,Ellyes Skhiri,34.3,5,0,0,40,34,0,6,60,58,0,0,0,235,40,30,57.1
2384,Oliver Skipp,2.4,0,0,0,4,3,0,0,1,3,0,0,0,13,10,4,71.4
2385,Lukasz Skorupski,38.0,1,0,0,0,1,0,0,3,0,0,0,0,30,16,0,100.0
2386,Milan Skriniar,35.0,4,0,0,41,27,1,1,27,37,1,1,1,250,69,64,51.9
2387,Steven Skrzybski,7.4,1,0,0,9,9,5,3,3,3,0,0,0,26,2,18,10.0
2388,Petar Skuletic,6.7,0,0,0,16,7,4,3,3,5,1,0,0,21,47,27,63.5
2389,Callum Slattery,1.2,0,0,0,4,3,0,1,2,3,0,0,0,7,3,8,27.3
2390,Naim Sliti,25.4,2,0,0,31,69,9,139,11,33,1,0,0,120,8,31,20.5
2392,Chris Smalling,23.6,1,0,0,22,8,2,0,26,17,0,1,1,81,101,56,64.3
2393,Adam Smith,23.0,5,1,0,18,43,0,22,31,32,0,1,0,106,28,30,48.3
2395,Tommy Smith,12.7,2,1,0,10,6,0,24,18,13,0,0,0,65,14,14,50.0
2396,Robert Snodgrass,24.7,10,0,0,36,49,3,170,11,27,0,1,0,133,25,35,41.7
2397,Cedric Soares,16.6,4,0,0,9,6,1,64,22,16,0,0,0,84,22,25,46.8
2398,Cedric Soares,2.9,0,0,0,2,4,0,27,2,6,0,0,0,12,4,3,57.1
2399,Ramadan Sobhi,0.9,0,0,0,0,1,0,3,1,1,0,0,0,8,3,1,75.0
2400,Marcel Sobottka,10.5,3,0,0,26,13,0,1,24,20,0,0,0,55,22,28,44.0
2401,Ruben Sobrino,10.7,2,0,0,28,13,4,8,2,11,0,0,0,29,22,46,32.4
2402,Ruben Sobrino,2.1,1,0,0,6,3,0,0,1,3,0,0,0,5,7,10,41.2
2403,Danilo Soddimo,2.8,2,0,0,9,4,0,15,7,9,0,0,0,18,6,3,66.7
2404,Alex Sola,1.0,0,0,0,1,2,0,4,1,3,0,0,0,12,0,1,0.0
2405,Dominic Solanke,3.9,0,0,0,2,9,1,1,2,3,0,0,0,17,15,24,38.5
2406,Andres Solano,0.5,0,0,0,0,1,0,0,0,3,0,0,0,4,1,0,100.0
2407,Carlos Soler,27.3,9,0,0,52,50,1,67,19,28,1,1,1,149,23,28,45.1
2408,Oumar Solet,0.7,1,0,0,2,0,0,0,0,0,0,0,0,4,1,0,100.0
2409,Yann Sommer,34.0,1,0,0,1,3,0,0,1,2,0,1,0,86,10,1,90.9
2410,Kevin Soni,0.9,1,0,0,6,2,0,2,1,2,0,0,0,7,2,2,50.0
2411,Jeremy Sorbon,29.4,2,0,0,26,27,1,1,34,20,0,0,0,162,55,54,50.5
2412,Oliver Sorg,17.6,6,1,1,11,28,0,19,46,28,0,0,0,104,10,24,29.4
2413,David Soria,37.0,0,0,0,0,2,0,0,1,0,0,0,0,33,10,2,83.3
2414,Juan Soriano,4.0,2,1,1,0,1,0,0,1,0,0,0,0,7,3,0,100.0
2415,Roberto Soriano,5.2,1,0,0,14,10,2,16,6,5,0,0,0,28,7,14,33.3
2416,Roberto Soriano,16.5,5,0,0,27,17,2,16,3,18,1,0,0,69,25,24,51.0
2418,Stefano Sorrentino,31.0,2,0,0,0,4,0,0,3,1,0,0,0,21,2,0,100.0
2419,Borna Sosa,6.8,3,0,0,14,6,0,38,6,7,0,0,0,39,11,18,37.9
2420,Sebastian Soto,0.3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
2423,Adama Soumaoro,19.1,6,1,1,26,20,0,0,21,11,0,0,0,119,39,26,60.0
2424,Boubakary Soumare,6.3,2,0,0,6,7,0,0,7,15,0,0,0,42,6,9,40.0
2425,Caglar Soyuncu,4.1,1,0,0,9,2,0,2,7,2,0,1,0,20,16,6,72.7
2426,Julian Speroni,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2427,Leonardo Spinazzola,6.7,0,0,0,3,1,1,29,3,4,0,0,0,34,11,4,73.3
2428,Nicolas Spolli,6.0,2,0,0,8,4,0,0,7,6,0,1,1,17,9,4,69.2
2429,Marco Sportiello,35.0,5,0,0,0,4,0,0,0,0,0,0,0,40,6,2,75.0
2430,Mattia Sprocati,7.2,0,0,0,5,22,0,20,7,4,0,0,0,32,2,10,16.7
2431,Bassem Srarfi,9.1,2,0,0,14,21,4,20,5,11,0,0,0,43,8,12,40.0
2432,Darijo Srna,23.2,5,1,0,23,72,0,159,18,16,0,1,0,100,29,28,50.9
2433,Kostas Stafylidis,10.2,1,0,0,7,10,0,32,15,14,0,0,0,68,7,11,38.9
2434,Benjamin Stambouli,19.6,3,0,0,23,15,1,4,32,31,0,0,0,132,18,21,46.2
2436,Junior Stanislas,11.5,1,0,0,6,10,3,37,2,6,0,0,0,52,10,13,43.5
2437,Niklas Stark,20.8,5,0,0,20,22,0,3,37,19,0,1,1,76,55,33,62.5
2439,Renato Steffen,16.7,4,0,0,19,28,3,30,16,17,0,1,0,89,18,27,40.0
2440,Marc Stendera,1.2,0,0,0,2,0,0,0,0,1,0,0,0,15,0,2,0.0
2441,Pascal Stenzel,16.1,5,1,1,20,10,0,28,30,26,0,2,0,108,23,17,57.5
2442,Dale Stephens,27.6,6,1,0,44,10,0,2,46,57,0,0,0,199,26,22,54.2
2444,Jack Stephens,18.9,4,0,0,11,7,0,2,37,13,0,1,0,118,55,42,56.7
2445,Mariusz Stepinski,27.5,5,0,0,60,55,23,17,5,13,1,0,0,66,47,123,27.6
2446,Raheem Sterling,30.8,3,0,0,40,44,13,75,17,16,2,0,0,114,15,28,34.9
2447,Lars Stindl,16.8,3,0,0,18,30,7,9,14,14,1,0,0,61,19,21,47.5
2448,Kevin Stoger,23.5,8,0,0,48,60,1,85,31,35,0,0,0,193,4,11,26.7
2449,John Stones,19.6,1,0,0,6,7,1,2,14,11,0,0,0,114,59,30,66.3
2450,Thomas Strakosha,35.0,4,0,0,0,5,0,0,1,1,0,0,0,63,9,0,100.0
2451,Tobias Strobl,25.5,4,0,0,26,24,1,0,29,17,0,0,0,117,38,38,50.0
2452,Kevin Strootman,1.0,0,0,0,1,0,0,0,2,2,0,0,0,1,2,1,66.7
2453,Kevin Strootman,21.6,7,0,0,35,9,2,24,24,40,0,1,0,124,40,39,50.6
2454,Jens Stryger Larsen,35.9,6,0,0,14,14,3,79,26,20,0,0,0,167,29,31,48.3
2455,Cristhian Stuani,30.3,9,0,0,89,74,24,3,4,13,2,0,0,60,114,112,50.4
2456,Leo Stulac,16.1,3,1,0,12,29,1,53,34,13,0,0,0,79,11,13,45.8
2457,Stefano Sturaro,2.4,0,1,0,4,6,0,7,3,3,0,0,0,13,1,7,12.5
2458,Daniel Sturridge,5.7,1,0,0,5,10,4,3,1,3,0,0,0,18,4,18,18.2
2459,Damian Suarez,36.0,13,0,0,57,55,2,188,46,62,0,0,0,246,31,41,43.1
2461,Denis Suarez,0.2,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,100.0
2462,Leonardo Suarez,5.7,0,0,0,5,9,3,6,1,3,0,0,0,16,2,11,15.4
2463,Luis Suarez,31.4,5,0,0,31,57,27,21,8,11,3,0,0,69,22,10,68.8
2464,Mario Suarez,11.4,5,0,0,21,26,2,3,14,23,0,0,0,92,28,16,63.6
2465,Mathias Suarez,6.1,2,0,0,14,16,1,16,9,11,0,0,0,24,9,6,60.0
2466,Danijel Subasic,12.6,1,0,0,1,2,0,0,0,0,0,0,0,5,4,0,100.0
2467,Neven Subotic,23.9,2,1,0,12,4,0,3,38,23,0,0,0,114,41,18,69.5
2468,Isaac Success,11.7,4,0,0,24,48,12,13,2,12,0,0,0,60,31,59,34.4
2470,Niklas Sule,29.5,3,0,0,17,6,0,0,40,23,0,0,0,185,81,24,77.1
2471,Ki Sung-yueng,14.5,2,0,0,11,16,0,54,19,10,0,0,0,94,12,13,48.0
2472,Andrew Surman,16.0,2,0,0,7,6,0,1,10,6,0,0,0,90,19,14,57.6
2473,Sam Surridge,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
2474,Markel Susaeta,15.3,4,1,1,12,13,3,105,12,10,0,0,0,70,4,18,18.2
2475,Suso,33.5,9,1,1,31,81,6,229,16,18,0,0,0,129,4,17,19.0
2476,Markus Suttner,5.4,1,0,0,6,1,0,33,8,7,0,0,0,25,7,6,53.8
2477,Mattias Svanberg,13.1,2,0,0,27,33,1,20,11,11,0,0,0,51,9,23,28.1
2480,Issiaga Sylla,22.2,5,0,0,35,15,3,48,39,36,0,0,0,137,58,45,56.3
2481,Moussa Sylla,8.5,1,0,0,8,13,1,8,2,4,1,0,0,22,16,35,31.4
2482,Eddy Sylvestre,3.0,0,0,0,4,6,0,1,0,2,0,0,0,16,0,2,0.0
2483,Adam Szalai,18.1,3,0,0,33,24,10,2,4,13,0,0,0,42,46,52,46.9
2484,Wojciech Szczesny,28.0,0,0,0,0,1,0,0,1,1,0,0,0,42,2,0,100.0
2485,Alexander Sorloth,2.1,0,0,0,4,2,0,1,0,1,0,0,0,12,18,8,69.2
2486,Franck Tabanou,2.0,0,0,0,3,2,0,0,6,3,0,1,0,9,5,8,38.5
2487,Jonathan Tah,32.6,3,0,0,16,13,2,3,45,30,0,2,0,267,74,33,69.2
2488,Flavien Tait,33.2,2,0,0,34,69,4,199,28,35,2,0,0,189,12,18,40.0
2489,Adrien Tameze,32.7,7,0,0,45,36,0,5,56,44,0,1,0,182,32,39,45.1
2490,Strahinja Tanasijevic,0.2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0.0
2491,Matt Targett,13.2,2,0,0,6,10,1,77,27,19,0,0,0,56,17,21,44.7
2492,Rodrigo Tarin,15.9,3,0,0,15,7,0,8,31,14,0,0,0,61,23,23,50.0
2493,James Tarkowski,34.3,8,0,0,35,31,4,5,42,36,0,0,0,134,164,76,68.3
2494,Ciprian Tatarusanu,26.6,0,0,0,0,2,0,0,2,0,0,0,0,43,5,2,71.4
2496,Julio Tavares,31.2,4,0,0,44,42,14,14,13,9,0,0,0,59,231,225,50.7
2497,Junior Tavares,2.0,1,0,0,4,4,0,9,2,1,0,0,0,14,2,1,66.7
2498,Taleb Tawatha,1.4,0,0,0,1,2,0,6,0,1,0,0,0,3,2,2,50.0
2499,Charlie Taylor,36.0,2,0,0,15,48,1,119,40,26,0,0,0,205,70,60,53.8
2500,Malik Tchokounte,16.4,3,0,0,48,30,11,5,6,13,1,0,0,52,89,82,52.0
2501,Aurelien Tchouameni,7.8,3,0,0,19,8,1,1,21,12,0,0,0,39,11,17,39.3
2502,Georg Teigl,3.3,0,0,0,2,3,2,1,7,3,1,0,0,11,1,3,25.0
2503,Cristian Tello,17.5,3,0,0,7,12,5,44,16,20,1,1,0,96,4,8,33.3
2504,Lukasz Teodorczyk,4.4,1,0,0,20,8,4,3,1,2,0,0,0,13,17,29,37.0
2505,Hidde ter Avest,10.8,0,0,0,4,6,0,22,10,14,0,0,0,42,7,11,38.9
2506,Marc-Andre ter Stegen,35.0,0,0,0,0,2,0,0,2,0,0,0,0,58,5,0,100.0
2507,Pietro Terracciano,2.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0
2509,Marco Terrazzino,5.7,0,0,0,5,9,0,13,3,3,0,0,0,21,3,9,25.0
2510,Martin Terrier,16.5,2,0,0,13,12,5,16,6,13,0,0,0,60,23,26,46.9
2511,Kenny Tete,11.6,1,0,0,19,12,1,47,18,23,0,0,0,68,18,19,48.6
2512,Cedric Teuchert,1.8,0,0,0,2,2,6,0,1,0,0,0,0,4,0,9,0.0
2513,Florian Thauvin,29.0,5,1,0,29,48,8,125,8,23,1,0,0,126,19,30,38.8
2515,Cyril Thereau,1.5,0,0,0,2,2,0,0,0,1,0,0,0,4,8,14,36.4
2516,Sada Thioub,27.5,3,0,0,39,27,3,87,16,19,1,0,0,136,18,36,33.3
2517,Romain Thomas,26.6,4,0,0,27,17,1,0,29,26,2,1,1,107,65,47,58.0
2518,Adrien Thomasson,27.5,5,1,1,24,41,6,64,18,27,0,1,0,166,14,45,23.7
2519,Erik Thommy,8.8,3,1,1,8,17,5,44,14,3,0,0,0,52,7,13,35.0
2520,Marcus Thuram,28.6,4,2,0,44,45,7,44,10,28,2,1,0,134,110,93,54.2
2522,Youri Tielemans,12.1,2,0,0,10,15,0,16,5,8,0,0,0,75,10,9,52.6
2523,Youri Tielemans,18.7,5,0,0,22,31,0,55,18,24,0,0,0,128,27,17,61.4
2524,Timothy Tillman,2.3,0,0,0,3,7,0,0,3,0,0,0,0,25,3,2,60.0
2525,Cheick Timite,16.2,2,0,0,41,24,1,26,12,13,0,1,0,61,21,34,38.2
2526,David Timor,1.8,0,0,0,1,1,0,0,3,2,0,0,0,12,7,4,63.6
2527,George Timotheou,1.0,0,0,0,0,1,0,0,1,3,0,0,0,4,1,3,25.0
2528,Marcel Tisserand,9.8,2,0,0,12,6,0,9,20,9,0,0,0,52,29,24,54.7
2529,Tito,12.2,2,0,0,6,14,0,15,17,9,0,0,0,52,20,27,42.6
2530,Jean-Clair Todibo,1.7,2,0,0,4,0,0,0,3,2,0,0,0,13,2,2,50.0
2531,Jean-Clair Todibo,9.3,3,1,1,13,5,0,0,14,18,1,1,0,62,24,17,58.5
2532,Karl Toko Ekambi,23.8,5,0,0,27,29,20,31,11,8,2,0,0,63,32,46,41.0
2533,Corentin Tolisso,0.6,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,100.0
2534,Rafael Toloi,19.4,1,1,0,9,14,1,10,33,17,0,1,1,147,27,25,51.9
2535,Raul de Tomas,31.3,5,0,0,61,37,18,11,9,3,0,0,0,70,43,67,39.1
2536,James Tomkins,28.4,5,0,0,16,12,1,1,34,20,0,0,0,112,91,88,50.8
2537,Nenad Tomovic,8.2,1,0,0,9,7,0,11,13,7,0,0,0,49,16,15,51.6
2538,Lorenzo Tonelli,18.4,6,0,0,24,37,0,0,24,22,0,1,1,78,40,34,54.1
2539,Tono,19.6,4,0,0,11,18,9,49,14,13,0,1,1,107,7,15,31.8
2540,Omer Toprak,2.6,0,0,0,2,1,0,0,0,1,0,0,0,11,1,2,33.3
2541,Lucas Torreira,26.5,7,1,0,38,77,0,28,41,39,0,0,0,220,20,26,43.5
2542,Daniel Torres,0.8,1,0,0,1,1,0,0,2,1,0,0,0,3,0,1,0.0
2543,Ferran Torres,9.4,5,0,0,18,10,1,34,10,8,0,0,0,50,30,20,60.0
2544,Lucas Torro,6.2,1,0,0,11,7,0,1,14,7,0,0,0,41,40,17,70.2
2545,Jordan Torunarigha,12.9,3,1,1,26,6,0,3,29,30,0,0,0,60,38,16,70.4
2546,Cenk Tosun,11.8,3,0,0,17,16,8,4,5,9,0,0,0,40,35,56,38.5
2548,Abdoulaye Toure,30.5,4,1,0,26,47,1,24,47,31,1,0,0,198,47,52,47.5
2549,Almamy Toure,3.8,0,0,0,5,2,0,4,11,6,0,0,0,15,11,3,78.6
2550,Almamy Toure,5.8,0,0,0,5,1,0,6,9,11,0,0,0,42,15,14,51.7
2551,Lucas Tousart,19.2,3,2,2,26,17,1,2,26,38,0,0,1,127,31,39,44.3
2552,Andros Townsend,33.4,1,0,0,10,56,9,161,38,35,1,0,0,193,4,12,25.0
2553,Adama Traore,10.0,1,0,0,15,26,6,35,6,13,0,0,0,54,22,35,38.6
2554,Adama Traore,2.7,0,0,0,1,3,0,3,3,1,0,0,0,10,9,6,60.0
2555,Bertrand Traore,23.5,5,0,0,21,45,18,30,15,22,3,0,0,97,23,33,41.1
2556,Charles Traore,12.9,3,0,0,26,22,0,28,19,20,0,1,0,73,26,18,59.1
2557,Cheick Traore,16.8,3,0,0,25,10,1,71,23,21,0,1,0,81,18,24,42.9
2558,Gaoussou Traore,1.2,1,0,0,1,4,0,0,0,5,0,0,0,7,3,1,75.0
2559,Hamari Traore,33.0,7,0,0,51,26,5,79,44,33,0,0,0,204,35,58,37.6
2560,Ibrahima Traore,6.1,1,0,0,7,6,3,46,3,6,0,0,0,22,0,1,0.0
2561,Ismael Traore,29.3,2,1,0,14,5,2,2,42,11,1,1,0,146,31,40,43.7
2562,Kevin Trapp,32.6,2,0,0,0,8,0,0,0,0,0,0,0,60,15,0,100.0
2564,Oscar Trejo,19.6,7,1,1,47,43,3,28,18,41,0,0,0,121,28,33,45.9
2565,Driss Trichard,1.0,0,0,0,2,1,0,4,1,2,0,0,0,8,0,1,0.0
2566,Manu Trigueros,17.2,3,0,0,36,22,1,27,16,35,0,1,0,106,16,19,45.7
2567,Kieran Trippier,25.3,2,0,0,20,24,6,185,23,37,0,0,1,166,29,27,51.8
2568,William Troost-Ekong,34.0,4,0,0,28,9,1,1,40,15,0,1,0,127,99,64,60.7
2569,Marcello Trotta,4.4,0,0,0,8,3,3,4,3,6,0,0,0,16,4,10,28.6
2572,Marco Tumminello,0.1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0
2574,Patrick Twumasi,1.9,2,0,0,7,1,1,13,1,3,0,0,0,11,5,5,50.0
2575,Salih Ucan,2.9,1,0,0,5,1,0,9,6,4,0,0,0,24,5,9,35.7
2576,Anthony Ujah,8.2,2,0,0,15,5,10,4,1,0,0,0,0,21,42,45,48.3
