,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
35,Nathan Ake,Bournemouth,37.3,53,32,34,16,3,22,40,55.0,18,47,24,23,48,101,246,2
36,Ager Aketxe,Athletic Club,0.4,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,0,0
37,Chadrac Akolo,Stuttgart,12.2,20,14,3,12,5,6,14,42.9,8,19,0,19,5,25,5,0
38,Kevin Akpoguma,Hoffenheim,18.8,47,39,29,16,2,24,35,68.6,11,18,4,14,22,69,60,1
39,David Alaba,Bayern Munich,17.2,23,14,11,9,3,14,20,70.0,6,21,6,15,10,33,23,0
40,Lucas Alario,Leverkusen,17.2,16,10,2,12,2,3,8,37.5,5,17,4,13,4,20,16,0
41,David Alba,Getafe,0.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1
42,Jordi Alba,Barcelona,30.5,63,42,35,22,6,26,52,50.0,26,34,5,29,68,131,67,1
43,Raul Albentosa,La Coruña,19.4,13,6,9,4,0,7,20,35.0,13,26,19,7,26,39,92,1
44,Luis Alberto,Lazio,29.7,39,28,8,23,8,10,44,22.7,34,30,2,28,16,55,7,0
45,Raul Albiol,Napoli,30.5,29,19,15,14,0,13,19,68.4,6,18,13,5,32,61,129,1
46,Miiko Albornoz,Hannover 96,7.8,24,20,17,4,3,11,16,68.8,5,15,2,13,5,29,23,0
47,Marc Albrighton,Leicester City,28.2,52,33,16,29,7,16,52,30.8,36,32,4,28,27,79,34,0
48,Paco Alcacer,Barcelona,7.7,4,3,0,2,2,0,6,0.0,6,5,0,5,11,15,3,0
49,Pedro Alcala,Girona,7.7,9,5,5,4,0,1,3,33.3,2,7,3,4,14,23,41,0
50,Thiago Alcantara,Bayern Munich,13.9,45,35,11,25,9,15,26,57.7,11,22,3,19,27,72,6,1
52,David Alcibiade,Nantes,2.3,9,5,5,3,1,2,4,50.0,2,5,3,2,7,16,8,0
53,Toby Alderweireld,Tottenham,13.1,19,13,7,11,1,8,15,53.3,7,11,5,6,4,23,55,0
54,Steve Aldo One,La Coruña,1.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,7,0
55,Alex Alegria,Levante,7.0,8,5,1,3,4,2,6,33.3,4,7,0,7,4,12,9,0
56,Ivan Alejo,Eibar,12.2,20,16,4,9,7,1,10,10.0,9,9,0,9,5,25,1,0
57,Alexander,Leganés,11.8,14,11,2,11,1,2,12,16.7,10,11,0,11,22,36,4,0
58,Trent Alexander-Arnold,Liverpool,17.5,37,25,23,9,5,22,36,61.1,14,20,5,15,28,65,46,1
59,Alexis,Alavés,24.3,33,24,24,7,2,20,45,44.4,25,28,14,14,30,63,114,3
60,Alisson,Roma,37.0,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,22,4
61,Allan,Napoli,31.7,107,68,24,65,18,36,104,34.6,68,52,3,49,28,135,16,0
62,Joe Allen,Stoke City,34.9,96,62,41,43,12,27,87,31.0,60,43,9,34,58,154,68,1
63,Dele Alli,Tottenham,32.9,46,30,15,21,10,8,34,23.5,26,33,7,26,19,65,22,1
64,Junior Alonso,Lille,30.9,58,31,36,22,0,28,50,56.0,22,26,16,10,56,114,153,1
65,Jose Alonso Lara,Sevilla,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Marcos Alonso,Chelsea,31.7,51,33,30,18,3,23,44,52.3,21,36,5,31,47,98,76,1
67,Ricky Alvarez,Sampdoria,3.0,4,2,1,3,0,1,4,25.0,3,5,0,5,2,6,3,0
68,Sergio Alvarez,Celta Vigo,16.4,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1
69,Yeray Alvarez,Athletic Club,7.5,12,7,8,4,0,6,9,66.7,3,8,2,6,11,23,18,0
70,Dani Alves,Paris S-G,22.9,80,57,45,27,8,33,58,56.9,25,24,3,21,28,108,21,0
71,Ibrahim Amadou,Lille,26.7,43,29,24,19,0,14,27,51.9,13,30,13,17,41,84,70,3
72,Eloi Amagat,Girona,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
73,Morgan Amalfitano,Rennes,8.3,8,5,3,3,2,2,5,40.0,3,6,0,6,4,12,7,0
74,Romain Amalfitano,Dijon,30.0,59,37,18,38,3,25,69,36.2,44,29,7,22,85,144,35,2
75,Daniel Amartey,Leicester City,5.4,8,4,7,1,0,3,7,42.9,4,7,3,4,7,15,21,1
76,Jordi Amat,Betis,22.7,32,23,15,16,1,11,24,45.8,13,14,4,10,38,70,77,2
78,Amath,Getafe,31.8,78,53,32,28,18,24,89,27.0,65,36,3,33,33,111,20,0
79,Jordan Amavi,Marseille,24.4,52,35,32,12,8,23,56,41.1,33,28,11,17,45,97,86,1
80,Stephan Ambrosius,Hamburger SV,0.5,0,0,0,0,0,0,0,0.0,0,2,1,1,1,1,4,0
81,Kelvin Amian,Toulouse,35.0,59,43,45,10,4,22,31,71.0,9,25,7,18,45,104,127,1
82,Nadiem Amiri,Hoffenheim,19.4,39,26,13,21,5,19,42,45.2,23,33,4,29,17,56,7,0
83,Ethan Ampadu,Chelsea,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,2,0
84,Nordin Amrabat,Watford,2.2,6,3,1,5,0,1,3,33.3,2,1,0,1,0,6,2,0
85,Nordin Amrabat,Leganés,18.0,19,10,5,10,4,5,17,29.4,12,13,0,13,5,24,2,0
86,Jon Ander Serantes,Leganés,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
87,Joachim Andersen,Sampdoria,6.1,8,3,6,2,0,4,4,100.0,0,6,4,2,9,17,41,1
88,Felipe Anderson,Lazio,12.9,34,21,7,11,16,6,35,17.1,29,17,0,17,11,45,8,1
89,Florin Andone,La Coruña,18.2,9,7,4,4,1,4,17,23.5,13,9,2,7,3,12,12,0
90,Nicolas Andrade,Hellas Verona,36.0,2,1,2,0,0,1,4,25.0,3,2,0,2,2,4,16,7
91,Benjamin Andre,Rennes,33.5,93,54,36,50,7,43,113,38.1,70,56,4,52,57,150,96,1
92,Marco Andreolli,Cagliari,20.3,25,17,20,4,1,12,20,60.0,8,24,17,7,30,55,139,0
93,Yoann Andreu,Angers,23.0,48,30,40,6,2,16,39,41.0,23,23,5,18,37,85,75,1
94,Miguel Angel Guerrero,Leganés,16.0,7,5,0,2,5,1,11,9.1,10,11,0,11,9,16,16,0
95,Jose Angel,Eibar,27.0,61,44,36,19,6,38,58,65.5,20,31,1,30,38,99,76,0
96,Miguel Angel Moya,Real Sociedad,8.5,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,7,0
97,Miguel Angel Rubio,Getafe,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
98,Gabriele Angella,Udinese,9.9,15,13,11,3,1,8,11,72.7,3,11,9,2,21,36,66,0
99,Cristian Ansaldi,Torino,20.8,49,33,25,20,4,14,37,37.8,23,23,5,18,20,69,61,0
100,Luca Antei,Benevento,6.6,19,14,12,7,0,6,11,54.5,5,10,8,2,26,45,35,0
101,Mirco Antenucci,SPAL,28.6,16,13,6,8,2,0,21,0.0,21,14,0,14,11,27,15,0
102,Waldemar Anton,Hannover 96,25.3,65,49,39,21,5,41,65,63.1,24,56,27,29,39,104,112,3
104,Luca Antonelli,Milan,1.6,1,1,0,0,1,0,2,0.0,2,1,0,1,1,2,8,0
105,Michail Antonio,West Ham,15.0,15,9,7,6,2,4,14,28.6,10,14,0,14,13,28,16,0
106,Mirko Antonucci,Roma,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
107,Vitorino Antunes,Getafe,31.1,58,44,42,14,2,38,74,51.4,36,31,3,28,58,116,89,1
108,Dennis Aogo,Stuttgart,21.7,35,26,17,18,0,14,22,63.6,8,27,3,24,29,64,27,1
109,Houssem Aouar,Lyon,27.0,66,42,22,39,5,20,66,30.3,46,30,0,30,39,105,34,0
110,Alberto Aquilani,Las Palmas,14.4,33,19,13,17,3,11,31,35.5,20,20,4,16,23,56,23,0
111,Mauro Arambarri,Getafe,23.6,56,41,19,30,7,14,47,29.8,33,26,3,23,25,81,36,0
112,Guilherme Arana,Sevilla,2.1,4,2,3,1,0,1,1,100.0,0,0,0,0,5,9,8,0
113,Charles Aranguiz,Leverkusen,25.6,75,61,17,50,8,33,62,53.2,29,46,5,41,48,123,27,2
114,Luiz Araujo,Lille,22.4,41,31,23,17,1,10,47,21.3,37,24,0,24,16,57,11,1
115,Sergio Araujo,Las Palmas,0.4,3,2,0,0,3,1,1,100.0,0,0,0,0,0,3,0,0
116,Anaitz Arbilla,Eibar,26.8,38,30,24,12,2,21,40,52.5,19,21,10,11,78,116,108,2
117,Alphonse Areola,Paris S-G,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,4
118,Scott Arfield,Burnley,14.8,36,26,20,13,3,19,44,43.2,25,22,1,21,11,47,24,0
119,Samuel Armenteros,Benevento,4.8,4,2,1,3,0,0,3,0.0,3,1,1,0,1,5,3,0
120,Yoel Armougom,Caen,1.5,2,1,0,1,1,1,1,100.0,0,1,1,0,1,3,2,1
121,Jose Arnaiz,Barcelona,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
122,Marko Arnautovic,West Ham,25.7,21,16,9,8,4,7,19,36.8,12,20,3,17,13,34,35,0
123,Maximilian Arnold,Wolfsburg,27.3,51,41,23,23,5,25,57,43.9,32,31,4,27,28,79,34,0
124,Jann-Fiete Arp,Hamburger SV,9.4,7,5,0,3,4,1,7,14.3,6,6,0,6,2,9,7,0
125,Alejandro Arribas,La Coruña,3.0,2,2,1,1,0,1,5,20.0,4,5,3,2,6,8,8,0
126,Kepa Arrizabalaga,Athletic Club,30.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,6,2
127,Harry Arter,Bournemouth,10.7,19,16,10,7,2,6,23,26.1,17,18,5,13,9,28,6,0
128,Aythami Artiles,Las Palmas,2.0,2,2,2,0,0,0,1,0.0,1,2,1,1,2,4,19,0
130,Kwadwo Asamoah,Juventus,17.4,28,21,12,14,2,15,23,65.2,8,11,0,11,18,46,30,0
131,Takuma Asano,Stuttgart,8.0,7,5,3,3,1,2,8,25.0,6,7,0,7,3,10,2,0
132,Santiago Ascacibar,Stuttgart,26.5,91,65,41,43,7,41,74,55.4,33,45,10,35,47,138,38,1
133,Sergio Asenjo,Villarreal,23.0,2,2,2,0,0,1,5,20.0,4,0,0,0,0,2,11,2
134,Marco Asensio,Real Madrid,20.5,26,17,7,13,6,11,26,42.3,15,15,0,15,9,35,2,0
135,Iago Aspas,Celta Vigo,32.6,26,22,10,10,6,5,34,14.7,29,15,1,14,23,49,11,1
136,Benoit Assou-Ekotto,Metz,11.7,12,9,5,6,1,5,15,33.3,10,7,4,3,46,58,21,0
137,Simon Asta,Augsburg,0.1,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0
138,Davide Astori,Fiorentina,25.0,47,31,33,13,1,18,29,62.1,11,29,17,12,51,98,131,2
139,Christian Atsu,Newcastle Utd,19.8,17,16,10,7,0,7,20,35.0,13,35,5,30,13,30,27,1
140,Pierre-Emerick Aubameyang,Arsenal,11.7,5,4,3,2,0,1,7,14.3,6,14,1,13,3,8,7,0
141,Pierre-Emerick Aubameyang,Dortmund,15.7,5,5,1,1,3,2,8,25.0,6,16,1,15,3,8,1,0
142,Jean-Kevin Augustin,RB Leipzig,14.1,16,11,4,11,1,3,7,42.9,4,17,1,16,4,20,4,0
143,Ludwig Augustinsson,Werder Bremen,28.1,45,34,22,20,3,22,32,68.8,10,25,3,22,39,84,53,0
144,Yann Aurel Bisseck,Köln,1.7,2,2,2,0,0,1,1,100.0,0,1,1,0,3,5,8,0
145,Serge Aurier,Tottenham,15.9,48,27,27,13,8,11,31,35.5,20,20,1,19,31,79,54,1
146,Charlie Austin,Southampton,11.5,7,5,1,3,3,3,10,30.0,7,15,3,12,1,8,10,0
147,Danilo Avelar,Amiens,19.2,41,33,27,9,5,14,45,31.1,31,16,7,9,37,78,83,1
148,Felipe Avenatti,Bologna,5.2,6,4,1,5,0,1,2,50.0,1,7,1,6,1,7,6,0
149,Durel Avounou,Caen,7.2,16,11,6,9,1,5,17,29.4,12,12,1,11,10,26,25,0
150,Chidozie Awaziem,Nantes,16.8,43,30,33,10,0,28,40,70.0,12,18,11,7,16,59,97,0
151,Andre Ayew,West Ham,9.9,19,14,6,10,3,6,19,31.6,13,5,0,5,4,23,3,0
152,Andre Ayew,Swansea City,10.6,15,10,3,10,2,2,13,15.4,11,13,1,12,5,20,8,0
153,Jordan Ayew,Swansea City,31.7,82,60,20,35,27,15,54,27.8,39,43,3,40,24,106,20,1
154,Karim Azamoum,Troyes,25.0,84,57,41,37,6,27,68,39.7,41,30,11,19,26,110,61,3
156,Cesar Azpilicueta,Chelsea,37.0,80,59,47,26,7,27,54,50.0,27,48,22,26,54,134,135,1
157,Ludovic Baal,Rennes,12.9,41,27,29,8,4,13,35,37.1,22,13,2,11,15,56,37,1
158,Khouma Babacar,Fiorentina,5.0,4,4,3,0,1,2,4,50.0,2,0,0,0,2,6,5,0
159,Khouma Babacar,Sassuolo,8.3,10,6,2,4,4,2,6,33.3,4,8,0,8,3,13,1,0
160,Carlos Bacca,Villarreal,27.7,10,2,2,4,4,1,12,8.3,11,16,1,15,8,18,16,0
161,Milan Badelj,Fiorentina,26.1,71,41,26,38,7,28,71,39.4,43,48,2,46,71,142,52,3
162,Holger Badstuber,Stuttgart,24.1,44,32,29,14,1,22,39,56.4,17,27,14,13,41,85,111,4
163,Dylan Bahamboula,Dijon,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
164,Fares Bahlouli,Lille,3.4,10,8,4,3,3,2,7,28.6,5,7,0,7,1,11,1,0
165,Stephane Bahoken,Strasbourg,18.5,16,11,3,8,5,4,22,18.2,18,18,1,17,9,25,1,0
166,Daniel Baier,Augsburg,28.2,83,62,38,40,5,46,83,55.4,37,26,5,21,57,140,41,1
167,Leon Bailey,Leverkusen,24.6,16,12,7,4,5,8,13,61.5,5,28,0,28,15,31,6,0
168,Eric Bailly,Manchester Utd,11.1,17,10,10,5,2,5,12,41.7,7,11,6,5,25,42,58,1
169,Leighton Baines,Everton,21.2,25,13,18,3,4,9,14,64.3,5,18,6,12,25,50,56,0
170,Riad Bajic,Udinese,0.9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
171,Marvin Bakalorz,Hannover 96,22.8,44,25,19,23,2,22,37,59.5,15,38,7,31,20,64,46,1
172,Cedric Bakambu,Villarreal,14.0,10,7,3,6,1,1,7,14.3,6,9,1,8,3,13,27,0
173,Tiemoue Bakayoko,Chelsea,23.6,64,41,25,32,7,16,48,33.3,32,23,6,17,37,101,38,4
174,Zakaria Bakkali,La Coruña,10.1,12,10,7,4,1,4,14,28.6,10,5,0,5,4,16,6,0
175,Ridle Baku,Mainz 05,2.6,3,3,1,1,1,0,1,0.0,1,3,0,3,3,6,2,0
176,Keita Balde,Monaco,16.4,12,8,5,6,1,1,11,9.1,10,10,1,9,6,18,5,0
177,Sam Baldock,Brighton,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
178,Gareth Bale,Real Madrid,20.0,19,13,7,8,4,3,14,21.4,11,13,1,12,12,31,18,0
179,Mikel Balenziaga,Athletic Club,17.2,34,24,17,13,4,15,27,55.6,12,24,5,19,17,51,61,0
180,Andrija Balic,Udinese,12.0,18,9,5,12,1,8,27,29.6,19,6,3,3,16,34,13,0
182,Ivan Balliu,Metz,21.7,34,22,22,6,6,12,28,42.9,16,23,9,14,27,61,64,1
183,Fode Ballo-Toure,Lille,22.8,50,36,29,16,5,21,47,44.7,26,27,2,25,28,78,47,1
184,Florent Balmont,Dijon,9.6,14,9,4,9,1,4,25,16.0,21,15,1,14,8,22,5,0
185,Leon Balogun,Mainz 05,13.0,39,32,27,11,1,22,31,71.0,9,21,9,12,32,71,64,0
186,Mario Balotelli,Nice,25.2,7,4,1,3,3,0,6,0.0,6,9,2,7,8,15,26,0
187,Abdoulaye Bamba,Angers,17.0,29,22,23,6,0,16,30,53.3,14,8,1,7,11,40,52,0
188,Jonathan Bamba,Saint-Étienne,28.6,30,21,18,11,1,12,61,19.7,49,30,4,26,19,49,17,0
189,Yacine Bammou,Nantes,8.1,18,11,6,10,2,4,14,28.6,10,16,4,12,6,24,9,0
190,Ever Banega,Sevilla,26.7,71,53,25,37,9,22,63,34.9,41,23,1,22,12,83,17,3
191,Mattia Bani,Chievo,14.6,28,20,22,6,0,11,26,42.3,15,19,10,9,27,55,111,0
192,Beni Baningime,Everton,2.2,6,2,1,2,3,0,4,0.0,4,5,1,4,2,8,2,0
193,Leo Baptistao,Espanyol,29.7,54,34,12,28,14,13,52,25.0,39,22,1,21,23,77,25,0
194,Sekou Baradji,Amiens,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
195,Antonin Barak,Udinese,30.1,58,38,22,27,9,21,58,36.2,37,34,2,32,18,76,26,1
196,Andrea Barberis,Crotone,33.7,80,44,33,42,5,16,68,23.5,52,52,5,47,58,138,67,1
197,Mariano Barbosa,Villarreal,12.5,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0
198,Enis Bardhi,Levante,17.6,39,26,14,16,9,10,38,26.3,28,11,0,11,16,55,7,0
199,Phil Bardsley,Burnley,12.5,17,16,9,7,1,4,11,36.4,7,22,6,16,22,39,77,0
200,Nicolo Barella,Cagliari,32.8,92,69,37,43,12,25,78,32.1,53,48,6,42,45,137,53,0
201,Philipp Bargfrede,Werder Bremen,20.7,60,45,29,30,1,33,55,60.0,22,35,12,23,47,107,52,0
202,Ross Barkley,Chelsea,1.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,2,0
203,Aymen Barkok,Eint Frankfurt,3.5,11,11,6,4,1,5,7,71.4,2,8,2,6,2,13,3,0
204,Ashley Barnes,Burnley,24.1,21,14,1,14,6,5,29,17.2,24,26,5,21,2,23,19,0
205,Harvey Barnes,Leicester City,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
206,Antonio Barragan,Betis,26.4,59,42,40,11,8,24,36,66.7,12,22,5,17,24,83,66,0
208,Antonio Barreca,Torino,5.2,9,8,3,5,1,4,4,100.0,0,3,0,3,5,14,16,0
209,Edgar Barreto,Sampdoria,21.8,67,42,23,32,12,18,70,25.7,52,45,2,43,21,88,29,3
210,Barri,Getafe,1.3,1,0,0,1,0,0,4,0.0,4,1,1,0,1,2,3,0
211,Musa Barrow,Atalanta,4.9,5,2,1,3,1,2,4,50.0,2,2,0,2,1,6,2,0
212,Gareth Barry,West Brom,21.4,35,19,17,14,4,15,45,33.3,30,19,11,8,14,49,34,0
213,Fin Bartels,Werder Bremen,12.5,12,9,4,3,5,4,12,33.3,8,5,1,4,7,19,1,1
214,Kyle Bartley,Swansea City,2.6,3,2,3,0,0,2,2,100.0,0,6,6,0,4,7,21,0
215,Marc Bartra,Betis,15.8,38,28,30,8,0,21,39,53.8,18,19,10,9,32,70,97,1
216,Marc Bartra,Dortmund,9.0,28,19,16,12,0,15,24,62.5,9,14,2,12,28,56,43,1
217,Andrea Barzagli,Juventus,16.1,26,15,14,11,1,9,16,56.3,7,14,7,7,17,43,46,0
218,Daniele Baselli,Torino,28.0,63,33,23,36,4,20,56,35.7,36,29,5,24,57,120,40,1
219,Nicolas Basin,Metz,3.5,9,7,5,3,1,4,9,44.4,5,6,3,3,8,17,14,0
220,Dusan Basta,Lazio,8.6,9,7,4,3,2,6,14,42.9,8,10,3,7,13,22,15,0
221,Gil Bastiao Dias,Fiorentina,13.2,49,31,28,15,6,19,48,39.6,29,23,0,23,19,68,12,1
222,Gil Bastiao Dias,Monaco,0.1,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
223,Samuel Bastien,Chievo,15.1,17,13,7,8,2,7,23,30.4,16,23,2,21,18,35,25,0
224,Borja Baston,Málaga,10.9,9,7,1,6,2,1,13,7.7,12,7,0,7,3,12,5,0
225,Alessandro Bastoni,Atalanta,1.0,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,3,0
226,Bastos,Lazio,15.6,33,24,19,13,1,19,30,63.3,11,13,8,5,24,57,67,0
227,Michy Batshuayi,Chelsea,4.0,5,4,2,3,0,1,3,33.3,2,0,0,0,1,6,3,0
228,Michy Batshuayi,Dortmund,9.3,8,6,1,4,3,2,4,50.0,2,4,0,4,0,8,5,0
229,Moritz Bauer,Stoke City,14.5,24,17,17,7,0,10,26,38.5,16,9,1,8,12,36,48,0
230,Robert Bauer,Werder Bremen,10.6,31,25,21,9,1,15,25,60.0,10,8,2,6,21,52,25,2
231,Oliver Baumann,Hoffenheim,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,15,6
232,Timo Baumgartl,Stuttgart,29.0,87,71,55,29,3,56,75,74.7,19,50,21,29,34,121,132,1
234,Julian Baumgartlinger,Leverkusen,15.5,47,37,21,21,5,14,29,48.3,15,25,2,23,18,65,23,0
235,Jon Bautista,Real Sociedad,2.0,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
236,Paul Baysse,Málaga,13.8,25,16,21,3,1,10,17,58.8,7,10,6,4,20,45,84,0
237,Paul Baysse,Bordeaux,6.3,4,2,3,1,0,1,5,20.0,4,4,3,1,7,11,38,1
238,Noah Joel Sarenren Bazee,Hannover 96,1.3,0,0,0,0,0,0,0,0.0,0,3,0,3,0,0,3,0
239,Herve Bazile,Caen,9.7,21,15,9,7,5,5,15,33.3,10,22,0,22,15,36,8,0
240,Riechedly Bazoer,Wolfsburg,6.6,8,7,5,2,1,2,4,50.0,2,2,1,1,8,16,4,1
241,Enrico Bearzotti,Hellas Verona,4.6,3,2,2,0,1,1,4,25.0,3,3,1,2,4,7,18,0
242,Claudio Beauvue,Leganés,18.6,5,3,2,2,1,1,12,8.3,11,7,0,7,2,7,16,0
243,Bebe,Eibar,4.1,9,7,1,4,4,3,8,37.5,5,5,0,5,3,12,1,0
244,Ihlas Bebou,Hannover 96,23.8,37,29,15,17,5,14,27,51.9,13,34,3,31,24,61,27,0
245,Andreas Beck,Stuttgart,21.4,46,29,27,16,3,21,31,67.7,10,32,2,30,19,65,46,1
246,Henri Bedimo,Marseille,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
247,Jan Bednarek,Southampton,4.7,6,3,6,0,0,3,6,50.0,3,2,1,1,5,11,27,0
248,Asmir Begovic,Bournemouth,38.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,16,7
249,Valon Behrami,Udinese,15.5,63,46,30,27,6,8,44,18.2,36,47,15,32,22,85,19,0
250,Vid Belec,Benevento,12.4,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,6,1
251,Vid Belec,Sampdoria,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
252,Ishak Belfodil,Werder Bremen,15.0,7,6,2,3,2,0,3,0.0,3,10,1,9,1,8,9,0
253,Stefan Bell,Mainz 05,24.2,36,25,23,13,0,27,39,69.2,12,35,18,17,46,82,123,2
254,Karim Bellarabi,Leverkusen,12.7,22,17,10,9,3,10,19,52.6,9,26,1,25,13,35,5,0
255,Hector Bellerin,Arsenal,33.9,57,43,36,12,9,25,52,48.1,27,42,8,34,23,80,89,4
256,Francois Bellugou,Troyes,24.2,48,33,23,21,4,21,49,42.9,28,20,6,14,28,76,45,0
