,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
20,Martin Agirregabiria,Alavés,22.6,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0
21,Nayef Aguerd,Dijon,11.7,8,0.69,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0
22,Sergio Aguero,Manchester City,27.3,91,3.33,60,1,11,10,7,2,19,0.70,14,0,2,2,1,0
23,Ruben Aguilar,Montpellier,28.1,103,3.67,80,8,6,2,7,0,7,0.25,6,0,0,1,0,0
24,Juan Aguilera,Huesca,3.8,6,1.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
26,Emmanuel Agyemang-Badu,Udinese,1.8,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
27,Jean-Eudes Aholou,Monaco,11.9,28,2.34,20,0,3,3,1,1,3,0.25,2,0,0,1,0,0
28,Antonis Aidonis,Stuttgart,0.9,1,1.13,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
29,Ola Aina,Torino,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0
30,Youssef Ait Bennasser,Saint-Étienne,10.4,20,1.93,18,0,1,0,0,1,0,0.00,0,0,0,0,0,0
31,Youssef Ait Bennasser,Monaco,11.9,27,2.26,26,0,1,0,0,0,5,0.42,4,0,1,0,0,0
32,Rayan Ait Nouri,Angers,0.6,2,3.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
33,Ludovic Ajorque,Strasbourg,17.0,35,2.06,22,1,1,3,6,2,4,0.24,3,0,0,1,0,0
34,Manuel Akanji,Dortmund,24.5,18,0.73,14,0,1,0,2,1,4,0.16,2,0,0,0,1,1
35,Carlos Akapo,Huesca,11.4,17,1.51,11,2,2,1,1,0,2,0.18,1,0,0,0,1,0
36,Nathan Ake,Bournemouth,37.9,24,0.63,19,0,0,4,1,0,1,0.03,0,0,0,0,1,0
37,Sergio Akieme,Rayo Vallecano,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
38,Chadrac Akolo,Stuttgart,5.8,21,3.60,15,0,3,2,1,0,1,0.17,1,0,0,0,0,0
39,Kevin Akpoguma,Hoffenheim,5.5,7,1.26,6,0,0,0,1,0,2,0.36,1,0,0,0,1,0
40,Kevin Akpoguma,Hannover 96,3.5,4,1.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
41,David Alaba,Bayern Munich,28.1,84,2.99,64,4,4,10,2,0,9,0.32,7,1,1,0,0,0
42,Sofiane Alakouch,Nîmes,21.1,56,2.66,37,6,7,0,6,0,5,0.24,4,0,0,0,1,0
43,Lucas Alario,Leverkusen,14.1,31,2.21,29,0,0,1,1,0,4,0.28,4,0,0,0,0,0
44,Jordi Alba,Barcelona,33.2,84,2.53,76,3,1,0,3,1,13,0.39,12,0,0,0,1,0
45,Luis Alberto,Lazio,22.1,154,6.97,103,34,4,10,2,1,10,0.45,4,4,0,2,0,0
46,Raul Albiol,Napoli,19.0,20,1.05,20,0,0,0,0,0,2,0.11,2,0,0,0,0,0
47,Miiko Albornoz,Hannover 96,18.4,37,2.01,27,5,2,2,0,1,4,0.22,4,0,0,0,0,0
48,Marc Albrighton,Leicester City,18.1,47,2.60,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0
49,Paco Alcacer,Dortmund,13.5,40,2.97,29,0,2,5,2,2,7,0.52,4,0,0,1,1,1
50,Pedro Alcala,Girona,20.8,14,0.67,10,0,0,3,1,0,1,0.05,1,0,0,0,0,0
52,Thiago Alcantara,Bayern Munich,26.8,98,3.66,71,16,4,1,4,2,9,0.34,7,2,0,0,0,0
53,Ruben Alcaraz,Valladolid,33.1,62,1.87,43,4,3,3,8,1,5,0.15,3,0,1,0,1,0
54,Toby Alderweireld,Tottenham,32.5,34,1.05,29,0,1,4,0,0,2,0.06,2,0,0,0,0,0
55,Alex Alegria,Rayo Vallecano,1.6,4,2.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
56,Alexis Alegue,Nantes,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
57,Ivan Alejo,Getafe,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
58,Carles Alena,Barcelona,7.1,27,3.82,25,0,0,1,1,0,5,0.71,4,0,0,1,0,0
59,Runar Alex Runarsson,Dijon,25.0,5,0.20,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Alexander,Leganés,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
61,Trent Alexander-Arnold,Liverpool,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0
62,Rachid Alioui,Nîmes,13.9,41,2.95,29,1,2,7,1,1,1,0.07,1,0,0,0,0,0
63,Alisson,Liverpool,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0
64,Bobby Allain,Dijon,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Allan,Napoli,29.1,88,3.03,75,0,7,2,2,2,10,0.34,9,0,1,0,0,0
66,Allan,Eint Frankfurt,2.0,7,3.58,4,1,1,0,1,0,0,0.00,0,0,0,0,0,0
67,Dele Alli,Tottenham,20.3,64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0
68,Miguel Almiron,Newcastle Utd,8.4,36,4.27,27,0,1,3,3,2,3,0.36,1,0,0,1,1,0
69,Junior Alonso,Celta Vigo,6.0,6,1.01,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
70,Marcos Alonso,Chelsea,30.7,66,2.15,55,1,0,5,4,1,10,0.33,6,0,0,2,2,0
71,Mickael Alphonse,Dijon,6.3,16,2.52,13,2,1,0,0,0,0,0.00,0,0,0,0,0,0
72,Sergio Alvarez,Eibar,11.9,5,0.42,5,0,0,0,0,0,1,0.08,1,0,0,0,0,0
73,Sergio Alvarez,Celta Vigo,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
74,Yeray Alvarez,Athletic Club,29.0,10,0.34,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0
75,Bruno Alves,Parma,32.5,24,0.74,18,3,1,1,0,1,2,0.06,2,0,0,0,0,0
76,Dani Alves,Paris S-G,18.0,60,3.33,54,2,0,1,2,1,11,0.61,10,0,0,0,0,1
78,Alfons Amade,Hoffenheim,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Ibrahim Amadou,Sevilla,8.5,9,1.06,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
80,Romain Amalfitano,Dijon,28.0,40,1.43,36,0,0,1,2,1,1,0.04,0,0,0,1,0,0
81,Daniel Amartey,Leicester City,7.1,11,1.55,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
82,Jordi Amat,Rayo Vallecano,30.7,16,0.52,11,2,0,1,1,1,1,0.03,1,0,0,0,0,0
83,Amath,Getafe,11.1,34,3.05,23,0,3,4,3,1,3,0.27,2,0,0,1,0,0
84,Jordan Amavi,Marseille,24.2,53,2.19,41,5,2,3,0,2,3,0.12,3,0,0,0,0,0
85,Kelvin Amian,Toulouse,32.0,38,1.19,26,5,5,2,0,0,2,0.06,2,0,0,0,0,0
86,Nadiem Amiri,Hoffenheim,8.4,28,3.34,21,1,4,1,1,0,3,0.36,1,0,1,0,1,0
87,Yanis Ammour,Montpellier,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Luke Amos,Tottenham,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
89,Joachim Andersen,Sampdoria,32.0,27,0.84,23,1,0,2,0,1,3,0.09,3,0,0,0,0,0
90,Felipe Anderson,West Ham,33.8,139,4.11,95,17,11,5,7,4,15,0.44,10,0,3,2,0,0
91,Florin Andone,Brighton,9.8,13,1.33,7,0,1,3,2,0,1,0.10,0,0,0,1,0,0
92,Benjamin Andre,Rennes,27.7,67,2.42,50,1,4,1,7,4,6,0.22,4,0,1,0,1,0
93,Marco Andreolli,Cagliari,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
94,Marco Andreolli,Chievo,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
95,Yoann Andreu,Angers,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
96,Jose Angel,Eibar,33.6,92,2.73,59,25,4,2,1,1,5,0.15,4,1,0,0,0,0
97,Miguel Angel Moya,Real Sociedad,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Cristian Ansaldi,Torino,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1
99,Mirco Antenucci,SPAL,23.7,64,2.70,46,0,3,6,7,2,5,0.21,3,0,1,0,1,0
100,Waldemar Anton,Hannover 96,34.0,27,0.79,21,2,2,1,1,0,0,0.00,0,0,0,0,0,0
101,Luca Antonelli,Empoli,8.4,11,1.31,8,0,0,1,1,1,2,0.24,2,0,0,0,0,0
102,Mauro Antonio Burruchaga,Chievo,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Michail Antonio,West Ham,23.4,64,2.74,40,0,9,8,5,2,10,0.43,5,0,1,2,2,0
105,Antonito,Valladolid,20.7,49,2.37,38,2,7,0,2,0,2,0.10,1,0,1,0,0,0
106,Vitorino Antunes,Getafe,24.2,68,2.81,37,21,4,3,2,1,6,0.25,5,1,0,0,0,0
107,Anuar,Valladolid,12.0,10,0.83,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0
108,Dennis Aogo,Stuttgart,11.4,26,2.28,15,8,1,2,0,0,1,0.09,0,0,0,1,0,0
109,Houssem Aouar,Lyon,34.0,123,3.62,97,0,5,11,9,1,20,0.59,11,0,0,3,5,1
110,Emmanuel Apeh,Celta Vigo,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
111,Mauro Arambarri,Getafe,29.7,38,1.28,21,1,4,2,9,1,3,0.10,1,0,0,0,1,1
112,Guilherme Arana,Sevilla,7.0,5,0.72,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
113,Charles Aranguiz,Leverkusen,21.0,72,3.42,64,4,0,3,1,0,13,0.62,12,0,0,1,0,0
114,Luiz Araujo,Lille,8.7,30,3.46,23,3,1,2,1,0,3,0.35,2,0,1,0,0,0
115,Nestor Araujo,Celta Vigo,29.8,11,0.37,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
116,Anaitz Arbilla,Eibar,21.7,16,0.74,14,0,0,1,1,0,3,0.14,3,0,0,0,0,0
117,Joaquin Ardaiz,Frosinone,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Alphonse Areola,Paris S-G,21.0,3,0.14,2,1,0,0,0,0,1,0.05,1,0,0,0,0,0
119,Santiago Arias,Atlético Madrid,19.7,37,1.88,30,4,1,0,2,0,2,0.10,2,0,0,0,0,0
120,Lorenzo Ariaudo,Frosinone,18.7,14,0.75,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0
121,Nicolo Armini,Lazio,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Yoel Armougom,Caen,20.6,39,1.89,33,2,0,1,1,2,4,0.19,4,0,0,0,0,0
123,Stuart Armstrong,Southampton,15.9,61,3.83,43,2,3,5,7,1,8,0.50,6,0,0,0,2,0
124,Jose Arnaiz,Leganés,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Marko Arnautovic,West Ham,22.1,66,2.99,52,0,5,7,2,0,8,0.36,7,0,0,1,0,0
126,Maximilian Arnold,Wolfsburg,31.9,90,2.82,41,30,4,6,9,0,14,0.44,4,6,1,1,2,0
127,Kepa Arrizabalaga,Chelsea,36.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
128,Harry Arter,Cardiff City,22.2,37,1.67,32,1,1,2,1,0,6,0.27,5,0,0,1,0,0
130,Kwadwo Asamoah,Inter,29.7,87,2.93,73,3,5,2,3,1,2,0.07,2,0,0,0,0,0
131,Takuma Asano,Hannover 96,7.8,14,1.81,6,0,1,4,3,0,0,0.00,0,0,0,0,0,0
132,Santiago Ascacibar,Stuttgart,27.0,45,1.67,39,0,0,5,1,0,4,0.15,3,0,0,1,0,0
133,Sergio Asenjo,Villarreal,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Marco Asensio,Real Madrid,19.8,67,3.39,48,5,7,2,5,0,10,0.51,7,0,0,0,3,0
135,Iago Aspas,Celta Vigo,25.0,113,4.52,91,4,8,5,4,1,15,0.60,12,0,2,0,1,0
136,Simon Asta,Augsburg,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
137,Youcef Atal,Nice,25.1,76,3.02,43,3,14,3,12,1,2,0.08,1,0,0,1,0,0
138,Christian Atsu,Newcastle Utd,16.6,42,2.53,32,0,1,4,5,0,5,0.30,3,0,1,1,0,0
139,Pierre-Emerick Aubameyang,Arsenal,30.3,60,1.98,42,0,7,5,5,1,11,0.36,6,0,1,2,2,0
140,Emil Audero,Sampdoria,36.0,6,0.17,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0
141,Jean-Kevin Augustin,RB Leipzig,5.1,17,3.32,9,0,3,1,4,0,2,0.39,0,0,1,1,0,0
142,Ludwig Augustinsson,Werder Bremen,33.6,82,2.44,65,12,1,3,1,0,9,0.27,8,0,0,1,0,0
143,Serge Aurier,Tottenham,6.3,12,1.91,9,1,1,0,0,1,3,0.48,3,0,0,0,0,0
144,Charlie Austin,Southampton,10.9,23,2.11,13,0,0,5,3,2,2,0.18,1,0,0,1,0,0
145,Ezequiel Avila,Huesca,22.2,54,2.43,36,0,3,6,9,0,8,0.36,5,0,0,2,1,0
146,Jordan Ayew,Crystal Palace,13.1,33,2.51,21,0,1,5,4,2,5,0.38,3,0,0,1,0,1
147,Kaan Ayhan,Düsseldorf,27.2,25,0.92,21,1,0,3,0,0,1,0.04,1,0,0,0,0,0
148,Floyd Ayite,Fulham,5.3,16,3.03,13,1,1,1,0,0,1,0.19,0,0,1,0,0,0
149,Cesar Azpilicueta,Chelsea,37.8,67,1.77,60,2,1,1,2,1,10,0.26,9,0,0,0,1,0
150,Abdoulaye Ba,Rayo Vallecano,23.4,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
151,Florian Baak,Hertha BSC,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
152,Ludovic Baal,Rennes,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
153,Khouma Babacar,Sassuolo,16.5,37,2.24,24,0,2,9,2,0,10,0.60,5,0,0,4,1,0
154,Ryan Babel,Fulham,13.9,50,3.60,31,7,6,4,2,0,6,0.43,4,0,1,1,0,0
156,Carlos Bacca,Villarreal,14.1,44,3.12,33,0,6,4,1,0,4,0.28,1,0,1,1,1,0
157,Juninho Bacuna,Huddersfield,15.7,41,2.61,30,6,2,0,3,0,0,0.00,0,0,0,0,0,0
158,Leandro Bacuna,Cardiff City,6.2,7,1.12,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0
159,Milan Badelj,Lazio,12.7,32,2.52,26,2,1,0,2,1,2,0.16,1,0,1,0,0,0
160,Benoit Badiashile,Monaco,19.6,14,0.72,11,1,0,0,1,1,2,0.10,1,0,0,0,1,0
161,Holger Badstuber,Stuttgart,5.8,2,0.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
162,Stephane Bahoken,Angers,27.4,49,1.79,36,1,1,4,4,3,4,0.15,3,0,0,1,0,0
163,Daniel Baier,Augsburg,31.3,66,2.11,55,2,0,2,5,2,5,0.16,4,0,0,0,1,0
164,Leon Bailey,Leverkusen,21.3,90,4.23,54,14,9,7,6,0,3,0.14,2,0,0,1,0,0
165,Eric Bailly,Manchester Utd,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
166,Leighton Baines,Everton,4.2,10,2.40,3,6,0,1,0,0,2,0.48,1,1,0,0,0,0
167,Marvin Bakalorz,Hannover 96,16.3,18,1.10,13,0,1,0,4,0,2,0.12,1,0,0,0,1,0
168,Tiemoue Bakayoko,Milan,25.6,76,2.97,60,0,5,1,5,5,7,0.27,6,0,0,0,0,1
169,Ridle Baku,Mainz 05,10.4,22,2.12,20,0,1,0,1,0,0,0.00,0,0,0,0,0,0
170,Fabian Balbuena,West Ham,22.4,12,0.54,7,0,0,5,0,0,1,0.04,0,0,0,1,0,0
171,Keita Balde,Inter,9.9,43,4.35,31,0,6,2,4,0,5,0.51,3,0,2,0,0,0
172,Gareth Bale,Real Madrid,19.8,51,2.57,34,1,8,5,3,0,9,0.45,6,0,2,1,0,0
173,Mikel Balenziaga,Athletic Club,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
174,Andrija Balic,Udinese,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
175,Fode Ballo-Toure,Lille,17.7,18,1.02,14,1,0,0,3,0,2,0.11,1,0,0,0,1,0
176,Fode Ballo-Toure,Monaco,17.7,38,2.15,32,2,3,0,1,0,5,0.28,5,0,0,0,0,0
177,Florent Balmont,Dijon,12.0,33,2.76,27,6,0,0,0,0,1,0.08,1,0,0,0,0,0
178,Leon Balogun,Brighton,6.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
179,Mario Balotelli,Nice,8.4,16,1.91,13,0,0,0,3,0,2,0.24,2,0,0,0,0,0
180,Mario Balotelli,Marseille,10.4,32,3.09,20,0,2,5,5,0,4,0.39,3,0,0,1,0,0
182,Abdoulaye Bamba,Angers,28.6,31,1.08,27,3,0,0,0,1,4,0.14,4,0,0,0,0,0
183,Jonathan Bamba,Lille,33.4,102,3.06,83,2,7,4,6,0,9,0.27,6,0,1,1,1,0
184,Sol Bamba,Cardiff City,27.5,18,0.65,10,1,1,5,1,0,2,0.07,2,0,0,0,0,0
185,Yacine Bammou,Caen,10.3,19,1.85,17,0,1,1,0,0,1,0.10,1,0,0,0,0,0
186,Ever Banega,Sevilla,29.6,136,4.59,99,24,5,3,3,2,11,0.37,9,2,0,0,0,0
187,Mattia Bani,Chievo,29.0,14,0.48,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
188,Leo Baptistao,Espanyol,13.7,40,2.92,26,0,4,6,2,2,2,0.15,2,0,0,0,0,0
189,Antonin Barak,Udinese,3.7,5,1.37,4,1,0,0,0,0,1,0.27,0,1,0,0,0,0
190,Federico Barba,Chievo,27.6,25,0.91,19,2,1,2,0,1,1,0.04,1,0,0,0,0,0
191,Danilo Barbosa,Nice,17.2,41,2.38,23,0,5,4,7,2,1,0.06,0,0,0,0,1,0
192,Enis Bardhi,Levante,31.5,84,2.67,63,6,6,4,4,1,9,0.29,7,1,1,0,0,0
193,Francesco Bardi,Frosinone,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
194,Phil Bardsley,Burnley,18.6,20,1.08,16,2,1,0,1,0,0,0.00,0,0,0,0,0,0
195,Nicolo Barella,Cagliari,34.5,114,3.30,89,7,3,5,7,3,9,0.26,7,0,0,1,0,1
196,Philipp Bargfrede,Werder Bremen,12.0,13,1.08,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0
197,Antonino Barilla,Parma,29.1,47,1.62,35,2,1,2,4,3,4,0.14,3,0,1,0,0,0
198,Ross Barkley,Chelsea,13.8,55,3.98,43,0,3,4,2,3,9,0.65,7,0,0,1,0,1
199,Aymen Barkok,Düsseldorf,5.7,7,1.23,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
200,Ashley Barnes,Burnley,26.5,51,1.92,30,0,0,9,11,1,6,0.23,2,0,0,3,1,0
201,Harvey Barnes,Leicester City,11.2,50,4.48,36,0,9,5,0,0,4,0.36,2,0,1,1,0,0
202,Antonio Barragan,Betis,10.4,12,1.16,12,0,0,0,0,0,1,0.10,1,0,0,0,0,0
203,Antonio Barreca,Newcastle Utd,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
204,Antonio Barreca,Monaco,6.6,10,1.52,7,3,0,0,0,0,1,0.15,1,0,0,0,0,0
205,Leandro Barreiro Martins,Mainz 05,1.0,2,2.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
206,Ander Barrenetxea,Real Sociedad,4.4,15,3.39,11,0,3,0,0,1,2,0.45,2,0,0,0,0,0
208,Edgar Barreto,Sampdoria,8.7,18,2.06,16,2,0,0,0,0,3,0.34,3,0,0,0,0,0
209,Musa Barrow,Atalanta,6.7,33,4.94,25,2,1,4,1,0,3,0.45,3,0,0,0,0,0
210,Fin Bartels,Werder Bremen,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
211,Marc Bartra,Betis,32.5,22,0.68,20,0,0,2,0,0,0,0.00,0,0,0,0,0,0
212,Andrea Barzagli,Juventus,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
213,Daniele Baselli,Torino,26.4,84,3.18,54,20,6,2,0,2,6,0.23,6,0,0,0,0,0
214,Toma Basic,Bordeaux,14.8,35,2.36,21,10,0,1,3,0,2,0.14,1,1,0,0,0,0
215,Thomas Basila,Nantes,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
216,Borja Baston,Alavés,16.0,20,1.25,14,0,2,3,1,0,1,0.06,1,0,0,0,0,0
217,Alessandro Bastoni,Parma,18.8,4,0.21,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
218,Bastos,Lazio,12.7,9,0.71,7,0,2,0,0,0,0,0.00,0,0,0,0,0,0
219,Michy Batshuayi,Crystal Palace,8.3,21,2.52,10,0,4,6,1,0,3,0.36,1,0,0,2,0,0
220,Michy Batshuayi,Valencia,5.9,15,2.56,11,0,0,4,0,0,0,0.00,0,0,0,0,0,0
221,Robert Bauer,Nürnberg,19.1,30,1.57,17,10,0,0,2,1,0,0.00,0,0,0,0,0,0
222,Oliver Baumann,Hoffenheim,33.0,6,0.18,4,2,0,0,0,0,2,0.06,2,0,0,0,0,0
223,Timo Baumgartl,Stuttgart,18.0,9,0.50,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0
224,Julian Baumgartlinger,Leverkusen,17.3,35,2.02,33,1,0,1,0,0,3,0.17,3,0,0,0,0,0
225,Christoph Baumgartner,Hoffenheim,0.9,6,6.35,1,0,3,0,2,0,3,3.18,1,0,1,0,1,0
226,Jon Bautista,Real Sociedad,6.6,8,1.21,4,0,2,1,1,0,2,0.30,1,0,0,0,1,0
227,Paul Baysse,Bordeaux,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
228,Paul Baysse,Caen,19.9,14,0.70,12,1,0,1,0,0,1,0.05,1,0,0,0,0,0
229,Noah Joel Sarenren Bazee,Hannover 96,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
230,Claudio Beauvue,Caen,16.7,26,1.56,15,1,3,3,4,0,4,0.24,0,0,2,1,1,0
231,Bebe,Rayo Vallecano,14.5,43,2.97,23,5,7,6,2,0,4,0.28,1,1,1,0,1,0
232,Bebe,Eibar,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
234,Ihlas Bebou,Hannover 96,11.8,51,4.31,31,3,8,4,3,2,8,0.68,5,0,2,0,1,0
235,Uffe Bech,Hannover 96,0.2,2,9.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
236,Andreas Beck,Stuttgart,19.7,33,1.67,26,3,1,0,2,1,4,0.20,4,0,0,0,0,0
237,Jan Bednarek,Southampton,23.9,18,0.75,13,2,0,3,0,0,2,0.08,2,0,0,0,0,0
238,Andrea Beghetto,Frosinone,24.7,81,3.27,63,14,1,1,1,1,8,0.32,5,2,1,0,0,0
239,Asmir Begovic,Bournemouth,24.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
240,Valon Behrami,Udinese,15.1,16,1.06,14,0,0,2,0,0,1,0.07,1,0,0,0,0,0
241,Hanno Behrens,Nürnberg,29.3,61,2.08,48,0,1,9,2,1,4,0.14,2,0,0,2,0,0
242,Ishak Belfodil,Hoffenheim,20.7,77,3.72,45,1,16,10,5,0,9,0.43,3,0,2,3,1,0
243,Stefan Bell,Mainz 05,25.0,46,1.84,40,1,2,2,1,0,2,0.08,2,0,0,0,0,0
244,Karim Bellarabi,Leverkusen,11.7,45,3.84,37,0,2,4,1,1,6,0.51,5,0,0,1,0,0
245,Hector Bellerin,Arsenal,17.0,37,2.17,32,0,2,3,0,0,9,0.53,8,0,0,1,0,0
246,Andrea Belotti,Torino,36.7,96,2.62,67,0,3,13,13,0,7,0.19,4,0,0,1,2,0
