,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
2399,Sergi Samper,es ESP,MF,Barcelona,La Liga,20.0,1995.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
2400,Jairo Samperio,es ESP,MF,Mainz 05,Bundesliga,22.0,1993.0,25.5,7.0,,15.0,,,0.59,,0.47,,0.0,0.0
2401,Mikel San José,es ESP,"MF,DF",Athletic Club,La Liga,26.0,1989.0,29.9,2.0,25.0,6.0,24.0,0.84,0.2,0.08,0.33,,0.0,0.0
2402,Antonio Sanabria,py PAR,FW,Sporting Gijón,La Liga,19.0,1996.0,25.1,11.0,50.0,19.0,38.0,2.0,0.76,0.2,0.53,,1.0,1.0
2403,Alexis Sánchez,cl CHI,MF,Arsenal,Premier League,26.0,1988.0,27.1,13.0,,38.0,,,1.4,,0.34,,0.0,0.0
2404,Carlos Sánchez,co COL,MF,Aston Villa,Premier League,29.0,1986.0,15.2,0.0,,4.0,,,0.26,,0.0,,0.0,0.0
2405,Víctor Sánchez,es ESP,MF,Espanyol,La Liga,27.0,1987.0,25.4,1.0,24.0,8.0,33.3,0.94,0.31,0.04,0.13,,0.0,0.0
2406,Sandro,br BRA,MF,West Brom,Premier League,26.0,1989.0,4.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2407,Alex Sandro,br BRA,"MF,DF",Juventus,Serie A,24.0,1991.0,16.7,2.0,,3.0,,,0.18,,0.67,,0.0,0.0
2408,Lamine Sané,sn SEN,DF,Bordeaux,Ligue 1,28.0,1987.0,10.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2409,Leroy Sané,de GER,MF,Schalke 04,Bundesliga,19.0,1996.0,25.7,8.0,,28.0,,,1.09,,0.29,,0.0,0.0
2410,Salif Sané,sn SEN,"MF,DF",Hannover 96,Bundesliga,24.0,1990.0,30.6,2.0,,7.0,,,0.23,,0.29,,0.0,0.0
2411,Younousse Sankharé,sn SEN,MF,Guingamp,Ligue 1,25.0,1989.0,32.4,6.0,,12.0,,,0.37,,0.5,,0.0,0.0
2412,Morgan Sanson,fr FRA,MF,Montpellier,Ligue 1,20.0,1994.0,6.2,3.0,,3.0,,,0.48,,1.0,,0.0,0.0
2413,Nicola Sansone,it ITA,FW,Sassuolo,Serie A,23.0,1991.0,28.2,7.0,,23.0,,,0.81,,0.3,,0.0,0.0
2414,Roque Santa Cruz,py PAR,FW,Málaga,La Liga,33.0,1981.0,4.8,2.0,5.0,2.0,40.0,1.05,0.42,0.4,1.0,,0.0,0.0
2415,Davide Santon,it ITA,DF,Inter,Serie A,24.0,1991.0,10.8,0.0,,2.0,,,0.18,,0.0,,0.0,0.0
2416,Aderlan Santos,br BRA,DF,Valencia,La Liga,26.0,1989.0,16.9,0.0,7.0,2.0,28.6,0.41,0.12,0.0,0.0,,0.0,0.0
2418,Samir Santos,br BRA,DF,Hellas Verona,Serie A,20.0,1994.0,3.0,1.0,,1.0,,,0.33,,1.0,,0.0,0.0
2419,Riccardo Saponara,it ITA,"MF,FW",Empoli,Serie A,23.0,1991.0,29.2,5.0,,24.0,,,0.82,,0.21,,0.0,1.0
2420,Pablo Sarabia,es ESP,MF,Getafe,La Liga,23.0,1992.0,28.1,7.0,62.0,33.0,53.2,2.21,1.18,0.11,0.21,,0.0,0.0
2421,Gennaro Sardo,it ITA,DF,Chievo,Serie A,36.0,1979.0,3.7,1.0,,1.0,,,0.27,,1.0,,0.0,0.0
2422,Bouna Sarr,sn SEN,"MF,FW",Marseille,Ligue 1,23.0,1992.0,11.1,2.0,,6.0,,,0.54,,0.33,,0.0,0.0
2423,Matthieu Saunier,fr FRA,DF,Troyes,Ligue 1,25.0,1990.0,26.8,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
2424,Stefan Savić,me MNE,DF,Atlético Madrid,La Liga,24.0,1991.0,10.3,0.0,2.0,0.0,0.0,0.19,0.0,0.0,,,0.0,0.0
2425,Stefan Šćepović,rs SRB,FW,Getafe,La Liga,25.0,1990.0,20.2,6.0,30.0,16.0,53.3,1.49,0.79,0.2,0.38,,0.0,0.0
2426,Marcel Schäfer,de GER,"DF,MF",Wolfsburg,Bundesliga,31.0,1984.0,14.5,1.0,,5.0,,,0.34,,0.2,,0.0,0.0
2427,Fabian Schär,ch SUI,DF,Hoffenheim,Bundesliga,23.0,1991.0,19.2,1.0,,3.0,,,0.16,,0.33,,0.0,0.0
2428,Julian Schieber,de GER,FW,Hertha BSC,Bundesliga,26.0,1989.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2429,Sven Schipplock,de GER,FW,Hamburger SV,Bundesliga,26.0,1988.0,10.3,0.0,,4.0,,,0.39,,0.0,,0.0,0.0
2430,Jeffrey Schlupp,gh GHA,"DF,MF",Leicester City,Premier League,22.0,1992.0,15.4,1.0,,6.0,,,0.39,,0.17,,0.0,0.0
2431,Kasper Schmeichel,dk DEN,GK,Leicester City,Premier League,28.0,1986.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2432,Marcel Schmelzer,de GER,DF,Dortmund,Bundesliga,27.0,1988.0,22.9,0.0,,9.0,,,0.39,,0.0,,0.0,0.0
2433,Jonathan Schmid,fr FRA,"MF,FW",Hoffenheim,Bundesliga,25.0,1990.0,16.1,4.0,,11.0,,,0.68,,0.36,,0.0,0.0
2434,Manuel Schmiedebach,de GER,"MF,FW",Hannover 96,Bundesliga,26.0,1988.0,20.0,1.0,,4.0,,,0.2,,0.25,,0.0,0.0
2435,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,Premier League,25.0,1989.0,24.5,1.0,,1.0,,,0.04,,1.0,,0.0,0.0
2436,Alessandro Schöpf,at AUT,MF,Schalke 04,Bundesliga,21.0,1994.0,5.3,3.0,,7.0,,,1.33,,0.43,,0.0,0.0
2437,Christian Schulz,de GER,DF,Hannover 96,Bundesliga,32.0,1983.0,23.6,2.0,,4.0,,,0.17,,0.5,,0.0,0.0
2438,Marvin Schulz,de GER,"DF,MF",M'Gladbach,Bundesliga,20.0,1995.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2439,Nico Schulz,de GER,"DF,FW",Hertha BSC,Bundesliga,22.0,1993.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2440,Nico Schulz,de GER,"DF,FW",M'Gladbach,Bundesliga,22.0,1993.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2441,André Schürrle,de GER,"MF,FW",Wolfsburg,Bundesliga,24.0,1990.0,21.2,9.0,,32.0,,,1.51,,0.28,,0.0,0.0
2442,Daniel Schwaab,de GER,"DF,MF",Stuttgart,Bundesliga,26.0,1988.0,26.5,0.0,,4.0,,,0.15,,0.0,,0.0,0.0
2444,Pirmin Schwegler,ch SUI,MF,Hoffenheim,Bundesliga,28.0,1987.0,15.7,0.0,,3.0,,,0.19,,0.0,,0.0,0.0
2445,Bastian Schweinsteiger,de GER,MF,Manchester Utd,Premier League,30.0,1984.0,13.4,1.0,,3.0,,,0.22,,0.33,,0.0,0.0
2446,Andrea Seculin,it ITA,GK,Chievo,Serie A,25.0,1990.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2447,Haris Seferović,ch SUI,FW,Eint Frankfurt,Bundesliga,23.0,1992.0,24.5,3.0,,20.0,,,0.82,,0.1,,1.0,1.0
2448,Paul Seguin,de GER,MF,Wolfsburg,Bundesliga,20.0,1995.0,2.0,0.0,,2.0,,,1.01,,0.0,,0.0,0.0
2449,Ole Selnæs,no NOR,MF,Saint-Étienne,Ligue 1,21.0,1994.0,1.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2450,Josep Señé,es ESP,"MF,FW",Celta Vigo,La Liga,23.0,1991.0,4.3,0.0,2.0,1.0,50.0,0.47,0.23,0.0,0.0,,0.0,0.0
2451,Suat Serdar,de GER,MF,Mainz 05,Bundesliga,18.0,1997.0,2.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2452,Jean Seri,ci CIV,MF,Nice,Ligue 1,24.0,1991.0,34.5,3.0,,18.0,,,0.52,,0.17,,0.0,0.0
2453,Mathias Serin,fr FRA,MF,Angers,Ligue 1,23.0,1991.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2454,Grégory Sertic,fr FRA,DF,Bordeaux,Ligue 1,25.0,1989.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2455,Stéphane Sessègnon,bj BEN,"MF,FW",West Brom,Premier League,31.0,1984.0,19.5,2.0,,10.0,,,0.51,,0.2,,0.0,0.0
2456,Nicolas Seube,fr FRA,MF,Caen,Ligue 1,35.0,1979.0,24.1,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
2457,Salva Sevilla,es ESP,MF,Espanyol,La Liga,31.0,1984.0,5.9,1.0,7.0,4.0,57.1,1.18,0.68,0.14,0.25,,0.0,0.0
2458,Stephan El Shaarawy,it ITA,"FW,MF",Roma,Serie A,22.0,1992.0,13.2,8.0,,21.0,,,1.59,,0.38,,0.0,0.0
2459,Stephan El Shaarawy,it ITA,"FW,MF",Monaco,Ligue 1,22.0,1992.0,7.6,0.0,,9.0,,,1.19,,0.0,,0.0,0.0
2460,Xherdan Shaqiri,ch SUI,MF,Stoke City,Premier League,23.0,1991.0,22.4,3.0,,11.0,,,0.49,,0.27,,0.0,0.0
2461,Luke Shaw,eng ENG,DF,Manchester Utd,Premier League,20.0,1995.0,5.0,0.0,,1.0,,,0.2,,0.0,,0.0,0.0
2462,Ryan Shawcross,eng ENG,DF,Stoke City,Premier League,27.0,1987.0,18.8,0.0,,0.0,,,0.0,,,,0.0,0.0
2463,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,Premier League,23.0,1992.0,11.7,0.0,,7.0,,,0.6,,0.0,,0.0,0.0
2464,Jonjo Shelvey,eng ENG,MF,Swansea City,Premier League,23.0,1992.0,13.5,1.0,,9.0,,,0.67,,0.0,,1.0,1.0
2465,Djibril Sidibé,fr FRA,"DF,MF",Lille,Ligue 1,23.0,1992.0,36.4,4.0,,14.0,,,0.38,,0.29,,0.0,0.0
2466,Sidnei,br BRA,DF,La Coruña,La Liga,25.0,1989.0,32.2,0.0,6.0,0.0,0.0,0.19,0.0,0.0,,,0.0,0.0
2467,Steve Sidwell,eng ENG,MF,Stoke City,Premier League,32.0,1982.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2468,Franco Signorelli,ve VEN,MF,Empoli,Serie A,24.0,1991.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2470,Franck Signorino,fr FRA,"DF,MF",Reims,Ligue 1,33.0,1981.0,28.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2471,Gylfi Sigurðsson,is ISL,"MF,FW",Swansea City,Premier League,25.0,1989.0,32.4,11.0,,32.0,,,0.99,,0.25,,3.0,3.0
2472,Kolbeinn Sigþórsson,is ISL,FW,Nantes,Ligue 1,25.0,1990.0,18.8,3.0,,11.0,,,0.59,,0.27,,0.0,0.0
2473,Luca Siligardi,it ITA,"MF,FW",Hellas Verona,Serie A,27.0,1988.0,15.6,2.0,,6.0,,,0.38,,0.33,,0.0,0.0
2474,Bernardo Silva,pt POR,"MF,FW",Monaco,Ligue 1,20.0,1994.0,24.9,7.0,,22.0,,,0.88,,0.32,,0.0,0.0
2475,David Silva,es ESP,MF,Manchester City,Premier League,29.0,1986.0,19.9,2.0,,4.0,,,0.2,,0.5,,0.0,0.0
2476,Gabriel Silva,br BRA,MF,Genoa,Serie A,24.0,1991.0,8.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2477,Gabriel Silva,br BRA,"MF,DF",Carpi,Serie A,24.0,1991.0,14.2,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
2478,Gastón Silva,uy URU,"MF,DF",Torino,Serie A,21.0,1994.0,9.9,0.0,,2.0,,,0.2,,0.0,,0.0,0.0
2479,Lucas Silva,br BRA,MF,Marseille,Ligue 1,22.0,1993.0,11.5,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
2480,Thiago Silva,br BRA,DF,Paris S-G,Ligue 1,30.0,1984.0,29.1,1.0,,5.0,,,0.17,,0.2,,0.0,0.0
2481,Eddy Silvestre,az AZE,MF,Eibar,La Liga,22.0,1992.0,2.4,0.0,2.0,1.0,50.0,0.85,0.42,0.0,0.0,,0.0,0.0
2482,Matías Silvestre,ar ARG,DF,Sampdoria,Serie A,30.0,1984.0,21.9,0.0,,3.0,,,0.14,,0.0,,0.0,0.0
2483,David Simón,es ESP,DF,Las Palmas,La Liga,26.0,1988.0,25.1,1.0,12.0,6.0,50.0,0.48,0.24,0.08,0.17,,0.0,0.0
2484,Danny Simpson,eng ENG,DF,Leicester City,Premier League,28.0,1987.0,29.0,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
2485,Scott Sinclair,eng ENG,"FW,MF",Aston Villa,Premier League,26.0,1989.0,17.7,2.0,,7.0,,,0.39,,0.14,,1.0,1.0
2486,Giovanni Sio,ci CIV,FW,Rennes,Ligue 1,26.0,1989.0,28.9,7.0,,24.0,,,0.83,,0.29,,0.0,1.0
2487,Tobias Sippel,de GER,GK,M'Gladbach,Bundesliga,27.0,1988.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2488,Guilherme Siqueira,br BRA,DF,Atlético Madrid,La Liga,29.0,1986.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
2489,Guilherme Siqueira,br BRA,DF,Valencia,La Liga,29.0,1986.0,12.1,0.0,6.0,1.0,16.7,0.49,0.08,0.0,0.0,,0.0,0.0
2490,Pantxi Sirieix,fr FRA,MF,Toulouse,Ligue 1,34.0,1980.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
2491,Salvatore Sirigu,it ITA,GK,Paris S-G,Ligue 1,28.0,1987.0,2.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2492,Sandro Sirigu,de GER,MF,Darmstadt 98,Bundesliga,26.0,1988.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2493,Maicon Sisenando,br BRA,DF,Roma,Serie A,34.0,1981.0,11.2,1.0,,6.0,,,0.54,,0.17,,0.0,0.0
2494,Moussa Sissoko,fr FRA,MF,Newcastle Utd,Premier League,25.0,1989.0,35.7,1.0,,12.0,,,0.34,,0.08,,0.0,0.0
2496,Slimane Sissoko,fr FRA,FW,Angers,Ligue 1,24.0,1991.0,3.5,0.0,,2.0,,,0.57,,0.0,,0.0,0.0
2497,Sito,es ESP,MF,Valencia,La Liga,18.0,1996.0,0.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
2498,Ellyes Skhiri,tn TUN,"MF,DF",Montpellier,Ligue 1,20.0,1995.0,9.1,2.0,,2.0,,,0.22,,1.0,,0.0,0.0
2499,Łukasz Skorupski,pl POL,GK,Empoli,Serie A,24.0,1991.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2500,Milan Škriniar,sk SVK,DF,Sampdoria,Serie A,20.0,1995.0,1.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2501,Martin Škrtel,sk SVK,DF,Liverpool,Premier League,30.0,1984.0,20.9,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
2502,Chris Smalling,eng ENG,DF,Manchester Utd,Premier League,25.0,1989.0,35.0,0.0,,2.0,,,0.06,,0.0,,0.0,0.0
2503,Adam Smith,eng ENG,DF,Bournemouth,Premier League,24.0,1991.0,23.3,2.0,,4.0,,,0.17,,0.5,,0.0,0.0
2504,Brad Smith,au AUS,DF,Liverpool,Premier League,21.0,1994.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2505,Cédric Soares,pt POR,"DF,MF",Southampton,Premier League,23.0,1991.0,21.8,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
2506,Danilo Soares,br BRA,DF,Ingolstadt 04,Bundesliga,23.0,1991.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2507,Artur Sobiech,pl POL,FW,Hannover 96,Bundesliga,25.0,1990.0,18.1,7.0,,14.0,,,0.77,,0.5,,0.0,0.0
2508,Danilo Soddimo,it ITA,"MF,FW",Frosinone,Serie A,27.0,1987.0,19.9,1.0,,11.0,,,0.55,,0.09,,0.0,0.0
2509,Enrique Sola,es ESP,FW,Athletic Club,La Liga,29.0,1986.0,0.9,0.0,1.0,0.0,0.0,1.17,0.0,0.0,,,0.0,0.0
2510,Roberto Soldado,es ESP,FW,Villarreal,La Liga,30.0,1985.0,25.0,5.0,40.0,21.0,52.5,1.6,0.84,0.13,0.24,,0.0,0.0
2511,Somália,br BRA,"DF,MF",Toulouse,Ligue 1,26.0,1988.0,23.5,0.0,,4.0,,,0.17,,0.0,,0.0,0.0
2512,Yann Sommer,ch SUI,GK,M'Gladbach,Bundesliga,26.0,1988.0,32.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2513,Alex Song,cm CMR,MF,West Ham,Premier League,27.0,1987.0,7.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2514,Kévin Soni,cm CMR,FW,Bordeaux,Ligue 1,17.0,1998.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2515,Jérémy Sorbon,fr FRA,DF,Guingamp,Ligue 1,31.0,1983.0,33.7,2.0,,2.0,,,0.06,,1.0,,0.0,0.0
2516,Oliver Sorg,de GER,"DF,MF",Hannover 96,Bundesliga,25.0,1990.0,17.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2517,Bruno Soriano,es ESP,MF,Villarreal,La Liga,31.0,1984.0,28.8,5.0,25.0,9.0,36.0,0.87,0.31,0.08,0.22,,3.0,3.0
2518,Roberto Soriano,it ITA,MF,Sampdoria,Serie A,24.0,1991.0,31.3,8.0,,23.0,,,0.74,,0.35,,0.0,0.0
2519,Stefano Sorrentino,it ITA,GK,Palermo,Serie A,36.0,1979.0,34.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2520,Elkin Soto,co COL,MF,Mainz 05,Bundesliga,34.0,1980.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2522,Florian Sotoca,fr FRA,"FW,MF",Montpellier,Ligue 1,24.0,1990.0,0.0,0.0,,1.0,,,45.0,,0.0,,0.0,0.0
2523,Pape Souaré,sn SEN,DF,Crystal Palace,Premier League,25.0,1990.0,33.5,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
2524,Adama Soumaoro,fr FRA,DF,Lille,Ligue 1,23.0,1992.0,25.8,1.0,,4.0,,,0.16,,0.25,,0.0,0.0
2525,Samuel Souprayen,fr FRA,DF,Hellas Verona,Serie A,26.0,1989.0,17.6,0.0,,3.0,,,0.17,,0.0,,0.0,0.0
2526,Emir Spahić,ba BIH,DF,Hamburger SV,Bundesliga,34.0,1980.0,25.2,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
2527,Uroš Spajić,rs SRB,DF,Toulouse,Ligue 1,22.0,1993.0,12.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2528,Stéphane Sparagna,fr FRA,DF,Marseille,Ligue 1,20.0,1995.0,2.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2529,Julián Speroni,ar ARG,GK,Crystal Palace,Premier League,36.0,1979.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2530,Nicolás Spolli,ar ARG,"DF,MF",Carpi,Serie A,32.0,1983.0,3.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2531,Nicolás Spolli,ar ARG,DF,Chievo,Serie A,32.0,1983.0,8.6,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
2532,Marco Sportiello,it ITA,GK,Atalanta,Serie A,23.0,1992.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2533,Sébastien Squillaci,fr FRA,DF,Bastia,Ligue 1,34.0,1980.0,29.6,2.0,,4.0,,,0.13,,0.5,,0.0,0.0
2534,Kostas Stafylidis,gr GRE,DF,Augsburg,Bundesliga,21.0,1993.0,7.6,1.0,,4.0,,,0.52,,0.25,,0.0,0.0
2535,Benjamin Stambouli,fr FRA,MF,Paris S-G,Ligue 1,24.0,1990.0,16.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2536,Junior Stanislas,eng ENG,MF,Bournemouth,Premier League,25.0,1989.0,15.9,3.0,,10.0,,,0.63,,0.3,,0.0,0.0
2537,Niklas Stark,de GER,"DF,MF",Hertha BSC,Bundesliga,20.0,1995.0,15.7,2.0,,4.0,,,0.25,,0.5,,0.0,0.0
2538,Maarten Stekelenburg,nl NED,GK,Southampton,Premier League,32.0,1982.0,17.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2539,Guglielmo Stendardo,it ITA,DF,Atalanta,Serie A,34.0,1981.0,12.4,1.0,,1.0,,,0.08,,1.0,,0.0,0.0
2540,Marc Stendera,de GER,MF,Eint Frankfurt,Bundesliga,19.0,1995.0,22.7,2.0,,16.0,,,0.7,,0.13,,0.0,0.0
2541,Raheem Sterling,eng ENG,MF,Manchester City,Premier League,20.0,1994.0,21.3,6.0,,22.0,,,1.03,,0.27,,0.0,0.0
2542,Janek Sternberg,de GER,"MF,DF",Werder Bremen,Bundesliga,22.0,1992.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2543,Jamie Sterry,eng ENG,"DF,MF",Newcastle Utd,Premier League,19.0,1995.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2544,Kevin Stewart,jm JAM,MF,Liverpool,Premier League,21.0,1993.0,6.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2545,Zoltán Stieber,hu HUN,"FW,MF",Hamburger SV,Bundesliga,26.0,1988.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2546,Lars Stindl,de GER,"FW,MF",M'Gladbach,Bundesliga,26.0,1988.0,28.8,7.0,,30.0,,,1.04,,0.2,,1.0,2.0
2548,Valentin Stocker,ch SUI,"MF,FW",Hertha BSC,Bundesliga,26.0,1989.0,9.3,1.0,,6.0,,,0.65,,0.17,,0.0,0.0
2549,John Stones,eng ENG,DF,Everton,Premier League,21.0,1994.0,30.9,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
2550,Martin Stranzl,at AUT,DF,M'Gladbach,Bundesliga,35.0,1980.0,1.8,0.0,,0.0,,,0.0,,,,0.0,0.0
2551,Ivan Strinić,hr CRO,DF,Napoli,Serie A,28.0,1987.0,2.8,0.0,,1.0,,,0.36,,0.0,,0.0,0.0
2552,Tobias Strobl,de GER,"MF,DF",Hoffenheim,Bundesliga,25.0,1990.0,23.1,0.0,,3.0,,,0.13,,0.0,,0.0,0.0
2553,Dominik Stroh-Engel,de GER,FW,Darmstadt 98,Bundesliga,29.0,1985.0,5.7,0.0,,2.0,,,0.35,,0.0,,0.0,0.0
2554,Kevin Strootman,nl NED,MF,Roma,Serie A,25.0,1990.0,2.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2555,Aljaž Struna,si SVN,DF,Palermo,Serie A,24.0,1990.0,20.4,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
2556,Stefano Sturaro,it ITA,MF,Juventus,Serie A,22.0,1993.0,11.4,1.0,,3.0,,,0.26,,0.33,,0.0,0.0
2557,Daniel Sturridge,eng ENG,FW,Liverpool,Premier League,25.0,1989.0,10.9,8.0,,23.0,,,2.12,,0.35,,0.0,0.0
2558,Emanuele Suagher,it ITA,DF,Carpi,Serie A,22.0,1992.0,8.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2559,Damián Suárez,uy URU,DF,Getafe,La Liga,27.0,1988.0,29.3,0.0,10.0,1.0,10.0,0.34,0.03,0.0,0.0,,0.0,0.0
2560,Denis Suárez,es ESP,MF,Villarreal,La Liga,21.0,1994.0,26.4,4.0,36.0,17.0,47.2,1.37,0.64,0.11,0.24,,0.0,0.0
2561,Luis Suárez,uy URU,FW,Barcelona,La Liga,28.0,1987.0,35.0,40.0,137.0,70.0,51.1,3.91,2.0,0.27,0.53,,3.0,5.0
2562,Mario Suárez,es ESP,MF,Watford,Premier League,28.0,1987.0,8.3,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
2563,Mario Suárez,es ESP,MF,Fiorentina,Serie A,28.0,1987.0,5.1,1.0,,4.0,,,0.79,,0.25,,0.0,0.0
2564,Danijel Subašić,hr CRO,GK,Monaco,Ligue 1,30.0,1984.0,36.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2565,Neven Subotić,rs SRB,DF,Dortmund,Bundesliga,26.0,1988.0,5.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2566,Isaac Success,ng NGA,"MF,FW",Granada,La Liga,19.0,1996.0,26.9,6.0,56.0,18.0,32.1,2.08,0.67,0.11,0.33,,0.0,0.0
2567,Niklas Süle,de GER,DF,Hoffenheim,Bundesliga,19.0,1995.0,33.0,0.0,,2.0,,,0.06,,0.0,,0.0,0.0
2568,Valmir Sulejmani,xk KVX,MF,Hannover 96,Bundesliga,19.0,1996.0,1.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2569,Aytaç Sulu,tr TUR,DF,Darmstadt 98,Bundesliga,29.0,1985.0,33.0,7.0,,9.0,,,0.27,,0.78,,0.0,0.0
2570,Ki Sung-yueng,kr KOR,MF,Swansea City,Premier League,26.0,1989.0,20.6,2.0,,7.0,,,0.34,,0.29,,0.0,0.0
2571,Toni Šunjić,ba BIH,DF,Stuttgart,Bundesliga,26.0,1988.0,15.1,1.0,,2.0,,,0.13,,0.5,,0.0,0.0
2572,Gilles Sunu,tg TOG,FW,Angers,Ligue 1,24.0,1991.0,26.9,2.0,,14.0,,,0.52,,0.14,,0.0,0.0
2574,Stoppila Sunzu,zm ZAM,DF,Lille,Ligue 1,26.0,1989.0,10.2,1.0,,3.0,,,0.29,,0.33,,0.0,0.0
2575,Andrew Surman,eng ENG,MF,Bournemouth,Premier League,28.0,1986.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2576,Markel Susaeta,es ESP,MF,Athletic Club,La Liga,27.0,1987.0,21.3,3.0,25.0,10.0,40.0,1.17,0.47,0.12,0.3,,0.0,0.0
2577,Suso,es ESP,FW,Genoa,Serie A,21.0,1993.0,13.0,6.0,,16.0,,,1.23,,0.38,,0.0,0.0
2578,Suso,es ESP,MF,Milan,Serie A,21.0,1993.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2579,Markus Suttner,at AUT,DF,Ingolstadt 04,Bundesliga,28.0,1987.0,14.9,0.0,,2.0,,,0.13,,0.0,,0.0,0.0
2580,Dušan Švento,sk SVK,MF,Köln,Bundesliga,29.0,1985.0,2.5,1.0,,1.0,,,0.4,,1.0,,0.0,0.0
2581,Issiaga Sylla,gn GUI,"DF,MF",Gazélec Ajaccio,Ligue 1,21.0,1994.0,30.0,0.0,,3.0,,,0.1,,0.0,,0.0,0.0
2582,Mamadou Sylla,sn SEN,FW,Espanyol,La Liga,21.0,1994.0,3.8,0.0,8.0,1.0,12.5,2.12,0.27,0.0,0.0,,0.0,0.0
2583,Yacouba Sylla,ml MLI,MF,Rennes,Ligue 1,24.0,1990.0,16.6,0.0,,4.0,,,0.24,,0.0,,0.0,0.0
2584,Ádám Szalai,hu HUN,FW,Hoffenheim,Bundesliga,27.0,1987.0,1.2,0.0,,1.0,,,0.83,,0.0,,0.0,0.0
2585,Ádám Szalai,hu HUN,FW,Hannover 96,Bundesliga,27.0,1987.0,7.7,0.0,,4.0,,,0.52,,0.0,,0.0,0.0
2586,Wojciech Szczęsny,pl POL,GK,Roma,Serie A,25.0,1990.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
