,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
1556,Jesús,es ESP,GK,Levante,La Liga,27.0,1988.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
1557,Jesús,es ESP,GK,Granada,La Liga,27.0,1988.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,13.0,1.0,2.0,2.0,0.0,0.0,0.62
1558,Juan Jesus,br BRA,DF,Inter,Serie A,24.0,1991.0,19.0,1413.0,74.0,41.3,15.7,16.0,,14.0,3.0,,17.0,2.05,20.0,18.0,2.0,0.13,-0.32
1560,Kim Jin-su,kr KOR,DF,Hoffenheim,Bundesliga,23.0,1992.0,15.0,1313.0,88.0,42.9,14.6,14.0,,13.0,1.0,,7.0,0.6,12.0,21.0,-9.0,-0.62,-0.31
1561,Joaquín,es ESP,MF,Betis,La Liga,34.0,1981.0,30.0,1956.0,65.0,57.2,21.7,22.0,79.0,8.0,8.0,28.0,2.0,1.3,22.0,24.0,-2.0,-0.09,0.89
1562,Joelinton,br BRA,"FW,MF",Hoffenheim,Bundesliga,18.0,1996.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.44
1563,Aron Jóhannsson,us USA,FW,Werder Bremen,Bundesliga,24.0,1990.0,6.0,406.0,68.0,13.3,4.5,5.0,,0.0,1.0,,0.0,1.17,5.0,6.0,-1.0,-0.22,0.25
1564,Adam Johnson,eng ENG,MF,Sunderland,Premier League,28.0,1987.0,19.0,1148.0,60.0,33.6,12.8,11.0,,8.0,8.0,,1.0,0.74,21.0,29.0,-8.0,-0.63,-0.39
1565,Bradley Johnson,eng ENG,MF,Norwich City,Premier League,28.0,1987.0,4.0,154.0,39.0,4.5,1.7,1.0,,1.0,3.0,,0.0,1.0,1.0,4.0,-3.0,-1.75,-1.06
1566,Fabian Johnson,us USA,MF,M'Gladbach,Bundesliga,27.0,1987.0,26.0,2156.0,83.0,70.5,24.0,25.0,,19.0,1.0,,0.0,1.85,54.0,31.0,23.0,0.96,1.56
1567,Glen Johnson,eng ENG,DF,Stoke City,Premier League,30.0,1984.0,25.0,2184.0,87.0,63.9,24.3,25.0,,23.0,0.0,,0.0,1.44,26.0,29.0,-3.0,-0.12,0.68
1568,Sam Johnstone,eng ENG,GK,Manchester Utd,Premier League,22.0,1993.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,
1569,Miloš Jojić,rs SRB,MF,Köln,Bundesliga,23.0,1992.0,15.0,484.0,32.0,15.8,5.4,2.0,,0.0,13.0,,15.0,1.47,9.0,3.0,6.0,1.12,1.47
1570,Bojan Jokić,si SVN,DF,Villarreal,La Liga,29.0,1986.0,2.0,125.0,63.0,3.7,1.4,2.0,63.0,1.0,0.0,,6.0,1.5,1.0,0.0,1.0,0.72,0.5
1571,Jonathas,br BRA,FW,Real Sociedad,La Liga,26.0,1989.0,27.0,1607.0,60.0,47.0,17.9,17.0,85.0,12.0,10.0,16.0,3.0,1.04,24.0,24.0,0.0,0.0,0.15
1572,Billy Jones,eng ENG,DF,Sunderland,Premier League,28.0,1987.0,24.0,2032.0,85.0,59.4,22.6,23.0,,21.0,1.0,,11.0,0.75,23.0,45.0,-22.0,-0.97,-1.49
1573,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,23.0,1992.0,10.0,530.0,53.0,15.5,5.9,6.0,,4.0,4.0,,3.0,1.7,7.0,4.0,3.0,0.51,0.17
1574,Nigel de Jong,nl NED,MF,Milan,Serie A,30.0,1984.0,5.0,370.0,74.0,10.8,4.1,5.0,,3.0,0.0,,13.0,1.4,6.0,6.0,0.0,0.0,-0.18
1575,Siem de Jong,nl NED,MF,Newcastle Utd,Premier League,26.0,1989.0,18.0,454.0,25.0,13.3,5.0,3.0,,0.0,15.0,,12.0,0.72,4.0,5.0,-1.0,-0.2,0.41
1576,Jony,es ESP,MF,Sporting Gijón,La Liga,24.0,1991.0,36.0,2863.0,80.0,83.7,31.8,33.0,85.0,20.0,3.0,24.0,1.0,1.0,32.0,47.0,-15.0,-0.47,0.66
1577,Park Joo-ho,kr KOR,DF,Mainz 05,Bundesliga,28.0,1987.0,1.0,90.0,90.0,2.9,1.0,1.0,,1.0,0.0,,1.0,3.0,2.0,1.0,1.0,1.0,0.91
1578,Park Joo-ho,kr KOR,DF,Dortmund,Bundesliga,28.0,1987.0,5.0,309.0,62.0,10.1,3.4,4.0,,2.0,1.0,,10.0,2.4,10.0,3.0,7.0,2.04,0.7
1579,Corey Jordan,eng ENG,"DF,MF",Bournemouth,Premier League,16.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
1580,Joan Jordán,es ESP,MF,Espanyol,La Liga,21.0,1994.0,9.0,626.0,70.0,18.3,7.0,5.0,88.0,4.0,4.0,47.0,10.0,0.22,3.0,21.0,-18.0,-2.59,-2.07
1581,Jordi,es ESP,DF,Betis,La Liga,28.0,1987.0,3.0,167.0,56.0,4.9,1.9,2.0,80.0,1.0,1.0,8.0,6.0,1.0,0.0,3.0,-3.0,-1.62,-1.2
1582,Jorginho,it ITA,MF,Napoli,Serie A,23.0,1991.0,35.0,2915.0,83.0,85.2,32.4,32.0,,28.0,3.0,,1.0,2.17,71.0,25.0,46.0,1.42,1.06
1583,Willian José,br BRA,FW,Las Palmas,La Liga,23.0,1991.0,30.0,1733.0,58.0,50.7,19.3,19.0,81.0,14.0,11.0,17.0,4.0,1.2,23.0,28.0,-5.0,-0.26,-0.1
1584,Joselu,es ESP,FW,Stoke City,Premier League,25.0,1990.0,22.0,1097.0,50.0,32.1,12.2,10.0,,6.0,12.0,,12.0,1.45,15.0,21.0,-6.0,-0.49,-0.18
1586,Jota,es ESP,MF,Eibar,La Liga,24.0,1991.0,13.0,694.0,53.0,20.3,7.7,8.0,73.0,5.0,5.0,22.0,2.0,0.69,8.0,19.0,-11.0,-1.43,-1.39
1587,Yann Jouffre,fr FRA,MF,Lorient,Ligue 1,31.0,1984.0,27.0,1775.0,66.0,51.9,19.7,21.0,,7.0,6.0,,2.0,1.15,28.0,25.0,3.0,0.15,0.92
1588,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,29.0,1986.0,7.0,630.0,90.0,18.4,7.0,7.0,,7.0,0.0,,0.0,1.71,11.0,8.0,3.0,0.43,0.46
1589,Stevan Jovetić,me MNE,"FW,MF",Inter,Serie A,25.0,1989.0,26.0,1516.0,58.0,44.3,16.8,18.0,,3.0,8.0,,6.0,1.88,24.0,14.0,10.0,0.59,0.5
1590,Jozabed,es ESP,MF,Rayo Vallecano,La Liga,24.0,1991.0,27.0,2059.0,76.0,60.2,22.9,24.0,82.0,18.0,3.0,32.0,4.0,1.04,37.0,48.0,-11.0,-0.48,0.18
1591,Miguel Juan Llambrich,es ESP,DF,Villarreal,La Liga,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
1592,Juancho,co COL,FW,Rayo Vallecano,La Liga,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
1593,Juanfran,es ESP,"DF,MF",La Coruña,La Liga,26.0,1988.0,35.0,2677.0,76.0,78.3,29.7,30.0,84.0,20.0,5.0,29.0,1.0,1.17,39.0,47.0,-8.0,-0.27,0.7
1594,Juanfran,es ESP,DF,Levante,La Liga,39.0,1976.0,20.0,1514.0,76.0,44.3,16.8,19.0,79.0,13.0,1.0,7.0,3.0,0.86,13.0,27.0,-14.0,-0.83,0.06
1595,Juanfran,es ESP,DF,Atlético Madrid,La Liga,30.0,1985.0,35.0,3030.0,87.0,88.6,33.7,34.0,89.0,33.0,1.0,15.0,1.0,2.34,57.0,16.0,41.0,1.22,0.29
1596,Juanito,ar ARG,FW,Hellas Verona,Serie A,30.0,1985.0,33.0,1842.0,56.0,53.9,20.5,19.0,,11.0,14.0,,2.0,0.7,15.0,32.0,-17.0,-0.83,-0.15
1597,Juankar,es ESP,"MF,DF",Málaga,La Liga,25.0,1990.0,19.0,1248.0,66.0,36.5,13.9,14.0,84.0,10.0,5.0,15.0,0.0,1.37,11.0,11.0,0.0,0.0,-0.12
1598,Juanmi,es ESP,"FW,MF",Southampton,Premier League,22.0,1993.0,12.0,173.0,14.0,5.1,1.9,0.0,,0.0,12.0,,16.0,1.33,4.0,3.0,1.0,0.52,0.05
1599,Juanpi,ve VEN,MF,Málaga,La Liga,21.0,1994.0,29.0,1618.0,56.0,47.3,18.0,18.0,78.0,6.0,11.0,20.0,4.0,1.48,21.0,16.0,5.0,0.28,0.38
1600,Mariano Julio Izco,ar ARG,MF,Chievo,Serie A,32.0,1983.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
1601,David Juncà,es ESP,DF,Eibar,La Liga,21.0,1993.0,31.0,2339.0,75.0,68.4,26.0,25.0,88.0,23.0,6.0,25.0,2.0,1.0,30.0,47.0,-17.0,-0.65,-1.07
1602,Gideon Jung,de GER,MF,Hamburger SV,Bundesliga,20.0,1994.0,19.0,1179.0,62.0,38.5,13.1,13.0,,10.0,6.0,,7.0,1.37,21.0,20.0,1.0,0.08,0.41
1603,Sebastian Jung,de GER,DF,Wolfsburg,Bundesliga,25.0,1990.0,11.0,526.0,48.0,17.2,5.8,5.0,,5.0,6.0,,7.0,1.18,7.0,10.0,-3.0,-0.51,-0.55
1604,Florian Jungwirth,de GER,"DF,MF",Darmstadt 98,Bundesliga,26.0,1989.0,19.0,1498.0,79.0,49.0,16.6,16.0,,16.0,3.0,,15.0,1.05,21.0,30.0,-9.0,-0.54,-0.2
1605,Zlatko Junuzović,at AUT,MF,Werder Bremen,Bundesliga,27.0,1987.0,30.0,2352.0,78.0,76.9,26.1,26.0,,19.0,4.0,,0.0,1.23,45.0,47.0,-2.0,-0.08,1.58
1606,Jussiê,br BRA,MF,Bordeaux,Ligue 1,31.0,1983.0,14.0,454.0,32.0,13.3,5.0,5.0,,0.0,9.0,,10.0,0.93,5.0,8.0,-3.0,-0.59,-0.47
1607,Younès Kaboul,fr FRA,DF,Sunderland,Premier League,29.0,1986.0,23.0,2009.0,87.0,58.7,22.3,22.0,,20.0,1.0,,1.0,1.09,27.0,31.0,-4.0,-0.18,0.46
1608,Gojko Kačar,rs SRB,MF,Hamburger SV,Bundesliga,28.0,1987.0,19.0,1119.0,59.0,36.6,12.4,12.0,,7.0,7.0,,5.0,1.37,16.0,14.0,2.0,0.16,0.53
1609,Elias Kachunga,cd COD,FW,Ingolstadt 04,Bundesliga,23.0,1992.0,10.0,271.0,27.0,8.9,3.0,3.0,,0.0,7.0,,7.0,1.5,5.0,1.0,4.0,1.33,1.75
1610,Omar El Kaddouri,ma MAR,MF,Napoli,Serie A,24.0,1990.0,20.0,251.0,13.0,7.3,2.8,0.0,,0.0,20.0,,17.0,2.35,9.0,3.0,6.0,2.15,0.96
1612,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,Bundesliga,23.0,1992.0,28.0,2229.0,80.0,72.8,24.8,25.0,,22.0,3.0,,3.0,1.21,29.0,40.0,-11.0,-0.44,-0.01
1613,Foued Kadir,dz ALG,MF,Betis,La Liga,31.0,1983.0,8.0,481.0,60.0,14.1,5.3,6.0,69.0,1.0,2.0,33.0,3.0,0.88,5.0,8.0,-3.0,-0.56,-0.1
1614,Václav Kadlec,cz CZE,FW,Eint Frankfurt,Bundesliga,23.0,1992.0,5.0,111.0,22.0,3.6,1.2,2.0,,0.0,3.0,,7.0,1.4,2.0,1.0,1.0,0.81,1.39
1615,Shinji Kagawa,jp JPN,MF,Dortmund,Bundesliga,26.0,1989.0,29.0,2164.0,75.0,70.7,24.0,26.0,,14.0,3.0,,3.0,2.31,61.0,27.0,34.0,1.41,0.01
1616,Sullay Kaikai,sl SLE,"FW,MF",Crystal Palace,Premier League,19.0,1995.0,1.0,45.0,45.0,1.3,0.5,0.0,,0.0,1.0,,1.0,0.0,1.0,3.0,-2.0,-4.0,-3.73
1617,Gaël Kakuta,cd COD,MF,Sevilla,La Liga,24.0,1991.0,2.0,47.0,24.0,1.4,0.5,1.0,30.0,0.0,1.0,17.0,1.0,2.0,2.0,0.0,2.0,3.83,3.86
1618,Nikola Kalinić,hr CRO,FW,Fiorentina,Serie A,27.0,1988.0,36.0,2576.0,72.0,75.3,28.6,25.0,,22.0,11.0,,1.0,1.67,43.0,33.0,10.0,0.35,-0.5
1619,Salomon Kalou,ci CIV,"MF,FW",Hertha BSC,Bundesliga,29.0,1985.0,32.0,2517.0,79.0,82.3,28.0,30.0,,10.0,2.0,,1.0,1.56,37.0,32.0,5.0,0.18,1.01
1620,Aldo Kalulu,cd COD,FW,Lyon,Ligue 1,19.0,1996.0,10.0,198.0,20.0,5.8,2.2,1.0,,0.0,9.0,,4.0,1.5,7.0,0.0,7.0,3.18,2.71
1621,François Kamano,gn GUI,"MF,FW",Bastia,Ligue 1,19.0,1996.0,23.0,1410.0,61.0,41.2,15.7,17.0,,6.0,6.0,,1.0,1.39,14.0,17.0,-3.0,-0.19,-0.06
1622,Hassane Kamara,ci CIV,"DF,MF",Reims,Ligue 1,21.0,1994.0,2.0,32.0,16.0,0.9,0.4,0.0,,0.0,2.0,,0.0,0.5,0.0,1.0,-1.0,-2.81,-2.49
1623,Carlos Kameni,cm CMR,GK,Málaga,La Liga,31.0,1984.0,28.0,2466.0,88.0,72.1,27.4,28.0,88.0,27.0,0.0,,3.0,1.18,25.0,25.0,0.0,0.0,-0.28
1624,Kevin Kampl,si SVN,MF,Dortmund,Bundesliga,24.0,1990.0,1.0,13.0,13.0,0.4,0.1,0.0,,0.0,1.0,,1.0,3.0,0.0,0.0,0.0,0.0,-1.42
1625,Kevin Kampl,si SVN,MF,Leverkusen,Bundesliga,24.0,1990.0,22.0,1747.0,79.0,57.1,19.4,19.0,,17.0,3.0,,0.0,1.82,37.0,22.0,15.0,0.77,0.7
1626,Jean-Armel Kana-Biyik,cm CMR,DF,Toulouse,Ligue 1,26.0,1989.0,18.0,1462.0,81.0,42.7,16.2,17.0,,14.0,1.0,,7.0,0.78,17.0,32.0,-15.0,-0.92,-1.15
1627,Harry Kane,eng ENG,FW,Tottenham,Premier League,22.0,1993.0,38.0,3361.0,88.0,98.3,37.3,38.0,,29.0,0.0,,0.0,1.84,69.0,33.0,36.0,0.96,4.01
1628,Jaba Kankava,ge GEO,MF,Reims,Ligue 1,29.0,1986.0,27.0,2335.0,86.0,68.3,25.9,27.0,,23.0,0.0,,2.0,0.96,31.0,39.0,-8.0,-0.31,0.11
1629,N'Golo Kanté,fr FRA,MF,Leicester City,Premier League,24.0,1991.0,37.0,3022.0,82.0,88.4,33.6,33.0,,31.0,4.0,,0.0,2.16,59.0,29.0,30.0,0.89,0.44
1630,Abdelhamid El Kaoutari,ma MAR,DF,Palermo,Serie A,25.0,1990.0,7.0,630.0,90.0,18.4,7.0,7.0,,7.0,0.0,,6.0,1.0,9.0,12.0,-3.0,-0.43,0.35
1631,Abdelhamid El Kaoutari,ma MAR,DF,Reims,Ligue 1,25.0,1990.0,8.0,645.0,81.0,18.9,7.2,7.0,,7.0,1.0,,1.0,1.25,9.0,11.0,-2.0,-0.28,0.08
1632,Nikolaos Karabelas,gr GRE,DF,Levante,La Liga,30.0,1984.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,9.0,0.0,0.0,1.0,-1.0,-1.0,-0.14
1633,Lossémy Karaboué,ci CIV,"DF,MF",Troyes,Ligue 1,27.0,1988.0,32.0,2352.0,74.0,68.8,26.1,24.0,,21.0,8.0,,4.0,0.41,19.0,55.0,-36.0,-1.38,0.22
1634,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,Bundesliga,21.0,1994.0,23.0,1743.0,76.0,57.0,19.4,19.0,,15.0,4.0,,7.0,0.78,17.0,29.0,-12.0,-0.62,0.68
1635,Benjamin Karamoko,ml MLI,DF,Saint-Étienne,Ligue 1,20.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
1636,Hamadou Karamoko,ci CIV,DF,Lorient,Ligue 1,19.0,1995.0,3.0,270.0,90.0,7.9,3.0,3.0,,3.0,0.0,,5.0,1.33,4.0,5.0,-1.0,-0.33,-0.05
1638,Goran Karanović,ch SUI,FW,Angers,Ligue 1,27.0,1987.0,12.0,309.0,26.0,9.0,3.4,2.0,,0.0,10.0,,6.0,0.92,4.0,2.0,2.0,0.58,0.58
1639,Loris Karius,de GER,GK,Mainz 05,Bundesliga,22.0,1993.0,34.0,3060.0,90.0,100.0,34.0,34.0,,34.0,0.0,,0.0,1.47,46.0,42.0,4.0,0.12,
1640,Orestis Karnezis,gr GRE,GK,Udinese,Serie A,30.0,1985.0,38.0,3420.0,90.0,100.0,38.0,38.0,,38.0,0.0,,0.0,1.03,35.0,60.0,-25.0,-0.66,
1641,Will Keane,ie IRL,"FW,MF",Manchester Utd,Premier League,22.0,1993.0,1.0,5.0,5.0,0.1,0.1,0.0,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
1642,Thilo Kehrer,de GER,DF,Schalke 04,Bundesliga,18.0,1996.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,5.0,3.0,0.0,0.0,0.0,0.0,-0.06
1643,Abdoulaye Keita,ml MLI,MF,Bastia,Ligue 1,21.0,1994.0,4.0,36.0,9.0,1.1,0.4,0.0,,0.0,4.0,,0.0,2.25,0.0,0.0,0.0,0.0,0.16
1644,Seydou Keita,ml MLI,MF,Roma,Serie A,35.0,1980.0,20.0,1367.0,68.0,40.0,15.2,16.0,,12.0,4.0,,8.0,2.3,34.0,14.0,20.0,1.32,0.35
1645,Keko,es ESP,MF,Eibar,La Liga,23.0,1991.0,29.0,2307.0,80.0,67.5,25.6,27.0,84.0,16.0,2.0,13.0,0.0,1.31,39.0,42.0,-3.0,-0.12,0.61
1646,Ivan Kelava,hr CRO,GK,Granada,La Liga,27.0,1988.0,0.0,,,,,0.0,,0.0,0.0,,24.0,,,,,,
1647,Martin Kelly,eng ENG,DF,Crystal Palace,Premier League,25.0,1990.0,13.0,1044.0,80.0,30.5,11.6,11.0,,11.0,2.0,,23.0,0.85,10.0,15.0,-5.0,-0.43,-0.17
1648,Olivier Kemen,cm CMR,MF,Lyon,Ligue 1,19.0,1996.0,2.0,106.0,53.0,3.1,1.2,1.0,,1.0,1.0,,2.0,1.5,1.0,4.0,-3.0,-2.55,-3.28
1649,Tobias Kempe,de GER,MF,Darmstadt 98,Bundesliga,26.0,1989.0,31.0,1291.0,42.0,42.2,14.3,9.0,,2.0,22.0,,3.0,1.16,15.0,23.0,-8.0,-0.56,-0.2
1650,Kenedy,br BRA,"DF,MF",Chelsea,Premier League,19.0,1996.0,14.0,556.0,40.0,16.3,6.2,4.0,,1.0,10.0,,10.0,1.21,12.0,10.0,2.0,0.32,0.2
1651,Jonjoe Kenny,eng ENG,"DF,FW",Everton,Premier League,18.0,1997.0,1.0,62.0,62.0,1.8,0.7,0.0,,0.0,1.0,,0.0,3.0,2.0,0.0,2.0,2.9,2.85
1652,Christophe Kerbrat,fr FRA,DF,Guingamp,Ligue 1,28.0,1986.0,29.0,2589.0,89.0,75.7,28.8,29.0,,28.0,0.0,,0.0,1.28,33.0,38.0,-5.0,-0.17,0.26
1653,Yann Kermorgant,fr FRA,FW,Bournemouth,Premier League,33.0,1981.0,7.0,130.0,19.0,3.8,1.4,0.0,,0.0,7.0,,10.0,1.0,2.0,3.0,-1.0,-0.69,-0.12
1654,Thomas Kessler,de GER,GK,Köln,Bundesliga,29.0,1986.0,1.0,90.0,90.0,2.9,1.0,1.0,,1.0,0.0,,26.0,1.0,2.0,2.0,0.0,0.0,0.12
1655,Billy Ketkeophomphone,la LAO,FW,Angers,Ligue 1,25.0,1990.0,35.0,2686.0,77.0,78.5,29.8,31.0,,18.0,4.0,,0.0,1.31,32.0,32.0,0.0,0.0,-0.25
1656,Wahbi Khazri,tn TUN,MF,Sunderland,Premier League,24.0,1991.0,14.0,1071.0,77.0,31.3,11.9,13.0,,6.0,1.0,,1.0,1.36,14.0,10.0,4.0,0.34,1.03
1657,Wahbi Khazri,tn TUN,"MF,FW",Bordeaux,Ligue 1,24.0,1991.0,20.0,1579.0,79.0,46.2,17.5,20.0,,10.0,0.0,,1.0,1.45,21.0,22.0,-1.0,-0.06,0.24
1658,Sami Khedira,de GER,MF,Juventus,Serie A,28.0,1987.0,20.0,1528.0,76.0,44.7,17.0,20.0,,8.0,0.0,,2.0,2.9,39.0,8.0,31.0,1.83,0.68
1659,Isaac Kiese Thelin,se SWE,"FW,MF",Bordeaux,Ligue 1,23.0,1992.0,7.0,303.0,43.0,8.9,3.4,3.0,,0.0,4.0,,5.0,1.57,3.0,8.0,-5.0,-1.49,-1.43
1660,Stefan Kießling,de GER,FW,Leverkusen,Bundesliga,31.0,1984.0,30.0,1889.0,63.0,61.7,21.0,19.0,,14.0,11.0,,1.0,1.97,38.0,15.0,23.0,1.1,1.63
1661,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,Bundesliga,20.0,1995.0,23.0,1428.0,62.0,46.7,15.9,15.0,,13.0,8.0,,9.0,2.74,34.0,5.0,29.0,1.83,-0.05
1662,Presnel Kimpembe,fr FRA,DF,Paris S-G,Ligue 1,19.0,1995.0,6.0,426.0,71.0,12.5,4.7,5.0,,4.0,1.0,,7.0,2.67,12.0,0.0,12.0,2.54,0.4
1664,Andy King,wls WAL,MF,Leicester City,Premier League,26.0,1988.0,25.0,1062.0,42.0,31.1,11.8,9.0,,8.0,16.0,,11.0,2.08,25.0,17.0,8.0,0.68,-0.24
1665,Joshua King,no NOR,"FW,MF",Bournemouth,Premier League,23.0,1992.0,31.0,1913.0,62.0,55.9,21.3,24.0,,6.0,7.0,,0.0,0.97,26.0,39.0,-13.0,-0.61,-0.07
1666,Stephen Kingsley,sct SCO,DF,Swansea City,Premier League,21.0,1994.0,4.0,355.0,89.0,10.4,3.9,4.0,,3.0,0.0,,1.0,2.5,8.0,3.0,5.0,1.27,1.71
1667,David Kinsombi,cd COD,DF,Eint Frankfurt,Bundesliga,19.0,1995.0,2.0,91.0,46.0,3.0,1.0,1.0,,1.0,1.0,,3.0,0.5,1.0,4.0,-3.0,-2.97,-2.51
1668,Jan Kirchhoff,de GER,MF,Sunderland,Premier League,24.0,1990.0,15.0,1075.0,72.0,31.4,11.9,14.0,,4.0,1.0,,0.0,1.27,10.0,12.0,-2.0,-0.17,0.29
1669,Jan Kirchhoff,de GER,"DF,MF",Bayern Munich,Bundesliga,24.0,1990.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,
1670,Ricardo Kishna,nl NED,"MF,FW",Lazio,Serie A,20.0,1995.0,11.0,558.0,51.0,16.3,6.2,7.0,,3.0,4.0,,10.0,1.73,6.0,9.0,-3.0,-0.48,-0.58
1671,Sonny Kittel,de GER,MF,Eint Frankfurt,Bundesliga,22.0,1993.0,8.0,277.0,35.0,9.1,3.1,1.0,,0.0,7.0,,3.0,0.88,2.0,6.0,-4.0,-1.3,-0.85
1672,Hiroshi Kiyotake,jp JPN,"MF,FW",Hannover 96,Bundesliga,25.0,1989.0,21.0,1759.0,84.0,57.5,19.5,20.0,,13.0,1.0,,0.0,1.0,21.0,37.0,-16.0,-0.82,0.22
1673,Felix Klaus,de GER,"MF,FW",Hannover 96,Bundesliga,22.0,1992.0,18.0,796.0,44.0,26.0,8.8,9.0,,0.0,9.0,,5.0,0.83,7.0,16.0,-9.0,-1.02,-0.14
1674,Ragnar Klavan,ee EST,DF,Augsburg,Bundesliga,29.0,1985.0,31.0,2786.0,90.0,91.0,31.0,31.0,,30.0,0.0,,0.0,1.16,36.0,45.0,-9.0,-0.29,0.04
1675,Florian Klein,at AUT,"DF,MF",Stuttgart,Bundesliga,28.0,1986.0,22.0,1576.0,72.0,51.5,17.5,17.0,,14.0,5.0,,7.0,1.18,25.0,39.0,-14.0,-0.8,-0.13
1676,László Kleinheisler,hu HUN,MF,Werder Bremen,Bundesliga,21.0,1994.0,6.0,194.0,32.0,6.3,2.2,1.0,,0.0,5.0,,9.0,0.83,5.0,10.0,-5.0,-2.32,-2.01
1677,Philipp Klement,de GER,MF,Mainz 05,Bundesliga,22.0,1992.0,2.0,30.0,15.0,1.0,0.3,0.0,,0.0,2.0,,5.0,0.0,0.0,1.0,-1.0,-3.0,-3.15
1678,Jan Kliment,cz CZE,"FW,MF",Stuttgart,Bundesliga,21.0,1993.0,8.0,159.0,20.0,5.2,1.8,0.0,,0.0,8.0,,10.0,0.88,4.0,6.0,-2.0,-1.13,-0.42
1679,Miroslav Klose,de GER,FW,Lazio,Serie A,37.0,1978.0,24.0,1357.0,57.0,39.7,15.1,14.0,,5.0,10.0,,4.0,1.25,25.0,21.0,4.0,0.27,0.44
1680,Timm Klose,ch SUI,DF,Norwich City,Premier League,27.0,1988.0,10.0,848.0,85.0,24.8,9.4,10.0,,8.0,0.0,,1.0,0.8,7.0,13.0,-6.0,-0.64,0.13
1681,Timm Klose,ch SUI,DF,Wolfsburg,Bundesliga,27.0,1988.0,8.0,634.0,79.0,20.7,7.0,7.0,,7.0,1.0,,9.0,1.38,10.0,10.0,0.0,0.0,0.07
1682,Lukas Klünter,de GER,"DF,MF",Köln,Bundesliga,19.0,1996.0,1.0,15.0,15.0,0.5,0.2,0.0,,0.0,1.0,,5.0,1.0,0.0,1.0,-1.0,-6.0,-5.91
1683,Robin Knoche,de GER,DF,Wolfsburg,Bundesliga,23.0,1992.0,11.0,817.0,74.0,26.7,9.1,9.0,,8.0,2.0,,12.0,1.0,12.0,16.0,-4.0,-0.44,-0.52
1684,Kyle Knoyle,eng ENG,"DF,MF",West Ham,Premier League,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
1685,Erwin Koffi,fr FRA,FW,Lorient,Ligue 1,20.0,1995.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,0.0,3.0,1.0,0.0,1.0,1.0,1.32
1686,Florian Kohls,de GER,MF,Hertha BSC,Bundesliga,20.0,1995.0,1.0,7.0,7.0,0.2,0.1,0.0,,0.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,Dominik Kohr,de GER,MF,Augsburg,Bundesliga,21.0,1994.0,31.0,2479.0,80.0,81.0,27.5,30.0,,16.0,1.0,,0.0,0.94,31.0,43.0,-12.0,-0.44,-0.75
1688,Koke,es ESP,MF,Atlético Madrid,La Liga,23.0,1992.0,35.0,2967.0,85.0,86.8,33.0,34.0,86.0,28.0,1.0,45.0,0.0,2.4,53.0,16.0,37.0,1.12,-0.47
1690,Aleksandar Kolarov,rs SRB,DF,Manchester City,Premier League,29.0,1985.0,29.0,2283.0,79.0,66.8,25.4,25.0,,23.0,4.0,,6.0,1.79,48.0,29.0,19.0,0.75,-0.12
1691,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,Bundesliga,22.0,1993.0,23.0,1574.0,68.0,51.4,17.5,18.0,,14.0,5.0,,10.0,1.7,26.0,26.0,0.0,0.0,-0.12
1692,Timothée Kolodziejczak,fr FRA,DF,Sevilla,La Liga,23.0,1991.0,29.0,2385.0,82.0,69.7,26.5,26.0,87.0,24.0,3.0,41.0,8.0,1.34,36.0,35.0,1.0,0.04,0.04
