,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
574,José Carrillo,es ESP,DF,Getafe,La Liga,20.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
575,Andy Carroll,eng ENG,FW,West Ham,Premier League,26.0,1989.0,27.0,1440.0,53.0,42.1,16.0,13.0,,8.0,14.0,,1.0,1.7,31.0,23.0,8.0,0.5,0.23
576,Tom Carroll,eng ENG,MF,Tottenham,Premier League,23.0,1992.0,19.0,515.0,27.0,15.1,5.7,4.0,,1.0,15.0,,13.0,2.16,8.0,7.0,1.0,0.17,-0.85
577,Federico Cartabia,ar ARG,"MF,FW",La Coruña,La Liga,22.0,1993.0,26.0,1353.0,52.0,39.6,15.0,15.0,73.0,3.0,11.0,23.0,6.0,0.96,17.0,23.0,-6.0,-0.4,0.04
578,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,23.0,1992.0,22.0,1632.0,74.0,47.7,18.1,19.0,83.0,13.0,3.0,21.0,3.0,2.27,55.0,11.0,44.0,2.43,0.82
579,Ricardo Carvalho,pt POR,DF,Monaco,Ligue 1,37.0,1978.0,33.0,2898.0,88.0,84.7,32.2,33.0,,29.0,0.0,,2.0,1.76,49.0,44.0,5.0,0.16,-0.19
580,Víctor Casadesús,es ESP,"FW,MF",Levante,La Liga,30.0,1985.0,23.0,951.0,41.0,27.8,10.6,8.0,78.0,4.0,15.0,22.0,7.0,0.83,8.0,20.0,-12.0,-1.14,-0.37
581,Come Casanova,fr FRA,MF,Gazélec Ajaccio,Ligue 1,16.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
582,Casemiro,br BRA,MF,Real Madrid,La Liga,23.0,1992.0,23.0,1529.0,66.0,44.7,17.0,17.0,85.0,13.0,6.0,13.0,13.0,2.65,51.0,13.0,38.0,2.24,0.43
583,Nacho Cases,es ESP,MF,Sporting Gijón,La Liga,27.0,1987.0,24.0,1966.0,82.0,57.5,21.8,21.0,88.0,19.0,3.0,40.0,2.0,0.96,23.0,37.0,-14.0,-0.64,-0.15
584,Kiko Casilla,es ESP,GK,Real Madrid,La Liga,28.0,1986.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,34.0,2.25,12.0,6.0,6.0,1.5,-0.56
585,Mattia Cassani,it ITA,DF,Sampdoria,Serie A,31.0,1983.0,25.0,2032.0,81.0,59.4,22.6,23.0,,21.0,2.0,,5.0,1.28,33.0,32.0,1.0,0.04,0.95
586,Antonio Cassano,it ITA,"FW,MF",Sampdoria,Serie A,33.0,1982.0,24.0,1213.0,51.0,35.5,13.5,14.0,,5.0,10.0,,8.0,1.0,15.0,21.0,-6.0,-0.45,-0.16
587,Francesco Cassata,it ITA,MF,Juventus,Serie A,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
588,Matheus Cassini,br BRA,MF,Palermo,Serie A,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,
589,Luc Castaignos,nl NED,FW,Eint Frankfurt,Bundesliga,22.0,1992.0,19.0,936.0,49.0,30.6,10.4,12.0,,1.0,7.0,,3.0,1.0,14.0,14.0,0.0,0.0,0.76
590,Leandro Castán,br BRA,DF,Roma,Serie A,28.0,1986.0,5.0,380.0,76.0,11.1,4.2,4.0,,3.0,1.0,,31.0,1.2,5.0,6.0,-1.0,-0.24,-1.51
591,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,23.0,1992.0,13.0,1170.0,90.0,38.2,13.0,13.0,,13.0,0.0,,17.0,1.92,21.0,10.0,11.0,0.85,1.47
592,Dani Castellano,es ESP,DF,Las Palmas,La Liga,27.0,1987.0,27.0,2245.0,83.0,65.6,24.9,25.0,88.0,22.0,2.0,25.0,1.0,1.15,32.0,35.0,-3.0,-0.12,0.26
593,Javi Castellano,es ESP,MF,Las Palmas,La Liga,27.0,1987.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,0.0,0.0,0.0,1.0,-1.0,-1.0,-0.81
594,Luca Castellazzi,it ITA,GK,Torino,Serie A,40.0,1975.0,0.0,,,,,0.0,,0.0,0.0,,38.0,,,,,,
595,Samu Castillejo,es ESP,MF,Villarreal,La Liga,20.0,1995.0,28.0,1695.0,61.0,49.6,18.8,19.0,77.0,9.0,9.0,26.0,7.0,1.61,22.0,18.0,4.0,0.21,-0.05
596,Nicolás Castillo,cl CHI,FW,Frosinone,Serie A,22.0,1993.0,6.0,308.0,51.0,9.0,3.4,3.0,,2.0,3.0,,7.0,0.67,0.0,10.0,-10.0,-2.92,-2.03
598,Carlos Castro,es ESP,FW,Sporting Gijón,La Liga,20.0,1995.0,25.0,1021.0,41.0,29.9,11.3,7.0,74.0,2.0,18.0,28.0,6.0,0.8,14.0,18.0,-4.0,-0.35,0.32
599,Chory Castro,uy URU,MF,Málaga,La Liga,30.0,1984.0,16.0,1241.0,78.0,36.3,13.8,15.0,81.0,8.0,1.0,32.0,0.0,1.25,15.0,15.0,0.0,0.0,-0.12
600,Chory Castro,uy URU,MF,Real Sociedad,La Liga,30.0,1984.0,8.0,158.0,20.0,4.6,1.8,1.0,56.0,0.0,7.0,15.0,2.0,0.75,3.0,3.0,0.0,0.0,0.08
601,Gonzalo Castro,de GER,MF,Dortmund,Bundesliga,28.0,1987.0,25.0,1483.0,59.0,48.5,16.5,16.0,,7.0,9.0,,8.0,2.4,44.0,16.0,28.0,1.7,0.56
602,Jonny Castro,es ESP,DF,Celta Vigo,La Liga,21.0,1994.0,36.0,2956.0,82.0,86.4,32.8,34.0,86.0,28.0,2.0,13.0,0.0,1.5,44.0,53.0,-9.0,-0.27,-0.47
603,Lucas Castro,ar ARG,MF,Chievo,Serie A,26.0,1989.0,34.0,2785.0,82.0,81.4,30.9,32.0,,28.0,2.0,,0.0,1.24,34.0,42.0,-8.0,-0.26,-1.11
604,Rubén Castro,es ESP,FW,Betis,La Liga,34.0,1981.0,38.0,3373.0,89.0,98.6,37.5,38.0,89.0,33.0,0.0,,0.0,1.18,34.0,50.0,-16.0,-0.43,3.4
605,Zé Castro,pt POR,DF,Rayo Vallecano,La Liga,32.0,1983.0,22.0,1714.0,78.0,50.1,19.0,22.0,78.0,16.0,0.0,,3.0,1.09,27.0,37.0,-10.0,-0.53,0.06
606,Danilo Cataldi,it ITA,MF,Lazio,Serie A,20.0,1994.0,20.0,1346.0,67.0,39.4,15.0,16.0,,8.0,4.0,,16.0,1.5,20.0,18.0,2.0,0.13,0.22
607,Craig Cathcart,nir NIR,DF,Watford,Premier League,26.0,1989.0,35.0,3034.0,87.0,88.7,33.7,34.0,,33.0,1.0,,1.0,1.2,37.0,46.0,-9.0,-0.27,-0.03
608,Lee Cattermole,eng ENG,MF,Sunderland,Premier League,27.0,1988.0,31.0,2210.0,71.0,64.6,24.6,27.0,,17.0,4.0,,1.0,1.19,34.0,35.0,-1.0,-0.04,0.93
609,Steven Caulker,sl SLE,DF,Southampton,Premier League,23.0,1991.0,3.0,146.0,49.0,4.3,1.6,1.0,,1.0,2.0,,10.0,1.33,1.0,1.0,0.0,0.0,-0.49
610,Steven Caulker,sl SLE,DF,Liverpool,Premier League,23.0,1991.0,3.0,5.0,2.0,0.1,0.1,0.0,,0.0,3.0,,1.0,1.33,2.0,1.0,1.0,18.0,17.68
611,Ivan Cavaleiro,pt POR,"MF,FW",Monaco,Ligue 1,21.0,1993.0,12.0,511.0,43.0,14.9,5.7,6.0,,2.0,6.0,,6.0,2.0,6.0,7.0,-1.0,-0.18,-0.42
612,Edinson Cavani,uy URU,FW,Paris S-G,Ligue 1,28.0,1987.0,32.0,2309.0,72.0,67.5,25.7,24.0,,20.0,8.0,,2.0,2.5,71.0,12.0,59.0,2.3,0.36
613,Santi Cazorla,es ESP,MF,Arsenal,Premier League,30.0,1984.0,15.0,1291.0,86.0,37.7,14.3,15.0,,12.0,0.0,,2.0,2.0,26.0,12.0,14.0,0.98,0.34
614,Dani Ceballos,es ESP,MF,Betis,La Liga,18.0,1996.0,34.0,2132.0,63.0,62.3,23.7,22.0,78.0,9.0,12.0,34.0,1.0,1.18,21.0,33.0,-12.0,-0.51,-0.09
615,Luca Ceccarelli,it ITA,"DF,MF",Bologna,Serie A,32.0,1983.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
616,Petr Čech,cz CZE,GK,Arsenal,Premier League,33.0,1982.0,34.0,3060.0,90.0,89.5,34.0,34.0,,34.0,0.0,,2.0,1.85,54.0,31.0,23.0,0.68,-0.82
617,Vincenzo Ceci,it ITA,DF,Carpi,Serie A,17.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
618,Álvaro Cejudo,es ESP,MF,Betis,La Liga,31.0,1984.0,30.0,1873.0,62.0,54.8,20.8,21.0,78.0,9.0,9.0,27.0,5.0,1.23,15.0,29.0,-14.0,-0.67,-0.44
619,Bersant Celina,xk KVX,"FW,MF",Manchester City,Premier League,18.0,1996.0,1.0,14.0,14.0,0.4,0.2,0.0,,0.0,1.0,,2.0,0.0,1.0,0.0,1.0,6.43,5.66
620,Mattia Cella,it ITA,MF,Genoa,Serie A,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
621,Alessio Cerci,it ITA,FW,Genoa,Serie A,28.0,1987.0,11.0,546.0,50.0,16.0,6.1,6.0,,0.0,5.0,,3.0,1.09,7.0,10.0,-3.0,-0.49,-0.49
622,Alessio Cerci,it ITA,"FW,MF",Milan,Serie A,28.0,1987.0,13.0,757.0,58.0,22.1,8.4,8.0,,2.0,5.0,,5.0,1.23,11.0,6.0,5.0,0.59,0.56
624,Boštjan Cesar,si SVN,DF,Chievo,Serie A,33.0,1982.0,31.0,2717.0,88.0,79.4,30.2,30.0,,29.0,1.0,,4.0,1.35,38.0,32.0,6.0,0.2,1.22
625,Riccardo Cestaro,it ITA,DF,Bologna,Serie A,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
626,Nacer Chadli,be BEL,MF,Tottenham,Premier League,25.0,1989.0,29.0,947.0,33.0,27.7,10.5,10.0,,5.0,19.0,,2.0,1.86,13.0,11.0,2.0,0.19,-0.97
627,Ilyes Chaïbi,dz ALG,FW,Monaco,Ligue 1,18.0,1996.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,-0.18
628,Florent Chaigneau,fr FRA,GK,Lorient,Ligue 1,31.0,1984.0,2.0,178.0,89.0,5.2,2.0,1.0,,1.0,1.0,,34.0,0.0,1.0,5.0,-4.0,-2.02,-1.83
629,Nathaniel Chalobah,eng ENG,"DF,MF",Napoli,Serie A,20.0,1994.0,5.0,35.0,7.0,1.0,0.4,0.0,,0.0,5.0,,26.0,3.0,0.0,1.0,-1.0,-2.57,-3.87
630,Marouane Chamakh,ma MAR,FW,Crystal Palace,Premier League,31.0,1984.0,10.0,257.0,26.0,7.5,2.9,1.0,,0.0,9.0,,6.0,0.9,2.0,4.0,-2.0,-0.7,-0.42
631,Calum Chambers,eng ENG,"MF,DF",Arsenal,Premier League,20.0,1995.0,12.0,322.0,27.0,9.4,3.6,2.0,,2.0,10.0,,17.0,2.17,5.0,3.0,2.0,0.56,-0.23
632,Timothy Chandler,us USA,DF,Eint Frankfurt,Bundesliga,25.0,1990.0,12.0,667.0,56.0,21.8,7.4,5.0,,4.0,7.0,,3.0,1.08,5.0,17.0,-12.0,-1.62,-1.39
633,Clément Chantôme,fr FRA,MF,Bordeaux,Ligue 1,27.0,1987.0,26.0,2178.0,84.0,63.7,24.2,25.0,,22.0,1.0,,0.0,1.35,32.0,40.0,-8.0,-0.33,-0.4
634,Roman Chanturia,ge GEO,FW,Empoli,Serie A,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,
635,Gaëtan Charbonnier,fr FRA,"FW,MF",Reims,Ligue 1,26.0,1988.0,22.0,1261.0,57.0,36.9,14.0,16.0,,3.0,6.0,,7.0,1.05,20.0,17.0,3.0,0.21,0.88
636,Charles,br BRA,FW,Málaga,La Liga,31.0,1984.0,35.0,3003.0,86.0,87.8,33.4,33.0,89.0,27.0,2.0,35.0,1.0,1.29,36.0,31.0,5.0,0.15,0.58
637,Luca Checchin,it ITA,MF,Hellas Verona,Serie A,18.0,1997.0,4.0,100.0,25.0,2.9,1.1,1.0,,0.0,3.0,,16.0,0.75,2.0,1.0,1.0,0.9,1.71
638,Chechu,es ESP,DF,Rayo Vallecano,La Liga,33.0,1982.0,10.0,470.0,47.0,13.7,5.2,4.0,76.0,1.0,6.0,28.0,16.0,1.2,4.0,8.0,-4.0,-0.77,-0.25
639,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,La Liga,17.0,1997.0,6.0,64.0,11.0,1.9,0.7,0.0,,0.0,6.0,11.0,6.0,1.5,2.0,3.0,-1.0,-1.41,-1.22
640,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,La Liga,26.0,1989.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,9.0,3.0,0.0,0.0,2.0,-2.0,-20.0,-19.5
641,Amine Chermiti,tn TUN,"MF,FW",Gazélec Ajaccio,Ligue 1,27.0,1987.0,9.0,278.0,31.0,8.1,3.1,4.0,,0.0,5.0,,6.0,1.11,2.0,6.0,-4.0,-1.29,-0.81
642,Nicolò Cherubin,it ITA,DF,Atalanta,Serie A,28.0,1986.0,14.0,1031.0,74.0,30.1,11.5,10.0,,9.0,4.0,,22.0,1.36,13.0,11.0,2.0,0.17,0.48
643,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,La Liga,24.0,1990.0,2.0,35.0,18.0,1.0,0.4,0.0,,0.0,2.0,18.0,6.0,3.0,1.0,1.0,0.0,0.0,-2.02
644,Denis Cheryshev,ru RUS,"MF,FW",Valencia,La Liga,24.0,1990.0,7.0,478.0,68.0,14.0,5.3,6.0,74.0,1.0,1.0,32.0,0.0,1.29,6.0,4.0,2.0,0.38,0.5
645,James Chester,wls WAL,DF,West Brom,Premier League,26.0,1989.0,13.0,964.0,74.0,28.2,10.7,9.0,,7.0,4.0,,24.0,0.92,7.0,18.0,-11.0,-1.03,-0.92
646,Raman Chibsah,gh GHA,MF,Frosinone,Serie A,22.0,1993.0,22.0,1159.0,53.0,33.9,12.9,14.0,,5.0,8.0,,9.0,1.05,11.0,24.0,-13.0,-1.01,0.11
647,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,30.0,1984.0,24.0,1787.0,74.0,52.3,19.9,21.0,,16.0,3.0,,2.0,2.21,41.0,12.0,29.0,1.46,0.03
648,Ben Chilwell,eng ENG,"DF,MF",Leicester City,Premier League,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,9.0,,,,,,
650,Vlad Chiricheș,ro ROU,DF,Napoli,Serie A,25.0,1989.0,8.0,697.0,87.0,20.4,7.7,8.0,,7.0,0.0,,27.0,2.38,19.0,6.0,13.0,1.68,0.52
651,Pedro Chirivella,es ESP,MF,Liverpool,Premier League,18.0,1997.0,1.0,45.0,45.0,1.3,0.5,1.0,,0.0,0.0,,2.0,0.0,0.0,2.0,-2.0,-4.0,-4.4
652,Ivaylo Chochev,bg BUL,MF,Palermo,Serie A,22.0,1993.0,27.0,1744.0,65.0,51.0,19.4,21.0,,15.0,6.0,,10.0,1.04,22.0,40.0,-18.0,-0.93,-0.45
653,Andreas Christensen,dk DEN,DF,M'Gladbach,Bundesliga,19.0,1996.0,31.0,2790.0,90.0,91.2,31.0,31.0,,31.0,0.0,,3.0,1.77,65.0,43.0,22.0,0.71,2.38
654,Anders Christiansen,dk DEN,MF,Chievo,Serie A,25.0,1990.0,0.0,,,,,0.0,,0.0,0.0,,19.0,,,,,,
655,Max Christiansen,de GER,MF,Ingolstadt 04,Bundesliga,18.0,1996.0,19.0,1031.0,54.0,33.7,11.5,12.0,,6.0,7.0,,10.0,1.11,13.0,16.0,-3.0,-0.26,0.0
656,Lazaros Christodoulopoulos,gr GRE,"MF,FW",Sampdoria,Serie A,28.0,1986.0,10.0,354.0,35.0,10.4,3.9,3.0,,0.0,7.0,,18.0,1.2,6.0,7.0,-1.0,-0.25,0.1
657,Lee Chung-yong,kr KOR,MF,Crystal Palace,Premier League,27.0,1988.0,13.0,390.0,30.0,11.4,4.3,4.0,,0.0,9.0,,12.0,0.85,3.0,11.0,-8.0,-1.85,-1.73
658,Michaël Ciani,fr FRA,DF,Espanyol,La Liga,31.0,1984.0,2.0,135.0,68.0,3.9,1.5,2.0,68.0,1.0,0.0,,6.0,0.0,0.0,9.0,-9.0,-6.0,-5.32
659,Cifu,es ESP,"DF,MF",Málaga,La Liga,24.0,1990.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
660,Luca Cigarini,it ITA,MF,Atalanta,Serie A,29.0,1986.0,25.0,1820.0,73.0,53.2,20.2,21.0,,14.0,4.0,,7.0,1.28,26.0,24.0,2.0,0.1,0.55
661,Tolga Ciğerci,tr TUR,MF,Hertha BSC,Bundesliga,23.0,1992.0,18.0,1028.0,57.0,33.6,11.4,13.0,,3.0,5.0,,10.0,1.28,12.0,16.0,-4.0,-0.35,-0.53
662,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,28.0,1987.0,31.0,2689.0,87.0,87.9,29.9,31.0,,25.0,0.0,,0.0,1.55,41.0,39.0,2.0,0.07,0.55
663,Daniel Ciofani,it ITA,FW,Frosinone,Serie A,30.0,1985.0,37.0,2908.0,79.0,85.0,32.3,33.0,,24.0,4.0,,1.0,0.84,31.0,61.0,-30.0,-0.93,1.01
664,Matteo Ciofani,it ITA,DF,Frosinone,Serie A,27.0,1988.0,17.0,1282.0,75.0,37.5,14.2,14.0,,11.0,3.0,,20.0,0.61,13.0,34.0,-21.0,-1.47,-0.63
665,Thiago Cionek,pl POL,DF,Palermo,Serie A,29.0,1986.0,5.0,450.0,90.0,13.2,5.0,5.0,,5.0,0.0,,12.0,2.0,8.0,5.0,3.0,0.6,1.51
666,Gilles Cioni,fr FRA,DF,Bastia,Ligue 1,31.0,1984.0,20.0,1587.0,79.0,46.4,17.6,17.0,,12.0,3.0,,8.0,1.2,15.0,20.0,-5.0,-0.28,-0.23
667,Ousseynou Cissé,ml MLI,"DF,MF",Rayo Vallecano,La Liga,24.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
668,Papiss Cissé,sn SEN,FW,Newcastle Utd,Premier League,30.0,1985.0,21.0,1067.0,51.0,31.2,11.9,14.0,,3.0,7.0,,4.0,1.19,12.0,20.0,-8.0,-0.67,-0.18
669,Aly Cissokho,fr FRA,DF,Aston Villa,Premier League,27.0,1987.0,18.0,1603.0,89.0,46.9,17.8,18.0,,17.0,0.0,,0.0,0.44,12.0,40.0,-28.0,-1.57,-0.53
670,Issa Cissokho,sn SEN,MF,Genoa,Serie A,30.0,1985.0,13.0,646.0,50.0,18.9,7.2,6.0,,5.0,7.0,,3.0,0.92,5.0,9.0,-4.0,-0.56,-0.59
671,Renato Civelli,ar ARG,DF,Lille,Ligue 1,31.0,1983.0,32.0,2762.0,86.0,80.8,30.7,32.0,,29.0,0.0,,0.0,1.44,27.0,20.0,7.0,0.23,-0.46
672,Ciaran Clark,ie IRL,DF,Aston Villa,Premier League,25.0,1989.0,18.0,1442.0,80.0,42.2,16.0,16.0,,16.0,2.0,,13.0,0.67,11.0,31.0,-20.0,-1.25,0.07
673,Jake Clarke-Salter,eng ENG,DF,Chelsea,Premier League,17.0,1997.0,1.0,17.0,17.0,0.5,0.2,0.0,,0.0,1.0,,1.0,3.0,0.0,0.0,0.0,0.0,-0.16
674,Jordy Clasie,nl NED,MF,Southampton,Premier League,24.0,1991.0,22.0,1538.0,70.0,45.0,17.1,20.0,,4.0,2.0,,6.0,1.95,22.0,17.0,5.0,0.29,-0.33
676,Pablo Clavería,es ESP,MF,Rayo Vallecano,La Liga,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
677,Cléber,br BRA,DF,Hamburger SV,Bundesliga,24.0,1990.0,23.0,1473.0,64.0,48.1,16.4,15.0,,14.0,8.0,,9.0,1.39,25.0,26.0,-1.0,-0.06,0.22
678,Christian Clemens,de GER,MF,Mainz 05,Bundesliga,23.0,1991.0,28.0,1718.0,61.0,56.1,19.1,20.0,,8.0,8.0,,2.0,1.5,28.0,25.0,3.0,0.16,0.09
679,Jérémy Clément,fr FRA,MF,Saint-Étienne,Ligue 1,30.0,1984.0,27.0,2221.0,82.0,64.9,24.7,25.0,,21.0,2.0,,5.0,1.7,33.0,22.0,11.0,0.45,0.9
680,François Clerc,fr FRA,"DF,MF",Saint-Étienne,Ligue 1,32.0,1983.0,10.0,871.0,87.0,25.5,9.7,10.0,,8.0,0.0,,3.0,1.2,9.0,12.0,-3.0,-0.31,-0.59
681,Tom Cleverley,eng ENG,MF,Everton,Premier League,25.0,1989.0,22.0,1612.0,73.0,47.1,17.9,17.0,,12.0,5.0,,4.0,1.0,22.0,27.0,-5.0,-0.28,-0.73
682,Gaël Clichy,fr FRA,DF,Manchester City,Premier League,30.0,1985.0,14.0,1087.0,78.0,31.8,12.1,12.0,,10.0,2.0,,11.0,1.64,19.0,11.0,8.0,0.66,-0.19
683,Nathaniel Clyne,eng ENG,DF,Liverpool,Premier League,24.0,1991.0,33.0,2970.0,90.0,86.8,33.0,33.0,,33.0,0.0,,1.0,1.48,54.0,45.0,9.0,0.27,-0.53
684,Sebastián Coates,uy URU,DF,Sunderland,Premier League,24.0,1990.0,16.0,1229.0,77.0,35.9,13.7,14.0,,12.0,2.0,,6.0,0.88,17.0,30.0,-13.0,-0.95,-0.91
685,David Cobeño,es ESP,GK,Rayo Vallecano,La Liga,33.0,1982.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
686,Marcus Coco,fr FRA,MF,Guingamp,Ligue 1,19.0,1996.0,30.0,1726.0,58.0,50.5,19.2,20.0,,5.0,10.0,,2.0,1.23,18.0,24.0,-6.0,-0.31,-0.15
687,Andrea Coda,it ITA,DF,Sampdoria,Serie A,30.0,1985.0,4.0,123.0,31.0,3.6,1.4,2.0,,1.0,2.0,,4.0,1.75,5.0,4.0,1.0,0.73,1.11
688,Alexandre Coeff,fr FRA,DF,Gazélec Ajaccio,Ligue 1,23.0,1992.0,24.0,1997.0,83.0,58.4,22.2,22.0,,20.0,2.0,,6.0,1.04,25.0,30.0,-5.0,-0.23,0.79
689,Fábio Coentrão,pt POR,"DF,MF",Monaco,Ligue 1,27.0,1988.0,15.0,1081.0,72.0,31.6,12.0,13.0,,8.0,2.0,,0.0,1.87,22.0,15.0,7.0,0.58,0.58
690,Isaac Cofie,gh GHA,MF,Carpi,Serie A,23.0,1991.0,29.0,2149.0,74.0,62.8,23.9,26.0,,19.0,3.0,,5.0,1.1,20.0,38.0,-18.0,-0.75,-0.61
691,Renaud Cohade,fr FRA,MF,Saint-Étienne,Ligue 1,30.0,1984.0,19.0,1143.0,60.0,33.4,12.7,14.0,,5.0,5.0,,3.0,1.53,11.0,10.0,1.0,0.08,-0.08
692,Almog Cohen,il ISR,MF,Ingolstadt 04,Bundesliga,26.0,1988.0,20.0,832.0,42.0,27.2,9.2,8.0,,2.0,12.0,,5.0,0.9,12.0,14.0,-2.0,-0.22,0.07
693,Coke,es ESP,DF,Sevilla,La Liga,28.0,1987.0,21.0,1739.0,83.0,50.8,19.3,20.0,86.0,17.0,1.0,15.0,12.0,1.0,19.0,32.0,-13.0,-0.67,-1.42
694,Jack Colback,eng ENG,MF,Newcastle Utd,Premier League,25.0,1989.0,29.0,2387.0,82.0,69.8,26.5,28.0,,18.0,1.0,,0.0,1.03,33.0,37.0,-4.0,-0.15,1.33
695,Joe Cole,eng ENG,MF,Aston Villa,Premier League,33.0,1981.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
696,Séamus Coleman,ie IRL,DF,Everton,Premier League,26.0,1988.0,28.0,2383.0,85.0,69.7,26.5,27.0,,23.0,1.0,,0.0,1.21,43.0,34.0,9.0,0.34,0.77
697,Charlie Colkett,eng ENG,MF,Chelsea,Premier League,18.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
698,James Collins,wls WAL,DF,West Ham,Premier League,31.0,1983.0,19.0,1441.0,76.0,42.1,16.0,16.0,,14.0,3.0,,10.0,1.89,22.0,14.0,8.0,0.5,0.23
699,Fabricio Coloccini,ar ARG,DF,Newcastle Utd,Premier League,33.0,1982.0,26.0,2292.0,88.0,67.0,25.5,26.0,,24.0,0.0,,0.0,0.92,27.0,46.0,-19.0,-0.75,-0.59
700,Simone Colombi,it ITA,GK,Carpi,Serie A,24.0,1991.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,15.0,3.0,2.0,1.0,1.0,1.0,1.57
702,Simone Colombi,it ITA,GK,Palermo,Serie A,24.0,1991.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,21.0,0.0,0.0,1.0,-1.0,-1.0,-0.3
703,Kingsley Coman,fr FRA,FW,Juventus,Serie A,19.0,1996.0,1.0,63.0,63.0,1.8,0.7,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-1.47
704,Kingsley Coman,fr FRA,"MF,FW",Bayern Munich,Bundesliga,19.0,1996.0,23.0,1685.0,73.0,55.1,18.7,20.0,,13.0,3.0,,4.0,2.48,41.0,8.0,33.0,1.76,-0.2
705,Alois Confais,fr FRA,"DF,MF",Troyes,Ligue 1,18.0,1996.0,15.0,1208.0,81.0,35.3,13.4,13.0,,12.0,2.0,,4.0,0.67,15.0,34.0,-19.0,-1.42,0.05
706,Alessandro Confente,it ITA,GK,Chievo,Serie A,17.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
707,Daniel Congré,fr FRA,DF,Montpellier,Ligue 1,30.0,1985.0,35.0,3128.0,89.0,91.5,34.8,35.0,,34.0,0.0,,2.0,1.34,47.0,43.0,4.0,0.12,0.73
708,Callum Connolly,eng ENG,"DF,MF",Everton,Premier League,17.0,1997.0,1.0,37.0,37.0,1.1,0.4,0.0,,0.0,1.0,,2.0,1.0,1.0,1.0,0.0,0.0,-0.11
709,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,28.0,1987.0,37.0,3270.0,88.0,95.6,36.3,37.0,,36.0,0.0,,0.0,1.57,47.0,38.0,9.0,0.25,0.25
710,Kévin Constant,gn GUI,DF,Bologna,Serie A,28.0,1987.0,7.0,281.0,40.0,8.2,3.1,3.0,,,4.0,,0.0,,,,,,
711,Antoine Conte,gn GUI,DF,Reims,Ligue 1,21.0,1994.0,11.0,918.0,83.0,26.8,10.2,11.0,,9.0,0.0,,0.0,0.91,16.0,18.0,-2.0,-0.2,0.2
712,Diego Contento,de GER,DF,Bordeaux,Ligue 1,25.0,1990.0,25.0,2113.0,85.0,61.8,23.5,24.0,,23.0,1.0,,3.0,1.28,29.0,33.0,-4.0,-0.17,0.04
713,Andrea Conti,it ITA,"MF,DF",Atalanta,Serie A,21.0,1994.0,14.0,814.0,58.0,23.8,9.0,10.0,,4.0,4.0,,17.0,0.86,8.0,13.0,-5.0,-0.55,-0.52
714,Steve Cook,eng ENG,DF,Bournemouth,Premier League,24.0,1991.0,36.0,3195.0,89.0,93.4,35.5,36.0,,35.0,0.0,,1.0,1.17,42.0,63.0,-21.0,-0.59,-0.19
