,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
11,Sergio Asenjo,es ESP,GK,Villarreal,La Liga,28.0,1989.0,23.0,23.0,2070.0,23.0,30.0,1.3,93.0,60.0,71.0,12.0,3.0,8.0,6.0,26.1,6.0,3.0,3.0,0.0,50.0
12,Mariano Barbosa,ar ARG,GK,Villarreal,La Liga,33.0,1984.0,13.0,12.0,1125.0,12.5,14.0,1.12,48.0,34.0,72.9,6.0,3.0,3.0,5.0,41.7,1.0,1.0,0.0,0.0,0.0
13,Oliver Baumann,de GER,GK,Hoffenheim,Bundesliga,27.0,1990.0,34.0,34.0,3060.0,34.0,48.0,1.41,147.0,100.0,69.4,15.0,10.0,9.0,10.0,29.4,4.0,3.0,1.0,0.0,25.0
14,Asmir Begović,ba BIH,GK,Bournemouth,Premier League,30.0,1987.0,38.0,38.0,3420.0,38.0,61.0,1.61,170.0,109.0,65.3,11.0,11.0,16.0,6.0,15.8,3.0,2.0,1.0,0.0,33.3
15,Vid Belec,si SVN,GK,Benevento,Serie A,27.0,1990.0,13.0,13.0,1113.0,12.4,27.0,2.18,74.0,49.0,67.6,2.0,0.0,11.0,1.0,7.7,3.0,3.0,0.0,0.0,0.0
16,Vid Belec,si SVN,GK,Sampdoria,Serie A,27.0,1990.0,2.0,2.0,180.0,2.0,5.0,2.5,15.0,10.0,73.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
17,Diego Benaglio,ch SUI,GK,Monaco,Ligue 1,33.0,1983.0,3.0,2.0,225.0,2.5,0.0,0.0,6.0,6.0,100.0,2.0,0.0,0.0,3.0,150.0,0.0,0.0,0.0,0.0,
18,Walter Benítez,ar ARG,GK,Nice,Ligue 1,24.0,1993.0,28.0,28.0,2520.0,28.0,36.0,1.29,113.0,76.0,70.8,12.0,8.0,8.0,7.0,25.0,5.0,3.0,2.0,0.0,40.0
19,Etrit Berisha,al ALB,GK,Atalanta,Serie A,28.0,1989.0,31.0,31.0,2790.0,31.0,34.0,1.1,99.0,64.0,66.7,13.0,10.0,8.0,8.0,25.8,2.0,1.0,1.0,0.0,50.0
20,Quentin Beunardeau,fr FRA,GK,Metz,Ligue 1,23.0,1994.0,1.0,0.0,38.0,0.4,2.0,4.74,4.0,2.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
21,Albano Bizzarri,ar ARG,GK,Udinese,Serie A,39.0,1977.0,32.0,32.0,2880.0,32.0,52.0,1.62,143.0,92.0,65.0,11.0,4.0,17.0,8.0,25.0,5.0,2.0,2.0,1.0,50.0
22,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,22.0,1995.0,22.0,22.0,1941.0,21.6,31.0,1.44,86.0,55.0,67.4,10.0,4.0,8.0,4.0,18.2,4.0,3.0,0.0,1.0,0.0
23,Landry Bonnefoi,fr FRA,GK,Strasbourg,Ligue 1,33.0,1983.0,4.0,3.0,271.0,3.0,6.0,1.99,17.0,11.0,64.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Jean-Christophe Bouet,fr FRA,GK,Amiens,Ligue 1,34.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Yassine Bounou,ma MAR,GK,Girona,La Liga,26.0,1991.0,30.0,30.0,2655.0,29.5,46.0,1.56,139.0,94.0,69.8,13.0,6.0,11.0,9.0,30.0,5.0,4.0,0.0,1.0,0.0
27,Claudio Bravo,cl CHI,GK,Manchester City,Premier League,34.0,1983.0,3.0,2.0,226.0,2.5,1.0,0.4,5.0,4.0,80.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
28,Alberto Brignoli,it ITA,GK,Benevento,Serie A,25.0,1991.0,13.0,11.0,1126.0,12.5,31.0,2.48,70.0,39.0,58.6,1.0,2.0,8.0,1.0,9.1,4.0,2.0,0.0,2.0,0.0
29,Gianluigi Buffon,it ITA,GK,Juventus,Serie A,39.0,1978.0,21.0,21.0,1862.0,20.7,14.0,0.68,56.0,43.0,80.4,17.0,2.0,2.0,11.0,52.4,4.0,3.0,1.0,0.0,25.0
30,Roman Bürki,ch SUI,GK,Dortmund,Bundesliga,26.0,1990.0,33.0,33.0,2969.0,33.0,43.0,1.3,145.0,102.0,72.4,15.0,9.0,9.0,12.0,36.4,3.0,3.0,0.0,0.0,0.0
31,Ludovic Butelle,fr FRA,GK,Angers,Ligue 1,34.0,1983.0,19.0,19.0,1653.0,18.4,22.0,1.2,68.0,48.0,72.1,6.0,5.0,8.0,4.0,21.1,3.0,3.0,0.0,0.0,0.0
32,Jack Butland,eng ENG,GK,Stoke City,Premier League,24.0,1993.0,35.0,35.0,3150.0,35.0,61.0,1.74,201.0,142.0,72.1,7.0,11.0,17.0,6.0,17.1,5.0,5.0,0.0,0.0,0.0
33,Willy Caballero,ar ARG,GK,Chelsea,Premier League,35.0,1981.0,3.0,3.0,270.0,3.0,4.0,1.33,11.0,7.0,63.6,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,
34,Yoan Cardinale,fr FRA,GK,Nice,Ligue 1,23.0,1994.0,10.0,10.0,900.0,10.0,16.0,1.6,41.0,26.0,61.0,3.0,1.0,6.0,3.0,30.0,0.0,0.0,0.0,0.0,
35,Kiko Casilla,es ESP,GK,Real Madrid,La Liga,30.0,1986.0,10.0,10.0,900.0,10.0,11.0,1.1,29.0,19.0,62.1,6.0,2.0,2.0,3.0,30.0,0.0,0.0,0.0,0.0,
36,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,25.0,1992.0,34.0,34.0,3060.0,34.0,48.0,1.41,153.0,104.0,72.5,6.0,15.0,13.0,8.0,23.5,9.0,6.0,3.0,0.0,33.3
37,Petr Čech,cz CZE,GK,Arsenal,Premier League,35.0,1982.0,34.0,34.0,3039.0,33.8,48.0,1.42,135.0,85.0,68.1,16.0,6.0,12.0,11.0,32.4,6.0,5.0,1.0,0.0,16.7
38,Nereo Champagne,ar ARG,GK,Leganés,La Liga,32.0,1985.0,2.0,2.0,180.0,2.0,6.0,3.0,9.0,3.0,44.4,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
39,Leandro Chichizola,ar ARG,GK,Las Palmas,La Liga,27.0,1990.0,27.0,27.0,2430.0,27.0,47.0,1.74,149.0,103.0,70.5,4.0,5.0,18.0,4.0,14.8,3.0,3.0,0.0,0.0,0.0
40,Jasper Cillessen,nl NED,GK,Barcelona,La Liga,28.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,30.0,1987.0,37.0,37.0,3316.0,36.8,58.0,1.57,172.0,114.0,67.4,11.0,10.0,16.0,10.0,27.0,3.0,2.0,1.0,0.0,33.3
42,Alex Cordaz,it ITA,GK,Crotone,Serie A,34.0,1983.0,38.0,38.0,3420.0,38.0,66.0,1.74,200.0,133.0,70.0,9.0,8.0,21.0,5.0,13.2,8.0,6.0,1.0,1.0,14.3
43,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,33.0,1983.0,4.0,4.0,360.0,4.0,5.0,1.25,17.0,12.0,76.5,1.0,0.0,3.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0
44,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,30.0,1987.0,36.0,36.0,3240.0,36.0,45.0,1.25,123.0,75.0,66.7,16.0,7.0,13.0,10.0,27.8,8.0,4.0,4.0,0.0,50.0
45,Thibaut Courtois,be BEL,GK,Chelsea,Premier League,25.0,1992.0,35.0,35.0,3150.0,35.0,34.0,0.97,106.0,74.0,69.8,20.0,6.0,9.0,15.0,42.9,2.0,2.0,0.0,0.0,0.0
46,Alessio Cragno,it ITA,GK,Cagliari,Serie A,23.0,1994.0,29.0,29.0,2536.0,28.2,47.0,1.67,130.0,82.0,68.5,7.0,5.0,17.0,7.0,24.1,10.0,6.0,2.0,2.0,25.0
47,Luca Crosta,it ITA,GK,Cagliari,Serie A,19.0,1998.0,1.0,1.0,90.0,1.0,3.0,3.0,3.0,0.0,33.3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
48,Iván Cuéllar,es ESP,GK,Leganés,La Liga,33.0,1984.0,35.0,35.0,3150.0,35.0,43.0,1.23,139.0,95.0,72.7,11.0,7.0,17.0,14.0,40.0,6.0,5.0,1.0,0.0,16.7
49,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,26.0,1990.0,10.0,10.0,900.0,10.0,15.0,1.5,47.0,34.0,74.5,1.0,5.0,4.0,2.0,20.0,3.0,3.0,0.0,0.0,0.0
50,Abdoulaye Diallo,sn SEN,GK,Rennes,Ligue 1,25.0,1992.0,3.0,3.0,270.0,3.0,5.0,1.67,15.0,10.0,73.3,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
52,Thomas Didillon,fr FRA,GK,Metz,Ligue 1,21.0,1995.0,9.0,9.0,810.0,9.0,14.0,1.56,35.0,22.0,68.6,1.0,1.0,7.0,2.0,22.2,3.0,3.0,0.0,0.0,0.0
53,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,25.0,1992.0,36.0,36.0,3240.0,36.0,49.0,1.36,124.0,78.0,63.7,13.0,8.0,15.0,10.0,27.8,4.0,4.0,0.0,0.0,0.0
54,Jaume Doménech,es ESP,GK,Valencia,La Liga,26.0,1990.0,5.0,5.0,450.0,5.0,5.0,1.0,21.0,16.0,76.2,4.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,
55,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,18.0,1999.0,38.0,38.0,3420.0,38.0,42.0,1.11,132.0,91.0,69.7,18.0,10.0,10.0,12.0,31.6,3.0,2.0,0.0,1.0,0.0
56,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,19.0,1997.0,3.0,1.0,217.0,2.4,8.0,3.32,17.0,9.0,52.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
57,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,28.0,1989.0,12.0,12.0,1080.0,12.0,11.0,0.92,37.0,25.0,70.3,6.0,1.0,5.0,4.0,33.3,1.0,0.0,1.0,0.0,100.0
58,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,24.0,1993.0,1.0,1.0,90.0,1.0,3.0,3.0,5.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
59,Ederson,br BRA,GK,Manchester City,Premier League,23.0,1993.0,36.0,36.0,3194.0,35.5,26.0,0.73,80.0,54.0,67.5,30.0,4.0,2.0,16.0,44.4,2.0,0.0,2.0,0.0,100.0
60,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,31.0,1986.0,16.0,16.0,1440.0,16.0,21.0,1.31,64.0,43.0,68.8,5.0,2.0,9.0,3.0,18.8,2.0,1.0,1.0,0.0,50.0
61,Michael Esser,de GER,GK,Hannover 96,Bundesliga,29.0,1987.0,3.0,3.0,270.0,3.0,9.0,3.0,20.0,11.0,55.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,
62,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,32.0,1985.0,38.0,38.0,3420.0,38.0,56.0,1.47,190.0,133.0,72.1,8.0,9.0,21.0,9.0,23.7,6.0,3.0,3.0,0.0,50.0
63,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,28.0,1988.0,34.0,34.0,3015.0,33.5,37.0,1.1,127.0,89.0,73.2,18.0,9.0,7.0,12.0,35.3,6.0,3.0,2.0,1.0,40.0
64,Andrés Fernández,es ESP,GK,Villarreal,La Liga,30.0,1986.0,3.0,3.0,225.0,2.5,6.0,2.4,16.0,10.0,68.8,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
65,Raúl Fernández,es ESP,GK,Levante,La Liga,29.0,1988.0,11.0,11.0,990.0,11.0,15.0,1.36,53.0,38.0,71.7,2.0,6.0,3.0,3.0,27.3,0.0,0.0,0.0,0.0,
66,Fraser Forster,eng ENG,GK,Southampton,Premier League,29.0,1988.0,20.0,20.0,1800.0,20.0,30.0,1.5,97.0,66.0,69.1,4.0,7.0,9.0,4.0,20.0,1.0,0.0,1.0,0.0,100.0
67,Ben Foster,eng ENG,GK,West Brom,Premier League,34.0,1983.0,37.0,37.0,3330.0,37.0,55.0,1.49,151.0,98.0,64.2,6.0,12.0,19.0,10.0,27.0,1.0,1.0,0.0,0.0,0.0
68,Paulo Gazzaniga,ar ARG,GK,Tottenham,Premier League,25.0,1992.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
69,David de Gea,es ESP,GK,Manchester Utd,Premier League,26.0,1990.0,37.0,37.0,3330.0,37.0,28.0,0.76,140.0,114.0,80.7,24.0,6.0,7.0,18.0,48.6,1.0,1.0,0.0,0.0,0.0
70,Rafał Gikiewicz,pl POL,GK,Freiburg,Bundesliga,29.0,1987.0,2.0,1.0,154.0,1.7,3.0,1.75,7.0,4.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Dani Giménez,es ESP,GK,Betis,La Liga,34.0,1983.0,4.0,4.0,309.0,3.4,0.0,0.0,8.0,8.0,100.0,3.0,1.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,
72,Pierluigi Gollini,it ITA,GK,Atalanta,Serie A,22.0,1995.0,7.0,7.0,622.0,6.9,4.0,0.58,17.0,13.0,76.5,3.0,2.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,
73,Heurelho Gomes,br BRA,GK,Watford,Premier League,36.0,1981.0,24.0,24.0,2128.0,23.6,40.0,1.69,100.0,61.0,63.0,7.0,5.0,12.0,5.0,20.8,3.0,3.0,0.0,0.0,0.0
74,Alfred Gomis,sn SEN,GK,SPAL,Serie A,23.0,1993.0,26.0,25.0,2261.0,25.1,43.0,1.71,140.0,98.0,73.6,6.0,7.0,12.0,3.0,12.0,7.0,6.0,1.0,0.0,14.3
75,Mathieu Gorgelin,fr FRA,GK,Lyon,Ligue 1,26.0,1990.0,4.0,4.0,360.0,4.0,6.0,1.5,13.0,7.0,53.8,2.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,
76,Lee Grant,eng ENG,GK,Stoke City,Premier League,34.0,1983.0,3.0,3.0,270.0,3.0,7.0,2.33,15.0,8.0,53.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
78,Vicente Guaita,es ESP,GK,Getafe,La Liga,30.0,1987.0,33.0,33.0,2970.0,33.0,26.0,0.79,111.0,84.0,77.5,13.0,9.0,11.0,12.0,36.4,3.0,1.0,1.0,1.0,50.0
79,Péter Gulácsi,hu HUN,GK,RB Leipzig,Bundesliga,27.0,1990.0,33.0,33.0,2970.0,33.0,52.0,1.58,147.0,95.0,68.0,15.0,8.0,10.0,6.0,18.2,5.0,5.0,0.0,0.0,0.0
80,Régis Gurtner,fr FRA,GK,Amiens,Ligue 1,30.0,1986.0,37.0,37.0,3330.0,37.0,41.0,1.11,171.0,130.0,78.4,12.0,9.0,16.0,11.0,29.7,4.0,4.0,0.0,0.0,0.0
81,Ben Hamer,eng ENG,GK,Leicester City,Premier League,29.0,1987.0,4.0,3.0,275.0,3.1,7.0,2.29,13.0,6.0,53.8,0.0,1.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0
82,Samir Handanović,si SVN,GK,Inter,Serie A,33.0,1984.0,38.0,38.0,3420.0,38.0,30.0,0.79,117.0,91.0,76.1,20.0,12.0,6.0,17.0,44.7,2.0,2.0,0.0,0.0,0.0
83,Joe Hart,eng ENG,GK,West Ham,Premier League,30.0,1987.0,19.0,19.0,1710.0,19.0,39.0,2.05,91.0,51.0,61.5,3.0,6.0,10.0,4.0,21.1,5.0,4.0,1.0,0.0,20.0
84,Tom Heaton,eng ENG,GK,Burnley,Premier League,31.0,1986.0,4.0,4.0,305.0,3.4,4.0,1.18,12.0,8.0,66.7,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
85,Wayne Hennessey,wls WAL,GK,Crystal Palace,Premier League,30.0,1987.0,27.0,27.0,2430.0,27.0,41.0,1.52,127.0,88.0,68.5,8.0,6.0,13.0,7.0,25.9,1.0,1.0,0.0,0.0,0.0
86,Iago Herrerín,es ESP,GK,Athletic Club,La Liga,29.0,1988.0,8.0,8.0,720.0,8.0,6.0,0.75,30.0,23.0,86.7,3.0,4.0,1.0,4.0,50.0,3.0,2.0,1.0,0.0,33.3
87,Marwin Hitz,ch SUI,GK,Augsburg,Bundesliga,29.0,1987.0,32.0,32.0,2880.0,32.0,42.0,1.31,159.0,116.0,74.2,10.0,10.0,12.0,9.0,28.1,2.0,1.0,1.0,0.0,50.0
88,Timo Horn,de GER,GK,Köln,Bundesliga,24.0,1993.0,34.0,34.0,3060.0,34.0,70.0,2.06,201.0,130.0,69.2,5.0,7.0,22.0,5.0,14.7,9.0,8.0,1.0,0.0,11.1
89,Lukáš Hrádecký,fi FIN,GK,Eint Frankfurt,Bundesliga,27.0,1989.0,34.0,34.0,3060.0,34.0,45.0,1.32,133.0,90.0,67.7,14.0,7.0,13.0,7.0,20.6,3.0,2.0,0.0,1.0,0.0
90,Gorka Iraizoz,es ESP,GK,Girona,La Liga,36.0,1981.0,9.0,8.0,765.0,8.5,13.0,1.53,36.0,25.0,63.9,1.0,3.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,
91,Eldin Jakupović,ch SUI,GK,Leicester City,Premier League,32.0,1984.0,2.0,2.0,180.0,2.0,6.0,3.0,13.0,8.0,53.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
92,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,32.0,1984.0,31.0,31.0,2790.0,31.0,44.0,1.42,140.0,97.0,72.1,10.0,10.0,11.0,7.0,22.6,6.0,5.0,0.0,1.0,0.0
93,Karl-Johan Johnsson,se SWE,GK,Guingamp,Ligue 1,27.0,1990.0,38.0,38.0,3420.0,38.0,59.0,1.55,171.0,111.0,68.4,12.0,11.0,15.0,11.0,28.9,7.0,5.0,2.0,0.0,28.6
94,Bingourou Kamara,sn SEN,GK,Strasbourg,Ligue 1,20.0,1996.0,19.0,19.0,1692.0,18.8,32.0,1.7,86.0,54.0,65.1,4.0,6.0,9.0,2.0,10.5,2.0,2.0,0.0,0.0,0.0
95,Loris Karius,de GER,GK,Liverpool,Premier League,24.0,1993.0,19.0,19.0,1710.0,19.0,14.0,0.74,45.0,30.0,73.3,11.0,5.0,3.0,10.0,52.6,3.0,2.0,1.0,0.0,33.3
96,Orestis Karnezis,gr GRE,GK,Watford,Premier League,32.0,1985.0,15.0,14.0,1292.0,14.4,24.0,1.67,56.0,32.0,62.5,4.0,3.0,7.0,4.0,28.6,3.0,3.0,0.0,0.0,0.0
97,Eiji Kawashima,jp JPN,GK,Metz,Ligue 1,34.0,1983.0,29.0,29.0,2569.0,28.5,60.0,2.1,167.0,106.0,64.1,5.0,7.0,17.0,2.0,6.9,2.0,0.0,2.0,0.0,100.0
98,Hervé Koffi,bf BFA,GK,Lille,Ligue 1,20.0,1996.0,4.0,4.0,360.0,4.0,11.0,2.75,20.0,10.0,50.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
99,Tomáš Koubek,cz CZE,GK,Rennes,Ligue 1,24.0,1992.0,34.0,34.0,3060.0,34.0,36.0,1.06,127.0,91.0,73.2,16.0,8.0,10.0,10.0,29.4,5.0,2.0,2.0,1.0,50.0
100,Maksym Koval,ua UKR,GK,La Coruña,La Liga,24.0,1992.0,2.0,2.0,121.0,1.3,3.0,2.23,5.0,2.0,40.0,,1.0,1.0,,,,,,,
101,Thomas Kraft,de GER,GK,Hertha BSC,Bundesliga,29.0,1988.0,3.0,3.0,270.0,3.0,2.0,0.67,14.0,12.0,92.9,0.0,3.0,0.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0
102,Alban Lafont,fr FRA,GK,Toulouse,Ligue 1,18.0,1999.0,38.0,38.0,3420.0,38.0,54.0,1.42,158.0,106.0,69.6,9.0,10.0,19.0,12.0,31.6,6.0,6.0,0.0,0.0,0.0
104,Eugenio Lamanna,it ITA,GK,Genoa,Serie A,27.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
105,Benjamin Lecomte,fr FRA,GK,Montpellier,Ligue 1,26.0,1991.0,38.0,38.0,3420.0,38.0,33.0,0.87,117.0,84.0,76.1,11.0,18.0,9.0,14.0,36.8,6.0,5.0,0.0,1.0,0.0
106,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,25.0,1992.0,33.0,33.0,2970.0,33.0,40.0,1.21,110.0,70.0,68.2,15.0,10.0,8.0,10.0,30.3,5.0,5.0,0.0,0.0,0.0
107,Alexandre Letellier,fr FRA,GK,Angers,Ligue 1,26.0,1990.0,13.0,13.0,1170.0,13.0,17.0,1.31,44.0,28.0,65.9,2.0,7.0,4.0,1.0,7.7,2.0,2.0,0.0,0.0,0.0
108,Raúl Lizoain,es ESP,GK,Las Palmas,La Liga,26.0,1991.0,11.0,11.0,990.0,11.0,27.0,2.45,66.0,39.0,62.1,1.0,2.0,8.0,1.0,9.1,2.0,2.0,0.0,0.0,0.0
109,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,30.0,1986.0,36.0,36.0,3240.0,36.0,35.0,0.97,117.0,82.0,71.8,22.0,7.0,7.0,15.0,41.7,3.0,2.0,0.0,1.0,0.0
110,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,26.0,1990.0,34.0,34.0,3060.0,34.0,37.0,1.09,137.0,101.0,76.6,21.0,8.0,5.0,14.0,41.2,8.0,5.0,2.0,1.0,28.6
111,Diego López,es ESP,GK,Espanyol,La Liga,35.0,1981.0,10.0,10.0,854.0,9.5,11.0,1.16,40.0,30.0,75.0,3.0,5.0,2.0,3.0,30.0,2.0,1.0,1.0,0.0,50.0
112,Pau López,es ESP,GK,Espanyol,La Liga,22.0,1994.0,29.0,28.0,2566.0,28.5,31.0,1.09,124.0,92.0,77.4,9.0,8.0,11.0,9.0,32.1,4.0,3.0,1.0,0.0,25.0
113,Pedro López,es ESP,GK,Betis,La Liga,22.0,1995.0,5.0,4.0,411.0,4.6,8.0,1.75,16.0,8.0,50.0,1.0,1.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,
114,Jonas Lössl,dk DEN,GK,Huddersfield,Premier League,28.0,1989.0,38.0,38.0,3420.0,38.0,58.0,1.53,158.0,99.0,65.8,9.0,10.0,19.0,10.0,26.3,6.0,4.0,2.0,0.0,33.3
115,Andreas Luthe,de GER,GK,Augsburg,Bundesliga,30.0,1987.0,2.0,2.0,180.0,2.0,4.0,2.0,7.0,3.0,57.1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
116,Raïs M'Bolhi,dz ALG,GK,Rennes,Ligue 1,31.0,1986.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,83.3,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
117,Mike Maignan,fr FRA,GK,Lille,Ligue 1,22.0,1995.0,34.0,34.0,3032.0,33.7,53.0,1.57,160.0,107.0,68.8,10.0,7.0,17.0,5.0,14.7,5.0,3.0,2.0,0.0,40.0
118,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,32.0,1985.0,31.0,31.0,2706.0,30.0,37.0,1.23,114.0,77.0,70.2,18.0,9.0,4.0,11.0,35.5,5.0,3.0,1.0,1.0,25.0
119,Gabriele Marchegiani,it ITA,GK,SPAL,Serie A,21.0,1996.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
120,Emiliano Martínez,ar ARG,GK,Getafe,La Liga,24.0,1992.0,5.0,5.0,450.0,5.0,7.0,1.4,19.0,12.0,68.4,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0
