,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
33,Youssef Ait Bennasser,Bordeaux,6.0,10,1.68,10,0,0,0,0,0,2,0.34,2,0,0,0,0,0
34,Rayan Ait Nouri,Angers,14.2,26,1.83,20,1,1,1,1,2,2,0.14,2,0,0,0,0,0
35,Albian Ajeti,West Ham,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
36,Ludovic Ajorque,Strasbourg,22.9,42,1.84,32,0,2,5,3,0,12,0.52,7,0,1,2,2,0
37,Manuel Akanji,Dortmund,25.7,13,0.51,12,1,0,0,0,0,5,0.19,5,0,0,0,0,0
38,Marley Ake,Marseille,1.1,3,2.73,2,0,1,0,0,0,1,0.91,1,0,0,0,0,0
39,Nathan Ake,Bournemouth,27.8,14,0.50,8,0,1,4,1,0,1,0.04,0,0,0,1,0,0
40,Chadrac Akolo,Amiens,6.0,13,2.15,9,0,0,2,1,1,2,0.33,1,0,0,1,0,0
41,Kevin Akpoguma,Hoffenheim,12.7,4,0.32,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,David Alaba,Bayern Munich,27.8,46,1.66,40,2,1,3,0,0,3,0.11,2,1,0,0,0,0
43,Sofiane Alakouch,Nîmes,15.6,33,2.12,24,4,2,1,1,1,2,0.13,2,0,0,0,0,0
44,Lucas Alario,Leverkusen,13.0,27,2.07,21,0,0,6,0,0,2,0.15,1,0,0,1,0,0
45,Jordi Alba,Barcelona,24.3,51,2.10,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0
46,Luis Alberto,Lazio,34.6,225,6.50,149,40,17,14,1,4,29,0.84,23,2,0,1,1,2
47,Raul Albiol,Villarreal,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0
48,Marc Albrighton,Leicester City,9.6,27,2.80,23,2,1,1,0,0,5,0.52,5,0,0,0,0,0
49,Paco Alcacer,Villarreal,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0
50,Paco Alcacer,Dortmund,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0
52,Thiago Alcantara,Bayern Munich,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0
53,Ruben Alcaraz,Valladolid,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0
54,Toby Alderweireld,Tottenham,32.9,27,0.82,25,0,0,1,0,1,4,0.12,4,0,0,0,0,0
55,Haitam Aleesami,Amiens,21.3,29,1.36,25,3,0,0,0,1,3,0.14,3,0,0,0,0,0
56,Alex Alegria,Mallorca,1.2,1,0.83,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
57,Carles Alena,Barcelona,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0
58,Carles Alena,Betis,8.2,17,2.08,17,0,0,0,0,0,0,0.00,0,0,0,0,0,0
59,Runar Alex Runarsson,Dijon,10.0,4,0.40,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
60,Trent Alexander-Arnold,Liverpool,35.3,155,4.39,93,51,3,6,1,1,24,0.68,15,7,0,2,0,0
61,Enrico Alfonso,Brescia,3.1,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
62,Rachid Alioui,Angers,17.4,45,2.59,33,0,3,4,5,0,2,0.12,2,0,0,0,0,0
63,Alisson,Liverpool,28.3,5,0.18,5,0,0,0,0,0,2,0.07,2,0,0,0,0,0
64,Allan,Napoli,14.2,46,3.23,41,0,4,0,0,1,4,0.28,3,0,1,0,0,0
65,Dele Alli,Tottenham,20.5,58,2.82,42,1,7,3,3,2,11,0.54,5,0,4,2,0,0
66,Miguel Almiron,Newcastle Utd,33.6,83,2.47,56,0,10,6,7,4,3,0.09,2,0,0,0,1,0
67,Marcos Alonso,Chelsea,15.9,49,3.08,37,5,1,3,3,0,6,0.38,4,0,0,0,2,0
68,Mickael Alphonse,Dijon,15.3,19,1.24,14,4,0,0,1,0,2,0.13,2,0,0,0,0,0
69,Sergio Alvarez,Eibar,12.7,9,0.71,6,0,1,1,0,1,0,0.00,0,0,0,0,0,0
70,Sergio Alvarez,Celta Vigo,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
71,Yeray Alvarez,Athletic Club,31.2,21,0.67,17,1,1,0,2,0,1,0.03,1,0,0,0,0,0
72,Bruno Alves,Parma,29.7,26,0.88,19,1,0,4,0,2,0,0.00,0,0,0,0,0,0
73,Steven Alzate,Brighton,13.2,38,2.88,29,0,6,2,1,0,2,0.15,1,0,0,0,1,0
74,Ibrahim Amadou,Norwich City,8.4,2,0.24,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Ibrahim Amadou,Leganés,8.6,3,0.35,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0
76,Romain Amalfitano,Dijon,18.8,35,1.86,24,0,4,2,3,2,2,0.11,2,0,0,0,0,0
78,Amath,Getafe,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
79,Jordan Amavi,Marseille,24.0,36,1.50,27,5,0,1,1,2,2,0.08,1,1,0,0,0,0
80,Thierry Ambrose,Metz,6.1,29,4.77,20,0,4,3,1,1,0,0.00,0,0,0,0,0,0
81,Kelvin Amian,Toulouse,18.1,14,0.77,11,1,0,1,0,1,2,0.11,2,0,0,0,0,0
82,Nadiem Amiri,Leverkusen,20.6,95,4.60,59,24,5,4,3,0,8,0.39,7,0,0,0,1,0
83,Ethan Ampadu,RB Leipzig,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
84,Opoku Ampomah,Düsseldorf,5.6,21,3.77,13,0,5,2,1,0,0,0.00,0,0,0,0,0,0
85,Sofyan Amrabat,Hellas Verona,32.4,81,2.50,72,1,4,0,3,1,7,0.22,6,0,0,0,1,0
86,Joachim Andersen,Lyon,17.0,16,0.94,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0
87,Djavan Anderson,Lazio,1.9,2,1.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Felipe Anderson,West Ham,16.6,67,4.03,50,2,5,5,4,1,11,0.66,9,0,2,0,0,0
89,Sebastian Andersson,Union Berlin,29.8,58,1.95,44,0,4,5,5,0,8,0.27,1,0,2,4,1,0
90,Florin Andone,Brighton,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
91,Benjamin Andre,Lille,22.8,39,1.71,32,0,2,2,1,2,4,0.18,4,0,0,0,0,0
92,Lorenzo Andrenacci,Brescia,5.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
93,Robert Andrich,Union Berlin,28.6,83,2.90,55,4,5,11,6,2,6,0.21,4,0,0,0,1,1
94,Victorien Angban,Metz,11.4,13,1.14,12,0,0,0,1,0,0,0.00,0,0,0,0,0,0
95,Miguel Angel Guerrero,Leganés,8.8,20,2.28,16,0,1,0,3,0,2,0.23,1,0,0,0,1,0
96,Jose Angel,Eibar,26.2,64,2.44,39,14,2,5,2,2,6,0.23,4,1,0,1,0,0
97,Miguel Angel Moya,Real Sociedad,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Angelino,Manchester City,4.7,15,3.19,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0
99,Angelino,RB Leipzig,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0
100,Faustino Anjorin,Chelsea,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
101,Peter Ankersen,Genoa,11.8,19,1.61,14,1,2,1,1,0,1,0.08,1,0,0,0,0,0
102,Cristian Ansaldi,Torino,19.6,59,3.00,46,3,4,3,2,1,8,0.41,6,0,2,0,0,0
104,Janis Antiste,Toulouse,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,Michail Antonio,West Ham,19.6,71,3.61,35,1,15,11,7,2,9,0.46,4,0,1,3,1,0
106,Antonito,Valladolid,11.4,19,1.66,17,1,0,0,0,1,0,0.00,0,0,0,0,0,0
107,Mirko Antonucci,Roma,0.9,3,3.29,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0
108,Vitorino Antunes,Getafe,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
109,Christopher Antwi-Adjei,Paderborn 07,27.4,95,3.46,62,12,7,3,10,1,6,0.22,4,1,1,0,0,0
110,Anuar,Valladolid,2.1,2,0.95,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
111,Houssem Aouar,Lyon,21.7,85,3.91,53,2,11,7,8,4,11,0.51,9,0,1,1,0,0
112,Adil Aouchiche,Paris S-G,0.7,2,2.81,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
113,Dennis Appiah,Nantes,17.8,17,0.95,14,3,0,0,0,0,0,0.00,0,0,0,0,0,0
114,Mauro Arambarri,Getafe,34.1,49,1.44,28,7,2,6,5,1,4,0.12,3,1,0,0,0,0
115,Guilherme Arana,Atalanta,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
116,Charles Aranguiz,Leverkusen,23.5,46,1.95,41,1,0,1,2,1,5,0.21,5,0,0,0,0,0
117,Luiz Araujo,Lille,9.2,32,3.47,16,1,8,2,4,1,2,0.22,1,0,0,1,0,0
118,Nestor Araujo,Celta Vigo,32.1,15,0.47,10,0,1,3,0,1,4,0.12,2,0,0,2,0,0
119,Ronald Araujo,Barcelona,2.6,1,0.38,1,0,0,0,0,0,1,0.38,1,0,0,0,0,0
120,Anaitz Arbilla,Eibar,22.3,23,1.03,18,2,1,2,0,0,1,0.04,0,0,1,0,0,0
121,Alphonse Areola,Real Madrid,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Alphonse Areola,Paris S-G,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
123,Santiago Arias,Atlético Madrid,12.0,23,1.92,19,2,0,1,1,0,2,0.17,2,0,0,0,0,0
124,Nicolo Armini,Lazio,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
125,Stuart Armstrong,Southampton,19.1,60,3.15,43,0,6,5,5,1,8,0.42,4,0,1,2,0,1
126,Jose Arnaiz,Osasuna,8.8,18,2.05,11,1,0,1,5,0,3,0.34,2,0,0,0,1,0
127,Jose Arnaiz,Leganés,3.7,14,3.74,9,2,2,0,1,0,0,0.00,0,0,0,0,0,0
128,Maximilian Arnold,Wolfsburg,31.3,137,4.37,55,56,4,10,11,1,14,0.45,5,6,0,2,1,0
130,Kepa Arrizabalaga,Chelsea,33.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
131,Kwadwo Asamoah,Inter,7.1,20,2.82,17,0,2,0,0,1,4,0.56,3,0,1,0,0,0
132,Santiago Ascacibar,Hertha BSC,7.0,6,0.85,5,1,0,0,0,0,1,0.14,1,0,0,0,0,0
133,Sergio Asenjo,Villarreal,34.0,4,0.12,2,2,0,0,0,0,1,0.03,1,0,0,0,0,0
134,Marco Asensio,Real Madrid,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0
135,Kristoffer Askildsen,Sampdoria,0.8,6,7.11,3,0,2,0,0,1,0,0.00,0,0,0,0,0,0
136,Iago Aspas,Celta Vigo,36.2,109,3.01,78,1,10,7,11,2,12,0.33,6,0,4,0,2,0
137,Roger Assale,Leganés,5.9,19,3.22,12,0,2,0,5,0,3,0.51,1,0,0,0,2,0
138,Youcef Atal,Nice,11.1,35,3.14,17,0,13,2,2,1,3,0.27,1,0,1,0,1,0
139,Miguel Atienza,Eibar,0.3,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
140,Christian Atsu,Newcastle Utd,8.3,25,3.00,19,3,2,0,1,0,4,0.48,3,1,0,0,0,0
141,Pierre-Emerick Aubameyang,Arsenal,34.8,69,1.98,48,0,6,7,6,2,12,0.34,8,0,0,2,1,1
142,Emil Audero,Sampdoria,36.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
143,Tommaso Augello,Sampdoria,12.6,44,3.49,39,3,2,0,0,0,5,0.40,5,0,0,0,0,0
144,Jean-Kevin Augustin,Monaco,3.0,6,2.03,2,0,0,0,4,0,2,0.68,0,0,0,0,2,0
145,Ludwig Augustinsson,Werder Bremen,10.3,28,2.73,20,6,1,0,1,0,1,0.10,1,0,0,0,0,0
146,Serge Aurier,Tottenham,30.0,50,1.67,44,2,2,0,1,1,6,0.20,6,0,0,0,0,0
147,Mathias Autret,Brest,13.6,60,4.42,40,14,1,2,1,2,5,0.37,4,0,0,1,0,0
148,Ezequiel Avila,Osasuna,17.7,47,2.66,29,0,5,5,7,1,6,0.34,3,0,1,0,2,0
149,Javier Aviles,Leganés,2.0,7,3.41,5,0,1,0,1,0,2,0.97,1,0,1,0,0,0
150,Chidozie Awaziem,Leganés,22.2,13,0.59,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0
151,Taiwo Awoniyi,Mainz 05,5.4,13,2.43,9,0,4,0,0,0,0,0.00,0,0,0,0,0,0
152,Florian Aye,Brescia,15.3,36,2.35,22,1,2,7,4,0,2,0.13,1,0,0,0,1,0
153,Jordan Ayew,Crystal Palace,35.0,81,2.32,48,0,13,4,13,3,8,0.23,3,0,2,2,1,0
154,Kaan Ayhan,Düsseldorf,30.3,47,1.55,41,0,0,3,1,2,3,0.10,3,0,0,0,0,0
156,Ramon Azeez,Granada,15.1,22,1.46,13,1,0,3,3,2,1,0.07,1,0,0,0,0,0
157,Cesar Azpilicueta,Chelsea,35.9,87,2.42,78,2,2,3,1,1,7,0.20,5,1,0,1,0,0
158,Ludovic Baal,Brest,9.2,24,2.61,21,1,1,0,1,0,1,0.11,1,0,0,0,0,0
159,Iddrisu Baba,Mallorca,32.3,28,0.87,25,0,0,0,2,1,1,0.03,1,0,0,0,0,0
160,Khouma Babacar,Lecce,15.8,44,2.78,27,0,4,5,7,1,5,0.32,0,0,1,1,3,0
161,Carlos Bacca,Villarreal,7.6,15,1.97,9,0,3,1,1,1,2,0.26,1,0,0,0,1,0
162,Milan Badelj,Fiorentina,17.6,47,2.67,39,2,2,0,2,2,1,0.06,1,0,0,0,0,0
163,Matthias Bader,Köln,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
164,Benoit Badiashile,Monaco,15.7,9,0.57,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
165,Bastian Badu,Montpellier,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
166,Alex Baena,Villarreal,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Stephane Bahoken,Angers,10.1,19,1.88,15,0,0,2,1,1,2,0.20,2,0,0,0,0,0
168,Daniel Baier,Augsburg,21.6,35,1.62,31,0,0,1,2,1,2,0.09,2,0,0,0,0,0
169,Leon Bailey,Leverkusen,12.1,42,3.47,23,9,3,4,2,1,9,0.74,5,2,0,1,1,0
170,Eric Bailly,Manchester Utd,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
171,Denys Bain,Brest,14.1,6,0.43,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
172,Leighton Baines,Everton,4.5,15,3.34,9,5,0,0,1,0,0,0.00,0,0,0,0,0,0
173,Stefan Bajic,Saint-Étienne,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
174,Tiemoue Bakayoko,Monaco,19.1,39,2.04,25,0,6,2,4,2,4,0.21,3,0,1,0,0,0
175,Lewis Baker,Düsseldorf,6.1,20,3.30,7,3,4,3,3,0,2,0.33,1,0,0,1,0,0
176,Mitchel Bakker,Paris S-G,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
177,Ridle Baku,Mainz 05,26.1,82,3.14,65,5,4,2,6,0,12,0.46,11,1,0,0,0,0
178,Fabian Balbuena,West Ham,13.1,8,0.61,5,0,1,2,0,0,0,0.00,0,0,0,0,0,0
179,Keita Balde,Monaco,9.5,30,3.15,21,0,2,4,3,0,5,0.52,3,0,0,1,1,0
180,George Baldock,Sheffield Utd,38.0,71,1.87,54,5,6,0,6,0,6,0.16,4,0,1,0,1,0
182,Gareth Bale,Real Madrid,12.1,36,2.98,22,2,5,4,3,0,7,0.58,6,0,0,1,0,0
183,Mikel Balenziaga,Athletic Club,6.3,4,0.64,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
184,Leonardo Balerdi,Dortmund,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
185,Marco Ballarini,Udinese,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
186,Fode Ballo-Toure,Monaco,18.7,31,1.66,20,3,3,1,3,1,0,0.00,0,0,0,0,0,0
187,Florent Balmont,Dijon,4.5,8,1.80,4,2,0,2,0,0,0,0.00,0,0,0,0,0,0
188,Mario Balotelli,Brescia,15.6,36,2.31,18,0,2,7,9,0,1,0.06,1,0,0,0,0,0
189,Abdoulaye Bamba,Angers,6.2,6,0.97,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
190,Jonathan Bamba,Lille,21.5,87,4.04,49,13,11,7,6,1,7,0.33,5,0,0,1,1,0
191,Ever Banega,Sevilla,27.5,132,4.80,79,43,2,2,5,1,11,0.40,6,3,1,0,1,0
192,Mattia Bani,Bologna,24.5,11,0.45,11,0,0,0,0,0,1,0.04,1,0,0,0,0,0
193,Antonin Barak,Udinese,2.2,8,3.71,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
194,Antonin Barak,Lecce,15.2,47,3.09,41,0,1,3,2,0,5,0.33,4,0,1,0,0,0
195,Federico Barba,Valladolid,5.0,6,1.20,4,1,0,0,1,0,1,0.20,1,0,0,0,0,0
196,Danilo Barbosa,Nice,12.5,20,1.60,17,0,0,1,1,1,2,0.16,2,0,0,0,0,0
197,Melvin Bard,Lyon,0.5,2,4.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
198,Enis Bardhi,Levante,23.5,78,3.32,46,10,11,8,3,0,8,0.34,3,0,2,2,1,0
199,Phil Bardsley,Burnley,21.0,22,1.05,14,4,0,1,0,3,2,0.10,0,1,0,0,0,1
200,Nicolo Barella,Inter,22.4,61,2.73,50,1,3,2,5,0,5,0.22,4,0,0,0,1,0
201,Philipp Bargfrede,Werder Bremen,6.5,12,1.85,12,0,0,0,0,0,2,0.31,2,0,0,0,0,0
202,Antonino Barilla,Parma,18.8,23,1.23,17,2,0,2,2,0,3,0.16,3,0,0,0,0,0
203,Kike Barja,Osasuna,3.5,11,3.16,8,0,1,2,0,0,2,0.58,2,0,0,0,0,0
204,Ross Barkley,Chelsea,12.3,52,4.24,35,1,6,5,3,2,6,0.49,5,0,0,1,0,0
205,Aymen Barkok,Düsseldorf,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
206,Ashley Barnes,Burnley,15.0,24,1.60,16,0,1,2,5,0,3,0.20,2,0,0,0,1,0
208,Harvey Barnes,Leicester City,23.1,87,3.76,66,0,11,6,4,0,16,0.69,11,0,4,1,0,0
209,Antonio Barragan,Betis,7.1,20,2.81,17,1,2,0,0,0,4,0.56,3,0,1,0,0,0
210,Antonio Barreca,Genoa,12.2,15,1.23,11,2,1,1,0,0,1,0.08,1,0,0,0,0,0
211,Leandro Barreiro Martins,Mainz 05,10.4,19,1.82,15,1,0,0,2,1,3,0.29,3,0,0,0,0,0
212,Ander Barrenetxea,Real Sociedad,4.9,19,3.86,16,0,3,0,0,0,1,0.20,1,0,0,0,0,0
213,Edgar Barreto,Sampdoria,1.0,2,2.00,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
214,Musa Barrow,Bologna,15.0,80,5.32,52,8,12,6,2,0,10,0.66,5,0,4,1,0,0
215,Musa Barrow,Atalanta,2.1,9,4.26,4,0,1,3,1,0,2,0.95,2,0,0,0,0,0
216,Fin Bartels,Werder Bremen,3.8,11,2.93,9,0,1,1,0,0,0,0.00,0,0,0,0,0,0
217,Marc Bartra,Betis,28.0,17,0.61,13,0,2,2,0,0,2,0.07,1,0,0,1,0,0
218,Daniele Baselli,Torino,14.2,41,2.89,25,14,0,1,0,1,4,0.28,2,1,0,1,0,0
219,Chris Basham,Sheffield Utd,36.0,27,0.75,24,1,2,0,0,0,3,0.08,3,0,0,0,0,0
220,Toma Basic,Bordeaux,11.0,35,3.18,22,12,1,0,0,0,4,0.36,1,3,0,0,0,0
221,Thomas Basila,Nantes,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
222,Gil Bastiao Dias,Granada,4.0,16,4.04,12,0,1,1,0,2,3,0.76,2,0,0,0,0,1
223,Gil Bastiao Dias,Monaco,11.7,31,2.64,19,2,2,5,2,1,3,0.26,1,0,0,1,1,0
224,Borja Baston,Aston Villa,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
225,Alessandro Bastoni,Inter,21.3,36,1.69,29,1,2,3,0,1,2,0.09,2,0,0,0,0,0
226,Bastos,Lazio,8.5,7,0.82,3,0,3,0,1,0,0,0.00,0,0,0,0,0,0
227,Oliver Batista-Meier,Bayern Munich,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
228,Michy Batshuayi,Chelsea,2.7,7,2.64,5,0,1,1,0,0,2,0.75,1,0,0,1,0,0
229,Cristian Battocchio,Brest,15.5,38,2.46,19,13,0,2,2,2,4,0.26,1,1,0,0,1,1
230,Oliver Baumann,Hoffenheim,30.0,4,0.13,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
231,Julian Baumgartlinger,Leverkusen,19.9,34,1.71,31,0,0,3,0,0,4,0.20,4,0,0,0,0,0
232,Christoph Baumgartner,Hoffenheim,16.6,53,3.19,29,3,7,8,6,0,4,0.24,1,1,0,2,0,0
234,Noah Joel Sarenren Bazee,Augsburg,4.2,9,2.13,5,0,2,0,2,0,0,0.00,0,0,0,0,0,0
235,Ihlas Bebou,Hoffenheim,23.4,67,2.87,44,1,8,6,7,1,8,0.34,3,1,1,2,1,0
236,Rodrigo Becao,Udinese,24.6,9,0.37,7,0,0,1,0,1,1,0.04,0,0,0,1,0,0
237,Sheraldo Becker,Union Berlin,6.0,16,2.67,13,0,2,0,1,0,3,0.50,3,0,0,0,0,0
238,Timo Becker,Schalke 04,3.7,7,1.87,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
239,Jan Bednarek,Southampton,34.0,19,0.56,15,0,0,2,1,1,1,0.03,0,0,0,1,0,0
240,Asmir Begovic,Milan,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
241,Valon Behrami,Genoa,12.3,14,1.14,9,0,0,1,3,1,0,0.00,0,0,0,0,0,0
242,Maximilian Beier,Hoffenheim,1.2,2,1.65,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
243,Gaetan Belaud,Brest,6.4,6,0.93,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
244,Ishak Belfodil,Hoffenheim,3.0,11,3.69,8,0,2,1,0,0,0,0.00,0,0,0,0,0,0
245,Haris Belkebla,Brest,20.2,25,1.24,21,0,0,1,2,1,2,0.10,2,0,0,0,0,0
246,Raoul Bellanova,Atalanta,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
