Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - Drib,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - Drib,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Vs Dribbles - Tkl,Vs Dribbles - Att,Vs Dribbles - Tkl%,Vs Dribbles - Past,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
Rico Henry,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,34.0,33.0,2776.0,30.8,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.1,0.0,0.1,0.1,0.1,1.5,1.5,1.9,3.4,0.05,0.06,0.11,0.05,0.11,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,30.8,3.0,14.0,5.0,35.7,0.45,0.16,0.21,0.6,16.7,0.0,0.0,0.0,1.5,1.5,0.11,1.5,1.5,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,30.8,876.0,1215.0,72.1,13166.0,4428.0,504.0,592.0,85.1,287.0,396.0,72.5,58.0,132.0,43.9,0.0,1.9,2.2,-1.9,18.0,60.0,29.0,15.0,61.0,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,30.8,1215.0,1092.0,120.0,5.0,0.0,0.0,74.0,115.0,0.0,0.0,0.0,0.0,876.0,3.0,40.0,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,30.8,51.0,1.65,42.0,2.0,5.0,0.0,2.0,0.0,4.0,0.13,2.0,1.0,1.0,0.0,0.0,0.0,1207,GBR,DF,Brentford,eng Premier League,24.0,1997.0,30.8,28.0,20.0,18.0,8.0,2.0,12.0,34.0,35.3,22.0,31.0,10.0,21.0,26.0,54.0,76.0,1.0
Thomas Henry,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,33.0,23.0,2115.0,23.5,9.0,2.0,9.0,0.0,0.0,6.0,1.0,0.38,0.09,0.47,0.38,0.47,7.5,7.5,3.7,11.2,0.32,0.16,0.47,0.32,0.47,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,23.5,9.0,51.0,24.0,47.1,2.17,1.02,0.18,0.38,13.3,0.0,0.0,0.0,7.5,7.5,0.15,1.5,1.5,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,23.5,263.0,434.0,60.6,3781.0,651.0,152.0,230.0,66.1,69.0,109.0,63.3,21.0,28.0,75.0,2.0,3.7,2.3,-1.7,20.0,21.0,8.0,1.0,21.0,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,23.5,434.0,408.0,20.0,0.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,263.0,6.0,18.0,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,23.5,41.0,1.74,30.0,0.0,0.0,2.0,8.0,1.0,6.0,0.26,4.0,0.0,0.0,2.0,0.0,0.0,1208,FRA,FW,Venezia,it Serie A,26.0,1994.0,23.5,9.0,4.0,2.0,3.0,4.0,5.0,13.0,38.5,8.0,11.0,5.0,6.0,2.0,11.0,25.0,0.0
Christophe Hérelle,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,23.0,23.0,1932.0,21.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,21.5,0.0,6.0,2.0,33.3,0.28,0.09,0.0,0.0,11.1,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,21.5,702.0,821.0,85.5,15661.0,5131.0,158.0,184.0,85.9,402.0,438.0,91.8,139.0,186.0,74.7,0.0,0.2,0.3,-0.2,3.0,51.0,2.0,1.0,35.0,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,21.5,821.0,780.0,38.0,36.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,702.0,3.0,3.0,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,21.5,13.0,0.61,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209,MTQ,DF,Brest,fr Ligue 1,28.0,1992.0,21.5,48.0,28.0,30.0,16.0,2.0,17.0,26.0,65.4,9.0,20.0,15.0,5.0,44.0,92.0,84.0,1.0
Jérôme Hergault,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,8.0,5.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.04,0.07,0.03,0.07,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,3.9,0.0,1.0,0.0,0.0,0.26,0.0,0.0,,11.2,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,3.9,160.0,213.0,75.1,2433.0,928.0,88.0,108.0,81.5,59.0,77.0,76.6,6.0,14.0,42.9,0.0,0.2,0.3,-0.2,1.0,8.0,5.0,2.0,11.0,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,3.9,213.0,169.0,44.0,1.0,0.0,1.0,13.0,43.0,0.0,0.0,0.0,0.0,160.0,0.0,4.0,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,3.9,5.0,1.28,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210,FRA,DF,Lorient,fr Ligue 1,35.0,1986.0,3.9,3.0,1.0,1.0,2.0,0.0,2.0,5.0,40.0,3.0,4.0,1.0,3.0,4.0,7.0,7.0,0.0
Kike Hermoso,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2,0.2,0.0,0.2,0.24,0.0,0.24,0.24,0.24,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,1.0,2.0,1.0,50.0,2.0,1.0,0.5,1.0,10.5,0.0,0.0,0.0,0.2,0.2,0.12,0.8,0.8,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,50.0,60.0,83.3,919.0,168.0,17.0,18.0,94.4,29.0,34.0,85.3,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,60.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211,ESP,DF,Betis,es La Liga,21.0,1999.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,0.0,2.0,5.0,1.0
Mario Hermoso,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,26.0,21.0,1865.0,20.7,2.0,1.0,2.0,0.0,0.0,6.0,1.0,0.1,0.05,0.14,0.1,0.14,2.4,2.4,0.6,3.0,0.11,0.03,0.14,0.11,0.14,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,20.7,2.0,17.0,4.0,23.5,0.82,0.19,0.12,0.5,16.2,0.0,0.0,0.0,2.4,2.4,0.14,-0.4,-0.4,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,20.7,1115.0,1297.0,86.0,20339.0,7153.0,502.0,542.0,92.6,447.0,491.0,91.0,139.0,209.0,66.5,1.0,0.6,0.7,0.4,9.0,82.0,13.0,5.0,75.0,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,20.7,1297.0,1177.0,115.0,31.0,0.0,43.0,24.0,84.0,0.0,0.0,0.0,0.0,1115.0,5.0,11.0,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,20.7,30.0,1.45,22.0,2.0,0.0,4.0,0.0,2.0,5.0,0.24,2.0,0.0,0.0,1.0,0.0,2.0,1212,ESP,DF,Atlético Madrid,es La Liga,26.0,1995.0,20.7,30.0,15.0,23.0,4.0,3.0,20.0,38.0,52.6,18.0,18.0,3.0,15.0,29.0,59.0,49.0,2.0
Aridane Hernández,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,15.0,12.0,1159.0,12.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.01,0.01,0.02,0.01,0.02,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,12.9,0.0,2.0,0.0,0.0,0.16,0.0,0.0,,14.2,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,12.9,430.0,540.0,79.6,8873.0,3349.0,121.0,142.0,85.2,240.0,282.0,85.1,61.0,103.0,59.2,0.0,0.1,0.5,-0.1,2.0,26.0,2.0,1.0,24.0,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,12.9,540.0,524.0,15.0,14.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,430.0,1.0,1.0,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,12.9,7.0,0.54,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1213,GNQ,DF,Osasuna,es La Liga,32.0,1989.0,12.9,12.0,9.0,10.0,2.0,0.0,3.0,13.0,23.1,10.0,11.0,9.0,2.0,20.0,32.0,71.0,0.0
Lucas Hernández,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,25.0,25.0,2030.0,22.6,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,0.6,1.2,0.03,0.03,0.06,0.03,0.06,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,22.6,0.0,4.0,1.0,25.0,0.18,0.04,0.0,0.0,10.4,0.0,0.0,0.0,0.6,0.6,0.16,-0.6,-0.6,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,22.6,1783.0,1995.0,89.4,31360.0,11842.0,736.0,786.0,93.6,911.0,976.0,93.3,117.0,184.0,63.6,1.0,0.6,0.9,0.4,9.0,167.0,10.0,3.0,132.0,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,22.6,1995.0,1888.0,105.0,38.0,0.0,25.0,9.0,67.0,0.0,0.0,0.0,0.0,1783.0,2.0,12.0,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,22.6,29.0,1.29,24.0,0.0,1.0,0.0,2.0,2.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,1214,FRA,DF,Bayern Munich,de Bundesliga,25.0,1996.0,22.6,50.0,31.0,20.0,24.0,6.0,26.0,42.0,61.9,16.0,22.0,11.0,11.0,28.0,78.0,54.0,1.0
Luis Hernández,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,16.0,15.0,1366.0,15.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.2,1.0,0.05,0.01,0.06,0.05,0.06,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,15.2,0.0,6.0,1.0,16.7,0.4,0.07,0.0,0.0,12.3,0.0,0.0,0.0,0.7,0.7,0.12,-0.7,-0.7,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,15.2,622.0,806.0,77.2,13293.0,5416.0,170.0,189.0,89.9,346.0,389.0,88.9,99.0,204.0,48.5,0.0,0.2,0.5,-0.2,5.0,43.0,4.0,2.0,43.0,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,15.2,806.0,674.0,127.0,34.0,1.0,12.0,9.0,93.0,0.0,0.0,0.0,0.0,622.0,5.0,7.0,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,15.2,17.0,1.12,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215,ESP,DF,Cádiz,es La Liga,32.0,1989.0,15.2,9.0,5.0,9.0,0.0,0.0,5.0,8.0,62.5,3.0,5.0,3.0,2.0,16.0,25.0,34.0,0.0
Mario Hernández,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,9.0,5.0,395.0,4.4,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.23,0.0,0.23,0.23,0.23,0.3,0.3,0.0,0.4,0.07,0.01,0.08,0.07,0.08,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,4.4,1.0,3.0,1.0,33.3,0.68,0.23,0.33,1.0,15.4,0.0,0.0,0.0,0.3,0.3,0.11,0.7,0.7,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,4.4,139.0,208.0,66.8,2254.0,1055.0,70.0,84.0,83.3,56.0,78.0,71.8,9.0,33.0,27.3,0.0,0.0,0.3,0.0,2.0,12.0,5.0,2.0,9.0,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,4.4,208.0,161.0,46.0,3.0,1.0,0.0,15.0,43.0,0.0,0.0,0.0,0.0,139.0,1.0,5.0,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,4.4,4.0,0.91,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,1216,ESP,"DF,FW",Rayo Vallecano,es La Liga,22.0,1999.0,4.4,10.0,4.0,7.0,3.0,0.0,5.0,9.0,55.6,4.0,1.0,0.0,1.0,4.0,14.0,7.0,0.0
Theo Hernández,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,32.0,30.0,2711.0,30.1,5.0,5.0,4.0,1.0,2.0,7.0,2.0,0.17,0.17,0.33,0.13,0.3,4.8,3.9,6.9,10.8,0.16,0.23,0.39,0.13,0.36,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,30.1,5.0,40.0,13.0,32.5,1.33,0.43,0.1,0.31,24.5,8.0,1.0,2.0,4.8,3.9,0.1,0.2,0.1,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,30.1,1404.0,1741.0,80.6,23589.0,7820.0,727.0,822.0,88.4,531.0,633.0,83.9,121.0,208.0,58.2,5.0,6.9,5.8,-1.9,51.0,89.0,34.0,11.0,98.0,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,30.1,1741.0,1383.0,354.0,71.0,4.0,18.0,126.0,241.0,42.0,2.0,38.0,0.0,1404.0,4.0,34.0,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,30.1,102.0,3.39,55.0,25.0,4.0,5.0,10.0,3.0,13.0,0.43,10.0,0.0,1.0,2.0,0.0,0.0,1217,FRA,DF,Milan,it Serie A,23.0,1997.0,30.1,53.0,35.0,34.0,14.0,5.0,29.0,40.0,72.5,11.0,16.0,3.0,13.0,23.0,76.0,29.0,3.0
Hernani,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,18.0,7.0,682.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,0.1,0.03,0.13,0.1,0.13,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,7.6,0.0,10.0,4.0,40.0,1.32,0.53,0.0,0.0,21.9,3.0,0.0,0.0,0.8,0.8,0.08,-0.8,-0.8,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,7.6,171.0,237.0,72.2,2623.0,630.0,95.0,110.0,86.4,53.0,80.0,66.3,12.0,19.0,63.2,0.0,0.2,0.2,-0.2,2.0,13.0,3.0,2.0,14.0,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,7.6,237.0,221.0,16.0,9.0,0.0,3.0,15.0,1.0,4.0,2.0,2.0,0.0,171.0,0.0,12.0,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,7.6,8.0,1.06,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218,BRA,"MF,FW",Genoa,it Serie A,27.0,1994.0,7.6,20.0,10.0,8.0,9.0,3.0,13.0,32.0,40.6,19.0,17.0,4.0,13.0,13.0,33.0,5.0,1.0
Ander Herrera,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,19.0,12.0,1091.0,12.1,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.25,0.16,0.41,0.25,0.41,1.0,1.0,1.6,2.7,0.09,0.13,0.22,0.09,0.22,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,12.1,3.0,14.0,3.0,21.4,1.15,0.25,0.21,1.0,22.3,0.0,0.0,0.0,1.0,1.0,0.07,2.0,2.0,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,12.1,970.0,1060.0,91.5,14459.0,3847.0,542.0,573.0,94.6,308.0,332.0,92.8,67.0,84.0,79.8,2.0,1.6,2.5,0.4,18.0,102.0,18.0,0.0,74.0,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,12.1,1060.0,1044.0,12.0,9.0,8.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,970.0,4.0,5.0,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,12.1,40.0,3.3,34.0,0.0,2.0,1.0,1.0,2.0,7.0,0.58,7.0,0.0,0.0,0.0,0.0,0.0,1219,ESP,MF,Paris S-G,fr Ligue 1,31.0,1989.0,12.1,29.0,17.0,7.0,16.0,6.0,14.0,39.0,35.9,25.0,22.0,8.0,14.0,14.0,43.0,8.0,0.0
Héctor Herrera,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,21.0,8.0,859.0,9.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.9,0.05,0.05,0.1,0.05,0.1,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,9.5,0.0,8.0,3.0,37.5,0.84,0.31,0.0,0.0,23.8,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,9.5,560.0,668.0,83.8,9068.0,2884.0,274.0,299.0,91.6,192.0,236.0,81.4,60.0,82.0,73.2,0.0,0.5,0.8,-0.5,10.0,52.0,7.0,2.0,46.0,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,9.5,668.0,636.0,31.0,25.0,3.0,7.0,10.0,4.0,2.0,0.0,1.0,0.0,560.0,1.0,6.0,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,9.5,21.0,2.2,17.0,2.0,1.0,1.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,1220,MEX,MF,Atlético Madrid,es La Liga,31.0,1990.0,9.5,16.0,8.0,11.0,4.0,1.0,7.0,20.0,35.0,13.0,13.0,2.0,11.0,12.0,28.0,16.0,0.0
Sergio Herrera,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,668.0,1160.0,57.6,28645.0,25459.0,42.0,43.0,97.7,185.0,196.0,94.4,440.0,917.0,48.0,0.0,0.0,0.1,0.0,1.0,64.0,0.0,0.0,0.0,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,1160.0,716.0,442.0,136.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,2.0,0.0,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,4.0,0.11,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222,ESP,GK,Osasuna,es La Liga,28.0,1993.0,36.0,3.0,2.0,3.0,0.0,0.0,3.0,6.0,50.0,3.0,1.0,0.0,1.0,1.0,4.0,18.0,0.0
Yangel Herrera,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,23.0,19.0,1645.0,18.3,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.05,0.11,0.05,0.11,1.0,1.0,0.8,1.9,0.06,0.05,0.1,0.06,0.1,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,18.3,1.0,15.0,2.0,13.3,0.82,0.11,0.07,0.5,19.8,0.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,18.3,702.0,870.0,80.7,10580.0,3101.0,381.0,448.0,85.0,261.0,311.0,83.9,35.0,52.0,67.3,1.0,0.8,0.9,0.2,12.0,68.0,5.0,0.0,51.0,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,18.3,870.0,851.0,15.0,11.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,702.0,4.0,17.0,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,18.3,27.0,1.48,20.0,0.0,2.0,1.0,3.0,1.0,5.0,0.27,4.0,0.0,0.0,0.0,0.0,1.0,1223,VEN,MF,Espanyol,es La Liga,23.0,1998.0,18.3,41.0,31.0,19.0,19.0,3.0,18.0,39.0,46.2,21.0,27.0,5.0,22.0,19.0,60.0,33.0,1.0
Patrick Herrmann,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,23.0,5.0,754.0,8.4,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,0.48,0.0,0.48,1.7,1.7,1.7,3.4,0.2,0.21,0.4,0.2,0.4,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,8.4,0.0,13.0,4.0,30.8,1.55,0.48,0.0,0.0,14.9,1.0,0.0,0.0,1.7,1.7,0.13,-1.7,-1.7,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,8.4,254.0,370.0,68.6,4289.0,1390.0,133.0,161.0,82.6,88.0,124.0,71.0,28.0,60.0,46.7,4.0,1.7,2.1,2.3,18.0,16.0,11.0,5.0,23.0,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,8.4,370.0,293.0,76.0,15.0,2.0,0.0,63.0,39.0,22.0,11.0,10.0,0.0,254.0,1.0,10.0,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,8.4,36.0,4.29,23.0,9.0,1.0,2.0,1.0,0.0,6.0,0.71,5.0,1.0,0.0,0.0,0.0,0.0,1224,DEU,"DF,FW",M'Gladbach,de Bundesliga,30.0,1991.0,8.4,15.0,7.0,5.0,6.0,4.0,9.0,24.0,37.5,15.0,10.0,1.0,9.0,6.0,21.0,8.0,0.0
Son Heung-min,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,35.0,35.0,3006.0,33.4,23.0,7.0,23.0,0.0,0.0,2.0,0.0,0.69,0.21,0.9,0.69,0.9,15.6,15.6,8.5,24.1,0.47,0.25,0.72,0.47,0.72,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,33.4,23.0,86.0,48.0,55.8,2.57,1.44,0.27,0.48,15.7,2.0,0.0,0.0,15.6,15.6,0.19,7.4,7.4,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,33.4,928.0,1219.0,76.1,12453.0,3148.0,569.0,623.0,91.3,239.0,316.0,75.6,48.0,151.0,31.8,7.0,8.5,5.6,-1.5,72.0,33.0,42.0,4.0,65.0,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,33.4,1219.0,1007.0,207.0,37.0,2.0,3.0,192.0,7.0,157.0,66.0,53.0,0.0,928.0,5.0,33.0,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,33.4,135.0,4.04,82.0,35.0,2.0,9.0,6.0,1.0,13.0,0.39,7.0,3.0,0.0,0.0,3.0,0.0,1225,KOR,"MF,FW",Tottenham,eng Premier League,29.0,1992.0,33.4,15.0,6.0,5.0,7.0,3.0,5.0,23.0,21.7,18.0,27.0,6.0,21.0,13.0,28.0,8.0,0.0
