,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
734,Samuel Di Carmine,Cremonese,0.3,0,1,0,0.0,3.21,0.00,0.00,0.0,11.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
735,Federico Di Francesco,Lecce,22.6,2,39,16,41.0,1.73,0.71,0.05,0.13,17.4,1,0,0,3.3,3.3,0.08,-1.3,-1.3
736,Michele Di Gregorio,Monza,37.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
737,Giovanni Di Lorenzo,Napoli,36.2,3,31,13,41.9,0.86,0.36,0.10,0.23,11.8,0,0,0,2.7,2.7,0.09,+0.3,+0.3
738,Angel Di Maria,Juventus,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06,+0.9,+0.7
739,Boulaye Dia,Salernitana,28.0,16,47,21,44.7,1.68,0.75,0.32,0.71,15.0,0,1,1,8.8,8.0,0.17,+7.2,+7.0
740,Moussa Diaby,Leverkusen,30.0,9,79,34,43.0,2.63,1.13,0.11,0.26,17.8,0,0,1,11.0,10.3,0.13,-2.0,-1.3
741,Mouctar Diakhaby,Valencia,27.2,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13,+0.3,+0.3
742,Mamadou Diakhon,Reims,0.2,0,1,0,0.0,4.29,0.00,0.00,0.0,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0
743,Bafode Diakite,Lille,29.5,3,19,6,31.6,0.64,0.20,0.16,0.50,11.4,0,0,0,1.7,1.7,0.09,+1.3,+1.3
744,Ibrahim Diakite,Reims,1.5,0,1,1,100.0,0.69,0.69,0.00,0.00,7.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2
745,Abdou Diallo,RB Leipzig,5.3,1,4,1,25.0,0.75,0.19,0.25,1.00,8.0,0,0,0,0.4,0.4,0.10,+0.6,+0.6
746,Baila Diallo,Clermont Foot,1.0,0,1,0,0.0,1.01,0.00,0.00,0.0,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0
747,Habib Diallo,Strasbourg,32.0,20,90,36,40.0,2.81,1.13,0.19,0.47,13.0,1,3,4,17.8,14.5,0.17,+2.2,+2.5
748,Ibrahima Diallo,Southampton,9.1,0,6,0,0.0,0.66,0.00,0.00,0.0,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
749,Ismael Diallo,Ajaccio,24.2,0,3,0,0.0,0.12,0.00,0.00,0.0,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
750,Mamady Diarra,Cádiz,0.7,0,3,0,0.0,4.09,0.00,0.00,0.0,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
751,Mouhamadou Diarra,Strasbourg,18.1,3,23,9,39.1,1.27,0.50,0.13,0.33,20.1,0,0,0,1.8,1.8,0.08,+1.2,+1.2
752,Moussa Diarra,Toulouse,13.6,0,1,0,0.0,0.07,0.00,0.00,0.0,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2
754,Stephane Diarra,Lorient,11.8,2,20,8,40.0,1.69,0.68,0.10,0.25,16.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2
755,Youba Diarra,Cádiz,1.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
756,Ruben Dias,Manchester City,22.2,0,10,2,20.0,0.45,0.09,0.00,0.00,9.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3
757,Krepin Diatta,Monaco,23.0,4,40,18,45.0,1.74,0.78,0.10,0.22,15.2,0,0,0,4.6,4.6,0.12,-0.6,-0.6
758,Mory Diaw,Clermont Foot,37.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
759,Brahim Diaz,Milan,21.4,6,35,16,45.7,1.64,0.75,0.17,0.38,14.5,1,0,0,6.0,6.0,0.17,0.0,0.0
760,Luis Diaz,Liverpool,11.1,4,27,8,29.6,2.44,0.72,0.15,0.50,15.1,0,0,0,2.5,2.5,0.09,+1.5,+1.5
761,Justin Diehl,Köln,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
762,Bamba Dieng,Marseille,2.2,1,11,5,45.5,5.10,2.32,0.09,0.20,12.5,0,0,0,1.5,1.5,0.14,-0.5,-0.5
763,Bamba Dieng,Lorient,8.3,3,21,7,33.3,2.53,0.84,0.10,0.29,16.0,0,1,1,4.9,4.1,0.23,-1.9,-2.1
764,Eric Dier,Tottenham,31.3,2,17,4,23.5,0.54,0.13,0.12,0.50,11.8,2,0,0,1.6,1.6,0.10,+0.4,+0.4
765,Florian Dietz,Köln,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5
766,Lucas Digne,Aston Villa,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,+0.6,+0.6
767,Federico Dimarco,Inter,23.0,4,49,15,30.6,2.13,0.65,0.08,0.27,20.7,7,0,0,3.1,3.1,0.06,+0.9,+0.9
768,Stole Dimitrievski,Rayo Vallecano,36.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
769,Junior Dina Ebimbe,Eint Frankfurt,11.8,3,26,10,38.5,2.20,0.85,0.12,0.30,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7
770,Tristan Dingome,Troyes,1.1,0,3,1,33.3,2.73,0.91,0.00,0.00,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
771,Eren Dinkci,Werder Bremen,2.6,0,6,0,0.0,2.34,0.00,0.00,0.0,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4
772,Sinaly Diomande,Lyon,21.7,0,10,2,20.0,0.46,0.09,0.00,0.00,12.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8
773,Lois Diony,Angers,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2
774,Edan Diop,Monaco,2.5,1,6,2,33.3,2.42,0.81,0.17,0.50,15.6,0,0,0,1.2,1.2,0.20,-0.2,-0.2
775,Issa Diop,Fulham,22.4,1,3,2,66.7,0.13,0.09,0.33,0.50,12.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7
776,Sofiane Diop,Nice,13.6,1,28,9,32.1,2.05,0.66,0.04,0.11,20.0,1,0,0,2.6,2.6,0.09,-1.6,-1.6
777,Sofiane Diop,Monaco,0.7,1,2,1,50.0,2.77,1.38,0.50,1.00,10.5,0,0,0,1.0,1.0,0.50,0.0,0.0
778,Yehvann Diouf,Reims,31.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
780,Axel Disasi,Monaco,37.0,3,28,9,32.1,0.76,0.24,0.11,0.33,15.4,0,0,1,3.8,3.0,0.11,-0.8,0.0
781,Tiago Djalo,Lille,22.4,2,15,4,26.7,0.67,0.18,0.13,0.50,12.7,0,0,0,1.3,1.3,0.08,+0.7,+0.7
782,Djene,Getafe,31.6,0,9,1,11.1,0.29,0.03,0.00,0.00,15.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
783,Moussa Djenepo,Southampton,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
784,Koffi Djidji,Torino,26.9,1,8,4,50.0,0.30,0.15,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12,+0.1,+0.1
785,Alexander Djiku,Strasbourg,29.7,1,17,5,29.4,0.57,0.17,0.06,0.20,14.4,1,0,0,1.4,1.4,0.08,-0.4,-0.4
786,Berat Djimsiti,Atalanta,20.0,0,5,0,0.0,0.25,0.00,0.00,0.0,7.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6
787,Moussa Djitte,Ajaccio,1.5,0,2,0,0.0,1.32,0.00,0.00,0.0,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
788,Ouparine Djoco,Clermont Foot,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
789,Marko Dmitrovic,Sevilla,14.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
790,Alan Do Marcolino,Rennes,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
791,Ben Doak,Liverpool,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
792,Ritsu Doan,Freiburg,26.9,5,57,27,47.4,2.12,1.00,0.09,0.19,17.3,0,0,0,7.0,7.0,0.12,-2.0,-2.0
793,Dodo,Fiorentina,25.9,1,11,4,36.4,0.42,0.15,0.09,0.25,20.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3
794,Danilho Doekhi,Union Berlin,24.6,5,17,9,52.9,0.69,0.37,0.29,0.56,11.6,0,0,0,1.9,1.9,0.11,+3.1,+3.1
795,Matt Doherty,Tottenham,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,12.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2
796,Matt Doherty,Atlético Madrid,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
797,Josh Doig,Hellas Verona,15.0,2,18,6,33.3,1.20,0.40,0.11,0.33,16.1,0,0,0,1.8,1.8,0.10,+0.2,+0.2
798,Jeremy Doku,Rennes,14.3,6,26,12,46.2,1.81,0.84,0.23,0.50,15.7,0,0,0,2.7,2.7,0.10,+3.3,+3.3
799,Kasper Dolberg,Sevilla,2.2,0,2,1,50.0,0.91,0.46,0.00,0.00,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0
800,Kasper Dolberg,Hoffenheim,4.5,1,7,3,42.9,1.57,0.67,0.14,0.33,16.7,0,0,0,0.5,0.5,0.07,+0.5,+0.5
801,Carlos Dominguez,Celta Vigo,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,21.5,0,0,0,0.0,0.0,0.03,0.0,0.0
802,Nicolas Dominguez,Bologna,25.6,3,42,17,40.5,1.64,0.67,0.07,0.18,22.5,0,0,0,2.6,2.6,0.06,+0.4,+0.4
803,John Donald,Elche,12.1,0,2,0,0.0,0.16,0.00,0.00,0.0,11.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
804,Giulio Donati,Monza,4.7,1,2,1,50.0,0.43,0.21,0.50,1.00,19.2,0,0,0,0.4,0.4,0.20,+0.6,+0.6
806,Kyliane Dong,Troyes,2.4,0,2,0,0.0,0.85,0.00,0.00,0.0,20.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
807,Jordan Dongmo,Troyes,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
808,Gianluigi Donnarumma,Paris S-G,37.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
809,Niklas Dorsch,Augsburg,5.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
810,Gabriel Dos Santos,Arsenal,37.9,3,32,9,28.1,0.84,0.24,0.09,0.33,11.9,0,0,0,5.1,5.1,0.16,-2.1,-2.1
811,Jodel Dossou,Clermont Foot,2.9,1,6,3,50.0,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07,+0.6,+0.6
812,Lohann Doucet,Nantes,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,16.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
813,Abdoulaye Doucoure,Everton,17.0,5,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,+2.6,+2.6
814,Cheick Doucoure,Crystal Palace,30.8,0,36,7,19.4,1.17,0.23,0.00,0.00,24.6,0,0,0,1.4,1.4,0.04,-1.4,-1.4
815,Ckene Doucoure,Lorient,1.5,0,7,1,14.3,4.63,0.66,0.00,0.00,13.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7
816,Desire Doue,Rennes,12.4,3,21,6,28.6,1.70,0.48,0.14,0.50,21.0,0,0,0,1.6,1.6,0.07,+1.4,+1.4
817,Guela Doue,Rennes,0.1,0,1,0,0.0,7.50,0.00,0.00,0.0,31.4,0,0,0,0.0,0.0,0.03,0.0,0.0
818,Ismael Doukoure,Strasbourg,25.5,1,9,2,22.2,0.35,0.08,0.11,0.50,25.4,0,0,0,0.3,0.3,0.03,+0.7,+0.7
819,Kamory Doumbia,Reims,12.8,2,25,9,36.0,1.95,0.70,0.04,0.11,19.8,0,1,1,3.7,2.9,0.12,-1.7,-1.9
820,Souleyman Doumbia,Angers,19.9,0,7,2,28.6,0.35,0.10,0.00,0.00,16.0,0,0,0,1.0,1.0,0.14,-1.0,-1.0
821,Flynn Downes,West Ham,8.5,0,4,1,25.0,0.47,0.12,0.00,0.00,14.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
822,Kami Doyle,Southampton,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
823,Bartlomiej Dragowski,Spezia,32.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
824,Cody Drameh,Leeds United,0.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
825,Dion Drena Beljo,Augsburg,12.5,3,13,5,38.5,1.04,0.40,0.23,0.60,15.2,0,0,0,1.6,1.6,0.12,+1.4,+1.4
826,Dominick Drexler,Schalke 04,15.2,4,16,6,37.5,1.05,0.40,0.25,0.67,14.6,0,0,0,2.4,2.4,0.15,+1.6,+1.6
827,Domingos Duarte,Getafe,29.5,0,16,4,25.0,0.54,0.14,0.00,0.00,11.0,0,0,0,1.3,1.3,0.08,-1.3,-1.3
828,Martin Dubravka,Newcastle Utd,1.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
829,Marvin Ducksch,Werder Bremen,31.7,12,94,43,45.7,2.97,1.36,0.13,0.28,19.1,14,0,1,11.3,10.5,0.11,+0.7,+1.5
830,Ondrej Duda,Hellas Verona,11.8,0,13,4,30.8,1.10,0.34,0.00,0.00,22.6,1,0,0,0.8,0.8,0.07,-0.8,-0.8
832,Ondrej Duda,Köln,7.7,0,12,3,25.0,1.57,0.39,0.00,0.00,18.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
833,Shane Duffy,Fulham,0.2,0,1,0,0.0,4.50,0.00,0.00,0.0,6.1,0,0,0,0.2,0.2,0.16,-0.2,-0.2
834,Remy Dugimont,Auxerre,1.3,0,4,1,25.0,3.19,0.80,0.00,0.00,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
835,Denzel Dumfries,Inter,24.6,1,33,13,39.4,1.34,0.53,0.03,0.08,11.4,0,0,0,3.6,3.6,0.11,-2.6,-2.6
836,Alfred Duncan,Fiorentina,12.3,1,9,2,22.2,0.73,0.16,0.11,0.50,24.1,0,0,0,0.5,0.5,0.05,+0.5,+0.5
837,Lewis Dunk,Brighton,36.0,1,22,3,13.6,0.61,0.08,0.05,0.33,11.7,1,0,0,1.7,1.7,0.08,-0.7,-0.7
838,Maxime Dupe,Toulouse,38.0,0,1,0,0.0,0.03,0.00,0.00,0.0,13.4,0,0,0,0.0,0.0,0.04,0.0,0.0
839,Jhon Duran,Aston Villa,1.5,0,7,2,28.6,4.63,1.32,0.00,0.00,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
840,Pablo Duran,Celta Vigo,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
841,Julien Duranville,Dortmund,0.3,0,1,0,0.0,3.10,0.00,0.00,0.0,25.4,0,0,0,0.0,0.0,0.02,0.0,0.0
842,Hugo Duro,Valencia,15.4,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,0,1,4.4,3.6,0.11,-3.4,-2.6
843,Jean-Kevin Duverne,Brest,27.9,0,5,1,20.0,0.18,0.04,0.00,0.00,17.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4
844,Paulo Dybala,Roma,19.3,12,60,18,30.0,3.11,0.93,0.12,0.39,20.7,3,5,5,9.3,5.3,0.09,+2.7,+1.7
845,Edin Dzeko,Inter,19.2,9,73,24,32.9,3.79,1.25,0.12,0.38,14.4,0,0,0,9.7,9.7,0.13,-0.7,-0.7
846,Malcolm Ebiowei,Crystal Palace,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
847,Festy Ebosele,Udinese,4.6,0,4,1,25.0,0.88,0.22,0.00,0.00,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
848,Enzo Ebosse,Udinese,10.3,0,3,0,0.0,0.29,0.00,0.00,0.0,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
849,Tyronne Ebuehi,Empoli,21.4,2,19,4,21.1,0.89,0.19,0.11,0.50,10.9,0,0,0,3.1,3.1,0.16,-1.1,-1.1
850,Ederson,Manchester City,35.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
851,Ederson,Atalanta,24.6,1,36,10,27.8,1.46,0.41,0.03,0.10,21.3,0,0,0,2.0,2.0,0.06,-1.0,-1.0
852,Odsonne Edouard,Crystal Palace,20.0,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0,0,0,4.2,4.2,0.11,+0.8,+0.8
853,Samuel Edozie,Southampton,6.3,0,8,3,37.5,1.27,0.48,0.00,0.00,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9
854,Maximilian Eggestein,Freiburg,27.2,1,16,4,25.0,0.59,0.15,0.06,0.25,21.6,0,0,0,0.9,0.9,0.06,+0.1,+0.1
855,Lilian Egloff,Stuttgart,2.7,0,8,0,0.0,2.99,0.00,0.00,0.0,20.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
856,Inigo Eguaras,Almería,10.7,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,0,1.0,1.0,0.13,0.0,0.0
858,Kingsley Ehizibue,Udinese,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2.0,2.0,0.16,0.0,0.0
859,Kingsley Ehizibue,Köln,0.7,0,1,1,100.0,1.48,1.48,0.00,0.00,35.5,0,0,0,0.0,0.0,0.02,0.0,0.0
860,Julian Eitschberger,Hertha BSC,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
861,Chidera Ejuke,Hertha BSC,9.9,0,24,5,20.8,2.43,0.51,0.00,0.00,21.1,0,0,0,1.5,1.5,0.06,-1.5,-1.5
862,Albin Ekdal,Spezia,19.3,0,19,4,21.1,0.99,0.21,0.00,0.00,14.4,0,0,0,2.9,2.9,0.16,-2.9,-2.9
863,Hugo Ekitike,Paris S-G,12.8,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,0,3.7,3.7,0.11,-0.7,-0.7
864,Emmanuel Ekong,Empoli,0.2,0,1,0,0.0,4.50,0.00,0.00,0.0,28.2,0,0,0,0.0,0.0,0.04,0.0,0.0
865,Anthony Elanga,Manchester Utd,4.7,0,10,4,40.0,2.11,0.85,0.00,0.00,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
866,Alberth Elis,Brest,2.9,0,4,1,25.0,1.40,0.35,0.00,0.00,13.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5
867,Mikael Ellertsson,Spezia,1.9,0,2,0,0.0,1.05,0.00,0.00,0.0,21.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
868,Harvey Elliott,Liverpool,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1
869,Elif Elmas,Napoli,18.1,6,32,10,31.3,1.77,0.55,0.16,0.50,17.7,1,1,1,4.0,3.3,0.10,+2.0,+1.7
870,Mohamed Elneny,Arsenal,1.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
871,Aritz Elustondo,Real Sociedad,16.1,0,8,0,0.0,0.50,0.00,0.00,0.0,21.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7
872,Nico Elvedi,M'Gladbach,31.4,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0,0,0,2.6,2.6,0.14,+0.4,+0.4
873,Rodrigo Ely,Almería,35.1,0,19,1,5.3,0.54,0.03,0.00,0.00,14.7,1,0,0,1.0,1.0,0.05,-1.0,-1.0
874,Mohamed Elyounoussi,Southampton,24.1,1,36,10,27.8,1.49,0.42,0.03,0.10,15.8,0,0,0,3.5,3.5,0.10,-2.5,-2.5
875,Adri Embarba,Almería,16.4,4,47,19,40.4,2.87,1.16,0.06,0.16,23.9,13,1,1,3.8,3.1,0.06,+0.2,-0.1
876,Adri Embarba,Espanyol,0.4,0,2,0,0.0,5.14,0.00,0.00,0.0,29.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1
877,Breel Embolo,Monaco,20.7,12,40,20,50.0,1.94,0.97,0.30,0.60,10.9,0,0,1,8.5,7.6,0.19,+3.5,+4.4
878,Emerson,Tottenham,19.3,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,1.7,1.7,0.10,+0.3,+0.3
879,Youssef En-Nesyri,Sevilla,18.5,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14,-0.1,-0.1
880,Wataru Endo,Stuttgart,32.5,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09,+1.2,+1.2
881,Arne Engels,Augsburg,16.0,0,17,2,11.8,1.06,0.12,0.00,0.00,26.8,2,0,0,0.6,0.6,0.03,-0.6,-0.6
882,Christian Eriksen,Manchester Utd,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5.0,5.0,0.13,-4.0,-4.0
884,Martin Erlic,Sassuolo,25.9,0,4,0,0.0,0.15,0.00,0.00,0.0,8.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5
885,Tjark Ernst,Hertha BSC,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
886,Gonzalo Escalante,Cremonese,6.2,0,6,1,16.7,0.97,0.16,0.00,0.00,17.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
887,Gonzalo Escalante,Cádiz,12.5,4,14,6,42.9,1.12,0.48,0.29,0.67,12.5,0,0,0,3.5,3.5,0.25,+0.5,+0.5
888,Sergio Escudero,Valladolid,16.0,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3,0,0,1.5,1.5,0.06,-0.5,-0.5
889,Alfonso Espino,Cádiz,34.7,0,20,1,5.0,0.58,0.03,0.00,0.00,28.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5
890,Bernardo Espinosa,Girona,13.6,1,11,5,45.5,0.81,0.37,0.09,0.20,10.7,0,0,0,1.2,1.2,0.11,-0.2,-0.2
891,Salvatore Esposito,Spezia,10.8,1,14,2,14.3,1.30,0.19,0.07,0.50,28.5,11,0,0,0.7,0.7,0.05,+0.3,+0.3
892,Maxime Esteve,Montpellier,18.3,0,6,0,0.0,0.33,0.00,0.00,0.0,9.5,0,0,0,0.6,0.6,0.09,-0.6,-0.6
893,Pervis Estupinan,Brighton,29.7,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,1.7,1.7,0.06,-0.7,-0.7
894,Jonny Evans,Leicester City,11.7,0,1,1,100.0,0.09,0.09,0.00,0.00,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2
895,Edu Exposito,Espanyol,12.9,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2,0,0,0.9,0.9,0.05,+1.1,+1.1
896,Eberechi Eze,Crystal Palace,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,+2.7,+2.5
897,Kimberly Ezekwem,Freiburg,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
898,Nicolas Ezequiel Fernandez,Elche,5.7,0,5,2,40.0,0.88,0.35,0.00,0.00,14.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
899,Abdessamad Ezzalzouli,Osasuna,16.7,4,40,16,40.0,2.39,0.96,0.10,0.25,19.1,2,0,0,2.7,2.7,0.07,+1.3,+1.3
900,Lukasz Fabianski,West Ham,34.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
901,Fabinho,Liverpool,29.7,0,18,4,22.2,0.61,0.13,0.00,0.00,22.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7
902,Fabio,Nantes,2.5,0,3,2,66.7,1.21,0.80,0.00,0.00,13.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
903,Noah Fadiga,Brest,14.5,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0,0,0,0.7,0.7,0.07,+0.3,+0.3
904,Wout Faes,Leicester City,31.0,1,13,3,23.1,0.42,0.10,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2
905,Wout Faes,Reims,3.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
906,Nicolo Fagioli,Juventus,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,+1.5,+1.5
907,Ralf Fahrmann,Schalke 04,11.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
908,Romain Faivre,Lorient,13.8,5,25,14,56.0,1.81,1.01,0.20,0.36,17.0,0,0,0,2.7,2.7,0.11,+2.3,+2.3
910,Romain Faivre,Lyon,3.3,0,5,2,40.0,1.50,0.60,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2
911,Radamel Falcao,Rayo Vallecano,6.8,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.10,-0.9,-1.1
912,Wladimiro Falcone,Lecce,38.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
913,Fali,Cádiz,19.0,0,9,0,0.0,0.47,0.00,0.00,0.0,16.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
914,Fallou Fall,Reims,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
915,Mamadou Fall,Villarreal,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
916,Davide Faraoni,Hellas Verona,16.5,2,20,5,25.0,1.21,0.30,0.10,0.40,18.6,0,0,0,2.7,2.7,0.14,-0.7,-0.7
