,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
1308,Cameron Jerome,eng ENG,FW,Stoke City,Premier League,26.0,1986.0,1.0,5.0,5.0,,0.1,0.0,,,1.0,,,,,,,,
1309,Cameron Jerome,eng ENG,FW,Crystal Palace,Premier League,26.0,1986.0,28.0,1749.0,62.0,,19.4,20.0,,5.0,8.0,,,,,,,,
1310,Jesé,es ESP,"FW,MF",Real Madrid,La Liga,20.0,1993.0,18.0,614.0,34.0,,6.8,4.0,,2.0,14.0,,,,,,,,
1311,Juan Jesus,br BRA,DF,Inter,Serie A,22.0,1991.0,27.0,2350.0,87.0,,26.1,27.0,,24.0,0.0,,,,,,,,
1312,Javi Jiménez,es ESP,GK,Levante,La Liga,26.0,1987.0,2.0,170.0,85.0,,1.9,1.0,,1.0,1.0,,,,,,,,
1313,Petr Jiráček,cz CZE,MF,Hamburger SV,Bundesliga,27.0,1986.0,21.0,1029.0,49.0,,11.4,10.0,,7.0,11.0,,,,,,,,
1314,Joaquín,es ESP,"FW,MF",Fiorentina,Serie A,32.0,1981.0,26.0,1417.0,55.0,,15.7,15.0,,4.0,11.0,,,,,,,,
1315,Declan John,wls WAL,"DF,MF",Cardiff City,Premier League,18.0,1995.0,20.0,1490.0,75.0,,16.6,16.0,,15.0,4.0,,,,,,,,
1316,Ola John,nl NED,"FW,MF",Hamburger SV,Bundesliga,21.0,1992.0,8.0,410.0,51.0,,4.6,3.0,,1.0,5.0,,,,,,,,
1317,Adam Johnson,eng ENG,MF,Sunderland,Premier League,26.0,1987.0,36.0,2438.0,68.0,,27.1,28.0,,13.0,8.0,,,,,,,,
1318,Bradley Johnson,eng ENG,"DF,MF",Norwich City,Premier League,26.0,1987.0,32.0,2460.0,77.0,,27.3,28.0,,22.0,4.0,,,,,,,,
1319,Fabian Johnson,us USA,"DF,MF",Hoffenheim,Bundesliga,25.0,1987.0,27.0,2067.0,77.0,,23.0,23.0,,18.0,4.0,,,,,,,,
1320,Glen Johnson,eng ENG,DF,Liverpool,Premier League,28.0,1984.0,29.0,2517.0,87.0,,28.0,29.0,,24.0,0.0,,,,,,,,
1321,Roger Johnson,eng ENG,DF,West Ham,Premier League,30.0,1983.0,4.0,274.0,69.0,,3.0,2.0,,2.0,2.0,,,,,,,,
1322,Miloš Jojić,rs SRB,MF,Dortmund,Bundesliga,21.0,1992.0,10.0,473.0,47.0,,5.3,4.0,,2.0,6.0,,,,,,,,
1323,Bojan Jokić,si SVN,"DF,MF",Villarreal,La Liga,27.0,1986.0,15.0,1283.0,86.0,,14.3,14.0,,14.0,1.0,,,,,,,,
1324,Jonas,br BRA,FW,Valencia,La Liga,29.0,1984.0,31.0,2097.0,68.0,,23.3,23.0,,12.0,8.0,,,,,,,,
1326,Billy Jones,eng ENG,DF,West Brom,Premier League,26.0,1987.0,21.0,1738.0,83.0,,19.3,21.0,,18.0,0.0,,,,,,,,
1327,Jermaine Jones,us USA,MF,Schalke 04,Bundesliga,31.0,1981.0,14.0,899.0,64.0,,10.0,9.0,,8.0,5.0,,,,,,,,
1328,Kenwyne Jones,tt TRI,FW,Stoke City,Premier League,28.0,1984.0,7.0,381.0,54.0,,4.2,4.0,,1.0,3.0,,,,,,,,
1329,Kenwyne Jones,tt TRI,FW,Cardiff City,Premier League,28.0,1984.0,11.0,586.0,53.0,,6.5,6.0,,4.0,5.0,,,,,,,,
1330,Phil Jones,eng ENG,"DF,MF",Manchester Utd,Premier League,21.0,1992.0,26.0,2172.0,84.0,,24.1,26.0,,23.0,0.0,,,,,,,,
1331,Luuk de Jong,nl NED,FW,Newcastle Utd,Premier League,22.0,1990.0,12.0,667.0,56.0,,7.4,8.0,,1.0,4.0,,,,,,,,
1332,Luuk de Jong,nl NED,FW,M'Gladbach,Bundesliga,22.0,1990.0,13.0,85.0,7.0,,0.9,0.0,,,13.0,,,,,,,,
1333,Marcel de Jong,ca CAN,"DF,MF",Augsburg,Bundesliga,26.0,1986.0,8.0,192.0,24.0,,2.1,1.0,,1.0,7.0,,,,,,,,
1334,Nigel de Jong,nl NED,MF,Milan,Serie A,28.0,1984.0,33.0,2797.0,85.0,,31.1,32.0,,27.0,1.0,,,,,,,,
1335,Park Joo-ho,kr KOR,"DF,MF",Mainz 05,Bundesliga,26.0,1987.0,27.0,2328.0,86.0,,25.9,26.0,,24.0,1.0,,,,,,,,
1336,Jordi,es ESP,DF,Betis,La Liga,26.0,1987.0,25.0,2006.0,80.0,,22.3,20.0,,20.0,5.0,,,,,,,,
1337,Jorginho,it ITA,MF,Hellas Verona,Serie A,21.0,1991.0,18.0,1608.0,89.0,,17.9,18.0,,16.0,0.0,,,,,,,,
1338,Jorginho,it ITA,MF,Napoli,Serie A,21.0,1991.0,15.0,1119.0,75.0,,12.4,12.0,,9.0,3.0,,,,,,,,
1339,Willian José,br BRA,FW,Real Madrid,La Liga,21.0,1991.0,1.0,23.0,23.0,,0.3,0.0,,,1.0,,,,,,,,
1340,Joselu,es ESP,FW,Eint Frankfurt,Bundesliga,23.0,1990.0,24.0,1665.0,69.0,,18.5,18.0,,16.0,6.0,,,,,,,,
1341,Yann Jouffre,fr FRA,MF,Lorient,Ligue 1,29.0,1984.0,31.0,2337.0,75.0,,26.0,27.0,,14.0,4.0,,,,,,,,
1342,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,27.0,1986.0,34.0,2999.0,88.0,,33.3,34.0,,33.0,0.0,,,,,,,,
1343,Stevan Jovetić,me MNE,"FW,MF",Manchester City,Premier League,23.0,1989.0,13.0,389.0,30.0,,4.3,2.0,,0.0,11.0,,,,,,,,
1344,Juanfran,es ESP,DF,Levante,La Liga,37.0,1976.0,35.0,3104.0,89.0,,34.5,35.0,,33.0,0.0,,,,,,,,
1345,Juanfran,es ESP,"DF,FW",Betis,La Liga,24.0,1988.0,34.0,2551.0,75.0,,28.3,28.0,,20.0,6.0,,,,,,,,
1346,Juanfran,es ESP,"DF,MF",Atlético Madrid,La Liga,28.0,1985.0,35.0,3149.0,90.0,,35.0,35.0,,34.0,0.0,,,,,,,,
1347,Juanito,ar ARG,FW,Hellas Verona,Serie A,28.0,1985.0,29.0,1404.0,48.0,,15.6,14.0,,4.0,15.0,,,,,,,,
1348,Juankar,es ESP,"DF,FW",Betis,La Liga,23.0,1990.0,20.0,1392.0,70.0,,15.5,18.0,,8.0,2.0,,,,,,,,
1349,Juanma,es ESP,FW,Betis,La Liga,20.0,1993.0,3.0,82.0,27.0,,0.9,1.0,,0.0,2.0,,,,,,,,
1350,Juanmi,es ESP,"FW,MF",Málaga,La Liga,20.0,1993.0,22.0,998.0,45.0,,11.1,9.0,,4.0,13.0,,,,,,,,
1352,Ažbe Jug,si SVN,GK,Bordeaux,Ligue 1,21.0,1992.0,1.0,90.0,90.0,,1.0,1.0,,1.0,0.0,,,,,,,,
1353,Mariano Julio Izco,ar ARG,MF,Catania,Serie A,30.0,1983.0,30.0,2366.0,79.0,,26.3,26.0,,22.0,4.0,,,,,,,,
1354,Sebastian Jung,de GER,DF,Eint Frankfurt,Bundesliga,23.0,1990.0,30.0,2691.0,90.0,,29.9,30.0,,29.0,0.0,,,,,,,,
1355,Zlatko Junuzović,at AUT,"FW,MF",Werder Bremen,Bundesliga,25.0,1987.0,26.0,2282.0,88.0,,25.4,26.0,,22.0,0.0,,,,,,,,
1356,Jussiê,br BRA,"FW,MF",Bordeaux,Ligue 1,29.0,1983.0,22.0,1334.0,61.0,,14.8,15.0,,3.0,7.0,,,,,,,,
1357,Younès Kaabouni,fr FRA,MF,Bordeaux,Ligue 1,18.0,1995.0,4.0,95.0,24.0,,1.1,1.0,,0.0,3.0,,,,,,,,
1358,Younès Kaboul,fr FRA,DF,Tottenham,Premier League,27.0,1986.0,13.0,944.0,73.0,,10.5,11.0,,9.0,2.0,,,,,,,,
1359,Alexander Kačaniklić,se SWE,"FW,MF",Fulham,Premier League,21.0,1991.0,23.0,1298.0,56.0,,14.4,15.0,,5.0,8.0,,,,,,,,
1360,Deniz Kadah,tr TUR,"FW,MF",Hannover 96,Bundesliga,27.0,1986.0,3.0,83.0,28.0,,0.9,0.0,,,3.0,,,,,,,,
1361,Omar El Kaddouri,ma MAR,MF,Torino,Serie A,22.0,1990.0,29.0,2098.0,72.0,,23.3,25.0,,9.0,4.0,,,,,,,,
1362,Foued Kadir,dz ALG,MF,Marseille,Ligue 1,29.0,1983.0,1.0,9.0,9.0,,0.1,0.0,,,1.0,,,,,,,,
1363,Foued Kadir,dz ALG,MF,Rennes,Ligue 1,29.0,1983.0,28.0,1884.0,67.0,,20.9,21.0,,11.0,7.0,,,,,,,,
1364,Václav Kadlec,cz CZE,FW,Eint Frankfurt,Bundesliga,21.0,1992.0,21.0,1342.0,64.0,,14.9,14.0,,5.0,7.0,,,,,,,,
1365,Shinji Kagawa,jp JPN,"FW,MF",Manchester Utd,Premier League,24.0,1989.0,18.0,1165.0,65.0,,12.9,14.0,,5.0,4.0,,,,,,,,
1366,Gary Kagelmacher,uy URU,DF,Valenciennes,Ligue 1,25.0,1988.0,31.0,2752.0,89.0,,30.6,31.0,,30.0,0.0,,,,,,,,
1367,Kaká,br BRA,"FW,MF",Milan,Serie A,31.0,1982.0,30.0,2398.0,80.0,,26.6,27.0,,16.0,3.0,,,,,,,,
1368,Gaël Kakuta,cd COD,"FW,MF",Lazio,Serie A,22.0,1991.0,1.0,6.0,6.0,,0.1,0.0,,,1.0,,,,,,,,
1369,Tomáš Kalas,cz CZE,DF,Chelsea,Premier League,20.0,1993.0,2.0,180.0,90.0,,2.0,2.0,,2.0,0.0,,,,,,,,
1370,Kim Källström,se SWE,MF,Arsenal,Premier League,30.0,1982.0,3.0,130.0,43.0,,1.4,1.0,,1.0,2.0,,,,,,,,
1371,Salomon Kalou,ci CIV,"FW,MF",Lille,Ligue 1,27.0,1985.0,38.0,3099.0,82.0,,34.4,36.0,,19.0,2.0,,,,,,,,
1372,Jean-Armel Kana-Biyik,cm CMR,DF,Rennes,Ligue 1,24.0,1989.0,21.0,1736.0,83.0,,19.3,21.0,,17.0,0.0,,,,,,,,
1373,Harry Kane,eng ENG,FW,Tottenham,Premier League,20.0,1993.0,10.0,499.0,50.0,,5.5,6.0,,4.0,4.0,,,,,,,,
1374,Cédric Kanté,ml MLI,DF,Sochaux,Ligue 1,34.0,1979.0,18.0,1502.0,83.0,,16.7,16.0,,14.0,2.0,,,,,,,,
1375,Abdelhamid El Kaoutari,ma MAR,DF,Montpellier,Ligue 1,23.0,1990.0,30.0,2541.0,85.0,,28.2,28.0,,23.0,2.0,,,,,,,,
1376,Nikolaos Karabelas,gr GRE,DF,Levante,La Liga,28.0,1984.0,16.0,1310.0,82.0,,14.6,15.0,,13.0,1.0,,,,,,,,
1378,Giorgos Karagounis,gr GRE,MF,Fulham,Premier League,36.0,1977.0,14.0,658.0,47.0,,7.3,6.0,,0.0,8.0,,,,,,,,
1379,Kenan Karaman,tr TUR,"FW,MF",Hoffenheim,Bundesliga,19.0,1994.0,5.0,39.0,8.0,,0.4,0.0,,,5.0,,,,,,,,
1380,Loris Karius,de GER,GK,Mainz 05,Bundesliga,20.0,1993.0,23.0,2070.0,90.0,,23.0,23.0,,23.0,0.0,,,,,,,,
1381,Orestis Karnezis,gr GRE,GK,Granada,La Liga,28.0,1985.0,6.0,540.0,90.0,,6.0,6.0,,6.0,0.0,,,,,,,,
1382,Pajtim Kasami,ch SUI,"FW,MF",Fulham,Premier League,21.0,1992.0,29.0,1810.0,62.0,,20.1,20.0,,15.0,9.0,,,,,,,,
1383,Jimmy Kébé,ml MLI,MF,Crystal Palace,Premier League,29.0,1984.0,6.0,192.0,32.0,,2.1,2.0,,0.0,4.0,,,,,,,,
1384,Sebastian Kehl,de GER,"DF,MF",Dortmund,Bundesliga,33.0,1980.0,17.0,1140.0,67.0,,12.7,12.0,,10.0,5.0,,,,,,,,
1385,Abdoulaye Keita,ml MLI,MF,Bastia,Ligue 1,19.0,1994.0,5.0,167.0,33.0,,1.9,1.0,,1.0,4.0,,,,,,,,
1386,Seydou Keita,ml MLI,MF,Valencia,La Liga,33.0,1980.0,11.0,756.0,69.0,,8.4,9.0,,7.0,2.0,,,,,,,,
1387,Keko,es ESP,"FW,MF",Catania,Serie A,21.0,1991.0,19.0,940.0,49.0,,10.4,10.0,,3.0,9.0,,,,,,,,
1388,Ivan Kelava,hr CRO,GK,Udinese,Serie A,25.0,1988.0,10.0,900.0,90.0,,10.0,10.0,,10.0,0.0,,,,,,,,
1389,Martin Kelly,eng ENG,"DF,MF",Liverpool,Premier League,23.0,1990.0,5.0,112.0,22.0,,1.2,0.0,,,5.0,,,,,,,,
1390,Marc-Oliver Kempf,de GER,DF,Eint Frankfurt,Bundesliga,18.0,1995.0,3.0,166.0,55.0,,1.8,1.0,,1.0,2.0,,,,,,,,
1391,Christophe Kerbrat,fr FRA,"DF,MF",Guingamp,Ligue 1,26.0,1986.0,36.0,3240.0,90.0,,36.0,36.0,,36.0,0.0,,,,,,,,
1392,Sebastian Kerk,de GER,"FW,MF",Freiburg,Bundesliga,19.0,1994.0,19.0,506.0,27.0,,5.6,2.0,,0.0,17.0,,,,,,,,
1393,Claudiu Keșerü,ro ROU,FW,Bastia,Ligue 1,26.0,1986.0,16.0,710.0,44.0,,7.9,7.0,,1.0,9.0,,,,,,,,
1394,Benjamin Kessel,de GER,DF,Braunschweig,Bundesliga,25.0,1987.0,20.0,1694.0,85.0,,18.8,19.0,,17.0,1.0,,,,,,,,
1395,Saber Khalifa,tn TUN,FW,Marseille,Ligue 1,26.0,1986.0,28.0,816.0,29.0,,9.1,5.0,,3.0,23.0,,,,,,,,
1396,Hicham Khaloua,ma MAR,FW,Almería,La Liga,18.0,1995.0,1.0,4.0,4.0,,0.0,0.0,,,1.0,,,,,,,,
1397,Wahbi Khazri,tn TUN,"FW,MF",Bastia,Ligue 1,22.0,1991.0,32.0,2259.0,71.0,,25.1,25.0,,18.0,7.0,,,,,,,,
1398,Rani Khedira,de GER,"DF,MF",Stuttgart,Bundesliga,19.0,1994.0,9.0,527.0,59.0,,5.9,6.0,,2.0,3.0,,,,,,,,
1399,Sami Khedira,de GER,MF,Real Madrid,La Liga,26.0,1987.0,13.0,965.0,74.0,,10.7,12.0,,6.0,1.0,,,,,,,,
1400,Salim Khelifi,tn TUN,"FW,MF",Braunschweig,Bundesliga,19.0,1994.0,1.0,3.0,3.0,,0.0,0.0,,,1.0,,,,,,,,
1401,Stefan Kießling,de GER,"FW,MF",Leverkusen,Bundesliga,29.0,1984.0,32.0,2667.0,83.0,,29.6,30.0,,19.0,2.0,,,,,,,,
1402,Oliver Kirch,de GER,"DF,MF",Dortmund,Bundesliga,30.0,1982.0,8.0,462.0,58.0,,5.1,4.0,,3.0,4.0,,,,,,,,
1404,Jan Kirchhoff,de GER,"DF,MF",Schalke 04,Bundesliga,22.0,1990.0,2.0,35.0,18.0,,0.4,0.0,,,2.0,,,,,,,,
1405,Jan Kirchhoff,de GER,"DF,MF",Bayern Munich,Bundesliga,22.0,1990.0,7.0,89.0,13.0,,1.0,0.0,,,7.0,,,,,,,,
1406,Thorsten Kirschbaum,de GER,GK,Stuttgart,Bundesliga,26.0,1987.0,3.0,270.0,90.0,,3.0,3.0,,3.0,0.0,,,,,,,,
1407,Kiu,kr KOR,MF,Almería,La Liga,18.0,1995.0,2.0,9.0,5.0,,0.1,0.0,,,2.0,,,,,,,,
1408,Hiroshi Kiyotake,jp JPN,"FW,MF",Nürnberg,Bundesliga,23.0,1989.0,33.0,2601.0,79.0,,28.9,32.0,,18.0,1.0,,,,,,,,
1409,Simon Kjær,dk DEN,DF,Lille,Ligue 1,24.0,1989.0,34.0,3034.0,89.0,,33.7,34.0,,33.0,0.0,,,,,,,,
1410,Felix Klaus,de GER,"FW,MF",Freiburg,Bundesliga,20.0,1992.0,21.0,1385.0,66.0,,15.4,14.0,,6.0,7.0,,,,,,,,
1411,Ragnar Klavan,ee EST,DF,Augsburg,Bundesliga,27.0,1985.0,30.0,2565.0,86.0,,28.5,30.0,,28.0,0.0,,,,,,,,
1412,Miroslav Klose,de GER,FW,Lazio,Serie A,35.0,1978.0,25.0,2012.0,80.0,,22.4,22.0,,15.0,3.0,,,,,,,,
1413,Timm Klose,ch SUI,DF,Wolfsburg,Bundesliga,25.0,1988.0,10.0,364.0,36.0,,4.0,5.0,,2.0,5.0,,,,,,,,
1414,Peer Kluge,de GER,MF,Hertha BSC,Bundesliga,32.0,1980.0,2.0,12.0,6.0,,0.1,0.0,,,2.0,,,,,,,,
1415,Robin Knoche,de GER,DF,Wolfsburg,Bundesliga,21.0,1992.0,32.0,2779.0,87.0,,30.9,30.0,,26.0,2.0,,,,,,,,
1416,Levan Kobiashvili,ge GEO,"DF,MF",Hertha BSC,Bundesliga,36.0,1977.0,15.0,1060.0,71.0,,11.8,12.0,,8.0,3.0,,,,,,,,
1417,Martin Kobylański,pl POL,"FW,MF",Werder Bremen,Bundesliga,19.0,1994.0,8.0,216.0,27.0,,2.4,1.0,,0.0,7.0,,,,,,,,
1418,Julian Koch,de GER,"DF,MF",Mainz 05,Bundesliga,22.0,1990.0,3.0,160.0,53.0,,1.8,2.0,,0.0,1.0,,,,,,,,
1419,Dominik Kohr,de GER,MF,Augsburg,Bundesliga,19.0,1994.0,8.0,411.0,51.0,,4.6,5.0,,2.0,3.0,,,,,,,,
1420,Dominik Kohr,de GER,MF,Leverkusen,Bundesliga,19.0,1994.0,2.0,5.0,3.0,,0.1,0.0,,,2.0,,,,,,,,
1421,Koke,es ESP,MF,Atlético Madrid,La Liga,21.0,1992.0,36.0,2785.0,77.0,,30.9,33.0,,17.0,3.0,,,,,,,,
1422,Aleksandar Kolarov,rs SRB,DF,Manchester City,Premier League,27.0,1985.0,30.0,1977.0,66.0,,22.0,21.0,,20.0,9.0,,,,,,,,
1423,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,Bundesliga,20.0,1993.0,24.0,1851.0,77.0,,20.6,21.0,,16.0,3.0,,,,,,,,
1424,Timothée Kolodziejczak,fr FRA,DF,Nice,Ligue 1,21.0,1991.0,34.0,3021.0,89.0,,33.6,34.0,,33.0,0.0,,,,,,,,
1425,Vincent Kompany,be BEL,DF,Manchester City,Premier League,27.0,1986.0,28.0,2363.0,84.0,,26.3,28.0,,25.0,0.0,,,,,,,,
1426,Moussa Konaté,sn SEN,FW,Genoa,Serie A,20.0,1993.0,25.0,1211.0,48.0,,13.5,13.0,,5.0,12.0,,,,,,,,
1427,Geoffrey Kondogbia,cf CTA,MF,Sevilla,La Liga,20.0,1993.0,2.0,91.0,46.0,,1.0,0.0,,,2.0,,,,,,,,
1428,Geoffrey Kondogbia,cf CTA,MF,Monaco,Ligue 1,20.0,1993.0,26.0,1572.0,60.0,,17.5,16.0,,11.0,10.0,,,,,,,,
1430,Arouna Koné,ci CIV,FW,Everton,Premier League,29.0,1983.0,5.0,84.0,17.0,,0.9,0.0,,,5.0,,,,,,,,
1431,Bakary Koné,bf BFA,DF,Lyon,Ligue 1,25.0,1988.0,24.0,1754.0,73.0,,19.5,18.0,,16.0,6.0,,,,,,,,
1432,Djakaridja Koné,bf BFA,MF,Evian,Ligue 1,27.0,1986.0,21.0,1207.0,57.0,,13.4,14.0,,6.0,7.0,,,,,,,,
1433,Lamine Koné,ci CIV,DF,Lorient,Ligue 1,24.0,1989.0,18.0,1282.0,71.0,,14.2,14.0,,12.0,4.0,,,,,,,,
1434,Moussa Koné,ci CIV,MF,Atalanta,Serie A,23.0,1990.0,8.0,408.0,51.0,,4.5,5.0,,2.0,3.0,,,,,,,,
1435,Panagiotis Kone,gr GRE,MF,Bologna,Serie A,26.0,1987.0,28.0,2377.0,85.0,,26.4,28.0,,24.0,0.0,,,,,,,,
1436,Youssouf Koné,ml MLI,DF,Lille,Ligue 1,18.0,1995.0,2.0,20.0,10.0,,0.2,0.0,,,2.0,,,,,,,,
1437,Abdoulay Konko,fr FRA,"DF,MF",Lazio,Serie A,29.0,1984.0,21.0,1786.0,85.0,,19.8,21.0,,19.0,0.0,,,,,,,,
1438,Anders Konradsen,no NOR,MF,Rennes,Ligue 1,23.0,1990.0,24.0,1817.0,76.0,,20.2,21.0,,16.0,3.0,,,,,,,,
1439,Julian Korb,de GER,"DF,MF",M'Gladbach,Bundesliga,21.0,1992.0,22.0,1960.0,89.0,,21.8,22.0,,20.0,0.0,,,,,,,,
1440,Robert Koren,si SVN,"DF,MF",Hull City,Premier League,32.0,1980.0,22.0,1138.0,52.0,,12.6,10.0,,4.0,12.0,,,,,,,,
1441,Gianluca Korte,de GER,"FW,MF",Braunschweig,Bundesliga,22.0,1990.0,2.0,59.0,30.0,,0.7,0.0,,,2.0,,,,,,,,
1442,Laurent Koscielny,fr FRA,DF,Arsenal,Premier League,27.0,1985.0,32.0,2737.0,86.0,,30.4,32.0,,28.0,0.0,,,,,,,,
1443,Mateo Kovačić,hr CRO,MF,Inter,Serie A,19.0,1994.0,32.0,1617.0,51.0,,18.0,14.0,,8.0,18.0,,,,,,,,
1444,Libor Kozák,cz CZE,FW,Aston Villa,Premier League,24.0,1989.0,14.0,782.0,56.0,,8.7,8.0,,3.0,6.0,,,,,,,,
1445,Thomas Kraft,de GER,GK,Hertha BSC,Bundesliga,25.0,1988.0,32.0,2880.0,90.0,,32.0,32.0,,32.0,0.0,,,,,,,,
1446,Christoph Kramer,de GER,MF,M'Gladbach,Bundesliga,22.0,1991.0,33.0,2653.0,80.0,,29.5,30.0,,24.0,3.0,,,,,,,,
1447,Miloš Krasić,rs SRB,MF,Bastia,Ligue 1,28.0,1984.0,18.0,1008.0,56.0,,11.2,12.0,,1.0,6.0,,,,,,,,
1448,Kevin Kratz,de GER,MF,Braunschweig,Bundesliga,26.0,1987.0,14.0,1009.0,72.0,,11.2,12.0,,5.0,2.0,,,,,,,,
1449,Rene Krhin,si SVN,"FW,MF",Bologna,Serie A,23.0,1990.0,27.0,2022.0,75.0,,22.5,24.0,,16.0,3.0,,,,,,,,
1450,Pavel Krmaš,cz CZE,"DF,MF",Freiburg,Bundesliga,33.0,1980.0,19.0,1513.0,80.0,,16.8,17.0,,14.0,2.0,,,,,,,,
1451,Michael Krohn-Dehli,dk DEN,"FW,MF",Celta Vigo,La Liga,30.0,1983.0,31.0,1949.0,63.0,,21.7,21.0,,13.0,10.0,,,,,,,,
1452,Felix Kroos,de GER,"DF,FW",Werder Bremen,Bundesliga,22.0,1991.0,20.0,1047.0,52.0,,11.6,13.0,,6.0,7.0,,,,,,,,
1453,Toni Kroos,de GER,MF,Bayern Munich,Bundesliga,23.0,1990.0,29.0,2058.0,71.0,,22.9,24.0,,11.0,5.0,,,,,,,,
1454,Nenad Krstičić,rs SRB,MF,Sampdoria,Serie A,23.0,1990.0,32.0,2299.0,72.0,,25.5,26.0,,12.0,6.0,,,,,,,,
1456,Tim Krul,nl NED,GK,Newcastle Utd,Premier League,25.0,1988.0,36.0,3240.0,90.0,,36.0,36.0,,36.0,0.0,,,,,,,,
1457,Dennis Kruppke,de GER,"FW,MF",Braunschweig,Bundesliga,33.0,1980.0,15.0,655.0,44.0,,7.3,6.0,,2.0,9.0,,,,,,,,
1458,Max Kruse,de GER,"FW,MF",M'Gladbach,Bundesliga,25.0,1988.0,34.0,3015.0,89.0,,33.5,34.0,,29.0,0.0,,,,,,,,
1459,Robbie Kruse,au AUS,"FW,MF",Leverkusen,Bundesliga,24.0,1988.0,15.0,399.0,27.0,,4.4,4.0,,0.0,11.0,,,,,,,,
1460,Grzegorz Krychowiak,pl POL,MF,Reims,Ligue 1,23.0,1990.0,35.0,2822.0,81.0,,31.4,33.0,,26.0,2.0,,,,,,,,
1461,Juraj Kucka,sk SVK,MF,Genoa,Serie A,26.0,1987.0,11.0,792.0,72.0,,8.8,9.0,,6.0,2.0,,,,,,,,
1462,Domi Kumbela,cd COD,FW,Braunschweig,Bundesliga,29.0,1984.0,30.0,1935.0,65.0,,21.5,20.0,,9.0,10.0,,,,,,,,
1463,Tomasz Kupisz,pl POL,MF,Chievo,Serie A,23.0,1990.0,1.0,30.0,30.0,,0.3,0.0,,,1.0,,,,,,,,
1464,Jasmin Kurtić,si SVN,MF,Torino,Serie A,24.0,1989.0,16.0,1195.0,75.0,,13.3,14.0,,9.0,2.0,,,,,,,,
1465,Jasmin Kurtić,si SVN,MF,Sassuolo,Serie A,24.0,1989.0,18.0,1174.0,65.0,,13.0,13.0,,7.0,5.0,,,,,,,,
1466,Layvin Kurzawa,fr FRA,DF,Monaco,Ligue 1,20.0,1992.0,28.0,2401.0,86.0,,26.7,28.0,,25.0,0.0,,,,,,,,
1467,Stefan Kutschke,de GER,FW,Wolfsburg,Bundesliga,24.0,1988.0,8.0,74.0,9.0,,0.8,0.0,,,8.0,,,,,,,,
1468,Zdravko Kuzmanović,rs SRB,MF,Inter,Serie A,25.0,1987.0,15.0,829.0,55.0,,9.2,11.0,,2.0,4.0,,,,,,,,
1469,William Kvist,dk DEN,MF,Fulham,Premier League,28.0,1985.0,8.0,590.0,74.0,,6.6,7.0,,4.0,1.0,,,,,,,,
1470,William Kvist,dk DEN,MF,Stuttgart,Bundesliga,28.0,1985.0,12.0,933.0,78.0,,10.4,11.0,,8.0,1.0,,,,,,,,
1471,Alberto de la Bella,es ESP,DF,Real Sociedad,La Liga,27.0,1985.0,17.0,1465.0,86.0,,16.3,16.0,,15.0,1.0,,,,,,,,
1472,Alexandre Lacazette,fr FRA,FW,Lyon,Ligue 1,22.0,1991.0,36.0,2897.0,80.0,,32.2,34.0,,19.0,2.0,,,,,,,,
1473,Mehdi Lacen,dz ALG,MF,Getafe,La Liga,29.0,1984.0,21.0,1264.0,60.0,,14.0,13.0,,7.0,8.0,,,,,,,,
1474,Ángel Lafita,es ESP,"FW,MF",Getafe,La Liga,28.0,1984.0,29.0,1914.0,66.0,,21.3,22.0,,13.0,7.0,,,,,,,,
1475,Roberto Lago,es ESP,"DF,MF",Getafe,La Liga,27.0,1985.0,19.0,1523.0,80.0,,16.9,16.0,,14.0,3.0,,,,,,,,
1476,Philipp Lahm,de GER,"DF,MF",Bayern Munich,Bundesliga,29.0,1983.0,28.0,2335.0,83.0,,25.9,25.0,,22.0,3.0,,,,,,,,
1477,Srđan Lakić,hr CRO,FW,Eint Frankfurt,Bundesliga,29.0,1983.0,8.0,89.0,11.0,,1.0,0.0,,,8.0,,,,,,,,
1478,Kenny Lala,fr FRA,"DF,MF",Valenciennes,Ligue 1,21.0,1991.0,17.0,1243.0,73.0,,13.8,13.0,,12.0,4.0,,,,,,,,
1479,Adam Lallana,eng ENG,"FW,MF",Southampton,Premier League,25.0,1988.0,38.0,3082.0,81.0,,34.2,37.0,,18.0,1.0,,,,,,,,
1480,Zhi-Gin Lam,de GER,"DF,MF",Hamburger SV,Bundesliga,22.0,1991.0,9.0,555.0,62.0,,6.2,7.0,,4.0,2.0,,,,,,,,
1482,Roland Lamah,be BEL,"FW,MF",Swansea City,Premier League,25.0,1987.0,9.0,456.0,51.0,,5.1,4.0,,0.0,5.0,,,,,,,,
1483,Rickie Lambert,eng ENG,FW,Southampton,Premier League,31.0,1982.0,37.0,2809.0,76.0,,31.2,31.0,,20.0,6.0,,,,,,,,
1484,Alessandro Lambrughi,it ITA,DF,Livorno,Serie A,26.0,1987.0,6.0,197.0,33.0,,2.2,2.0,,1.0,4.0,,,,,,,,
