,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
564,Aaron Connolly,ie IRL,FW,Brighton,Premier League,20.0,2000.0,8.8,2.0,23.0,8.0,34.8,2.62,0.91,0.09,0.25,14.0,0.0,0.0,0.0,4.0,4.0,0.17,-2.0,-2.0
565,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,33.0,1987.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
566,Andrea Conti,it ITA,DF,Milan,Serie A,26.0,1994.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
567,Andrea Conti,it ITA,DF,Parma,Serie A,26.0,1994.0,9.0,0.0,5.0,2.0,40.0,0.56,0.22,0.0,0.0,12.8,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5
568,Liam Cooper,sct SCO,DF,Leeds United,Premier League,28.0,1991.0,24.3,1.0,15.0,8.0,53.3,0.62,0.33,0.07,0.13,8.9,0.0,0.0,0.0,1.8,1.8,0.12,-0.8,-0.8
569,Francis Coquelin,fr FRA,MF,Villarreal,La Liga,29.0,1991.0,8.2,0.0,4.0,0.0,0.0,0.49,0.0,0.0,,17.2,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
570,Theo Corbeanu,ca CAN,FW,Wolves,Premier League,18.0,2002.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
572,Sébastien Corchia,fr FRA,DF,Nantes,Ligue 1,29.0,1990.0,23.0,0.0,21.0,7.0,33.3,0.91,0.3,0.0,0.0,24.1,5.0,0.0,0.0,0.9,0.9,0.04,-0.9,-0.9
573,Alex Cordaz,it ITA,GK,Crotone,Serie A,37.0,1983.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
574,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,La Liga,23.0,1997.0,1.1,0.0,2.0,0.0,0.0,1.89,0.0,0.0,,15.3,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
575,Iñigo Córdoba,es ESP,MF,Alavés,La Liga,23.0,1997.0,2.4,0.0,1.0,0.0,0.0,0.42,0.0,0.0,,16.6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
576,Jhon Córdoba,co COL,FW,Hertha BSC,Bundesliga,27.0,1993.0,17.1,7.0,48.0,18.0,37.5,2.81,1.05,0.15,0.39,13.4,0.0,0.0,0.0,6.9,6.9,0.15,0.1,0.1
577,Sergio Córdova,ve VEN,"FW,MF",Arminia,Bundesliga,22.0,1997.0,12.1,2.0,20.0,4.0,20.0,1.65,0.33,0.1,0.5,14.9,0.0,0.0,0.0,3.5,3.5,0.17,-1.5,-1.5
578,Jack Cork,eng ENG,MF,Burnley,Premier League,31.0,1989.0,15.0,0.0,5.0,0.0,0.0,0.33,0.0,0.0,,22.3,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
579,Andreas Cornelius,dk DEN,FW,Parma,Serie A,27.0,1993.0,21.1,1.0,30.0,7.0,23.3,1.42,0.33,0.03,0.14,12.3,0.0,0.0,0.0,2.9,2.9,0.1,-1.9,-1.9
580,Maxwel Cornet,ci CIV,"DF,FW",Lyon,Ligue 1,23.0,1996.0,27.2,2.0,21.0,11.0,52.4,0.77,0.4,0.1,0.18,17.6,2.0,0.0,0.0,2.1,2.1,0.1,-0.1,-0.1
581,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,La Liga,25.0,1995.0,26.6,9.0,52.0,23.0,44.2,1.96,0.87,0.17,0.39,17.4,0.0,0.0,0.0,7.8,7.7,0.15,1.2,1.3
582,Joaquín Correa,ar ARG,FW,Lazio,Serie A,25.0,1994.0,21.5,8.0,53.0,22.0,41.5,2.47,1.02,0.13,0.32,13.9,0.0,1.0,1.0,6.9,6.3,0.12,1.1,0.7
583,Rober Correa,es ESP,DF,Eibar,La Liga,27.0,1992.0,12.6,0.0,6.0,0.0,0.0,0.48,0.0,0.0,,22.9,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
584,Félix Correia,pt POR,MF,Juventus,Serie A,19.0,2001.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
585,Thierry Correia,pt POR,DF,Valencia,La Liga,21.0,1999.0,23.7,1.0,8.0,2.0,25.0,0.34,0.08,0.13,0.5,16.5,0.0,0.0,0.0,0.5,0.5,0.06,0.5,0.5
586,Danny da Costa,de GER,"DF,FW",Mainz 05,Bundesliga,27.0,1993.0,13.4,0.0,3.0,0.0,0.0,0.22,0.0,0.0,,23.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
587,Danny da Costa,de GER,DF,Eint Frankfurt,Bundesliga,27.0,1993.0,1.2,0.0,3.0,0.0,0.0,2.45,0.0,0.0,,20.1,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
588,David Pereira da Costa,pt POR,"MF,FW",Lens,Ligue 1,19.0,2001.0,1.8,1.0,2.0,1.0,50.0,1.14,0.57,0.5,1.0,19.4,0.0,0.0,0.0,0.4,0.4,0.22,0.6,0.6
589,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,31.0,1988.0,2.3,2.0,4.0,2.0,50.0,1.73,0.87,0.25,0.5,13.4,0.0,1.0,1.0,1.4,0.6,0.15,0.6,0.4
590,Douglas Costa,br BRA,"MF,FW",Juventus,Serie A,29.0,1990.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
591,Douglas Costa,br BRA,"FW,MF",Bayern Munich,Bundesliga,29.0,1990.0,3.6,1.0,4.0,2.0,50.0,1.13,0.56,0.25,0.5,21.7,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8
592,Hélder Costa,ao ANG,"MF,FW",Leeds United,Premier League,26.0,1994.0,12.8,3.0,16.0,6.0,37.5,1.25,0.47,0.19,0.5,14.8,0.0,0.0,0.0,2.2,2.2,0.14,0.8,0.8
593,Jaume Costa,es ESP,"DF,MF",Villarreal,La Liga,32.0,1988.0,3.9,0.0,2.0,0.0,0.0,0.51,0.0,0.0,,14.1,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
594,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,36.0,1983.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
595,Charles Costes,fr FRA,MF,Dijon,Ligue 1,17.0,2002.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
596,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,33.0,1987.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
598,Vladimír Coufal,cz CZE,DF,West Ham,Premier League,27.0,1992.0,33.9,0.0,15.0,5.0,33.3,0.44,0.15,0.0,0.0,16.5,0.0,0.0,0.0,1.3,1.3,0.08,-1.3,-1.3
599,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,28.0,1991.0,10.9,3.0,18.0,4.0,22.2,1.65,0.37,0.11,0.5,13.1,0.0,1.0,1.0,2.6,1.8,0.1,0.4,0.2
600,Lassana Coulibaly,ml MLI,MF,Angers,Ligue 1,24.0,1996.0,18.7,1.0,14.0,4.0,28.6,0.75,0.21,0.07,0.25,23.2,0.0,0.0,0.0,1.2,1.2,0.08,-0.2,-0.2
601,Mamadou Coulibaly,sn SEN,MF,Udinese,Serie A,21.0,1999.0,2.0,0.0,2.0,0.0,0.0,0.98,0.0,0.0,,22.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
602,Senou Coulibaly,ml MLI,DF,Dijon,Ligue 1,25.0,1994.0,21.5,2.0,5.0,3.0,60.0,0.23,0.14,0.4,0.67,8.9,0.0,0.0,0.0,0.8,0.8,0.17,1.2,1.2
603,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,Bundesliga,19.0,2001.0,16.7,2.0,26.0,9.0,34.6,1.55,0.54,0.08,0.22,17.2,1.0,0.0,0.0,2.8,2.8,0.11,-0.8,-0.8
604,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,28.0,1992.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
605,Philippe Coutinho,br BRA,"MF,FW",Barcelona,La Liga,28.0,1992.0,7.3,2.0,28.0,9.0,32.1,3.85,1.24,0.07,0.22,17.3,0.0,0.0,0.0,4.0,4.0,0.14,-2.0,-2.0
606,Nicolas Cozza,fr FRA,DF,Montpellier,Ligue 1,21.0,1999.0,15.2,0.0,1.0,0.0,0.0,0.07,0.0,0.0,,6.4,0.0,0.0,0.0,0.3,0.3,0.26,-0.3,-0.3
607,Alessio Cragno,it ITA,GK,Cagliari,Serie A,26.0,1994.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
608,Gian Crespi,it ITA,GK,Crotone,Serie A,19.0,2001.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
609,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,30.0,1989.0,35.2,0.0,19.0,4.0,21.1,0.54,0.11,0.0,0.0,25.4,11.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0
610,Domenico Criscito,it ITA,DF,Genoa,Serie A,33.0,1986.0,19.2,1.0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,29.2,0.0,1.0,1.0,0.9,0.1,0.03,0.1,-0.1
611,Bryan Cristante,it ITA,"DF,MF",Roma,Serie A,25.0,1995.0,23.9,1.0,28.0,8.0,28.6,1.17,0.33,0.04,0.13,19.0,1.0,0.0,0.0,2.4,2.4,0.08,-1.4,-1.4
612,Giovanni Crociata,it ITA,DF,Crotone,Serie A,22.0,1997.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
613,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,28.0,1992.0,21.8,0.0,1.0,0.0,0.0,0.05,0.0,0.0,,20.4,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
614,Juan Cuadrado,co COL,"DF,MF",Juventus,Serie A,32.0,1988.0,24.2,2.0,18.0,6.0,33.3,0.74,0.25,0.06,0.17,17.8,0.0,1.0,1.0,2.3,1.5,0.09,-0.3,-0.5
615,Andrés Cubas,py PAR,MF,Nîmes,Ligue 1,24.0,1996.0,24.9,1.0,11.0,5.0,45.5,0.44,0.2,0.09,0.2,23.7,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
616,Sergio Cubero Ezcurra,es ESP,MF,Eibar,La Liga,20.0,1999.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
617,Cucho,co COL,"FW,MF",Getafe,La Liga,21.0,1999.0,16.3,2.0,28.0,11.0,39.3,1.72,0.68,0.07,0.18,16.0,1.0,0.0,0.0,2.7,2.7,0.1,-0.7,-0.7
618,Marc Cucurella,es ESP,MF,Getafe,La Liga,22.0,1998.0,36.0,3.0,26.0,8.0,30.8,0.72,0.22,0.12,0.38,18.6,0.0,0.0,0.0,1.9,1.8,0.07,1.1,1.2
619,Mickaël Cuisance,fr FRA,MF,Marseille,Ligue 1,20.0,1999.0,11.4,2.0,9.0,3.0,33.3,0.79,0.26,0.22,0.67,18.1,1.0,0.0,0.0,0.8,0.8,0.09,1.2,1.2
620,Mickaël Cuisance,fr FRA,FW,Bayern Munich,Bundesliga,20.0,1999.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
621,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,Bundesliga,21.0,1999.0,23.9,7.0,67.0,31.0,46.3,2.81,1.3,0.07,0.16,23.6,8.0,2.0,3.0,8.4,6.1,0.09,-1.4,-1.1
622,Giuseppe Cuomo,it ITA,DF,Crotone,Serie A,22.0,1998.0,8.9,0.0,2.0,0.0,0.0,0.22,0.0,0.0,,8.7,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2
624,Patrick Cutrone,it ITA,FW,Wolves,Premier League,22.0,1998.0,0.3,0.0,1.0,0.0,0.0,3.6,0.0,0.0,,10.2,0.0,0.0,0.0,0.1,0.1,0.08,-0.1,-0.1
625,Patrick Cutrone,it ITA,FW,Fiorentina,Serie A,22.0,1998.0,2.2,0.0,3.0,1.0,33.3,1.38,0.46,0.0,0.0,13.5,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
626,Patrick Cutrone,it ITA,FW,Valencia,La Liga,22.0,1998.0,1.2,0.0,3.0,1.0,33.3,2.5,0.83,0.0,0.0,15.8,0.0,0.0,0.0,0.4,0.4,0.14,-0.4,-0.4
627,Wylan Cyprien,fr FRA,MF,Parma,Serie A,25.0,1995.0,4.6,0.0,6.0,1.0,16.7,1.32,0.22,0.0,0.0,27.8,3.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
628,Rafael Czichos,de GER,DF,Köln,Bundesliga,30.0,1990.0,25.1,1.0,10.0,2.0,20.0,0.4,0.08,0.1,0.5,7.1,0.0,0.0,0.0,1.8,1.8,0.18,-0.8,-0.8
629,Lennart-Marten Czyborra,de GER,DF,Genoa,Serie A,21.0,1999.0,13.0,1.0,5.0,2.0,40.0,0.38,0.15,0.2,0.5,19.2,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8
630,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,31.0,1988.0,7.8,3.0,8.0,6.0,75.0,1.03,0.77,0.38,0.5,11.2,0.0,0.0,0.0,1.3,1.3,0.16,1.7,1.7
631,Damien Da Silva,fr FRA,DF,Rennes,Ligue 1,32.0,1988.0,29.6,4.0,23.0,11.0,47.8,0.78,0.37,0.17,0.36,13.3,0.0,0.0,0.0,2.1,2.1,0.09,1.9,1.9
632,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,Bundesliga,28.0,1992.0,11.1,4.0,27.0,13.0,48.1,2.43,1.17,0.15,0.31,15.1,1.0,0.0,1.0,5.3,4.5,0.17,-1.3,-0.5
633,Bryan Dabo,bf BFA,MF,Benevento,Serie A,28.0,1992.0,12.4,0.0,12.0,2.0,16.7,0.97,0.16,0.0,0.0,19.4,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
634,Colin Dagba,fr FRA,DF,Paris S-G,Ligue 1,21.0,1998.0,15.1,1.0,7.0,1.0,14.3,0.46,0.07,0.14,1.0,20.0,0.0,0.0,0.0,0.7,0.7,0.1,0.3,0.3
635,Finn Dahmen,de GER,GK,Mainz 05,Bundesliga,22.0,1998.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
636,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,24.0,1996.0,14.0,1.0,16.0,5.0,31.3,1.14,0.36,0.06,0.2,27.5,1.0,0.0,0.0,0.6,0.6,0.04,0.4,0.4
637,Leon Dajaku,de GER,FW,Union Berlin,Bundesliga,19.0,2001.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
638,Stuart Dallas,nir NIR,"MF,DF",Leeds United,Premier League,29.0,1991.0,37.9,8.0,48.0,18.0,37.5,1.27,0.48,0.17,0.44,20.5,0.0,0.0,0.0,4.2,4.2,0.09,3.8,3.8
639,Diogo Dalot,pt POR,DF,Milan,Serie A,21.0,1999.0,12.1,1.0,10.0,5.0,50.0,0.83,0.41,0.1,0.2,21.4,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
640,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,Serie A,20.0,2000.0,19.7,2.0,25.0,8.0,32.0,1.27,0.41,0.08,0.25,19.7,3.0,0.0,0.0,2.9,2.9,0.12,-0.9,-0.9
641,Flavius Daniliuc,at AUT,DF,Nice,Ligue 1,19.0,2001.0,16.4,1.0,9.0,2.0,22.2,0.55,0.12,0.11,0.5,17.7,0.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4
642,Danilo,br BRA,"DF,MF",Juventus,Serie A,29.0,1991.0,32.4,1.0,19.0,2.0,10.5,0.59,0.06,0.05,0.5,22.6,0.0,0.0,0.0,1.9,1.9,0.1,-0.9,-0.9
643,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15.0,1.0,4.0,1.0,25.0,0.27,0.07,0.25,1.0,10.2,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7
644,Tiago Dantas,pt POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
645,Dante,br BRA,DF,Nice,Ligue 1,36.0,1983.0,8.6,2.0,7.0,2.0,28.6,0.81,0.23,0.29,1.0,12.3,1.0,0.0,0.0,0.9,0.9,0.12,1.1,1.1
646,Andrea Danzi,it ITA,DF,Hellas Verona,Serie A,21.0,1999.0,1.2,0.0,1.0,0.0,0.0,0.87,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
647,Ebrima Darboe,gm GAM,MF,Roma,Serie A,19.0,2001.0,3.6,0.0,3.0,0.0,0.0,0.84,0.0,0.0,,25.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
648,Márton Dárdai,de GER,"DF,MF",Hertha BSC,Bundesliga,18.0,2002.0,9.1,0.0,2.0,0.0,0.0,0.22,0.0,0.0,,21.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
650,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,21.1,1.0,27.0,7.0,25.9,1.28,0.33,0.04,0.14,23.2,1.0,0.0,0.0,1.7,1.7,0.06,-0.7,-0.7
651,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
652,Matteo Darmian,it ITA,DF,Parma,Serie A,30.0,1989.0,2.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
653,Matteo Darmian,it ITA,DF,Inter,Serie A,30.0,1989.0,12.9,3.0,9.0,4.0,44.4,0.7,0.31,0.33,0.75,12.8,0.0,0.0,0.0,1.5,1.5,0.17,1.5,1.5
654,Jonathan David,ca CAN,FW,Lille,Ligue 1,20.0,2000.0,26.2,13.0,55.0,33.0,60.0,2.1,1.26,0.24,0.39,15.2,0.0,0.0,0.0,9.1,9.1,0.17,3.9,3.9
655,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,19.6,1.0,4.0,3.0,75.0,0.2,0.15,0.25,0.33,23.2,0.0,0.0,0.0,0.2,0.2,0.04,0.8,0.8
656,Ben Davies,wls WAL,DF,Tottenham,Premier League,27.0,1993.0,15.0,0.0,3.0,0.0,0.0,0.2,0.0,0.0,,13.0,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
657,Tom Davies,eng ENG,MF,Everton,Premier League,22.0,1998.0,15.8,0.0,7.0,0.0,0.0,0.44,0.0,0.0,,25.8,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
658,Keinan Davis,eng ENG,"FW,MF",Aston Villa,Premier League,22.0,1998.0,3.1,1.0,9.0,2.0,22.2,2.92,0.65,0.11,0.5,10.6,0.0,0.0,0.0,1.5,1.5,0.16,-0.5,-0.5
659,Leif Davis,eng ENG,DF,Leeds United,Premier League,20.0,2000.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
660,Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,25.0,1995.0,20.7,0.0,15.0,4.0,26.7,0.73,0.19,0.0,0.0,12.0,0.0,0.0,0.0,1.9,1.9,0.13,-1.9,-1.9
661,Craig Dawson,eng ENG,DF,West Ham,Premier League,30.0,1990.0,21.4,3.0,16.0,5.0,31.3,0.75,0.23,0.19,0.6,10.1,0.0,0.0,0.0,1.9,1.9,0.12,1.1,1.1
662,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,29.0,1991.0,22.2,6.0,77.0,24.0,31.2,3.47,1.08,0.05,0.17,21.0,10.0,2.0,3.0,9.3,6.9,0.09,-3.3,-2.9
663,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,33.0,1987.0,9.5,0.0,6.0,1.0,16.7,0.63,0.11,0.0,0.0,12.7,0.0,0.0,0.0,0.4,0.4,0.07,-0.4,-0.4
664,Rodrigo De Paul,ar ARG,MF,Udinese,Serie A,26.0,1994.0,35.6,9.0,79.0,19.0,24.1,2.22,0.53,0.08,0.32,25.5,10.0,3.0,3.0,6.2,3.8,0.05,2.8,2.2
665,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,27.0,1992.0,0.3,0.0,1.0,0.0,0.0,3.75,0.0,0.0,,20.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
666,Mattia De Sciglio,it ITA,DF,Lyon,Ligue 1,27.0,1992.0,16.3,0.0,3.0,1.0,33.3,0.18,0.06,0.0,0.0,25.6,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
667,Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,32.0,1988.0,23.8,2.0,11.0,6.0,54.5,0.46,0.25,0.18,0.33,11.6,0.0,0.0,0.0,2.1,2.1,0.19,-0.1,-0.1
668,Thibault De Smet,be BEL,DF,Reims,Ligue 1,22.0,1998.0,5.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
669,Lucas Deaux,fr FRA,"MF,DF",Nîmes,Ligue 1,31.0,1988.0,19.5,1.0,13.0,4.0,30.8,0.67,0.21,0.08,0.25,18.9,0.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2
670,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,23.4,2.0,26.0,7.0,26.9,1.11,0.3,0.08,0.29,13.5,0.0,0.0,0.0,2.7,2.7,0.1,-0.7,-0.7
671,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,Serie A,29.0,1991.0,14.8,3.0,22.0,9.0,40.9,1.48,0.61,0.14,0.33,18.1,0.0,0.0,0.0,2.1,2.1,0.1,0.9,0.9
672,Alessandro Deiola,it ITA,MF,Spezia,Serie A,24.0,1995.0,4.0,0.0,5.0,1.0,20.0,1.25,0.25,0.0,0.0,24.1,1.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
673,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,24.0,1995.0,6.8,0.0,6.0,1.0,16.7,0.88,0.15,0.0,0.0,22.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
674,Romain Del Castillo,fr FRA,"MF,FW",Rennes,Ligue 1,24.0,1996.0,7.2,0.0,16.0,5.0,31.3,2.21,0.69,0.0,0.0,19.7,1.0,0.0,0.0,1.1,1.1,0.07,-1.1,-1.1
676,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,30.0,1990.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
677,Thomas Delaine,fr FRA,"DF,FW",Metz,Ligue 1,28.0,1992.0,19.8,3.0,18.0,10.0,55.6,0.91,0.51,0.17,0.3,21.1,0.0,0.0,0.0,1.7,1.7,0.09,1.3,1.3
678,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,28.0,1991.0,14.3,1.0,8.0,3.0,37.5,0.56,0.21,0.13,0.33,13.5,0.0,0.0,0.0,0.6,0.6,0.07,0.4,0.4
679,Liam Delap,eng ENG,FW,Manchester City,Premier League,17.0,2003.0,0.4,0.0,1.0,0.0,0.0,2.25,0.0,0.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
680,Jonathan Delaplace,fr FRA,DF,Lorient,Ligue 1,34.0,1986.0,10.1,0.0,5.0,0.0,0.0,0.5,0.0,0.0,,21.3,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
681,Sacha Delaye,fr FRA,MF,Montpellier,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
682,Cristian Dell'Orco,it ITA,DF,Spezia,Serie A,26.0,1994.0,2.9,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,7.6,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
683,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,28.0,1991.0,27.6,15.0,90.0,35.0,38.9,3.26,1.27,0.17,0.43,16.7,2.0,0.0,1.0,12.8,12.0,0.14,2.2,3.0
684,Fabian Delph,eng ENG,"MF,DF",Everton,Premier League,30.0,1989.0,3.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,31.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
685,Moussa Dembélé,fr FRA,FW,Atlético Madrid,La Liga,24.0,1996.0,1.1,0.0,6.0,2.0,33.3,5.4,1.8,0.0,0.0,10.5,0.0,0.0,0.0,1.0,1.0,0.17,-1.0,-1.0
686,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,24.0,1996.0,7.5,1.0,30.0,9.0,30.0,3.99,1.2,0.03,0.11,13.5,1.0,0.0,0.0,5.3,5.3,0.18,-4.3,-4.3
687,Ousmane Dembélé,fr FRA,FW,Barcelona,La Liga,23.0,1997.0,19.7,6.0,55.0,21.0,38.2,2.79,1.07,0.11,0.29,17.1,0.0,0.0,0.0,5.6,5.6,0.1,0.4,0.4
688,Merih Demiral,tr TUR,DF,Juventus,Serie A,22.0,1998.0,10.4,0.0,6.0,2.0,33.3,0.57,0.19,0.0,0.0,11.1,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5
689,Kerem Demirbay,de GER,MF,Leverkusen,Bundesliga,27.0,1993.0,19.4,4.0,44.0,13.0,29.5,2.27,0.67,0.09,0.31,24.2,5.0,0.0,0.0,3.5,3.5,0.08,0.5,0.5
690,Ermedin Demirović,ba BIH,FW,Freiburg,Bundesliga,22.0,1998.0,16.6,5.0,42.0,19.0,45.2,2.52,1.14,0.12,0.26,14.3,0.0,0.0,0.0,4.9,4.9,0.12,0.1,0.1
691,Diego Demme,de GER,MF,Napoli,Serie A,28.0,1991.0,17.7,2.0,14.0,6.0,42.9,0.79,0.34,0.14,0.33,16.3,0.0,0.0,0.0,1.2,1.2,0.08,0.8,0.8
692,Jason Denayer,be BEL,DF,Lyon,Ligue 1,25.0,1995.0,29.0,1.0,5.0,1.0,20.0,0.17,0.03,0.2,1.0,18.5,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5
