,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
21,Aritz Aduriz,Athletic Club,23.9,35,1.46,19,0,2,6,7,1,2,0.08,2,0,0,0,0,0
22,Ibrahim Afellay,Stoke City,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
23,Benik Afobe,Bournemouth,6.8,11,1.84,6,0,1,2,2,0,1,0.17,0,0,0,0,1,0
24,Martin Agirregabiria,Alavés,20.3,25,1.23,20,5,0,0,0,0,5,0.25,5,0,0,0,0,0
26,Imanol Agirretxe,Real Sociedad,2.6,2,0.78,0,0,0,1,1,0,2,0.78,0,0,0,1,1,0
27,Sergio Aguero,Manchester City,21.8,80,3.67,57,0,14,5,3,1,12,0.55,8,0,3,0,0,1
28,Ruben Aguilar,Montpellier,27.3,72,2.64,55,5,5,2,5,0,7,0.26,6,0,0,1,0,0
29,Matias Aguirregaray,Las Palmas,12.8,19,1.48,16,0,1,2,0,0,2,0.16,1,0,0,1,0,0
30,Jean-Eudes Aholou,Strasbourg,33.4,42,1.26,31,0,1,6,3,1,6,0.18,3,0,0,1,2,0
31,Ailton,Stuttgart,1.2,2,1.65,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
32,Youssef Ait Bennasser,Caen,22.7,53,2.33,41,1,7,0,4,0,1,0.04,1,0,0,0,0,0
33,Arlind Ajeti,Crotone,14.1,14,0.99,9,0,0,1,1,3,2,0.14,1,0,0,1,0,0
34,Manuel Akanji,Dortmund,10.0,7,0.70,5,0,1,0,0,1,1,0.10,1,0,0,0,0,0
35,Nathan Ake,Bournemouth,37.3,20,0.54,17,0,3,0,0,0,5,0.13,5,0,0,0,0,0
36,Ager Aketxe,Athletic Club,0.4,3,7.30,3,0,0,0,0,0,1,2.43,1,0,0,0,0,0
37,Chadrac Akolo,Stuttgart,12.2,37,3.02,25,1,5,4,1,1,4,0.33,0,0,3,1,0,0
38,Kevin Akpoguma,Hoffenheim,18.8,15,0.80,15,0,0,0,0,0,1,0.05,1,0,0,0,0,0
39,David Alaba,Bayern Munich,17.2,53,3.07,44,4,1,3,0,1,4,0.23,4,0,0,0,0,0
40,Lucas Alario,Leverkusen,17.2,40,2.33,27,0,7,1,4,1,7,0.41,4,0,2,0,1,0
41,David Alba,Getafe,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
42,Jordi Alba,Barcelona,30.5,64,2.10,61,1,1,1,0,0,11,0.36,10,0,0,1,0,0
43,Raul Albentosa,La Coruña,19.4,6,0.31,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
44,Luis Alberto,Lazio,29.7,183,6.18,112,50,12,7,2,0,25,0.84,13,8,3,0,1,0
45,Raul Albiol,Napoli,30.5,24,0.79,23,0,0,1,0,0,3,0.10,2,0,0,1,0,0
46,Miiko Albornoz,Hannover 96,7.8,20,2.56,15,1,1,1,1,1,3,0.38,3,0,0,0,0,0
47,Marc Albrighton,Leicester City,28.2,79,2.80,51,15,9,1,3,0,11,0.39,10,1,0,0,0,0
48,Paco Alcacer,Barcelona,7.7,15,1.94,11,0,0,2,1,1,5,0.65,2,0,0,1,1,1
49,Pedro Alcala,Girona,7.7,6,0.78,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
50,Thiago Alcantara,Bayern Munich,13.9,60,4.33,52,3,1,0,2,2,5,0.36,4,0,1,0,0,0
52,David Alcibiade,Nantes,2.3,3,1.30,3,0,0,0,0,0,1,0.43,1,0,0,0,0,0
53,Toby Alderweireld,Tottenham,13.1,20,1.53,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0
54,Steve Aldo One,La Coruña,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
55,Alex Alegria,Levante,7.0,11,1.58,7,0,0,0,4,0,2,0.29,1,0,0,0,1,0
56,Ivan Alejo,Eibar,12.2,31,2.53,22,1,2,0,5,1,3,0.25,3,0,0,0,0,0
57,Alexander,Leganés,11.8,35,2.97,23,4,2,4,2,0,4,0.34,2,1,0,0,1,0
58,Trent Alexander-Arnold,Liverpool,17.5,42,2.40,29,7,2,2,0,2,3,0.17,2,0,1,0,0,0
59,Alexis,Alavés,24.3,15,0.62,11,4,0,0,0,0,1,0.04,1,0,0,0,0,0
60,Alisson,Roma,37.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
61,Allan,Napoli,31.7,102,3.22,76,0,10,3,9,4,14,0.44,11,0,1,0,1,1
62,Joe Allen,Stoke City,34.9,74,2.12,63,3,2,1,4,1,12,0.34,8,1,1,0,1,1
63,Dele Alli,Tottenham,32.9,133,4.05,104,1,5,6,14,3,19,0.58,14,0,0,3,2,0
64,Junior Alonso,Lille,30.9,27,0.87,24,3,0,0,0,0,3,0.10,3,0,0,0,0,0
65,Jose Alonso Lara,Sevilla,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
66,Marcos Alonso,Chelsea,31.7,81,2.55,64,5,2,6,3,1,7,0.22,7,0,0,0,0,0
67,Ricky Alvarez,Sampdoria,3.0,12,4.08,7,3,0,2,0,0,0,0.00,0,0,0,0,0,0
68,Sergio Alvarez,Celta Vigo,16.4,3,0.18,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
69,Yeray Alvarez,Athletic Club,7.5,11,1.47,9,0,0,0,1,1,1,0.13,1,0,0,0,0,0
70,Dani Alves,Paris S-G,22.9,84,3.66,74,4,1,5,0,0,12,0.52,12,0,0,0,0,0
71,Ibrahim Amadou,Lille,26.7,27,1.01,21,0,0,2,4,0,0,0.00,0,0,0,0,0,0
72,Eloi Amagat,Girona,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
73,Morgan Amalfitano,Rennes,8.3,18,2.17,15,0,0,3,0,0,2,0.24,1,0,0,1,0,0
74,Romain Amalfitano,Dijon,30.0,53,1.76,44,3,2,1,3,0,4,0.13,3,1,0,0,0,0
75,Daniel Amartey,Leicester City,5.4,2,0.37,0,1,0,0,1,0,1,0.18,0,1,0,0,0,0
76,Jordi Amat,Betis,22.7,18,0.79,16,0,2,0,0,0,1,0.04,1,0,0,0,0,0
78,Amath,Getafe,31.8,61,1.92,36,0,12,3,9,1,4,0.13,2,0,1,1,0,0
79,Jordan Amavi,Marseille,24.4,53,2.18,35,4,7,5,2,0,8,0.33,6,1,0,1,0,0
80,Stephan Ambrosius,Hamburger SV,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
81,Kelvin Amian,Toulouse,35.0,33,0.94,19,7,6,0,1,0,4,0.11,2,0,2,0,0,0
82,Nadiem Amiri,Hoffenheim,19.4,74,3.83,55,7,3,7,2,0,6,0.31,5,0,0,1,0,0
83,Ethan Ampadu,Chelsea,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
84,Nordin Amrabat,Watford,2.2,5,2.27,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
85,Nordin Amrabat,Leganés,18.0,53,2.94,30,1,12,4,6,0,7,0.39,4,1,2,0,0,0
86,Jon Ander Serantes,Leganés,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
87,Joachim Andersen,Sampdoria,6.1,3,0.49,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Felipe Anderson,Lazio,12.9,84,6.52,56,10,14,1,2,1,13,1.01,10,1,2,0,0,0
89,Florin Andone,La Coruña,18.2,23,1.27,11,0,2,6,4,0,5,0.28,3,0,0,1,1,0
90,Nicolas Andrade,Hellas Verona,36.0,11,0.31,7,4,0,0,0,0,1,0.03,1,0,0,0,0,0
91,Benjamin Andre,Rennes,33.5,77,2.30,66,0,3,3,3,2,7,0.21,6,0,0,1,0,0
92,Marco Andreolli,Cagliari,20.3,6,0.30,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0
93,Yoann Andreu,Angers,23.0,38,1.65,31,3,2,0,2,0,4,0.17,3,0,0,0,1,0
94,Miguel Angel Guerrero,Leganés,16.0,30,1.87,22,0,2,2,3,1,6,0.37,3,0,0,2,1,0
95,Jose Angel,Eibar,27.0,76,2.82,36,30,6,2,2,0,11,0.41,5,4,1,1,0,0
96,Miguel Angel Moya,Real Sociedad,8.5,1,0.12,1,0,0,0,0,0,1,0.12,1,0,0,0,0,0
97,Miguel Angel Rubio,Getafe,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Gabriele Angella,Udinese,9.9,11,1.11,9,0,0,0,1,1,0,0.00,0,0,0,0,0,0
99,Cristian Ansaldi,Torino,20.8,51,2.45,31,2,10,3,3,2,8,0.39,5,0,1,1,1,0
100,Luca Antei,Benevento,6.6,5,0.76,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
101,Mirco Antenucci,SPAL,28.6,81,2.83,56,1,6,8,7,3,10,0.35,6,0,0,3,1,0
102,Waldemar Anton,Hannover 96,25.3,14,0.55,13,0,0,1,0,0,2,0.08,2,0,0,0,0,0
104,Luca Antonelli,Milan,1.6,2,1.26,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
105,Michail Antonio,West Ham,15.0,38,2.53,24,1,6,1,6,0,5,0.33,1,0,2,1,1,0
106,Mirko Antonucci,Roma,0.3,2,6.00,2,0,0,0,0,0,1,3.00,1,0,0,0,0,0
107,Vitorino Antunes,Getafe,31.1,59,1.90,31,20,3,1,1,3,5,0.16,3,1,1,0,0,0
108,Dennis Aogo,Stuttgart,21.7,43,1.98,28,14,0,1,0,0,8,0.37,3,4,0,1,0,0
109,Houssem Aouar,Lyon,27.0,97,3.59,71,0,9,5,8,4,15,0.55,12,0,1,1,0,1
110,Alberto Aquilani,Las Palmas,14.4,28,1.94,26,1,0,0,1,0,0,0.00,0,0,0,0,0,0
111,Mauro Arambarri,Getafe,23.6,25,1.06,18,0,1,2,2,2,2,0.08,1,0,0,1,0,0
112,Guilherme Arana,Sevilla,2.1,2,0.93,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
113,Charles Aranguiz,Leverkusen,25.6,71,2.78,59,4,0,3,2,3,6,0.23,4,1,0,0,0,1
114,Luiz Araujo,Lille,22.4,55,2.45,37,2,9,5,2,0,8,0.36,6,0,1,0,1,0
115,Sergio Araujo,Las Palmas,0.4,2,4.62,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0
116,Anaitz Arbilla,Eibar,26.8,39,1.45,29,3,1,4,1,1,5,0.19,4,0,0,1,0,0
117,Alphonse Areola,Paris S-G,34.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Scott Arfield,Burnley,14.8,22,1.49,14,0,3,3,2,0,3,0.20,1,0,1,0,1,0
119,Samuel Armenteros,Benevento,4.8,4,0.84,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Yoel Armougom,Caen,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
121,Jose Arnaiz,Barcelona,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
122,Marko Arnautovic,West Ham,25.7,80,3.11,51,2,15,7,4,1,16,0.62,10,0,3,2,0,1
123,Maximilian Arnold,Wolfsburg,27.3,83,3.05,55,22,0,1,4,1,3,0.11,2,1,0,0,0,0
124,Jann-Fiete Arp,Hamburger SV,9.4,18,1.91,9,0,4,1,3,1,2,0.21,1,0,1,0,0,0
125,Alejandro Arribas,La Coruña,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
126,Kepa Arrizabalaga,Athletic Club,30.0,7,0.23,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
127,Harry Arter,Bournemouth,10.7,23,2.16,19,2,0,0,0,2,1,0.09,0,0,0,0,0,1
128,Aythami Artiles,Las Palmas,2.0,2,0.98,2,0,0,0,0,0,1,0.49,1,0,0,0,0,0
130,Kwadwo Asamoah,Juventus,17.4,38,2.18,32,1,2,1,2,0,4,0.23,3,0,1,0,0,0
131,Takuma Asano,Stuttgart,8.0,21,2.61,19,0,1,1,0,0,1,0.12,1,0,0,0,0,0
132,Santiago Ascacibar,Stuttgart,26.5,32,1.21,21,0,1,2,5,3,2,0.08,1,0,0,1,0,0
133,Sergio Asenjo,Villarreal,23.0,2,0.09,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0
134,Marco Asensio,Real Madrid,20.5,107,5.22,87,10,4,3,2,1,11,0.54,11,0,0,0,0,0
135,Iago Aspas,Celta Vigo,32.6,136,4.17,100,7,14,4,9,2,19,0.58,12,0,6,1,0,0
136,Benoit Assou-Ekotto,Metz,11.7,14,1.20,9,3,1,0,0,1,0,0.00,0,0,0,0,0,0
137,Simon Asta,Augsburg,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
138,Davide Astori,Fiorentina,25.0,30,1.20,28,0,1,1,0,0,1,0.04,1,0,0,0,0,0
139,Christian Atsu,Newcastle Utd,19.8,54,2.72,38,1,8,1,5,1,6,0.30,3,0,1,1,1,0
140,Pierre-Emerick Aubameyang,Arsenal,11.7,30,2.55,21,0,4,4,1,0,8,0.68,5,0,1,1,1,0
141,Pierre-Emerick Aubameyang,Dortmund,15.7,37,2.35,26,0,3,6,1,1,10,0.64,4,0,2,3,1,0
142,Jean-Kevin Augustin,RB Leipzig,14.1,39,2.77,22,0,7,5,5,0,9,0.64,7,0,0,1,1,0
143,Ludwig Augustinsson,Werder Bremen,28.1,64,2.27,46,11,0,6,1,0,3,0.11,2,0,0,1,0,0
144,Yann Aurel Bisseck,Köln,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
145,Serge Aurier,Tottenham,15.9,38,2.39,29,1,2,5,1,0,4,0.25,1,0,1,1,1,0
146,Charlie Austin,Southampton,11.5,23,1.99,15,0,2,5,1,0,1,0.09,0,0,0,1,0,0
147,Danilo Avelar,Amiens,19.2,33,1.72,27,3,0,0,2,1,3,0.16,3,0,0,0,0,0
148,Felipe Avenatti,Bologna,5.2,7,1.34,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
149,Durel Avounou,Caen,7.2,5,0.69,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
150,Chidozie Awaziem,Nantes,16.8,13,0.77,10,0,1,1,1,0,1,0.06,1,0,0,0,0,0
151,Andre Ayew,West Ham,9.9,13,1.31,8,0,3,0,2,0,4,0.40,3,0,1,0,0,0
152,Andre Ayew,Swansea City,10.6,20,1.89,15,1,1,2,1,0,4,0.38,2,0,0,1,1,0
153,Jordan Ayew,Swansea City,31.7,83,2.62,38,1,15,12,12,5,4,0.13,1,0,1,2,0,0
154,Karim Azamoum,Troyes,25.0,44,1.76,36,5,0,3,0,0,1,0.04,1,0,0,0,0,0
156,Cesar Azpilicueta,Chelsea,37.0,61,1.65,58,0,1,1,0,1,8,0.22,8,0,0,0,0,0
157,Ludovic Baal,Rennes,12.9,21,1.63,18,1,1,0,0,1,2,0.16,2,0,0,0,0,0
158,Khouma Babacar,Fiorentina,5.0,13,2.61,10,0,1,0,2,0,1,0.20,0,0,0,0,1,0
159,Khouma Babacar,Sassuolo,8.3,15,1.80,9,0,1,2,3,0,2,0.24,2,0,0,0,0,0
160,Carlos Bacca,Villarreal,27.7,75,2.70,51,0,18,5,1,0,14,0.50,8,0,6,0,0,0
161,Milan Badelj,Fiorentina,26.1,97,3.71,85,0,4,4,2,2,4,0.15,2,0,0,2,0,0
162,Holger Badstuber,Stuttgart,24.1,9,0.37,7,0,0,1,0,1,0,0.00,0,0,0,0,0,0
163,Dylan Bahamboula,Dijon,0.3,2,5.81,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
164,Fares Bahlouli,Lille,3.4,18,5.29,7,8,3,0,0,0,0,0.00,0,0,0,0,0,0
165,Stephane Bahoken,Strasbourg,18.5,32,1.73,21,0,2,7,2,0,2,0.11,1,0,1,0,0,0
166,Daniel Baier,Augsburg,28.2,73,2.59,57,3,0,6,5,2,7,0.25,5,1,0,1,0,0
167,Leon Bailey,Leverkusen,24.6,128,5.20,66,26,20,7,5,4,15,0.61,7,2,5,0,0,1
168,Eric Bailly,Manchester Utd,11.1,4,0.36,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
169,Leighton Baines,Everton,21.2,46,2.17,35,9,1,0,1,0,4,0.19,2,1,1,0,0,0
170,Riad Bajic,Udinese,0.9,4,4.50,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
171,Marvin Bakalorz,Hannover 96,22.8,43,1.88,28,0,4,3,8,0,5,0.22,3,0,1,1,0,0
172,Cedric Bakambu,Villarreal,14.0,25,1.78,18,0,3,4,0,0,1,0.07,0,0,1,0,0,0
173,Tiemoue Bakayoko,Chelsea,23.6,45,1.91,37,0,2,3,1,2,6,0.25,6,0,0,0,0,0
174,Zakaria Bakkali,La Coruña,10.1,34,3.37,21,3,6,2,2,0,2,0.20,0,1,0,1,0,0
175,Ridle Baku,Mainz 05,2.6,8,3.09,2,0,1,2,2,1,2,0.77,1,0,1,0,0,0
176,Keita Balde,Monaco,16.4,42,2.57,25,0,11,3,3,0,10,0.61,5,0,4,1,0,0
177,Sam Baldock,Brighton,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
178,Gareth Bale,Real Madrid,20.0,71,3.55,60,0,4,4,3,0,9,0.45,5,0,1,1,2,0
179,Mikel Balenziaga,Athletic Club,17.2,17,0.99,12,2,1,0,1,1,2,0.12,2,0,0,0,0,0
180,Andrija Balic,Udinese,12.0,34,2.83,22,6,4,0,2,0,5,0.42,2,1,1,0,1,0
182,Ivan Balliu,Metz,21.7,38,1.75,30,3,2,0,3,0,3,0.14,3,0,0,0,0,0
183,Fode Ballo-Toure,Lille,22.8,22,0.96,18,2,1,0,1,0,1,0.04,1,0,0,0,0,0
184,Florent Balmont,Dijon,9.6,26,2.72,21,2,2,0,1,0,6,0.63,4,0,2,0,0,0
185,Leon Balogun,Mainz 05,13.0,5,0.38,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
186,Mario Balotelli,Nice,25.2,91,3.61,55,3,7,10,14,2,7,0.28,3,0,1,2,1,0
187,Abdoulaye Bamba,Angers,17.0,19,1.12,14,2,2,0,1,0,2,0.12,1,0,0,0,1,0
188,Jonathan Bamba,Saint-Étienne,28.6,107,3.74,71,17,8,6,5,0,15,0.52,7,1,2,2,3,0
189,Yacine Bammou,Nantes,8.1,17,2.11,13,0,0,3,0,1,0,0.00,0,0,0,0,0,0
190,Ever Banega,Sevilla,26.7,144,5.40,96,33,8,1,3,3,6,0.23,2,4,0,0,0,0
191,Mattia Bani,Chievo,14.6,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
192,Beni Baningime,Everton,2.2,3,1.36,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
193,Leo Baptistao,Espanyol,29.7,71,2.39,43,1,9,7,8,3,8,0.27,6,0,1,0,0,1
194,Sekou Baradji,Amiens,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
195,Antonin Barak,Udinese,30.1,83,2.75,66,2,3,7,2,3,7,0.23,4,0,1,0,0,2
196,Andrea Barberis,Crotone,33.7,68,2.03,41,18,1,3,2,3,5,0.15,2,1,0,1,1,0
197,Mariano Barbosa,Villarreal,12.5,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
198,Enis Bardhi,Levante,17.6,57,3.25,40,10,2,2,2,1,6,0.34,6,0,0,0,0,0
199,Phil Bardsley,Burnley,12.5,14,1.12,12,2,0,0,0,0,0,0.00,0,0,0,0,0,0
200,Nicolo Barella,Cagliari,32.8,88,2.68,65,12,5,2,3,1,4,0.12,4,0,0,0,0,0
201,Philipp Bargfrede,Werder Bremen,20.7,32,1.55,24,0,1,3,2,2,3,0.15,2,0,0,0,0,1
202,Ross Barkley,Chelsea,1.4,4,2.79,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
203,Aymen Barkok,Eint Frankfurt,3.5,8,2.29,6,0,0,0,1,1,1,0.29,1,0,0,0,0,0
204,Ashley Barnes,Burnley,24.1,51,2.12,34,0,4,2,11,0,7,0.29,5,0,1,0,1,0
205,Harvey Barnes,Leicester City,0.1,1,9.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
206,Antonio Barragan,Betis,26.4,48,1.82,40,1,4,1,1,1,12,0.46,11,0,1,0,0,0
208,Antonio Barreca,Torino,5.2,5,0.97,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0
209,Edgar Barreto,Sampdoria,21.8,42,1.92,38,0,1,2,1,0,1,0.05,1,0,0,0,0,0
210,Barri,Getafe,1.3,2,1.59,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
211,Musa Barrow,Atalanta,4.9,24,4.85,16,0,1,7,0,0,3,0.61,2,0,0,1,0,0
212,Gareth Barry,West Brom,21.4,38,1.78,28,5,1,0,4,0,2,0.09,2,0,0,0,0,0
213,Fin Bartels,Werder Bremen,12.5,44,3.53,34,1,3,2,4,0,6,0.48,4,1,0,0,1,0
214,Kyle Bartley,Swansea City,2.6,2,0.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
215,Marc Bartra,Betis,15.8,18,1.14,15,0,2,0,1,0,0,0.00,0,0,0,0,0,0
216,Marc Bartra,Dortmund,9.0,12,1.34,8,0,1,1,1,1,1,0.11,0,0,0,1,0,0
217,Andrea Barzagli,Juventus,16.1,12,0.75,9,1,0,1,1,0,3,0.19,3,0,0,0,0,0
218,Daniele Baselli,Torino,28.0,67,2.39,56,3,1,2,4,1,7,0.25,5,0,0,1,1,0
219,Nicolas Basin,Metz,3.5,6,1.72,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
220,Dusan Basta,Lazio,8.6,19,2.26,17,0,1,1,0,0,1,0.12,1,0,0,0,0,0
221,Gil Bastiao Dias,Fiorentina,13.2,53,4.01,38,1,7,3,3,1,6,0.45,5,0,1,0,0,0
222,Gil Bastiao Dias,Monaco,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
223,Samuel Bastien,Chievo,15.1,23,1.53,18,0,1,2,2,0,1,0.07,1,0,0,0,0,0
224,Borja Baston,Málaga,10.9,21,1.92,11,0,1,6,3,0,2,0.18,0,0,0,1,1,0
225,Alessandro Bastoni,Atalanta,1.0,3,3.00,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
226,Bastos,Lazio,15.6,8,0.51,7,0,0,1,0,0,1,0.06,1,0,0,0,0,0
227,Michy Batshuayi,Chelsea,4.0,9,2.25,7,0,1,1,0,0,2,0.50,2,0,0,0,0,0
228,Michy Batshuayi,Dortmund,9.3,21,2.26,13,0,0,6,0,2,4,0.43,3,0,0,0,0,1
229,Moritz Bauer,Stoke City,14.5,23,1.58,18,2,3,0,0,0,0,0.00,0,0,0,0,0,0
230,Robert Bauer,Werder Bremen,10.6,14,1.32,10,3,0,0,0,1,1,0.09,0,1,0,0,0,0
231,Oliver Baumann,Hoffenheim,34.0,6,0.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
232,Timo Baumgartl,Stuttgart,29.0,14,0.48,12,1,0,1,0,0,1,0.03,1,0,0,0,0,0
234,Julian Baumgartlinger,Leverkusen,15.5,26,1.68,24,1,0,0,1,0,1,0.06,1,0,0,0,0,0
235,Jon Bautista,Real Sociedad,2.0,3,1.49,2,0,0,1,0,0,1,0.50,0,0,0,1,0,0
236,Paul Baysse,Málaga,13.8,3,0.22,2,0,0,1,0,0,1,0.07,0,0,0,1,0,0
237,Paul Baysse,Bordeaux,6.3,2,0.32,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
238,Noah Joel Sarenren Bazee,Hannover 96,1.3,1,0.77,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
239,Herve Bazile,Caen,9.7,31,3.18,12,10,3,2,4,0,2,0.21,1,1,0,0,0,0
240,Riechedly Bazoer,Wolfsburg,6.6,7,1.07,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0
241,Enrico Bearzotti,Hellas Verona,4.6,5,1.10,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
242,Claudio Beauvue,Leganés,18.6,36,1.94,18,0,7,4,7,0,3,0.16,0,0,2,0,1,0
243,Bebe,Eibar,4.1,11,2.73,5,4,1,0,1,0,0,0.00,0,0,0,0,0,0
244,Ihlas Bebou,Hannover 96,23.8,104,4.37,70,0,11,7,13,3,8,0.34,6,0,0,1,1,0
245,Andreas Beck,Stuttgart,21.4,38,1.78,31,4,0,0,3,0,2,0.09,2,0,0,0,0,0
246,Henri Bedimo,Marseille,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
247,Jan Bednarek,Southampton,4.7,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
