,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
676,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
677,Thomas Delaine,fr FRA,"DF,FW",Metz,Ligue 1,28.0,1992.0,19.8,4.0,0.0,0.0,21.0,17.0,0.0,85.0,24.0,18.0,0.0,0.0,0.0,85.0,8.0,19.0,29.6
678,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,28.0,1991.0,14.3,6.0,0.0,0.0,36.0,26.0,1.0,7.0,22.0,30.0,0.0,0.0,0.0,85.0,29.0,11.0,72.5
679,Liam Delap,eng ENG,FW,Manchester City,Premier League,17.0,2003.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
680,Jonathan Delaplace,fr FRA,DF,Lorient,Ligue 1,34.0,1986.0,10.1,1.0,1.0,0.0,16.0,7.0,1.0,30.0,17.0,5.0,0.0,0.0,0.0,61.0,4.0,8.0,33.3
681,Sacha Delaye,fr FRA,MF,Montpellier,Ligue 1,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
682,Cristian Dell'Orco,it ITA,DF,Spezia,Serie A,26.0,1994.0,2.9,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,17.0,7.0,5.0,58.3
683,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,28.0,1991.0,27.6,4.0,0.0,0.0,54.0,41.0,19.0,106.0,4.0,7.0,1.0,0.0,0.0,59.0,135.0,110.0,55.1
684,Fabian Delph,eng ENG,"MF,DF",Everton,Premier League,30.0,1989.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,22.0,0.0,0.0,
685,Moussa Dembélé,fr FRA,FW,Atlético Madrid,La Liga,24.0,1996.0,1.1,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,50.0
686,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,24.0,1996.0,7.5,3.0,0.0,0.0,17.0,6.0,6.0,1.0,5.0,2.0,0.0,0.0,0.0,20.0,18.0,18.0,50.0
687,Ousmane Dembélé,fr FRA,FW,Barcelona,La Liga,23.0,1997.0,19.7,2.0,0.0,0.0,15.0,28.0,11.0,75.0,9.0,9.0,0.0,0.0,0.0,62.0,9.0,12.0,42.9
688,Merih Demiral,tr TUR,DF,Juventus,Serie A,22.0,1998.0,10.4,1.0,0.0,0.0,11.0,1.0,2.0,1.0,21.0,9.0,0.0,1.0,0.0,32.0,22.0,11.0,66.7
689,Kerem Demirbay,de GER,MF,Leverkusen,Bundesliga,27.0,1993.0,19.4,2.0,0.0,0.0,44.0,26.0,0.0,85.0,8.0,31.0,0.0,0.0,0.0,137.0,11.0,15.0,42.3
690,Ermedin Demirović,ba BIH,FW,Freiburg,Bundesliga,22.0,1998.0,16.6,7.0,0.0,0.0,44.0,15.0,10.0,9.0,0.0,9.0,1.0,0.0,0.0,47.0,38.0,84.0,31.1
691,Diego Demme,de GER,MF,Napoli,Serie A,28.0,1991.0,17.7,6.0,0.0,0.0,33.0,28.0,1.0,5.0,11.0,32.0,0.0,0.0,0.0,113.0,5.0,16.0,23.8
692,Jason Denayer,be BEL,DF,Lyon,Ligue 1,25.0,1995.0,29.0,1.0,0.0,0.0,21.0,6.0,0.0,2.0,27.0,16.0,0.0,0.0,0.0,167.0,46.0,39.0,54.1
693,Leander Dendoncker,be BEL,"MF,DF",Wolves,Premier League,25.0,1995.0,27.8,4.0,0.0,0.0,31.0,12.0,4.0,8.0,27.0,29.0,0.0,0.0,1.0,136.0,85.0,62.0,57.8
694,Kevin Denkey,tg TOG,FW,Nîmes,Ligue 1,19.0,2000.0,5.8,3.0,0.0,0.0,20.0,10.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,17.0,8.0,16.0,33.3
695,Emmanuel Dennis,ng NGA,FW,Köln,Bundesliga,22.0,1997.0,5.3,0.0,0.0,0.0,15.0,5.0,7.0,10.0,0.0,7.0,0.0,0.0,0.0,26.0,7.0,15.0,31.8
696,Stefano Denswil,nl NED,DF,Bologna,Serie A,27.0,1993.0,1.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,75.0
697,Fabio Depaoli,it ITA,DF,Benevento,Serie A,23.0,1997.0,12.4,2.0,0.0,0.0,17.0,8.0,1.0,23.0,12.0,13.0,0.0,0.0,1.0,45.0,12.0,14.0,46.2
698,Fabio Depaoli,it ITA,MF,Sampdoria,Serie A,23.0,1997.0,0.9,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
699,Fabio Depaoli,it ITA,DF,Atalanta,Serie A,23.0,1997.0,2.1,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,9.0,2.0,3.0,40.0
700,Clément Depres,fr FRA,FW,Nîmes,Ligue 1,25.0,1994.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
702,Mike van der Hoorn,nl NED,DF,Arminia,Bundesliga,27.0,1992.0,15.1,3.0,0.0,0.0,11.0,8.0,0.0,0.0,27.0,4.0,0.0,2.0,0.0,82.0,48.0,28.0,63.2
703,Kastriot Dermaku,al ALB,"DF,MF",Parma,Serie A,28.0,1992.0,1.1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
704,Kiril Despodov,bg BUL,FW,Cagliari,Serie A,23.0,1996.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
705,Sergiño Dest,us USA,"DF,FW",Barcelona,La Liga,19.0,2000.0,21.2,1.0,0.0,0.0,16.0,11.0,3.0,37.0,10.0,16.0,0.0,0.0,0.0,108.0,7.0,9.0,43.8
706,Mattia Destro,it ITA,FW,Genoa,Serie A,29.0,1991.0,17.8,5.0,0.0,0.0,39.0,37.0,22.0,4.0,4.0,3.0,0.0,0.0,0.0,40.0,34.0,61.0,35.8
707,Gerard Deulofeu,es ESP,"FW,MF",Udinese,Serie A,26.0,1994.0,6.6,0.0,0.0,0.0,7.0,6.0,11.0,30.0,3.0,2.0,1.0,0.0,0.0,29.0,0.0,5.0,0.0
708,Deyverson,br BRA,FW,Alavés,La Liga,29.0,1991.0,9.7,4.0,0.0,0.0,15.0,24.0,11.0,8.0,9.0,4.0,0.0,0.0,0.0,47.0,60.0,49.0,55.0
709,Jacopo Dezi,it ITA,"FW,MF",Parma,Serie A,28.0,1992.0,0.9,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
710,Samuel Di Carmine,it ITA,FW,Hellas Verona,Serie A,31.0,1988.0,5.6,1.0,0.0,0.0,16.0,20.0,6.0,11.0,0.0,2.0,0.0,0.0,0.0,12.0,25.0,21.0,54.3
711,Samuel Di Carmine,it ITA,FW,Crotone,Serie A,31.0,1988.0,5.3,1.0,0.0,0.0,5.0,15.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,12.0,15.0,15.0,50.0
712,Giovanni Di Lorenzo,it ITA,DF,Napoli,Serie A,26.0,1993.0,36.0,11.0,0.0,0.0,49.0,60.0,3.0,72.0,35.0,50.0,1.0,1.0,0.0,177.0,55.0,40.0,57.9
713,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,32.0,1988.0,20.6,1.0,0.0,0.0,11.0,26.0,8.0,188.0,6.0,17.0,1.0,0.0,0.0,59.0,0.0,1.0,0.0
714,Alessandro Di Pardo,it ITA,"FW,DF",Juventus,Serie A,21.0,1999.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
715,Giuseppe Di Serio,it ITA,"FW,MF",Benevento,Serie A,19.0,2001.0,3.2,1.0,0.0,0.0,13.0,17.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,12.0,7.0,17.0,29.2
716,Boulaye Dia,sn SEN,"FW,MF",Reims,Ligue 1,23.0,1996.0,32.6,2.0,0.0,0.0,31.0,36.0,14.0,14.0,12.0,12.0,1.0,0.0,0.0,109.0,31.0,92.0,25.2
717,Abdoulay Diaby,ml MLI,DF,Getafe,La Liga,29.0,1991.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
718,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,Bundesliga,21.0,1999.0,26.5,5.0,0.0,0.0,25.0,16.0,10.0,123.0,12.0,6.0,0.0,0.0,0.0,111.0,5.0,13.0,27.8
719,Mbaye Diagne,sn SEN,FW,West Brom,Premier League,28.0,1991.0,13.2,2.0,0.0,0.0,17.0,23.0,17.0,4.0,1.0,3.0,0.0,0.0,0.0,28.0,52.0,91.0,36.4
720,Mouctar Diakhaby,gn GUI,DF,Valencia,La Liga,23.0,1996.0,23.1,4.0,1.0,0.0,21.0,8.0,4.0,1.0,27.0,8.0,0.0,1.0,0.0,112.0,45.0,24.0,65.2
721,Abdou Diallo,sn SEN,DF,Paris S-G,Ligue 1,24.0,1996.0,16.6,3.0,2.0,1.0,17.0,9.0,1.0,12.0,25.0,11.0,0.0,1.0,0.0,96.0,23.0,13.0,63.9
722,Amad Diallo,ci CIV,FW,Manchester Utd,Premier League,18.0,2002.0,1.8,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,1.0,2.0,33.3
723,Amad Diallo,ci CIV,MF,Atalanta,Serie A,18.0,2002.0,0.2,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
724,Habib Diallo,sn SEN,FW,Strasbourg,Ligue 1,25.0,1995.0,25.8,2.0,0.0,0.0,24.0,25.0,13.0,17.0,13.0,6.0,0.0,0.0,0.0,74.0,94.0,101.0,48.2
725,Habib Diallo,sn SEN,"FW,MF",Metz,Ligue 1,25.0,1995.0,1.6,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,14.0,39.1
726,Ibrahima Diallo,fr FRA,MF,Southampton,Premier League,21.0,1999.0,11.3,3.0,0.0,0.0,22.0,11.0,0.0,7.0,10.0,16.0,0.0,1.0,0.0,71.0,10.0,17.0,37.0
728,Ibrahima Diallo,fr FRA,MF,Brest,Ligue 1,21.0,1999.0,4.9,1.0,0.0,0.0,8.0,8.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,35.0,1.0,3.0,25.0
729,Amadou Diambo,gh GHA,FW,Benevento,Serie A,19.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
730,Grady Diangana,eng ENG,"MF,FW",West Brom,Premier League,22.0,1998.0,13.7,0.0,0.0,0.0,11.0,35.0,4.0,20.0,16.0,19.0,0.0,0.0,0.0,69.0,22.0,33.0,40.0
731,Stéphane Diarra,fr FRA,"MF,FW",Lorient,Ligue 1,21.0,1998.0,2.2,1.0,0.0,0.0,4.0,3.0,3.0,14.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0
732,Rúben Dias,pt POR,DF,Manchester City,Premier League,23.0,1997.0,31.6,4.0,0.0,0.0,21.0,20.0,1.0,2.0,35.0,13.0,0.0,2.0,1.0,135.0,61.0,39.0,61.0
733,Krépin Diatta,sn SEN,"MF,DF",Monaco,Ligue 1,21.0,1999.0,4.3,3.0,0.0,0.0,3.0,8.0,3.0,12.0,4.0,3.0,0.0,0.0,0.0,16.0,7.0,5.0,58.3
734,Amadou Diawara,gn GUI,MF,Roma,Serie A,23.0,1997.0,7.3,4.0,1.0,1.0,17.0,4.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,43.0,3.0,3.0,50.0
735,Brahim Díaz,es ESP,"MF,FW",Milan,Serie A,20.0,1999.0,13.6,2.0,0.0,0.0,14.0,29.0,0.0,16.0,2.0,10.0,1.0,0.0,0.0,56.0,4.0,27.0,12.9
736,Víctor Díaz,es ESP,DF,Granada,La Liga,32.0,1988.0,9.2,3.0,0.0,0.0,10.0,1.0,0.0,33.0,16.0,10.0,0.0,1.0,0.0,55.0,17.0,15.0,53.1
737,Daniel Didavi,de GER,"MF,FW",Stuttgart,Bundesliga,30.0,1990.0,10.8,2.0,0.0,0.0,16.0,13.0,4.0,35.0,3.0,6.0,0.0,0.0,0.0,37.0,11.0,10.0,52.4
738,Bamba Dieng,sn SEN,"FW,DF",Marseille,Ligue 1,20.0,2000.0,1.4,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,3.0,6.0,33.3
739,Eric Dier,eng ENG,DF,Tottenham,Premier League,26.0,1994.0,28.0,3.0,0.0,0.0,16.0,12.0,0.0,5.0,23.0,14.0,0.0,2.0,0.0,139.0,85.0,58.0,59.4
740,Daan Dierckx,be BEL,DF,Parma,Serie A,17.0,2003.0,5.2,1.0,0.0,0.0,5.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,0.0,16.0,4.0,9.0,30.8
741,Lucas Digne,fr FRA,"DF,MF",Everton,Premier League,27.0,1993.0,29.8,2.0,1.0,0.0,33.0,22.0,4.0,215.0,31.0,38.0,0.0,0.0,0.0,141.0,92.0,42.0,68.7
742,Mitchell Dijks,nl NED,DF,Bologna,Serie A,27.0,1993.0,16.5,7.0,1.0,1.0,32.0,15.0,1.0,37.0,17.0,14.0,0.0,1.0,0.0,85.0,13.0,14.0,48.1
743,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,Bundesliga,22.0,1998.0,5.9,0.0,0.0,0.0,7.0,11.0,1.0,9.0,4.0,3.0,0.0,0.0,0.0,28.0,1.0,6.0,14.3
744,Federico Dimarco,it ITA,DF,Hellas Verona,Serie A,22.0,1997.0,29.0,6.0,0.0,0.0,32.0,50.0,6.0,262.0,47.0,19.0,0.0,1.0,0.0,192.0,15.0,27.0,35.7
745,Junior Dina Ebimbe,fr FRA,"FW,MF",Dijon,Ligue 1,19.0,2000.0,23.8,5.0,0.0,0.0,44.0,36.0,2.0,27.0,14.0,25.0,0.0,0.0,0.0,134.0,17.0,29.0,37.0
746,Tristan Dingomé,cm CMR,MF,Reims,Ligue 1,29.0,1991.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
747,Eren Dinkçi,de GER,"MF,FW",Werder Bremen,Bundesliga,18.0,2001.0,1.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,60.0
748,Sinaly Diomande,ci CIV,DF,Lyon,Ligue 1,19.0,2001.0,12.6,3.0,0.0,0.0,16.0,13.0,0.0,2.0,33.0,7.0,0.0,1.0,0.0,50.0,49.0,15.0,76.6
749,Lois Diony,fr FRA,FW,Angers,Ligue 1,27.0,1992.0,19.4,2.0,0.0,0.0,22.0,35.0,5.0,38.0,5.0,10.0,1.0,0.0,0.0,34.0,46.0,77.0,37.4
750,Issa Diop,fr FRA,DF,West Ham,Premier League,23.0,1997.0,15.3,3.0,0.0,0.0,8.0,8.0,1.0,0.0,22.0,14.0,0.0,0.0,1.0,58.0,24.0,18.0,57.1
751,Papakouli Diop,sn SEN,MF,Eibar,La Liga,34.0,1986.0,25.8,9.0,2.0,1.0,41.0,20.0,2.0,10.0,39.0,29.0,0.0,0.0,0.0,183.0,86.0,70.0,55.1
752,Sofiane Diop,fr FRA,"MF,FW",Monaco,Ligue 1,20.0,2000.0,22.5,4.0,0.0,0.0,33.0,56.0,4.0,39.0,31.0,34.0,0.0,0.0,0.0,148.0,18.0,32.0,36.0
754,Andy Diouf,fr FRA,FW,Rennes,Ligue 1,17.0,2003.0,0.1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
755,Yehvann Diouf,fr FRA,GK,Reims,Ligue 1,20.0,1999.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,
756,Assane Dioussé,sn SEN,DF,Saint-Étienne,Ligue 1,22.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
757,Axel Disasi,fr FRA,DF,Monaco,Ligue 1,22.0,1998.0,22.3,4.0,2.0,0.0,28.0,19.0,0.0,4.0,26.0,20.0,0.0,1.0,1.0,135.0,50.0,32.0,61.0
758,Tiago Djaló,pt POR,DF,Lille,Ligue 1,20.0,2000.0,9.7,4.0,1.0,1.0,15.0,9.0,1.0,6.0,9.0,13.0,0.0,0.0,0.0,65.0,10.0,7.0,58.8
759,Djené,tg TOG,DF,Getafe,La Liga,28.0,1991.0,32.7,8.0,2.0,1.0,35.0,36.0,1.0,10.0,42.0,39.0,1.0,2.0,0.0,236.0,67.0,39.0,63.2
760,Moussa Djenepo,ml MLI,MF,Southampton,Premier League,22.0,1998.0,13.8,5.0,0.0,0.0,29.0,39.0,3.0,9.0,10.0,27.0,1.0,1.0,0.0,68.0,11.0,31.0,26.2
761,Koffi Djidji,ci CIV,DF,Crotone,Serie A,27.0,1992.0,16.9,4.0,0.0,0.0,22.0,2.0,1.0,5.0,28.0,28.0,0.0,0.0,0.0,85.0,27.0,22.0,55.1
762,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,Ligue 1,25.0,1994.0,28.4,8.0,0.0,0.0,50.0,36.0,2.0,8.0,91.0,41.0,0.0,2.0,0.0,152.0,53.0,36.0,59.6
763,Berat Djimsiti,al ALB,DF,Atalanta,Serie A,27.0,1993.0,29.2,8.0,0.0,0.0,31.0,26.0,1.0,9.0,62.0,29.0,0.0,0.0,0.0,192.0,76.0,31.0,71.0
764,Marko Dmitrović,rs SRB,GK,Eibar,La Liga,28.0,1992.0,34.7,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,59.0,8.0,0.0,100.0
765,Ritsu Doan,jp JPN,"MF,FW",Arminia,Bundesliga,22.0,1998.0,30.8,1.0,0.0,0.0,30.0,64.0,5.0,138.0,31.0,31.0,1.0,0.0,0.0,140.0,18.0,47.0,27.7
766,Mihai Dobre,ro ROU,FW,Dijon,Ligue 1,21.0,1998.0,5.9,0.0,0.0,0.0,5.0,6.0,1.0,4.0,10.0,5.0,0.0,0.0,0.0,32.0,11.0,10.0,52.4
767,Matt Doherty,ie IRL,DF,Tottenham,Premier League,28.0,1992.0,13.8,4.0,1.0,1.0,20.0,12.0,0.0,31.0,23.0,15.0,0.0,1.0,0.0,57.0,49.0,25.0,66.2
768,Jeremy Doku,be BEL,"MF,FW",Rennes,Ligue 1,18.0,2002.0,25.7,1.0,1.0,0.0,37.0,69.0,6.0,57.0,11.0,25.0,0.0,0.0,0.0,140.0,9.0,14.0,39.1
769,Kasper Dolberg,dk DEN,FW,Nice,Ligue 1,22.0,1997.0,21.4,2.0,0.0,0.0,21.0,49.0,5.0,3.0,6.0,2.0,0.0,0.0,0.0,43.0,21.0,19.0,52.5
770,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,27.0,1993.0,5.0,2.0,0.0,0.0,6.0,3.0,2.0,13.0,5.0,2.0,0.0,0.0,0.0,15.0,1.0,7.0,12.5
771,Jaume Doménech,es ESP,GK,Valencia,La Liga,29.0,1990.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,4.0,0.0,100.0
772,Carlos Dominguez,es ESP,DF,Celta Vigo,La Liga,19.0,2001.0,4.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,10.0,11.0,12.0,47.8
773,Nicolás Domínguez,ar ARG,MF,Bologna,Serie A,22.0,1998.0,13.9,8.0,0.0,0.0,23.0,15.0,1.0,11.0,24.0,28.0,0.0,1.0,0.0,113.0,20.0,22.0,47.6
774,John Donald,es ESP,"DF,MF",Elche,La Liga,19.0,2000.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
775,Ji Dong-won,kr KOR,FW,Mainz 05,Bundesliga,29.0,1991.0,0.7,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,50.0
776,Anastasios Donis,gr GRE,MF,Reims,Ligue 1,23.0,1996.0,1.1,0.0,1.0,0.0,3.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,100.0
777,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,21.0,1999.0,37.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,8.0,1.0,88.9
778,Gabriel Dos Santos,br BRA,DF,Arsenal,Premier League,22.0,1997.0,22.2,4.0,1.0,1.0,23.0,26.0,0.0,2.0,26.0,15.0,0.0,1.0,0.0,118.0,57.0,40.0,58.8
780,Bas Dost,nl NED,FW,Eint Frankfurt,Bundesliga,31.0,1989.0,9.1,3.0,0.0,0.0,16.0,9.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,64.0,31.0,67.4
781,Abdoulaye Doucouré,ml MLI,MF,Everton,Premier League,27.0,1993.0,27.1,6.0,0.0,0.0,23.0,12.0,0.0,9.0,39.0,32.0,0.0,0.0,0.0,186.0,38.0,19.0,66.7
782,Cheick Doucouré,ml MLI,MF,Lens,Ligue 1,20.0,2000.0,29.2,8.0,0.0,0.0,45.0,15.0,0.0,3.0,52.0,47.0,0.0,0.0,0.0,220.0,25.0,22.0,53.2
783,Fodé Doucouré,ml MLI,DF,Reims,Ligue 1,19.0,2001.0,3.7,0.0,0.0,0.0,4.0,1.0,0.0,8.0,4.0,8.0,0.0,0.0,0.0,18.0,3.0,2.0,60.0
784,Mahamadou Doucouré,ml MLI,"FW,MF",Nîmes,Ligue 1,20.0,2000.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
785,Cheick Doukouré,ci CIV,"MF,FW",Levante,La Liga,27.0,1992.0,1.1,1.0,0.0,0.0,7.0,3.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0
786,Idrissa Doumbia,ci CIV,MF,Huesca,La Liga,22.0,1998.0,8.7,4.0,0.0,0.0,12.0,5.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,57.0,6.0,5.0,54.5
787,Moussa Doumbia,ml MLI,"MF,FW",Reims,Ligue 1,25.0,1994.0,10.0,1.0,0.0,0.0,8.0,32.0,2.0,34.0,10.0,6.0,0.0,0.0,0.0,78.0,3.0,17.0,15.0
788,Souleyman Doumbia,ci CIV,DF,Angers,Ligue 1,23.0,1996.0,24.7,8.0,0.0,0.0,33.0,16.0,0.0,64.0,42.0,33.0,1.0,1.0,1.0,139.0,23.0,21.0,52.3
789,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,29.0,1991.0,12.6,3.0,0.0,0.0,12.0,7.0,0.0,12.0,13.0,7.0,0.0,0.0,0.0,78.0,24.0,17.0,58.5
790,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,22.0,1997.0,35.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,43.0,6.0,1.0,85.7
791,Denis Drăguș,ro ROU,"FW,MF",Crotone,Serie A,21.0,1999.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,4.0,20.0
792,Radu Drăgușin,ro ROU,DF,Juventus,Serie A,18.0,2002.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
793,Mouhamadou Drammeh,fr FRA,MF,Reims,Ligue 1,21.0,1999.0,1.9,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,6.0,40.0
794,Julian Draxler,de GER,"MF,FW",Paris S-G,Ligue 1,26.0,1993.0,11.8,3.0,0.0,0.0,8.0,13.0,4.0,29.0,14.0,6.0,0.0,0.0,0.0,46.0,4.0,3.0,57.1
795,Dominick Drexler,de GER,"MF,FW",Köln,Bundesliga,30.0,1990.0,13.7,1.0,0.0,0.0,20.0,23.0,5.0,37.0,14.0,26.0,0.0,0.0,0.0,83.0,9.0,13.0,40.9
796,Matthieu Dreyer,fr FRA,GK,Lorient,Ligue 1,31.0,1989.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0
797,Domingos Duarte,pt POR,DF,Granada,La Liga,25.0,1995.0,26.3,5.0,1.0,0.0,22.0,20.0,0.0,1.0,29.0,20.0,0.0,1.0,0.0,126.0,46.0,34.0,57.5
798,Léo Duarte,br BRA,DF,Milan,Serie A,24.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
799,Óscar Duarte,cr CRC,DF,Levante,La Liga,31.0,1989.0,22.9,2.0,0.0,0.0,34.0,6.0,2.0,1.0,36.0,13.0,0.0,1.0,0.0,111.0,71.0,47.0,60.2
800,Rubén Duarte,es ESP,DF,Alavés,La Liga,24.0,1995.0,28.3,5.0,1.0,1.0,41.0,39.0,0.0,110.0,66.0,30.0,0.0,1.0,0.0,120.0,45.0,27.0,62.5
801,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,25.0,1994.0,32.3,3.0,0.0,0.0,21.0,32.0,2.0,212.0,31.0,26.0,1.0,1.0,0.0,184.0,32.0,21.0,60.4
802,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,31.0,1989.0,13.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,100.0
803,Ondrej Duda,sk SVK,"FW,MF",Köln,Bundesliga,25.0,1994.0,28.2,8.0,1.0,1.0,54.0,55.0,5.0,133.0,19.0,14.0,0.0,0.0,0.0,148.0,33.0,62.0,34.7
804,Unai Dufur,es ESP,DF,Eibar,La Liga,21.0,1999.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0
806,Haris Duljević,ba BIH,"MF,FW",Nîmes,Ligue 1,26.0,1993.0,8.6,1.0,0.0,0.0,9.0,12.0,1.0,18.0,8.0,9.0,0.0,0.0,0.0,56.0,11.0,23.0,32.4
