,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
528,Santi Comesaña,es ESP,MF,Rayo Vallecano,La Liga,21.0,1996.0,22.6,1.0,8.0,1.0,12.5,0.35,0.04,0.13,1.0,15.4,0.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3
529,Daniel Congré,fr FRA,DF,Montpellier,Ligue 1,33.0,1985.0,36.6,2.0,15.0,5.0,33.3,0.41,0.14,0.13,0.4,11.3,0.0,0.0,0.0,2.3,2.3,0.16,-0.3,-0.3
530,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,31.0,1987.0,35.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
531,Andrea Conti,it ITA,DF,Milan,Serie A,24.0,1994.0,5.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
532,Lewis Cook,eng ENG,MF,Bournemouth,Premier League,21.0,1997.0,8.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0,,25.3,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
533,Steve Cook,eng ENG,DF,Bournemouth,Premier League,27.0,1991.0,31.0,1.0,21.0,9.0,42.9,0.68,0.29,0.05,0.11,16.5,0.0,0.0,0.0,1.3,1.3,0.06,-0.3,-0.3
534,Duje Čop,hr CRO,FW,Valladolid,La Liga,28.0,1990.0,7.6,0.0,16.0,5.0,31.3,2.1,0.66,0.0,0.0,12.4,0.0,0.0,0.0,2.2,2.2,0.14,-2.2,-2.2
535,Francis Coquelin,fr FRA,MF,Valencia,La Liga,27.0,1991.0,19.6,0.0,9.0,3.0,33.3,0.46,0.15,0.0,0.0,20.2,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
536,Gabriele Corbo,it ITA,DF,Bologna,Serie A,18.0,2000.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
537,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,La Liga,21.0,1997.0,14.7,0.0,22.0,7.0,31.8,1.5,0.48,0.0,0.0,20.5,0.0,0.0,0.0,1.3,1.3,0.06,-1.3,-1.3
538,Sergio Córdova,ve VEN,FW,Augsburg,Bundesliga,20.0,1997.0,5.9,3.0,13.0,4.0,30.8,2.2,0.68,0.23,0.75,15.5,0.0,0.0,0.0,1.0,1.0,0.08,2.0,2.0
539,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,Ligue 1,31.0,1987.0,7.5,1.0,19.0,8.0,42.1,2.55,1.07,0.05,0.13,17.5,0.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6
540,Ante Ćorić,hr CRO,MF,Roma,Serie A,21.0,1997.0,0.3,0.0,1.0,0.0,0.0,3.75,0.0,0.0,,34.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
541,Jack Cork,eng ENG,MF,Burnley,Premier League,29.0,1989.0,36.8,1.0,17.0,2.0,11.8,0.46,0.05,0.06,0.5,16.6,0.0,0.0,0.0,1.4,1.4,0.08,-0.4,-0.4
542,Andreas Cornelius,dk DEN,FW,Bordeaux,Ligue 1,25.0,1993.0,8.8,3.0,22.0,9.0,40.9,2.5,1.02,0.14,0.33,14.2,0.0,0.0,0.0,2.3,2.3,0.11,0.7,0.7
543,Maxwel Cornet,ci CIV,FW,Lyon,Ligue 1,21.0,1996.0,14.2,7.0,47.0,22.0,46.8,3.3,1.55,0.15,0.32,15.5,2.0,0.0,0.0,7.4,7.4,0.16,-0.4,-0.4
544,Quentin Cornette,fr FRA,"FW,MF",Amiens,Ligue 1,24.0,1994.0,2.3,0.0,5.0,1.0,20.0,2.15,0.43,0.0,0.0,18.7,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
546,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,La Liga,23.0,1995.0,21.3,3.0,32.0,11.0,34.4,1.5,0.52,0.09,0.27,21.4,0.0,0.0,0.0,2.2,2.2,0.07,0.8,0.8
547,Joaquín Correa,ar ARG,"FW,MF",Lazio,Serie A,23.0,1994.0,21.4,5.0,70.0,30.0,42.9,3.27,1.4,0.07,0.17,17.6,1.0,0.0,0.0,8.0,8.0,0.11,-3.0,-3.0
548,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,Bundesliga,25.0,1993.0,33.7,2.0,20.0,6.0,30.0,0.59,0.18,0.1,0.33,14.2,0.0,0.0,0.0,3.6,3.6,0.18,-1.6,-1.6
549,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,29.0,1988.0,12.4,2.0,16.0,10.0,62.5,1.29,0.81,0.13,0.2,14.6,0.0,0.0,0.0,1.7,1.7,0.11,0.3,0.3
550,Douglas Costa,br BRA,"FW,MF",Juventus,Serie A,27.0,1990.0,6.9,1.0,20.0,7.0,35.0,2.9,1.01,0.05,0.14,21.9,0.0,0.0,0.0,0.7,0.7,0.04,0.3,0.3
551,Filippo Costa,it ITA,"DF,FW",SPAL,Serie A,23.0,1995.0,6.3,0.0,6.0,0.0,0.0,0.96,0.0,0.0,,22.7,1.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
552,Hélder Costa,ao ANG,"FW,MF",Wolves,Premier League,24.0,1994.0,14.9,1.0,25.0,7.0,28.0,1.68,0.47,0.04,0.14,18.9,0.0,0.0,0.0,2.4,2.4,0.1,-1.4,-1.4
553,Jaume Costa,es ESP,DF,Villarreal,La Liga,30.0,1988.0,16.6,1.0,13.0,2.0,15.4,0.78,0.12,0.08,0.5,21.3,0.0,0.0,0.0,0.5,0.5,0.04,0.5,0.5
554,Nuno da Costa,cv CPV,FW,Strasbourg,Ligue 1,27.0,1991.0,22.8,8.0,45.0,17.0,37.8,1.97,0.75,0.16,0.41,17.1,0.0,1.0,1.0,5.4,4.7,0.1,2.6,2.3
555,David Costas,es ESP,DF,Celta Vigo,La Liga,23.0,1995.0,13.0,0.0,2.0,1.0,50.0,0.15,0.08,0.0,0.0,9.8,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
556,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,31.0,1987.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
557,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,26.0,1991.0,19.5,8.0,55.0,17.0,30.9,2.83,0.87,0.13,0.41,13.3,0.0,1.0,1.0,9.5,8.7,0.16,-1.5,-1.7
558,Senou Coulibaly,ml MLI,DF,Dijon,Ligue 1,23.0,1994.0,4.6,1.0,2.0,1.0,50.0,0.44,0.22,0.5,1.0,10.7,0.0,0.0,0.0,0.2,0.2,0.11,0.8,0.8
559,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,26.0,1992.0,27.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,,11.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
560,Philippe Coutinho,br BRA,"FW,MF",Barcelona,La Liga,26.0,1992.0,22.4,5.0,68.0,31.0,45.6,3.03,1.38,0.07,0.16,20.0,3.0,0.0,0.0,7.4,7.4,0.11,-2.4,-2.4
561,Nicolas Cozza,fr FRA,DF,Montpellier,Ligue 1,19.0,1999.0,10.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
562,Alessio Cragno,it ITA,GK,Cagliari,Serie A,24.0,1994.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
563,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,28.0,1989.0,17.7,0.0,11.0,0.0,0.0,0.62,0.0,0.0,,22.6,2.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
564,Domenico Criscito,it ITA,DF,Genoa,Serie A,31.0,1986.0,34.1,2.0,30.0,5.0,16.7,0.88,0.15,0.03,0.2,28.3,5.0,1.0,1.0,1.8,1.1,0.04,0.2,-0.1
565,Lorenzo Crisetig,it ITA,MF,Frosinone,Serie A,25.0,1993.0,5.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
566,Bryan Cristante,it ITA,MF,Roma,Serie A,23.0,1995.0,26.9,4.0,43.0,10.0,23.3,1.6,0.37,0.09,0.4,17.3,0.0,0.0,0.0,3.8,3.8,0.09,0.2,0.2
567,Sebastián Cristóforo,uy URU,MF,Getafe,La Liga,24.0,1993.0,5.0,0.0,1.0,1.0,100.0,0.2,0.2,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
568,Enzo Crivelli,fr FRA,FW,Caen,Ligue 1,23.0,1995.0,25.1,6.0,21.0,10.0,47.6,0.84,0.4,0.29,0.6,11.3,0.0,0.0,0.0,5.1,5.1,0.24,0.9,0.9
569,Peter Crouch,eng ENG,FW,Burnley,Premier League,37.0,1981.0,1.0,0.0,5.0,1.0,20.0,4.89,0.98,0.0,0.0,10.6,0.0,0.0,0.0,0.6,0.6,0.12,-0.6,-0.6
570,Alessio da Cruz,cv CPV,"FW,MF",Parma,Serie A,21.0,1997.0,1.6,0.0,1.0,0.0,0.0,0.62,0.0,0.0,,13.0,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
572,Juan Cuadrado,co COL,"MF,DF",Juventus,Serie A,30.0,1988.0,13.6,1.0,17.0,3.0,17.6,1.25,0.22,0.06,0.33,21.4,0.0,0.0,0.0,1.6,1.6,0.09,-0.6,-0.6
573,Cucho,co COL,FW,Huesca,La Liga,19.0,1999.0,23.9,4.0,78.0,22.0,28.2,3.27,0.92,0.03,0.09,17.0,4.0,2.0,2.0,10.8,9.2,0.12,-6.8,-7.2
574,Marc Cucurella,es ESP,"MF,FW",Eibar,La Liga,20.0,1998.0,26.2,1.0,22.0,2.0,9.1,0.84,0.08,0.05,0.5,15.9,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0
575,Iván Cuéllar,es ESP,GK,Leganés,La Liga,34.0,1984.0,33.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
576,Mickaël Cuisance,fr FRA,MF,M'Gladbach,Bundesliga,18.0,1999.0,3.1,0.0,8.0,1.0,12.5,2.58,0.32,0.0,0.0,22.0,1.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4
577,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,Bundesliga,19.0,1999.0,9.5,2.0,34.0,10.0,29.4,3.59,1.06,0.06,0.2,17.4,0.0,0.0,0.0,4.2,4.2,0.12,-2.2,-2.2
578,Greg Cunningham,ie IRL,DF,Cardiff City,Premier League,27.0,1991.0,7.0,0.0,2.0,1.0,50.0,0.29,0.14,0.0,0.0,18.7,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
579,Patrick Cutrone,it ITA,FW,Milan,Serie A,20.0,1998.0,16.2,3.0,34.0,14.0,41.2,2.1,0.86,0.09,0.21,15.7,0.0,0.0,0.0,3.0,3.0,0.09,0.0,0.0
580,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,23.0,1995.0,26.2,4.0,51.0,19.0,37.3,1.94,0.72,0.06,0.16,27.7,17.0,1.0,2.0,5.2,3.6,0.07,-1.2,-0.6
581,Marco D'Alessandro,it ITA,DF,Udinese,Serie A,27.0,1991.0,16.6,0.0,11.0,2.0,18.2,0.66,0.12,0.0,0.0,19.1,0.0,0.0,0.0,1.1,1.0,0.09,-1.1,-1.0
582,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,29.0,1988.0,28.7,2.0,16.0,5.0,31.3,0.56,0.17,0.13,0.4,10.4,0.0,0.0,0.0,2.6,2.6,0.16,-0.6,-0.6
583,Damien Da Silva,fr FRA,DF,Rennes,Ligue 1,30.0,1988.0,31.9,2.0,14.0,3.0,21.4,0.44,0.09,0.14,0.67,9.7,0.0,0.0,0.0,2.1,2.1,0.15,-0.1,-0.1
584,Kouadio-Yves Dabila,ci CIV,DF,Lille,Ligue 1,21.0,1997.0,8.7,0.0,2.0,0.0,0.0,0.23,0.0,0.0,,12.3,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
585,Abdoulaye Dabo,fr FRA,FW,Nantes,Ligue 1,17.0,2001.0,1.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
586,Bryan Dabo,bf BFA,"MF,DF",Fiorentina,Serie A,26.0,1992.0,9.2,1.0,9.0,4.0,44.4,0.97,0.43,0.11,0.25,19.7,0.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0
587,Christoph Daferner,de GER,FW,Freiburg,Bundesliga,20.0,1998.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
588,Colin Dagba,fr FRA,"DF,MF",Paris S-G,Ligue 1,19.0,1998.0,10.2,0.0,3.0,2.0,66.7,0.29,0.2,0.0,0.0,23.8,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
589,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,22.0,1996.0,7.7,1.0,11.0,2.0,18.2,1.42,0.26,0.09,0.5,23.7,0.0,0.0,0.0,1.2,1.2,0.11,-0.2,-0.2
590,Leon Dajaku,de GER,"DF,MF",Stuttgart,Bundesliga,17.0,2001.0,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
591,Felipe dal Belo,br BRA,DF,SPAL,Serie A,34.0,1984.0,26.2,3.0,14.0,8.0,57.1,0.53,0.3,0.21,0.38,8.9,0.0,0.0,0.0,2.6,2.6,0.19,0.4,0.4
592,Nicola Dalmonte,it ITA,"FW,MF",Genoa,Serie A,20.0,1997.0,0.5,0.0,3.0,0.0,0.0,6.14,0.0,0.0,,14.2,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
593,Diogo Dalot,pt POR,"DF,FW",Manchester Utd,Premier League,19.0,1999.0,11.3,0.0,15.0,0.0,0.0,1.33,0.0,0.0,,24.3,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7
594,Matty Daly,eng ENG,MF,Huddersfield,Premier League,17.0,2001.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
595,Vitalie Damașcan,md MDA,MF,Torino,Serie A,19.0,1999.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
596,Loïc Damour,fr FRA,MF,Cardiff City,Premier League,27.0,1991.0,0.3,0.0,1.0,0.0,0.0,3.91,0.0,0.0,,27.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
598,Charlie Daniels,eng ENG,DF,Bournemouth,Premier League,31.0,1986.0,17.6,1.0,12.0,3.0,25.0,0.68,0.17,0.08,0.33,20.0,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6
599,Danilo,br BRA,DF,Manchester City,Premier League,27.0,1991.0,9.0,1.0,14.0,3.0,21.4,1.56,0.33,0.07,0.33,25.3,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6
600,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,31.0,1987.0,7.4,0.0,6.0,1.0,16.7,0.81,0.14,0.0,0.0,12.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
601,Kevin Danso,at AUT,DF,Augsburg,Bundesliga,19.0,1998.0,13.9,1.0,10.0,5.0,50.0,0.72,0.36,0.1,0.2,13.1,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5
602,Dante,br BRA,DF,Nice,Ligue 1,34.0,1983.0,35.8,1.0,21.0,3.0,14.3,0.59,0.08,0.05,0.33,11.1,0.0,0.0,0.0,1.8,1.8,0.08,-0.8,-0.8
603,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,Bundesliga,19.0,1999.0,1.3,0.0,1.0,0.0,0.0,0.8,0.0,0.0,,13.0,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
604,Sergi Darder,es ESP,MF,Espanyol,La Liga,24.0,1993.0,30.1,4.0,55.0,16.0,29.1,1.83,0.53,0.07,0.25,23.5,1.0,0.0,0.0,2.9,2.9,0.05,1.1,1.1
605,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,27.0,1990.0,4.2,0.0,9.0,4.0,44.4,2.15,0.96,0.0,0.0,18.4,0.0,0.0,0.0,1.0,1.0,0.11,-1.0,-1.0
606,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,28.0,1989.0,4.9,0.0,1.0,1.0,100.0,0.2,0.2,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
607,Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,Bundesliga,17.0,2000.0,0.9,1.0,2.0,1.0,50.0,2.25,1.13,0.5,1.0,19.0,0.0,0.0,0.0,0.1,0.1,0.06,0.9,0.9
608,Ben Davies,wls WAL,DF,Tottenham,Premier League,25.0,1993.0,20.5,0.0,14.0,1.0,7.1,0.68,0.05,0.0,0.0,20.9,0.0,0.0,0.0,0.5,0.5,0.04,-0.5,-0.5
609,Tom Davies,eng ENG,MF,Everton,Premier League,20.0,1998.0,10.9,0.0,7.0,2.0,28.6,0.64,0.18,0.0,0.0,18.9,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
610,Steven Davis,nir NIR,MF,Southampton,Premier League,33.0,1985.0,1.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
611,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,27.0,1991.0,10.8,2.0,31.0,12.0,38.7,2.86,1.11,0.06,0.17,23.9,3.0,0.0,0.0,1.4,1.4,0.04,0.6,0.6
612,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,31.0,1987.0,13.0,1.0,12.0,2.0,16.7,0.92,0.15,0.08,0.5,16.3,0.0,0.0,0.0,0.9,0.9,0.07,0.1,0.1
613,Sebastien De Maio,fr FRA,DF,Bologna,Serie A,31.0,1987.0,5.5,0.0,2.0,0.0,0.0,0.37,0.0,0.0,,10.1,0.0,0.0,0.0,0.2,0.2,0.12,-0.2,-0.2
614,Rodrigo De Paul,ar ARG,"MF,FW",Udinese,Serie A,24.0,1994.0,35.4,9.0,82.0,26.0,31.7,2.31,0.73,0.07,0.23,26.0,7.0,3.0,6.0,9.7,5.0,0.06,-0.7,1.0
615,Daniele De Rossi,it ITA,MF,Roma,Serie A,35.0,1983.0,14.1,1.0,5.0,1.0,20.0,0.35,0.07,0.2,1.0,19.2,0.0,0.0,0.0,1.5,1.5,0.3,-0.5,-0.5
616,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,25.0,1992.0,19.4,0.0,7.0,0.0,0.0,0.36,0.0,0.0,,25.9,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3
617,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,30.0,1988.0,26.8,2.0,29.0,9.0,31.0,1.08,0.34,0.07,0.22,13.7,0.0,0.0,0.0,2.8,2.8,0.1,-0.8,-0.8
618,Lucas Deaux,fr FRA,MF,Guingamp,Ligue 1,29.0,1988.0,13.2,3.0,18.0,7.0,38.9,1.36,0.53,0.17,0.43,19.8,0.0,0.0,0.0,1.9,1.9,0.11,1.1,1.1
619,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,33.0,1985.0,21.6,4.0,14.0,9.0,64.3,0.65,0.42,0.29,0.44,10.0,0.0,0.0,0.0,2.3,2.3,0.16,1.7,1.7
620,Troy Deeney,eng ENG,FW,Watford,Premier League,30.0,1988.0,28.3,9.0,63.0,29.0,46.0,2.23,1.03,0.13,0.28,14.8,0.0,1.0,1.0,9.5,8.7,0.14,-0.5,-0.7
621,Jermain Defoe,eng ENG,FW,Bournemouth,Premier League,35.0,1982.0,0.3,0.0,1.0,1.0,100.0,3.6,3.6,0.0,0.0,8.8,0.0,0.0,0.0,0.1,0.1,0.12,-0.1,-0.1
622,Steven Defour,be BEL,MF,Burnley,Premier League,30.0,1988.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
624,Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,Serie A,27.0,1991.0,26.0,11.0,47.0,23.0,48.9,1.81,0.88,0.23,0.48,15.7,0.0,0.0,0.0,8.1,8.1,0.17,2.9,2.9
625,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,22.0,1995.0,5.0,0.0,8.0,2.0,25.0,1.6,0.4,0.0,0.0,20.6,0.0,0.0,0.0,0.8,0.8,0.1,-0.8,-0.8
626,Alessandro Deiola,it ITA,"MF,FW",Parma,Serie A,22.0,1995.0,6.1,0.0,7.0,1.0,14.3,1.16,0.17,0.0,0.0,24.5,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
627,Romain Del Castillo,fr FRA,"MF,FW",Rennes,Ligue 1,22.0,1996.0,14.9,0.0,20.0,6.0,30.0,1.34,0.4,0.0,0.0,21.5,0.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8
628,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,26.0,1991.0,25.4,3.0,33.0,10.0,30.3,1.3,0.39,0.09,0.3,17.0,1.0,0.0,0.0,2.4,2.4,0.07,0.6,0.6
629,Moisés Delgado,es ESP,DF,Valladolid,La Liga,24.0,1994.0,3.0,0.0,2.0,0.0,0.0,0.67,0.0,0.0,,32.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
630,Cristian Dell'Orco,it ITA,DF,Empoli,Serie A,24.0,1994.0,11.5,1.0,4.0,1.0,25.0,0.35,0.09,0.25,1.0,11.0,0.0,0.0,0.0,0.8,0.8,0.19,0.2,0.2
631,Cristian Dell'Orco,it ITA,DF,Sassuolo,Serie A,24.0,1994.0,1.2,0.0,1.0,0.0,0.0,0.82,0.0,0.0,,11.1,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
632,Andy Delort,dz ALG,FW,Montpellier,Ligue 1,26.0,1991.0,34.6,14.0,116.0,33.0,28.4,3.35,0.95,0.09,0.33,20.2,5.0,3.0,3.0,15.2,12.8,0.11,-1.2,-1.8
633,Fabian Delph,eng ENG,DF,Manchester City,Premier League,28.0,1989.0,8.1,0.0,4.0,3.0,75.0,0.5,0.37,0.0,0.0,27.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
634,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,31.0,1987.0,5.7,0.0,1.0,0.0,0.0,0.17,0.0,0.0,,27.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
635,Moussa Dembélé,fr FRA,FW,Lyon,Ligue 1,22.0,1996.0,22.4,15.0,88.0,37.0,42.0,3.93,1.65,0.16,0.38,12.9,1.0,1.0,2.0,17.1,15.5,0.18,-2.1,-1.5
636,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,La Liga,21.0,1997.0,18.5,8.0,39.0,17.0,43.6,2.11,0.92,0.21,0.47,16.5,0.0,0.0,0.0,3.8,3.8,0.1,4.2,4.2
637,Jessy Deminguet,fr FRA,MF,Caen,Ligue 1,20.0,1998.0,14.1,0.0,7.0,1.0,14.3,0.5,0.07,0.0,0.0,25.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
638,Merih Demiral,tr TUR,DF,Sassuolo,Serie A,20.0,1998.0,14.0,2.0,7.0,3.0,42.9,0.5,0.21,0.29,0.67,9.3,0.0,0.0,0.0,0.8,0.8,0.11,1.2,1.2
639,Kerem Demirbay,de GER,MF,Hoffenheim,Bundesliga,25.0,1993.0,22.4,4.0,59.0,16.0,27.1,2.63,0.71,0.07,0.25,23.2,4.0,0.0,0.0,4.5,4.5,0.08,-0.5,-0.5
640,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,26.0,1991.0,22.8,0.0,10.0,3.0,30.0,0.44,0.13,0.0,0.0,21.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
641,Jason Denayer,be BEL,DF,Lyon,Ligue 1,23.0,1995.0,30.6,2.0,15.0,6.0,40.0,0.49,0.2,0.13,0.33,11.6,0.0,0.0,0.0,1.7,1.7,0.11,0.3,0.3
642,Leander Dendoncker,be BEL,MF,Wolves,Premier League,23.0,1995.0,16.3,2.0,17.0,10.0,58.8,1.04,0.61,0.12,0.2,14.1,0.0,0.0,0.0,3.4,3.4,0.21,-1.4,-1.4
643,Fabio Depaoli,it ITA,DF,Chievo,Serie A,21.0,1997.0,27.4,0.0,12.0,3.0,25.0,0.44,0.11,0.0,0.0,16.1,0.0,0.0,0.0,1.5,1.5,0.13,-1.5,-1.5
644,Laurent Depoitre,be BEL,FW,Huddersfield,Premier League,29.0,1988.0,11.9,0.0,30.0,6.0,20.0,2.53,0.51,0.0,0.0,12.9,0.0,0.0,0.0,2.5,2.5,0.08,-2.5,-2.5
645,Clément Depres,fr FRA,FW,Nîmes,Ligue 1,23.0,1994.0,4.9,4.0,28.0,9.0,32.1,5.71,1.84,0.14,0.44,14.0,0.0,0.0,0.0,2.3,2.3,0.08,1.7,1.7
646,Kiril Despodov,bg BUL,"FW,MF",Cagliari,Serie A,21.0,1996.0,1.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
647,Daniele Dessena,it ITA,MF,Cagliari,Serie A,31.0,1987.0,3.9,0.0,5.0,2.0,40.0,1.28,0.51,0.0,0.0,14.3,0.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5
648,Mattia Destro,it ITA,FW,Bologna,Serie A,27.0,1991.0,5.5,4.0,12.0,7.0,58.3,2.19,1.28,0.33,0.57,11.3,0.0,0.0,0.0,2.4,2.4,0.2,1.6,1.6
650,Gerard Deulofeu,es ESP,"FW,MF",Watford,Premier League,24.0,1994.0,23.0,10.0,60.0,22.0,36.7,2.61,0.96,0.17,0.45,16.9,6.0,0.0,0.0,8.0,8.0,0.13,2.0,2.0
651,Jacopo Dezi,it ITA,MF,Parma,Serie A,26.0,1992.0,1.0,0.0,2.0,1.0,50.0,2.0,1.0,0.0,0.0,20.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
652,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,Serie A,24.0,1994.0,11.9,2.0,25.0,11.0,44.0,2.09,0.92,0.08,0.18,15.7,0.0,0.0,0.0,3.2,3.2,0.13,-1.2,-1.2
653,Antonio Di Gaudio,it ITA,FW,Parma,Serie A,28.0,1989.0,7.8,0.0,13.0,2.0,15.4,1.67,0.26,0.0,0.0,16.6,0.0,0.0,0.0,1.4,1.4,0.11,-1.4,-1.4
654,Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,Serie A,24.0,1993.0,37.0,5.0,21.0,9.0,42.9,0.57,0.24,0.24,0.56,13.2,0.0,0.0,0.0,3.6,3.3,0.16,1.4,1.7
655,Ángel Di María,ar ARG,"FW,MF",Paris S-G,Ligue 1,30.0,1988.0,25.8,12.0,97.0,30.0,30.9,3.76,1.16,0.12,0.4,19.6,9.0,0.0,0.0,8.7,8.7,0.09,3.3,3.3
