,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
1610,Abdul Majeed Waris,gh GHA,"FW,MF",Valenciennes,Ligue 1,21.0,1991.0,16.0,16.0,1385.0,15.4,9.0,3.0,12.0,7.0,2.0,3.0,2.0,0.0,0.58,0.19,0.78,0.45,0.65
1612,Róbert Mak,sk SVK,"FW,MF",Nürnberg,Bundesliga,22.0,1991.0,19.0,9.0,799.0,8.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11
1613,Cédric Makiadi,cd COD,MF,Werder Bremen,Bundesliga,29.0,1984.0,30.0,26.0,2301.0,25.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.04,0.08,0.12,0.04,0.12
1614,Jean Makoun,cm CMR,MF,Rennes,Ligue 1,30.0,1983.0,30.0,30.0,2502.0,27.8,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.04,0.11,0.14,0.04,0.14
1615,Nikola Maksimović,rs SRB,DF,Torino,Serie A,21.0,1991.0,23.0,20.0,1808.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,Junior Malanda,be BEL,MF,Wolfsburg,Bundesliga,18.0,1994.0,7.0,5.0,400.0,4.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
1617,Steed Malbranque,fr FRA,MF,Lyon,Ligue 1,33.0,1980.0,23.0,16.0,1278.0,14.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07
1618,Maodo Malick Mbaye,sn SEN,MF,Chievo,Serie A,17.0,1995.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1619,Yunus Mallı,tr TUR,"FW,MF",Mainz 05,Bundesliga,21.0,1992.0,21.0,11.0,1036.0,11.5,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.43,0.26,0.69,0.43,0.69
1620,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,22.0,1991.0,33.0,32.0,2835.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.03,0.03,0.0,0.03
1621,Mickael Malsa,mq MTQ,MF,Sochaux,Ligue 1,17.0,1995.0,4.0,4.0,346.0,3.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26
1622,Michael Mancienne,sc SEY,"DF,MF",Hamburger SV,Bundesliga,25.0,1988.0,12.0,12.0,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,28.0,1985.0,38.0,38.0,3351.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,Christophe Mandanne,fr FRA,"FW,MF",Guingamp,Ligue 1,28.0,1985.0,28.0,21.0,1810.0,20.1,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.05,0.1,0.15,0.05,0.15
1625,Aïssa Mandi,dz ALG,DF,Reims,Ligue 1,21.0,1991.0,33.0,33.0,2919.0,32.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.09,0.09,0.0,0.09
1626,Anthony Mandrea,dz ALG,GK,Nice,Ligue 1,16.0,1996.0,1.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1627,Mario Mandžukić,hr CRO,"FW,MF",Bayern Munich,Bundesliga,27.0,1986.0,30.0,21.0,2017.0,22.4,18.0,4.0,22.0,18.0,0.0,0.0,5.0,0.0,0.8,0.18,0.98,0.8,0.98
1628,Mané,es ESP,"DF,MF",Almería,La Liga,31.0,1981.0,9.0,8.0,728.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1629,Thomas Manfredini,it ITA,DF,Genoa,Serie A,33.0,1980.0,15.0,15.0,1249.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
1630,Thomas Manfredini,it ITA,DF,Sassuolo,Serie A,33.0,1980.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,36.0,1977.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1632,Vito Mannone,it ITA,GK,Sunderland,Premier League,25.0,1988.0,29.0,28.0,2568.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,Javier Manquillo,es ESP,DF,Atlético Madrid,La Liga,19.0,1994.0,3.0,3.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1634,Sergio Mantecón,es ESP,MF,Elche,La Liga,33.0,1980.0,12.0,2.0,371.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,Andrea Mantovani,it ITA,DF,Bologna,Serie A,29.0,1984.0,21.0,14.0,1379.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,Manucho,ao ANG,FW,Valladolid,La Liga,30.0,1983.0,26.0,8.0,914.0,10.2,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.3,0.2,0.49,0.3,0.49
1638,José Manuel Casado,es ESP,DF,Málaga,La Liga,26.0,1986.0,2.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,José Manuel Pinto,es ESP,GK,Barcelona,La Liga,37.0,1975.0,13.0,12.0,1148.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,Juan Manuel Vargas,pe PER,"DF,MF",Fiorentina,Serie A,29.0,1983.0,24.0,14.0,1456.0,16.2,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25
1641,Toifilou Maoulida,fr FRA,FW,Bastia,Ligue 1,34.0,1979.0,6.0,2.0,185.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,Florian Marange,fr FRA,DF,Sochaux,Ligue 1,27.0,1986.0,15.0,15.0,1344.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07
1643,Marcelo,br BRA,"DF,MF",Real Madrid,La Liga,25.0,1988.0,28.0,24.0,2177.0,24.2,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,0.04,0.25,0.29,0.04,0.29
1644,Marcelo,br BRA,DF,Hannover 96,Bundesliga,26.0,1987.0,24.0,24.0,2119.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1645,Giovanni Marchese,it ITA,DF,Genoa,Serie A,28.0,1984.0,27.0,23.0,2121.0,23.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08
1646,Federico Marchetti,it ITA,GK,Lazio,Serie A,30.0,1983.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1647,Marco Marchionni,it ITA,MF,Parma,Serie A,33.0,1980.0,33.0,32.0,2758.0,30.6,1.0,3.0,4.0,1.0,0.0,0.0,9.0,0.0,0.03,0.1,0.13,0.03,0.13
1648,Claudio Marchisio,it ITA,MF,Juventus,Serie A,27.0,1986.0,29.0,21.0,1991.0,22.1,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.18,0.05,0.23,0.18,0.23
1649,Nélson Marcos,pt POR,DF,Almería,La Liga,30.0,1983.0,14.0,14.0,1181.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08
1650,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,La Liga,24.0,1989.0,35.0,19.0,1982.0,22.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,0.23,0.09,0.32,0.23,0.32
1651,Enzo Maresca,it ITA,MF,Sampdoria,Serie A,33.0,1980.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,18.0,1995.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1653,Mariano,br BRA,"DF,MF",Bordeaux,Ligue 1,27.0,1986.0,38.0,38.0,3299.0,36.7,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08
1654,Adrian Mariappa,jm JAM,DF,Crystal Palace,Premier League,26.0,1986.0,24.0,23.0,2113.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.09,0.04,0.09
1655,Ciprian Marica,ro ROU,FW,Getafe,La Liga,27.0,1985.0,27.0,20.0,1792.0,19.9,6.0,1.0,7.0,5.0,1.0,1.0,6.0,1.0,0.3,0.05,0.35,0.25,0.3
1656,Jean Marie Dongou,cm CMR,FW,Barcelona,La Liga,18.0,1995.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,Guido Marilungo,it ITA,FW,Atalanta,Serie A,23.0,1989.0,6.0,0.0,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,Marko Marin,de GER,"FW,MF",Sevilla,La Liga,24.0,1989.0,18.0,10.0,950.0,10.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.38,0.38,0.0,0.38
1659,Diego Mariño,es ESP,GK,Valladolid,La Liga,23.0,1990.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,Rafael Marques,br BRA,DF,Hellas Verona,Serie A,29.0,1983.0,17.0,14.0,1272.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,Javi Márquez,es ESP,MF,Elche,La Liga,27.0,1986.0,29.0,24.0,2052.0,22.8,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,0.09,0.04,0.13,0.09,0.13
1662,Marquinho,br BRA,"DF,MF",Hellas Verona,Serie A,27.0,1986.0,15.0,13.0,1078.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.17,0.08,0.25,0.17,0.25
1664,Marquinho,br BRA,"DF,MF",Roma,Serie A,27.0,1986.0,11.0,3.0,314.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,Marquinhos,br BRA,"DF,MF",Paris S-G,Ligue 1,19.0,1994.0,21.0,17.0,1654.0,18.4,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.11,0.0,0.11,0.11,0.11
1666,Luca Marrone,it ITA,"DF,MF",Sassuolo,Serie A,23.0,1990.0,15.0,14.0,1137.0,12.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16
1667,David Marshall,sct SCO,GK,Cardiff City,Premier League,28.0,1985.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,Anthony Martial,fr FRA,"FW,MF",Monaco,Ligue 1,17.0,1995.0,11.0,8.0,563.0,6.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.32,0.16,0.48,0.32,0.48
1669,Jonas Martin,fr FRA,"DF,MF",Montpellier,Ligue 1,23.0,1990.0,20.0,9.0,946.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1
1670,Marvin Martin,fr FRA,MF,Lille,Ligue 1,25.0,1988.0,20.0,16.0,1282.0,14.2,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.14,0.14,0.0,0.14
1671,Russell Martin,sct SCO,DF,Norwich City,Premier League,27.0,1986.0,31.0,29.0,2617.0,29.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Carlos Martínez,es ESP,DF,Real Sociedad,La Liga,27.0,1986.0,24.0,24.0,2108.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,Hans Martínez,cl CHI,DF,Almería,La Liga,26.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674,Iñigo Martínez,es ESP,DF,Real Sociedad,La Liga,22.0,1991.0,35.0,35.0,3120.0,34.7,2.0,0.0,2.0,2.0,0.0,0.0,11.0,0.0,0.06,0.0,0.06,0.06,0.06
1675,Javi Martínez,es ESP,"DF,MF",Bayern Munich,Bundesliga,24.0,1988.0,18.0,14.0,1337.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,Samu Martínez,es ESP,MF,Elche,La Liga,19.0,1994.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,Raphael Martinho,br BRA,MF,Hellas Verona,Serie A,25.0,1988.0,20.0,8.0,842.0,9.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.21,0.11,0.32,0.21,0.32
1678,Jonathan Martins Pereira,fr FRA,DF,Guingamp,Ligue 1,27.0,1986.0,25.0,22.0,1993.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0
1679,Joris Marveaux,mq MTQ,MF,Montpellier,Ligue 1,30.0,1982.0,27.0,25.0,1959.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.05,0.0,0.05,0.05,0.05
1680,Sylvain Marveaux,fr FRA,"FW,MF",Newcastle Utd,Premier League,27.0,1986.0,9.0,2.0,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,Thorben Marx,de GER,MF,M'Gladbach,Bundesliga,32.0,1981.0,2.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,Lino Marzorati,it ITA,DF,Sassuolo,Serie A,26.0,1986.0,9.0,6.0,538.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17
1683,Javier Mascherano,ar ARG,"DF,MF",Barcelona,La Liga,29.0,1984.0,28.0,27.0,2358.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Salvatore Masiello,it ITA,"DF,MF",Torino,Serie A,31.0,1982.0,8.0,6.0,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,Kama Massampu,fr FRA,FW,Valenciennes,Ligue 1,21.0,1991.0,5.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,Arthur Masuaku,cd COD,"DF,MF",Valenciennes,Ligue 1,19.0,1993.0,27.0,27.0,2359.0,26.2,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.04,0.15,0.19,0.04,0.19
1687,Gaetano Masucci,it ITA,FW,Sassuolo,Serie A,28.0,1984.0,13.0,3.0,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1688,Juan Mata,es ESP,"FW,MF",Manchester Utd,Premier League,25.0,1988.0,15.0,14.0,1225.0,13.6,6.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.44,0.29,0.73,0.44,0.73
1690,Juan Mata,es ESP,"FW,MF",Chelsea,Premier League,25.0,1988.0,13.0,11.0,826.0,9.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22
1691,Simão Mate Junior,mz MOZ,"DF,MF",Levante,La Liga,25.0,1988.0,31.0,30.0,2572.0,28.6,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.03,0.0,0.03,0.03,0.03
1692,Rudy Mater,fr FRA,DF,Valenciennes,Ligue 1,32.0,1980.0,25.0,24.0,1976.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1693,Jérémy Mathieu,fr FRA,DF,Valencia,La Liga,29.0,1983.0,32.0,32.0,2817.0,31.3,3.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,0.1,0.0,0.1,0.1,0.1
1694,Lionel Mathis,fr FRA,MF,Guingamp,Ligue 1,31.0,1981.0,31.0,30.0,2681.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1695,Nemanja Matić,rs SRB,MF,Chelsea,Premier League,24.0,1988.0,17.0,15.0,1365.0,15.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26
1696,Javier Matilla,es ESP,MF,Betis,La Liga,24.0,1988.0,23.0,15.0,1367.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,Joël Matip,cm CMR,"DF,MF",Schalke 04,Bundesliga,21.0,1991.0,31.0,31.0,2790.0,31.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.1,0.06,0.16,0.1,0.16
1698,Ryder Matos,br BRA,"FW,MF",Fiorentina,Serie A,20.0,1993.0,23.0,5.0,631.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,Alessandro Matri,it ITA,FW,Fiorentina,Serie A,28.0,1984.0,15.0,10.0,854.0,9.5,4.0,2.0,6.0,3.0,1.0,1.0,2.0,0.0,0.42,0.21,0.63,0.32,0.53
1700,Alessandro Matri,it ITA,FW,Milan,Serie A,28.0,1984.0,15.0,8.0,834.0,9.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11
1701,Felipe Mattioni,br BRA,DF,Espanyol,La Liga,24.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,Blaise Matuidi,fr FRA,MF,Paris S-G,Ligue 1,26.0,1987.0,36.0,27.0,2561.0,28.5,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.18,0.07,0.25,0.18,0.25
1703,Matuzalém,br BRA,MF,Genoa,Serie A,33.0,1980.0,21.0,20.0,1604.0,17.8,0.0,4.0,4.0,0.0,0.0,0.0,9.0,1.0,0.0,0.22,0.22,0.0,0.22
1704,Neal Maupay,fr FRA,"FW,MF",Nice,Ligue 1,16.0,1996.0,16.0,6.0,688.0,7.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.26,0.13,0.39,0.26,0.39
1705,José Mauri,it ITA,MF,Parma,Serie A,17.0,1996.0,2.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,Stefano Mauri,it ITA,"FW,MF",Lazio,Serie A,33.0,1980.0,12.0,8.0,691.0,7.7,4.0,2.0,6.0,4.0,0.0,1.0,1.0,0.0,0.52,0.26,0.78,0.52,0.78
1707,Nicolas Maurice-Belay,fr FRA,"FW,MF",Bordeaux,Ligue 1,28.0,1985.0,34.0,30.0,2539.0,28.2,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,0.11,0.14,0.25,0.11,0.25
1708,Dany Maury,cm CMR,DF,Toulouse,Ligue 1,18.0,1994.0,1.0,1.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,Charalampos Mavrias,gr GRE,"FW,MF",Sunderland,Premier League,19.0,1994.0,4.0,1.0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Rio Mavuba,fr FRA,MF,Lille,Ligue 1,29.0,1984.0,33.0,32.0,2754.0,30.6,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.03,0.07,0.1,0.03,0.1
1711,Philipp Max,de GER,"DF,MF",Schalke 04,Bundesliga,19.0,1993.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,Alexandru Maxim,ro ROU,MF,Stuttgart,Bundesliga,23.0,1990.0,29.0,18.0,1682.0,18.7,7.0,10.0,17.0,7.0,0.0,0.0,3.0,0.0,0.37,0.54,0.91,0.37,0.91
1713,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Mainz 05,Bundesliga,24.0,1989.0,32.0,19.0,2039.0,22.7,10.0,3.0,13.0,7.0,3.0,3.0,1.0,0.0,0.44,0.13,0.57,0.31,0.44
1714,Maxwell,br BRA,DF,Paris S-G,Ligue 1,31.0,1981.0,24.0,23.0,2090.0,23.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.13,0.09,0.22,0.13,0.22
1716,Nicky Maynard,eng ENG,FW,Cardiff City,Premier League,26.0,1986.0,8.0,0.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,Emmanuel Mayuka,zm ZAM,FW,Sochaux,Ligue 1,22.0,1990.0,21.0,13.0,1206.0,13.4,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3
1718,Luca Mazzitelli,it ITA,"DF,MF",Roma,Serie A,17.0,1995.0,1.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,Ibrahima Mbaye,sn SEN,"DF,MF",Livorno,Serie A,18.0,1994.0,25.0,22.0,1938.0,21.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,1.0,0.09,0.05,0.14,0.09,0.14
1720,Stéphane Mbia,cm CMR,"DF,MF",Sevilla,La Liga,27.0,1986.0,19.0,18.0,1491.0,16.6,3.0,4.0,7.0,3.0,0.0,0.0,7.0,1.0,0.18,0.24,0.42,0.18,0.42
1721,Gareth McAuley,nir NIR,DF,West Brom,Premier League,33.0,1979.0,32.0,32.0,2858.0,31.8,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06
1722,James McCarthy,ie IRL,MF,Everton,Premier League,22.0,1990.0,34.0,31.0,2856.0,31.7,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.03,0.09,0.13,0.03,0.13
1723,Paddy McCarthy,ie IRL,DF,Crystal Palace,Premier League,30.0,1983.0,1.0,0.0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,George McCartney,nir NIR,DF,West Ham,Premier League,32.0,1981.0,22.0,20.0,1842.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,Aiden McGeady,ie IRL,"FW,MF",Everton,Premier League,27.0,1986.0,16.0,4.0,477.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19
1726,Allan McGregor,sct SCO,GK,Hull City,Premier League,31.0,1982.0,26.0,26.0,2228.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1727,Aaron McLean,eng ENG,FW,Hull City,Premier League,30.0,1983.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,Kevin McNaughton,sct SCO,DF,Cardiff City,Premier League,30.0,1982.0,5.0,3.0,282.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,Paul McShane,ie IRL,DF,Hull City,Premier League,27.0,1986.0,10.0,9.0,684.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,Gary Medel,cl CHI,"DF,MF",Cardiff City,Premier League,25.0,1987.0,34.0,34.0,2862.0,31.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.03,0.03,0.0,0.03
1731,Carl Medjani,dz ALG,"DF,MF",Valenciennes,Ligue 1,28.0,1985.0,16.0,16.0,1422.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06
1732,Slobodan Medojević,rs SRB,MF,Wolfsburg,Bundesliga,22.0,1990.0,20.0,16.0,1353.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,Riccardo Meggiorini,it ITA,FW,Torino,Serie A,27.0,1985.0,34.0,7.0,955.0,10.6,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38,0.38,0.0,0.38
1734,Admir Mehmedi,ch SUI,"FW,MF",Freiburg,Bundesliga,22.0,1991.0,32.0,29.0,2605.0,28.9,12.0,4.0,16.0,11.0,1.0,1.0,2.0,1.0,0.41,0.14,0.55,0.38,0.52
1735,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,Bundesliga,30.0,1983.0,22.0,18.0,1647.0,18.3,8.0,2.0,10.0,7.0,1.0,1.0,1.0,0.0,0.44,0.11,0.55,0.38,0.49
1736,Soualiho Meïté,fr FRA,"DF,MF",Lille,Ligue 1,19.0,1994.0,19.0,4.0,542.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,Maor Melikson,il ISR,MF,Valenciennes,Ligue 1,28.0,1984.0,36.0,24.0,2078.0,23.1,2.0,4.0,6.0,0.0,2.0,3.0,3.0,0.0,0.09,0.17,0.26,0.0,0.17
1738,Túlio de Melo,br BRA,FW,Evian,Ligue 1,28.0,1985.0,5.0,4.0,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
