,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
374,Bilal Brahimi,dz ALG,MF,Nice,Ligue 1,21.0,2000.0,4.2,18.0,4.29,13.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Bilal Brahimi,dz ALG,FW,Angers,Ligue 1,21.0,2000.0,3.8,14.0,3.73,8.0,0.0,4.0,0.0,2.0,0.0,3.0,0.8,1.0,0.0,1.0,0.0,1.0,0.0
376,Martin Braithwaite,dk DEN,FW,Barcelona,La Liga,30.0,1991.0,2.6,2.0,0.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Julian Brandt,de GER,"MF,FW",Dortmund,Bundesliga,25.0,1996.0,23.1,97.0,4.2,60.0,26.0,7.0,4.0,0.0,0.0,22.0,0.95,14.0,5.0,2.0,1.0,0.0,0.0
378,Jarrad Branthwaite,eng ENG,DF,Everton,Premier League,19.0,2002.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Darko Brašanac,rs SRB,MF,Osasuna,La Liga,29.0,1992.0,26.7,63.0,2.36,56.0,0.0,0.0,4.0,2.0,1.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0
380,Lilian Brassier,fr FRA,DF,Brest,Ligue 1,21.0,1999.0,25.1,20.0,0.8,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
381,Claudio Bravo,cl CHI,GK,Betis,La Liga,38.0,1983.0,16.2,4.0,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Iker Bravo,es ESP,FW,Leverkusen,Bundesliga,16.0,2005.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Fabian Bredlow,de GER,GK,Stuttgart,Bundesliga,26.0,1995.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Josip Brekalo,hr CRO,MF,Torino,Serie A,23.0,1998.0,25.4,122.0,4.8,82.0,23.0,7.0,7.0,3.0,0.0,9.0,0.35,6.0,1.0,2.0,0.0,0.0,0.0
385,Josip Brekalo,hr CRO,FW,Wolfsburg,Bundesliga,23.0,1998.0,0.2,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.29,1.0,0.0,0.0,0.0,0.0,0.0
386,Gleison Bremer,br BRA,DF,Torino,Serie A,24.0,1997.0,32.1,23.0,0.72,14.0,1.0,0.0,6.0,0.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
387,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,Ligue 1,35.0,1985.0,2.5,18.0,7.2,14.0,1.0,1.0,2.0,0.0,0.0,2.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0
388,Yan Brice Eteki,cm CMR,MF,Granada,La Liga,23.0,1997.0,3.8,3.0,0.79,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Brian Brobbey,nl NED,"FW,MF",RB Leipzig,Bundesliga,19.0,2002.0,1.5,4.0,2.75,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0
391,Armando Broja,al ALB,FW,Southampton,Premier League,19.0,2001.0,21.9,38.0,1.73,19.0,0.0,7.0,7.0,4.0,1.0,4.0,0.18,0.0,0.0,2.0,0.0,2.0,0.0
392,Dylan Bronn,tn TUN,DF,Metz,Ligue 1,26.0,1995.0,28.3,15.0,0.53,14.0,0.0,0.0,1.0,0.0,0.0,4.0,0.14,3.0,0.0,0.0,1.0,0.0,0.0
393,John Brooks,us USA,DF,Wolfsburg,Bundesliga,28.0,1993.0,29.1,20.0,0.69,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Daniel Brosinski,de GER,DF,Mainz 05,Bundesliga,33.0,1988.0,4.3,12.0,2.77,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
395,Josh Brownhill,eng ENG,MF,Burnley,Premier League,25.0,1995.0,32.8,75.0,2.28,50.0,18.0,2.0,2.0,2.0,1.0,3.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0
396,Marcelo Brozović,hr CRO,MF,Inter,Serie A,28.0,1992.0,32.6,98.0,3.0,89.0,2.0,1.0,2.0,1.0,3.0,12.0,0.37,12.0,0.0,0.0,0.0,0.0,0.0
397,Cédric Brunner,ch SUI,DF,Arminia,Bundesliga,27.0,1994.0,24.3,37.0,1.53,23.0,8.0,1.0,2.0,2.0,1.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
398,Lewis Brunt,eng ENG,MF,Leicester City,Premier League,20.0,2000.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,Bundesliga,22.0,1998.0,9.0,26.0,2.88,22.0,0.0,1.0,2.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
400,Bryan,es ESP,"FW,MF",Tottenham,Premier League,20.0,2001.0,1.0,5.0,4.79,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.96,1.0,0.0,0.0,0.0,0.0,0.0
401,Bryan,es ESP,"MF,FW",Valencia,La Liga,20.0,2001.0,8.4,26.0,3.1,18.0,5.0,2.0,0.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
402,Ante Budimir,hr CRO,FW,Osasuna,La Liga,30.0,1991.0,19.3,28.0,1.45,14.0,0.0,2.0,4.0,7.0,1.0,4.0,0.21,2.0,0.0,0.0,1.0,1.0,0.0
403,Emi Buendía,ar ARG,"MF,FW",Aston Villa,Premier League,24.0,1996.0,21.1,83.0,3.93,65.0,3.0,7.0,3.0,5.0,0.0,10.0,0.47,7.0,0.0,2.0,1.0,0.0,0.0
404,Osman Bukari,gh GHA,"FW,MF",Nantes,Ligue 1,22.0,1998.0,11.2,34.0,3.03,26.0,0.0,6.0,2.0,0.0,0.0,8.0,0.71,7.0,0.0,1.0,0.0,0.0,0.0
405,Aleksander Buksa,pl POL,FW,Genoa,Serie A,18.0,2003.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Alessandro Buongiorno,it ITA,DF,Torino,Serie A,22.0,1999.0,13.1,9.0,0.68,6.0,0.0,0.0,2.0,1.0,0.0,3.0,0.23,2.0,0.0,0.0,1.0,0.0,0.0
407,Sascha Burchert,de GER,GK,Greuther Fürth,Bundesliga,31.0,1989.0,14.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Delano Burgzorg,nl NED,MF,Mainz 05,Bundesliga,22.0,1998.0,0.3,1.0,3.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,Bundesliga,21.0,2000.0,29.0,79.0,2.72,53.0,1.0,4.0,12.0,7.0,2.0,6.0,0.21,5.0,0.0,1.0,0.0,0.0,0.0
410,Roman Bürki,ch SUI,GK,Dortmund,Bundesliga,30.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Dan Burn,eng ENG,DF,Newcastle Utd,Premier League,29.0,1992.0,16.0,6.0,0.37,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
412,Dan Burn,eng ENG,DF,Brighton,Premier League,29.0,1992.0,11.4,7.0,0.62,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Maxime Busi,be BEL,DF,Reims,Ligue 1,21.0,1999.0,14.4,30.0,2.08,28.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Gianluca Busio,us USA,MF,Venezia,Serie A,19.0,2002.0,21.7,40.0,1.85,26.0,9.0,0.0,1.0,3.0,1.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0
416,Oriol Busquets,es ESP,MF,Clermont Foot,Ligue 1,22.0,1999.0,2.2,4.0,1.79,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Sergio Busquets,es ESP,MF,Barcelona,La Liga,33.0,1988.0,35.5,92.0,2.59,85.0,0.0,0.0,0.0,4.0,3.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0
418,Jack Butland,eng ENG,GK,Crystal Palace,Premier League,28.0,1993.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Adrián Butzke,es ESP,FW,Granada,La Liga,22.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Marcin Bułka,pl POL,GK,Nice,Ligue 1,21.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Jamie Bynoe-Gittens,eng ENG,FW,Dortmund,Bundesliga,16.0,2004.0,1.5,3.0,2.01,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0
422,Sam Byram,eng ENG,DF,Norwich City,Premier League,27.0,1993.0,11.4,11.0,0.96,6.0,1.0,1.0,2.0,1.0,0.0,2.0,0.18,0.0,0.0,0.0,1.0,1.0,0.0
423,Erick Cabaco,uy URU,DF,Getafe,La Liga,26.0,1995.0,4.5,5.0,1.12,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
424,Willy Caballero,ar ARG,GK,Southampton,Premier League,39.0,1981.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Rémy Cabella,fr FRA,"MF,FW",Montpellier,Ligue 1,31.0,1990.0,3.5,16.0,4.6,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0
426,Jimmy Cabot,fr FRA,DF,Angers,Ligue 1,27.0,1994.0,22.3,36.0,1.61,28.0,4.0,0.0,1.0,1.0,2.0,4.0,0.18,3.0,0.0,0.0,0.0,1.0,0.0
427,Jovane Cabral,cv CPV,FW,Lazio,Serie A,23.0,1998.0,2.1,4.0,1.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Leandro Cabrera,uy URU,DF,Espanyol,La Liga,30.0,1991.0,37.0,28.0,0.76,23.0,2.0,0.0,3.0,0.0,0.0,4.0,0.11,2.0,1.0,0.0,1.0,0.0,0.0
429,Liberato Cacace,nz NZL,DF,Empoli,Serie A,20.0,2000.0,5.2,5.0,0.96,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
430,Martín Cáceres,uy URU,DF,Cagliari,Serie A,34.0,1987.0,9.2,14.0,1.51,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
431,Martín Cáceres,uy URU,DF,Levante,La Liga,34.0,1987.0,7.4,6.0,0.81,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Anthony Caci,fr FRA,DF,Strasbourg,Ligue 1,24.0,1997.0,26.6,55.0,2.07,47.0,3.0,2.0,0.0,3.0,0.0,5.0,0.19,4.0,0.0,0.0,0.0,1.0,0.0
433,Mathieu Cafaro,fr FRA,"MF,FW",Reims,Ligue 1,24.0,1997.0,2.1,4.0,1.87,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Yannick Cahuzac,fr FRA,MF,Lens,Ligue 1,36.0,1985.0,6.9,3.0,0.44,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
435,Felipe Caicedo,ec ECU,FW,Genoa,Serie A,32.0,1988.0,3.2,9.0,2.85,6.0,0.0,0.0,1.0,2.0,0.0,3.0,0.95,2.0,0.0,0.0,0.0,1.0,0.0
436,Felipe Caicedo,ec ECU,"FW,DF",Inter,Serie A,32.0,1988.0,0.3,1.0,3.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Moisés Caicedo,ec ECU,MF,Brighton,Premier League,19.0,2001.0,7.3,13.0,1.77,10.0,0.0,1.0,1.0,0.0,1.0,3.0,0.41,3.0,0.0,0.0,0.0,0.0,0.0
438,Marc-Aurèle Caillard,fr FRA,GK,Metz,Ligue 1,27.0,1994.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Jens Cajuste,se SWE,"MF,FW",Reims,Ligue 1,21.0,1999.0,4.0,7.0,1.73,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
440,Cala,es ESP,DF,Cádiz,La Liga,31.0,1989.0,10.5,2.0,0.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Davide Calabria,it ITA,DF,Milan,Serie A,24.0,1996.0,23.5,47.0,2.0,32.0,4.0,3.0,6.0,2.0,0.0,6.0,0.25,3.0,0.0,0.0,3.0,0.0,0.0
443,Riccardo Calafiori,it ITA,DF,Genoa,Serie A,19.0,2002.0,0.9,1.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Riccardo Calafiori,it ITA,DF,Roma,Serie A,19.0,2002.0,1.9,4.0,2.09,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.05,1.0,0.0,1.0,0.0,0.0,0.0
445,Mattia Caldara,it ITA,DF,Venezia,Serie A,27.0,1994.0,30.0,20.0,0.67,9.0,1.0,0.0,5.0,4.0,1.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0
446,Calderón,es ESP,DF,Betis,La Liga,21.0,2000.0,0.7,1.0,1.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Fernando Calero,es ESP,DF,Espanyol,La Liga,25.0,1995.0,12.1,7.0,0.58,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
448,Duje Ćaleta-Car,hr CRO,DF,Marseille,Ligue 1,24.0,1996.0,22.9,11.0,0.48,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0
449,Hakan Çalhanoğlu,tr TUR,MF,Inter,Serie A,27.0,1994.0,27.6,173.0,6.27,100.0,54.0,2.0,11.0,4.0,2.0,21.0,0.76,12.0,7.0,0.0,1.0,1.0,0.0
450,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,Bundesliga,33.0,1988.0,22.3,65.0,2.92,30.0,20.0,4.0,2.0,4.0,5.0,8.0,0.36,3.0,3.0,0.0,1.0,1.0,0.0
451,José Callejón,es ESP,FW,Fiorentina,Serie A,34.0,1987.0,14.4,47.0,3.25,32.0,10.0,1.0,3.0,1.0,0.0,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0
452,Lucas Calodat,fr FRA,DF,Saint-Étienne,Ligue 1,19.0,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Dominic Calvert-Lewin,eng ENG,FW,Everton,Premier League,24.0,1997.0,14.3,30.0,2.1,22.0,0.0,2.0,1.0,4.0,1.0,4.0,0.28,3.0,0.0,0.0,0.0,1.0,0.0
454,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,Ligue 1,23.0,1998.0,34.1,79.0,2.31,54.0,6.0,6.0,1.0,10.0,2.0,5.0,0.15,3.0,0.0,0.0,0.0,2.0,0.0
455,Mamadou Camara,fr FRA,FW,Troyes,Ligue 1,20.0,2001.0,0.4,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,1.0,0.0,0.0,0.0,0.0,0.0
456,Víctor Camarasa,es ESP,"MF,FW",Betis,La Liga,27.0,1994.0,1.2,1.0,0.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Eduardo Camavinga,fr FRA,MF,Real Madrid,La Liga,18.0,2002.0,13.7,34.0,2.48,30.0,0.0,0.0,0.0,2.0,2.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
458,Eduardo Camavinga,fr FRA,MF,Rennes,Ligue 1,18.0,2002.0,1.6,4.0,2.52,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0
459,Andrea Cambiaso,it ITA,DF,Genoa,Serie A,21.0,2000.0,19.9,39.0,1.96,30.0,3.0,2.0,1.0,3.0,0.0,5.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0
460,José Campaña,es ESP,MF,Levante,La Liga,28.0,1993.0,15.8,42.0,2.63,28.0,9.0,0.0,4.0,0.0,1.0,3.0,0.19,2.0,0.0,0.0,1.0,0.0,0.0
461,Chem Campbell,wls WAL,MF,Wolves,Premier League,18.0,2002.0,0.1,1.0,6.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Emre Can,de GER,"DF,MF",Dortmund,Bundesliga,27.0,1994.0,18.8,16.0,0.85,13.0,0.0,1.0,0.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
463,Sergio Canales,es ESP,"FW,MF",Betis,La Liga,30.0,1991.0,31.0,134.0,4.32,116.0,7.0,5.0,5.0,1.0,0.0,13.0,0.42,11.0,0.0,2.0,0.0,0.0,0.0
464,Matteo Cancellieri,it ITA,"MF,DF",Hellas Verona,Serie A,19.0,2002.0,2.5,7.0,2.79,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,João Cancelo,pt POR,DF,Manchester City,Premier League,27.0,1994.0,35.9,126.0,3.51,98.0,1.0,8.0,16.0,2.0,1.0,18.0,0.5,13.0,1.0,1.0,3.0,0.0,0.0
466,Fali Candé,gw GNB,DF,Metz,Ligue 1,23.0,1998.0,10.8,17.0,1.57,9.0,6.0,0.0,1.0,0.0,1.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0
468,Antonio Candreva,it ITA,"MF,FW",Sampdoria,Serie A,34.0,1987.0,34.7,139.0,4.01,84.0,36.0,7.0,7.0,5.0,0.0,16.0,0.46,10.0,4.0,0.0,1.0,1.0,0.0
469,Sergi Canós,es ESP,"DF,FW",Brentford,Premier League,24.0,1997.0,23.1,37.0,1.6,29.0,3.0,3.0,2.0,0.0,0.0,5.0,0.22,3.0,1.0,0.0,1.0,0.0,0.0
470,Álex Cantero,es ESP,"FW,MF",Levante,La Liga,21.0,2000.0,6.8,18.0,2.65,14.0,0.0,1.0,3.0,0.0,0.0,4.0,0.59,4.0,0.0,0.0,0.0,0.0,0.0
471,Todd Cantwell,eng ENG,"FW,MF",Norwich City,Premier League,23.0,1998.0,4.9,10.0,2.04,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
472,Ander Capa,es ESP,DF,Athletic Club,La Liga,29.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Pierrick Capelle,fr FRA,"MF,DF",Angers,Ligue 1,34.0,1987.0,13.3,32.0,2.41,17.0,6.0,3.0,5.0,1.0,0.0,5.0,0.38,0.0,0.0,2.0,2.0,1.0,0.0
474,Leonardo Capezzi,it ITA,MF,Salernitana,Serie A,26.0,1995.0,1.9,1.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Étienne Capoue,fr FRA,MF,Villarreal,La Liga,33.0,1988.0,25.4,32.0,1.26,21.0,0.0,5.0,3.0,1.0,2.0,6.0,0.24,4.0,0.0,1.0,1.0,0.0,0.0
476,Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,Serie A,28.0,1993.0,30.4,142.0,4.67,92.0,20.0,9.0,9.0,9.0,3.0,20.0,0.66,16.0,1.0,2.0,1.0,0.0,0.0
477,Francesco Caputo,it ITA,FW,Sampdoria,Serie A,33.0,1987.0,31.0,74.0,2.39,60.0,0.0,2.0,3.0,8.0,1.0,8.0,0.26,4.0,0.0,0.0,1.0,3.0,0.0
478,Francesco Caputo,it ITA,FW,Sassuolo,Serie A,33.0,1987.0,1.7,6.0,3.46,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.15,2.0,0.0,0.0,0.0,0.0,0.0
479,Maxence Caqueret,fr FRA,MF,Lyon,Ligue 1,21.0,2000.0,25.9,63.0,2.43,53.0,5.0,3.0,1.0,1.0,0.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0
480,Andrea Carboni,it ITA,DF,Cagliari,Serie A,20.0,2001.0,24.6,20.0,0.81,19.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
481,Isaac Carcelen,es ESP,"DF,MF",Cádiz,La Liga,28.0,1993.0,17.2,26.0,1.51,18.0,0.0,0.0,4.0,4.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
482,Cárdenas,es ESP,GK,Levante,La Liga,24.0,1997.0,24.0,6.0,0.25,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Irvin Cardona,fr FRA,"FW,MF",Brest,Ligue 1,23.0,1997.0,14.8,27.0,1.82,18.0,3.0,1.0,1.0,4.0,0.0,4.0,0.27,2.0,0.0,1.0,0.0,1.0,0.0
484,Igor Carioca,br BRA,DF,Lorient,Ligue 1,24.0,1996.0,17.5,31.0,1.77,25.0,1.0,1.0,2.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
485,Carlo,es ESP,MF,Villarreal,La Liga,20.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Diego Carlos,br BRA,DF,Sevilla,La Liga,28.0,1993.0,32.9,19.0,0.58,16.0,0.0,0.0,2.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
487,Carmona,es ESP,DF,Sevilla,La Liga,19.0,2002.0,0.3,1.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,La Liga,27.0,1993.0,28.7,122.0,4.25,62.0,26.0,25.0,6.0,3.0,0.0,10.0,0.35,5.0,4.0,1.0,0.0,0.0,0.0
489,Guido Carrillo,ar ARG,FW,Elche,La Liga,30.0,1991.0,13.0,22.0,1.69,14.0,0.0,0.0,3.0,3.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
490,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,29.0,1992.0,17.2,38.0,2.21,36.0,0.0,1.0,0.0,0.0,1.0,6.0,0.35,5.0,0.0,1.0,0.0,0.0,0.0
491,William Carvalho,pt POR,MF,Betis,La Liga,29.0,1992.0,20.1,59.0,2.92,51.0,0.0,4.0,2.0,0.0,2.0,7.0,0.35,3.0,0.0,2.0,1.0,0.0,1.0
492,Nicolò Casale,it ITA,DF,Hellas Verona,Serie A,23.0,1998.0,28.7,34.0,1.18,33.0,1.0,0.0,0.0,0.0,0.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0
494,Casemiro,br BRA,MF,Real Madrid,La Liga,29.0,1992.0,28.5,65.0,2.28,58.0,0.0,1.0,2.0,2.0,2.0,10.0,0.35,7.0,0.0,0.0,1.0,1.0,1.0
495,Matty Cash,pl POL,DF,Aston Villa,Premier League,23.0,1997.0,37.5,65.0,1.73,45.0,7.0,6.0,2.0,5.0,0.0,7.0,0.19,4.0,2.0,1.0,0.0,0.0,0.0
496,Kiko Casilla,es ESP,GK,Elche,La Liga,34.0,1986.0,14.0,6.0,0.43,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Moreto Cassamã,gw GNB,MF,Reims,Ligue 1,23.0,1998.0,8.9,25.0,2.8,13.0,8.0,1.0,1.0,2.0,0.0,3.0,0.34,1.0,0.0,1.0,0.0,1.0,0.0
498,Francesco Cassata,it ITA,MF,Genoa,Serie A,24.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Timothy Castagne,be BEL,DF,Leicester City,Premier League,25.0,1995.0,23.6,27.0,1.14,25.0,2.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
500,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,29.0,1992.0,28.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Jean-Charles Castelletto,cm CMR,DF,Nantes,Ligue 1,26.0,1995.0,27.9,17.0,0.61,12.0,0.0,0.0,3.0,1.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
502,Samu Castillejo,es ESP,"FW,MF",Milan,Serie A,26.0,1995.0,1.4,10.0,7.09,6.0,0.0,0.0,2.0,2.0,0.0,3.0,2.13,1.0,0.0,0.0,1.0,1.0,0.0
503,Gonzalo Castro,de GER,"MF,FW",Arminia,Bundesliga,34.0,1987.0,4.8,13.0,2.69,9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.21,0.0,1.0,0.0,0.0,0.0,0.0
504,Jonny Castro,es ESP,DF,Wolves,Premier League,27.0,1994.0,11.4,27.0,2.37,22.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Gaetano Castrovilli,it ITA,MF,Fiorentina,Serie A,24.0,1997.0,15.5,49.0,3.17,36.0,6.0,2.0,1.0,4.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0
